dates,satname,nzd0193-0000,nzd0193-0001,nzd0193-0002
1999-09-29 21:52:52.243000,L7,350.44,342.20,351.28
1999-10-15 21:52:49.322000,L7,308.77,306.33,325.46
1999-12-09 21:58:57.676000,L7,306.88,312.59,321.99
2000-02-04 21:52:37.377000,L7,349.53,305.20,325.18
2000-03-14 21:58:35.291000,L7,294.04,295.60,369.82
2000-03-30 21:58:33.541000,L7,317.59,309.54,396.44
2000-08-14 21:50:56.232000,L7,320.00,348.12,368.66
2000-09-15 21:50:25.712000,L7,322.62,318.23,351.62
2000-09-22 21:56:29.431000,L7,308.84,305.14,323.00
2000-10-17 21:50:01.277000,L7,365.53,366.14,391.15
2000-11-09 21:56:21.390000,L7,295.03,299.45,316.05
2001-01-05 21:50:16.585000,L7,352.10,362.25,324.76
2001-03-10 21:50:10.732000,L7,333.11,325.13,341.92
2001-06-21 21:55:29.297000,L7,327.83,322.92,370.36
2001-09-09 21:54:36.880000,L7,315.69,314.82,325.51
2001-09-18 21:48:17.356000,L7,368.51,365.69,368.91
2001-09-25 21:54:28.694000,L7,304.44,302.77,315.54
2001-10-11 21:54:09.862000,L7,361.73,400.84,398.17
2001-11-05 21:48:14.934000,L7,309.11,302.44,322.17
2002-01-24 21:48:42.967000,L7,310.17,309.08,325.61
2002-01-31 21:54:50.570000,L7,300.15,270.70,313.51
2002-02-25 21:48:47.943000,L7,296.79,301.75,322.01
2002-03-20 21:54:48.224000,L7,304.86,302.42,384.97
2002-03-29 21:48:39.145000,L7,296.93,302.29,316.25
2002-06-01 21:48:28.245000,L7,331.67,378.31,395.34
2002-08-27 21:54:00.253000,L7,351.88,347.55,332.72
2002-10-07 21:47:33.100000,L7,314.16,313.69,362.24
2002-10-14 21:53:43.769000,L7,385.32,379.39,390.95
2002-10-23 21:47:39.211000,L7,308.71,303.31,371.09
2002-11-08 21:47:44.401000,L7,308.33,308.62,326.81
2002-12-01 21:54:16.937000,L7,,286.98,308.20
2003-01-18 21:54:30.278000,L7,291.71,300.15,309.29
2003-03-23 21:54:40.711000,L7,305.56,306.39,316.53
2003-04-24 21:54:46.433000,L7,320.77,303.84,324.55
2003-05-03 21:48:37.175000,L7,317.20,309.97,323.17
2003-05-10 21:54:46.466000,L7,315.70,305.88,374.69
2003-05-26 21:54:43.917000,L7,310.56,304.57,318.31
2003-10-25 21:44:04.226000,L5,307.65,320.14,320.05
2003-11-19 21:38:14.402000,L5,327.75,326.62,333.41
2004-02-14 21:44:57.678000,L5,317.45,305.56,310.81
2004-03-17 21:45:08.368000,L5,310.12,309.46,319.46
2004-04-02 21:45:18.969000,L5,326.05,319.48,332.49
2004-04-18 21:45:49.558000,L5,313.21,307.82,325.66
2004-05-04 21:46:16.049000,L5,323.63,319.22,332.66
2004-05-20 21:46:44.438000,L5,318.07,317.14,329.90
2004-08-08 21:48:50.888000,L5,311.42,318.24,324.46
2004-09-25 21:50:07.312000,L5,314.26,318.48,316.43
2004-10-20 21:44:28.706000,L5,307.93,307.35,313.56
2004-10-27 21:50:47.740000,L5,312.47,321.97,324.29
2005-01-15 21:52:09.437000,L5,301.57,299.99,306.20
2005-02-16 21:52:37.927000,L5,297.53,299.58,302.53
2005-02-25 21:46:35.721000,L5,319.65,319.52,326.47
2005-03-04 21:52:52.217000,L5,309.03,304.20,314.82
2005-03-13 21:46:47.612000,L5,322.46,323.48,328.89
2005-03-29 21:46:54.602000,L5,325.51,325.71,334.85
2005-04-21 21:53:10.893000,L5,318.30,307.17,322.60
2005-04-30 21:47:03.060000,L5,350.66,349.18,360.54
2005-06-01 21:47:18.718000,L5,325.05,317.94,329.98
2005-06-08 21:53:33.007000,L5,312.30,318.99,325.77
2005-07-19 21:47:39.248000,L5,318.52,319.77,331.41
2005-11-24 21:48:28.120000,L5,319.27,316.51,322.28
2006-02-12 21:50:20.287000,L5,312.68,314.95,321.72
2006-02-19 21:56:39.909000,L5,308.87,311.37,316.11
2006-02-28 21:50:40.410000,L5,315.32,320.76,326.31
2006-04-08 21:57:36.601000,L5,309.03,317.32,319.24
2006-06-27 21:58:48.654000,L5,318.66,322.42,328.15
2006-07-06 21:52:45.642000,L5,307.68,316.54,325.76
2006-07-22 21:52:58.572000,L5,370.37,373.89,397.56
2006-08-23 21:53:23.469000,L5,317.11,319.98,326.60
2006-10-10 21:53:56.892000,L5,320.18,317.21,321.05
2006-12-13 21:54:31.554000,L5,328.42,321.54,323.02
2007-01-30 21:54:48.635000,L5,314.88,311.57,317.12
2007-02-15 21:54:49.756000,L5,382.62,373.36,366.66
2010-01-13 21:56:49.389000,L5,317.93,316.03,324.49
2010-12-31 21:55:56.533000,L5,304.64,303.41,309.20
2011-01-09 21:49:46.887000,L5,314.40,316.69,321.87
2011-01-16 21:55:58.174000,L5,301.95,302.95,311.09
2011-01-25 21:49:47.233000,L5,329.85,329.51,334.34
2011-02-17 21:56:00.979000,L5,314.65,315.98,325.44
2011-10-24 21:47:48.042000,L5,306.72,311.29,314.29
2013-05-13 22:07:59.284000,L8,309.33,306.63,325.90
2013-05-29 22:08:05.425000,L8,308.46,305.77,326.43
2013-06-23 22:01:46.719000,L8,312.55,312.37,334.36
2013-06-30 22:08:00.117000,L8,307.27,304.25,324.72
2013-07-25 22:01:49.952000,L8,309.30,306.41,325.03
2013-08-17 22:08:03.120000,L8,,301.94,314.73
2013-09-02 22:08:04.598000,L8,302.42,302.63,320.59
2013-10-29 22:01:34.321000,L8,316.76,311.97,329.78
2013-11-05 22:07:46.855000,L8,303.29,304.52,318.57
2013-11-14 22:01:33.487000,L8,309.30,306.43,323.02
2013-11-21 22:07:37.752000,L8,306.35,304.10,316.72
2013-12-16 22:01:21.990000,L8,301.19,307.28,324.99
2014-01-01 22:01:14.509000,L8,330.45,325.91,338.42
2014-01-17 22:00:59.983000,L8,316.62,315.96,329.18
2014-01-24 22:07:09.509000,L8,310.50,309.02,326.64
2014-02-02 22:00:53.662000,L8,320.09,311.74,324.98
2014-02-09 22:06:57.254000,L8,325.68,314.72,331.49
2014-02-25 22:06:44.447000,L8,306.88,306.08,323.74
2014-03-06 22:00:25.321000,L8,305.00,304.66,323.22
2014-03-22 22:00:13.558000,L8,307.81,302.95,318.93
2014-03-29 22:06:15.961000,L8,308.54,304.62,323.17
2014-04-23 21:59:43.011000,L8,316.32,311.79,327.08
2014-04-30 22:05:46.536000,L8,314.07,308.26,327.08
2014-05-09 21:59:27.549000,L8,310.51,312.30,327.47
2014-05-25 21:59:22.796000,L8,312.51,312.65,331.75
2014-07-12 21:59:43.196000,L8,323.00,316.53,332.85
2014-07-28 21:59:47.112000,L8,308.75,307.07,326.44
2014-08-20 22:06:06.726000,L8,304.18,305.23,322.13
2014-11-08 22:06:16.124000,L8,310.01,309.40,326.80
2014-12-03 22:00:01.875000,L8,296.78,301.78,326.76
2015-02-28 22:05:48.437000,L8,307.20,306.69,324.33
2015-04-10 21:59:13.702000,L8,302.35,306.17,324.76
2015-05-12 21:58:53.078000,L8,,,335.98
2015-05-19 22:05:04.672000,L8,306.61,306.59,327.86
2015-05-28 21:58:55.699000,L8,300.75,301.06,327.18
2015-06-04 22:05:12.611000,L8,304.77,303.98,323.93
2015-06-20 22:05:20.970000,L8,301.55,304.63,324.74
2015-07-22 22:05:37.569000,L8,304.19,304.76,325.57
2015-08-07 22:05:40.232000,L8,279.31,279.00,324.93
2015-08-23 22:05:48.569000,L8,298.78,302.66,320.60
2015-09-01 21:59:39.995000,L8,308.76,307.28,326.42
