dates,satname,nzd0023-0000,nzd0023-0001,nzd0023-0002,nzd0023-0003,nzd0023-0004,nzd0023-0005,nzd0023-0006
1999-08-17 22:10:26.276000,L7,430.05,434.80,436.60,,,,
1999-10-04 22:10:38.131000,L7,364.96,379.52,381.48,387.03,368.87,375.31,371.53
2000-02-09 22:10:19.398000,L7,425.73,383.55,419.60,422.83,420.81,393.48,391.00
2000-03-28 22:10:07.233000,L7,383.03,389.11,387.64,390.70,394.37,389.53,385.50
2000-04-29 22:09:53.797000,L7,324.72,383.92,386.95,392.53,395.03,387.78,384.57
2000-08-19 22:08:38.248000,L7,433.85,430.16,444.75,430.20,432.85,,
2000-09-20 22:08:03.348000,L7,428.45,422.45,394.00,429.07,424.06,387.64,388.53
2000-10-06 22:07:59.689000,L7,358.06,376.52,391.42,387.02,391.72,379.97,380.36
2000-11-07 22:07:53.532000,L7,,372.18,381.30,378.51,366.73,367.77,379.54
2001-03-15 22:07:52.114000,L7,386.74,377.05,382.33,373.52,378.17,377.24,370.10
2001-09-07 22:06:11.116000,L7,429.89,433.48,409.23,429.98,431.06,397.78,426.81
2002-02-14 22:06:29.522000,L7,388.76,394.50,393.74,399.35,395.55,399.61,394.93
2002-11-13 22:05:30.425000,L7,397.28,397.99,405.13,401.54,397.54,403.33,393.49
2003-01-16 22:06:02.914000,L7,,,,,374.81,344.63,353.90
2003-04-06 22:06:21.012000,L7,384.04,376.34,380.84,335.25,,,
2003-05-24 22:06:17.162000,L7,,,,,430.42,412.33,397.90
2004-04-16 21:57:19.749000,L5,359.96,340.42,358.12,361.16,316.39,335.77,351.02
2004-05-18 21:58:14.785000,L5,349.28,331.72,354.08,340.72,294.82,311.36,336.63
2005-01-13 22:03:41.143000,L5,346.60,327.84,365.25,360.78,311.08,333.80,350.06
2005-04-19 22:04:43.597000,L5,368.87,345.07,365.20,360.91,327.48,335.32,348.29
2005-06-06 22:05:05.724000,L5,362.72,345.33,364.46,363.97,326.85,332.82,350.22
2005-09-26 22:05:42.687000,L5,366.23,345.53,371.00,359.16,320.92,338.52,354.46
2006-02-17 22:08:11.136000,L5,365.64,339.60,363.56,350.49,306.71,329.46,340.92
2006-04-06 22:09:08.139000,L5,357.21,334.15,357.97,346.56,298.86,321.91,338.55
2006-06-25 22:10:20.606000,L5,369.44,346.62,370.81,353.97,311.48,331.05,347.07
2006-09-13 22:11:23.474000,L5,365.95,348.99,365.20,361.65,,,
2007-01-19 22:12:30.924000,L5,,325.95,360.80,346.40,290.20,315.93,328.02
2007-10-02 22:10:31.289000,L5,385.43,360.58,384.95,374.10,329.50,340.59,352.60
2010-01-27 22:08:26.527000,L5,347.67,325.76,348.80,336.87,284.14,313.11,329.72
2010-02-12 22:08:30.110000,L5,362.41,339.65,358.39,345.47,302.86,321.85,341.66
2010-11-27 22:07:24.215000,L5,321.21,338.11,357.64,352.75,312.09,335.27,344.34
2011-01-14 22:07:31.728000,L5,361.14,337.36,358.63,338.54,295.50,,
2011-02-15 22:07:34.670000,L5,350.54,334.76,353.79,345.52,292.26,320.30,304.42
2014-01-06 22:18:54.881000,L8,,,,,,318.01,329.31
2014-02-07 22:18:33.391000,L8,397.98,321.38,342.11,381.49,400.73,386.07,353.97
2014-02-23 22:18:20.398000,L8,404.69,405.67,407.90,388.22,406.94,401.75,401.07
2014-04-12 22:17:37.464000,L8,327.50,,,,,318.06,330.70
2015-12-11 22:17:42.627000,L8,423.14,419.90,417.74,,,,
2016-09-08 22:17:48.858000,L8,330.21,320.68,326.71,311.24,,,
2016-10-10 22:17:54.274000,L8,396.46,397.53,,,,,
2017-06-07 22:17:15.240000,L8,336.66,,,,,,
2017-09-27 22:17:48.664000,L8,340.36,324.34,335.44,325.49,,,
2017-10-29 22:17:53.844000,L8,342.04,323.26,336.67,329.37,,,
2018-11-01 22:17:30.804000,L8,414.76,418.10,408.79,412.34,,,
2018-11-17 22:17:31.986000,L8,339.90,323.71,332.47,326.10,,,
2018-12-19 22:17:28.292000,L8,413.92,417.22,419.99,400.64,335.60,324.32,334.80
2019-03-25 22:17:09.739000,L8,340.81,321.65,334.26,327.42,,319.30,331.76
2019-04-26 22:16:59.330000,L8,408.74,415.19,411.18,420.08,412.71,412.57,410.51
2019-11-04 22:17:58.697000,L8,339.72,321.55,331.78,321.85,,,
2019-11-20 22:17:54.950000,L8,343.91,321.35,333.05,327.15,,,
2019-12-06 22:17:54.623000,L8,357.69,352.48,322.24,343.39,,,
2020-02-08 22:17:38.924000,L8,414.28,,,,,,
2020-02-24 22:17:35.189000,L8,428.04,,,,,,
2020-03-11 22:17:28.877000,L8,400.74,418.32,410.76,,,,
2020-03-27 22:17:20.128000,L8,402.08,417.63,437.32,397.72,,,
2021-01-25 22:17:44.203000,L8,394.78,411.91,,,,,
2021-07-04 22:17:29.944000,L8,331.34,,,,,,
2021-10-24 22:18:01.850000,L8,368.26,340.83,361.75,387.64,325.26,318.32,331.53
2021-11-09 22:17:58.951000,L8,334.56,328.67,335.91,330.70,,,
2022-05-04 22:17:26.026000,L8,339.48,336.92,339.76,343.39,,,
2022-05-12 22:17:13.223000,L9,336.54,326.24,336.34,331.61,,,
2022-07-31 22:17:39.593000,L9,335.22,329.88,319.35,327.59,,,
2022-09-09 22:18:11.619000,L8,339.38,330.59,339.85,334.17,,,
2022-10-19 22:18:03.080000,L9,336.12,323.96,335.58,330.69,,,
2022-11-04 22:18:00.514000,L9,336.55,324.97,336.09,331.57,,,
2023-02-16 22:17:50.035000,L8,334.26,324.18,336.26,326.84,,,
2023-05-15 22:17:12.111000,L9,329.16,329.37,338.84,331.29,,,
2023-06-08 22:17:00.359000,L8,382.73,385.10,418.89,,,,
2023-07-10 22:17:17.518000,L8,332.22,332.71,341.71,333.46,,,
2023-10-14 22:17:45.774000,L8,337.49,333.91,338.39,339.30,316.92,327.68,334.43
2023-10-22 22:17:50.479000,L9,400.53,403.51,404.61,334.16,319.19,323.57,334.77
2023-11-15 22:17:47.856000,L8,334.85,330.37,336.12,332.36,,,
2024-01-10 22:17:52.010000,L9,347.43,330.69,341.49,333.40,326.43,322.00,336.28
2024-02-11 22:17:53.113000,L9,335.58,324.42,335.75,330.69,,,
2024-02-19 22:17:39.652000,L8,333.72,320.66,329.97,326.44,,,
2024-03-30 22:17:36.478000,L9,335.44,324.74,327.56,333.34,,,
