dates,satname,nzd0416-0000,nzd0416-0001,nzd0416-0002,nzd0416-0003,nzd0416-0004,nzd0416-0005,nzd0416-0006,nzd0416-0007,nzd0416-0008
1999-09-27 22:06:48.795000,L7,,,282.45,285.41,275.40,302.43,307.61,295.37,290.72
1999-10-22 22:00:28.631000,L7,322.26,362.19,370.65,362.07,352.90,352.13,354.96,363.73,355.06
2000-01-26 22:00:26.187000,L7,287.78,310.62,324.41,335.60,340.33,328.64,337.52,337.07,331.41
2000-02-11 22:00:21.827000,L7,296.12,309.06,313.23,312.34,312.58,317.82,325.98,335.36,323.18
2000-03-30 22:00:09.363000,L7,,,280.14,284.02,292.70,312.72,316.04,321.28,301.23
2000-09-06 21:58:22.821000,L7,,283.08,279.29,289.29,293.70,317.04,317.88,303.80,292.21
2000-11-09 21:57:57.236000,L7,313.83,319.30,323.89,323.51,330.57,327.05,338.93,335.29,314.99
2000-11-25 21:57:58.896000,L7,319.22,325.48,330.58,334.89,336.29,336.93,343.67,343.83,337.73
2001-12-30 21:56:13.010000,L7,309.46,320.83,319.59,325.11,321.64,328.29,339.61,343.82,334.11
2002-10-30 21:55:25.430000,L7,298.66,318.72,323.04,324.76,323.30,326.35,339.26,339.37,321.85
2002-12-24 22:02:09.084000,L7,312.00,318.21,317.87,321.93,319.58,330.16,336.13,340.06,331.69
2003-09-14 21:51:18.345000,L5,,,280.71,296.97,281.31,313.53,314.26,324.04,298.36
2003-10-16 21:51:43.799000,L5,,312.94,314.10,313.69,318.73,328.83,339.21,346.01,327.49
2003-12-03 21:52:19.254000,L5,,323.49,318.87,321.61,324.64,330.45,338.24,348.51,335.43
2004-02-05 21:52:40.789000,L5,286.12,328.18,320.69,330.18,329.96,339.26,347.61,354.59,346.05
2004-04-02 21:46:54.575000,L5,304.10,297.42,294.10,301.75,299.87,312.99,326.18,335.83,294.63
2004-09-25 21:51:43.061000,L5,,,286.80,300.56,283.76,319.42,321.16,319.38,293.13
2004-10-02 21:58:02.684000,L5,,,294.66,304.60,296.10,314.30,320.37,335.40,299.73
2004-10-27 21:52:23.346000,L5,,316.82,308.39,314.27,308.06,327.48,343.49,343.45,297.38
2005-01-15 21:53:45.186000,L5,,324.53,315.83,322.61,320.11,325.44,339.79,349.56,333.42
2005-02-23 22:00:31.200000,L5,312.12,336.17,333.90,334.10,327.80,344.21,350.85,356.85,346.36
2005-03-04 21:54:27.824000,L5,,329.47,326.10,331.43,328.27,334.98,348.76,355.09,345.08
2005-08-27 21:55:43.837000,L5,,,,280.04,271.48,301.24,299.10,292.43,280.32
2005-10-05 22:01:53.080000,L5,,297.75,291.50,296.24,291.55,315.51,320.63,333.16,296.88
2005-11-22 22:02:22.550000,L5,322.42,326.61,325.09,332.20,328.32,347.50,342.96,340.29,334.69
2006-01-25 22:03:52.972000,L5,,322.31,315.68,324.45,329.53,332.68,344.97,349.63,337.48
2006-02-19 21:58:15.515000,L5,322.95,330.08,329.75,335.96,339.94,343.05,351.91,355.94,342.16
2006-02-26 22:04:34.983000,L5,,303.43,303.15,313.32,314.96,318.81,330.60,346.36,
2006-10-08 22:07:52.968000,L5,,,287.71,301.14,284.91,308.58,319.99,331.27,292.43
