dates,nzd0030-0000,nzd0030-0001,nzd0030-0003,nzd0030-0004,nzd0030-0005,nzd0030-0006,nzd0030-0007,nzd0030-0008,nzd0030-0009,nzd0030-0018,nzd0030-0019,nzd0030-0020,nzd0030-0021,nzd0030-0002,nzd0030-0022,nzd0030-0071,nzd0030-0072,nzd0030-0073,nzd0030-0086,nzd0030-0087,nzd0030-0088,nzd0030-0092,nzd0030-0093,nzd0030-0094,nzd0030-0095,nzd0030-0010,nzd0030-0045,nzd0030-0046,nzd0030-0047,nzd0030-0048,nzd0030-0013,nzd0030-0014,nzd0030-0015,nzd0030-0016,nzd0030-0017,nzd0030-0026,nzd0030-0027,nzd0030-0028,nzd0030-0029,nzd0030-0030,nzd0030-0031,nzd0030-0032,nzd0030-0033,nzd0030-0036,nzd0030-0037,nzd0030-0038,nzd0030-0039,nzd0030-0040,nzd0030-0041,nzd0030-0042,nzd0030-0043,nzd0030-0044,nzd0030-0049,nzd0030-0050,nzd0030-0051,nzd0030-0052,nzd0030-0053,nzd0030-0054,nzd0030-0055,nzd0030-0056,nzd0030-0034,nzd0030-0035,nzd0030-0057,nzd0030-0058,nzd0030-0066,nzd0030-0067,nzd0030-0068,nzd0030-0069,nzd0030-0070,nzd0030-0074,nzd0030-0075,nzd0030-0076,nzd0030-0077,nzd0030-0078,nzd0030-0079,nzd0030-0080,nzd0030-0081,nzd0030-0082,nzd0030-0083,nzd0030-0084,nzd0030-0085,nzd0030-0011,nzd0030-0012,nzd0030-0059,nzd0030-0060,nzd0030-0061,nzd0030-0062,nzd0030-0024,nzd0030-0025,nzd0030-0063,nzd0030-0064,nzd0030-0065,nzd0030-0089,nzd0030-0090,nzd0030-0091,nzd0030-0023,satname
2000-02-09 22:10:19+00:00,342.49,,310.85,335.46,,,,,,,325.36,329.06,344.37,,334.69,332.98,331.28,319.92,356.73,348.82,352.71,358.94,344.35,329.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2000-04-29 22:09:53+00:00,342.49,,310.85,335.46,,,,358.93,,,325.36,329.06,344.37,,334.69,332.98,331.28,319.92,356.73,348.82,371.04499999999996,358.94,344.35,329.78,,374.06,,,,,,,,,,,,,,,,,,,,377.23,368.19,,,,,,341.87,,,,,,,,,,,,282.02,373.19,376.73,380.82,,,354.24,350.07,332.63,368.09,347.25,,,,,,,,392.44,,,,,,,,,,389.87,393.32,410.61,,L7
2000-05-15 22:09:42+00:00,342.49,,310.85,335.46,,,,355.17,342.76,326.51,325.145,336.11,344.40999999999997,,316.245,332.98,331.28,319.92,329.185,348.82,371.04499999999996,358.94,359.07000000000005,345.34,,359.125,343.26,,,,,332.39,366.68,345.68,306.9,,,,366.52,329.93,317.43,303.37,311.34,313.82,,377.23,368.19,,,,,,347.56,393.42,,,,,,,329.58,339.5,,387.11,282.02,373.19,376.73,380.82,,,354.24,350.07,332.63,368.09,347.25,,,,397.91,328.38,307.56,348.11,369.62,380.78,378.82,,,,,353.45,348.27,,389.87,393.32,410.61,,L7
2000-08-03 22:08:44+00:00,357.56,379.63,310.85,333.76,368.98,,381.19,367.13000000000005,350.58,326.51,325.145,336.11,344.40999999999997,393.11,316.245,332.98,331.28,319.92,329.185,348.82,371.04499999999996,358.94,359.07000000000005,345.34,,366.5,355.59000000000003,404.58,403.1,400.5,,332.39,366.68,345.68,306.9,,,,366.52,329.93,317.43,303.37,311.34,313.82,,377.23,368.19,,,,,,347.56,393.42,,,,,,,329.58,339.5,,387.11,282.02,373.19,376.73,380.82,,,354.24,350.07,332.63,368.09,347.25,,,,397.91,328.38,307.56,348.11,369.62,380.78,378.82,,,,,353.45,348.27,,389.87,393.32,410.61,,L7
2000-09-20 22:08:03+00:00,372.63,379.63,,332.06,368.98,,381.19,367.13000000000005,350.58,326.51,324.93,343.16,344.45,393.11,297.8,,,,301.64,,389.38,,373.79,360.9,,366.5,355.59000000000003,404.58,403.1,400.5,,332.39,366.68,345.68,306.9,,,,366.52,329.93,317.43,303.37,311.34,313.82,383.83,373.95500000000004,371.83500000000004,360.07,,,,,347.56,393.42,,,,,,,329.58,339.5,,387.11,307.515,335.53499999999997,376.73,380.82,,,354.24,350.07,332.63,325.03999999999996,326.135,311.36,305.91,345.76,397.91,328.38,307.56,348.11,369.62,380.78,378.82,,,,,353.45,348.27,344.03,389.87,393.32,410.61,,L7
2000-10-22 22:07:50+00:00,357.66499999999996,367.18,346.77,332.33000000000004,350.69,341.86,360.255,358.8,343.96999999999997,326.51,324.93,343.16,344.45,374.76,297.8,,,,301.64,,389.38,,373.79,360.9,,361.3775,366.3066666666667,397.51,389.035,387.53,389.64,348.03999999999996,361.78499999999997,351.78,345.77,370.56,351.05,336.09,349.78,340.895,338.45500000000004,337.94,346.53,359.745,379.17999999999995,368.59999999999997,367.87000000000006,354.88,394.11,381.31,389.7,384.75,355.3066666666667,374.46500000000003,348.8,347.41,352.32,345.29,350.1,373.93,329.58,339.5,,387.11,307.515,335.53499999999997,376.73,380.82,,,354.24,350.07,332.63,325.03999999999996,326.135,311.36,305.91,345.76,397.91,328.38,307.56,348.11,369.62,380.78,378.82,,,,,353.45,348.27,344.03,389.87,393.32,410.61,,L7
2001-12-12 22:06:14+00:00,346.31,380.25,375.33,353.05,340.55,337.37,318.01,365.29,361.23,,,,,343.62,,,,,,,,,,,,368.97,,,,,377.25,371.78,370.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.83,321.34,,,,,,,,,,,,,,,,,,370.55,,318.06,309.37,310.03,308.95,,,,,,,,,,L7
2001-12-28 22:06:14+00:00,346.31,380.25,356.90999999999997,356.5,340.90999999999997,352.815,318.01,349.44,351.095,,,,,331.985,,,,,,,,,,,,368.97,316.21,,387.8,386.29,383.21500000000003,371.78,375.45500000000004,386.78,,,,,,,,,,,,,,,309.29,314.39,317.13,322.31,388.87,390.61,,,,,,,,,329.83,321.34,,,,,,,,,,,,,,,,,,370.55,375.23,318.06,309.37,310.03,308.95,,,,,,,,,,L7
2002-03-18 22:06:22+00:00,357.695,380.25,342.6766666666667,348.25666666666666,338.02,347.40000000000003,329.875,341.9766666666667,344.64000000000004,331.34,333.0,321.14,,317.4766666666667,,333.37,342.57,277.95,314.14,,,,335.62,328.86,338.93,381.6,316.21,,387.8,386.29,389.1233333333333,368.355,375.45500000000004,353.945,325.55,,,,,,,355.84,359.94,357.61,385.19,387.77,391.43,378.0,345.78,314.39,317.13,322.31,388.87,390.61,,,,,,,384.53,356.86,329.83,321.34,,,354.97,313.04,327.26,,,,,,,353.5,363.49,333.81,,356.68,338.68,373.64,379.71000000000004,318.06,309.37,310.03,308.95,,,,,,,,,,L7
2002-10-28 22:05:22+00:00,,,,,,,,,,,,,,,,355.32,304.78,327.16,,,,330.28,340.81,291.3,,,349.84,368.52,370.77,370.63,,,,,,,326.36,317.12,346.86,360.13,358.7,377.01,373.38,308.33,335.42,,363.1,,,,,350.35,,,,,,,,,310.54,,,,347.44,343.29,363.68,357.06,,294.92,299.55,286.78,357.12,363.11,,359.51,355.45,339.15,340.17,,,,,,,340.13,348.58,,,351.1,344.71,295.96,,332.7,328.09,,L7
