dates,satname,nzd0149-0000,nzd0149-0001,nzd0149-0002,nzd0149-0003,nzd0149-0004,nzd0149-0005
1999-08-26 22:04:44.971000,L7,357.93,355.01,352.56,349.62,359.05,347.70
1999-09-27 22:04:48.949000,L7,392.81,402.21,401.42,377.35,375.89,376.61
1999-11-14 22:04:42.286000,L7,357.05,364.71,354.99,350.55,352.10,349.55
1999-12-09 21:58:33.708000,L7,356.85,356.70,350.61,341.80,338.75,336.95
1999-12-09 21:58:57.676000,L7,384.78,385.19,372.63,372.39,364.77,364.96
1999-12-25 21:58:52.197000,L7,359.55,357.05,349.52,336.70,335.16,334.25
2000-01-01 22:04:37.439000,L7,348.57,363.29,330.77,349.14,328.04,317.19
2000-02-11 21:58:22.025000,L7,356.08,351.92,349.80,344.17,341.57,341.89
2000-03-30 21:58:09.573000,L7,379.60,380.93,379.79,376.35,376.59,370.06
2000-03-30 21:58:33.541000,L7,368.88,367.41,367.88,360.46,359.38,356.96
2000-05-24 22:03:46.662000,L7,369.55,365.33,364.74,364.87,363.00,364.89
2000-07-11 22:03:17.779000,L7,364.65,349.88,355.51,359.90,357.40,357.19
2000-07-20 21:56:59.837000,L7,349.58,349.27,342.06,343.31,336.76,339.80
2000-09-06 21:56:22.949000,L7,356.73,343.59,341.49,351.16,365.74,
2000-09-13 22:02:26.190000,L7,347.70,344.09,332.60,,,
2000-10-15 22:01:56.204000,L7,357.60,355.44,350.72,343.11,345.72,342.14
2000-12-11 21:56:00.959000,L7,390.99,396.89,383.10,387.51,380.82,376.47
2001-01-03 22:02:12.432000,L7,356.88,356.26,352.82,345.82,357.63,352.09
2001-01-12 21:56:06.772000,L7,363.92,364.88,362.34,351.78,349.91,348.20
2001-01-12 21:56:30.696000,L7,364.12,364.35,361.79,350.50,348.63,345.30
2001-02-13 21:56:03.778000,L7,341.70,338.88,336.89,328.86,334.68,327.01
2001-03-01 21:55:57.624000,L7,356.08,294.00,320.55,327.64,322.50,332.86
2001-03-01 21:56:21.596000,L7,355.52,289.55,319.70,327.95,320.71,333.43
2001-03-17 21:56:16.575000,L7,369.61,367.10,365.87,357.86,360.15,371.83
2001-03-24 22:01:59.719000,L7,354.39,354.59,350.72,345.42,344.77,342.47
2001-06-12 22:01:24.980000,L7,331.69,317.84,329.27,317.60,,
2001-08-08 21:55:01.113000,L7,349.99,339.76,344.94,341.81,331.96,314.73
2001-08-15 22:00:38.680000,L7,370.70,358.40,363.62,366.47,358.01,365.99
2001-09-09 21:54:12.928000,L7,353.70,350.94,349.69,344.58,344.76,342.83
2001-09-09 21:54:36.880000,L7,355.95,356.57,351.60,345.30,351.66,348.35
2001-10-11 21:53:46.024000,L7,366.84,368.67,365.60,361.41,363.33,366.63
2001-10-11 21:54:09.862000,L7,366.34,368.12,365.23,360.73,362.63,365.70
2001-12-05 22:00:18.987000,L7,385.96,377.70,366.62,362.04,362.42,359.96
2001-12-30 21:54:13.275000,L7,349.16,353.39,349.65,331.21,327.93,
2001-12-30 21:54:37.254000,L7,330.48,342.37,343.80,,,
2002-01-06 22:00:31.992000,L7,356.02,359.94,352.40,343.67,345.96,343.32
2002-01-15 21:54:23.534000,L7,363.71,372.13,362.09,353.68,349.76,
2002-01-22 22:00:40.906000,L7,358.46,360.87,358.24,350.22,352.35,345.34
2002-02-16 21:54:54.191000,L7,386.87,382.25,376.64,368.08,377.85,370.86
2002-02-23 22:00:43.620000,L7,342.94,342.51,336.07,327.79,287.56,296.85
2002-04-28 22:00:38.357000,L7,343.72,338.66,338.10,335.40,337.57,335.85
