dates,nzd0191-0000,nzd0191-0001,nzd0191-0009,nzd0191-0010,nzd0191-0011,nzd0191-0012,nzd0191-0013,nzd0191-0018,nzd0191-0019,nzd0191-0020,nzd0191-0021,nzd0191-0022,nzd0191-0023,nzd0191-0024,nzd0191-0025,nzd0191-0026,nzd0191-0027,nzd0191-0028,nzd0191-0029,nzd0191-0030,nzd0191-0031,nzd0191-0032,nzd0191-0033,nzd0191-0034,nzd0191-0035,nzd0191-0036,nzd0191-0037,nzd0191-0038,nzd0191-0039,nzd0191-0040,nzd0191-0041,nzd0191-0042,nzd0191-0043,nzd0191-0044,nzd0191-0045,nzd0191-0046,nzd0191-0047,nzd0191-0048,nzd0191-0049,nzd0191-0050,nzd0191-0051,nzd0191-0052,nzd0191-0053,nzd0191-0054,nzd0191-0055,nzd0191-0056,nzd0191-0057,nzd0191-0058,nzd0191-0059,nzd0191-0060,nzd0191-0002,nzd0191-0003,nzd0191-0004,nzd0191-0005,nzd0191-0006,nzd0191-0007,nzd0191-0008,nzd0191-0014,nzd0191-0015,nzd0191-0016,nzd0191-0017,nzd0191-0061
2021-01-20 21:59:59+00:00,293.3075,268.865,205.96,237.23000000000002,230.73250000000002,244.7475,245.74,236.3225,238.45749999999998,236.85750000000002,237.79,242.04,241.34,248.39499999999998,250.0,246.185,244.26,250.53250000000003,252.4475,252.8425,256.685,254.5275,260.5675,261.70500000000004,266.74249999999995,270.935,272.28,274.89,269.2475,269.65,268.14,261.1675,258.7325,258.12,265.85249999999996,264.9225,268.715,247.1575,270.005,275.73,268.635,271.8,272.27,271.0525,274.14750000000004,265.3625,261.81,265.0,,,246.73250000000002,226.0525,209.39,177.4,190.99666666666667,161.845,189.78,237.4675,241.3225,234.1825,236.67000000000002,
2021-02-12 22:06:07+00:00,292.238,265.396,203.888,232.592,228.03000000000003,241.41,242.724,235.62199999999999,238.43800000000002,237.03000000000003,237.948,242.002,241.346,248.436,249.898,246.32,244.32199999999997,250.69400000000002,252.516,252.63600000000002,256.428,254.31199999999998,260.52,261.77,266.774,271.04,272.408,274.92600000000004,269.3,269.588,268.13399999999996,260.212,258.40600000000006,258.28599999999994,265.954,265.068,268.71799999999996,247.17399999999998,269.194,274.82,267.648,270.344,270.644,270.21,271.28000000000003,261.706,256.892,265.0,,,243.81799999999998,222.96800000000002,206.962,175.656,188.04,162.006,190.02,233.984,238.27200000000002,230.9,236.33200000000002,
2021-04-01 22:05:48+00:00,292.8,265.812,204.686,233.344,227.83800000000002,241.27399999999997,242.93400000000003,237.25799999999998,240.24,239.404,239.82200000000003,243.494,243.054,250.266,250.71599999999998,247.352,245.07999999999998,252.01000000000005,253.892,253.19400000000002,255.954,255.32799999999997,260.964,262.212,267.674,272.76599999999996,273.588,276.238,270.714,270.85,269.198,261.992,259.04200000000003,259.37199999999996,266.85,265.544,269.768,247.942,270.558,275.23400000000004,268.466,270.1,269.768,270.37199999999996,270.27000000000004,262.008,256.752,265.125,,,244.356,225.002,207.30599999999998,176.54199999999997,186.224,162.8075,190.328,233.292,239.85,230.804,238.56599999999997,
2021-05-03 22:05:32+00:00,290.77500000000003,264.4016666666667,207.52333333333334,234.66333333333333,227.5916666666667,240.06500000000003,242.47833333333335,237.46166666666667,239.97,239.78666666666666,239.84666666666666,243.68499999999997,243.08166666666668,250.25,251.15333333333334,247.36833333333334,245.06499999999997,251.9416666666667,253.88666666666668,253.11166666666668,256.1,255.22,261.0233333333333,262.1183333333333,267.6083333333333,272.6166666666667,273.6383333333333,276.2316666666667,270.3966666666667,271.13666666666666,269.46,262.20666666666665,259.14500000000004,259.47166666666664,266.7666666666667,265.4733333333333,269.78499999999997,248.74666666666667,269.535,275.295,270.0416666666667,270.365,269.89,270.745,270.3466666666667,262.19666666666666,259.61333333333334,265.125,,,244.72666666666666,224.01833333333335,207.80499999999998,176.66666666666666,183.98000000000002,162.882,189.67,233.00333333333333,239.98333333333335,229.99,238.98166666666668,
2021-05-19 22:05:40+00:00,289.0185714285714,263.6671428571429,215.43,238.27714285714288,230.8614285714286,242.0914285714286,244.27857142857144,238.02285714285713,240.49714285714285,240.83714285714288,240.6542857142857,244.1185714285714,244.05857142857144,250.76142857142855,251.57285714285715,247.99428571428572,245.44285714285712,252.56714285714287,254.4057142857143,253.38285714285715,256.37857142857143,255.56571428571428,261.2657142857143,262.4442857142857,267.98999999999995,273.4514285714286,273.8228571428571,277.02000000000004,271.37,271.9757142857143,270.0628571428571,262.8342857142857,259.68,260.05285714285714,267.0728571428572,266.1871428571429,270.18285714285713,249.49428571428572,270.1142857142857,276.14142857142855,271.9,271.66285714285715,271.12285714285713,271.68285714285713,271.73285714285714,264.23285714285714,262.1557142857143,267.114,,,245.57,225.33285714285714,208.92428571428573,177.54857142857142,182.61142857142858,163.06833333333336,189.82714285714286,233.94571428571427,242.0742857142857,232.27142857142857,240.03428571428572,
2021-06-29 21:59:44+00:00,288.14000000000004,262.64000000000004,219.63666666666666,241.11166666666668,231.69500000000002,243.3316666666667,244.37333333333333,238.59833333333333,240.86,241.90833333333333,241.31166666666664,241.1285714285714,241.53285714285715,248.41142857142856,245.5242857142857,245.80714285714285,242.79857142857142,249.2057142857143,251.3242857142857,250.44285714285715,253.43142857142857,251.08142857142857,258.9714285714286,259.63428571428574,265.45714285714286,270.7842857142857,274.075,274.17857142857144,266.7157142857143,268.9057142857143,267.1742857142857,259.9685714285714,256.9842857142857,257.0214285714286,265.54857142857145,264.3285714285714,267.7885714285714,246.57571428571427,270.44166666666666,276.87166666666667,272.915,272.7316666666666,271.62333333333333,272.30833333333334,272.20166666666665,265.9816666666667,263.1716666666667,268.9975,,,245.395,226.0,209.27333333333334,177.68666666666664,183.54333333333332,163.898,189.64333333333332,233.345,242.90166666666664,233.60833333333335,240.74666666666667,
2021-07-31 21:59:54+00:00,283.71750000000003,259.57,233.30249999999998,243.29250000000002,232.72750000000002,242.22000000000003,243.6,239.15499999999997,241.97750000000002,243.5,238.33800000000002,237.98833333333332,239.33166666666668,245.60000000000002,241.43999999999997,243.54833333333332,239.92,246.49666666666667,248.97000000000003,247.28666666666666,250.36666666666667,246.0533333333333,257.1816666666667,256.93,262.83166666666665,268.79333333333335,274.91499999999996,273.91600000000005,265.616,268.316,266.618,249.61666666666665,253.2266666666667,252.86833333333334,263.51666666666665,262.40000000000003,264.9816666666667,243.46333333333337,270.505,277.5875,275.6625,274.24249999999995,272.5525,273.4525,271.9575,266.1075,266.82000000000005,276.635,,,245.6275,224.87999999999997,210.575,178.85999999999999,176.3225,163.27666666666667,190.2625,232.95749999999998,242.66249999999997,232.84750000000003,242.52999999999997,
2021-09-01 22:00:05+00:00,284.65,263.605,246.36249999999998,254.54749999999999,242.26749999999998,249.22250000000003,248.8675,240.91,241.92749999999998,244.1925,238.56599999999997,238.21166666666667,239.22166666666666,245.48333333333332,242.01333333333332,243.55666666666664,240.06500000000003,246.36166666666665,249.12833333333333,247.53333333333333,250.51833333333335,246.23,257.585,257.19,262.8066666666667,268.86833333333334,275.08000000000004,274.374,265.76,269.056,267.002,251.08,254.0333333333334,253.40333333333334,263.9483333333333,263.31666666666666,265.76,244.1833333333333,273.6475,280.94250000000005,281.36,278.84999999999997,278.0875,277.0125,275.7525,273.4475,277.2875,276.635,,,250.6875,228.795,215.505,182.3425,175.37333333333333,163.59000000000003,190.635,239.665,248.5575,240.13,244.91500000000002,
2021-09-17 22:00:08+00:00,290.442,264.538,249.28400000000002,255.62199999999999,243.36399999999998,250.61400000000003,249.16799999999998,241.244,240.91,242.83800000000002,238.82000000000002,238.9,239.60999999999999,245.75571428571428,243.6542857142857,244.0342857142857,240.9157142857143,246.82,249.4757142857143,248.26000000000002,251.3814285714286,247.4042857142857,257.9614285714286,258.2914285714285,263.4542857142857,269.38428571428574,274.744,274.535,267.26,269.40166666666664,267.31333333333333,252.93285714285713,255.04857142857145,254.49000000000004,264.4771428571429,263.85285714285715,266.7142857142857,244.9942857142857,274.96,281.996,283.24,280.64399999999995,279.6,277.736,276.22799999999995,274.38,278.18600000000004,277.8666666666666,,,249.77799999999996,228.66199999999998,217.016,184.74,173.1275,163.59000000000003,191.13799999999998,234.858,248.814,241.942,245.05,
2021-09-24 22:06:20+00:00,290.135,264.53833333333336,249.44833333333335,256.15000000000003,245.23499999999999,251.51000000000002,249.745,240.87833333333333,240.51333333333332,241.49833333333333,238.67142857142858,239.2225,239.48624999999998,245.945,244.69,244.16375,241.32500000000002,246.92499999999998,249.805,248.5875,251.845,248.14999999999998,258.14125,258.80249999999995,263.8,269.83625,274.48,274.42857142857144,267.59142857142854,269.3014285714286,267.20714285714286,254.00875000000002,255.6225,255.33625,264.76125,264.2725,267.3075,245.77875,275.3066666666667,282.21333333333337,283.73833333333334,280.9,281.33166666666665,278.06666666666666,275.78000000000003,274.6766666666667,278.06166666666667,278.2525,,,249.75166666666667,227.48333333333335,217.17,184.35833333333335,170.70999999999998,162.65666666666667,191.40666666666667,236.69500000000002,248.53833333333333,242.20666666666668,244.70333333333335,
2021-11-20 22:00:11+00:00,296.90500000000003,267.64750000000004,253.02666666666673,257.7875,249.5625,255.5225,251.49,240.0225,237.875,236.96,234.73000000000002,235.20000000000002,235.10333333333332,241.8166666666667,240.16666666666666,240.60666666666665,238.46,242.61166666666668,246.105,245.66,248.65166666666667,244.415,255.8166666666667,256.2366666666666,260.99833333333333,266.20166666666665,272.77750000000003,270.666,263.258,264.894,263.34399999999994,249.0533333333333,252.65833333333333,251.655,262.725,261.3433333333333,264.50500000000005,241.57666666666668,277.39,283.71500000000003,286.0,282.6775,286.62,279.355,274.4425,275.84250000000003,278.73749999999995,278.74666666666667,,,250.315,226.81,220.16,185.7725,163.71499999999997,162.515,193.0225,238.905,248.83249999999998,246.005,243.7125,
2021-12-30 22:00:08+00:00,297.382,267.48400000000004,251.40750000000003,256.488,246.68,253.858,250.51399999999998,239.45999999999998,237.74,236.336,235.22833333333332,237.95666666666668,237.71333333333334,244.14000000000001,246.49833333333333,242.92333333333332,241.61833333333334,246.19333333333336,249.5566666666667,248.835,251.9466666666667,249.52999999999997,258.3566666666667,266.43833333333333,263.594,269.24000000000007,272.77750000000003,274.74749999999995,269.7,268.87600000000003,266.8,252.13166666666666,255.72833333333335,255.31333333333336,264.62166666666667,263.38166666666666,267.48499999999996,245.54999999999998,276.406,282.97,284.406,281.79200000000003,285.224,278.102,273.78000000000003,275.29200000000003,278.368,278.49,,,249.92600000000002,225.69,219.01999999999998,184.154,163.71499999999997,162.78333333333333,192.424,239.31199999999998,248.44,245.27200000000002,242.252,
2022-01-07 22:00:05+00:00,300.36833333333334,267.87166666666667,250.77200000000002,255.47833333333335,244.85,253.365,250.11166666666668,239.37166666666667,237.92,236.61333333333334,235.94714285714284,238.3085714285714,237.79,244.31857142857143,247.23142857142858,243.26857142857145,242.3014285714286,246.1657142857143,249.98285714285717,249.62714285714284,252.72285714285712,250.08714285714285,258.67285714285714,265.94714285714286,264.1716666666667,269.1816666666667,273.226,274.96799999999996,269.48333333333335,268.805,266.9766666666667,253.69714285714286,256.0842857142857,255.80285714285716,264.9957142857143,263.64285714285717,267.89142857142855,246.01,276.1383333333333,282.83666666666664,282.69,280.565,283.185,277.28833333333336,273.37666666666667,274.05,277.75666666666666,277.224,,,250.71833333333333,227.51,220.10166666666666,184.33333333333334,163.71499999999997,163.9025,192.29999999999998,240.1483333333333,248.12666666666667,245.17833333333337,241.51833333333335,
2022-01-15 22:00:05+00:00,300.36833333333334,267.87166666666667,250.77200000000002,255.47833333333335,244.85,253.365,250.11166666666668,239.37166666666667,234.46285714285713,232.4742857142857,232.62,234.83875,233.96125,244.31857142857143,243.44625,239.64125,239.03625,243.22125,245.34,245.5275,252.72285714285712,250.08714285714285,255.5925,261.63,259.81857142857143,269.1816666666667,273.226,269.74499999999995,264.53000000000003,263.52,262.0957142857143,253.69714285714286,252.21375,255.80285714285716,260.34000000000003,263.64285714285717,263.27125,246.01,276.1383333333333,282.83666666666664,282.69,280.565,283.185,277.28833333333336,273.37666666666667,274.05,277.75666666666666,277.224,,,250.71833333333333,227.51,220.10166666666666,184.33333333333334,163.71499999999997,163.9025,192.29999999999998,240.1483333333333,248.12666666666667,245.17833333333337,241.51833333333335,
2022-01-22 22:06:18+00:00,300.36833333333334,267.87166666666667,250.77200000000002,255.47833333333335,244.85,253.365,250.11166666666668,239.37166666666667,234.46285714285713,232.4742857142857,229.26000000000002,231.4622222222222,231.01777777777775,244.31857142857143,241.0677777777778,236.0111111111111,236.54000000000002,238.92666666666668,241.41333333333336,242.20111111111112,252.72285714285712,250.08714285714285,251.86111111111111,257.54999999999995,259.81857142857143,269.1816666666667,273.226,265.8428571428571,260.74875000000003,259.2125,258.28375,253.69714285714286,252.21375,255.80285714285716,260.34000000000003,263.64285714285717,256.7055555555555,241.57999999999998,276.1383333333333,282.83666666666664,282.69,280.565,283.185,277.28833333333336,273.37666666666667,274.05,277.75666666666666,277.224,,,250.71833333333333,227.51,220.10166666666666,184.33333333333334,163.71499999999997,163.9025,192.29999999999998,240.1483333333333,248.12666666666667,245.17833333333337,241.51833333333335,
2022-01-30 22:06:10+00:00,302.6857142857143,267.84285714285716,246.18333333333337,255.39142857142858,243.59714285714287,253.0914285714286,249.57,239.29857142857145,234.80625,232.4742857142857,230.44625000000002,232.34249999999997,231.39249999999998,251.59999999999997,242.4425,236.4775,237.63125000000002,239.35750000000002,241.67875000000004,242.935,255.07833333333335,253.67499999999998,252.03375,262.5188888888889,267.2114285714286,271.148,273.226,266.84625,261.53333333333336,260.4211111111111,259.22333333333336,261.99857142857144,255.08875,259.69,262.02375,266.2642857142857,258.82,244.54749999999999,275.4585714285714,282.50714285714287,281.64714285714285,279.8128571428571,282.05571428571426,276.7442857142857,272.9642857142857,273.6871428571429,277.5728571428571,277.00666666666666,,,250.55,228.75714285714284,220.79999999999998,183.56714285714287,167.80666666666667,164.30599999999998,192.16285714285715,239.95142857142858,247.99285714285716,244.81,241.22428571428574,
2022-02-15 22:06:06+00:00,301.54125,266.8175,239.28285714285715,251.90125,241.60125,250.9,248.20625,238.7175,234.81666666666666,232.53875,231.0977777777778,232.97555555555553,232.10000000000002,250.7825,242.65888888888887,237.2766666666667,238.14666666666668,240.22444444444443,242.53,243.54777777777775,254.54142857142855,253.27285714285716,252.63222222222223,262.072,266.9025,270.79833333333335,272.57166666666666,267.40333333333336,261.918,261.021,259.942,261.26875,255.29888888888888,259.375,262.3755555555556,266.27875,259.87399999999997,244.71777777777777,274.67,281.8375,280.34625,278.72,280.68125,276.2,272.53375,273.2875,277.2375,272.74285714285713,,,249.7125,227.10875,218.8125,182.65625,167.80666666666667,163.13,192.1975,238.9125,246.93625,242.0725,240.535,
2022-02-16 22:00:02+00:00,303.05111111111114,266.63666666666666,234.0625,248.9366666666667,240.1488888888889,249.5566666666667,247.2111111111111,238.6977777777778,235.04299999999998,233.04444444444445,231.746,233.612,232.85399999999998,250.35222222222222,242.94099999999997,238.10500000000002,238.70700000000002,241.123,243.398,244.19099999999997,254.72375,253.1775,253.448,261.9127272727273,266.7688888888889,270.7885714285714,272.4114285714286,267.948,262.61,262.01272727272726,260.5963636363636,261.4622222222222,255.81199999999998,259.44666666666666,262.802,266.1066666666667,260.8681818181818,245.05599999999998,274.10999999999996,281.36,279.25333333333333,278.00666666666666,279.8066666666666,276.02555555555557,272.15222222222224,273.3855555555556,277.2944444444445,272.04375,,,249.39444444444447,226.0977777777778,217.7288888888889,182.38777777777779,167.80666666666667,162.7342857142857,192.49666666666667,238.15444444444444,246.13666666666666,240.06888888888886,240.23000000000002,
2022-02-23 22:06:08+00:00,304.451,266.985,233.05777777777777,249.53400000000002,239.974,249.47200000000004,247.106,239.086,235.49454545454546,234.19099999999997,232.98727272727274,234.7972727272727,233.71,250.33199999999997,243.95818181818183,239.45363636363638,239.5709090909091,242.17181818181817,244.73727272727274,245.25363636363636,255.09444444444443,253.65888888888887,254.29363636363635,262.09166666666664,266.90099999999995,270.8825,272.46000000000004,268.60818181818183,263.485,263.0108333333333,261.44166666666666,261.721,256.3818181818182,259.942,263.5009090909091,266.599,262.1225,245.86545454545455,274.416,281.587,279.059,278.37800000000004,279.80699999999996,276.459,272.124,273.783,277.365,272.68111111111114,,,249.87400000000002,226.725,218.142,182.751,167.80666666666667,162.42875,192.56400000000002,238.57199999999997,246.35100000000003,240.421,240.65300000000002,
2022-02-24 21:59:52+00:00,304.451,266.94454545454545,231.53400000000002,248.18636363636367,239.0181818181818,248.90454545454543,246.70454545454547,239.00545454545454,235.8216666666667,234.61,233.56416666666667,235.5683333333333,234.31416666666667,250.11545454545455,244.6425,240.135,240.0616666666667,242.93166666666664,245.3525,245.90416666666667,255.102,253.594,254.91166666666666,262.0369230769231,266.94545454545454,270.90222222222224,272.38222222222225,269.1375,264.07076923076926,263.6853846153846,262.0446153846154,261.7290909090909,256.7625,259.92,263.84250000000003,266.51272727272726,262.8123076923077,246.17,274.0672727272727,281.23,278.51181818181817,277.77181818181816,279.2827272727273,276.24454545454546,271.6190909090909,273.6381818181818,277.2,271.754,,,249.80545454545455,226.40545454545455,218.11454545454546,182.8090909090909,167.80666666666667,162.35555555555555,192.56454545454545,238.38909090909092,245.7972727272727,239.2381818181818,240.55999999999997,
2022-03-04 21:59:52+00:00,307.659,269.77818181818185,229.72222222222223,249.0309090909091,237.38199999999998,248.18799999999996,246.202,238.92199999999997,235.60909090909092,237.8990909090909,233.00454545454548,237.7158333333333,237.455,253.2681818181818,247.76250000000002,243.44083333333333,239.5727272727273,245.72749999999996,248.37749999999997,248.88583333333335,255.08800000000002,253.72199999999998,255.1341666666667,262.16769230769233,267.04,272.1644444444445,273.6922222222222,270.09999999999997,265.10769230769233,264.1269230769231,263.6076923076923,265.08181818181816,258.0333333333333,260.9209090909091,264.63916666666665,267.00454545454545,263.50461538461536,247.10916666666665,275.13272727272727,282.04727272727274,279.4236363636364,278.37272727272733,279.97999999999996,276.7736363636364,271.92,274.49454545454546,277.8845454545454,272.9190909090909,,,249.546,226.417,218.22900000000004,182.829,167.80666666666667,163.427,193.23,237.54000000000002,245.41199999999998,238.47199999999998,240.164,
2022-03-28 21:59:36+00:00,306.9088888888889,270.07,221.92874999999998,247.096,233.4188888888889,245.4288888888889,244.5922222222222,238.37444444444444,235.31199999999998,238.3,232.427,237.08090909090907,237.0518181818182,253.721,246.94272727272727,243.1290909090909,238.85399999999998,245.48545454545453,248.08454545454543,248.52454545454546,254.88777777777776,253.5866666666667,254.7818181818182,261.9275,266.904,271.8375,273.625,269.6090909090909,264.24916666666667,263.6166666666667,263.27583333333337,265.246,257.6281818181819,260.807,264.42,267.033,262.7125,246.60636363636365,274.06399999999996,281.336,277.003,276.735,277.427,275.979,270.809,273.341,277.13800000000003,271.37444444444446,,,249.93111111111114,226.17777777777778,217.3122222222222,181.58333333333334,177.19,163.817,193.077,238.9188888888889,244.51333333333332,235.07888888888888,238.98222222222225,
2022-04-13 21:59:41+00:00,304.84499999999997,270.06,222.37666666666667,247.85363636363638,233.60500000000002,245.177,244.796,238.449,235.5490909090909,238.5,233.10181818181817,237.6866666666667,237.46416666666667,253.22272727272727,247.31583333333333,243.58833333333334,239.48454545454544,245.9083333333333,248.4525,248.8925,255.084,253.792,255.28833333333333,262.04615384615386,266.95,271.9266666666667,273.5411111111111,270.08,264.8946153846154,264.28153846153845,263.82846153846157,265.17545454545456,257.96,260.96363636363634,264.8016666666667,267.14181818181817,263.48846153846154,247.2025,273.7854545454545,281.3109090909091,277.17727272727274,276.6418181818182,277.39454545454544,275.97,270.73636363636365,273.34090909090907,277.14818181818185,271.73900000000003,,,250.006,226.756,217.474,182.09199999999998,174.12333333333333,164.08545454545455,193.03454545454545,239.257,244.32199999999997,234.769,239.25300000000001,
2022-05-07 21:59:32+00:00,304.84499999999997,270.06,222.37666666666667,247.85363636363638,233.60500000000002,245.177,244.796,238.449,235.5490909090909,238.5,233.10181818181817,237.6866666666667,237.46416666666667,253.22272727272727,247.31583333333333,241.60307692307694,237.05916666666667,241.74153846153845,244.81461538461537,244.49692307692308,249.56363636363633,249.69636363636363,253.85307692307694,259.68642857142856,264.3541666666667,271.9266666666667,273.5411111111111,267.7130769230769,262.335,261.94714285714286,261.0964285714286,262.0775,256.1807692307693,257.55333333333334,262.86692307692306,262.5683333333333,261.3535714285714,247.2025,273.7854545454545,281.3109090909091,277.17727272727274,276.6418181818182,277.39454545454544,275.97,270.73636363636365,273.34090909090907,277.14818181818185,271.73900000000003,,,250.006,226.756,217.474,182.09199999999998,174.12333333333333,164.08545454545455,193.03454545454545,239.257,244.32199999999997,234.769,239.25300000000001,
2022-05-23 21:59:21+00:00,306.0811111111111,270.054,222.37666666666667,247.30100000000002,232.8355555555556,244.21333333333334,244.0811111111111,238.43000000000004,235.30700000000002,238.837,232.783,235.22,235.41833333333332,251.26909090909092,244.1483333333333,240.10692307692307,235.37750000000003,239.56076923076924,243.04153846153847,242.83153846153846,246.0790909090909,246.64636363636362,252.41923076923075,257.9264285714286,262.5983333333333,268.57,273.8625,266.13461538461536,259.7785714285714,260.2628571428572,259.31928571428574,259.9575,254.56461538461537,255.56916666666666,261.37076923076927,261.1508333333333,259.98785714285714,247.35636363636365,273.78499999999997,281.367,276.84299999999996,276.53000000000003,276.678,275.96799999999996,270.699,273.409,277.199,271.21000000000004,,,249.66222222222223,226.2588888888889,216.89666666666665,181.9133333333333,174.12333333333333,164.07,192.96600000000004,238.37111111111113,243.83777777777777,233.6988888888889,238.97333333333336,
2022-07-01 22:05:54+00:00,306.92999999999995,270.4122222222222,219.355,246.8577777777778,232.54625000000001,243.84,243.76500000000001,238.58250000000004,235.0966666666667,239.39222222222224,230.417,232.90333333333334,233.60833333333335,249.3209090909091,240.8575,238.92307692307693,233.76333333333332,237.67769230769233,241.16615384615383,241.3176923076923,244.0581818181818,243.62363636363636,251.07384615384615,253.51857142857145,261.15615384615387,266.07399999999996,273.8625,265.26214285714286,257.25642857142856,258.8092857142857,258.05785714285713,257.88,253.05307692307693,253.93666666666664,260.1892307692308,260.0133333333333,258.63357142857143,247.38000000000002,273.9311111111111,281.52000000000004,276.71111111111105,276.3388888888889,276.3488888888889,276.2877777777778,270.6511111111111,273.44444444444446,277.23333333333335,270.39625,,,249.82375,226.89,217.20125,182.4425,174.12333333333333,164.15333333333334,193.29222222222222,238.05,243.45874999999998,232.61875,239.29375000000002,
2022-07-02 22:00:06+00:00,306.92999999999995,270.4122222222222,219.355,246.8577777777778,232.54625000000001,243.84,243.76500000000001,238.58250000000004,235.0966666666667,239.39222222222224,230.417,232.90333333333334,233.60833333333335,249.3209090909091,240.8575,237.41785714285714,232.7069230769231,234.28,238.70857142857145,239.57285714285715,241.1825,240.72583333333333,250.10928571428573,251.79866666666666,259.69214285714287,261.9127272727273,273.8625,264.07666666666665,255.246,256.80133333333333,256.22066666666666,257.88,251.78428571428572,251.51230769230767,258.89285714285717,256.5769230769231,256.788,247.38000000000002,273.9311111111111,281.52000000000004,276.71111111111105,276.3388888888889,276.3488888888889,276.2877777777778,270.6511111111111,273.44444444444446,277.23333333333335,270.39625,,,249.82375,226.89,217.20125,182.4425,174.12333333333333,164.15333333333334,193.29222222222222,238.05,243.45874999999998,232.61875,239.29375000000002,
2022-08-02 22:06:07+00:00,303.92499999999995,270.89,213.89499999999998,245.2028571428572,231.4316666666667,241.39499999999998,242.61666666666667,238.47833333333335,237.6866666666667,244.12714285714287,236.02857142857144,235.131,236.69700000000003,243.824,240.63599999999997,240.14583333333334,233.51454545454544,235.64583333333334,241.06583333333333,241.39166666666665,238.485,237.96666666666667,252.11416666666665,250.32000000000002,256.135,259.72545454545457,273.69714285714286,264.8125,254.58416666666665,257.5983333333333,257.5191666666667,254.62727272727273,251.60416666666666,248.79666666666665,259.435,254.27583333333334,260.4258333333333,251.82,274.1714285714285,281.56857142857143,277.27142857142854,276.76000000000005,276.9814285714286,277.1271428571428,270.5728571428572,274.5214285714286,277.70428571428573,269.1816666666667,,,249.06166666666664,223.71166666666667,214.51833333333332,182.55666666666664,173.19,163.45714285714286,193.8014285714286,236.88333333333333,242.31999999999996,228.94000000000003,239.50666666666666,
2022-08-03 22:00:18+00:00,301.5271428571428,271.10249999999996,218.07,247.04250000000002,234.9442857142857,243.46285714285713,244.01857142857142,238.81571428571428,238.3685714285714,243.97375000000002,239.99375,235.131,236.69700000000003,244.08818181818185,241.71363636363637,240.6553846153846,234.60166666666666,235.64583333333334,241.06583333333333,241.39166666666665,238.485,239.33153846153846,252.86769230769232,251.3192307692308,256.98846153846154,260.63166666666666,273.84,265.9069230769231,255.73692307692306,258.7823076923077,258.5992307692308,255.5625,252.44692307692307,250.0907692307692,260.37923076923073,255.63,261.72999999999996,252.3375,274.71625,282.7675,278.39625,277.87,278.33375,277.5325,271.4,274.975,277.8425,270.0828571428571,,,250.29,225.93,217.28857142857146,184.82571428571427,171.9,163.45714285714286,193.8014285714286,238.91714285714284,243.1057142857143,231.55571428571426,240.10571428571424,
2022-08-10 22:06:32+00:00,301.5271428571428,271.10249999999996,218.07,247.04250000000002,234.9442857142857,243.46285714285713,244.01857142857142,238.81571428571428,238.3685714285714,243.97375000000002,239.99375,231.42181818181817,234.59545454545457,242.33583333333334,239.36666666666665,239.26500000000001,233.59230769230768,234.67615384615385,239.84307692307692,240.38923076923078,236.4292307692308,237.81642857142856,251.80785714285713,250.36357142857145,255.9707142857143,259.0861538461539,273.84,264.6042857142857,254.03928571428568,257.30285714285714,257.2007142857143,253.55769230769232,251.27285714285713,248.63214285714284,259.25714285714287,254.47357142857143,260.6028571428571,252.3375,274.71625,282.7675,278.39625,277.87,278.33375,277.5325,271.4,274.975,277.8425,270.0828571428571,,,250.29,225.93,217.28857142857146,184.82571428571427,171.9,163.45714285714286,193.8014285714286,238.91714285714284,243.1057142857143,231.55571428571426,240.10571428571424,
2022-08-11 22:00:01+00:00,299.80375,270.44555555555553,221.7,247.4966666666667,235.48749999999998,244.16625,243.95875,238.50625,238.17374999999998,243.03666666666666,239.82000000000002,232.20333333333335,234.94000000000003,242.62,239.98846153846154,239.64466666666667,234.2942857142857,235.67785714285714,240.65928571428572,241.17857142857142,237.72714285714287,238.76333333333332,252.482,251.0626666666667,256.54066666666665,259.91214285714284,273.5911111111111,265.22,254.92999999999998,258.21066666666667,257.878,254.07214285714284,251.82933333333332,249.47333333333333,259.8226666666667,255.16066666666666,261.3066666666667,252.13444444444445,274.33444444444444,282.63,278.6022222222222,277.83444444444444,278.38666666666666,277.7055555555555,271.3544444444444,274.86333333333334,277.7922222222222,269.83875,,,250.54,226.3075,217.13125000000002,185.185,171.9,163.89,193.45874999999998,239.43124999999998,242.875,230.72625,239.92,
2022-08-27 22:00:05+00:00,293.47499999999997,273.2516666666666,237.544,256.56166666666667,240.76,248.4,246.56199999999998,238.154,238.1,244.905,239.39166666666665,228.85777777777776,233.0211111111111,240.94299999999998,237.38000000000002,237.55833333333337,231.25272727272724,231.55545454545455,237.12636363636366,238.26909090909092,232.83363636363637,234.92999999999998,250.44000000000003,248.41083333333333,253.8275,256.59,273.40500000000003,262.7558333333333,250.89499999999998,254.74583333333337,255.16833333333332,252.1209090909091,249.73083333333332,246.81583333333333,257.8566666666666,252.31166666666664,258.6325,253.63166666666666,276.23333333333335,285.48999999999995,282.73333333333335,281.3533333333333,282.1116666666667,279.68333333333334,273.29,276.04833333333335,278.80333333333334,275.286,,,252.596,231.06,222.52200000000002,189.32799999999997,171.9025,167.86599999999999,193.446,244.102,243.58,234.294,240.506,
