dates,satname,nzd0174-0000,nzd0174-0001,nzd0174-0003,nzd0174-0004,nzd0174-0005,nzd0174-0006,nzd0174-0007,nzd0174-0008,nzd0174-0009,nzd0174-0010,nzd0174-0011,nzd0174-0012,nzd0174-0013,nzd0174-0014,nzd0174-0015,nzd0174-0002
1999-09-27 22:04:48.949000,L7,201.79,203.60,332.07,310.57,268.18,302.67,231.67,289.35,300.16,300.56,284.55,260.55,290.94,287.91,256.53,
2000-10-15 22:01:56.204000,L7,366.04,333.19,,,,,,,,,,,,,,
2001-01-03 22:02:36.401000,L7,,,,268.76,280.15,277.44,,,300.20,278.01,249.78,,,,217.22,
2001-02-04 22:02:38.355000,L7,419.62,355.56,,257.80,183.44,216.03,,,298.51,265.65,254.89,,,,218.74,
2001-09-09 21:54:36.880000,L7,,,312.84,308.09,,,,,,,,,,,,
2001-09-25 21:54:28.694000,L7,,216.69,296.67,310.58,251.41,307.61,191.62,215.39,192.21,296.33,278.72,257.97,288.85,,266.29,300.51
2001-10-02 22:00:04.650000,L7,,,313.56,274.10,261.65,206.89,210.72,259.02,298.28,299.15,277.53,252.52,287.68,184.92,247.18,
2001-12-05 22:00:18.987000,L7,359.04,349.45,325.30,309.95,269.68,268.46,222.42,268.25,305.20,299.38,291.70,256.25,289.08,201.62,299.69,332.19
2002-01-22 22:01:04.880000,L7,,,,,,,239.82,,298.14,252.81,242.25,,,,221.20,
2002-01-31 21:54:50.570000,L7,346.05,354.17,207.09,308.27,186.13,225.40,225.07,218.19,298.58,295.42,172.02,260.46,288.64,,256.87,295.53
2002-02-16 21:54:54.191000,L7,356.03,,,,,,,,,,,,,,,
2002-02-23 22:00:43.620000,L7,,,263.04,308.99,190.99,308.79,215.08,215.31,308.23,293.66,277.44,,,,,
2002-08-27 21:54:00.253000,L7,349.47,332.19,291.35,307.77,262.56,296.27,,226.60,188.59,295.86,276.90,,,,239.85,
2002-10-14 21:53:43.769000,L7,,,304.45,242.38,256.51,,,,300.96,292.61,271.28,,,,224.76,
2002-10-21 21:59:36.443000,L7,,,299.58,309.66,255.20,223.60,202.08,217.86,194.14,194.98,277.48,,,,267.55,
