dates,nzd0174-0000,nzd0174-0001,nzd0174-0003,nzd0174-0004,nzd0174-0005,nzd0174-0006,nzd0174-0007,nzd0174-0008,nzd0174-0009,nzd0174-0010,nzd0174-0011,nzd0174-0012,nzd0174-0013,nzd0174-0014,nzd0174-0015,nzd0174-0002,satname
1999-09-27 22:04:48+00:00,,,332.07,,,,,,300.16,300.56,284.55,260.55,290.94,,256.53,,L7
2000-10-15 22:01:56+00:00,366.04,333.19,,,,,,,,,,,,,,,L7
2001-02-04 22:02:38+00:00,366.04,344.375,,,,,,,298.51,265.65,254.89,,,,218.74,,L7
2001-09-09 21:54:36+00:00,,,312.84,308.09,,,,,,,,,,,,,L7
2001-09-25 21:54:28+00:00,,,304.755,309.335,251.41,,191.62,,,296.33,278.72,257.97,288.85,,266.29,300.51,L7
2001-10-02 22:00:04+00:00,,,307.69,297.59,256.53,,201.17000000000002,259.02,298.28,297.74,278.125,255.245,288.265,184.92,256.735,300.51,L7
2001-12-05 22:00:18+00:00,359.04,349.45,312.0925,300.68,260.91333333333336,,208.25333333333333,263.635,301.74,298.28666666666663,282.65000000000003,255.58,288.5366666666667,193.26999999999998,256.735,316.35,L7
2002-01-31 21:54:50+00:00,352.545,351.81,312.0925,302.198,260.91333333333336,,212.45749999999998,248.48666666666668,300.68666666666667,297.57,282.65000000000003,256.8,288.5625,193.26999999999998,256.78000000000003,309.41,L7
2002-02-16 21:54:54+00:00,353.70666666666665,351.81,312.0925,302.198,260.91333333333336,,212.45749999999998,248.48666666666668,300.68666666666667,297.57,282.65000000000003,256.8,288.5625,193.26999999999998,256.78000000000003,309.41,L7
2002-02-23 22:00:43+00:00,353.70666666666665,351.81,302.28200000000004,303.33,260.91333333333336,308.79,212.98200000000003,240.1925,302.5725,296.788,281.34749999999997,256.8,288.5625,193.26999999999998,256.78000000000003,309.41,L7
2002-08-27 21:54:00+00:00,349.47,332.19,291.35,307.77,262.56,296.27,,226.6,,295.86,276.9,,,,239.85,,L7
2002-10-14 21:53:43+00:00,349.47,332.19,297.9,307.77,259.53499999999997,296.27,,226.6,300.96,294.235,274.09,,,,232.305,,L7
2003-01-18 21:54:30+00:00,349.47,350.46000000000004,297.9,309.575,263.74666666666667,302.25,231.55,226.6,303.39,295.77,275.5466666666666,265.14,292.18,283.74,243.34,281.55,L7
2003-08-13 21:48:45+00:00,,,327.53,315.45,,,,,220.06,278.49,294.44,215.85,247.92,290.03,,,L5
2003-09-30 21:49:30+00:00,,,327.745,313.655,,,,175.72,225.935,262.355,294.44,212.12,247.105,290.03,,,L5
2003-10-25 21:44:04+00:00,,,326.1066666666666,311.06333333333333,,303.51,,183.225,225.46333333333334,262.355,294.44,212.98,247.84,292.115,,,L5
2003-11-17 21:50:09+00:00,,,326.8975,312.955,,303.51,,183.225,225.46333333333334,262.355,294.44,210.71499999999997,246.8,288.50333333333333,,,L5
