dates,satname,nzd0146-0000,nzd0146-0001,nzd0146-0002,nzd0146-0003,nzd0146-0004,nzd0146-0005,nzd0146-0006
1999-08-26 22:04:44.971000,L7,,379.65,331.19,349.10,339.59,332.07,336.94
1999-09-20 21:58:32.521000,L7,,,,,336.09,324.94,334.36
1999-09-27 22:04:48.949000,L7,,375.22,379.60,378.32,318.66,313.52,308.32
1999-11-14 22:04:42.286000,L7,,,,355.21,333.49,326.06,321.51
1999-12-09 21:58:33.708000,L7,367.14,377.88,383.09,384.13,383.02,316.34,332.37
1999-12-09 21:58:57.676000,L7,363.24,374.83,378.64,334.51,327.46,316.17,326.20
1999-12-25 21:58:52.197000,L7,364.53,375.00,374.21,378.61,379.67,374.25,359.85
2000-01-01 22:04:37.439000,L7,,,,,,,323.50
2000-02-11 21:58:22.025000,L7,352.49,297.01,,,,,
2000-02-18 22:04:29.218000,L7,363.82,373.56,,306.17,325.93,327.32,325.15
2000-02-27 21:58:40.521000,L7,363.48,382.80,,,,,
2000-03-30 21:58:09.573000,L7,,,,317.15,321.41,313.70,323.79
2000-03-30 21:58:33.541000,L7,354.79,388.14,392.61,375.69,330.91,327.47,328.20
2000-05-24 22:03:46.662000,L7,,,,340.62,327.48,330.89,327.01
2000-07-11 22:03:17.779000,L7,382.47,405.30,,,,,
2000-08-12 22:02:54.094000,L7,,345.53,344.70,344.64,345.80,333.56,333.85
2000-09-06 21:56:22.949000,L7,,,,,,324.47,325.10
2000-09-13 22:02:26.190000,L7,,,,,329.31,322.19,321.07
2000-09-22 21:56:05.544000,L7,,370.73,331.67,372.63,348.54,340.26,338.00
2000-09-22 21:56:29.431000,L7,,,,359.80,330.71,334.05,329.69
2000-10-15 22:01:56.204000,L7,348.22,369.63,367.45,374.83,375.60,320.65,288.27
2001-01-12 21:56:06.772000,L7,338.92,359.47,353.21,,,,
2001-01-12 21:56:30.696000,L7,363.29,370.09,365.96,,,,
2001-02-04 22:02:14.384000,L7,368.45,371.50,391.37,393.36,417.79,401.26,327.59
2001-02-13 21:56:03.778000,L7,,,,,377.63,312.77,327.54
2001-03-01 21:55:57.624000,L7,,,350.19,393.00,390.83,384.43,331.67
2001-03-01 21:56:21.596000,L7,,,342.55,389.44,387.98,382.40,319.46
2001-03-17 21:56:16.575000,L7,,,,350.54,328.69,332.52,334.40
2001-03-24 22:01:59.719000,L7,352.70,371.70,374.08,380.17,364.96,329.34,323.13
2001-08-08 21:55:01.113000,L7,,,,,321.38,310.33,314.55
2001-08-24 21:54:24.664000,L7,,,,,318.99,306.08,326.91
2001-08-24 21:54:48.593000,L7,,,,,324.05,319.96,312.62
2001-09-09 21:54:12.928000,L7,,,342.69,344.00,329.03,314.20,324.95
2001-09-09 21:54:36.880000,L7,285.33,338.64,340.53,339.89,373.88,317.12,320.73
2001-09-25 21:54:04.740000,L7,364.00,384.63,347.85,344.18,339.74,335.67,336.19
2001-09-25 21:54:28.694000,L7,362.82,381.05,345.86,343.07,335.63,335.67,333.85
2001-10-11 21:53:46.024000,L7,357.73,377.04,354.11,385.14,387.04,340.86,339.47
2001-10-11 21:54:09.862000,L7,354.14,348.39,349.72,381.32,347.42,337.28,335.79
2001-12-05 22:00:18.987000,L7,,,,348.92,355.33,319.01,319.95
2002-01-06 22:00:31.992000,L7,361.87,370.17,,311.35,330.97,328.89,324.86
2002-02-16 21:54:54.191000,L7,360.90,372.15,375.86,374.74,376.26,375.76,358.43
2002-04-28 22:00:38.357000,L7,,,,368.46,365.53,331.45,343.07
2002-07-17 22:00:08.747000,L7,,,329.45,347.36,321.33,327.02,330.29
2002-08-18 21:59:57.690000,L7,,362.19,342.02,354.74,344.80,329.38,337.68
2002-08-27 21:53:36.267000,L7,,,371.21,362.13,336.49,331.86,332.26
2002-08-27 21:54:00.253000,L7,,366.47,366.02,,316.61,318.48,315.50
2002-09-12 21:53:31.762000,L7,,,381.70,381.19,329.28,331.19,329.61
2002-10-14 21:53:19.813000,L7,381.52,386.48,382.13,393.54,394.79,339.57,385.10
2002-10-14 21:53:43.769000,L7,383.17,388.27,396.94,394.58,395.89,390.09,387.59
2002-12-24 22:00:09.147000,L7,354.15,370.18,374.43,376.19,325.08,323.36,325.47
2003-01-18 21:54:06.301000,L7,362.38,372.97,376.36,,321.98,310.21,325.66
2003-01-18 21:54:30.278000,L7,364.13,374.27,379.50,380.20,377.57,312.88,327.96
2003-01-25 22:00:18.779000,L7,,,,294.31,324.98,317.53,323.76
2003-03-23 21:54:16.760000,L7,,,,372.18,324.99,324.15,329.03
2003-03-23 21:54:40.711000,L7,,,,374.52,325.95,325.66,330.38
2003-05-10 21:54:22.508000,L7,,,334.30,338.42,322.71,330.60,335.97
2003-05-10 21:54:46.466000,L7,,,,,319.44,317.59,333.57
2003-07-21 21:42:33.857000,L5,,,,,322.28,323.88,327.78
2003-08-06 21:42:27.230000,L5,,,,,330.03,333.75,324.14
2003-08-06 21:42:51.203000,L5,,,,,331.89,334.57,326.30
2003-08-13 21:48:45.123000,L5,,,,349.28,362.20,337.93,339.51
2003-09-30 21:49:30.432000,L5,348.90,355.20,322.29,363.64,363.07,340.49,338.30
2003-10-25 21:43:40.253000,L5,,,,313.43,351.86,327.42,329.03
2003-10-25 21:44:04.226000,L5,,,,348.01,351.32,326.42,328.24
2003-11-17 21:50:09.452000,L5,,,,335.41,351.97,342.38,346.12
2003-12-12 21:44:10.398000,L5,,,,351.58,357.41,334.76,343.19
2004-02-14 21:44:33.705000,L5,,,,347.98,353.37,329.07,335.06
2004-02-14 21:44:57.678000,L5,,,,,339.51,320.40,329.05
2004-02-21 21:50:47.082000,L5,,,,357.63,361.69,333.03,341.27
2004-03-01 21:44:38.581000,L5,,,,348.64,359.73,329.29,336.71
2004-03-01 21:45:02.553000,L5,,,,,349.28,317.80,327.93
2004-03-17 21:45:08.368000,L5,,,,356.65,365.81,337.05,344.33
2004-04-02 21:44:54.996000,L5,,,,,332.00,312.38,325.17
2004-04-02 21:45:18.969000,L5,,,,,344.77,324.31,331.16
2004-04-18 21:45:25.586000,L5,,,,,,,319.43
2004-04-18 21:45:49.558000,L5,,,,,333.54,323.80,332.66
2004-05-04 21:45:52.076000,L5,,,,,332.38,325.43,330.51
2004-05-04 21:46:16.049000,L5,,,,,332.38,323.23,330.51
2004-05-20 21:46:20.465000,L5,,,,,341.93,327.65,333.32
2004-05-20 21:46:44.438000,L5,,,,,,318.57,328.33
2004-06-12 21:53:11.618000,L5,,,,,325.85,321.59,328.77
2004-07-23 21:48:09.192000,L5,,,,358.15,331.79,331.45,336.33
2004-07-23 21:48:33.165000,L5,,,,,319.50,318.88,326.63
2004-07-30 21:54:28.143000,L5,,,,,323.60,328.44,278.11
2004-09-16 21:55:41.721000,L5,,,,357.65,360.88,334.30,341.00
2004-09-25 21:49:43.196000,L5,,,,348.58,350.96,327.95,328.34
2004-09-25 21:50:07.312000,L5,,359.66,326.42,369.90,370.19,342.54,344.88
2004-11-03 21:56:42.977000,L5,,,,,341.80,318.74,327.54
2004-11-19 21:56:55.269000,L5,,,,,332.63,322.09,331.89
2005-01-15 21:51:45.464000,L5,,,324.66,366.56,363.44,341.44,347.42
2005-01-15 21:52:09.437000,L5,,,,351.41,344.50,325.62,336.85
2005-01-22 21:58:02.481000,L5,,,,355.84,358.30,337.55,341.11
2005-02-07 21:58:15.209000,L5,,,,357.54,356.21,339.39,345.36
2005-02-16 21:52:13.954000,L5,393.24,400.08,391.01,394.74,401.61,,
2005-02-16 21:52:37.927000,L5,,,,,,330.36,327.45
2005-03-11 21:58:44.158000,L5,,,,341.83,350.30,326.42,331.15
2005-03-27 21:58:51.619000,L5,,,,,333.75,329.11,333.09
2005-04-12 21:58:55.193000,L5,,,,343.43,338.66,329.88,321.86
2005-05-07 21:52:53.005000,L5,,,,,334.81,323.73,330.09
2005-05-23 21:53:00.685000,L5,,,,,322.61,315.58,322.57
2005-06-08 21:53:33.007000,L5,,,,351.90,323.36,329.26,332.12
2005-07-26 21:53:30.504000,L5,,,,363.01,347.46,337.68,340.43
2005-10-30 21:53:39.558000,L5,,,,,340.23,310.03,317.72
2005-10-30 21:54:03.531000,L5,,,,,349.04,317.58,324.24
2006-02-03 21:55:55.062000,L5,,,,342.88,348.69,325.46,335.17
2006-02-03 21:56:19.035000,L5,,,,354.62,361.17,333.95,340.35
2006-04-08 21:57:12.628000,L5,350.91,340.11,312.90,364.55,364.09,343.60,342.10
2006-04-08 21:57:36.601000,L5,,,,,,320.25,324.69
2006-05-17 22:03:57.969000,L5,,,,,337.92,329.80,332.33
2006-06-02 22:04:12.415000,L5,,,,351.94,330.04,326.20,328.83
2006-06-27 21:58:24.681000,L5,,,,,318.40,324.37,328.98
2006-08-21 22:05:19.629000,L5,,,,,,,311.99
2006-12-11 22:06:52.177000,L5,,,,,333.78,301.94,295.53
2007-02-13 22:06:47.368000,L5,,,,,335.77,323.63,328.43
2007-09-18 21:58:42.182000,L5,,,,355.99,357.07,320.45,323.11
2008-02-16 22:02:22.163000,L5,,,,349.73,350.31,334.91,340.60
2008-10-29 21:55:24.451000,L5,,,,353.62,352.57,328.19,334.34
2008-12-25 21:50:10.387000,L5,,,,346.25,349.61,325.42,331.71
2008-12-25 21:50:34.359000,L5,,,,343.78,349.17,324.44,330.59
2009-02-02 21:57:22.411000,L5,,,,339.06,345.09,331.83,337.74
2009-02-11 21:51:25.536000,L5,,,,,,307.23,326.47
2009-11-26 21:56:28.873000,L5,,,,356.62,357.58,331.56,336.97
2010-01-13 21:56:25.416000,L5,,,,352.56,344.64,332.12,338.97
2010-01-13 21:56:49.389000,L5,,,293.51,360.54,354.07,340.37,344.74
2010-01-29 21:56:53.427000,L5,,,,359.85,356.49,341.78,344.88
2010-11-13 21:55:25.438000,L5,,,,361.44,363.77,341.21,344.41
2010-12-31 21:55:32.560000,L5,408.86,403.19,404.65,403.71,,,
2010-12-31 21:55:56.533000,L5,,,,356.68,357.34,330.66,338.11
2011-01-07 22:01:44.406000,L5,,,,361.48,365.28,339.22,340.75
2011-02-17 21:55:37.006000,L5,,,,360.38,359.00,330.53,335.62
2011-02-17 21:56:00.979000,L5,,,,362.89,360.15,332.63,337.11
2011-03-28 22:01:38.376000,L5,,,,368.13,367.23,338.98,341.41
2011-09-04 22:00:27.603000,L5,,,,355.05,351.94,333.34,336.47
2013-04-27 22:07:23.594000,L8,,,,,297.99,302.90,303.15
2013-04-27 22:07:47.557000,L8,,,,,297.15,301.52,302.54
2013-05-20 22:13:50.559000,L8,,,,,297.46,306.09,302.76
2013-05-29 22:07:41.466000,L8,,,,,294.19,302.10,302.21
2013-05-29 22:08:05.425000,L8,,,,,290.57,298.57,298.25
2013-06-05 22:13:51.261000,L8,,,,,295.34,301.07,300.67
2013-06-21 22:13:43.313000,L8,391.50,392.27,368.60,,,,
2013-07-07 22:13:48.209000,L8,,,,349.89,333.58,317.40,307.56
2013-08-08 22:13:49.700000,L8,,,,,297.85,304.48,300.91
2013-08-17 22:08:03.120000,L8,384.98,391.12,395.23,401.92,403.16,398.66,
2013-09-02 22:07:40.639000,L8,354.86,,351.65,352.91,347.20,313.48,313.89
2013-09-02 22:08:04.598000,L8,,,,,299.56,304.57,304.18
2013-10-11 22:13:41.596000,L8,,,,,299.29,303.18,303.52
2013-11-05 22:07:22.900000,L8,361.55,340.99,350.50,343.42,334.32,313.75,322.34
2013-11-05 22:07:46.855000,L8,361.76,,,342.07,333.77,313.30,321.30
2013-11-12 22:13:32.202000,L8,369.02,352.37,354.21,359.47,355.76,340.45,338.84
2013-11-21 22:07:13.797000,L8,,,,341.12,339.87,313.10,326.08
2013-11-21 22:07:37.752000,L8,,,,305.06,327.89,308.52,314.28
2013-12-14 22:13:21.591000,L8,350.26,344.06,347.29,351.71,349.66,319.89,332.21
2014-01-31 22:12:52.806000,L8,,,,306.10,326.87,311.54,320.83
2014-02-09 22:06:33.299000,L8,360.30,345.24,346.91,347.57,346.29,316.77,334.65
2014-02-09 22:06:57.254000,L8,360.56,345.43,347.20,348.05,346.65,316.77,334.95
2014-03-20 22:12:13.789000,L8,347.63,,,,312.70,309.61,308.12
2014-03-29 22:05:52.007000,L8,,,,330.54,318.14,313.64,327.37
2014-03-29 22:06:15.961000,L8,392.86,392.31,380.88,392.28,391.15,392.65,385.59
2014-04-05 22:11:58.702000,L8,,,,306.58,308.95,310.95,314.85
2014-04-21 22:11:42.175000,L8,,,,,305.08,308.15,306.07
2014-04-30 22:05:22.578000,L8,,,,,305.36,304.06,306.64
2014-04-30 22:05:46.536000,L8,,,,,298.19,300.64,303.77
2014-07-26 22:11:43.162000,L8,,,,325.83,314.20,311.93,307.01
2014-08-04 22:05:38.545000,L8,,,,337.95,312.48,305.62,304.50
2014-08-20 22:05:42.763000,L8,,,,333.54,306.53,301.52,302.56
2014-08-20 22:06:06.726000,L8,,,,317.56,304.40,300.44,301.95
2014-10-14 22:12:02.705000,L8,,,,334.81,329.24,306.70,305.95
2014-10-30 22:11:58.859000,L8,,,,,319.16,305.58,303.43
2014-11-08 22:05:52.173000,L8,,,,338.34,332.47,308.88,309.08
2014-11-08 22:06:16.124000,L8,,,,338.36,332.12,308.91,309.08
2014-12-01 22:12:00.318000,L8,350.15,342.37,346.09,347.48,348.96,313.12,331.95
2014-12-26 22:05:43.117000,L8,,,,320.58,325.61,312.21,311.63
2015-01-02 22:11:50.958000,L8,361.13,,,343.10,346.04,318.44,324.50
2015-01-27 22:05:35.378000,L8,359.41,348.14,350.26,347.96,349.30,343.49,337.38
2015-02-28 22:05:24.487000,L8,353.03,,,337.74,332.10,312.64,327.66
2015-02-28 22:05:48.437000,L8,,,,306.38,312.74,308.89,312.41
2015-03-07 22:11:30.209000,L8,334.42,,,305.81,318.88,341.32,307.55
2015-03-16 22:05:13.611000,L8,364.33,372.09,,321.34,320.89,311.04,309.31
2015-05-10 22:10:52.487000,L8,,,,,303.13,301.15,301.85
2015-05-19 22:04:40.718000,L8,,,,337.21,301.99,305.68,305.49
2015-05-19 22:05:04.672000,L8,,,,,296.31,300.57,302.53
2015-06-20 22:05:20.970000,L8,,,,,296.11,301.29,299.76
2015-07-22 22:05:13.606000,L8,,,,,298.09,300.28,303.70
2015-07-22 22:05:37.569000,L8,,,,,298.39,299.99,303.76
2015-07-29 22:11:25.856000,L8,,,,,299.55,300.08,300.22
2015-08-23 22:05:24.610000,L8,,,,349.94,346.37,311.74,318.62
2015-08-23 22:05:48.569000,L8,,,,350.51,347.24,311.78,318.93
2015-12-20 22:11:57.501000,L8,,,,335.07,339.63,309.92,313.87
2016-02-22 22:11:42.580000,L8,348.76,,,341.33,342.58,312.12,323.87
2016-03-02 22:05:55.525000,L8,,,,,336.18,296.46,305.18
2016-03-09 22:11:40.902000,L8,361.04,,,349.18,344.00,311.22,319.49
2016-04-03 22:05:16.685000,L8,,,,352.38,347.06,310.54,330.61
2016-04-26 22:11:21.230000,L8,,,,331.37,303.19,303.28,303.36
2016-05-21 22:05:14.459000,L8,,,,286.43,309.74,303.80,305.72
2016-05-21 22:05:38.418000,L8,,,,331.12,301.37,301.38,303.84
2016-06-13 22:11:30.674000,L8,,,,,301.59,300.60,301.88
2016-07-15 22:11:46.335000,L8,,,,,302.32,303.38,299.64
2016-08-16 22:11:53.694000,L8,,,,,308.11,303.78,303.70
2016-09-10 22:05:51.530000,L8,363.98,,,,345.64,307.78,308.83
2016-09-10 22:06:15.488000,L8,367.02,311.55,349.78,347.12,352.08,311.40,318.40
2016-11-04 22:12:09.415000,L8,,,,,341.28,309.28,308.03
2017-01-16 22:05:47.126000,L8,351.79,,,,326.82,313.40,322.65
2017-01-16 22:06:11.085000,L8,351.67,,,,326.87,313.59,322.95
2017-01-23 22:11:55.340000,L8,,,,339.86,340.44,328.77,322.51
2017-03-05 22:05:27.019000,L8,,,,,320.91,303.40,302.03
2017-03-05 22:05:50.977000,L8,,,,,316.16,302.09,300.89
2017-04-06 22:05:10.007000,L8,350.47,,,347.38,320.63,309.66,309.11
2017-04-06 22:05:33.966000,L8,322.34,,,,308.08,306.22,306.56
2017-04-13 22:11:17.034000,L8,,,,,300.95,301.60,302.03
2017-05-24 22:05:10.453000,L8,,,,,,294.15,313.94
2017-05-24 22:05:34.407000,L8,,,,,,296.14,317.39
2017-06-16 22:11:31.847000,L8,,,,,301.52,305.35,304.28
2017-06-25 22:05:23.687000,L8,,,,,301.43,301.49,305.09
2017-06-25 22:05:47.638000,L8,,,,,305.93,304.11,307.71
2017-07-11 22:05:26.464000,L8,,,,,296.95,297.85,301.26
2017-07-11 22:05:50.423000,L8,,,345.26,345.69,336.72,308.42,308.61
2017-08-03 22:11:47.949000,L8,,,,,306.74,304.08,305.74
2017-09-04 22:11:55.578000,L8,,,,,343.11,310.96,308.53
2017-09-13 22:05:44.459000,L8,,,,,,,307.76
2017-12-02 22:05:46.939000,L8,352.74,,,313.87,324.19,312.76,325.23
2017-12-02 22:06:10.894000,L8,,,,,321.67,312.39,323.73
2017-12-18 22:05:49.621000,L8,363.15,346.41,345.63,342.00,340.76,327.23,328.37
2018-01-10 22:11:54.118000,L8,,,,,305.13,304.27,306.91
2018-01-19 22:05:38.704000,L8,,,,,306.30,306.22,306.92
2018-01-19 22:06:02.658000,L8,358.28,341.73,342.70,345.25,342.83,325.17,330.73
2018-01-26 22:11:45.215000,L8,,,,,301.64,301.64,303.41
2018-03-08 22:05:15.942000,L8,349.74,,,342.86,345.08,314.49,327.09
2018-03-08 22:05:39.901000,L8,,,,,304.54,302.92,305.73
2018-03-31 22:11:15.901000,L8,,,,324.37,318.99,313.41,310.79
2018-04-25 22:04:50.953000,L8,375.18,378.68,364.13,388.45,390.44,352.17,379.03
2018-04-25 22:05:14.903000,L8,,,,,304.38,301.69,305.78
2018-05-02 22:10:57.873000,L8,,,,,300.06,303.23,303.40
2018-07-05 22:10:54.795000,L8,,,,,306.52,308.44,307.54
2018-08-06 22:11:10.291000,L8,,,,,301.24,305.73,304.21
2018-08-31 22:05:35.273000,L8,388.28,394.36,403.04,,,,
2018-09-07 22:11:24.397000,L8,,,,342.01,345.22,312.71,315.08
2018-09-16 22:05:15.874000,L8,331.98,,,346.90,347.99,314.22,318.37
2018-09-16 22:05:39.825000,L8,356.39,340.47,296.78,350.28,350.05,321.38,324.51
2018-10-02 22:05:23.291000,L8,,,349.54,350.38,345.97,316.52,331.40
2018-10-02 22:05:47.245000,L8,,,299.38,349.18,344.02,314.94,318.52
2018-10-18 22:05:29.751000,L8,,,,333.24,343.73,308.46,313.85
2018-10-18 22:05:53.709000,L8,371.83,349.81,351.04,354.00,355.17,332.35,339.03
2018-10-25 22:11:42.546000,L8,360.91,328.24,348.96,352.88,350.61,320.77,332.28
2018-11-03 22:05:33.462000,L8,,,,,336.66,309.15,321.19
2018-11-03 22:05:57.421000,L8,390.71,389.27,363.48,357.70,358.12,346.24,358.67
2018-11-19 22:05:34.273000,L8,354.75,,,332.86,342.62,310.05,321.05
2018-12-05 22:05:56.093000,L8,362.78,,,,306.65,311.10,330.96
2019-02-07 22:05:47.667000,L8,364.04,365.33,356.41,356.11,350.77,340.06,343.55
2019-02-14 22:11:33.473000,L8,366.93,389.31,352.30,350.17,349.39,343.63,337.04
2019-03-02 22:11:29.304000,L8,367.97,359.05,,347.65,345.46,332.44,346.14
2019-03-11 22:05:38.980000,L8,359.95,353.26,,,321.50,313.18,322.93
2019-04-12 22:05:06.784000,L8,,,,,302.47,303.47,305.88
2019-04-12 22:05:30.743000,L8,,,,,306.74,306.88,308.13
2019-04-28 22:05:02.570000,L8,,,,,303.56,301.53,305.67
2019-05-14 22:05:12.306000,L8,,,,,297.81,295.73,300.65
2019-05-14 22:05:36.265000,L8,,,,,300.51,297.63,302.53
2019-06-15 22:05:27.936000,L8,,,,,297.35,299.95,301.42
2019-06-15 22:05:51.895000,L8,,,,338.56,304.92,306.40,306.57
2019-06-22 22:11:40.996000,L8,,,,339.53,309.49,309.22,307.23
2019-07-17 22:05:35.131000,L8,,,,341.72,307.64,308.46,308.35
2019-07-17 22:05:59.094000,L8,,,,338.44,306.29,308.00,308.06
2019-08-02 22:05:42.028000,L8,,,,,309.41,305.63,307.97
2019-08-02 22:06:05.991000,L8,,,,,303.83,303.87,306.74
2019-08-18 22:05:47.276000,L8,,,,,303.10,303.39,306.17
2019-08-18 22:06:11.235000,L8,,,,,302.96,302.90,306.00
2019-11-06 22:06:00.727000,L8,373.22,361.41,353.50,359.65,358.32,340.57,344.31
2019-11-06 22:06:24.678000,L8,372.76,359.76,352.97,358.66,357.29,339.94,343.46
2019-11-22 22:05:57.141000,L8,382.37,387.82,360.78,390.39,392.13,350.71,353.85
2019-11-22 22:06:21.092000,L8,,,,336.20,345.35,307.97,318.97
2020-01-16 22:11:59.041000,L8,365.18,347.84,355.02,355.08,348.59,342.74,351.51
2020-01-25 22:05:45.614000,L8,367.13,361.29,352.98,357.90,349.32,334.72,346.26
2020-01-25 22:06:09.569000,L8,,,,,308.61,308.83,313.54
2020-02-01 22:11:53.781000,L8,367.89,354.49,358.36,359.84,353.21,341.42,342.90
2020-02-10 22:05:40.938000,L8,370.47,370.01,351.56,354.21,343.28,346.25,355.11
2020-02-10 22:06:04.888000,L8,372.85,371.66,353.83,384.86,345.91,349.36,356.68
2020-02-26 22:05:36.872000,L8,366.42,370.10,349.75,348.84,334.77,328.06,352.63
2020-03-13 22:05:30.251000,L8,363.92,354.20,357.44,358.40,345.45,357.59,356.36
2020-03-13 22:05:54.202000,L8,362.78,350.37,355.65,353.55,341.86,355.32,355.18
2020-04-21 22:11:21.823000,L8,323.57,,,,307.93,303.94,306.38
2020-06-01 22:05:08.645000,L8,,,,357.99,351.00,309.22,328.26
2020-06-01 22:05:32.600000,L8,,,,355.05,346.06,305.93,311.03
2020-09-21 22:05:54.893000,L8,316.43,,,,308.02,304.08,307.07
2020-09-21 22:06:18.848000,L8,,,,352.90,348.85,309.35,317.95
2020-10-07 22:06:21.789000,L8,365.86,359.81,354.52,359.64,354.95,319.96,341.38
2020-10-23 22:05:58.112000,L8,,,,343.74,343.45,308.14,317.76
2020-11-08 22:05:55.364000,L8,,,,,312.56,305.91,307.50
2020-12-01 22:12:09.987000,L8,,,,343.41,345.04,311.46,324.12
2020-12-17 22:12:09.375000,L8,,,,334.31,301.04,303.81,308.67
2020-12-26 22:05:56.607000,L8,355.28,,,332.91,319.26,313.70,322.24
2020-12-26 22:06:20.557000,L8,355.70,,,333.84,319.74,313.88,322.37
2021-02-03 22:11:56.237000,L8,,,,330.25,328.48,313.00,326.08
2021-02-12 22:05:43.398000,L8,,,,,317.26,309.85,315.20
2021-02-12 22:06:07.348000,L8,,,,,319.05,310.36,317.50
2021-02-19 22:11:51.945000,L8,,,,,324.68,311.10,324.53
2021-03-23 22:11:37.336000,L8,,,,332.58,346.50,309.34,320.06
2021-04-01 22:05:24.398000,L8,,,,356.09,323.46,308.15,316.38
2021-04-01 22:05:48.357000,L8,,,,354.21,312.40,306.63,310.21
2021-04-17 22:05:18.296000,L8,,,,,310.07,306.02,310.86
2021-04-24 22:11:25.382000,L8,362.74,,,347.39,332.71,309.44,313.89
2021-05-19 22:05:16.285000,L8,,,,346.77,305.06,304.16,306.37
2021-05-19 22:05:40.235000,L8,,,,,299.49,300.73,303.55
2021-05-26 22:11:31.065000,L8,,,,,312.24,303.35,303.95
2021-07-13 22:11:43.513000,L8,,,,,302.42,303.16,304.08
2021-09-24 22:05:56.897000,L8,360.16,346.06,348.72,353.07,349.25,309.25,308.71
2021-09-24 22:06:20.847000,L8,,,,347.31,345.40,305.52,306.71
2021-10-17 22:12:14.625000,L8,362.62,,,350.51,346.85,311.02,323.06
2021-11-18 22:12:08.776000,L8,,,,,302.75,305.75,306.01
2021-12-29 22:05:53.312000,L8,,,,,300.01,288.67,304.27
2022-01-13 22:12:02.740000,L9,,,,,301.99,306.51,307.50
2022-01-21 22:11:59.917000,L8,371.98,370.83,354.86,356.55,341.83,329.87,337.10
2022-01-29 22:12:05.530000,L9,371.25,351.23,353.97,355.55,350.88,344.31,370.35
2022-01-30 22:06:10.369000,L8,,,,,310.09,308.88,321.50
2022-02-14 22:12:01.049000,L9,,,,333.54,338.99,308.93,321.61
2022-02-22 22:11:50.626000,L8,,,,344.43,345.48,313.59,331.33
2022-02-23 22:05:44.132000,L9,364.93,347.57,351.63,353.43,353.22,342.32,340.84
2022-02-23 22:06:08.091000,L9,366.04,348.77,352.87,354.33,354.35,343.35,342.14
2022-03-02 22:11:50.022000,L9,,,,330.31,337.33,312.08,318.16
2022-03-27 22:05:58.509000,L9,,,,,307.12,303.43,308.15
2022-04-03 22:11:45.362000,L9,,,,,337.48,308.22,307.61
2022-05-05 22:11:31.114000,L9,,,,,292.02,296.01,299.63
2022-05-06 22:05:29.729000,L8,,,,,324.89,305.41,309.08
2022-05-06 22:05:53.688000,L8,,,,,301.81,300.11,304.74
2022-06-07 22:05:43.588000,L8,,,,,296.50,299.16,301.39
2022-06-07 22:06:07.543000,L8,,,,334.29,304.06,303.54,306.96
2022-06-15 22:05:16.001000,L9,,,,,299.09,301.62,304.74
2022-06-15 22:05:39.951000,L9,,,,,300.70,302.56,305.72
2022-06-22 22:11:38.702000,L9,,,,,302.05,305.76,306.94
2022-07-01 22:05:54.433000,L9,,,,,298.63,302.83,303.84
2022-07-08 22:11:39.226000,L9,,,,,302.08,304.39,305.23
2022-07-16 22:12:03.012000,L8,,,,,300.60,306.11,304.82
2022-08-02 22:06:07.308000,L9,,,,,297.90,302.26,305.14
2022-08-10 22:06:08.294000,L8,,,,,299.71,304.65,306.70
2022-08-10 22:06:32.253000,L8,,,,,298.99,304.15,306.22
2022-10-05 22:05:58.861000,L9,,,,,341.12,303.97,307.73
2022-10-21 22:06:05.581000,L9,,,,341.91,344.24,309.02,311.70
2022-10-21 22:06:29.540000,L9,370.99,373.50,360.02,363.48,371.94,349.14,347.42
2022-12-24 22:06:26.081000,L9,,,,,311.10,306.93,307.91
2023-01-16 22:12:10.212000,L9,353.57,,,,342.96,310.46,319.16
2023-01-17 22:06:18.381000,L8,358.60,340.49,,347.61,347.84,313.20,323.67
2023-02-09 22:12:09.040000,L8,351.02,343.69,354.78,357.36,351.79,316.96,324.81
2023-02-17 22:12:13.542000,L9,362.98,344.85,,353.15,321.38,332.50,323.46
