dates,satname,nzd0242-0000,nzd0242-0001,nzd0242-0002,nzd0242-0003,nzd0242-0004,nzd0242-0005,nzd0242-0006,nzd0242-0007,nzd0242-0008,nzd0242-0009,nzd0242-0010,nzd0242-0011,nzd0242-0012,nzd0242-0013,nzd0242-0014,nzd0242-0015,nzd0242-0016,nzd0242-0017,nzd0242-0018,nzd0242-0019,nzd0242-0020,nzd0242-0021,nzd0242-0022,nzd0242-0023,nzd0242-0024,nzd0242-0025,nzd0242-0026,nzd0242-0027,nzd0242-0028
2014-09-07 21:53:48.789000,L8,,,,,,329.15,321.82,327.19,293.00,279.48,306.74,315.15,,310.85,312.33,306.93,287.90,,,,,,,,,,,,
2014-09-23 21:53:45.463000,L8,300.04,289.81,294.50,,302.30,330.30,322.16,326.27,299.83,285.72,316.05,318.05,274.82,313.95,312.96,307.94,288.50,302.79,303.12,312.33,258.20,303.75,,,,,,,
2014-10-25 21:53:52.818000,L8,,,,,293.08,327.58,320.54,327.10,295.80,285.52,315.21,311.25,277.59,310.72,310.45,262.12,286.22,300.54,296.99,274.01,254.19,299.59,,,,,,,
2014-11-10 21:53:54.574000,L8,,,,,,324.77,317.79,321.41,298.61,279.85,309.08,283.15,305.35,308.04,307.77,,,,,,,,,,,,,,
2015-01-13 21:53:42.692000,L8,,,,,,,,,,,315.07,307.83,313.90,313.42,310.65,,,,,,,,,,,,,,
2015-01-29 21:53:37.750000,L8,319.11,321.87,314.07,317.19,341.05,358.48,344.60,351.80,350.01,342.76,340.45,335.15,336.03,336.86,328.90,325.83,323.19,325.54,323.05,333.27,288.86,331.62,330.50,336.97,353.18,336.85,329.41,331.41,342.21
2015-04-03 21:53:02.921000,L8,,,,,,322.42,320.48,326.95,288.94,281.40,308.52,283.09,,,,,,,,,,,,,,,,,
2015-05-05 21:52:48.765000,L8,,,,,289.47,328.19,320.58,330.15,288.74,283.08,302.66,,,,,,,,,,,,,319.69,327.99,326.12,301.76,279.57,276.34
2015-06-06 21:52:52.670000,L8,,,,,295.61,332.49,321.32,329.29,276.87,271.50,,,,,,,,,,,,,,,,,,,
2015-07-08 21:53:09.931000,L8,,,,,310.00,335.02,325.30,331.31,307.54,330.10,317.83,323.22,271.14,322.33,323.77,313.52,292.67,305.15,318.21,320.35,,,,329.29,338.58,338.23,315.75,314.40,326.91
2015-08-25 21:53:27.637000,L8,312.61,315.47,318.16,312.17,339.80,351.38,340.42,357.93,327.69,340.69,338.96,349.65,333.41,342.29,337.40,330.11,325.99,324.74,339.34,332.56,286.24,268.41,,,,,,,
2015-10-12 21:53:41.053000,L8,,,,,,323.89,318.78,326.17,292.62,286.77,314.75,314.56,280.41,311.64,309.24,305.63,286.62,292.57,273.23,262.67,,,,311.34,320.36,319.63,290.22,299.93,307.74
2015-11-13 21:53:46.761000,L8,289.40,283.52,292.57,,306.00,334.68,321.18,326.63,312.60,319.18,320.47,318.29,318.51,316.41,309.55,308.71,295.60,306.19,303.64,275.10,,301.89,266.60,313.15,326.34,321.29,302.03,306.30,311.17
2016-01-16 21:53:45.577000,L8,304.96,293.91,304.93,313.81,332.40,350.90,334.22,336.90,326.36,337.37,335.29,333.28,333.28,330.10,322.37,320.07,313.15,317.66,316.11,317.15,293.41,321.54,322.05,332.19,348.03,338.73,326.19,331.50,333.45
2016-02-01 21:53:43.370000,L8,301.36,297.66,304.26,313.18,332.13,351.39,336.45,342.99,326.26,335.80,332.27,331.35,330.88,332.06,323.59,320.73,312.66,319.75,321.74,319.76,305.32,328.19,326.34,332.18,346.14,338.34,331.01,332.82,335.11
2016-03-04 21:53:33.647000,L8,312.14,302.76,310.19,313.24,335.99,348.28,337.91,348.57,327.87,335.96,339.71,337.01,332.42,336.84,328.09,325.23,321.55,322.03,328.37,330.85,321.33,331.82,336.15,340.76,350.68,346.40,337.55,335.61,346.17
2016-04-05 21:53:18.618000,L8,,,,,,,,,,,,,,,,,,,,,,,,320.43,336.17,329.38,308.64,302.36,308.13
2016-05-23 21:53:17.616000,L8,,,,,,,,,352.81,349.42,354.49,356.87,358.87,359.75,345.97,356.73,355.35,342.02,356.87,361.18,368.04,354.91,,,,,,,
2016-07-26 21:53:40.722000,L8,,,,,,,322.77,330.71,287.40,279.07,306.79,,,,,,,,,,,,273.43,324.57,333.29,333.19,313.45,317.23,319.31
2016-08-27 21:53:50.127000,L8,,,,,,324.49,318.79,324.18,284.04,269.09,,,,,,,,,,,,,,,,,,,
2016-09-12 21:53:54.163000,L8,289.24,284.01,292.84,,,328.55,322.75,328.55,298.80,318.43,317.58,317.22,282.62,308.28,312.81,309.50,282.11,296.62,307.73,269.40,246.42,306.59,283.53,317.43,327.60,322.43,304.83,311.63,309.13
2016-12-17 21:53:55.739000,L8,319.16,307.56,315.34,323.93,348.68,357.51,347.84,344.35,337.03,341.37,348.56,343.08,343.74,337.04,327.49,336.60,324.82,320.69,326.63,324.35,309.16,327.69,326.16,337.35,350.62,337.36,337.80,335.14,337.34
2017-02-03 21:53:41.480000,L8,305.18,296.40,307.16,320.70,333.79,354.62,336.87,344.24,328.22,337.83,338.17,332.89,335.56,333.43,325.94,321.07,310.08,317.46,317.70,318.30,306.15,324.66,322.75,334.67,344.41,338.34,333.49,331.87,335.18
2017-06-11 21:53:21.571000,L8,,,,,,,,,,,,,,,,,,295.26,311.96,280.95,,,,326.20,330.99,331.90,316.05,314.88,326.01
2017-08-14 21:53:43.292000,L8,,,,,304.14,330.81,324.28,329.54,290.72,279.96,,,,,,,,,,,,,,319.85,330.01,327.95,315.02,317.07,316.13
2017-08-30 21:53:46.660000,L8,296.70,286.46,294.65,283.17,311.26,334.44,322.98,328.51,295.79,327.00,314.71,320.58,273.93,317.29,314.36,310.53,290.00,300.70,307.30,311.17,,311.64,291.86,323.52,327.23,326.44,314.77,312.43,310.71
2017-10-01 21:53:54.824000,L8,297.65,286.97,294.95,301.46,319.15,331.19,320.50,324.15,305.74,323.74,321.87,319.85,307.10,316.23,311.32,310.16,290.21,301.74,298.30,267.06,249.59,,,,,,,,
2017-12-04 21:53:49.317000,L8,295.94,279.82,293.23,309.51,317.86,337.15,322.22,327.69,309.91,325.21,321.33,317.21,319.36,314.30,309.88,310.10,292.27,301.48,298.11,268.93,,,288.55,314.41,321.01,319.88,305.03,307.94,307.86
2018-04-11 21:53:01.396000,L8,,283.91,293.53,302.68,309.49,334.43,322.05,328.35,295.69,328.37,319.48,309.82,272.80,317.24,315.12,310.85,288.68,298.39,308.96,271.35,270.12,309.14,257.29,322.51,330.77,328.51,316.84,315.75,302.01
2018-05-29 21:52:29.440000,L8,,287.73,299.38,308.27,310.96,338.05,325.18,331.45,283.64,330.04,318.08,323.30,266.64,323.89,320.43,308.50,293.25,,,,,320.46,312.61,330.59,336.91,331.44,318.20,318.75,305.87
2018-07-16 21:52:51.323000,L8,,,,,,,,,,,,,,316.02,321.46,307.29,293.69,291.25,307.00,285.84,,,,327.61,333.02,332.69,316.02,315.90,
2018-08-17 21:53:07.726000,L8,,,,,295.40,335.04,322.47,331.91,286.32,278.98,,,,,,,,,,,,,,316.46,327.05,325.96,315.67,312.45,
2018-10-04 21:53:26.589000,L8,296.84,273.54,292.55,302.13,309.52,,,,,,,,,,,303.40,285.94,292.75,284.03,,,,,312.40,321.53,319.39,291.06,306.67,
2018-10-20 21:53:32.714000,L8,295.06,272.21,290.27,244.02,,324.58,319.68,321.30,287.33,280.45,315.66,312.45,,,,,,,,,,,,311.98,323.08,318.19,302.87,304.85,294.11
2018-11-05 21:53:36.088000,L8,330.60,314.10,321.94,329.80,346.32,354.55,343.81,349.77,340.55,341.11,343.99,346.60,343.57,345.26,325.83,326.85,326.30,325.28,326.79,334.28,318.45,336.27,338.21,336.63,354.24,339.30,337.16,338.66,347.04
2019-05-16 21:53:15.907000,L8,,,,,,,,,,,,,,,,,,,307.33,308.82,270.79,313.90,,324.55,328.84,329.31,315.23,315.08,
2019-06-17 21:53:30.969000,L8,,283.20,302.06,319.20,306.63,339.00,323.59,333.41,,,,,269.64,325.29,321.56,306.76,291.28,292.33,310.38,314.77,280.59,311.39,305.94,329.22,335.94,336.44,320.50,314.55,316.42
2019-08-04 21:53:45.137000,L8,291.93,286.59,305.10,317.72,313.07,340.43,328.29,334.82,290.26,326.04,321.25,325.63,264.21,329.97,322.54,308.33,296.35,294.61,281.57,298.52,265.89,305.96,296.44,329.14,333.08,331.80,315.31,307.67,309.80
2019-10-07 21:54:03.049000,L8,293.16,277.56,293.62,308.02,,330.48,319.47,321.05,290.26,,,305.74,268.78,315.81,310.33,301.90,287.99,290.03,275.64,249.50,255.56,290.92,,313.88,320.28,318.58,287.50,303.20,284.66
2019-11-08 21:54:02.728000,L8,330.03,314.68,320.29,335.39,343.54,362.69,333.46,353.48,342.71,340.31,344.01,345.50,348.95,348.79,333.69,327.15,318.43,318.98,319.60,328.69,315.41,319.27,329.27,336.60,347.54,338.23,332.11,329.68,339.19
2019-11-24 21:53:59.608000,L8,335.71,314.64,327.94,338.52,346.93,363.76,336.43,362.83,354.43,350.58,350.48,358.89,354.79,349.50,346.97,332.27,324.80,322.66,329.84,335.99,,,,,361.21,381.06,337.78,330.72,325.71
2019-12-26 21:53:55.397000,L8,257.30,265.11,293.76,312.67,303.26,336.50,319.37,326.32,303.71,323.44,319.34,311.12,319.38,310.41,309.58,308.90,292.52,295.95,293.15,264.98,267.03,,,,,,,,
2020-01-11 21:53:51.736000,L8,310.97,307.24,311.58,329.29,335.59,358.57,335.26,338.37,337.08,341.83,354.18,339.77,346.00,347.84,323.91,333.10,318.27,319.60,321.26,325.05,311.69,321.43,324.90,331.64,346.78,339.12,333.12,328.54,338.34
2020-01-27 21:53:47.263000,L8,,259.75,294.51,310.18,304.72,335.36,321.54,326.77,297.94,299.60,315.53,306.16,317.42,315.65,311.88,307.26,291.69,298.84,292.60,267.20,,,,,325.01,321.86,313.13,299.15,
2020-02-12 21:53:42.905000,L8,316.86,316.05,321.20,328.81,346.50,353.24,344.18,348.63,343.08,343.98,346.86,352.68,347.97,346.92,341.30,335.88,336.52,324.49,329.59,340.88,332.03,335.20,343.84,344.89,357.79,352.53,346.57,337.08,348.19
2020-02-28 21:53:38.517000,L8,,251.84,296.50,307.47,308.38,336.59,322.76,330.10,284.94,324.51,313.80,284.99,316.16,319.14,314.89,307.89,292.54,297.87,283.07,272.58,,,,,,,,,
2020-05-18 21:53:06.441000,L8,,,,,,,,,,,,,,331.75,323.23,315.57,298.45,302.87,317.22,319.68,306.43,321.83,321.55,333.38,340.13,340.42,328.51,328.75,330.46
2020-06-03 21:53:12.345000,L8,,279.89,300.25,313.64,,,,,,,,,,,,,,,308.98,310.43,292.11,310.34,,324.92,328.54,334.43,318.20,316.42,275.60
2020-10-25 21:54:00.296000,L8,327.93,313.90,326.18,332.01,345.07,353.91,336.99,344.92,344.59,341.02,351.55,340.77,343.12,342.75,326.79,324.79,317.19,320.88,322.05,330.35,315.04,327.04,326.30,338.34,347.77,347.90,344.06,336.76,347.22
2020-12-12 21:54:01.522000,L8,334.41,316.12,320.44,336.73,349.29,363.91,346.25,346.09,358.86,349.31,360.89,345.66,353.27,353.94,323.68,328.64,317.28,325.99,326.21,334.05,309.62,326.05,327.70,336.07,348.19,346.51,346.19,337.20,342.70
2021-01-29 21:53:48.540000,L8,,,,,,,,,,343.18,339.80,341.42,356.75,352.02,338.63,323.79,310.46,320.59,319.07,321.81,299.01,320.08,320.92,333.33,344.96,357.56,343.49,332.25,339.50
2021-04-03 21:53:26.137000,L8,,,,,,331.16,324.26,329.29,281.37,311.53,315.66,273.16,,,,,,,,,,,,318.01,326.64,327.86,311.99,305.23,
2021-05-05 21:53:09.749000,L8,,255.56,297.49,307.29,308.13,336.92,323.72,332.18,284.47,330.31,321.37,323.10,265.40,325.44,319.43,309.18,291.04,270.61,,,,,,326.00,330.39,336.87,317.44,311.99,317.52
2021-06-22 21:53:32.717000,L8,,287.14,298.93,309.22,316.94,341.23,331.45,338.29,271.59,330.88,317.75,327.14,272.02,332.55,319.45,310.92,296.44,,,,,319.60,305.23,330.04,338.45,340.09,327.44,328.33,334.06
2021-07-08 21:53:34.932000,L8,,279.14,303.23,310.82,308.08,340.04,328.39,335.54,,,,,269.86,328.20,322.54,308.53,296.03,,,,,,,329.66,336.99,339.14,320.87,322.94,328.10
2021-08-09 21:53:47.526000,L8,300.77,296.98,303.07,318.62,318.70,341.16,332.34,335.71,290.66,334.69,321.85,330.79,283.29,332.91,327.56,314.58,296.79,303.61,321.59,325.50,,313.59,300.49,334.34,339.15,341.48,329.70,324.70,331.72
2021-09-10 21:53:56.812000,L8,289.15,283.59,298.07,309.29,295.07,334.46,321.72,331.29,270.91,,,,,,,,,,,,,,,319.43,325.05,330.34,316.86,315.48,318.00
2021-10-12 21:54:05.415000,L8,,,,,,,,,,,,,,,329.22,323.73,314.45,310.43,316.64,336.91,296.41,320.56,322.48,334.59,343.70,359.92,364.02,369.42,368.29
2021-12-15 21:54:01.028000,L8,291.36,275.82,293.72,307.53,319.96,327.66,,,,,,,,,,,,,,,,,,,,,,,
2021-12-23 21:53:57.848000,L9,293.33,269.59,296.41,307.94,321.12,336.51,322.33,327.40,316.67,331.71,321.90,322.18,321.06,320.24,309.27,307.93,295.58,299.93,298.58,272.06,,,,315.10,322.78,325.46,309.24,308.82,307.11
2021-12-31 21:53:55.291000,L8,316.18,300.94,312.53,327.23,345.62,354.93,335.25,346.36,338.33,346.93,341.58,346.59,345.02,338.54,324.36,320.56,314.67,318.17,316.55,321.50,295.01,315.72,326.93,334.49,346.98,346.10,344.64,336.91,345.27
2022-01-08 21:53:55.798000,L9,,253.52,288.35,301.36,271.87,331.66,318.97,321.75,298.95,322.04,310.28,313.57,316.79,311.20,307.06,,,,,,,,,,,,,,
2022-02-01 21:53:48.690000,L8,,247.99,290.02,308.57,318.52,339.27,321.26,321.42,283.11,,,,,,,,,,,,,,,319.97,326.63,323.25,313.15,304.33,
2022-03-05 21:53:40.654000,L8,,,,,292.93,328.88,320.72,328.70,270.94,277.36,,,,,,,,,,,,,,,,,,,
2022-04-14 21:53:31.437000,L9,,,,,,,,,,,,,,,,,,,,,,,,274.98,326.52,328.62,314.80,309.96,312.22
2022-04-30 21:53:24.906000,L9,,296.61,315.85,323.97,335.44,350.81,338.25,348.77,287.16,310.27,335.96,297.00,292.29,319.90,325.37,310.32,299.07,308.81,,,,,,,,,,,
2022-05-16 21:53:14.305000,L9,,,298.62,319.33,336.45,351.46,341.95,349.46,332.49,341.62,337.58,345.12,331.67,341.71,335.32,327.80,324.38,320.20,331.41,336.53,307.76,331.78,331.37,347.92,358.46,364.47,359.59,345.66,353.55
2022-05-24 21:53:36.556000,L8,,,,,,,,,,,,,267.79,317.27,315.34,309.97,292.33,,,,,,,328.25,326.24,333.33,316.82,313.76,320.48
2022-06-25 21:53:54.601000,L8,,,,,,,,,,,,,,,,,,,,,,,,329.48,331.25,337.62,317.04,318.82,328.11
2022-07-03 21:53:32.375000,L9,,,,,,,,,,,,,,,,,,,,,,,,326.62,327.32,336.60,318.36,315.69,323.47
