dates,nzd0242-0000,nzd0242-0001,nzd0242-0002,nzd0242-0003,nzd0242-0004,nzd0242-0005,nzd0242-0006,nzd0242-0007,nzd0242-0008,nzd0242-0009,nzd0242-0010,nzd0242-0011,nzd0242-0012,nzd0242-0013,nzd0242-0014,nzd0242-0015,nzd0242-0016,nzd0242-0017,nzd0242-0018,nzd0242-0019,nzd0242-0020,nzd0242-0021,nzd0242-0022,nzd0242-0023,nzd0242-0024,nzd0242-0025,nzd0242-0026,nzd0242-0027,nzd0242-0028,satname
1999-09-22 21:46:36+00:00,,,,,273.27,339.08,318.64,,,,331.44,,336.36,333.7,,307.43,281.61,275.45,280.8,,,239.18,221.42,259.86,264.5,,208.26,,,L7
2000-04-01 21:46:10+00:00,260.67,293.52,,,276.42,342.71,313.84,,326.89,,323.16,,322.78,323.98,319.58,300.82,287.22,273.15,274.14,,,238.08,232.34,267.4,289.92,,203.84,,233.15,L7
2000-05-19 21:45:43+00:00,260.67,293.52,,212.65,276.645,322.73,317.845,,325.855,,322.36,,327.52,323.98,318.28499999999997,307.865,281.20000000000005,281.51,274.14,,307.67,238.08,232.34,294.5,296.875,,203.84,,239.14499999999998,L7
2001-04-04 21:43:43+00:00,283.34,293.65,,221.5,272.66,,324.1,,333.43,280.64,336.44,,334.53,338.39,323.58,299.18,294.72,297.71,279.79,296.16,,278.44,227.16,324.02,303.1,,,,239.7,L7
2001-05-22 21:43:30+00:00,283.34,293.65,,221.47,276.66,,324.1,,331.255,268.36,332.885,,334.53,338.39,320.52,297.855,286.775,286.02,279.79,301.77,306.29,309.65,227.16,322.47,310.96000000000004,,,331.35,239.7,L7
2001-07-25 21:42:54+00:00,298.96,293.65,,221.47,280.53000000000003,,327.08000000000004,,331.255,276.71999999999997,328.2,,335.4,338.39,320.52,297.855,297.99666666666667,286.02,279.79,301.77,318.71000000000004,317.31666666666666,227.16,331.15333333333336,315.2166666666667,263.05,277.33,331.35,243.125,L7
2001-08-10 21:42:36+00:00,304.84666666666664,296.655,262.07,221.47,283.1975,,327.08000000000004,,331.255,281.2075,328.2,,336.71,338.39,320.52,308.67,299.425,286.02,279.79,303.45,318.71000000000004,311.6175,227.16,331.15333333333336,318.2,262.90999999999997,262.13,331.35,241.43666666666664,L7
2001-08-26 21:42:25+00:00,304.84666666666664,296.655,262.07,221.47,283.338,,325.94666666666666,,331.255,281.2075,328.2,,334.5675,338.39,320.52,309.705,297.606,288.3333333333333,279.79,302.11,318.71000000000004,311.6175,230.77499999999998,328.7825,315.63800000000003,263.9766666666667,254.09333333333333,331.35,240.3275,L7
2001-09-27 21:42:05+00:00,304.84666666666664,296.655,260.935,221.47,283.3966666666667,347.65,325.5875,,331.255,281.2075,329.2575,333.36,334.118,337.97,321.3433333333333,309.705,297.606,288.3333333333333,279.79,302.684,293.72333333333336,301.52799999999996,230.77499999999998,328.188,315.555,263.9766666666667,254.09333333333333,327.64,240.36599999999999,L7
2001-10-13 21:41:51+00:00,315.6,300.255,260.935,221.44,283.8733333333333,347.65,325.6175,336.0,329.08,281.39666666666665,329.37,326.735,334.61,338.975,321.31333333333333,313.2133333333333,294.748,283.645,279.95,304.315,293.72333333333336,307.29999999999995,231.3,329.23,315.045,263.9766666666667,256.9925,327.64,239.44,L7
2001-10-29 21:41:57+00:00,315.6,295.1433333333334,266.94,221.44,283.8733333333333,349.52,324.742,333.315,329.08,281.39666666666665,323.84399999999994,314.5466666666667,334.61,338.975,319.1675,306.3975,296.2966666666667,295.83,282.005,304.315,290.33,301.59399999999994,231.3,328.006,311.6914285714286,263.9766666666667,256.9925,327.64,239.44,L7
2002-02-18 21:42:30+00:00,,288.7633333333333,283.3333333333333,,281.03666666666663,342.70666666666665,315.938,331.20666666666665,326.22,246.31,322.77500000000003,314.39250000000004,330.23,338.975,319.7366666666667,299.38,285.7975,306.58,282.005,301.535,261.94999999999993,269.9699999999999,231.3,323.53,299.654,263.88,251.85500000000002,323.93,237.53000000000006,L7
2002-04-07 21:42:28+00:00,292.3,290.8375,295.09999999999997,,280.355,340.23499999999996,310.5,331.20666666666665,326.22,246.31,323.755,315.8525,333.48333333333335,340.4,322.4066666666667,302.24,291.385,322.34000000000003,298.49,335.11,280.15,278.77,228.21,323.11,292.58,261.65,265.69,,235.07,L7
2002-08-29 21:41:39+00:00,292.3,296.57,,,277.495,,326.59,,,,336.35,333.81,334.645,,325.65,310.67999999999995,303.395,306.57500000000005,314.945,328.32500000000005,,,,330.26,,333.67,,,240.51,L7
2002-09-14 21:41:31+00:00,292.3,300.42,,214.48,280.34,343.59,326.59,,,,335.125,333.81,334.09,,326.76666666666665,308.16333333333336,299.59,306.57500000000005,314.945,328.32500000000005,,309.64,235.81,326.725,,333.67,,,240.51,L7
2003-01-20 21:42:09+00:00,,302.1,,215.39999999999998,277.91499999999996,349.21,322.85,330.12,324.59,256.79,326.32,321.57000000000005,331.14,291.66,317.18666666666667,302.98,281.59999999999997,282.225,298.43,321.54,,309.64,230.215,326.725,296.55,328.12,305.51,,240.51,L7
2003-02-21 21:42:20+00:00,,300.43666666666667,321.23,215.39999999999998,292.15,347.4433333333333,329.2866666666667,338.0,324.59,256.79,330.3566666666666,321.57000000000005,331.14,291.66,317.18666666666667,299.50333333333333,287.7175,289.7633333333333,285.52,307.07000000000005,285.67,306.34000000000003,258.4166666666667,325.93333333333334,317.145,334.45666666666665,305.51,,237.70999999999998,L7
2004-05-06 21:33:58+00:00,308.3,,248.32,297.02,,,,,,,,,325.94,,,266.44,,319.88,,,,,330.2,347.75,,,,,347.85,L5
2004-06-07 21:34:54+00:00,308.3,,248.32,297.02,,,,,,,,,325.94,,,291.83500000000004,,319.88,,,,,335.73,347.75,,,,339.55,347.85,L5
2004-06-23 21:35:22+00:00,308.3,,248.32,297.02,,,,,,,,,325.94,,,303.7266666666667,,319.88,,,,,338.7833333333333,349.96000000000004,369.72,360.51,,340.99,343.765,L5
2004-07-25 21:36:14+00:00,308.3,,248.32,297.02,,,,,,,,,325.94,,,303.7266666666667,,319.88,,,,,338.3,353.37000000000006,369.72,360.51,,340.99,343.8866666666667,L5
2004-08-10 21:36:32+00:00,308.3,,248.32,297.02,,,,,,,,,325.94,,,305.28,,319.88,,,,342.96,335.052,352.125,351.76,352.41999999999996,,336.26666666666665,339.40250000000003,L5
2005-06-10 21:41:12+00:00,,,,,,,,,,,,,,,,277.77,,,,,,,324.1,354.63,,,346.84,314.84,345.19,L5
2005-06-26 21:41:16+00:00,303.62,,275.99,,,,,,,,,,,,,277.77,,,,,320.63,,324.91,354.63,,,346.84,331.67999999999995,351.26,L5
2005-07-12 21:41:23+00:00,303.62,,275.99,289.91,,,,,,,,,329.74,,,263.875,,322.38,,,320.63,,328.7266666666667,351.075,,348.66,343.36,329.2633333333333,348.6933333333333,L5
2005-07-28 21:41:34+00:00,303.62,,275.99,289.51,,,,,,,,253.07,325.97,,,255.62,287.52,318.77,,,320.63,,330.805,351.075,,348.66,340.6166666666666,331.3275,347.4575,L5
2006-06-13 21:46:13+00:00,,,,,,,,,,,,,,,,,,,,,,,332.91,,,,,,,L5
2006-06-29 21:46:28+00:00,,,,,,320.95,,,,235.38,,235.11,324.22,,,,,,,,336.09,,335.82500000000005,,,,,,,L5
2007-02-08 21:48:38+00:00,268.18,,,,,,,,,,329.62,,,,336.33,226.89,326.23,331.59,265.73,292.31,,340.37,,335.53,,,,333.68,,L5
2013-05-31 21:55:43+00:00,,,,231.23,,332.07,,,299.72,275.21,320.78,212.03,278.92,268.27,,227.56,287.0,,,,,315.21,311.35,330.63,337.11,339.5,314.28,,,L8
2013-08-19 21:55:42+00:00,300.53,,,231.23,314.69,332.07,,,310.53,283.03,320.695,215.905,280.07500000000005,268.27,,273.15,289.25,302.24,,,,315.21,315.485,331.58,340.18,340.37,319.41999999999996,,,L8
2013-09-04 21:55:42+00:00,302.03,,,247.70999999999998,319.25,332.07,,,315.21,283.03,322.4066666666667,217.89000000000001,280.07500000000005,255.505,,287.5133333333333,290.6433333333334,303.89,310.21,,,315.21,313.03333333333336,331.19,338.68333333333334,339.79333333333335,320.59666666666664,313.17,,L8
2013-10-06 21:55:33+00:00,303.4,,,254.19333333333336,320.6433333333334,332.07,327.71,,318.5375,287.68,322.3625,217.89000000000001,288.61333333333334,255.505,324.28,295.515,293.34000000000003,305.3933333333334,305.67499999999995,275.49,272.72,316.09000000000003,311.2525,330.2675,337.6775,337.845,321.4025,316.655,313.4,L8
