dates,satname,nzd0569-0000,nzd0569-0001,nzd0569-0002,nzd0569-0003,nzd0569-0004,nzd0569-0005,nzd0569-0006,nzd0569-0007,nzd0569-0008,nzd0569-0009,nzd0569-0010,nzd0569-0011,nzd0569-0012,nzd0569-0013,nzd0569-0014,nzd0569-0015,nzd0569-0016,nzd0569-0017,nzd0569-0018,nzd0569-0019,nzd0569-0020,nzd0569-0021,nzd0569-0022,nzd0569-0023,nzd0569-0024,nzd0569-0025
2001-07-14 22:02:21.695000,L7,104.68,142.99,156.23,166.74,124.54,120.56,37.00,81.84,159.55,171.37,156.60,,,178.46,211.88,92.55,182.61,153.60,208.50,208.64,170.22,202.73,154.99,45.33,81.70,63.79
2001-08-15 22:01:50.547000,L7,250.96,251.44,250.42,248.08,245.96,251.20,249.74,246.43,253.86,244.80,245.04,250.48,249.48,252.61,257.42,262.61,264.66,273.29,276.77,261.80,270.64,254.02,266.07,262.18,258.23,257.70
2001-08-31 22:01:41.241000,L7,209.65,214.88,194.76,214.72,232.03,237.46,247.42,242.33,238.54,234.46,267.14,249.22,236.25,247.52,261.72,293.93,252.15,256.02,267.55,242.04,206.91,240.07,240.61,277.55,242.50,249.34
2001-10-02 22:01:16.521000,L7,249.47,242.40,245.38,249.38,258.70,252.70,247.68,253.51,254.21,260.66,256.48,260.21,262.87,259.34,259.11,268.80,272.43,273.56,277.96,269.60,267.93,269.91,263.76,258.89,256.80,259.39
2001-11-03 22:01:22.838000,L7,348.88,256.07,256.52,255.57,268.90,266.49,261.21,251.66,255.59,264.36,261.43,259.60,261.33,267.69,269.74,271.49,277.99,287.53,291.38,304.56,288.86,280.55,270.35,278.52,301.23,292.74
2002-01-22 22:01:52.791000,L7,185.06,179.90,183.59,182.66,198.49,194.32,190.69,193.38,195.82,199.50,203.15,203.02,211.11,210.28,124.24,213.91,209.68,221.51,209.59,210.05,158.42,213.43,209.15,203.60,205.83,204.24
2002-02-07 22:01:54.032000,L7,98.03,167.94,167.45,173.70,134.19,,,113.46,165.32,149.02,184.23,81.10,174.42,169.17,76.28,197.83,191.91,201.77,199.65,163.24,145.36,186.23,197.91,192.34,184.24,182.04
2002-03-11 22:01:55.664000,L7,,,,,32.58,118.61,111.38,53.25,62.83,178.99,188.81,102.65,78.13,173.90,128.00,99.56,145.14,126.07,112.76,126.53,128.87,173.78,169.17,120.82,178.68,175.54
2002-03-27 22:01:49.448000,L7,248.34,242.01,250.81,260.32,254.10,256.07,246.82,246.73,246.24,251.42,251.51,270.12,263.59,261.95,257.77,259.49,266.10,266.93,255.87,263.95,254.38,259.04,265.82,272.38,264.26,276.33
2002-05-14 22:01:43.334000,L7,191.92,188.90,190.64,190.58,200.19,190.43,201.30,195.76,202.42,207.81,210.08,206.14,199.06,205.46,219.36,212.08,207.36,217.11,206.87,208.34,172.16,206.91,215.75,210.20,202.86,196.03
2002-05-30 22:01:37.827000,L7,196.86,182.60,189.57,197.26,198.28,129.86,192.60,201.08,199.26,212.76,209.70,207.98,210.83,206.86,212.24,216.20,189.37,137.06,208.06,212.08,168.27,205.76,211.88,204.11,203.06,203.07
2002-07-01 22:01:27.057000,L7,113.30,153.13,184.52,183.87,161.03,30.48,136.09,139.10,200.45,201.62,171.90,198.46,203.30,177.28,213.03,210.78,133.43,168.66,129.56,125.12,149.50,145.55,148.73,171.10,138.03,105.62
2002-07-17 22:01:20.506000,L7,94.02,145.60,118.15,182.82,128.07,195.29,163.77,190.63,196.47,195.91,189.55,130.78,186.72,173.64,203.40,185.76,143.06,205.69,102.13,126.69,153.74,163.19,180.48,125.36,144.16,112.28
2002-08-18 22:01:09.559000,L7,246.20,234.72,247.34,239.60,254.46,263.99,251.31,256.23,254.70,261.62,255.66,253.86,258.76,257.07,268.50,268.31,271.98,273.04,280.56,273.92,258.83,249.69,260.19,259.71,257.15,256.49
2002-10-21 22:00:48.324000,L7,252.43,242.08,165.65,271.90,229.89,232.15,229.74,222.47,225.47,230.06,214.96,227.37,231.91,229.29,233.49,235.40,235.41,238.68,235.93,234.43,216.60,231.01,232.73,230.32,226.30,223.73
2003-01-25 22:01:30.681000,L7,241.69,230.78,234.78,221.00,230.45,231.40,232.23,235.97,250.09,255.10,243.67,246.67,245.33,244.46,245.73,247.47,244.96,264.84,261.74,260.88,262.77,256.04,290.81,282.21,252.08,243.34
2003-03-14 22:01:44.544000,L7,272.94,272.20,275.36,274.56,282.66,287.65,287.03,292.45,295.61,293.63,286.28,292.36,288.27,296.78,304.03,305.43,315.55,324.66,332.94,338.66,342.98,337.67,322.82,314.04,310.61,313.09
2003-04-15 22:01:45.971000,L7,222.87,210.90,217.40,223.17,234.72,241.83,236.81,233.60,231.45,244.21,280.62,283.45,261.95,318.84,368.09,343.68,318.56,293.34,373.12,322.40,299.48,330.47,262.19,252.20,254.82,257.68
2003-08-13 21:49:56.757000,L5,127.95,93.01,139.06,147.17,133.53,146.88,152.68,101.05,183.75,196.35,192.72,191.24,186.90,170.84,197.70,199.54,197.56,156.58,189.59,184.11,166.99,162.71,204.50,123.46,95.43,96.07
2003-08-29 21:50:14.179000,L5,225.86,220.30,223.36,228.16,237.68,239.24,238.49,237.50,245.21,254.13,247.98,248.13,256.49,249.78,254.09,256.43,257.45,259.67,258.85,258.92,259.59,254.24,253.71,250.85,249.18,244.32
2003-09-14 21:50:30.542000,L5,245.29,243.08,249.90,253.81,259.70,256.28,257.25,263.60,278.68,275.34,272.54,270.73,273.60,271.97,278.54,285.62,289.40,296.09,310.55,316.66,322.22,308.73,295.73,278.96,264.86,264.72
2003-09-30 21:50:42.209000,L5,210.62,200.59,203.72,207.31,212.78,224.76,214.18,223.56,212.98,228.44,228.77,231.10,234.57,233.62,237.27,240.95,243.61,242.07,239.33,231.70,201.56,227.27,231.67,222.91,219.41,218.33
2003-10-16 21:50:55.996000,L5,198.20,196.97,203.54,206.33,212.50,216.93,223.14,218.76,218.60,229.72,228.49,229.83,234.88,233.67,236.22,236.40,232.20,230.92,226.78,221.51,197.04,224.15,227.23,220.12,218.86,213.63
2004-01-04 21:51:46.048000,L5,214.67,212.56,212.85,217.45,223.59,225.68,227.18,230.00,229.22,234.94,233.24,232.23,240.98,238.13,248.24,253.72,255.69,259.74,259.99,253.63,248.30,250.56,253.92,244.27,233.72,231.50
2004-04-09 21:52:31.725000,L5,127.11,155.16,144.52,153.96,124.28,138.79,136.29,73.14,186.17,199.66,199.76,196.30,194.28,198.50,203.71,198.40,190.56,197.45,178.78,186.43,154.79,195.95,200.64,185.52,181.37,160.30
2004-07-14 21:55:18.989000,L5,132.00,173.27,164.96,168.22,140.94,157.76,176.28,165.06,197.00,204.90,202.98,205.20,203.90,182.50,214.63,217.76,130.11,152.64,152.49,160.92,163.72,199.56,205.64,183.03,173.41,150.11
2004-07-30 21:55:39.919000,L5,145.40,166.68,150.22,154.50,141.53,154.19,107.42,81.62,82.84,70.05,88.04,200.85,203.93,182.63,208.90,206.87,142.42,157.91,137.36,159.38,160.37,194.72,207.95,151.72,141.96,144.68
2004-08-15 21:56:01.630000,L5,229.40,221.91,223.72,227.94,242.97,246.12,243.74,243.29,245.04,245.04,248.57,249.39,256.53,255.02,251.96,261.46,264.58,266.42,263.29,261.59,247.63,249.91,260.22,257.95,249.87,250.65
2004-09-16 21:56:53.497000,L5,213.63,211.97,213.98,218.03,224.26,234.17,232.86,233.36,230.16,235.42,235.34,233.89,240.03,239.17,241.65,243.41,248.79,243.66,248.81,240.02,228.21,239.79,246.86,242.33,233.11,233.78
2004-10-02 21:57:14.880000,L5,,,,,90.94,104.65,156.25,194.40,199.54,204.18,147.78,,189.74,210.23,217.42,222.90,223.09,206.96,219.72,214.75,173.92,217.69,218.37,205.01,190.49,188.33
2004-10-18 21:57:35.668000,L5,35.81,56.01,129.17,112.39,116.15,124.90,118.09,54.76,177.56,190.20,191.87,193.24,202.48,202.41,201.59,207.46,203.42,198.20,197.15,193.19,157.93,186.61,191.44,173.25,154.34,151.66
2004-11-19 21:58:07.046000,L5,,,,157.40,174.31,187.80,175.24,183.26,183.93,205.29,205.01,209.20,213.19,203.91,211.05,215.47,216.43,216.13,213.72,208.66,168.41,201.67,205.25,199.18,193.21,192.05
2005-01-06 21:59:00.856000,L5,207.67,198.88,206.83,204.81,216.82,219.80,217.08,223.33,224.20,234.06,237.32,234.67,242.40,238.51,242.48,243.07,247.23,248.28,234.56,234.27,199.91,228.76,235.80,231.60,229.95,219.16
2005-02-23 21:59:43.397000,L5,220.75,216.56,216.47,218.72,229.63,230.01,230.48,227.13,232.92,235.31,242.49,241.94,246.03,245.56,249.22,255.64,257.66,260.33,255.29,248.49,233.25,245.90,253.98,253.64,251.42,242.19
2005-03-11 21:59:55.791000,L5,222.62,216.34,217.22,220.78,227.56,232.74,233.45,234.51,233.17,239.98,241.24,244.75,246.08,241.39,248.78,250.81,253.17,253.98,250.38,242.21,224.65,240.25,251.24,249.61,248.27,244.02
2005-03-27 22:00:03.252000,L5,132.80,136.56,148.87,133.62,113.50,135.51,131.66,76.40,182.19,190.86,189.83,196.54,201.91,201.06,205.45,204.86,201.35,201.58,196.74,191.14,152.36,178.15,190.13,191.07,179.95,167.77
2005-04-28 22:00:11.734000,L5,212.07,205.27,209.51,212.17,216.39,228.42,226.71,227.95,223.15,233.84,233.63,236.75,236.79,231.97,242.92,244.15,250.47,244.94,242.19,236.80,202.66,232.25,239.93,236.20,235.34,226.67
2005-06-15 22:00:34.314000,L5,255.16,280.21,239.79,270.16,256.23,247.05,248.96,311.60,287.58,303.11,256.00,255.70,247.48,299.45,259.31,256.50,263.48,262.52,256.36,248.64,227.43,237.26,247.10,238.94,237.76,232.32
2005-09-19 22:01:08.704000,L5,224.34,216.12,220.31,221.58,233.51,232.59,235.75,235.88,238.28,237.57,238.33,238.75,242.69,241.56,242.19,250.22,251.32,253.12,248.65,242.81,233.07,241.76,250.37,243.44,240.31,238.71
2005-10-05 22:01:05.133000,L5,216.77,214.64,217.52,221.45,230.67,233.29,232.13,232.72,238.76,240.25,241.83,242.45,243.39,241.22,239.95,245.83,248.37,248.56,250.43,242.88,222.78,234.81,242.26,242.01,238.18,238.12
2005-11-22 22:01:34.747000,L5,197.62,183.09,199.43,194.72,206.43,210.82,209.27,201.94,202.70,212.88,213.86,212.88,217.25,216.70,220.12,223.69,221.63,225.67,222.34,219.72,188.68,224.20,231.46,219.78,211.32,
2006-01-25 22:03:05.026000,L5,205.16,200.29,206.62,206.95,212.21,217.53,220.28,216.60,214.57,219.38,223.15,223.07,227.49,224.90,230.69,231.25,231.80,231.66,229.79,233.72,203.28,232.93,241.45,234.02,234.21,227.42
2006-02-26 22:03:47.179000,L5,220.50,217.44,220.67,225.70,231.81,242.13,237.99,241.67,241.37,247.22,249.01,253.30,255.55,252.08,247.15,248.94,254.01,256.03,260.69,249.33,228.37,240.16,248.04,243.80,249.22,248.30
2006-05-17 22:05:09.745000,L5,132.24,162.55,138.78,144.32,134.90,140.31,149.82,77.69,186.77,190.29,182.74,185.47,122.58,195.47,205.82,123.47,200.22,192.48,197.21,178.10,164.56,196.55,202.51,179.68,172.58,136.08
2006-08-21 22:06:31.405000,L5,132.49,163.03,154.16,157.63,129.16,150.72,155.13,130.61,193.68,200.09,195.91,197.24,159.44,201.53,211.37,205.49,212.92,207.68,202.98,186.27,165.76,200.25,202.31,177.90,161.48,144.38
2006-09-06 22:06:43.491000,L5,217.12,218.83,220.68,225.42,231.58,239.13,237.12,245.01,242.09,240.78,239.16,244.17,245.67,243.80,249.84,250.51,258.19,256.56,257.64,260.68,258.74,249.39,252.66,252.05,248.47,247.42
2006-09-22 22:06:54.827000,L5,214.01,213.57,219.24,221.74,233.03,237.22,236.49,236.08,240.70,245.61,245.84,246.44,248.98,250.51,250.32,258.48,252.42,254.18,251.12,247.58,235.00,237.03,246.13,238.05,239.30,234.38
2006-10-24 22:07:14.438000,L5,216.75,217.14,216.50,220.39,228.66,234.13,229.02,232.10,232.70,239.03,238.86,242.51,245.28,248.22,256.99,287.51,,,328.23,273.85,333.16,299.75,314.35,,300.38,359.15
2006-12-11 22:08:04.096000,L5,208.65,204.32,210.18,211.90,216.05,223.31,224.97,226.02,218.78,231.61,232.49,254.44,228.96,230.31,229.51,236.79,235.49,235.71,230.59,228.24,197.54,226.71,237.58,234.28,232.84,230.11
2007-09-09 22:06:09.271000,L5,222.77,214.22,215.29,223.01,233.56,238.32,235.78,237.79,237.59,245.21,247.91,244.03,254.67,251.44,259.72,265.64,264.93,266.21,267.36,269.03,257.75,250.57,245.51,240.42,242.96,239.85
2008-03-03 22:03:15.875000,L5,223.21,216.60,218.81,221.52,233.35,234.67,235.20,232.82,241.44,241.68,245.83,245.70,248.23,248.64,252.48,259.17,256.27,261.18,267.47,264.08,243.86,256.73,251.60,250.34,251.27,239.49
2008-10-29 21:56:36.227000,L5,219.97,212.86,215.98,219.77,225.50,228.57,231.80,232.41,224.86,242.00,244.86,246.48,252.13,249.00,252.62,257.59,256.82,258.12,255.14,254.42,223.70,233.33,241.09,241.40,238.10,234.44
2009-02-02 21:58:34.187000,L5,210.26,203.69,210.38,209.19,216.43,225.22,227.31,225.99,215.36,230.31,235.71,234.64,238.96,235.47,238.07,242.50,242.87,242.30,234.23,236.12,186.22,222.34,235.22,233.45,235.36,227.89
2009-02-18 21:58:58.554000,L5,174.46,173.13,172.86,145.33,149.53,180.15,173.84,190.01,166.92,131.72,181.32,,,,203.56,215.74,209.06,174.50,130.16,86.37,113.50,173.99,205.79,213.12,204.36,199.79
2010-02-05 22:03:53.684000,L5,210.86,200.05,210.19,211.12,214.30,228.38,224.24,222.21,218.31,231.40,233.79,234.08,237.19,235.56,239.71,243.81,243.43,241.49,239.08,239.84,197.97,229.73,238.44,234.95,236.19,229.97
2010-02-21 22:03:56.549000,L5,211.82,202.54,209.03,211.61,217.25,227.21,223.36,220.84,217.40,232.29,234.51,238.66,235.69,230.65,234.99,239.03,242.43,236.34,239.28,232.74,192.94,219.91,230.94,239.27,234.62,228.95
2010-10-03 22:03:04.727000,L5,122.00,167.50,148.66,168.58,140.17,178.95,151.47,85.90,193.81,204.19,204.44,209.21,213.93,209.24,204.37,208.18,212.60,210.98,202.21,200.49,156.29,197.68,205.43,195.85,189.85,193.36
2010-11-04 22:02:50.090000,L5,217.64,214.45,219.62,226.47,228.35,235.56,231.26,230.66,225.00,236.29,241.39,241.76,241.64,242.55,247.47,249.25,252.84,248.89,256.74,253.74,230.48,247.96,247.44,250.03,245.64,243.90
2011-01-07 22:02:56.182000,L5,218.34,212.22,215.23,225.34,227.96,236.77,236.85,238.10,234.43,250.16,246.87,250.37,253.54,253.45,255.44,259.13,256.30,257.33,261.27,262.98,241.43,246.65,248.51,247.61,242.85,240.15
2011-01-23 22:02:56.734000,L5,240.28,240.89,244.99,248.39,256.89,258.94,257.56,257.03,268.41,275.50,278.37,276.58,283.73,279.08,283.17,285.12,284.36,295.08,304.83,312.66,303.55,307.73,302.59,287.91,268.54,271.37
2011-02-08 22:02:59.125000,L5,196.95,191.52,192.90,204.24,208.25,220.09,226.99,215.59,207.11,231.67,231.81,222.54,224.63,222.79,229.53,233.70,229.58,220.02,209.34,204.91,,,,,,
2011-03-12 22:02:55.330000,L5,204.13,201.10,200.71,208.19,219.24,218.71,222.27,219.73,218.69,229.72,232.95,230.19,236.52,238.07,239.01,243.27,239.94,242.98,241.98,229.66,191.19,224.09,237.48,233.76,231.86,226.67
2011-03-28 22:02:50.009000,L5,210.89,208.66,208.12,211.75,218.09,223.19,228.09,225.61,218.60,233.32,236.48,235.70,239.90,242.30,244.27,248.39,247.27,252.57,242.20,235.99,195.43,225.70,239.41,236.24,233.05,227.42
2011-09-04 22:01:39.379000,L5,130.54,150.03,154.14,156.23,131.27,150.10,146.08,56.57,174.87,197.31,194.85,193.09,191.56,191.79,196.68,112.13,137.64,147.26,153.65,150.51,135.39,183.73,137.31,93.30,,
2013-06-05 22:15:03.120000,L8,113.35,168.33,159.72,183.58,133.72,140.62,150.20,58.12,199.53,206.41,208.78,210.80,209.05,210.58,210.03,211.38,217.46,161.91,165.95,182.88,151.88,191.49,211.65,208.93,199.39,193.59
2013-07-07 22:15:00.081000,L8,120.95,183.63,166.99,192.59,198.98,194.18,175.42,128.54,205.39,207.17,214.25,211.75,106.94,213.23,217.71,214.13,223.38,220.78,184.03,184.96,134.95,188.15,212.66,210.95,201.18,198.90
2013-07-23 22:14:58.777000,L8,120.45,169.98,181.65,185.17,142.25,180.30,174.63,120.86,199.71,207.82,209.20,204.24,82.56,206.67,210.53,211.72,215.97,217.42,201.89,184.99,142.85,163.83,211.59,206.33,199.81,195.97
2013-09-25 22:14:53.099000,L8,206.79,199.20,201.46,204.49,215.31,219.54,214.85,223.09,218.13,224.79,222.16,224.81,228.87,228.59,232.92,236.43,232.34,235.36,227.18,221.77,187.17,234.45,229.94,223.94,218.72,221.47
2013-10-27 22:14:43.714000,L8,,,,,,,,,,64.85,94.94,218.00,218.60,216.65,214.37,218.60,222.18,223.76,215.06,206.19,183.43,210.10,217.57,214.32,209.50,207.83
2013-11-28 22:14:37.848000,L8,119.88,161.73,168.57,180.31,130.84,136.84,145.78,96.41,83.01,108.14,199.59,200.37,202.46,203.94,202.56,202.15,212.92,210.40,140.10,154.34,157.74,187.23,200.71,202.60,198.10,195.17
2013-12-14 22:14:33.459000,L8,226.92,220.00,224.88,223.68,230.00,235.87,234.03,236.44,244.33,246.90,246.48,248.28,252.41,247.52,245.81,253.16,260.03,262.44,259.61,257.96,253.38,244.92,256.40,253.08,248.03,249.16
2013-12-30 22:14:25.215000,L8,230.83,221.20,279.25,262.92,255.36,246.09,234.21,228.66,238.17,236.89,243.31,241.76,246.26,242.77,244.77,243.02,256.02,252.00,245.11,236.69,239.20,239.75,251.74,252.01,245.27,246.71
2014-01-31 22:14:04.661000,L8,219.52,208.34,220.74,215.99,224.85,230.48,235.44,227.09,224.30,223.44,244.65,253.43,252.63,250.36,259.46,241.68,260.37,254.03,237.58,235.84,247.98,242.38,246.23,254.57,255.71,245.78
2014-02-16 22:13:50.683000,L8,197.48,192.88,195.75,197.19,208.56,207.37,216.34,213.95,209.47,208.41,211.60,213.09,224.35,222.22,235.51,218.09,230.44,258.32,219.80,218.95,187.50,210.07,243.73,232.48,213.38,212.48
2014-03-20 22:13:25.653000,L8,245.66,242.71,258.78,253.15,263.45,265.60,255.34,260.00,269.07,274.36,267.41,280.35,297.61,314.82,344.69,286.55,281.43,289.05,279.56,339.70,317.86,373.88,297.27,287.61,336.92,273.27
2014-04-05 22:13:10.561000,L8,217.37,217.26,215.28,211.53,223.00,223.65,216.35,224.82,222.38,232.91,230.73,233.98,237.11,237.99,238.72,244.80,243.68,257.93,231.97,234.36,189.05,246.34,246.80,249.06,245.15,238.46
2014-04-21 22:12:54.038000,L8,231.47,224.62,215.49,218.15,218.48,217.62,216.53,219.25,221.30,235.91,243.24,239.45,237.47,234.23,236.83,223.83,249.15,249.67,247.32,252.73,239.15,249.36,265.99,238.81,235.27,237.30
2014-05-07 22:12:37.911000,L8,,,131.03,133.22,126.80,132.38,,,53.94,176.84,149.04,194.13,174.87,186.45,202.50,,,,,,,144.61,6.48,65.75,40.46,45.86
2014-08-11 22:13:03.844000,L8,61.66,111.60,106.07,81.46,137.50,144.91,167.98,59.25,197.41,203.40,208.74,202.61,148.25,203.20,210.41,206.18,213.90,213.19,149.37,161.21,151.24,194.19,208.89,208.03,194.32,193.86
2014-08-27 22:13:05.288000,L8,199.15,190.31,189.90,194.55,201.13,194.70,198.86,205.36,206.83,211.16,209.65,215.22,217.34,212.36,215.67,217.47,225.80,222.32,216.92,201.71,170.77,201.60,219.54,216.31,214.32,213.21
2014-09-28 22:13:08.778000,L8,,,,143.53,130.14,135.20,112.56,57.56,192.89,196.94,199.25,196.22,199.72,199.90,196.42,199.51,207.85,208.48,201.29,183.54,161.38,183.55,195.04,200.01,190.60,189.07
2014-10-14 22:13:14.573000,L8,204.94,195.54,196.91,200.80,207.41,213.44,210.22,213.96,212.57,218.55,221.86,220.68,225.79,224.54,232.81,224.83,230.59,229.83,236.66,217.31,192.40,241.96,236.98,232.91,224.50,246.37
2014-11-15 22:13:13.466000,L8,206.67,196.26,197.90,203.66,209.40,214.49,212.50,213.36,214.33,215.32,221.08,221.97,228.51,229.61,241.18,232.27,248.37,229.44,236.98,217.21,196.69,239.50,235.14,234.72,225.66,254.47
2014-12-01 22:13:12.181000,L8,106.41,154.94,151.64,147.20,127.33,131.65,143.31,57.39,29.48,98.58,126.57,111.69,63.98,120.59,168.85,196.44,204.52,185.87,192.32,183.61,20.56,182.77,197.95,194.01,,
2015-01-02 22:13:02.831000,L8,218.22,210.80,212.45,217.17,223.95,224.90,230.03,228.60,239.90,242.13,243.14,244.05,246.76,247.93,246.02,243.55,257.38,250.63,254.61,267.03,256.95,250.39,262.70,258.20,255.37,259.20
2015-01-18 22:13:00.564000,L8,,,,140.17,130.74,140.46,150.29,108.10,193.02,195.82,201.80,199.87,201.31,181.27,198.22,191.73,210.99,176.75,199.53,178.49,154.76,187.81,201.17,204.60,199.41,195.14
2015-02-19 22:12:49.582000,L8,220.00,213.66,198.43,213.07,218.82,220.87,219.70,228.76,220.59,229.23,230.32,238.47,234.61,244.80,241.46,243.12,243.28,250.80,243.16,228.56,248.18,243.99,247.82,248.04,247.25,245.12
2015-03-07 22:12:42.077000,L8,225.90,221.07,219.56,217.75,226.99,236.21,227.08,234.73,236.83,244.42,246.22,250.74,254.59,254.13,248.00,256.70,256.67,257.28,253.10,258.46,260.73,254.62,254.11,253.43,250.24,248.89
2015-03-23 22:12:32.997000,L8,184.24,184.23,186.44,190.30,197.37,198.35,162.79,160.93,199.88,206.05,210.05,209.68,217.41,209.70,212.42,210.77,218.22,215.68,144.84,,,27.64,162.53,,,
2015-05-26 22:12:05.002000,L8,220.37,213.93,208.80,215.13,224.83,224.05,224.93,231.49,226.40,240.29,259.88,241.98,238.84,242.30,253.08,266.27,261.75,266.92,253.47,230.90,235.22,244.30,262.85,258.16,251.15,237.79
2015-06-27 22:12:22.174000,L8,186.71,170.85,184.96,186.06,143.73,179.22,115.07,58.51,199.86,205.69,209.79,205.88,208.13,204.14,209.79,209.30,215.73,154.49,148.49,151.85,156.89,193.06,210.65,206.44,200.47,197.91
2015-10-01 22:13:01.841000,L8,233.96,232.57,232.22,233.24,240.37,242.25,242.25,247.05,252.45,265.46,260.33,255.44,257.51,256.70,259.05,261.20,269.12,280.38,287.35,300.84,283.15,260.87,248.73,254.16,243.80,252.59
2015-12-04 22:13:09.054000,L8,202.82,196.10,194.41,196.62,208.43,207.69,206.29,211.69,208.71,213.48,215.54,220.63,224.50,224.86,219.27,224.53,228.75,228.59,223.25,213.60,193.95,225.08,223.49,225.81,220.59,215.37
