dates,nzd0497-0000,nzd0497-0001,nzd0497-0002,nzd0497-0003,nzd0497-0004,nzd0497-0005,nzd0497-0006,nzd0497-0007,nzd0497-0008,nzd0497-0009,nzd0497-0010,nzd0497-0011,nzd0497-0012,nzd0497-0013,nzd0497-0014,nzd0497-0015,nzd0497-0016,nzd0497-0017,nzd0497-0018,nzd0497-0019,nzd0497-0020,nzd0497-0021,nzd0497-0022,nzd0497-0023,nzd0497-0024,nzd0497-0025,nzd0497-0026,nzd0497-0027,nzd0497-0028,nzd0497-0029,nzd0497-0030,nzd0497-0031,satname
2011-03-12 22:04:31+00:00,,304.5,269.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2013-08-31 22:22:50+00:00,318.62,270.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2013-11-19 22:22:25+00:00,330.555,277.875,264.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2014-02-23 22:21:32+00:00,330.95,277.31,264.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2014-04-21 22:14:29+00:00,333.76666666666665,284.94666666666666,264.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2015-10-08 22:20:48+00:00,322.85,268.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2015-10-17 22:14:38+00:00,325.84000000000003,272.40999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2015-10-24 22:20:52+00:00,326.01,273.5566666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2016-03-16 22:20:36+00:00,324.15,273.4375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2017-01-30 22:20:50+00:00,329.87,305.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2017-02-08 22:14:34+00:00,329.87,300.17499999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2017-05-06 22:20:07+00:00,329.845,293.1666666666667,269.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2017-09-27 22:21:00+00:00,328.76,283.625,269.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2017-11-30 22:20:56+00:00,333.245,291.88,273.28,273.4,272.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2018-03-06 22:20:26+00:00,344.31666666666666,291.09666666666664,268.4,273.4,272.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2018-03-15 22:14:10+00:00,352.2725,290.905,268.4,273.4,272.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2018-05-18 22:13:34+00:00,353.51,287.8275,268.8433333333333,273.4,272.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2018-07-21 22:13:49+00:00,352.56,281.7075,268.54333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2018-08-29 22:20:19+00:00,348.76599999999996,282.754,267.4875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2018-09-07 22:14:12+00:00,345.32,284.52799999999996,268.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
