dates,satname,nzd0497-0000,nzd0497-0001,nzd0497-0002,nzd0497-0003,nzd0497-0004,nzd0497-0005,nzd0497-0006,nzd0497-0007,nzd0497-0008,nzd0497-0009,nzd0497-0010,nzd0497-0011,nzd0497-0012,nzd0497-0013,nzd0497-0014,nzd0497-0015,nzd0497-0016,nzd0497-0017,nzd0497-0018,nzd0497-0019,nzd0497-0020,nzd0497-0021,nzd0497-0022,nzd0497-0023,nzd0497-0024,nzd0497-0025,nzd0497-0026,nzd0497-0027,nzd0497-0028,nzd0497-0029,nzd0497-0030,nzd0497-0031
2006-02-01 22:11:01.629000,L5,365.69,291.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-12 22:04:31.079000,L5,365.66,304.50,269.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-31 22:22:50.245000,L8,318.62,270.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-27 22:16:19.549000,L8,330.58,275.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-19 22:22:25.407000,L8,342.49,285.57,264.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-23 22:21:32.043000,L8,331.74,276.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-21 22:14:29.865000,L8,327.07,293.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-15 22:14:49.314000,L8,329.12,285.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-10 22:20:38.674000,L8,325.32,270.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-08 22:20:48.527000,L8,322.85,268.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-17 22:14:38.194000,L8,328.83,276.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-24 22:20:52.499000,L8,326.35,275.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-18 22:14:44.822000,L8,331.98,282.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-05 22:14:40.992000,L8,326.40,276.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-16 22:20:36.438000,L8,318.57,273.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-03 22:20:25.006000,L8,323.13,273.54,263.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-27 22:21:07.723000,L8,329.32,296.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23 22:14:43.048000,L8,332.47,301.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30 22:20:50.623000,L8,329.87,305.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-08 22:14:34.654000,L8,386.54,294.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-15 22:20:43.526000,L8,374.42,308.84,273.67,269.62,274.87,277.17,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-06 22:20:07.089000,L8,329.82,279.15,269.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-27 22:21:00.343000,L8,327.70,288.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-29 22:21:05.518000,L8,328.83,296.72,267.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-30 22:20:56.190000,L8,338.79,295.66,273.28,273.40,272.41,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-27 22:14:19.470000,L8,381.79,292.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-06 22:20:26.446000,L8,366.46,289.53,263.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-15 22:14:10.086000,L8,376.14,290.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-18 22:13:34.690000,L8,332.65,275.79,269.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-21 22:13:49.390000,L8,334.99,271.18,272.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-29 22:20:19.957000,L8,333.59,286.94,264.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-07 22:14:12.130000,L8,349.23,298.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30 22:20:31.646000,L8,378.14,282.51,268.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-13 22:14:27.136000,L8,379.59,281.84,268.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-14 22:14:21.185000,L8,362.83,291.96,270.28,269.67,274.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-21 22:20:30.485000,L8,369.48,281.65,267.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-13 22:14:57.837000,L8,341.77,297.07,272.39,274.39,277.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-29 22:14:55.870000,L8,383.62,286.76,269.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-04 22:14:32.767000,L8,336.90,284.92,268.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-11 22:20:40.527000,L8,366.67,294.33,265.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-08 22:14:11.756000,L8,,,,,,,280.06,301.75,307.76,304.78,292.00,285.48,293.55,321.53,298.61,291.16,285.53,299.77,,,,,,,,,,,,,,
2020-07-17 22:20:40.662000,L8,332.17,270.20,277.88,276.61,280.30,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-14 22:14:56.808000,L8,321.35,274.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-30 22:20:34.287000,L8,,,,,,,278.39,303.51,319.71,340.33,299.39,279.10,,,,,,,,,,,,,,,,,,,,
2021-06-27 22:14:29.908000,L8,301.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-14 22:14:45.391000,L8,328.49,287.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30 22:14:49.951000,L8,330.88,285.41,269.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-22 22:21:05.391000,L8,330.50,285.70,271.23,278.11,277.97,262.08,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-18 22:14:56.496000,L8,395.98,295.84,278.16,286.11,283.02,272.48,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-12 22:14:55.412000,L9,390.55,287.96,284.83,268.90,278.82,262.44,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-13 22:14:50.477000,L9,343.85,292.20,275.24,293.45,283.61,260.78,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-06 22:14:44.088000,L8,331.61,277.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-13 22:20:52.491000,L8,323.06,270.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-02 22:14:37.725000,L9,341.87,294.55,290.69,299.71,286.62,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-02 22:20:31.499000,L8,359.42,296.27,280.03,302.57,287.03,267.71,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-10 22:20:41.030000,L9,315.53,269.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-05 22:20:51.340000,L8,331.37,269.11,292.00,301.24,291.65,266.34,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-14 22:14:46.889000,L8,,,280.62,381.91,291.99,262.51,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-30 22:14:51.348000,L8,331.04,278.17,289.16,296.42,289.05,264.76,282.13,309.28,312.09,312.57,304.10,287.00,292.98,310.66,300.83,298.42,294.86,298.75,,,,,,,,,,,,,,
2022-07-15 22:20:36.379000,L9,334.24,281.39,296.58,307.41,305.49,289.48,278.81,309.69,315.02,318.40,310.27,288.89,298.96,310.80,300.48,304.85,303.11,302.93,,,,,,,,,,,,,,
2022-08-24 22:21:19.767000,L8,385.93,346.05,293.58,302.06,287.56,286.99,280.12,307.60,311.81,309.09,300.58,288.80,295.87,309.49,300.49,298.78,293.23,297.83,,,,,,,,,,,,,,
2022-08-25 22:14:50.743000,L9,331.74,343.77,283.25,300.67,281.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-10 22:14:51.402000,L9,333.09,336.37,286.23,293.71,285.19,261.97,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-19 22:21:14.754000,L9,339.86,302.41,278.00,284.57,278.62,264.54,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-28 22:15:03.247000,L9,359.60,299.85,279.80,282.61,277.52,262.81,,,,,,,284.87,302.60,296.49,397.48,393.47,,,,,,,,,,,,,,,
2022-12-30 22:21:12.462000,L8,335.59,339.75,301.46,285.06,298.37,,,,,,,,295.18,309.96,325.44,308.38,309.38,299.51,,,,,,,,,,,,,,
2023-01-07 22:21:14.460000,L9,379.32,330.13,290.52,303.22,292.82,263.25,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-15 22:21:05.646000,L8,379.14,343.40,293.33,307.78,294.48,265.84,285.79,310.61,313.51,313.23,304.08,293.54,298.50,309.29,303.10,300.38,299.54,300.31,,,,,,,,,,,,,,
2023-03-05 22:14:49.135000,L9,373.18,305.33,303.22,297.15,282.17,262.69,280.87,298.98,308.89,310.43,305.08,291.81,297.78,309.59,301.11,302.05,303.46,301.11,,,,,,,,,,,,,,
2023-04-06 22:14:33.046000,L9,324.80,271.74,265.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-29 22:20:31.914000,L9,336.78,287.80,292.71,311.44,295.50,266.53,286.11,314.97,318.33,322.36,305.64,290.84,300.70,309.05,306.29,302.15,306.38,321.67,269.09,,,,,,,,,,,,,
2023-05-23 22:20:05.625000,L8,335.09,287.05,301.53,311.20,301.78,281.39,286.85,316.76,324.84,322.65,317.52,295.05,303.40,310.22,311.00,305.24,307.91,323.86,273.47,,,,,,,,,,,,,
2023-06-09 22:14:00.612000,L9,329.53,263.71,295.32,308.25,295.65,271.87,286.62,314.17,319.93,318.45,307.93,292.59,301.66,309.31,308.78,304.06,305.26,322.08,269.94,,,,,,,,,,,,,
2023-07-27 22:14:14.688000,L9,369.10,355.55,355.53,352.70,350.85,342.81,366.68,370.97,370.01,370.68,382.06,383.19,379.82,362.12,373.18,385.14,364.18,354.05,335.74,310.98,331.59,337.21,334.54,328.17,324.61,323.25,310.93,303.68,338.45,390.06,374.83,350.30
2023-09-04 22:20:46.451000,L9,324.10,278.16,270.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
