dates,satname,nzd0168-0000,nzd0168-0001,nzd0168-0002,nzd0168-0003,nzd0168-0004
1999-10-22 21:58:28.758000,L7,299.80,272.99,229.20,259.50,225.65
1999-12-09 21:58:33.708000,L7,275.51,272.49,220.07,254.34,227.40
1999-12-09 21:58:57.676000,L7,298.14,272.46,216.45,255.18,228.15
2000-02-27 21:58:16.566000,L7,272.44,261.19,173.72,252.96,
2000-02-27 21:58:40.521000,L7,272.71,264.97,173.90,252.99,
2000-03-30 21:58:09.573000,L7,248.93,,,,
2000-03-30 21:58:33.541000,L7,260.47,220.27,184.36,243.46,210.79
2000-09-22 21:56:05.544000,L7,251.19,235.31,,,
2000-12-27 21:56:05.061000,L7,392.39,428.62,530.11,,
2001-01-12 21:56:06.772000,L7,274.25,,,,
2001-01-12 21:56:30.696000,L7,298.45,221.83,212.99,255.84,
2001-06-05 21:55:16.607000,L7,301.17,249.35,230.43,255.00,217.62
2001-06-05 21:55:40.577000,L7,301.31,245.73,230.15,255.31,216.39
2001-06-21 21:55:29.297000,L7,309.79,285.50,292.63,,
2001-09-09 21:54:12.928000,L7,299.41,213.50,232.35,257.80,218.70
2001-10-11 21:53:46.024000,L7,230.74,190.60,,,
2002-01-15 21:54:23.534000,L7,301.56,227.74,209.57,254.81,230.36
2002-08-27 21:53:36.267000,L7,302.47,206.94,216.78,252.17,218.92
2002-08-27 21:54:00.253000,L7,289.33,196.58,,245.04,207.32
2002-10-14 21:53:19.813000,L7,286.89,373.00,359.49,353.95,210.36
2002-10-14 21:53:43.769000,L7,384.76,376.65,375.63,364.37,365.99
2002-10-30 21:53:25.867000,L7,284.54,267.96,275.86,229.58,175.53
2003-01-18 21:54:06.301000,L7,298.48,228.00,228.29,257.87,222.85
2003-01-18 21:54:30.278000,L7,297.90,227.81,224.96,257.22,221.58
2003-05-26 21:54:43.917000,L7,304.16,246.38,236.63,257.20,
2003-07-21 21:42:09.884000,L5,296.11,295.87,288.44,236.43,275.87
2003-07-21 21:42:33.857000,L5,332.83,322.99,313.63,297.24,324.67
2003-08-06 21:42:27.230000,L5,293.46,248.83,273.85,274.73,287.29
2003-08-06 21:42:51.203000,L5,288.49,235.47,269.32,270.41,283.33
2003-10-25 21:43:40.253000,L5,305.87,290.67,273.47,272.23,287.19
2003-10-25 21:44:04.226000,L5,382.09,381.52,350.45,351.19,354.79
2004-02-14 21:44:33.705000,L5,327.03,302.62,300.68,296.49,318.12
2004-02-14 21:44:57.678000,L5,298.97,287.29,282.01,282.51,299.70
2004-04-02 21:44:54.996000,L5,333.32,316.18,309.68,305.91,314.49
2004-04-02 21:45:18.969000,L5,338.84,326.24,313.97,311.51,318.70
2004-04-18 21:45:25.586000,L5,262.98,222.95,265.55,267.90,
2004-04-18 21:45:49.558000,L5,261.53,228.46,267.62,268.52,
2004-05-04 21:45:52.076000,L5,285.79,245.81,260.06,258.39,
2004-05-04 21:46:16.049000,L5,284.68,248.19,260.23,258.25,158.99
2004-05-20 21:46:20.465000,L5,287.75,251.54,276.14,275.58,272.83
2004-06-21 21:47:16.748000,L5,329.96,316.61,316.68,311.52,325.81
