dates,satname,nzd0357-0000,nzd0357-0001,nzd0357-0002,nzd0357-0003,nzd0357-0004,nzd0357-0005,nzd0357-0006,nzd0357-0007,nzd0357-0008,nzd0357-0009,nzd0357-0010,nzd0357-0011,nzd0357-0012,nzd0357-0013,nzd0357-0014,nzd0357-0015,nzd0357-0016,nzd0357-0017,nzd0357-0018,nzd0357-0019,nzd0357-0020,nzd0357-0021,nzd0357-0026,nzd0357-0027,nzd0357-0028,nzd0357-0029,nzd0357-0030,nzd0357-0031,nzd0357-0032,nzd0357-0034,nzd0357-0035,nzd0357-0036,nzd0357-0037,nzd0357-0038,nzd0357-0039,nzd0357-0040,nzd0357-0041,nzd0357-0042,nzd0357-0043,nzd0357-0044,nzd0357-0045,nzd0357-0046,nzd0357-0047,nzd0357-0048,nzd0357-0049,nzd0357-0050,nzd0357-0022,nzd0357-0023,nzd0357-0024,nzd0357-0025,nzd0357-0033,nzd0357-0051,nzd0357-0052,nzd0357-0053,nzd0357-0054,nzd0357-0055,nzd0357-0056,nzd0357-0057,nzd0357-0058,nzd0357-0059,nzd0357-0060,nzd0357-0061,nzd0357-0062,nzd0357-0063,nzd0357-0113,nzd0357-0114,nzd0357-0117,nzd0357-0118,nzd0357-0119,nzd0357-0120,nzd0357-0121,nzd0357-0122,nzd0357-0123,nzd0357-0104,nzd0357-0105,nzd0357-0106,nzd0357-0107,nzd0357-0108,nzd0357-0109,nzd0357-0110,nzd0357-0111,nzd0357-0112,nzd0357-0064,nzd0357-0115,nzd0357-0116,nzd0357-0067,nzd0357-0068,nzd0357-0069,nzd0357-0070,nzd0357-0071,nzd0357-0072,nzd0357-0073,nzd0357-0124,nzd0357-0066,nzd0357-0065,nzd0357-0074,nzd0357-0078,nzd0357-0079,nzd0357-0080,nzd0357-0081,nzd0357-0082,nzd0357-0083,nzd0357-0084,nzd0357-0085,nzd0357-0086,nzd0357-0087,nzd0357-0088,nzd0357-0089,nzd0357-0102,nzd0357-0103
2016-07-24 22:07:13.819000,L8,,526.17,411.80,392.81,297.54,193.06,539.23,533.35,533.91,531.92,512.20,484.18,467.23,445.56,431.89,412.63,394.89,381.47,371.23,366.49,366.50,365.52,323.31,310.14,302.03,295.95,325.32,332.04,325.50,308.35,296.34,288.58,291.27,278.21,264.83,245.77,237.47,250.30,253.20,269.99,273.75,271.27,266.66,254.42,246.39,223.34,361.41,348.30,338.78,326.89,328.25,209.11,190.46,174.58,164.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-09 22:07:15.795000,L8,,,,,,,,,,,,218.72,181.31,257.30,286.21,308.07,,,,,,,284.60,280.24,276.92,200.32,208.68,234.32,242.57,286.85,274.24,274.12,278.05,262.24,242.70,226.72,220.23,222.61,227.55,241.20,247.04,242.21,215.58,218.50,216.28,195.67,,,,,313.39,185.87,165.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-10 22:07:27.365000,L8,,435.46,399.42,380.24,299.53,197.06,,,,,,534.84,516.41,500.63,472.58,467.82,436.20,426.82,404.91,401.58,396.69,399.15,354.35,342.48,334.18,316.89,360.11,368.59,362.20,346.46,329.17,322.04,324.70,387.47,325.28,290.62,272.37,311.49,298.65,320.72,323.88,314.81,307.37,296.52,276.00,264.33,401.56,390.94,378.82,375.05,356.48,246.84,209.68,198.46,182.23,175.12,204.50,208.73,187.41,190.19,194.93,187.91,196.45,176.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-12 22:07:33.085000,L8,,441.34,403.98,378.36,300.44,200.53,,,,,,520.94,503.67,483.95,456.38,441.25,422.83,407.64,396.28,392.96,390.70,389.73,341.69,330.66,318.55,312.06,347.16,352.26,353.31,329.76,315.15,315.34,314.96,306.82,291.19,272.95,255.15,271.28,283.88,293.64,300.13,297.61,293.40,284.37,269.50,253.07,381.75,372.28,353.66,344.95,353.06,229.70,208.16,199.01,180.95,172.38,184.63,185.90,176.23,175.57,168.76,173.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-15 22:07:29.991000,L8,,468.03,400.44,382.62,296.87,190.73,,,,,534.49,502.65,497.02,467.25,452.07,432.92,411.95,400.79,391.89,389.76,385.51,377.77,337.33,321.85,308.60,306.44,335.01,340.63,339.07,323.93,305.36,302.05,305.06,295.70,279.66,259.37,249.56,256.55,270.93,280.16,291.39,294.51,275.03,268.54,257.75,238.99,374.65,361.48,348.78,335.50,341.49,222.71,201.60,187.62,175.47,165.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-16 22:07:22.953000,L8,396.32,382.64,454.52,470.08,461.86,456.84,459.52,457.10,458.83,461.18,445.52,430.64,427.87,413.85,402.80,388.51,371.90,363.80,356.95,358.18,357.73,357.23,309.49,297.31,292.29,283.64,309.70,317.33,311.10,293.36,278.40,275.90,280.60,267.40,250.50,229.61,218.86,230.69,238.14,252.15,257.32,250.28,236.50,227.75,220.26,206.41,352.57,340.88,326.44,312.24,312.33,190.33,172.55,161.96,,,,,,,,,,,324.22,302.93,318.86,248.85,451.70,406.28,398.70,412.48,504.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-05 22:07:02.841000,L8,325.12,215.76,,,,,200.38,297.00,267.90,274.95,276.33,280.17,313.11,349.64,363.28,359.97,350.75,348.20,341.99,317.99,318.01,319.84,292.89,282.61,271.71,267.73,289.99,301.46,291.63,279.08,263.05,264.33,264.70,245.86,219.16,208.24,205.05,205.05,202.49,213.77,213.78,207.76,210.22,209.62,205.77,191.07,333.38,321.65,308.52,295.06,294.63,179.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-21 22:06:52.698000,L8,,429.34,395.38,380.21,298.29,198.53,,,,,,521.19,500.58,478.57,467.05,445.81,424.21,410.56,400.98,396.64,390.13,388.85,342.14,326.51,319.34,314.84,344.58,353.22,350.15,334.83,313.31,312.81,312.55,307.96,290.22,271.52,255.59,271.46,285.05,297.35,299.81,298.69,287.08,281.03,265.38,250.37,383.33,373.34,359.15,343.01,349.39,230.51,209.24,198.16,178.75,174.36,182.51,180.58,178.97,175.28,174.17,176.08,165.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-06 22:06:45.830000,L8,,422.60,395.07,376.97,295.21,197.35,,,,,,,523.18,502.68,479.85,451.26,432.53,415.09,480.19,438.54,418.89,399.14,355.96,339.58,342.31,353.60,379.30,372.91,395.86,379.96,338.49,317.06,342.48,320.78,304.93,284.74,261.42,353.04,325.49,328.89,323.43,306.03,304.88,310.52,289.12,271.67,397.35,407.03,381.40,363.02,400.10,254.18,224.50,207.55,233.64,234.54,228.48,220.92,220.42,228.52,218.72,192.13,179.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-22 22:06:36.244000,L8,,446.03,404.77,367.83,297.77,193.04,,,,,,528.29,514.25,493.76,469.59,451.58,428.94,415.95,401.99,398.11,394.64,397.64,349.85,347.99,325.48,322.23,372.29,363.59,363.08,342.67,315.27,319.32,335.97,327.70,298.32,291.45,277.26,323.83,296.36,310.14,322.51,311.95,307.00,291.63,275.56,255.50,393.18,384.72,364.70,348.33,379.48,238.72,213.46,199.29,191.53,192.77,223.68,205.13,185.36,193.13,189.14,197.70,197.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-08 22:06:35.164000,L8,,428.13,396.52,376.09,293.62,191.73,,,,,,522.08,508.16,490.29,463.46,446.80,429.29,409.73,402.22,394.76,391.06,388.31,344.09,337.71,317.29,321.21,355.05,358.38,354.32,338.74,317.21,315.65,319.05,325.87,302.32,271.56,262.29,303.70,294.18,311.80,309.58,312.08,309.25,285.49,273.15,251.42,386.53,374.66,357.15,349.84,355.55,244.91,217.50,203.13,186.64,177.75,187.89,194.48,183.78,179.60,181.82,182.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-24 22:06:46.292000,L8,,441.33,396.91,376.39,295.92,195.35,,,,,,527.58,520.41,494.47,470.11,454.74,430.15,410.38,433.54,404.14,402.22,447.03,346.43,344.69,324.86,318.11,373.28,372.02,356.06,354.19,321.11,316.97,340.81,313.49,296.55,276.50,263.02,316.54,325.74,310.47,311.86,307.72,298.15,290.44,277.61,258.22,420.60,402.59,361.37,357.17,383.64,239.80,218.71,204.70,207.86,203.97,192.51,204.17,191.33,204.74,189.56,193.17,177.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-09 22:06:54.260000,L8,338.50,349.21,,,432.28,346.47,,,374.62,374.49,399.76,392.18,380.41,352.54,168.95,,,,,,308.41,343.42,,,,,,,,,,,,,,,,,,,,,,,,,291.33,183.98,307.77,271.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-25 22:06:59.518000,L8,,531.04,406.15,386.72,298.50,198.87,,,,,,540.08,525.27,500.39,480.53,467.65,442.15,419.10,400.89,393.48,398.62,394.74,372.23,369.75,336.80,340.84,354.58,361.74,358.09,349.25,320.39,326.54,327.81,353.24,309.91,299.45,272.07,310.59,302.56,320.45,327.15,326.63,311.89,294.40,285.79,268.20,390.22,381.12,360.67,391.52,366.97,254.19,228.19,198.35,184.74,174.57,171.96,198.19,179.27,194.98,170.78,186.27,206.16,,,218.03,434.12,190.73,318.58,367.32,517.67,388.12,197.85,,,,,,,,,,,264.59,315.48,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-28 22:07:19.886000,L8,,,401.24,381.47,298.63,191.83,,,,,,531.23,517.74,488.61,474.20,450.57,431.51,415.82,400.63,398.55,397.20,400.97,361.45,424.39,348.66,324.67,354.85,363.01,358.80,341.76,315.04,312.82,311.81,309.39,295.80,275.18,261.79,273.08,291.04,305.33,318.39,310.65,307.26,283.49,267.07,256.94,402.51,386.98,371.85,353.65,353.54,229.51,207.20,197.61,179.59,178.47,188.38,194.06,179.05,178.12,184.19,175.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31 22:07:31.844000,L8,,463.74,406.38,379.61,309.35,205.98,,,,,,527.48,517.32,503.36,466.40,448.60,419.47,408.37,391.65,387.77,386.47,388.77,339.25,331.08,313.47,308.37,350.29,352.34,340.90,325.65,310.64,308.78,311.03,304.47,282.97,261.09,259.54,276.05,287.91,296.02,305.34,297.13,279.48,277.25,259.98,231.90,379.21,368.07,351.32,341.61,354.89,223.45,208.84,187.37,178.88,171.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-02 22:07:22.770000,L8,,451.07,406.96,365.95,303.74,199.05,,,,,,530.24,522.32,502.88,474.83,455.14,425.84,409.34,407.68,391.63,394.01,391.99,342.41,335.40,332.35,319.62,351.22,358.99,352.89,338.67,315.56,316.63,313.93,309.18,290.80,267.44,264.55,287.41,283.59,299.49,300.17,303.55,296.01,279.07,270.38,247.46,384.49,379.73,360.70,348.96,350.02,232.24,214.87,195.73,189.72,194.80,200.57,188.63,192.16,177.71,174.46,189.53,173.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-19 22:07:14.526000,L8,,419.32,403.52,383.14,293.52,192.22,,,,,,520.65,504.28,484.04,464.38,445.26,425.55,412.52,404.16,393.83,396.98,391.69,341.91,334.83,317.81,316.03,345.81,351.83,352.12,331.57,310.01,312.42,310.96,306.95,289.17,264.56,255.69,268.36,286.87,299.40,309.36,300.59,293.58,278.87,267.48,244.81,388.56,376.99,357.61,345.56,348.06,231.42,207.51,193.26,181.63,170.71,179.70,190.96,182.37,179.56,172.83,175.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-20 22:07:00.077000,L8,397.04,488.77,528.95,530.59,534.82,533.30,519.10,510.06,513.95,508.66,496.36,465.52,444.61,434.27,467.07,411.29,382.08,368.16,368.04,360.46,363.36,354.04,307.52,309.95,290.93,288.60,321.58,325.07,319.82,298.06,280.59,291.50,282.94,280.20,257.67,239.76,228.69,243.85,257.22,263.82,268.11,263.05,246.35,234.78,233.88,215.88,360.21,339.06,329.76,321.53,320.14,200.55,180.48,165.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-24 22:06:44.096000,L8,,419.86,403.73,380.70,294.54,190.75,,,,,,531.65,507.91,480.16,472.60,450.27,426.59,417.60,401.95,391.86,391.83,387.27,347.14,334.21,321.42,313.62,347.97,353.40,356.48,338.12,318.18,315.95,315.15,315.44,297.53,268.10,259.53,274.76,291.28,306.69,321.83,302.23,307.51,286.36,275.95,255.40,385.59,368.50,355.09,344.83,356.13,243.14,212.29,198.56,179.55,174.08,181.04,187.76,183.28,179.61,176.00,180.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-25 22:06:26.771000,L8,,,401.97,376.00,295.40,194.28,,,,,,536.11,520.25,495.32,478.95,465.87,448.73,425.00,428.14,409.16,430.51,418.71,357.41,352.57,327.93,354.87,364.76,393.47,388.76,364.64,337.30,351.87,329.13,347.95,302.95,301.55,269.40,311.72,325.21,319.53,335.02,325.49,314.54,303.25,288.10,261.47,399.90,388.03,376.54,363.31,379.69,255.45,227.67,218.79,193.35,213.80,225.14,223.39,215.25,186.13,191.93,217.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-27 22:06:04.650000,L8,,524.40,403.43,381.23,300.71,199.04,,,,,,535.36,527.27,503.08,481.10,456.86,443.07,431.29,440.42,429.58,431.22,464.01,447.09,431.21,356.76,369.22,415.12,396.35,370.22,411.15,402.54,371.56,331.95,375.50,307.59,364.99,277.88,315.13,333.01,328.60,370.38,353.16,313.19,314.48,292.91,272.84,472.06,391.39,438.55,412.04,383.17,257.69,243.27,224.65,238.17,258.18,232.60,234.55,232.38,213.49,194.11,212.82,189.83,209.59,,,,,,,,459.45,216.89,,,,,,,,,,,,,198.34,176.52,188.21,237.94,204.62,199.24,169.93,225.87,,,,,,,,,,,,,,,,,
2018-06-28 22:06:16.147000,L8,,,402.34,380.49,301.47,195.31,,,,,,535.25,520.48,495.87,474.39,457.20,432.09,416.50,409.64,395.22,402.76,398.33,348.58,347.91,322.72,328.45,373.71,365.88,364.04,348.96,329.62,323.03,322.23,321.41,306.26,271.68,268.59,314.60,306.83,312.34,329.64,319.52,317.06,292.85,273.43,264.02,403.37,385.33,369.84,358.08,364.28,249.15,217.98,205.77,202.48,196.04,204.14,201.18,200.49,192.28,189.47,188.36,177.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-31 22:06:47.157000,L8,,536.19,405.63,382.28,299.97,200.87,,,,,,525.44,514.78,484.11,456.33,448.60,416.40,406.43,398.26,389.66,388.57,388.97,338.59,329.17,315.18,316.00,350.19,351.81,355.66,332.91,317.68,312.22,311.74,306.37,289.55,267.58,253.88,272.56,284.58,300.90,305.73,304.73,302.90,280.17,267.97,251.92,379.52,370.30,350.50,340.73,356.62,231.07,207.29,194.42,183.20,175.14,172.20,191.98,178.73,180.84,176.31,173.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-18 22:07:05.594000,L8,,443.42,408.78,376.76,307.42,205.34,,,,,,537.04,514.05,495.86,466.71,454.85,429.36,411.63,408.07,398.43,401.65,397.07,346.35,344.11,315.83,318.51,345.51,382.70,348.59,348.05,318.52,321.97,330.64,326.29,307.19,265.05,259.82,276.90,281.16,319.73,320.02,318.39,309.97,292.61,280.34,265.47,393.14,375.78,358.74,356.32,353.57,243.46,211.96,195.63,171.01,170.71,180.07,187.21,173.14,174.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-03 22:07:09.298000,L8,362.35,346.76,450.27,461.32,445.85,447.97,455.68,473.84,504.94,477.12,453.67,425.16,426.71,404.60,405.56,417.22,377.26,387.05,380.34,371.69,362.08,358.50,310.30,302.38,284.33,287.34,313.31,317.81,313.44,297.89,280.62,278.96,282.00,268.93,249.21,230.37,220.55,230.97,238.11,250.36,257.64,255.05,237.49,230.30,220.76,206.88,356.81,342.03,331.99,319.40,312.98,197.73,171.63,164.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-21 22:07:06.566000,L8,,424.32,401.83,377.23,284.82,188.22,,,,,,539.45,519.09,491.88,463.15,453.64,429.00,407.02,407.91,394.46,392.65,391.86,344.53,332.98,321.86,320.50,350.51,362.10,363.79,342.20,316.58,313.86,320.20,313.09,297.10,272.65,263.49,278.64,297.23,310.20,313.40,302.89,304.08,280.26,266.59,251.17,385.96,374.36,357.89,349.72,355.68,230.80,208.77,195.84,179.89,176.98,180.22,196.43,185.67,181.89,178.57,174.88,168.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-22 22:07:02.132000,L8,479.77,368.75,201.71,459.87,451.95,448.29,452.73,452.32,452.01,450.14,430.82,413.29,409.92,400.49,391.37,382.99,367.60,361.85,357.05,356.03,354.99,349.61,304.31,286.49,282.46,284.03,311.69,314.36,,,,284.17,277.62,263.56,,,,,,,,,,,,,346.67,332.53,316.12,311.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-07 22:06:59.544000,L8,,428.32,397.02,377.10,306.21,206.82,,,,,,528.33,508.34,484.00,463.01,457.71,423.63,406.84,397.72,392.90,389.12,388.85,340.43,324.26,318.04,319.48,344.64,351.75,352.25,334.81,316.06,309.57,310.91,309.02,290.73,266.62,257.06,272.22,285.72,301.74,307.13,305.21,296.13,280.07,264.46,251.88,384.31,369.10,354.39,341.81,354.07,229.66,214.86,193.68,174.26,168.96,171.76,183.60,182.17,176.15,172.07,170.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-27 22:06:47.460000,L8,,,,,,,,,,,282.72,253.26,384.38,,,228.27,362.84,174.84,295.49,,,,254.24,276.40,242.69,273.08,281.21,179.63,280.04,275.57,253.70,260.79,267.53,234.32,213.58,195.01,188.17,197.52,202.84,233.46,223.59,232.52,210.86,201.38,196.20,189.67,,,,281.89,291.24,175.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-12 22:06:42.607000,L8,,426.28,404.09,380.91,298.10,200.42,,,,,,,522.70,491.03,468.27,455.42,428.52,413.59,397.59,401.60,397.81,398.62,356.37,342.37,332.08,326.23,346.76,361.09,357.89,347.80,330.92,319.66,326.74,345.95,308.41,282.27,265.54,306.74,297.47,322.88,320.18,308.11,310.21,294.86,280.34,275.28,397.81,385.06,359.56,341.46,367.44,249.54,225.94,205.27,182.84,171.99,182.17,204.39,199.46,185.87,188.36,183.04,189.38,,,,375.86,535.53,,,,,,,,,,,,,,,,,330.52,204.92,212.07,225.40,243.85,221.45,254.32,245.27,,,,,,,,,,,,,,,,,,
2019-05-14 22:06:48.150000,L8,,431.02,401.46,379.83,298.54,201.13,,,,,,537.43,519.90,487.54,471.66,454.73,430.65,413.30,407.97,395.05,397.65,394.18,349.35,335.70,323.86,325.49,354.50,359.30,358.76,342.12,326.00,316.35,315.37,315.76,297.41,274.66,262.07,280.59,292.15,308.59,314.88,312.34,305.95,286.34,271.18,253.24,392.84,376.03,361.50,347.46,356.90,236.51,209.24,203.39,178.57,174.59,186.95,192.10,196.39,183.22,188.99,180.65,168.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-30 22:06:57.095000,L8,,,,,,,,,,,,,525.28,500.88,485.80,466.64,437.37,418.40,403.21,399.91,391.07,394.96,347.06,338.68,318.55,322.37,358.21,362.77,363.35,335.38,323.95,317.61,326.35,318.53,287.10,272.47,261.73,283.93,298.19,309.59,320.59,316.69,308.82,289.77,277.41,259.00,388.44,384.27,365.04,351.82,365.00,228.66,217.14,198.44,180.68,177.29,177.76,210.90,183.03,189.31,182.17,178.25,172.03,,,,,,,453.68,331.70,355.11,,,,,,,,,,,,,,,,,,,,,412.13,,,,,,,,,,,,,,,,,
2019-06-15 22:07:03.775000,L8,,,399.54,381.62,300.11,197.81,,,,,,536.42,516.25,489.03,469.37,452.66,439.08,409.03,437.50,444.82,429.80,409.75,347.18,351.44,324.45,324.35,391.90,370.42,379.47,366.85,324.78,323.09,324.86,321.96,301.14,280.63,268.12,302.71,332.94,326.33,315.41,312.28,304.92,285.30,272.04,253.26,396.57,382.64,367.32,354.62,376.72,256.78,220.41,208.27,220.48,252.30,236.85,232.16,217.39,215.18,207.02,188.41,188.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-17 22:07:10.971000,L8,,,,,,,,214.18,180.37,219.50,215.30,261.69,,,,230.81,304.80,299.05,300.86,313.34,,307.92,282.09,279.01,270.00,270.52,282.91,300.75,291.13,286.76,270.13,269.16,277.82,263.63,241.60,209.97,189.10,191.91,188.35,225.70,211.41,217.79,216.02,216.97,212.08,193.07,324.88,308.55,282.17,273.19,301.83,179.66,162.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-02 22:07:17.867000,L8,,,295.28,378.68,297.51,193.51,,,,,,537.57,514.95,483.60,461.82,447.40,423.07,404.46,401.36,387.94,392.21,386.50,342.49,335.16,317.37,319.47,370.65,355.32,360.76,337.11,322.16,313.88,315.60,313.72,301.39,272.97,259.13,270.95,290.18,301.90,323.00,318.83,309.62,295.83,274.47,254.91,382.77,375.62,353.64,347.24,352.08,246.49,215.67,194.14,176.80,172.84,182.61,192.10,183.47,181.24,180.13,177.23,170.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-18 22:07:23.116000,L8,,,393.85,379.15,301.70,203.00,,,,,,530.99,515.03,487.13,458.32,438.21,418.36,399.27,402.17,388.01,393.33,388.43,343.71,336.63,315.72,319.28,348.46,355.56,353.90,349.78,315.40,316.73,314.85,312.86,295.14,270.46,256.99,272.90,284.88,303.49,313.41,307.36,299.47,285.24,271.50,246.44,387.21,374.13,357.10,347.81,354.97,238.68,208.06,188.96,177.96,171.30,178.23,190.51,182.07,183.11,169.77,182.27,164.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-19 22:07:32.145000,L8,,453.95,402.61,381.15,299.64,198.73,,,,,,535.20,505.50,484.57,460.74,438.14,417.69,399.79,391.43,387.63,386.18,383.69,338.70,326.41,314.25,316.08,343.96,349.21,347.79,329.28,312.04,307.91,308.04,305.80,287.65,263.08,252.99,267.64,280.71,289.43,299.71,296.35,290.52,270.88,256.89,240.23,381.56,365.04,354.12,338.84,345.09,223.13,203.58,189.47,180.79,177.34,175.00,216.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.25,203.73,,,,,,,552.20,,,,,,,,,,,,,,,,
2019-10-05 22:07:36.198000,L8,,,396.79,378.89,296.07,196.39,,,,,,,529.32,494.04,468.33,462.91,500.09,446.16,400.83,388.65,383.63,389.91,340.91,325.21,315.46,306.99,345.54,355.01,350.42,329.00,317.81,310.34,311.77,308.34,290.23,272.10,259.24,275.82,339.79,321.83,305.99,304.98,462.84,455.71,438.61,463.71,388.23,374.53,355.43,342.21,350.71,225.43,217.68,189.90,179.31,171.78,173.75,177.15,175.46,174.77,170.52,172.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-21 22:07:37.761000,L8,,536.14,406.82,385.85,302.66,199.98,,,,,,524.41,503.05,464.65,443.69,430.14,417.78,408.42,402.06,385.57,394.59,390.79,334.35,324.70,309.15,320.02,344.51,347.17,342.58,325.93,306.25,296.41,305.59,294.11,280.74,256.05,247.97,257.53,271.74,284.12,293.32,284.71,278.89,258.29,248.01,237.13,391.95,378.63,356.68,340.65,343.24,222.52,202.14,181.18,172.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-08 22:07:32.611000,L8,,,,,,,,,,,,522.95,505.99,474.85,465.37,444.67,422.84,406.05,400.47,393.19,393.48,392.93,345.62,338.12,322.57,325.09,352.61,356.28,352.57,341.43,327.67,324.10,320.63,322.11,307.06,275.23,267.95,281.44,286.27,312.20,318.01,314.51,304.80,287.03,275.97,264.24,386.74,378.95,364.20,353.81,356.74,243.09,221.29,205.63,191.34,181.54,184.69,198.99,186.89,184.24,182.58,187.70,171.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-09 22:07:25.588000,L8,,,,,,,,,,,,,530.69,511.34,480.37,453.06,436.89,429.15,409.52,452.63,408.34,433.65,367.65,403.98,422.18,360.82,383.27,396.45,364.04,366.35,348.32,349.81,350.06,378.57,368.36,293.71,280.91,337.41,329.73,352.20,370.74,349.38,364.07,329.94,295.93,284.56,466.43,446.26,408.62,410.14,388.33,268.56,252.74,244.90,254.50,238.49,240.57,235.04,237.91,220.93,222.06,251.81,213.66,206.36,,,,,,,,,,,,,,,,,,,171.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10 22:07:16.756000,L8,,432.35,387.08,376.35,295.32,202.24,,,,,,,530.96,510.67,474.19,462.39,434.78,415.27,411.71,399.82,398.56,403.77,341.42,338.89,328.78,320.43,354.22,359.98,358.80,351.32,330.48,322.01,325.58,317.64,308.70,278.61,266.38,271.16,300.86,316.71,318.76,312.57,313.16,300.45,281.91,261.57,400.82,386.52,360.45,352.97,362.42,249.72,221.88,206.68,201.70,213.58,199.28,213.67,202.04,183.81,189.51,184.90,174.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-26 22:07:12.690000,L8,,,283.50,376.34,300.77,204.02,,,,,,,530.48,503.44,478.03,461.20,429.14,422.61,410.30,401.58,401.50,395.84,358.59,342.35,328.63,324.24,348.31,361.53,358.62,348.76,326.05,320.22,320.01,320.82,302.29,286.08,270.52,285.15,295.41,315.68,321.10,313.22,307.48,285.51,268.80,262.07,400.43,380.58,369.19,358.98,359.18,243.94,213.56,202.65,193.39,177.56,189.63,194.80,188.90,183.17,186.29,182.99,177.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
