dates,nzd0357-0000,nzd0357-0001,nzd0357-0002,nzd0357-0003,nzd0357-0004,nzd0357-0005,nzd0357-0006,nzd0357-0007,nzd0357-0008,nzd0357-0009,nzd0357-0010,nzd0357-0011,nzd0357-0012,nzd0357-0013,nzd0357-0027,nzd0357-0028,nzd0357-0029,nzd0357-0030,nzd0357-0031,nzd0357-0044,nzd0357-0045,nzd0357-0046,nzd0357-0014,nzd0357-0015,nzd0357-0016,nzd0357-0017,nzd0357-0018,nzd0357-0019,nzd0357-0020,nzd0357-0021,nzd0357-0022,nzd0357-0023,nzd0357-0024,nzd0357-0025,nzd0357-0026,nzd0357-0032,nzd0357-0033,nzd0357-0034,nzd0357-0035,nzd0357-0037,nzd0357-0038,nzd0357-0039,nzd0357-0040,nzd0357-0041,nzd0357-0042,nzd0357-0043,nzd0357-0036,nzd0357-0047,nzd0357-0048,nzd0357-0049,nzd0357-0050,nzd0357-0051,nzd0357-0052,nzd0357-0053,nzd0357-0054,nzd0357-0055,nzd0357-0056,nzd0357-0057,nzd0357-0058,nzd0357-0059,nzd0357-0060,nzd0357-0061,nzd0357-0062,nzd0357-0063,nzd0357-0113,nzd0357-0114,nzd0357-0115,nzd0357-0117,nzd0357-0118,nzd0357-0119,nzd0357-0120,nzd0357-0121,nzd0357-0122,nzd0357-0123,nzd0357-0124,nzd0357-0104,nzd0357-0105,nzd0357-0106,nzd0357-0107,nzd0357-0108,nzd0357-0109,nzd0357-0110,nzd0357-0111,nzd0357-0112,nzd0357-0064,nzd0357-0116,nzd0357-0067,nzd0357-0068,nzd0357-0069,nzd0357-0070,nzd0357-0071,nzd0357-0072,nzd0357-0073,nzd0357-0098,nzd0357-0099,nzd0357-0100,nzd0357-0101,nzd0357-0066,nzd0357-0065,nzd0357-0074,nzd0357-0078,nzd0357-0079,nzd0357-0080,nzd0357-0081,nzd0357-0082,nzd0357-0083,nzd0357-0084,nzd0357-0085,nzd0357-0086,nzd0357-0087,nzd0357-0088,nzd0357-0089,nzd0357-0102,nzd0357-0103
2016-09-10 22:07:27+00:00,,,,,302.905,199.942,,,,,,,,,330.788,319.48199999999997,314.434,346.494,354.69399999999996,309.3375,312.6325,309.1875,,,,,,,,,,348.3,353.7575,342.21999999999997,340.3525,349.934,352.1275,333.158,316.698,314.346,304.21,305.9375,270.912,259.634,268.1466666666667,297.145,312.182,293.072,280.028,269.942,251.388,233.214,209.52999999999997,193.744,180.668,175.4275,196.93,195.11,182.48999999999998,186.765,181.41000000000003,178.79,177.04749999999999,176.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-12 22:07:33+00:00,,,,,302.412,200.04,,,,,,,,,330.76666666666665,319.32666666666665,314.03833333333336,346.605,354.28833333333336,306.198,310.132,306.872,,,,,,,,,,348.3,353.738,342.76599999999996,340.62,350.49666666666667,352.31399999999996,332.5916666666667,316.44,314.4483333333333,304.73199999999997,302.988,271.25166666666667,258.88666666666666,268.93,294.492,312.7083333333333,293.12666666666667,280.7516666666667,269.86833333333334,251.66833333333332,232.62833333333333,209.30166666666665,194.62166666666667,180.715,174.818,194.47,193.268,181.238,184.52599999999998,178.88000000000002,177.682,177.04749999999999,176.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-15 22:07:29+00:00,,,,,298.595,195.34500000000003,,,,,,,,,326.2825,315.84000000000003,307.835,341.90000000000003,348.38,298.17333333333335,305.13333333333327,302.31,,,,,,,,,,348.3,347.0733333333333,335.78,334.10999999999996,345.02,344.82,327.125,311.505,308.9975,293.57666666666665,298.71,267.1775,253.63750000000002,259.37666666666667,284.4866666666666,307.0025,285.615,275.96250000000003,262.41,244.9325,227.09,202.475,189.91750000000002,175.8075,171.0233333333333,194.565,197.315,181.82,182.87999999999997,181.84500000000003,180.57999999999998,196.45,176.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-21 22:06:52+00:00,,,,,298.53333333333336,196.59666666666666,,,,,,,,,326.34,315.49666666666667,311.1133333333333,342.25,348.7033333333334,290.3833333333334,297.11,296.93666666666667,,,,,,,,,,,351.22,341.15333333333336,340.38666666666666,347.51,347.98,329.50666666666666,311.2733333333333,310.8566666666666,303.4933333333333,287.0233333333333,267.94666666666666,253.4333333333333,266.43,279.9533333333333,310.06666666666666,285.17,277.98,264.21,247.4766666666667,227.64,206.33333333333334,194.92999999999998,178.39,170.76999999999998,183.57,183.24,177.6,175.425,171.46499999999997,174.66500000000002,165.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-06 22:06:45+00:00,,,,,297.7025,196.785,,,,,,,,,329.65,322.2,321.735,342.25,348.7033333333334,300.01,303.69,299.21000000000004,,,,,,,,,,,351.22,341.15333333333336,340.38666666666666,347.51,347.98,329.50666666666666,318.0775,318.7625,307.81499999999994,291.5,272.145,255.43,288.0825,291.3375,311.815,290.09749999999997,286.115,270.4375,253.525,234.275,210.875,198.08499999999998,178.39,170.76999999999998,198.54,195.79999999999998,191.87333333333333,193.12333333333333,187.21666666666667,180.48666666666668,172.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-22 22:06:36+00:00,,,,,297.03499999999997,194.9125,,,,,,,,,333.98249999999996,323.9325,324.27750000000003,339.79499999999996,352.48,304.135,309.28499999999997,302.79499999999996,,,,,,,,,,,348.78,342.28,339.735,350.76666666666665,345.44000000000005,333.81,318.1075,324.015,313.03499999999997,293.2825,276.77,260.9575,301.21999999999997,294.45750000000004,312.81,293.4975,287.93,271.9525,254.1325,236.53000000000003,212.2,198.155,181.91666666666666,177.5666666666667,211.55666666666664,202.21,194.91666666666666,198.9766666666667,194.01,188.63666666666666,180.68999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-08 22:06:35+00:00,,,,,296.352,194.276,,,,,,,,,334.72799999999995,322.604,323.66400000000004,344.87999999999994,353.955,305.668,309.34399999999994,304.65199999999993,,,,,,,,,,,348.78,344.16999999999996,339.735,351.655,348.81,335.0425,317.928,323.02200000000005,315.602,295.09000000000003,275.72799999999995,261.22400000000005,301.716,294.40200000000004,313.378,296.648,287.442,272.192,253.59,238.206,213.26,199.15,183.0975,177.6125,205.64,200.2775,192.1325,194.1325,190.96249999999998,187.04,180.68999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-24 22:06:46+00:00,,,,,296.28000000000003,194.455,,,,,,,,,336.3883333333333,322.98,322.73833333333334,344.87999999999994,353.955,306.4683333333333,309.7633333333333,305.16333333333336,,,,,,,,,,,348.78,344.16999999999996,339.735,352.536,348.81,338.872,318.4583333333333,325.9866666666667,315.25,295.3333333333333,275.8566666666666,261.52333333333337,304.18666666666667,299.625,313.9766666666667,296.8983333333333,287.94166666666666,273.09499999999997,254.36166666666668,238.4716666666667,214.16833333333332,200.07500000000002,188.05,182.884,203.01399999999998,201.05599999999998,191.972,196.254,190.682,188.266,179.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-25 22:06:59+00:00,,,,,296.5516666666667,195.81166666666664,,,,,,,,,339.296,327.68,328.47166666666664,351.40333333333336,359.2325,313.18333333333334,315.72333333333336,310.51666666666665,,,,,,,,,,,,347.05999999999995,342.14,356.34000000000003,352.47,343.936,320.9633333333333,329.77833333333336,324.84,300.375,282.5366666666667,265.27500000000003,313.1933333333333,304.8966666666667,318.05833333333334,303.0416666666667,292.25166666666667,277.7683333333333,259.22999999999996,243.71833333333333,218.60000000000002,201.86333333333332,189.904,184.68400000000003,197.83833333333334,200.57833333333335,189.85500000000002,196.04166666666666,187.365,187.9333333333333,185.212,,,218.03,264.59,,190.73,318.58,367.32,,,197.85,,,,,,,,,,,,315.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-28 22:07:19+00:00,,,,,296.84857142857146,195.24285714285716,,,,,,,,,339.296,330.6771428571429,327.92857142857144,352.265,359.988,312.06142857142856,316.1042857142857,310.5357142857143,,,,,,,,,,,,347.05999999999995,342.14,356.75,352.82666666666665,343.5733333333333,320.1171428571428,327.2114285714286,322.6328571428571,299.7214285714286,281.4857142857143,264.77714285714285,307.4628571428571,302.9171428571429,317.31,303.6442857142857,291.0,276.23999999999995,258.90285714285716,241.6885714285714,216.9714285714286,201.25571428571428,188.18500000000003,183.64833333333334,196.48714285714283,199.64714285714285,188.3114285714286,193.48142857142855,186.91142857142856,186.1757142857143,185.212,,,218.03,264.59,,190.73,318.58,367.32,,,197.85,,,,,,,,,,,,315.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31 22:07:31+00:00,,,,,299.204,196.752,,,,,,,,,337.82666666666665,328.216,322.64,353.6925,358.86749999999995,308.814,314.464,310.842,,,,,,,,,,368.07,351.32,345.725,339.25,353.634,354.66,341.918,316.878,322.102,321.29200000000003,297.51,276.756,263.742,295.992,300.286,316.152,301.206,286.214,272.71999999999997,253.336,238.37199999999999,216.08800000000002,198.232,187.542,181.34599999999998,185.18499999999997,197.725,183.35750000000002,189.35999999999996,181.58749999999998,184.33,191.995,,,218.03,264.59,,190.73,318.58,367.32,,,197.85,,,,,,,,,,,,315.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-02 22:07:22+00:00,,,,,302.555,198.9325,,,,,,,,,333.24,332.82,323.375,352.735,359.02,305.3225,312.7625,309.49,,,,,,,,,,368.07,351.32,345.28499999999997,340.83000000000004,352.66999999999996,352.81666666666666,338.8325,315.4075,316.145,319.07,294.87,275.79,264.4875,286.7825,291.275,316.1925,298.66,283.5525,270.805,251.125,234.8475,214.775,194.76500000000001,183.23250000000002,179.95250000000001,186.97000000000003,193.62666666666667,183.49333333333334,183.60333333333335,176.4766666666667,183.81000000000003,189.82,,,218.03,264.59,,190.73,318.58,367.32,,,197.85,,,,,,,,,,,,315.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-19 22:07:14+00:00,,,,,301.31,197.26999999999998,,,,,,,,,333.77,328.0725,317.1725,350.5425,356.5425,300.05999999999995,308.315,302.98,,,,,,,,,,368.07,351.32,345.3766666666667,341.19,351.1775,351.6275,334.4125,312.8125,311.9325,307.4975,289.685,267.0675,260.39250000000004,276.225,287.3525,312.6625,294.0825,279.67,266.2275,245.27749999999997,229.15499999999997,209.605,193.4925,182.455,178.9875,189.54999999999998,191.21666666666667,184.52666666666667,178.46333333333334,177.16,180.12,173.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-20 22:07:00+00:00,,,,,301.31,197.26999999999998,,,,,,,,,327.815,320.644,311.45799999999997,344.75,350.248,292.812,308.315,294.994,,,,,,,,,,353.565,340.53999999999996,339.41499999999996,332.77250000000004,344.906,345.33000000000004,327.142,306.368,306.134,302.038,283.28200000000004,261.606,254.052,269.75,281.326,308.43,294.0825,279.67,259.758,239.398,223.43400000000003,203.78,187.794,182.455,178.9875,189.54999999999998,191.21666666666667,184.52666666666667,178.46333333333334,177.16,180.12,173.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-24 22:06:44+00:00,,,,,300.2875,197.0,,,,,,,,,329.09399999999994,315.196,309.248,343.374,348.326,293.084,309.175,293.31000000000006,,,,,,,,,,353.565,340.53999999999996,340.498,332.77250000000004,344.442,345.848,326.414,306.996,306.802,303.248,283.62800000000004,260.18999999999994,253.6,270.086,281.374,309.0559999999999,294.145,280.3875,261.534,239.09,226.16,204.798,187.98399999999998,182.445,177.89,187.10333333333332,189.11666666666667,185.93666666666664,178.96,174.42999999999998,181.77666666666667,173.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-25 22:06:26+00:00,,,,,299.31000000000006,196.45600000000002,,,,,,,,,333.00666666666666,317.3183333333333,316.8516666666667,346.93833333333333,348.326,297.4916666666666,314.344,298.67333333333335,,,,,,,,,,353.565,340.53999999999996,340.498,332.77250000000004,344.442,345.848,326.414,312.0466666666667,310.5233333333333,310.6983333333333,286.84833333333336,267.0833333333333,256.23333333333335,277.02500000000003,288.68,316.19166666666666,298.224,284.96,265.96166666666664,242.82000000000002,231.04166666666666,208.61,193.11833333333334,184.626,185.072,196.61249999999998,197.685,193.265,180.7525,178.805,190.59,173.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-27 22:06:04+00:00,,,,,296.8,194.07500000000002,,,,,,,,,333.392,324.53333333333336,318.54800000000006,346.26800000000003,347.3225,302.9216666666667,316.595,298.982,,,,,,,,,,339.06,329.76,340.22,330.6133333333334,345.3275,343.5875,326.605,312.328,314.01,311.944,290.95166666666665,268.28200000000004,259.29,283.53833333333336,296.19666666666666,317.674,304.966,292.406,271.45,249.64333333333332,236.7483333333333,214.34833333333336,199.33166666666668,196.48399999999998,188.34750000000003,203.81,205.058,201.08800000000002,187.3,181.866,195.036,181.655,209.59,,,,,,,,,,,,,,,,,,,,,,,198.34,176.52,188.21,237.94,204.62,199.24,169.93,,,,,,,,,,,,,,,,,,,,,
2018-06-28 22:06:16+00:00,,,,,296.23249999999996,193.14,,,,,,,,,335.89399999999995,322.92833333333334,320.31399999999996,345.03,343.4333333333334,305.06333333333333,323.9625,302.17600000000004,,,,,,,,,,339.06,329.76,337.3066666666667,324.71500000000003,342.8066666666667,341.4433333333333,329.1775,315.14,315.3933333333333,314.39,293.5283333333333,269.13,259.9633333333333,288.07,300.07,318.954,309.176,295.16200000000003,271.9583333333333,252.40333333333334,239.56666666666663,214.86666666666667,201.005,199.036,188.6575,204.524,207.56800000000004,202.754,190.214,184.86800000000002,194.802,183.79500000000002,209.59,,,,,,,,,,,,,,,,,,,,,,,198.34,176.52,188.21,237.94,204.62,199.24,169.93,,,,,,,,,,,,,,,,,,,,,
2018-08-31 22:06:47+00:00,,,,,297.845,195.30249999999998,,,,,,,,,340.965,328.802,328.235,354.3066666666667,352.605,313.61199999999997,323.055,312.9925,,,,,,,,,,,350.5,342.78,338.59,356.07000000000005,356.375,339.99666666666667,325.695,322.04,322.7925,300.77599999999995,277.2275,265.856,297.754,308.18199999999996,325.7675,311.04,295.422,279.67199999999997,261.13,247.3,221.7,208.43800000000002,199.35,189.76500000000001,203.02399999999997,207.772,202.026,190.47,185.56400000000002,194.428,183.79500000000002,209.59,,,,,,,,,,,,,,,,,,,,,,,198.34,176.52,188.21,237.94,204.62,199.24,169.93,,,,,,,,,,,,,,,,,,,,,
2018-10-18 22:07:05+00:00,,,,,301.065,198.95000000000002,,,,,,,,,343.44000000000005,327.684,329.4575,353.4866666666667,351.81,316.21999999999997,322.6025,317.03249999999997,,,,,,,,,,,354.62,340.73,342.47,352.125,355.095,343.3066666666667,325.78,325.13800000000003,325.505,302.70799999999997,276.46500000000003,265.914,298.182,306.158,327.27250000000004,311.53200000000004,296.672,280.55,263.144,247.36399999999998,221.63400000000001,207.852,197.642,188.9225,202.82999999999998,207.66199999999998,199.998,189.39000000000001,187.955,197.885,183.79500000000002,209.59,,,,,,,,,,,,,,,,,,,,,,,198.34,176.52,188.21,237.94,204.62,199.24,169.93,,,,,,,,,,,,,,,,,,,,,
2018-12-21 22:07:06+00:00,,,,,298.42,197.435,,,,,,,,,338.5425,318.8975,320.865,348.7366666666667,356.95500000000004,310.7925,317.1975,311.3825,,,,,,,,,,,355.71000000000004,345.225,343.1566666666667,356.0133333333333,355.28999999999996,343.03000000000003,320.6,321.2025,316.79,300.025,269.24,261.445,285.675,292.45,317.77,308.5025,286.4725,272.0825,258.14500000000004,238.62,211.5,197.915,184.14499999999998,179.71749999999997,184.1575,194.2,184.5075,182.305,181.44999999999996,178.85666666666668,173.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-07 22:06:59+00:00,,,,,300.065,200.4875,,,,,,,,,332.52750000000003,317.59,318.48249999999996,347.515,354.92333333333335,307.97,311.38,307.635,,,,,,,,,,,355.21,343.9566666666667,342.375,354.89750000000004,354.85,339.39,317.0575,318.2125,313.46999999999997,295.9625,267.85749999999996,258.3725,274.9375,286.98,314.21750000000003,303.02750000000003,283.1525,269.6825,254.94500000000002,233.59500000000003,210.53750000000002,194.74,176.9825,172.805,175.965,189.5825,179.83749999999998,178.15,175.12,172.86,168.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-12 22:06:42+00:00,,,,,299.5975,200.375,,,,,,,,,335.8275,321.815,321.03999999999996,346.65749999999997,358.0166666666667,313.465,314.99249999999995,308.47999999999996,,,,,,,,,,,356.78,344.2,343.6366666666667,355.455,354.26000000000005,343.11249999999995,320.36749999999995,321.9625,323.365,300.6775,271.53,261.2875,283.4825,290.20250000000004,316.0775,304.855,286.825,272.775,260.78499999999997,238.2125,215.20000000000002,197.45250000000001,176.8925,172.01749999999998,178.4575,192.685,180.20666666666668,177.25333333333333,174.525,172.625,168.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-14 22:06:48+00:00,,,,,297.3775,199.3225,,,,,,,,,333.725,323.8225,322.78499999999997,348.905,358.33750000000003,310.67999999999995,313.7075,306.9675,,,,,,,,,,,355.79999999999995,345.015,342.28,357.9975,355.36999999999995,341.63,322.23749999999995,318.145,320.73249999999996,298.2325,273.9325,261.85,284.405,292.95,314.6725,303.84999999999997,285.2575,270.485,257.72749999999996,236.47500000000002,214.52,199.3925,178.78249999999997,172.98749999999998,180.1775,193.90749999999997,187.95666666666668,180.25666666666666,179.34666666666666,175.29999999999998,168.715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-30 22:06:57+00:00,,,,,297.3775,199.3225,,,,,,,,,334.716,322.76800000000003,322.702,350.76599999999996,359.22400000000005,310.462,315.08399999999995,308.912,,,,,,,,,,,355.79999999999995,345.015,342.28,359.06800000000004,357.7775,340.38,322.58,319.78599999999994,320.29200000000003,296.00600000000003,273.64,261.826,284.31,293.998,315.26000000000005,304.84399999999994,286.15999999999997,271.87,257.98199999999997,234.91199999999998,215.044,199.202,179.16199999999998,173.848,179.69400000000002,197.30599999999998,186.725,182.51999999999998,180.0525,176.0375,169.82000000000002,,,,,,,,,331.7,355.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-15 22:07:03+00:00,,,,,297.924,199.02,,,,,,,,,337.50333333333333,323.04833333333335,322.9766666666667,350.76599999999996,361.09,313.1066666666666,315.1383333333333,309.4733333333333,,,,,,,,,,,355.79999999999995,345.015,342.28,359.06800000000004,357.7775,340.38,322.94666666666666,320.63166666666666,320.57,296.8616666666667,274.805,262.875,287.3766666666666,300.48833333333334,316.565,304.8566666666666,286.01666666666665,271.8983333333333,257.195,238.5566666666667,215.93833333333336,200.71333333333334,186.04833333333332,173.848,179.69400000000002,203.115,192.858,189.052,185.446,178.512,174.455,,,,,,,,,331.7,355.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-17 22:07:10+00:00,,,,,301.2,201.72,,,,,,,,,338.408,323.28599999999994,323.47200000000004,350.83,360.888,313.688,315.486,310.78999999999996,,,299.05,297.59,293.02,311.7,,305.07,,303.11,353.71,343.44666666666666,340.03,357.88750000000005,358.47666666666663,339.925,324.21999999999997,313.4716666666667,322.066,296.814,275.236,262.752,289.12399999999997,301.14,317.10600000000005,305.012,287.168,272.96,258.4,240.108,217.372,201.688,187.28000000000003,173.065,179.5625,204.45200000000003,194.65499999999997,190.8425,187.16500000000002,179.42,176.35000000000002,,,,,,,,,331.7,355.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-02 22:07:17+00:00,,,295.28,,300.462,200.078,,,,,,,,,337.8666666666667,322.3,322.805,350.83,359.96,311.72333333333336,316.73833333333334,312.12999999999994,,,299.05,297.59,293.02,311.7,,305.07,,303.11,353.71,343.44666666666666,340.03,358.462,356.87749999999994,339.36199999999997,323.87666666666667,313.77571428571434,320.675,297.57666666666665,274.8583333333333,262.14833333333337,286.09499999999997,299.31333333333333,316.5683333333333,305.78000000000003,288.6116666666667,273.21166666666664,257.8183333333333,241.17166666666662,217.08833333333334,200.42999999999998,185.53333333333333,173.01999999999998,180.17199999999997,202.39333333333332,192.41799999999998,188.922,185.758,178.982,174.9575,,,,,,,,,331.7,355.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-18 22:07:23+00:00,,,295.28,,299.192,199.174,,,,,,,,,339.99666666666667,322.005,322.865,351.9825,360.74333333333334,312.12999999999994,317.9116666666667,312.60166666666663,,,299.05,297.59,293.02,311.7,,305.07,,303.11,,345.57666666666665,,358.93199999999996,357.2375,342.438,323.86833333333334,314.43,321.4633333333333,298.4316666666667,275.57666666666665,262.2633333333334,286.30333333333334,299.3016666666667,317.88666666666666,306.49833333333333,289.5566666666667,274.49,257.0216666666667,242.77666666666664,216.07666666666668,199.745,186.22166666666666,173.60200000000003,181.54399999999998,203.6933333333333,192.46999999999997,190.412,185.616,181.362,172.88600000000002,,,,,,,,,331.7,355.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-19 22:07:32+00:00,,,295.28,,299.2666666666667,199.1,,,,,,,,,338.05571428571426,320.8971428571428,321.8957142857143,350.378,359.0957142857143,308.88714285714286,315.31142857142856,310.28000000000003,,,299.05,297.59,293.02,311.7,,305.07,,303.11,,343.8925,338.7,357.075,354.808,340.245,322.17857142857144,313.63125,319.2257142857143,296.89142857142855,273.7914285714286,260.93857142857144,283.6371428571428,296.6457142857143,316.4614285714286,304.2157142857142,286.8885714285714,271.97571428571433,254.62285714285716,239.97,214.29142857142855,198.27714285714288,185.4457142857143,174.22500000000002,180.45333333333335,205.5142857142857,192.46999999999997,190.412,185.616,181.362,172.88600000000002,,,,,,,,,331.7,355.11,,,,,,,,,,,,,,,203.73,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-21 22:07:37+00:00,,,295.28,,298.0833333333333,197.03,,,,,,,,,338.67571428571426,318.8828571428572,321.17333333333335,352.256,358.74285714285713,304.3357142857143,312.67428571428576,308.24142857142857,,,299.05,297.59,293.02,311.7,,305.07,,303.11,,344.7033333333334,338.7,357.535,354.305,338.32666666666665,319.4814285714286,311.80125,313.5128571428572,294.6114285714286,271.17285714285714,259.5257142857143,278.09714285714284,294.57428571428574,315.26142857142855,300.88571428571424,284.0514285714286,269.11285714285714,250.10571428571424,237.3342857142857,211.9628571428571,195.70142857142858,184.67428571428573,174.67200000000003,180.11,205.70166666666668,192.46999999999997,190.412,185.616,181.362,172.88600000000002,,,,,,,,,331.7,355.11,,,,,,,,,,,,,,,203.73,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-08 22:07:32+00:00,,,295.28,,297.992,196.21,,,,,,,,,339.0783333333333,318.7233333333333,320.854,350.29499999999996,357.5683333333333,304.06166666666667,311.8766666666667,307.195,,,299.05,297.59,293.02,311.7,,305.07,,303.11,,346.82,342.15999999999997,355.13399999999996,352.134,338.778,319.01500000000004,310.4742857142857,313.735,297.47166666666664,271.0516666666667,260.1383333333333,277.26666666666665,292.9916666666667,316.1616666666667,299.37166666666667,283.2133333333333,268.52833333333336,250.4566666666667,239.8766666666667,213.10833333333335,195.61833333333334,187.46833333333333,175.755,180.13250000000002,206.04000000000002,192.45499999999998,190.9425,184.87500000000003,183.9025,173.8575,,,,,,,,,,,,,,,,,,,,,,,,,203.73,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-09 22:07:25+00:00,,,295.28,,297.4625,195.81,,,,,,,,,336.60600000000005,317.578,328.148,350.29499999999996,354.99799999999993,308.37333333333333,311.17,313.37833333333333,,,299.05,297.59,293.02,311.7,,305.07,,303.11,,346.82,342.15999999999997,356.61833333333334,352.134,343.3733333333334,322.93833333333333,314.07428571428574,312.09000000000003,296.738,273.2316666666667,262.27000000000004,272.178,292.45666666666665,320.615,298.26200000000006,290.65333333333336,272.51000000000005,255.67333333333332,241.84,218.49666666666667,201.72333333333336,180.86599999999999,188.302,180.13250000000002,206.61599999999999,197.585,192.38,188.635,182.4,180.1825,206.36,,,,,,,,,,,,,,,,,,,,,171.0,,,203.73,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10 22:07:16+00:00,,,,,296.91499999999996,197.9925,,,,,,,,,337.352,319.86,328.34000000000003,351.08000000000004,355.92999999999995,310.8416666666667,310.322,312.33500000000004,,,,,,,,,,,,346.82,342.15999999999997,356.2916666666667,354.20200000000006,345.7416666666666,324.325,321.87666666666667,312.874,298.2,274.1716666666667,263.47833333333335,272.21999999999997,294.2366666666666,321.97,298.96999999999997,291.42333333333335,273.75000000000006,256.78333333333336,242.37833333333336,219.53166666666667,203.8133333333333,185.846,196.45,184.3,210.92999999999998,202.2275,193.0225,190.98,184.95666666666668,181.23,206.36,,,,,,,,,,,,,,,,,,,,,171.0,,,203.73,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-26 22:07:12+00:00,,,283.5,,296.6825,198.2475,,,,,,,,,338.496,322.442,329.332,351.05,357.12399999999997,312.8733333333333,311.86,313.31166666666667,,,,,,,,,,,,346.325,342.15999999999997,357.0783333333334,355.044,345.57166666666666,326.1,322.7366666666667,314.466,299.63,276.77500000000003,265.73333333333335,274.66999999999996,295.9916666666667,322.5516666666667,300.572,291.4683333333333,273.3,259.3883333333333,243.255,220.44833333333335,206.095,188.932,197.702,187.15,211.788,203.93499999999997,193.0375,195.11,185.1966666666667,184.5625,206.36,,,,,,,,,,,,,,,,,,,,,171.0,,,203.73,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13 22:07:06+00:00,,,283.5,,296.38,196.75,,,,,,,,,336.22166666666664,321.38666666666666,327.965,350.68666666666667,357.295,312.16999999999996,311.68833333333333,311.9628571428571,,,,,,,,,,,,345.3333333333333,342.15999999999997,357.21999999999997,355.0116666666667,343.6685714285714,325.5528571428572,321.9771428571429,314.32166666666666,299.58666666666664,276.4242857142857,265.2942857142857,274.655,294.7114285714286,321.3471428571429,300.135,291.0257142857143,271.82428571428574,259.49142857142857,241.85,219.28142857142856,204.85142857142858,187.57333333333335,193.66666666666666,184.55599999999998,209.06499999999997,200.31799999999998,191.464,191.98600000000002,182.9225,181.63799999999998,206.36,,,,,,,,,,,,,,,,,,,,,171.0,,,203.73,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 22:06:50+00:00,,,283.5,,295.986,195.688,,,,,,,,,338.184,324.4166666666667,327.59499999999997,352.615,359.83,316.9871428571428,315.15833333333336,312.9157142857143,,,,,,,,,,,,348.58000000000004,345.62,359.2242857142857,356.996,346.0666666666666,329.45714285714286,327.6042857142857,319.1333333333333,301.955,278.0914285714286,267.65857142857146,277.3966666666667,298.7185714285714,324.38142857142856,303.13666666666666,293.5642857142857,274.3314285714286,261.4485714285714,244.84714285714284,222.07,207.02714285714288,191.52833333333334,193.57666666666668,190.52800000000002,206.265,199.77499999999998,190.975,188.25,188.782,180.71666666666667,206.36,,,,,,,,,,,,,,,,,,,,,171.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
