dates,satname,nzd0273-0000,nzd0273-0001,nzd0273-0002,nzd0273-0003,nzd0273-0004,nzd0273-0005,nzd0273-0006,nzd0273-0007,nzd0273-0008,nzd0273-0009,nzd0273-0010,nzd0273-0011,nzd0273-0012,nzd0273-0013,nzd0273-0014,nzd0273-0015
2000-01-10 21:59:16.407000,L7,314.97,306.95,312.58,323.41,330.91,340.42,326.87,326.04,320.91,375.15,373.82,370.90,290.03,281.71,288.53,327.56
2000-01-26 21:59:14.283000,L7,309.69,306.51,309.53,320.93,327.96,332.15,321.76,314.10,313.42,302.50,309.36,294.01,284.04,280.84,283.99,324.80
2000-03-14 21:58:59.247000,L7,390.60,299.87,317.17,366.34,363.57,332.67,315.44,302.23,310.71,291.39,290.08,274.68,267.37,268.22,272.41,297.49
2000-03-30 21:58:57.484000,L7,298.42,297.24,290.97,319.54,321.69,334.44,319.84,309.18,313.01,295.30,303.27,283.13,273.66,277.75,277.05,307.84
2000-08-05 21:57:32.751000,L7,297.03,292.49,291.98,311.82,318.69,324.02,317.03,,,,,,,,,
2000-09-22 21:56:53.357000,L7,307.04,298.35,300.85,,,,,,361.58,308.37,317.38,299.66,,,,
2000-11-09 21:56:45.337000,L7,382.99,389.49,388.99,384.03,365.89,394.56,360.06,368.41,354.56,359.23,347.37,334.41,347.15,368.33,360.68,389.31
2000-11-25 21:56:47.006000,L7,315.02,302.88,302.45,330.95,331.90,330.27,325.27,,329.22,305.06,312.91,305.34,297.60,278.47,283.67,317.03
2001-03-17 21:56:40.512000,L7,324.57,332.27,333.98,370.19,387.06,,,,401.02,323.67,323.24,306.87,320.49,309.04,388.35,346.63
2001-09-25 21:54:52.649000,L7,290.46,286.14,287.96,307.71,,,,,,,,,,,,
2001-10-11 21:54:33.822000,L7,299.34,288.59,292.81,305.25,315.74,,,304.20,302.52,283.48,294.37,272.89,265.31,270.32,276.75,
2002-02-16 21:55:18.119000,L7,394.64,381.29,366.30,397.02,396.24,394.86,397.29,382.19,388.86,389.08,346.29,333.74,346.56,343.39,356.32,366.66
2002-05-07 21:55:15.811000,L7,295.02,291.43,291.14,287.15,308.72,307.13,,,,,,,,,,
2002-08-27 21:54:24.198000,L7,294.42,290.87,293.60,297.38,308.94,308.64,305.39,294.15,308.82,,,,,,,
2002-10-14 21:54:07.948000,L7,287.65,289.71,287.19,302.98,309.79,311.04,304.02,296.39,293.64,285.87,289.13,278.29,265.59,264.84,276.19,
2002-12-01 21:54:40.891000,L7,312.07,306.17,297.88,317.03,325.14,333.17,320.10,308.56,319.11,302.28,317.24,297.87,290.50,282.26,289.73,299.78
2003-02-03 21:55:01.991000,L7,,,,,,,,,315.07,299.20,309.96,280.00,272.51,283.86,,
2003-02-19 21:55:06.528000,L7,300.09,298.30,294.22,313.57,325.10,335.63,326.94,322.72,314.66,294.33,295.30,,,,,304.51
2003-03-07 21:55:10.647000,L7,300.65,288.73,298.21,319.86,319.39,324.08,311.55,,,,,,,,,
2003-04-08 21:55:11.531000,L7,424.97,307.24,309.47,323.28,334.86,332.53,318.79,310.27,300.94,287.83,293.52,281.19,294.63,286.05,290.10,316.76
2003-04-24 21:55:10.390000,L7,419.92,308.61,306.43,329.32,326.89,335.59,324.27,311.13,317.80,303.73,314.43,299.27,296.11,286.11,291.30,326.93
2003-05-26 21:55:07.877000,L7,317.94,313.54,314.28,328.22,330.53,338.14,326.33,314.01,320.40,304.57,316.92,297.22,304.97,285.29,295.51,293.31
2003-07-21 21:42:57.544000,L5,,,,303.09,297.94,297.94,301.01,285.17,290.40,,,,,,,
2004-03-01 21:45:26.384000,L5,,271.33,288.24,303.61,311.05,308.64,313.00,305.94,304.74,291.89,292.00,282.50,273.50,264.29,270.66,295.83
2004-03-17 21:45:32.199000,L5,307.71,318.77,311.31,327.83,331.32,331.23,325.68,308.43,310.44,299.54,303.75,290.00,284.87,284.21,293.85,326.04
2004-04-02 21:45:42.656000,L5,297.16,306.52,299.68,322.89,328.29,321.82,323.01,308.98,309.18,303.95,304.24,283.97,280.24,276.42,282.08,310.55
2004-08-08 21:49:14.576000,L5,,,,296.86,302.80,298.22,298.30,283.57,291.11,276.35,287.72,271.13,264.29,266.30,272.07,279.96
2004-09-25 21:50:31.000000,L5,320.89,304.76,307.64,322.64,326.47,320.57,316.16,310.96,310.92,307.77,305.97,298.68,289.96,287.25,284.73,321.12
2005-01-31 21:52:45.327000,L5,337.44,340.66,353.11,341.11,345.53,344.70,345.34,333.18,327.37,351.57,356.82,313.20,336.69,333.55,314.78,347.51
2005-03-04 21:53:16.048000,L5,329.93,332.70,320.83,331.04,334.76,339.76,329.17,329.28,325.25,318.84,320.00,304.80,302.02,308.97,309.41,338.41
2005-06-08 21:53:56.837000,L5,,,,294.26,300.44,293.56,295.43,283.12,285.61,270.15,,,,,,
2005-09-28 21:54:32.218000,L5,310.56,315.46,311.34,328.90,336.28,329.72,328.98,317.10,316.06,304.50,308.24,299.63,296.80,290.06,298.39,324.25
2005-10-30 21:54:27.218000,L5,,,,303.57,307.84,306.69,303.61,293.02,290.53,274.70,,,,,,
2006-02-03 21:56:42.865000,L5,324.40,338.15,324.93,346.26,352.66,346.02,344.41,324.49,325.64,307.54,319.86,302.63,307.15,298.69,319.28,348.25
2006-06-27 21:59:12.342000,L5,309.84,312.28,309.52,326.81,336.54,330.37,323.07,312.32,310.70,299.36,300.67,287.65,288.97,282.51,292.50,303.86
2006-11-02 22:00:44.654000,L5,321.01,329.92,339.82,336.33,358.64,347.06,342.25,337.99,328.43,334.17,331.05,305.65,304.37,303.52,305.67,332.83
2009-11-26 21:56:52.561000,L5,347.10,346.80,321.19,340.62,343.09,342.19,341.89,337.55,337.99,338.03,326.34,329.37,330.87,323.76,317.75,336.64
2009-12-12 21:57:01.642000,L5,,,,,,,,277.45,281.29,275.68,278.43,265.78,253.75,261.66,265.60,
2010-01-13 21:57:13.219000,L5,342.50,331.31,331.26,335.51,343.57,349.13,346.61,345.62,324.40,324.34,322.22,303.24,307.45,298.41,320.33,338.73
2010-12-31 21:56:20.363000,L5,,,,296.77,302.42,294.92,299.11,293.09,286.68,280.10,282.69,272.89,260.77,252.25,,
2011-01-16 21:56:21.862000,L5,295.09,301.72,293.78,310.84,311.76,321.63,316.63,306.11,301.73,301.17,298.57,280.83,271.57,272.83,273.49,301.60
2013-04-27 22:08:11.520000,L8,280.66,302.20,302.19,320.57,322.16,321.45,318.98,310.49,307.88,295.84,297.22,279.96,281.21,278.39,277.68,
2013-05-13 22:08:23.242000,L8,325.48,325.46,326.26,334.81,334.75,336.51,328.43,322.57,321.14,310.79,316.20,305.76,316.70,317.59,327.35,340.91
2013-08-17 22:08:27.088000,L8,310.20,306.99,294.97,329.07,,,,,,287.46,303.77,289.99,275.88,278.47,282.37,285.44
2013-09-02 22:08:28.553000,L8,338.03,340.24,331.38,341.48,357.76,342.24,330.46,351.36,367.19,359.34,346.18,343.73,356.81,330.66,323.95,344.43
2013-11-21 22:08:01.711000,L8,375.55,341.57,336.54,344.82,360.43,356.26,358.71,338.20,350.77,394.74,327.84,361.77,346.22,318.38,329.64,342.97
2014-01-24 22:07:33.459000,L8,374.43,331.86,327.68,341.54,350.58,343.82,354.61,334.71,327.00,330.60,324.04,311.04,296.22,301.21,307.08,348.38
2014-02-25 22:07:08.406000,L8,423.07,338.65,341.90,342.88,346.72,343.29,342.37,339.39,335.39,336.77,331.31,328.14,333.64,354.43,347.84,356.35
2014-06-01 22:06:02.776000,L8,313.87,312.33,288.95,,,,,,,,,,,,,
2014-07-03 22:06:14.073000,L8,365.19,379.90,325.91,339.72,346.27,351.40,351.45,350.30,321.93,328.90,324.97,304.46,327.58,291.65,305.69,330.68
2014-08-04 22:06:26.455000,L8,,,,,,,,,308.82,299.39,304.99,292.20,295.71,290.20,298.40,339.32
2014-08-20 22:06:30.681000,L8,325.53,333.55,329.83,344.35,341.19,342.92,340.63,331.96,328.25,318.93,317.82,303.61,319.41,290.50,325.00,337.97
2014-10-23 22:06:39.356000,L8,317.36,321.68,317.91,330.47,328.32,327.74,323.31,312.02,311.47,308.66,319.05,298.88,301.34,298.81,304.59,303.49
2014-11-08 22:06:40.082000,L8,369.56,400.41,371.15,368.25,365.42,372.65,354.31,365.90,325.76,319.14,321.96,302.47,356.27,311.45,311.05,343.58
2015-02-12 22:06:15.200000,L8,389.67,330.23,320.49,336.91,336.01,341.61,329.78,326.71,321.97,315.64,320.03,305.48,295.89,293.77,304.41,339.20
2015-02-28 22:06:12.396000,L8,322.07,330.87,318.55,341.78,336.90,335.51,329.87,325.08,327.85,309.95,315.18,300.52,293.57,289.25,293.78,332.78
2015-04-01 22:05:49.742000,L8,302.74,303.38,296.42,316.58,318.12,297.16,310.00,280.18,,,,,,,,
2015-06-04 22:05:36.569000,L8,311.18,323.07,311.78,324.74,328.86,325.72,327.57,311.02,310.84,305.39,309.09,300.48,306.55,298.46,300.25,329.15
2015-07-22 22:06:01.523000,L8,,,,,330.66,326.06,325.54,307.42,315.78,301.43,310.83,297.33,293.81,284.80,289.31,296.27
2015-09-24 22:06:25.709000,L8,326.86,328.63,326.79,335.40,336.72,338.63,337.54,335.88,324.36,317.34,322.61,307.87,320.69,292.49,324.36,336.71
2015-10-26 22:06:31.715000,L8,,,,,320.27,318.75,312.76,302.60,303.12,298.30,302.74,287.34,295.97,283.84,287.91,283.59
2015-11-11 22:06:32.057000,L8,,,,,,,412.58,325.69,347.73,380.22,385.13,341.05,,328.82,340.04,339.51
2016-06-06 22:06:07.051000,L8,327.72,342.20,345.17,339.79,350.23,344.22,343.55,329.73,327.16,328.14,324.05,313.06,323.32,317.24,314.36,340.39
2016-08-09 22:06:27.877000,L8,312.96,308.55,302.75,312.42,327.55,320.94,318.53,303.34,301.11,297.75,307.91,294.35,282.57,280.22,276.95,273.58
2016-10-12 22:06:45.172000,L8,,285.07,288.25,300.99,317.73,311.48,308.85,,,,,,,,,
2016-12-15 22:06:42.070000,L8,312.43,312.36,310.87,316.92,328.00,320.92,326.09,310.00,309.03,307.38,310.94,291.74,304.39,303.89,298.47,291.82
2017-01-16 22:06:35.035000,L8,332.61,325.01,314.69,328.23,329.83,331.24,328.49,319.49,320.90,314.87,318.10,305.03,302.16,318.53,334.25,339.01
2017-04-06 22:05:57.916000,L8,348.10,340.67,331.17,337.78,332.16,332.29,328.15,335.60,333.10,322.55,323.97,307.23,316.92,330.65,356.77,339.59
2017-04-22 22:05:48.327000,L8,327.39,327.94,324.62,340.83,337.43,337.98,329.42,329.24,325.91,323.89,321.94,315.67,329.92,344.23,350.49,357.44
2017-05-08 22:05:47.247000,L8,324.94,323.77,330.19,328.45,327.17,328.47,325.86,313.41,321.50,306.72,312.50,302.67,309.22,313.47,317.48,331.20
2017-05-24 22:05:58.366000,L8,348.15,330.31,347.46,338.97,343.79,341.64,334.79,330.95,329.13,355.99,336.32,306.01,351.80,351.03,346.42,339.50
2017-06-25 22:06:11.601000,L8,321.50,328.77,330.14,336.59,340.75,333.56,332.95,310.96,322.54,308.17,311.54,302.13,309.02,307.09,298.28,304.21
2017-07-27 22:06:22.045000,L8,315.16,303.45,293.86,301.61,,,,,,,,,,,,
2017-08-12 22:06:28.266000,L8,322.21,312.11,316.63,323.18,326.54,331.81,331.20,308.00,313.82,306.04,314.28,306.99,291.64,290.19,290.77,335.15
2017-11-16 22:06:40.336000,L8,324.02,333.89,325.42,336.64,335.01,337.53,329.49,317.77,319.54,321.01,319.86,304.94,309.96,308.66,317.13,334.30
2017-12-02 22:06:34.857000,L8,326.71,330.12,315.40,342.51,344.61,345.26,331.07,329.23,325.73,331.73,323.02,305.12,315.74,311.22,321.72,360.38
2018-03-24 22:05:56.183000,L8,,,,,,,,300.28,303.35,298.53,305.75,272.30,267.12,279.22,273.90,
2018-05-27 22:05:16.737000,L8,303.76,303.43,,303.34,304.43,303.10,308.12,284.42,302.25,291.37,297.61,269.75,273.85,278.44,280.99,
2018-10-18 22:06:17.672000,L8,327.16,334.04,352.66,347.35,348.68,342.59,335.30,334.09,321.96,322.97,320.14,306.99,293.81,310.15,314.02,354.66
2018-11-19 22:06:22.186000,L8,325.69,322.67,327.53,329.17,334.96,335.22,329.11,332.89,318.79,320.52,315.80,307.33,318.74,332.45,320.30,326.17
2018-12-21 22:06:18.644000,L8,,,,,,,,286.29,283.68,290.18,295.25,275.78,269.06,279.62,278.68,
2019-01-22 22:06:14.214000,L8,,,,,,,,,,,,254.43,261.42,277.81,285.70,282.51
2019-02-07 22:06:11.622000,L8,324.53,326.07,340.90,330.80,327.83,328.86,329.86,312.08,314.27,307.98,320.45,301.85,304.13,301.08,322.00,331.89
2019-02-23 22:06:08.536000,L8,324.95,321.33,333.54,338.94,335.05,334.24,327.96,327.34,319.86,315.20,320.58,327.12,306.19,292.88,307.40,319.67
2019-03-27 22:05:59.546000,L8,381.80,388.39,380.13,333.99,329.13,337.93,327.88,328.62,323.97,334.52,328.32,327.06,330.77,299.00,303.01,351.26
2019-04-12 22:05:54.693000,L8,317.22,308.71,316.61,304.07,,,,,,337.11,317.37,301.63,287.46,289.23,286.08,324.85
2019-08-18 22:06:35.194000,L8,323.05,320.24,314.27,325.70,331.37,314.89,325.66,312.45,316.99,305.85,312.28,292.83,297.32,292.93,308.19,310.57
2019-09-19 22:06:44.224000,L8,319.17,329.94,318.05,324.13,329.54,334.16,324.24,309.99,317.67,309.88,329.17,328.76,280.36,292.46,288.02,331.56
2019-10-21 22:06:49.847000,L8,330.68,331.89,328.86,339.67,331.34,337.15,327.88,329.43,322.78,330.79,328.56,309.45,319.28,303.61,314.80,352.49
2019-11-06 22:06:48.641000,L8,416.19,360.49,349.18,346.74,338.28,338.51,342.14,343.24,354.48,362.62,346.59,327.82,350.28,304.34,359.18,362.91
2019-11-22 22:06:45.051000,L8,,,,314.10,322.31,311.65,317.70,298.00,302.02,,,,,,,
2019-12-08 22:06:44.689000,L8,,,,,304.64,306.04,306.06,302.67,306.72,,,,,,,
2020-02-10 22:06:28.847000,L8,313.20,312.55,301.79,317.63,327.12,316.76,325.72,311.74,305.05,305.59,307.53,280.78,291.79,286.88,297.03,295.61
2020-03-13 22:06:18.160000,L8,324.60,323.54,324.45,325.21,337.59,339.12,331.73,335.65,328.06,327.83,319.09,311.64,324.64,319.94,302.00,328.17
2020-03-29 22:06:09.106000,L8,346.17,348.30,328.86,329.90,339.04,331.57,330.49,328.68,323.05,321.62,314.94,307.37,324.67,336.56,335.13,349.46
2020-07-19 22:06:19.856000,L8,319.78,322.24,321.48,324.67,327.19,323.66,325.94,313.74,322.86,307.16,316.98,297.00,304.76,290.10,298.12,297.97
2021-03-16 22:06:15.871000,L8,317.53,309.29,308.85,320.35,328.00,320.71,324.89,312.94,307.84,304.63,308.80,299.14,297.95,304.87,296.91,305.62
2021-04-01 22:06:12.311000,L8,,291.17,294.80,310.86,321.12,310.28,316.93,302.26,310.36,306.11,302.84,261.46,263.16,273.94,,
2021-05-03 22:05:56.714000,L8,323.43,317.64,321.94,328.09,383.76,402.93,395.18,399.36,321.99,313.21,321.03,299.87,293.15,292.74,297.98,338.69
