dates,nzd0273-0000,nzd0273-0001,nzd0273-0002,nzd0273-0003,nzd0273-0004,nzd0273-0005,nzd0273-0006,nzd0273-0007,nzd0273-0008,nzd0273-0009,nzd0273-0010,nzd0273-0011,nzd0273-0012,nzd0273-0013,nzd0273-0014,nzd0273-0015,satname
2000-01-10 21:59:16+00:00,314.97,306.95,312.58,323.41,330.91,340.42,326.87,326.04,320.91,,,,290.03,281.71,288.53,327.56,L7
2000-01-26 21:59:14+00:00,312.33000000000004,306.73,311.05499999999995,322.17,329.435,336.28499999999997,324.315,320.07000000000005,317.165,302.5,309.36,294.01,287.03499999999997,281.275,286.26,326.18,L7
2000-03-30 21:58:57+00:00,307.6933333333333,303.56666666666666,304.35999999999996,321.29333333333335,326.8533333333333,335.67,322.8233333333333,316.44,315.78000000000003,298.9,306.315,288.57,282.57666666666665,280.09999999999997,283.19,320.06666666666666,L7
2000-08-05 21:57:32+00:00,298.42,294.865,291.475,315.68,320.19,329.23,318.43499999999995,309.18,313.01,295.3,303.27,283.13,273.66,277.75,277.05,307.84,L7
2000-11-25 21:56:47+00:00,315.02,297.685,297.21500000000003,321.385,325.29499999999996,327.145,321.15,,329.22,305.06,312.91,305.34,297.6,278.47,283.67,317.03,L7
2001-03-17 21:56:40+00:00,319.79499999999996,317.575,318.21500000000003,350.57,331.9,330.27,325.27,,329.22,314.365,312.91,306.105,309.045,293.755,283.67,331.83,L7
2001-09-25 21:54:52+00:00,,,287.96,307.71,,,,,,,,,,,,,L7
2001-10-11 21:54:33+00:00,299.34,288.59,290.385,306.48,315.74,,,304.2,302.52,283.48,294.37,272.89,265.31,270.32,276.75,,L7
2002-05-07 21:55:15+00:00,295.02,291.43,291.14,287.15,308.72,307.13,,,,,,,,,,,L7
2002-08-27 21:54:24+00:00,295.02,291.15,292.37,292.265,308.83000000000004,307.885,305.39,294.15,308.82,,,,,,,,L7
2002-10-14 21:54:07+00:00,291.335,290.67,290.6433333333334,295.83666666666664,309.15000000000003,308.93666666666667,304.705,295.27,301.23,285.87,289.13,278.29,265.59,264.84,276.19,,L7
2002-12-01 21:54:40+00:00,299.86,295.5833333333333,292.89000000000004,305.7966666666667,314.62333333333333,317.6166666666667,309.83666666666664,299.7,307.19,294.075,303.185,288.08000000000004,278.04499999999996,273.54999999999995,282.96000000000004,299.78,L7
2003-02-19 21:55:06+00:00,299.93666666666667,296.2625,293.2225,307.74,317.2425,322.12,314.1125,305.455,309.0575,294.16,300.5566666666667,288.08000000000004,278.04499999999996,273.54999999999995,282.96000000000004,302.145,L7
