dates,satname,nzd0098-0000,nzd0098-0001,nzd0098-0002
1999-08-26 22:04:44.971000,L7,369.14,324.05,325.11
1999-09-27 22:04:48.949000,L7,356.82,320.95,321.08
1999-11-14 22:04:42.286000,L7,326.10,318.16,322.33
2000-01-01 22:04:37.439000,L7,351.93,306.36,330.89
2000-01-17 22:04:35.821000,L7,345.76,334.86,338.07
2000-07-11 22:03:17.779000,L7,364.31,334.86,347.13
2000-08-12 22:02:54.094000,L7,336.61,331.69,331.84
2000-10-15 22:01:56.204000,L7,369.01,337.40,341.59
2001-01-03 22:02:12.432000,L7,369.60,338.92,342.50
2001-06-12 22:01:24.980000,L7,411.13,363.32,371.60
2001-08-15 22:00:38.680000,L7,371.00,335.98,338.51
2001-12-21 22:00:29.925000,L7,336.61,329.69,330.43
2002-01-22 22:00:40.906000,L7,334.87,332.68,337.57
2002-03-27 22:00:37.575000,L7,370.19,337.70,335.00
2002-06-15 22:00:19.658000,L7,368.90,330.84,325.23
2002-11-06 21:59:41.879000,L7,,,392.98
2002-12-24 22:00:09.147000,L7,332.17,317.11,320.13
2006-10-24 22:06:02.805000,L5,,308.42,311.99
2006-11-25 22:06:19.953000,L5,312.27,315.56,330.63
2006-12-11 22:06:28.205000,L5,339.79,366.33,402.77
2013-05-20 22:13:50.559000,L8,324.66,323.58,330.22
2013-06-21 22:13:43.313000,L8,318.26,315.20,329.09
2013-07-07 22:13:48.209000,L8,323.01,319.28,328.20
2013-10-11 22:13:41.596000,L8,315.40,318.62,327.11
2013-10-27 22:13:31.854000,L8,326.39,323.97,331.79
2013-11-12 22:13:32.202000,L8,375.93,340.63,346.98
2013-11-28 22:13:25.971000,L8,325.97,320.91,332.07
2013-12-14 22:13:21.591000,L8,319.03,314.54,329.00
2014-01-31 22:12:52.806000,L8,373.00,341.90,343.37
2014-04-05 22:11:58.702000,L8,315.91,317.70,328.58
2014-07-26 22:11:43.162000,L8,323.64,297.11,329.40
2014-10-14 22:12:02.705000,L8,333.54,333.55,338.14
2014-12-01 22:12:00.318000,L8,335.60,334.95,339.90
2015-04-24 22:11:08.401000,L8,314.51,313.14,321.27
2015-05-10 22:10:52.487000,L8,321.31,322.07,326.20
2015-12-20 22:11:57.501000,L8,327.83,320.74,333.92
2016-02-22 22:11:42.580000,L8,321.68,314.82,324.03
2016-03-09 22:11:40.902000,L8,325.54,319.28,324.30
2016-03-25 22:11:32.353000,L8,327.91,325.06,331.25
2016-04-26 22:11:21.230000,L8,323.58,319.72,326.68
2016-05-12 22:11:20.683000,L8,327.26,326.33,328.83
2016-06-13 22:11:30.674000,L8,330.88,329.92,332.13
2016-08-16 22:11:53.694000,L8,329.75,327.75,331.98
2016-11-20 22:12:09.409000,L8,329.27,325.19,332.40
2018-01-10 22:11:54.118000,L8,,312.53,328.88
2018-01-26 22:11:45.215000,L8,326.63,321.18,330.65
2018-04-16 22:11:06.667000,L8,333.18,324.31,328.76
2018-05-02 22:10:57.873000,L8,325.42,320.76,324.30
2018-07-05 22:10:54.795000,L8,331.86,327.13,329.56
2018-08-06 22:11:10.291000,L8,329.01,325.47,330.23
2018-09-07 22:11:24.397000,L8,327.65,323.60,332.12
2019-02-14 22:11:33.473000,L8,323.60,314.91,329.38
2019-03-02 22:11:29.304000,L8,324.64,319.22,329.76
2019-06-22 22:11:40.996000,L8,328.40,326.32,328.40
2019-08-09 22:11:55.358000,L8,335.75,328.73,333.30
2020-01-16 22:11:59.041000,L8,333.29,331.85,336.50
2020-02-01 22:11:53.781000,L8,325.09,327.94,332.22
2020-04-21 22:11:21.823000,L8,325.76,321.07,329.87
2020-07-10 22:11:39.723000,L8,330.04,327.40,330.02
