dates,nzd0212-0000,nzd0212-0001,nzd0212-0002,nzd0212-0003,nzd0212-0004,nzd0212-0005,nzd0212-0006,nzd0212-0007,nzd0212-0008,nzd0212-0014,nzd0212-0015,nzd0212-0016,nzd0212-0017,nzd0212-0018,nzd0212-0019,nzd0212-0020,nzd0212-0021,nzd0212-0022,nzd0212-0023,nzd0212-0024,nzd0212-0025,nzd0212-0026,nzd0212-0027,nzd0212-0028,nzd0212-0029,nzd0212-0030,nzd0212-0031,nzd0212-0032,nzd0212-0033,nzd0212-0034,nzd0212-0035,nzd0212-0036,nzd0212-0037,nzd0212-0042,nzd0212-0043,nzd0212-0044,nzd0212-0045,nzd0212-0046,nzd0212-0047,nzd0212-0048,nzd0212-0049,nzd0212-0050,nzd0212-0051,nzd0212-0052,nzd0212-0053,nzd0212-0054,nzd0212-0055,nzd0212-0056,nzd0212-0057,nzd0212-0058,nzd0212-0059,nzd0212-0060,nzd0212-0061,nzd0212-0062,nzd0212-0009,nzd0212-0010,nzd0212-0011,nzd0212-0012,nzd0212-0013,nzd0212-0038,nzd0212-0039,nzd0212-0040,nzd0212-0041
2013-12-30 22:13:37+00:00,332.4266666666667,338.7266666666667,319.32000000000005,289.8833333333334,324.70666666666665,242.14499999999998,284.62333333333333,,,306.44,334.09,,343.9866666666667,349.82,360.19000000000005,365.51,339.635,349.46,,,336.71,327.93,321.78999999999996,331.205,336.53833333333336,327.31666666666666,347.1233333333333,321.7866666666667,328.0266666666667,293.652,172.04500000000002,,,270.6542857142857,342.20666666666665,335.24666666666667,281.468,324.92,332.635,217.2125,335.615,220.97,336.64,333.39,,201.925,333.025,329.17499999999995,327.81,321.0,,,193.57333333333335,,,,,170.35,303.28,,243.59500000000003,206.93,221.11999999999998
2014-01-24 22:07:09+00:00,334.495,341.7,319.23333333333335,296.1975,324.70666666666665,239.346,284.62333333333333,,,306.44,334.09,357.21,347.66499999999996,350.534,361.545,369.235,344.58,349.46,,,336.71,327.93,321.78999999999996,327.635,337.77166666666665,328.70166666666665,352.83,325.61,330.175,290.912,171.976,,,270.09625,342.0375,335.84749999999997,281.468,333.88,333.58,217.2125,334.50666666666666,208.89,335.99,334.81333333333333,339.05,200.34333333333336,332.6033333333333,330.8766666666666,328.195,323.95,316.01,314.99,185.36,,,,,170.35,303.28,,256.92,,218.67200000000003
2014-01-31 22:13:16+00:00,334.495,341.7,319.23333333333335,296.1975,324.70666666666665,239.346,284.62333333333333,,,306.44,334.09,357.21,347.66499999999996,350.534,361.545,369.235,344.58,349.46,,,336.71,327.93,321.78999999999996,327.635,338.9971428571429,332.9785714285714,346.0225,325.62,330.34714285714284,287.98333333333335,171.976,,235.13,268.2688888888889,342.0375,335.84749999999997,277.65333333333336,333.88,333.58,223.584,334.50666666666666,221.66333333333333,335.99,334.81333333333333,339.05,206.91250000000002,332.6033333333333,330.8766666666666,328.195,323.95,316.01,314.99,185.36,,,,,170.35,303.28,215.64,249.03500000000003,,225.12833333333333
2014-02-09 22:06:57+00:00,335.178,342.744,320.9375,301.31800000000004,324.70666666666665,237.76,284.62333333333333,,,306.44,336.90250000000003,355.89,349.31399999999996,351.0566666666667,362.358,369.2966666666666,347.375,349.46,,,336.71,327.93,321.78999999999996,331.258,339.91625,334.505,348.128,328.2075,333.62857142857143,287.8385714285714,172.33833333333334,,235.13,271.3777777777778,342.38800000000003,336.992,277.65333333333336,338.6066666666666,334.51,233.84500000000003,334.1825,221.66333333333333,335.84999999999997,335.645,337.095,204.67333333333337,333.345,331.17499999999995,329.76,322.46,318.705,314.99,193.53,,,,,170.35,303.28,215.64,249.03500000000003,,225.43714285714287
2014-03-04 22:12:46+00:00,338.39500000000004,344.755,320.9375,309.21250000000003,324.70666666666665,241.91799999999998,284.62333333333333,,,309.845,332.8575,355.89,358.7833333333333,354.83750000000003,363.17,371.18999999999994,355.115,335.66,336.56,325.55,337.27,327.93,321.78999999999996,330.10499999999996,340.9957142857143,328.22249999999997,349.0775,325.195,338.06600000000003,289.61,176.825,,235.13,272.5985714285714,343.6033333333333,340.40000000000003,244.45250000000001,345.44999999999993,338.63666666666666,233.84500000000003,333.59999999999997,221.66333333333333,335.84999999999997,338.3933333333333,337.095,204.67333333333337,333.5166666666667,332.4366666666666,329.76,322.46,318.705,314.99,193.53,,,,,170.35,303.28,215.64,249.03500000000003,,228.84800000000004
2014-03-20 22:12:37+00:00,338.39500000000004,344.755,320.9375,309.21250000000003,324.185,244.27999999999997,285.8025,,,309.845,332.8575,355.89,358.7833333333333,354.83750000000003,363.17,371.18999999999994,355.115,335.66,336.56,325.55,337.27,329.9,322.1933333333333,326.706,337.15375000000006,326.1644444444444,349.37,329.2714285714286,338.06600000000003,289.61,176.825,340.36,235.13,264.56624999999997,343.6033333333333,340.40000000000003,253.01399999999998,345.44999999999993,327.57,241.994,310.7175,218.6525,335.84999999999997,312.56,299.21999999999997,206.76500000000001,333.5166666666667,332.4366666666666,329.76,322.46,318.705,314.99,193.53,,,,,170.35,296.7033333333333,215.64,249.03500000000003,,228.84800000000004
2014-03-29 22:06:15+00:00,338.51800000000003,344.656,325.32800000000003,310.188,324.185,240.83714285714285,285.8025,,,306.3066666666667,332.188,355.89,358.7833333333333,354.83750000000003,363.17,371.18999999999994,355.115,335.66,336.56,325.55,337.27,329.9,322.1933333333333,326.706,339.09888888888895,326.1644444444444,349.37,334.83125,338.06600000000003,289.61,176.825,340.36,235.13,264.56624999999997,342.705,339.025,253.01399999999998,345.44999999999993,327.57,241.994,310.7175,218.6525,335.84999999999997,312.56,299.21999999999997,206.76500000000001,333.5166666666667,332.4366666666666,329.76,322.46,318.705,314.99,193.53,,,,,170.35,296.7033333333333,215.64,249.03500000000003,174.19,228.48166666666668
2014-04-05 22:12:22+00:00,338.51800000000003,344.656,325.32800000000003,310.188,323.924,241.95875,286.914,,,306.3066666666667,332.188,355.89,358.7833333333333,354.83750000000003,363.17,371.18999999999994,357.18666666666667,335.66,346.28999999999996,325.55,337.27,329.9,323.03,327.18666666666667,337.35900000000004,324.598,345.65166666666664,334.83125,331.49333333333334,289.61,176.825,340.36,235.13,260.28444444444443,342.705,339.025,250.94833333333335,345.44999999999993,305.226,238.005,291.384,215.68200000000002,335.84999999999997,290.24,268.375,201.67800000000003,333.5166666666667,332.4366666666666,329.76,322.46,318.705,314.99,193.53,,,,,170.35,293.14,215.64,249.03500000000003,174.19,228.48166666666668
2014-05-23 22:11:42+00:00,339.2066666666667,347.26666666666665,329.3333333333333,317.01,322.466,243.2125,275.384,,,310.75666666666666,323.16,355.89,357.30499999999995,353.5300000000001,365.61,371.18999999999994,357.18666666666667,335.24,346.28999999999996,325.55,,331.87,323.71,329.376,338.63124999999997,319.78666666666663,343.27799999999996,338.8457142857143,313.648,283.2633333333333,172.92499999999998,340.36,235.13,257.59142857142854,341.77666666666664,338.03999999999996,249.53499999999997,345.44999999999993,295.74750000000006,246.926,280.40500000000003,215.68200000000002,335.455,277.95500000000004,268.375,201.67800000000003,333.6650000000001,333.17499999999995,330.735,323.19,318.705,314.99,193.53,,,,,170.35,293.14,215.64,249.03500000000003,174.19,232.54500000000002
2014-07-03 22:05:50+00:00,339.2066666666667,347.26666666666665,329.3333333333333,317.01,317.7966666666667,237.43833333333336,271.21999999999997,,,310.75666666666666,323.16,355.89,357.30499999999995,353.5300000000001,365.61,371.18999999999994,357.18666666666667,335.24,346.28999999999996,325.55,,331.87,324.27,332.94,337.77,321.74857142857144,343.27799999999996,349.956,313.8283333333333,283.2633333333333,171.29999999999998,340.36,235.13,246.92,341.77666666666664,338.03999999999996,247.65249999999997,345.44999999999993,295.74750000000006,247.23999999999998,280.40500000000003,220.21000000000004,335.455,277.95500000000004,268.375,205.82999999999998,333.6650000000001,333.17499999999995,330.735,323.19,318.705,314.99,,,,,,,283.0,215.64,241.15,174.19,232.54500000000002
2014-07-10 22:12:04+00:00,339.2066666666667,347.26666666666665,329.3333333333333,317.01,317.7966666666667,237.43833333333336,271.21999999999997,,267.81,310.75666666666666,323.16,355.89,357.30499999999995,353.5300000000001,365.61,371.18999999999994,357.18666666666667,335.24,346.28999999999996,325.55,,331.87,337.02333333333337,335.16400000000004,336.96571428571434,323.60375,341.955,348.35833333333335,317.1014285714286,283.89750000000004,171.29999999999998,340.36,235.13,241.25,341.77666666666664,338.03999999999996,247.65249999999997,316.40666666666664,286.46200000000005,246.5525,280.40500000000003,220.21000000000004,335.455,277.95500000000004,268.375,208.92,333.6650000000001,333.17499999999995,330.735,323.19,318.705,314.99,,,,,,,283.0,215.64,230.83999999999997,190.28,236.17200000000003
2014-08-11 22:12:15+00:00,339.01,344.26,342.89,314.09,317.7966666666667,241.66250000000002,271.21999999999997,,267.81,310.75666666666666,312.07,,384.88,,,,361.33,335.24,346.28999999999996,325.55,,331.87,337.02333333333337,328.92,327.99,307.91,330.1725,343.94,302.9975,285.8,168.05,340.36,,215.7566666666667,340.01,334.9,241.0025,243.07999999999998,246.55999999999997,242.06,224.7266666666667,206.71000000000004,,218.01000000000002,199.655,204.495,,,,,,,,,,,,,283.0,,220.53,190.28,238.66500000000002
2014-08-20 22:06:06+00:00,339.01,344.26,342.89,314.09,317.7966666666667,241.66250000000002,271.21999999999997,,267.81,310.75666666666666,312.07,,384.88,335.11,353.02,,361.33,335.24,346.28999999999996,325.55,,331.87,337.02333333333337,328.92,327.99,308.4942857142857,330.1725,343.94,306.448,285.33000000000004,164.775,340.36,,222.785,335.555,326.4,241.0025,243.07999999999998,246.55999999999997,242.06,224.7266666666667,206.71000000000004,,218.01000000000002,199.655,204.495,,,,,,,226.63,,,,,,283.0,,220.53,190.28,230.73666666666668
2014-11-08 22:06:16+00:00,340.87,346.01,,,307.89,240.57,232.96,,267.81,326.555,,,384.88,335.11,353.02,375.23,,334.82,,,,,362.53,344.06,326.665,313.9775,321.545,324.14000000000004,308.40250000000003,285.33000000000004,164.775,341.78,,228.385,331.1,328.87,218.06499999999997,243.07999999999998,238.01,237.795,218.06,,,,,211.80499999999998,,,,,,,226.63,,,,,,,,220.53,187.115,232.78
2014-11-15 22:12:25+00:00,340.87,346.01,,356.98,306.58,230.66,229.17000000000002,,267.81,326.555,,,384.88,335.11,353.02,375.23,,350.905,,,,,345.09,332.53,324.3533333333333,314.582,318.43,319.95,303.088,285.33000000000004,164.775,341.78,,228.385,315.5,328.87,230.3033333333333,242.35333333333332,236.40333333333334,235.09,215.91500000000002,205.32,,200.21,187.48,204.86,,,,,,,217.75,,,,,,310.19,,220.53,187.115,232.78
2014-12-01 22:12:24+00:00,340.87,346.01,,343.31,305.76,219.9,238.07999999999998,,267.81,317.97,,,384.88,335.11,353.02,375.23,372.28,369.69,359.91,350.27,,,339.65,327.49666666666667,323.885,318.858,317.27,317.3225,306.938,285.33000000000004,164.775,341.78,,224.28333333333333,315.5,328.87,244.13,240.9225,235.3025,234.38,216.17666666666665,207.495,,201.51,191.055,202.3325,,,,,,,216.15333333333334,,,,,169.67,313.06,,220.53,187.115,232.78
2015-02-12 22:05:51+00:00,340.87,346.01,,327.6766666666667,305.76,211.6,238.07999999999998,,,311.38,339.4,343.45,344.71,339.045,353.02,375.23,360.61,366.6566666666667,356.28,347.92999999999995,340.47,341.67,330.33666666666664,324.1766666666667,327.40000000000003,321.2575,324.81333333333333,320.4766666666667,294.4066666666667,285.935,165.92000000000002,341.78,,229.97500000000002,321.74666666666667,331.83,250.20499999999998,238.76500000000004,232.59500000000003,230.96499999999997,215.23499999999999,207.495,324.86,201.51,191.055,192.86,329.05,327.06,322.73,311.51,315.35,315.51,216.15333333333334,,,,,169.67,313.06,,,167.86,219.935
2015-02-28 22:05:48+00:00,337.55,340.71500000000003,322.13,326.7475,305.76,210.01,238.07999999999998,,,308.34666666666664,340.625,344.225,344.885,343.345,,375.23,357.16,364.5825,354.5733333333333,346.1266666666666,339.05,340.78,332.355,328.1725,331.75750000000005,329.115,330.1225,325.46750000000003,281.485,290.105,170.22,341.78,,216.08,324.1033333333333,338.58,250.20499999999998,238.76500000000004,232.59500000000003,230.96499999999997,215.23499999999999,207.495,327.495,201.51,191.055,192.86,329.47,326.18,326.345,314.97,316.23,315.975,210.91500000000002,,,,,169.67,313.06,,,171.16500000000002,227.93
2015-03-07 22:11:54+00:00,337.55,340.71500000000003,322.13,326.7475,305.76,210.01,238.07999999999998,,,308.34666666666664,340.625,344.225,344.885,343.345,,375.23,357.16,364.5825,359.0125,349.3875,339.05,340.78,334.668,330.88800000000003,333.05,327.02799999999996,325.524,318.79,281.485,290.105,170.22,341.78,,216.59500000000003,324.1033333333333,338.58,245.46,231.87666666666667,227.00333333333333,226.88666666666666,222.64333333333335,213.01,288.43,206.23000000000002,189.92,192.29,329.47,326.18,326.345,314.97,316.23,315.975,200.92,,,,,169.67,313.06,,,171.16500000000002,227.93
2015-04-01 22:05:25+00:00,337.55,340.71500000000003,316.055,326.7475,305.76,210.01,238.07999999999998,,,308.34666666666664,340.625,344.225,341.7033333333333,343.345,,375.23,350.57,364.5825,359.0125,349.3875,339.05,340.78,334.668,330.88800000000003,333.05,327.02799999999996,325.524,320.8433333333333,281.485,287.7133333333333,169.92999999999998,341.78,,216.59500000000003,324.1033333333333,338.58,245.46,231.87666666666667,227.00333333333333,226.88666666666666,222.64333333333335,213.01,288.43,206.23000000000002,189.92,192.29,329.47,326.18,326.345,314.97,316.23,315.975,200.92,,,,,169.67,313.06,,,171.16500000000002,227.93
2015-04-24 22:11:32+00:00,337.55,340.71500000000003,316.055,326.7475,305.76,210.01,238.07999999999998,,,315.315,336.10999999999996,327.13,341.7033333333333,343.345,,375.23,350.57,362.4,353.62,343.998,339.05,340.78,334.668,326.8833333333334,333.05,322.30333333333334,316.98,317.46714285714285,276.00666666666666,287.7133333333333,169.92999999999998,341.78,,211.12,324.1033333333333,338.58,245.46,231.87666666666667,227.00333333333333,226.88666666666666,222.64333333333335,213.01,288.43,206.23000000000002,189.92,192.29,329.47,326.18,326.345,314.97,316.23,315.975,198.5,,,,,169.67,313.06,,,171.16500000000002,227.93
2015-05-10 22:11:16+00:00,334.23,335.42,316.055,326.7475,305.76,210.01,238.07999999999998,,,314.43,336.10999999999996,328.21500000000003,347.735,343.345,,,350.57,361.385,350.14166666666665,340.425,339.05,340.78,334.668,318.98857142857145,333.05,318.77714285714285,309.93857142857144,313.79875,272.05499999999995,287.7133333333333,169.92999999999998,,,206.1775,324.1033333333333,337.95000000000005,237.24,225.905,219.4375,216.725,211.165,213.01,288.43,206.23000000000002,189.92,192.29,329.47,326.18,326.345,314.97,316.23,315.975,193.186,,,,,169.67,313.06,,,174.47,227.93
2015-05-19 22:05:04+00:00,334.23,335.42,316.055,316.67,306.25,206.42999999999998,250.78,,,314.43,326.81,328.21500000000003,347.735,343.345,,,350.57,360.264,346.0585714285714,334.8742857142857,339.05,340.78,336.4225,320.14428571428573,334.93600000000004,319.0733333333333,308.0157142857143,317.53125,268.7966666666666,287.0775,167.9275,,,206.1775,324.3933333333334,340.90000000000003,231.39333333333335,220.90666666666667,214.85333333333332,212.40666666666667,210.29666666666665,216.855,278.815,209.24,191.14,192.95,329.47,326.18,326.345,314.97,316.23,320.8,189.26500000000001,,,,,169.67,315.93,,,174.47,227.93
2015-06-04 22:05:12+00:00,334.23,335.42,316.055,310.185,,200.11999999999998,,,,314.43,326.81,328.21500000000003,347.735,343.345,,,343.3333333333333,357.23249999999996,337.5785714285715,326.07,339.05,340.78,338.9733333333333,320.5966666666667,338.05,315.6716666666667,307.05333333333334,325.56874999999997,262.62499999999994,285.61199999999997,167.702,,,202.87666666666667,324.3933333333334,340.90000000000003,224.27500000000003,213.045,206.27999999999997,202.485,207.09499999999997,224.04,278.815,215.67,187.65,195.79500000000002,329.47,306.87,326.345,286.2633333333333,316.23,321.88,187.2725,,,,,,,,,174.47,227.93
2015-06-27 22:11:34+00:00,334.23,335.42,316.055,310.185,,200.11999999999998,,,,314.43,326.81,328.21500000000003,347.735,343.345,,,343.3333333333333,357.23249999999996,337.5785714285715,326.07,339.05,340.78,338.9733333333333,320.5966666666667,338.05,315.6716666666667,307.05333333333334,325.56874999999997,259.38,285.61199999999997,167.702,,,202.87666666666667,316.5175,340.90000000000003,224.27500000000003,213.045,206.27999999999997,202.485,207.09499999999997,224.04,278.815,215.67,187.65,202.87333333333333,298.37666666666667,288.265,326.345,286.2633333333333,316.23,321.88,187.2725,,,,,,,,,174.47,227.93
2015-07-22 22:05:37+00:00,334.23,335.42,316.055,310.185,,200.11999999999998,,,,314.43,326.81,328.21500000000003,347.735,343.345,,,343.3333333333333,357.23249999999996,337.5785714285715,326.07,339.05,340.78,338.9733333333333,320.5966666666667,338.05,315.6716666666667,307.05333333333334,325.56874999999997,259.38,284.4683333333333,167.595,,,202.87666666666667,316.5175,340.90000000000003,224.27500000000003,213.045,206.27999999999997,202.485,207.09499999999997,224.04,278.815,215.67,187.65,203.6725,298.37666666666667,288.265,326.345,272.02,316.23,321.88,187.2725,,,,,,,,,174.47,227.93
2015-07-29 22:11:49+00:00,334.23,335.42,316.055,310.185,,200.11999999999998,,,,314.43,326.81,328.21500000000003,347.735,343.345,,,343.3333333333333,357.23249999999996,337.5785714285715,326.07,339.05,340.78,338.9733333333333,320.5966666666667,338.05,315.6716666666667,307.05333333333334,325.56874999999997,260.3025,284.4683333333333,167.595,,,221.36249999999998,311.256,340.90000000000003,224.27500000000003,222.65333333333334,208.88666666666666,206.75666666666666,206.47,218.825,263.794,211.925,187.65,197.85,272.0375,288.265,326.345,272.02,316.23,321.88,185.74200000000002,,,,,,,,,174.47,227.93
2015-08-07 22:05:40+00:00,334.23,335.42,316.055,310.185,,200.11999999999998,,,,314.43,326.81,328.21500000000003,347.735,343.345,,,343.3333333333333,357.23249999999996,337.5785714285715,326.07,339.05,340.78,338.9733333333333,320.5966666666667,338.05,315.6716666666667,307.05333333333334,325.56874999999997,260.3025,284.64285714285717,167.09,,,225.302,314.1466666666667,340.90000000000003,224.27500000000003,222.65333333333334,208.88666666666666,206.75666666666666,206.47,218.825,263.794,211.925,187.65,197.85,272.0375,288.265,326.345,268.288,316.23,321.88,191.60500000000002,,,,,,,,,174.47,227.22000000000003
2015-09-24 22:06:01+00:00,,338.99,309.98,,,,,,,336.22,312.995,325.0233333333333,348.65333333333336,,,,330.8,354.99,321.7275,308.80249999999995,342.17,339.96,,302.52333333333337,329.16,297.28333333333336,280.23,328.83,260.3025,283.96,165.22666666666666,,,233.37399999999997,309.55,338.98,212.58,224.93,205.42000000000002,200.76999999999998,190.975,213.61,226.84,208.18,,199.525,214.60500000000005,250.34999999999997,,237.16666666666666,,327.78499999999997,193.74000000000004,,,,,,,,,158.91,225.8
2016-02-06 22:12:13+00:00,,338.99,,,,,,,,,,350.66,344.79,,,,,,,,342.17,339.96,,,,304.11,304.07,321.43,279.98,291.47,162.17,,,237.62,335.28,331.16,,244.01,255.53,272.41,222.83,226.5,215.56,227.53,220.41,203.51,194.62,193.99,,,,,,,,,,,,,,158.91,
2016-08-16 22:12:17+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.31,,,,,,,234.32,234.42,216.92,228.17,219.28,214.14,199.26,201.04,198.05,192.07,,,,,,,,,,,,,,,
2016-09-01 22:12:24+00:00,,,,,,,,,,,,,,,,,,,,,,,,,319.72,,,348.08,294.02,288.06,,303.31,251.92,247.58,,,,235.69,234.19,232.20499999999998,215.485,222.075,215.97,210.795,204.04500000000002,196.45,186.955,192.07,,,,,,,,,,,,246.15,245.74,,257.69
2016-09-10 22:06:15+00:00,,,,,,,,,,298.0,,,340.95,344.34,355.95,,340.46,344.71,,,333.47,331.09,,320.28,321.53,324.15,337.61,341.21,308.485,287.85,160.33,303.31,251.92,251.115,335.18,332.2,,235.69,234.19,232.20499999999998,215.485,222.075,215.97,210.795,204.04500000000002,196.45,186.955,192.07,,265.16,275.3,,,,,,,,,246.15,245.74,169.99,243.92000000000002
2016-10-12 22:06:21+00:00,,,,,,,,,,298.0,,,340.95,344.34,355.95,,340.46,344.71,,,333.47,331.09,,320.28,321.53,329.92999999999995,342.19,341.21,308.485,290.0566666666667,162.495,303.31,251.92,251.115,335.18,332.2,,235.69,234.19,232.20499999999998,215.485,222.075,215.97,210.795,204.04500000000002,196.45,186.955,192.07,,265.16,290.515,311.36,,,,,,,,246.15,245.74,169.99,243.92000000000002
2016-11-04 22:12:33+00:00,,,,,,,,,,298.0,,,340.95,344.34,355.95,,340.46,344.71,,,333.47,331.09,,312.32,315.02,329.92999999999995,345.16,335.0833333333333,308.485,290.0566666666667,162.495,303.31,251.92,235.60666666666668,300.525,332.2,264.18,246.13,241.96333333333334,234.75333333333333,212.36666666666667,222.075,215.97,210.795,204.04500000000002,196.45,186.955,192.07,,265.16,290.515,311.36,,,,,,,,246.15,245.74,169.99,243.92000000000002
2016-11-20 22:12:33+00:00,,310.18,,,,,,,,298.0,,,340.95,344.34,355.95,,346.01,344.71,,,336.725,329.62,308.9,309.1666666666667,311.7,321.37999999999994,335.0,335.0833333333333,308.485,290.0566666666667,162.495,303.31,251.92,235.60666666666668,300.525,332.2,264.18,246.13,241.96333333333334,234.75333333333333,212.36666666666667,222.075,215.97,210.795,204.04500000000002,196.45,186.955,192.07,,265.16,290.515,311.36,,,,,,165.36,,246.15,245.74,169.99,243.92000000000002
2017-02-08 22:12:10+00:00,,310.18,,,,,,,,298.0,,,340.95,344.34,355.95,,346.01,344.71,,,336.725,329.62,308.9,309.1666666666667,311.7,323.04249999999996,334.71,336.65,318.5933333333333,290.0566666666667,162.495,313.825,251.92,231.6375,284.25,332.2,259.74,246.42,240.3125,234.595,220.355,229.51999999999998,218.46,209.63333333333333,202.46,197.04333333333332,191.1833333333333,192.055,,265.16,290.515,311.36,189.22,,,,,165.36,311.8,246.15,245.74,169.99,243.92000000000002
2017-05-24 22:05:34+00:00,313.92,332.08,,,,,,,,,298.99,,,,,,,,,,,,,,,328.03,333.55,341.35,353.195,,190.43,324.34,,232.76999999999998,265.895,,255.3,247.0,235.36,234.12,244.32,244.41,223.44,207.31,199.29,198.23,199.64,192.04,,261.98,,,201.905,,,,,,311.8,,,184.8,214.58
2017-06-16 22:11:55+00:00,313.92,332.08,,,,,,,,,298.99,,,,,,,,272.98,,,,,,246.83,307.955,333.55,311.07500000000005,353.195,,190.43,324.34,,232.76999999999998,265.895,320.03,255.3,247.0,235.36,234.12,244.32,244.41,223.44,207.31,199.29,198.23,199.64,192.04,,261.98,,,201.905,,,,,,287.52,,,184.8,214.58
2017-06-25 22:05:47+00:00,313.92,332.08,,,,,,,,,298.99,,,,,,,,270.765,257.45,,,,,243.155,302.32,333.55,306.98333333333335,353.195,268.17,190.43,324.34,,232.76999999999998,265.895,320.03,255.3,247.0,235.36,250.75,244.32,244.41,223.44,207.31,199.29,198.0,199.64,192.04,,261.98,250.44,,198.49333333333334,206.58,,,,,287.52,,,184.8,214.58
2017-07-18 22:12:04+00:00,313.92,337.145,,,,,,,,331.6,308.22,,,,,,,,273.52,257.45,,,,,243.45000000000002,297.9225,333.55,301.84250000000003,353.195,268.17,190.43,324.34,,232.76999999999998,265.895,320.03,255.3,247.0,235.36,250.75,244.32,244.41,223.44,207.31,199.29,198.0,199.64,192.04,,261.98,250.44,,195.8,206.58,,,,,287.52,,,184.8,214.58
2017-08-03 22:12:11+00:00,313.92,337.145,,299.18,,,,,,331.6,308.22,,,,,,,,273.52,257.45,,,,,249.83,296.53200000000004,333.55,303.014,353.195,268.17,190.43,324.34,,221.10333333333332,258.34999999999997,320.03,255.3,240.11,229.59,250.75,229.08499999999998,244.41,216.765,207.31,199.29,207.99666666666667,191.075,192.04,,261.98,250.44,,194.14600000000002,206.58,,,,,282.25666666666666,,,184.8,214.58
2017-08-12 22:06:04+00:00,312.125,332.21666666666664,,299.18,,,,,,307.225,308.22,,,,,,,,273.52,257.45,,,290.4,299.23,259.188,294.02000000000004,,301.89000000000004,367.58,278.935,175.625,,,226.88666666666666,261.67499999999995,315.585,,233.22,223.82,267.38,213.85,,210.09,,,227.79666666666665,182.51,,331.64,279.04,267.195,,195.3775,206.58,,,,,267.485,,,184.8,215.23000000000002
2017-09-04 22:12:19+00:00,312.125,332.21666666666664,,299.18,,,,,,307.225,308.22,,,,,,,,281.71,292.86,313.51,,297.835,285.33000000000004,262.0166666666667,298.00500000000005,353.59,301.89000000000004,367.58,278.935,175.625,,,226.88666666666666,261.67499999999995,315.585,,233.22,223.82,267.38,213.85,,210.09,,,227.79666666666665,182.51,,331.64,279.04,267.195,,195.3775,206.58,,,,,267.485,,,184.8,215.23000000000002
2017-11-23 22:12:24+00:00,310.33,329.8433333333333,,299.18,,,,,,307.225,317.45,,,,,,369.21,355.84,295.054,309.09999999999997,328.935,331.5,304.92333333333335,293.9666666666667,268.7857142857143,299.67428571428576,353.59,302.16833333333335,,278.935,160.82,,,216.65333333333334,246.82999999999998,315.585,247.61,236.28,226.89,249.98000000000002,214.845,208.06,210.79500000000002,198.1,177.89,227.79666666666665,183.005,181.06,331.64,296.1,267.195,,188.97333333333336,206.58,,,,,279.3633333333334,,,,215.88
2017-12-02 22:06:10+00:00,321.89,333.5225,,299.18,,,,,,307.225,332.01,350.3,,,,368.47,367.325,355.84,295.054,316.90999999999997,333.48,336.49,312.7875,304.395,277.1825,304.68375000000003,352.095,302.16833333333335,340.02,287.85999999999996,172.535,,197.02,216.65333333333334,246.82999999999998,326.9733333333333,247.61,236.28,226.89,249.98000000000002,214.845,208.06,210.79500000000002,198.1,177.89,227.79666666666665,183.005,181.06,331.64,296.1,267.195,,188.97333333333336,206.58,,,,,279.3633333333334,192.22,,188.04,222.25
2018-01-10 22:12:18+00:00,321.89,332.56399999999996,,299.18,,,,,,307.225,332.01,350.3,,,,368.47,366.9633333333333,359.595,322.2175,337.715,334.1925,331.95666666666665,317.698,309.44,291.92285714285714,310.1714285714285,339.01666666666665,306.834,340.02,297.7049999999999,172.535,,197.02,213.97500000000002,248.24333333333334,330.445,249.865,239.88,230.76666666666665,235.815,214.46666666666667,206.65,209.9333333333333,197.05,177.89,242.81,183.005,181.06,331.64,296.1,283.95,,187.625,,,,,225.22,287.42500000000007,192.22,,188.04,222.25
2018-03-08 22:05:39+00:00,333.45,332.75,303.52,299.27,,,,,,299.93,340.485,345.09000000000003,343.09,347.39,358.02,365.82000000000005,362.78499999999997,354.83666666666664,351.31666666666666,339.405,341.405,333.6825,331.05,327.15,322.3975,326.5,337.40333333333336,314.64000000000004,342.655,298.095,184.05,,194.565,225.87333333333333,250.735,343.2,249.865,243.20999999999998,234.23999999999998,235.815,214.77499999999998,206.65,209.85499999999996,197.05,177.89,,183.5,181.06,322.4,316.66,291.96,310.62,,,,,,225.22,303.12,190.615,,186.82,221.11
2018-03-15 22:11:46+00:00,333.45,332.75,290.365,299.27,,,,,,299.93,340.485,345.09000000000003,343.09,347.39,358.02,365.82000000000005,362.78499999999997,354.83666666666664,351.31666666666666,339.405,345.412,332.562,327.336,323.126,318.128,322.62,337.40333333333336,310.95,342.655,298.095,184.05,,194.565,230.8475,256.7366666666667,343.2,253.2733333333333,237.24666666666667,234.15,233.02,213.60999999999999,206.65,209.85499999999996,200.39666666666668,199.615,,195.43,194.155,322.4,316.66,291.96,310.62,177.43,,,,,225.22,303.12,190.615,,186.82,221.11
