dates,satname,nzd0212-0000,nzd0212-0001,nzd0212-0002,nzd0212-0003,nzd0212-0004,nzd0212-0005,nzd0212-0006,nzd0212-0014,nzd0212-0015,nzd0212-0016,nzd0212-0017,nzd0212-0018,nzd0212-0019,nzd0212-0020,nzd0212-0021,nzd0212-0022,nzd0212-0023,nzd0212-0024,nzd0212-0025,nzd0212-0026,nzd0212-0027,nzd0212-0028,nzd0212-0029,nzd0212-0030,nzd0212-0031,nzd0212-0032,nzd0212-0033,nzd0212-0034,nzd0212-0043,nzd0212-0044,nzd0212-0045,nzd0212-0046,nzd0212-0047,nzd0212-0048,nzd0212-0049,nzd0212-0050,nzd0212-0051,nzd0212-0052,nzd0212-0053,nzd0212-0054,nzd0212-0055,nzd0212-0056,nzd0212-0057,nzd0212-0058,nzd0212-0059,nzd0212-0060,nzd0212-0061,nzd0212-0007,nzd0212-0062,nzd0212-0042,nzd0212-0041,nzd0212-0013,nzd0212-0008,nzd0212-0009,nzd0212-0010,nzd0212-0036,nzd0212-0037,nzd0212-0038,nzd0212-0039,nzd0212-0040,nzd0212-0035,nzd0212-0012,nzd0212-0011
1999-12-25 21:58:52.197000,L7,351.87,347.80,324.03,324.87,329.15,325.79,290.15,295.04,344.99,348.99,347.98,360.53,371.67,375.53,363.40,366.53,360.41,350.40,347.92,340.08,338.27,339.85,347.34,353.43,352.68,351.95,329.00,283.48,332.07,341.65,404.89,411.94,403.70,403.86,388.30,392.64,393.07,401.43,326.97,323.76,316.71,327.54,321.83,311.87,305.20,307.45,323.66,,,,,,,,,,,,,,,,
2000-03-30 21:58:33.541000,L7,364.94,357.66,342.53,345.73,350.73,343.32,316.22,,,,,339.27,381.11,387.55,,,,,,,,331.90,344.11,371.96,400.12,,,,,,,285.77,303.41,343.46,284.97,338.58,,,,294.01,305.11,315.42,375.63,,,,,267.25,,,,,,,,,,,,,,,
2000-07-04 21:57:38.483000,L7,305.23,332.83,297.77,311.87,310.13,310.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-05 21:57:08.715000,L7,356.96,353.59,340.28,347.19,345.11,342.10,312.62,,,,,,,,,,,,,,,,,310.18,331.82,333.70,300.66,297.54,,,292.94,289.44,319.01,286.18,279.55,,,,,,,,,,,,,270.47,,,,,,,,,,,,,,,
2000-11-09 21:56:21.390000,L7,347.72,345.27,316.80,320.42,323.22,320.31,287.83,,,,375.36,362.25,383.47,372.21,358.56,357.40,348.22,346.38,351.13,342.47,334.08,337.17,342.95,348.59,349.10,349.34,326.91,284.93,,,,,333.10,346.18,406.54,379.24,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-01 21:56:21.596000,L7,,,,,,,,,,,,,,,,364.08,367.35,360.43,366.87,363.39,357.65,356.25,374.22,373.33,378.98,366.72,346.39,295.14,336.67,350.94,355.73,327.67,332.24,334.11,311.60,321.99,309.17,321.85,325.38,322.26,311.88,328.30,330.65,286.49,291.75,320.94,333.90,,,278.28,,,,,,,,,,,,,
2001-03-17 21:56:16.575000,L7,,,,,,,370.36,,,,,,,,,,,,,,,,,,,,,,347.62,337.36,310.96,293.26,316.22,317.48,290.69,312.25,280.52,316.70,341.31,328.67,329.72,341.82,314.63,264.27,277.32,313.82,306.30,370.11,,384.29,,,368.95,343.61,,,,,,,,,
2001-06-05 21:55:40.577000,L7,373.92,383.39,382.58,380.62,387.76,367.83,378.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-21 21:55:29.297000,L7,,,,,,,,,,,,,,,,,,,,390.88,367.16,372.84,372.18,354.42,370.54,376.42,386.14,379.46,360.14,393.24,385.25,378.48,378.48,393.40,385.00,,,,,,,,,,,,,,,350.89,358.77,,,,,373.37,366.07,362.28,369.12,369.09,372.65,,
2001-08-08 21:55:01.113000,L7,315.06,329.82,290.15,300.41,296.45,281.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-25 21:54:28.694000,L7,328.53,336.06,286.51,296.74,298.63,302.76,,,308.97,308.29,306.10,336.10,354.17,362.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.59,,,,,,,,,,,,,,
2001-12-30 21:54:37.254000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.26,391.37,353.69,399.08,399.08,370.79,369.47,376.86,372.10,,,,,,,,,,,,,381.16,,,,,,,,,,,,,
2002-02-16 21:54:54.191000,L7,372.57,372.37,367.03,367.96,357.70,382.05,342.31,315.52,358.40,368.33,368.13,375.13,387.72,399.66,385.06,379.82,368.85,362.96,363.38,351.13,357.38,358.77,365.64,374.49,386.40,378.61,351.21,322.61,369.37,375.81,371.75,373.56,348.86,354.03,322.29,338.56,321.24,391.63,395.05,395.25,368.93,363.06,364.18,349.77,306.85,342.47,384.99,291.38,,295.21,,,,,,,,,,,,,
2002-03-20 21:54:48.224000,L7,359.55,365.04,368.11,363.74,367.61,343.54,316.70,288.78,316.52,331.54,318.71,373.77,383.02,384.23,297.23,356.93,361.30,349.26,360.99,311.62,324.24,335.18,351.78,362.73,383.12,371.51,336.04,294.59,338.93,339.55,319.29,292.92,312.50,324.26,294.70,316.82,,,,317.42,309.30,346.94,324.30,266.10,276.95,315.97,315.26,264.15,,271.52,,,,,,,,,,,,,
