dates,satname,nzd0137-0000,nzd0137-0001,nzd0137-0002,nzd0137-0003,nzd0137-0004,nzd0137-0005,nzd0137-0006,nzd0137-0007,nzd0137-0008,nzd0137-0009,nzd0137-0010,nzd0137-0011,nzd0137-0012
1999-08-26 22:04:44.971000,L7,233.41,244.82,297.05,278.07,346.53,336.40,317.10,274.60,381.50,382.57,332.82,332.42,380.99
1999-09-27 22:04:48.949000,L7,240.87,252.02,292.98,321.88,348.24,356.63,361.07,370.76,378.99,382.71,384.41,334.72,367.02
1999-10-22 21:58:28.758000,L7,,387.36,383.48,375.13,388.42,392.42,407.21,367.88,408.14,416.32,,,
1999-11-14 22:04:42.286000,L7,247.21,256.58,297.15,298.72,335.94,302.57,,,,,307.18,328.23,314.73
1999-12-25 21:58:52.197000,L7,244.68,248.64,297.53,283.58,335.00,344.75,342.79,367.84,372.84,375.88,376.67,376.34,363.91
2000-01-01 22:04:37.439000,L7,250.53,267.20,297.18,286.78,338.34,365.90,321.22,372.97,371.92,381.73,341.39,336.72,320.40
2000-01-10 21:58:52.465000,L7,233.67,274.20,283.79,278.90,208.21,370.31,329.99,311.01,335.91,416.53,363.31,368.53,352.25
2000-02-11 21:58:22.025000,L7,235.04,260.68,294.53,326.93,336.17,326.91,303.08,309.47,355.43,359.91,364.15,359.04,354.97
2000-02-18 22:04:29.218000,L7,449.97,392.19,368.33,361.57,,,,,,,,,
2000-03-30 21:58:09.573000,L7,237.99,249.92,294.58,279.24,328.43,330.58,321.81,361.47,331.25,323.32,317.76,325.64,367.54
2000-03-30 21:58:33.541000,L7,241.82,257.83,296.36,280.97,331.72,333.41,330.03,364.49,331.01,327.21,320.81,326.54,370.34
2000-05-17 21:58:07.485000,L7,254.35,266.27,295.84,281.43,201.43,345.18,349.53,371.90,380.55,382.62,325.48,335.73,347.40
2000-05-24 22:03:46.662000,L7,236.86,258.45,296.96,278.01,341.72,344.58,340.60,370.79,380.51,381.04,355.91,375.96,349.99
2000-07-11 22:03:17.779000,L7,491.79,362.53,387.74,370.37,364.98,380.92,382.98,404.17,402.53,419.57,,,
2000-08-12 22:02:54.094000,L7,234.25,266.38,295.25,326.20,344.43,334.69,322.76,371.18,365.46,376.07,340.41,343.43,362.99
2000-09-06 21:56:22.949000,L7,,,,,,,,,,,,318.46,305.09
2000-09-22 21:56:05.544000,L7,,,,,,,326.56,365.25,349.44,358.62,333.50,336.26,360.10
2000-09-22 21:56:29.431000,L7,,,,,,,327.01,370.02,368.92,370.16,339.03,338.69,315.85
2000-10-15 22:01:56.204000,L7,373.50,229.93,295.14,332.90,340.29,343.66,330.88,359.83,346.40,371.99,333.06,330.76,365.71
2001-01-03 22:02:12.432000,L7,253.14,251.66,292.57,314.38,334.26,333.10,324.43,368.70,368.78,358.66,373.34,329.03,315.43
2001-02-04 22:02:14.384000,L7,519.96,263.96,311.61,303.20,354.67,347.09,376.40,,,,,,
2001-02-13 21:56:03.778000,L7,236.98,251.29,290.68,272.84,195.20,339.88,330.29,365.48,369.97,367.71,337.33,342.15,318.33
2001-03-01 21:55:57.624000,L7,255.69,258.49,293.28,290.33,290.98,337.63,332.93,366.64,341.43,357.36,332.56,336.93,290.92
2001-03-01 21:56:21.596000,L7,251.04,252.89,288.26,281.05,187.20,,,,335.56,369.89,329.26,334.75,283.64
