dates,nzd0137-0000,nzd0137-0001,nzd0137-0002,nzd0137-0003,nzd0137-0004,nzd0137-0005,nzd0137-0006,nzd0137-0007,nzd0137-0008,nzd0137-0009,nzd0137-0010,nzd0137-0011,nzd0137-0012,satname
1999-08-26 22:04:44+00:00,233.41,244.82,297.05,,346.53,336.4,,,381.5,382.57,,332.42,380.99,L7
1999-09-27 22:04:48+00:00,237.14,248.42000000000002,295.015,321.88,347.385,346.515,361.07,370.76,380.245,382.64,,333.57000000000005,374.005,L7
2000-01-01 22:04:37+00:00,237.14,254.67999999999998,295.7366666666667,304.33,344.36999999999995,352.97666666666663,341.145,371.865,377.47,382.33666666666664,341.39,334.62000000000006,356.1366666666666,L7
2000-05-24 22:03:46+00:00,236.86,267.2,297.07,282.395,340.03,355.24,330.91,371.88,376.21500000000003,381.385,348.65,356.34000000000003,335.195,L7
2000-07-11 22:03:17+00:00,236.86,,296.96,278.01,353.35,344.58,340.6,370.79,380.51,381.04,355.91,375.96,349.99,L7
2001-01-03 22:02:12+00:00,,251.66,,314.38,349.62,333.1,324.43,368.7,368.78,358.66,373.34,329.03,315.43,L7
2001-03-24 22:01:59+00:00,250.48,254.58999999999997,293.45,297.09000000000003,336.32,334.83500000000004,339.27,364.895,362.83,340.79,369.74,346.83,342.82500000000005,L7
2001-08-24 21:54:48+00:00,233.53,240.54,280.475,262.82,326.1,322.115,331.54,356.58,353.605,338.555,361.22,347.225,362.45500000000004,L7
2001-09-09 21:54:12+00:00,235.9,247.17,284.6333333333333,269.41333333333336,333.37666666666667,327.7033333333333,335.1166666666667,359.28,357.77,338.555,369.5733333333333,344.74,359.65333333333336,L7
2001-09-25 21:54:04+00:00,241.9333333333333,250.56333333333336,280.225,264.22,338.5733333333333,333.2833333333333,333.75666666666666,358.375,366.48333333333335,371.02,370.62999999999994,344.1366666666666,353.62999999999994,L7
2001-10-02 22:00:04+00:00,240.39749999999998,252.3475,285.0566666666667,269.2066666666667,340.645,336.03,333.105,362.84,370.21500000000003,373.90000000000003,361.3025,343.4075,359.0475,L7
2001-10-11 21:53:46+00:00,244.754,253.32399999999998,288.13,269.2066666666667,342.366,339.488,334.594,365.3575,371.866,375.96500000000003,366.178,350.452,357.98,L7
2001-11-03 22:00:10+00:00,244.79666666666665,251.94333333333336,287.486,267.20000000000005,341.45166666666665,338.62166666666667,334.20166666666665,365.312,370.25333333333333,374.87600000000003,363.44,348.89166666666665,350.675,L7
2002-01-22 22:00:40+00:00,244.79666666666665,251.94333333333336,287.486,270.88800000000003,341.45166666666665,338.79714285714283,328.55285714285714,367.25500000000005,371.93142857142857,376.48,366.5785714285715,353.86571428571426,351.04714285714283,L7
2002-02-16 21:54:54+00:00,244.79666666666665,250.61285714285714,287.21000000000004,270.305,340.0585714285714,338.68625,329.3825,365.8457142857143,371.08500000000004,374.8528571428572,366.81125,356.03249999999997,352.17375,L7
2002-04-28 22:00:38+00:00,239.22,241.72,280.54333333333335,268.85499999999996,333.27,335.4725,323.865,364.0875,365.82750000000004,371.9575,359.87750000000005,360.185,340.67499999999995,L7
2002-08-18 21:59:57+00:00,241.09,237.49,270.89,261.21,336.845,330.30499999999995,328.76,363.935,364.385,366.9,343.17,342.405,350.005,L7
2002-08-27 21:54:00+00:00,234.51666666666665,238.96,269.96,255.06,336.845,327.14666666666665,331.93333333333334,359.3766666666667,362.4433333333333,363.8566666666666,351.68,349.83666666666664,353.6333333333334,L7
2002-09-19 21:59:35+00:00,234.51666666666665,238.96,269.96,292.8,336.845,327.14666666666665,331.93333333333334,359.3766666666667,362.4433333333333,363.8566666666666,351.68,349.83666666666664,353.6333333333334,L7
2002-10-14 21:53:19+00:00,234.51666666666665,238.96,269.96,308.7575,343.46000000000004,336.1325,339.61,359.3766666666667,362.4433333333333,363.8566666666666,351.68,349.83666666666664,353.6333333333334,L7
2002-12-24 22:00:09+00:00,245.46,243.865,284.42499999999995,325.87,347.52666666666664,339.485,342.59250000000003,363.4866666666667,369.19666666666666,354.46999999999997,360.76666666666665,353.8533333333333,355.07666666666665,L7
2003-01-18 21:54:30+00:00,252.825,250.35666666666665,290.68666666666667,317.934,347.52666666666664,339.214,343.06800000000004,365.1325,371.2925,360.04499999999996,366.3325,360.5225,359.03499999999997,L7
2003-01-25 22:00:18+00:00,256.358,253.6375,292.29499999999996,312.455,347.52666666666664,339.214,343.06800000000004,367.844,372.77599999999995,364.55,366.3325,355.378,360.85,L7
2003-08-13 21:48:45+00:00,222.87,240.97,323.68,314.12,344.63,335.24,312.41,,353.46,355.67,345.44,340.17,330.57,L5
2003-09-30 21:49:30+00:00,226.925,241.10500000000002,299.89,295.88,346.315,339.99,316.85,,353.71,363.265,347.03499999999997,343.05,332.78999999999996,L5
2003-10-25 21:43:40+00:00,230.11333333333334,240.85,294.07,300.51,342.4766666666667,340.75666666666666,315.42333333333335,365.3,355.5333333333333,365.00333333333333,347.21999999999997,344.1133333333334,331.2966666666667,L5
2003-11-17 21:50:09+00:00,237.1875,246.04250000000002,298.675,305.745,343.11,341.31,311.935,365.3,355.5333333333333,362.8225,345.275,341.89,333.8375,L5
2004-02-14 21:44:33+00:00,240.0675,249.64749999999998,294.25,304.7175,340.85749999999996,342.5725,313.7625,365.3,356.56999999999994,365.20666666666665,345.21999999999997,342.4633333333333,334.9266666666667,L5
2004-04-02 21:45:18+00:00,243.09666666666666,252.44999999999996,300.3,313.7433333333333,338.47666666666663,341.84999999999997,311.25333333333333,365.3,358.56,364.95,346.69000000000005,343.6266666666667,335.46333333333337,L5
2004-04-18 21:45:25+00:00,243.09666666666666,256.59499999999997,306.17,313.395,336.5775,340.785,311.78000000000003,366.975,360.95666666666665,368.145,351.5625,346.3725,338.76250000000005,L5
2004-05-04 21:45:52+00:00,246.39999999999998,260.865,311.3725,313.5525,335.55,337.90000000000003,313.08000000000004,368.65,363.07666666666665,369.9475,354.14,347.3025,341.64000000000004,L5
2004-05-20 21:46:20+00:00,234.39,259.4675,313.51,301.9425,332.3966666666667,336.21000000000004,316.95000000000005,368.65,362.85,372.69,358.51750000000004,348.7575,341.0575,L5
2004-06-05 21:46:48+00:00,234.18,258.77,310.304,293.61,332.3966666666667,333.02250000000004,321.4425,366.89,363.494,372.678,358.084,349.32399999999996,342.15600000000006,L5
2004-07-23 21:48:09+00:00,231.21666666666667,255.56499999999997,303.30833333333334,293.61,332.85,332.704,318.738,367.24,364.555,373.56666666666666,359.1333333333334,349.33666666666664,342.2583333333334,L5
2004-07-30 21:54:28+00:00,229.2575,255.60285714285712,302.7742857142857,293.61,333.36199999999997,334.05,318.40833333333336,364.58,364.89428571428573,374.0242857142857,359.1385714285715,349.42,342.45142857142855,L5
2004-09-25 21:49:43+00:00,227.54666666666665,253.57999999999998,302.24,289.51,334.43999999999994,332.82,318.0516666666667,360.90999999999997,365.01375,373.785,357.96625,349.2425,340.85,L5
2004-10-18 21:56:23+00:00,230.5125,251.97142857142856,304.8183333333333,295.475,338.204,335.1166666666666,321.75,362.514,367.69,374.47999999999996,357.3971428571428,349.4885714285714,339.35571428571427,L5
2004-11-03 21:56:42+00:00,232.47799999999998,251.02142857142854,307.97166666666664,301.03749999999997,341.41999999999996,337.99833333333333,324.25333333333333,361.5166666666667,369.15142857142854,372.75142857142856,354.2114285714286,347.98285714285714,337.8442857142857,L5
2005-01-15 21:51:45+00:00,239.738,249.02799999999996,307.508,320.95,339.4733333333333,339.26000000000005,320.34,360.79400000000004,369.885,373.57666666666665,354.52833333333336,349.6033333333333,336.31333333333333,L5
2005-02-07 21:58:15+00:00,252.0725,255.52499999999998,317.03999999999996,314.42249999999996,341.80499999999995,340.83750000000003,324.34000000000003,359.8100000000001,370.006,372.888,353.582,351.598,335.822,L5
2005-02-23 21:58:31+00:00,252.41199999999998,257.596,317.03999999999996,312.006,340.602,339.504,320.87,358.4225,368.5333333333333,372.4266666666667,354.0783333333334,352.0233333333333,336.485,L5
2005-03-11 21:58:44+00:00,249.8216666666667,256.3383333333333,311.282,305.78,315.2483333333333,339.504,320.87,358.4225,368.5333333333333,372.4266666666667,354.0783333333334,352.0233333333333,336.485,L5
2005-03-27 21:58:51+00:00,248.0,257.92833333333334,307.6933333333333,303.0728571428571,289.3766666666667,341.1525,321.6925,362.4866666666667,369.07,372.49,354.94200000000006,352.828,337.854,L5
2005-04-12 21:58:55+00:00,244.51624999999999,255.1885714285714,303.4057142857143,298.895,273.9114285714286,341.1525,321.6925,362.4866666666667,369.07,371.045,354.06166666666667,351.2083333333333,333.12833333333333,L5
2005-05-23 21:53:00+00:00,245.39857142857142,255.52499999999998,294.2766666666667,289.50714285714287,234.14000000000001,332.5999999999999,309.21500000000003,354.26,363.64500000000004,370.588,356.724,350.648,335.006,L5
2005-06-08 21:53:09+00:00,243.775,254.33142857142857,291.29,289.76125,225.08571428571432,332.5999999999999,309.21500000000003,354.26,363.988,369.96166666666664,356.19,349.535,334.6816666666667,L5
2005-07-26 21:53:30+00:00,239.64124999999999,253.25,292.13428571428574,293.62375,227.11285714285714,334.635,319.99,361.015,365.514,371.6483333333333,355.67833333333334,349.2366666666667,333.79833333333335,L5
2005-09-19 21:59:56+00:00,238.11333333333332,248.14499999999998,295.725,302.62166666666667,234.57000000000002,336.21000000000004,326.62,367.77,364.24,369.924,354.2,347.788,330.844,L5
2006-02-03 21:56:19+00:00,260.46,254.2,300.28,321.56,343.855,339.43,314.14,,358.07,367.61,355.92499999999995,352.64,338.84,L5
2006-04-15 22:03:30+00:00,245.2,257.54499999999996,291.775,311.96000000000004,342.245,340.33500000000004,307.66499999999996,,364.72,372.89,351.96000000000004,345.515,330.53,L5
2006-06-02 22:04:12+00:00,243.52499999999998,257.76,291.775,311.96000000000004,341.9533333333334,339.18333333333334,308.36999999999995,354.94,364.72,370.86,352.5733333333333,344.40333333333336,332.62,L5
2006-07-04 22:04:41+00:00,243.52499999999998,257.76,291.775,311.96000000000004,341.9075,338.17,309.48749999999995,354.94,361.655,371.50333333333333,353.75,342.9825,334.75333333333333,L5
2006-12-11 22:06:52+00:00,,258.6,304.87,316.08,341.21500000000003,336.015,306.995,,358.59,372.79,357.28,338.72,339.02,L5
2008-10-29 21:55:24+00:00,,278.24,337.5,334.5,345.28,333.79,310.12,,,,,,,L5
2009-02-02 21:57:22+00:00,260.37,275.225,329.5,323.805,338.815,333.97,309.405,,371.98,374.58,363.2,359.73,339.8,L5
2009-02-11 21:51:25+00:00,251.48000000000002,272.18,326.4266666666667,315.9166666666667,338.42333333333335,333.9266666666667,309.26,369.33,374.135,374.7,364.695,360.96000000000004,337.755,L5
2010-02-21 22:02:44+00:00,246.78,248.3,,298.37,330.99,337.01,315.57,,379.05,382.11,364.65,359.22,340.35,L5
2010-10-28 21:55:51+00:00,,,,,,,,360.69,356.35,366.15,352.48,348.89,331.3,L5
2010-12-31 21:55:32+00:00,,254.72,,296.76,337.3,335.7,303.53,360.69,361.29,366.935,354.625,350.76,329.9,L5
2011-01-07 22:01:44+00:00,,258.415,326.85,310.825,340.32,338.53,307.825,360.69,361.43,367.48333333333335,356.21000000000004,351.81333333333333,331.8833333333334,L5
2011-02-17 21:55:37+00:00,,258.415,313.66,309.9866666666667,338.0733333333333,337.15000000000003,304.17,360.69,362.395,370.03999999999996,357.0625,352.27750000000003,331.4775,L5
2011-09-04 22:00:27+00:00,,240.4,297.84,297.7,333.27,333.96,308.92,361.2,366.7,368.16,356.83,346.78,335.51,L5
2013-04-11 22:07:51+00:00,223.48,246.19,295.86,293.57,332.82,334.57,325.33,357.1,344.94,347.54,349.32,340.82,292.41,L8
2013-04-27 22:07:23+00:00,221.89999999999998,242.22,295.32,284.48,332.82,334.57,325.33,355.17,345.08500000000004,344.265,344.48,337.635,292.0,L8
2013-05-13 22:07:59+00:00,211.74666666666667,237.45666666666668,294.64,281.25333333333333,327.96500000000003,330.61,324.705,353.18,343.99666666666667,332.16,342.89000000000004,335.45,290.5933333333333,L8
2013-05-20 22:13:50+00:00,213.3725,237.6275,294.8075,284.46,326.72,330.73,324.05333333333334,351.4425,343.515,335.6425,342.63,333.9675,290.7975,L8
2013-05-29 22:07:41+00:00,211.9,235.71999999999997,294.38,281.378,326.72,330.73,324.05333333333334,351.4425,343.515,335.6425,342.63,330.438,289.762,L8
2013-07-07 22:13:48+00:00,211.15833333333333,235.30999999999997,295.01666666666665,283.36833333333334,326.4475,330.1825,324.1825,350.556,343.902,338.476,344.044,331.0316666666667,290.70166666666665,L8
2013-08-08 22:13:49+00:00,211.15833333333333,233.27857142857144,295.01666666666665,283.68285714285713,326.4475,330.1825,323.03599999999994,349.58500000000004,343.6266666666667,339.72166666666664,343.9866666666667,330.90142857142854,291.3357142857143,L8
2013-08-17 22:08:03+00:00,209.4742857142857,233.79625,295.01666666666665,284.45,326.696,329.36,322.53,349.33,343.82571428571424,340.5285714285714,343.8514285714286,331.55875,291.34125,L8
2013-09-02 22:07:40+00:00,208.42624999999998,233.88444444444445,295.84999999999997,285.52,326.2316666666667,329.1516666666667,321.90142857142854,349.4525,344.09375,340.99375,343.30125,331.8355555555556,291.00777777777773,L8
2013-10-27 22:13:31+00:00,203.93499999999997,233.62875,296.062,287.05875,325.91833333333335,328.3183333333333,320.9414285714286,348.8828571428571,343.9357142857143,341.57714285714286,342.90142857142854,331.19875,292.7975,L8
2013-11-05 22:07:22+00:00,207.82999999999998,234.59,296.5566666666667,286.5544444444444,326.8971428571429,327.96000000000004,321.61125,349.04875,343.67125,338.96625,343.31374999999997,331.9822222222222,293.3077777777778,L8
2013-11-12 22:13:32+00:00,211.82,235.72111111111113,297.875,288.0011111111111,327.4371428571429,327.3157142857143,317.28875,349.535,343.55125000000004,343.56125,343.0775,332.7677777777778,294.3088888888889,L8
2013-11-21 22:07:13+00:00,214.9742857142857,237.01333333333332,298.6166666666666,287.1444444444444,328.2057142857143,326.5857142857143,316.50857142857143,351.39625,344.35,343.025,343.9675,334.0488888888889,295.7344444444444,L8
2013-12-14 22:13:21+00:00,217.4257142857143,238.4455555555556,299.3666666666666,290.28,328.1725,325.4675,312.685,351.9288888888889,344.6455555555556,343.72444444444443,344.22,336.59,297.6588888888889,L8
2014-01-31 22:12:52+00:00,219.08833333333334,239.22444444444443,298.9583333333333,289.51444444444445,328.5357142857143,325.0285714285714,310.9871428571428,351.9711111111111,344.2266666666667,343.0022222222222,343.20222222222225,336.5133333333333,296.17555555555555,L8
2014-02-09 22:06:33+00:00,219.78857142857143,243.84444444444443,298.82142857142856,290.24,328.54249999999996,325.04125,311.4514285714286,353.1122222222222,344.7811111111111,342.6355555555555,343.44555555555553,337.46444444444444,295.90777777777777,L8
2014-02-16 22:12:38+00:00,222.2357142857143,245.36,298.6825,290.8377777777778,328.7675,323.76,310.0266666666667,353.3277777777778,344.30111111111114,342.81444444444446,343.9166666666667,337.74111111111114,296.6744444444444,L8
2014-03-20 22:12:13+00:00,224.55142857142854,246.20555555555555,298.6575,290.0788888888889,329.4614285714286,322.345,310.165,353.7477777777778,343.49333333333334,342.84666666666664,344.30111111111114,337.88,297.49777777777774,L8
2014-04-05 22:11:58+00:00,224.12374999999997,245.782,298.3577777777778,290.856,329.59875,321.5777777777778,310.165,353.323,342.97799999999995,343.361,344.62600000000003,337.88800000000003,297.36499999999995,L8
2014-04-21 22:11:42+00:00,223.4433333333333,245.40272727272725,298.046,289.6518181818182,327.99888888888887,320.079,310.165,353.323,341.0509090909091,343.63272727272727,344.69090909090914,337.9145454545455,297.11,L8
