dates,satname,nzd0118-0000,nzd0118-0001,nzd0118-0002,nzd0118-0003,nzd0118-0004,nzd0118-0005,nzd0118-0006
1999-12-09 21:58:33.708000,L7,295.56,304.48,311.98,306.94,301.56,318.35,320.11
2000-02-27 21:58:16.566000,L7,286.21,265.02,293.92,291.77,295.09,311.68,329.66
2000-09-22 21:56:05.544000,L7,,,,,385.47,383.19,396.33
2001-06-05 21:55:16.607000,L7,266.66,297.29,288.46,301.07,,,
2001-10-11 21:53:46.024000,L7,287.91,295.95,295.14,301.37,294.06,307.20,325.76
2002-05-07 21:54:27.907000,L7,419.37,362.22,365.48,335.68,,,
2002-12-01 21:53:52.985000,L7,384.55,303.20,308.63,310.72,301.60,316.93,335.10
2003-05-10 21:54:22.508000,L7,,,,,295.33,305.55,320.88
2003-05-26 21:54:19.958000,L7,272.32,,,,,,
2003-10-25 21:43:40.253000,L5,236.82,269.97,282.48,274.70,262.35,,
2004-09-09 21:49:19.975000,L5,260.17,284.81,297.46,283.90,272.93,288.22,305.37
2005-11-15 21:54:02.336000,L5,284.24,309.11,309.67,305.13,291.48,307.90,319.75
2007-09-18 21:58:42.182000,L5,309.70,322.43,327.29,320.33,324.03,324.55,330.91
2010-01-13 21:56:25.416000,L5,255.07,277.39,292.82,287.54,271.55,287.19,301.41
2011-02-17 21:55:37.006000,L5,248.20,273.15,284.74,277.70,266.82,287.10,302.32
2013-04-11 22:07:51.092000,L8,273.62,,,286.96,283.99,303.95,317.10
2013-06-30 22:07:36.163000,L8,,,,,,302.18,313.86
2013-07-16 22:07:36.609000,L8,,,,270.81,283.82,306.96,318.51
2013-09-02 22:07:40.639000,L8,281.48,300.19,299.41,291.92,288.08,308.42,322.45
2013-10-20 22:07:26.886000,L8,291.58,306.05,312.61,303.41,297.90,315.07,329.00
2013-11-05 22:07:22.900000,L8,,,,279.88,273.78,302.80,315.76
2013-12-07 22:07:14.870000,L8,,,,287.40,281.41,306.66,321.86
2014-02-09 22:06:33.299000,L8,320.34,323.05,323.62,321.11,323.79,323.25,334.61
2014-02-25 22:06:20.497000,L8,301.36,325.83,345.84,302.96,303.10,316.37,330.67
2014-03-29 22:05:52.007000,L8,298.51,310.40,318.52,309.17,306.24,319.52,331.37
2014-04-30 22:05:22.578000,L8,,,,,,298.05,299.07
2014-05-16 22:05:09.831000,L8,358.86,342.44,342.11,341.82,338.19,335.20,339.94
2014-08-20 22:05:42.763000,L8,270.79,,,274.62,281.08,302.05,313.72
2014-10-07 22:05:49.968000,L8,278.65,288.06,288.77,288.70,286.16,307.40,325.86
2014-11-08 22:05:52.173000,L8,292.23,307.39,312.62,305.38,298.95,314.94,327.52
2015-02-28 22:05:24.487000,L8,278.80,,,287.54,285.84,308.70,323.32
2015-05-03 22:04:48.802000,L8,263.70,,,,,,
2015-06-20 22:04:57.007000,L8,,,,263.91,269.56,296.37,286.83
2015-07-06 22:05:06.214000,L8,267.52,,,,,301.25,311.65
2015-07-22 22:05:13.606000,L8,,,,,,301.28,308.14
2015-08-07 22:05:16.273000,L8,272.03,,,284.94,282.60,302.33,313.21
2015-08-23 22:05:24.610000,L8,,,,291.68,288.69,308.26,320.89
2015-10-26 22:05:43.801000,L8,273.13,297.46,,,282.60,307.72,324.08
2016-04-03 22:05:16.685000,L8,272.98,,,,,,
2016-04-19 22:05:11.034000,L8,301.70,313.69,319.78,311.58,312.97,316.60,330.43
2016-05-21 22:05:14.459000,L8,,,,279.04,281.86,302.75,316.00
2016-09-10 22:05:51.530000,L8,,,,,,303.16,315.83
2016-09-26 22:05:52.032000,L8,,,,,,301.49,313.29
2016-10-12 22:05:57.250000,L8,293.32,311.07,316.42,301.57,308.50,317.39,329.70
2017-01-16 22:05:47.126000,L8,280.23,,,293.10,290.82,310.16,326.17
2017-02-01 22:05:40.248000,L8,278.89,,,288.62,288.00,309.32,324.97
2017-03-05 22:05:27.019000,L8,362.46,359.93,355.70,348.84,351.94,345.16,347.20
2017-03-21 22:05:16.875000,L8,275.65,,,280.73,291.21,310.45,323.47
2017-05-08 22:04:59.325000,L8,275.68,,,276.03,279.40,304.66,315.49
2017-05-24 22:05:10.453000,L8,294.34,307.30,314.31,303.58,301.88,313.70,326.01
2017-12-02 22:05:46.939000,L8,,,,,,304.37,320.79
2017-12-18 22:05:49.621000,L8,297.84,305.52,313.67,303.98,298.77,315.93,328.15
2018-02-20 22:05:24.255000,L8,,,,290.24,286.21,307.74,319.41
2018-04-25 22:04:50.953000,L8,299.92,311.62,318.13,310.06,311.88,318.19,331.39
2018-06-12 22:04:30.023000,L8,271.74,,,,,,
2018-08-31 22:05:11.322000,L8,,,,277.17,277.46,302.70,314.26
2018-09-16 22:05:15.874000,L8,279.32,263.01,288.53,,,,
2018-10-02 22:05:23.291000,L8,302.54,315.01,320.21,311.94,321.96,324.55,333.46
2018-10-18 22:05:29.751000,L8,296.45,313.85,320.67,312.12,316.87,323.50,333.59
2018-11-03 22:05:33.462000,L8,273.85,,,279.42,282.52,307.46,321.77
2018-11-19 22:05:34.273000,L8,275.56,,,281.95,279.45,306.22,320.24
2019-01-22 22:05:26.296000,L8,298.17,318.38,321.48,314.92,313.00,320.06,331.55
2019-04-12 22:05:06.784000,L8,230.62,,,,,,
2019-05-14 22:05:12.306000,L8,284.77,304.78,312.41,299.03,300.94,310.12,321.95
2019-06-15 22:05:27.936000,L8,277.78,289.22,299.98,289.12,285.79,306.98,319.16
2019-09-19 22:05:56.310000,L8,282.34,,,,283.27,307.09,317.65
2019-11-06 22:06:00.727000,L8,304.12,317.35,323.25,310.80,316.90,321.72,334.56
2019-11-22 22:05:57.141000,L8,288.31,303.61,309.97,297.42,295.01,311.91,325.69
2020-01-09 22:05:49.761000,L8,308.28,323.31,328.21,315.35,325.78,325.43,335.10
2020-01-25 22:05:45.614000,L8,290.01,305.25,312.83,301.20,294.25,315.54,329.73
2020-02-10 22:05:40.938000,L8,,,308.06,295.48,293.29,311.00,325.86
2020-09-21 22:05:54.893000,L8,277.80,,,278.88,281.36,303.61,314.88
2020-10-23 22:05:58.112000,L8,276.78,,,262.68,280.58,304.45,317.77
2020-12-26 22:05:56.607000,L8,278.67,,,,277.87,309.03,323.09
2021-02-12 22:05:43.398000,L8,283.13,,,286.64,288.58,308.92,320.99
2021-04-01 22:05:24.398000,L8,263.84,,,,,,
2021-05-03 22:05:08.805000,L8,,,310.71,294.65,289.09,311.37,322.94
2021-09-24 22:05:56.897000,L8,274.05,,,275.60,281.34,301.89,310.83
2021-11-27 22:05:59.648000,L8,306.08,322.11,330.59,332.91,331.02,328.71,334.44
2021-12-29 22:05:53.312000,L8,291.49,305.79,313.81,298.62,295.51,314.44,328.45
2022-01-22 22:05:54.259000,L9,,,,293.44,289.79,308.37,321.00
2022-02-15 22:05:42.198000,L8,312.78,318.18,323.35,316.17,312.57,320.82,333.20
2022-02-23 22:05:44.132000,L9,325.34,332.72,338.34,333.69,332.86,330.25,336.10
2022-03-11 22:05:39.861000,L9,,,,261.56,281.27,304.50,315.81
2022-06-15 22:05:16.001000,L9,,,,273.65,275.72,301.71,309.45
2022-07-25 22:05:59.697000,L8,249.71,264.34,277.35,,,,
2022-11-22 22:06:05.804000,L9,279.09,,,,,,
2023-01-25 22:06:01.288000,L9,,,,277.41,282.83,305.39,313.95
2023-02-18 22:05:50.040000,L8,286.17,304.58,313.19,298.39,295.82,316.77,330.25
2023-03-06 22:05:38.279000,L8,,298.73,308.01,295.23,291.65,309.87,326.77
2023-03-14 22:05:47.276000,L9,343.74,346.92,345.55,345.75,338.13,330.97,339.92
2023-03-22 22:05:28.899000,L8,275.50,,,284.16,283.98,304.00,316.88
2023-03-30 22:05:35.326000,L9,301.86,319.41,326.17,329.73,322.12,320.74,333.54
2023-05-25 22:04:56.681000,L8,,,,273.55,275.12,297.70,307.46
2023-06-10 22:05:03.911000,L8,267.34,,,279.59,280.24,301.05,312.37
2023-07-12 22:05:20.312000,L8,268.35,282.23,296.22,279.55,283.54,307.99,317.17
2023-08-05 22:05:23.191000,L9,,,,272.13,278.66,300.29,310.96
2023-08-13 22:05:32.097000,L8,,,,273.37,275.88,299.77,314.19
2023-08-21 22:05:28.170000,L9,274.46,277.70,297.96,287.36,286.61,305.50,317.59
2023-09-30 22:05:45.717000,L8,292.38,306.99,315.07,300.42,299.91,312.08,327.49
2023-10-08 22:05:46.354000,L9,300.53,313.27,319.12,304.94,310.07,318.53,333.30
2023-11-09 22:05:48.886000,L9,292.01,306.34,312.44,300.17,293.46,314.26,329.34
2023-11-25 22:05:56.641000,L9,275.40,,,283.32,280.77,305.13,317.75
2023-12-19 22:05:51.242000,L8,298.98,316.21,322.68,320.80,305.83,319.65,331.91
2023-12-27 22:05:57.973000,L9,,,,,337.83,323.97,333.04
2024-01-12 22:05:54.962000,L9,300.13,313.23,319.20,310.60,303.09,318.63,334.52
2024-02-05 22:05:44.082000,L8,292.62,307.28,315.99,301.90,303.54,315.23,331.49
2024-02-13 22:05:53.993000,L9,348.33,336.43,344.00,336.14,329.73,324.74,338.39
2024-02-21 22:05:41.519000,L8,322.87,319.47,327.87,319.69,320.01,320.60,333.49
2024-02-29 22:05:47.517000,L9,256.79,,,287.94,285.16,308.32,319.45
2024-03-08 22:05:29.756000,L8,262.86,,303.85,286.38,287.86,308.11,324.33
2024-03-16 22:05:47.569000,L9,295.18,312.06,317.47,306.31,312.18,315.83,330.72
2024-03-24 22:05:18.113000,L8,281.07,299.54,307.46,291.18,282.58,300.69,
2024-05-11 22:04:51.948000,L8,272.42,,,279.22,281.17,301.74,313.05
2024-05-27 22:04:41.027000,L8,265.01,,,,,,
2024-06-28 22:04:55.519000,L8,,,,261.13,283.40,304.40,315.21
2024-09-08 22:05:24.068000,L9,273.63,,,,,,
2024-09-24 22:05:25.519000,L9,274.76,,,270.26,278.27,304.64,317.60
2024-10-26 22:05:48.252000,L9,295.55,309.30,316.97,298.68,299.35,317.21,332.84
2024-12-05 22:05:45.408000,L8,315.20,321.80,324.64,315.14,313.48,321.75,331.95
2024-12-13 22:05:46.012000,L9,299.64,317.26,321.12,309.88,307.36,320.34,333.44
2024-12-21 22:05:40.930000,L8,,,,,,308.92,318.79
2025-01-06 22:05:42.612000,L8,298.97,318.39,323.04,313.48,305.27,322.26,333.28
2025-01-14 22:05:49.273000,L9,307.91,336.74,334.90,331.28,331.58,326.76,336.41
2025-01-22 22:05:37.651000,L8,,,,,,304.11,320.80
2025-01-30 22:05:44.230000,L9,279.88,,,296.71,293.54,313.92,325.98
2025-02-23 22:05:31.534000,L8,,,,,276.24,302.88,315.40
2025-03-19 22:05:30.904000,L9,,,,259.67,279.85,302.88,318.63
2025-04-04 22:05:27.976000,L9,,,,,276.06,301.76,306.73
2025-08-18 22:05:41.342000,L8,,,,261.76,276.32,299.24,288.31
2025-09-03 22:05:45.116000,L8,302.88,312.78,316.97,320.72,302.34,316.75,333.37
2025-09-19 22:05:51.369000,L8,308.73,305.58,308.66,297.78,291.29,312.62,326.47
2025-09-27 22:05:54.973000,L9,,,,266.31,281.89,305.07,290.96
2025-10-05 22:05:52.792000,L8,291.35,346.95,320.91,315.17,304.47,316.51,334.28
