dates,satname,nzd0180-0000,nzd0180-0001,nzd0180-0002,nzd0180-0007,nzd0180-0008,nzd0180-0009,nzd0180-0010,nzd0180-0011,nzd0180-0012,nzd0180-0013,nzd0180-0015,nzd0180-0003,nzd0180-0004,nzd0180-0005,nzd0180-0006,nzd0180-0014
1999-10-22 21:58:28.758000,L7,303.60,310.31,286.32,285.18,288.92,284.30,278.09,281.19,272.09,282.04,155.82,,,,,
1999-12-09 21:58:33.708000,L7,310.12,311.16,,,,,,,,,164.48,,,,,
1999-12-09 21:58:57.676000,L7,313.01,318.20,285.44,,,,,,,,238.51,,,,,
2000-02-11 21:58:22.025000,L7,374.82,387.39,398.94,319.13,319.20,359.80,344.22,345.82,335.40,304.38,331.48,352.21,356.10,353.27,356.70,340.17
2000-02-27 21:58:16.566000,L7,308.13,317.32,289.72,286.32,295.89,286.68,370.91,368.77,341.49,362.63,222.04,,,,,359.94
2000-02-27 21:58:40.521000,L7,305.97,315.05,286.43,,,,,,,,,,,,,
2000-03-14 21:58:35.291000,L7,303.54,308.57,283.98,,,,,,,,148.17,,,,,
2000-03-30 21:58:09.573000,L7,301.21,309.31,277.91,,,,,,,,176.32,,,,,
2000-03-30 21:58:33.541000,L7,298.66,305.34,274.59,,,,,,,,,,,,,
2000-05-17 21:58:07.485000,L7,369.25,323.41,311.18,354.72,349.93,353.76,354.90,342.32,339.70,,314.25,298.42,369.23,355.39,362.79,342.01
2001-01-12 21:56:06.772000,L7,312.20,315.94,284.50,,,,,,,,264.34,,,,,
2001-01-12 21:56:30.696000,L7,312.39,315.01,,,,,,,,,176.67,,,,,
2001-03-01 21:55:57.624000,L7,,,,,,,,380.64,363.19,351.77,354.81,,,,,365.25
2001-05-20 21:55:29.073000,L7,,,,290.43,293.55,284.54,,,,,,,294.50,295.87,285.55,
2001-05-20 21:55:53.025000,L7,,,,348.21,,,,,,,,,350.28,346.87,348.19,
2001-09-09 21:54:12.928000,L7,307.45,312.18,280.12,284.16,294.30,285.22,287.02,285.86,274.69,280.87,265.98,,,,,
2001-09-09 21:54:36.880000,L7,308.68,304.72,,,,,,,,,169.85,,,,,
2001-09-25 21:54:04.740000,L7,,,,292.66,296.95,287.04,320.39,290.32,328.63,294.46,271.72,,,,,
2001-09-25 21:54:28.694000,L7,375.67,368.37,348.32,393.24,391.62,393.88,371.79,364.41,350.84,358.37,338.33,355.20,355.80,396.82,392.02,336.68
2001-10-11 21:53:46.024000,L7,303.72,317.96,287.35,,,,,,,,264.17,,,,,
2001-10-11 21:54:09.862000,L7,303.34,311.18,284.44,,,,,,,,260.47,,,,,
2002-01-15 21:54:23.534000,L7,375.39,378.53,343.78,343.60,339.35,341.64,340.33,334.04,326.83,323.67,,341.42,338.82,342.44,339.00,316.58
2002-01-31 21:54:26.647000,L7,311.94,315.49,,,,,,,,,186.54,,,,,
2002-02-16 21:54:54.191000,L7,295.73,282.77,,,,,,,,,178.07,,,,,
2002-03-20 21:54:24.081000,L7,310.85,308.48,281.77,281.66,289.23,283.46,289.04,286.22,272.69,278.06,,,,,,
2002-03-20 21:54:48.224000,L7,313.63,312.80,285.95,286.28,292.20,285.80,292.24,289.38,274.93,281.03,,268.88,,,,
2002-08-27 21:53:36.267000,L7,,,,,,,,,,,99.40,,,,,
2002-08-27 21:54:00.253000,L7,,,,,,,,,,,99.04,,,,,
2002-10-14 21:53:19.813000,L7,305.19,307.63,280.04,,,,,,,,243.25,,,,,
2002-10-14 21:53:43.769000,L7,303.39,305.39,,,,,,,,,146.76,,,,,
2002-10-30 21:53:25.867000,L7,309.09,314.39,285.83,283.39,293.55,286.14,290.09,286.71,275.75,280.89,259.23,,,,,
2003-01-18 21:54:06.301000,L7,311.44,311.98,,,,,,,,,160.26,,,,,
2003-01-18 21:54:30.278000,L7,307.52,309.23,,,,,,,,,164.51,,,,,
2003-03-23 21:54:16.760000,L7,301.63,308.77,,,,,,,,,,,,,,
2003-04-24 21:54:22.477000,L7,322.53,328.21,305.20,386.56,376.77,381.62,347.51,,,,,363.39,354.84,363.34,353.06,
2003-04-24 21:54:46.433000,L7,316.40,324.59,298.98,379.05,374.19,381.65,347.44,,,,,363.03,353.22,360.62,350.20,
