dates,nzd0180-0000,nzd0180-0001,nzd0180-0002,nzd0180-0007,nzd0180-0008,nzd0180-0009,nzd0180-0010,nzd0180-0011,nzd0180-0012,nzd0180-0013,nzd0180-0015,nzd0180-0003,nzd0180-0004,nzd0180-0005,nzd0180-0006,nzd0180-0014,satname
1999-10-22 21:58:28+00:00,303.6,310.31,286.32,285.18,288.92,284.3,,281.19,,282.04,155.82,,,,,,L7
1999-12-09 21:58:33+00:00,306.86,310.735,286.32,285.18,288.92,284.3,,281.19,,282.04,160.14999999999998,,,,,,L7
2000-02-27 21:58:40+00:00,306.56333333333333,312.17333333333335,286.375,285.18,288.92,284.3,,281.19,,282.04,160.14999999999998,,,,,,L7
2000-03-30 21:58:33+00:00,304.58750000000003,310.46500000000003,282.44666666666666,285.18,288.92,284.3,,281.19,,282.04,160.14999999999998,,,,,,L7
2001-01-12 21:56:06+00:00,312.2,315.94,284.5,,,,,,,,,,,,,,L7
2001-05-20 21:55:29+00:00,312.2,315.94,284.5,290.43,293.55,284.54,,,,,,,,,,,L7
2001-09-09 21:54:36+00:00,308.68,304.72,,290.43,293.55,284.54,,,,,169.85,,,,,,L7
2001-09-25 21:54:04+00:00,308.68,304.72,,291.545,295.25,285.79,320.39,290.32,,294.46,169.85,,,,,,L7
2001-10-11 21:53:46+00:00,306.20000000000005,311.34000000000003,287.35,291.545,295.25,285.79,320.39,290.32,,294.46,169.85,,,,,,L7
2002-01-31 21:54:26+00:00,308.11333333333334,312.72333333333336,287.35,292.66,296.95,287.04,320.39,290.32,,294.46,178.195,,,,,,L7
2002-02-16 21:54:54+00:00,305.01750000000004,305.235,287.35,292.66,296.95,287.04,320.39,290.32,,294.46,178.15333333333334,,,,,,L7
2002-03-20 21:54:48+00:00,306.255,307.255,286.65,289.47,294.575,286.42,306.315,290.32,,294.46,182.305,268.88,,,,,L7
2002-10-14 21:53:19+00:00,305.19,307.63,280.04,,,,,,,,,,,,,,L7
2002-10-30 21:53:25+00:00,307.14,311.01,282.935,283.39,293.55,286.14,290.09,286.71,,280.89,,,,,,,L7
2003-01-18 21:54:06+00:00,308.5733333333333,311.3333333333333,282.935,283.39,293.55,286.14,290.09,286.71,,280.89,160.26,,,,,,L7
2003-07-21 21:42:09+00:00,,,277.84,,,,,,,,,,,,,,L5
2003-08-06 21:42:51+00:00,314.85,297.65,279.2,,,,,,,,,269.85,,,,,L5
2003-10-25 21:44:04+00:00,335.815,318.84,300.4733333333333,341.25,341.26,342.36,335.19,333.2,319.08,319.06,315.28,305.55,,344.26,342.21,321.17,L5
