dates,nzd0109-0000,nzd0109-0001,nzd0109-0002,nzd0109-0003,nzd0109-0004,nzd0109-0005,nzd0109-0006,nzd0109-0007,nzd0109-0008,nzd0109-0009,nzd0109-0010,nzd0109-0011,nzd0109-0012,nzd0109-0013,nzd0109-0014,nzd0109-0015,nzd0109-0016,satname
1999-08-26 22:04:44+00:00,315.49,287.57,304.16,266.43,282.77,312.12,309.85,309.99,312.82,314.15,289.33,297.69,283.42,292.79,273.66,308.15,297.68,L7
1999-09-27 22:04:48+00:00,315.015,298.99,303.67,284.055,283.635,311.75,308.42,310.48,312.39,313.26,297.635,295.505,286.86,297.13,293.175,309.945,305.72,L7
1999-11-14 22:04:42+00:00,312.78333333333336,288.8666666666667,301.2033333333333,274.0933333333333,264.6133333333333,311.5,295.98333333333335,295.1666666666667,311.2033333333333,312.32,294.9766666666667,295.505,278.34999999999997,297.13,293.175,309.945,301.3833333333333,L7
2000-07-11 22:03:17+00:00,295.31,257.26,300.98,263.93,231.48,307.38,237.02,261.56,307.64,306.3,,284.04,289.44,267.55,,,,L7
2001-01-03 22:02:12+00:00,295.31,261.22,296.70000000000005,263.93,240.43,305.125,237.07999999999998,262.575,307.62,306.15999999999997,291.29,284.04,289.44,267.55,,,,L7
2001-08-15 22:00:38+00:00,312.73,274.88,303.0,263.26,282.18,309.27,,,308.34,312.52,298.77,257.2,297.35,290.6,276.83,306.74,,L7
2001-10-02 22:00:04+00:00,312.73,262.095,295.68,240.89499999999998,282.18,303.84000000000003,,257.73,308.34,305.31,298.77,257.2,297.35,290.6,276.83,306.74,,L7
2001-12-05 22:00:18+00:00,312.73,261.77666666666664,291.33,235.99,282.18,303.84000000000003,226.64,256.94,308.34,305.31,298.77,257.2,297.35,290.6,276.83,306.74,,L7
2001-12-21 22:00:29+00:00,312.73,262.72749999999996,279.735,243.4375,275.83500000000004,303.84000000000003,226.64,258.0933333333333,305.855,294.23333333333335,295.24,257.2,297.35,290.6,276.83,306.74,,L7
2002-01-22 22:00:40+00:00,309.135,264.308,282.632,247.106,264.5933333333333,304.27,234.61,261.0925,305.81333333333333,297.2375,294.5566666666667,276.105,286.065,290.6,276.83,306.74,326.79,L7
2002-02-23 22:00:43+00:00,305.54,264.764,280.594,245.57399999999998,246.10666666666668,302.13000000000005,234.42,260.944,304.4866666666667,295.71500000000003,292.64,295.245,272.15999999999997,,,,327.40999999999997,L7
2002-03-27 22:00:37+00:00,305.905,265.01166666666666,282.9916666666667,254.07666666666668,243.76,304.275,235.32,260.885,304.65250000000003,298.462,293.0725,298.1666666666667,286.2266666666667,307.01,,318.64,324.1333333333333,L7
2002-07-17 22:00:08+00:00,309.1433333333334,277.575,296.245,270.89,237.9875,307.97499999999997,252.4925,275.675,306.5675,308.53249999999997,293.52666666666664,290.8775,284.58,296.77,287.8,318.64,324.1333333333333,L7
2002-09-19 21:59:35+00:00,309.77333333333337,272.46333333333337,300.6433333333334,277.81999999999994,241.13666666666666,310.3133333333333,278.01666666666665,284.84,309.04,310.72499999999997,294.37,286.51,286.54333333333335,281.01,282.84000000000003,318.64,317.58,L7
2002-10-21 21:59:36+00:00,308.4733333333333,273.3433333333333,301.50666666666666,265.7833333333333,242.24666666666667,307.02666666666664,287.1766666666667,286.0133333333333,309.4433333333333,307.84000000000003,,269.01,272.635,268.01,282.84000000000003,226.94,263.02,L7
2002-12-24 22:00:09+00:00,293.155,273.3575,301.175,256.9825,241.305,307.0825,270.2975,282.4075,309.63750000000005,309.22,292.86,281.395,272.635,268.01,282.84000000000003,232.73000000000002,278.53,L7
2003-01-25 22:00:18+00:00,285.6666666666667,265.72333333333336,297.25,252.41000000000003,237.13,303.9475,255.5875,269.4625,309.1733333333334,302.58,291.915,293.78,253.45,249.49,277.88,236.64333333333335,288.6166666666667,L7
