dates,nzd0402-0000,nzd0402-0001,nzd0402-0002,nzd0402-0003,nzd0402-0004,nzd0402-0005,nzd0402-0006,nzd0402-0007,nzd0402-0008,nzd0402-0009,nzd0402-0010,nzd0402-0011,nzd0402-0012,nzd0402-0013,nzd0402-0014,nzd0402-0015,nzd0402-0016,nzd0402-0017,nzd0402-0018,nzd0402-0019,nzd0402-0020,nzd0402-0021,nzd0402-0022,nzd0402-0023,nzd0402-0024,nzd0402-0025,nzd0402-0026,nzd0402-0027,nzd0402-0028,nzd0402-0029,nzd0402-0030,satname
1999-09-04 22:00:33+00:00,,275.88,,,,,,,,,,,,288.26,258.6,252.49,232.69,238.08,236.44,230.33,218.79,211.49,219.77,214.06,218.46,217.59,,,,,,L7
1999-10-22 22:00:28+00:00,,275.88,,,,,,,,,,,,288.26,268.51,252.055,239.39,245.66000000000003,241.04500000000002,234.615,223.485,219.365,223.21,216.25,216.87,214.97,,,,,,L7
2000-01-26 22:00:26+00:00,,272.13,,,,,,,,,,,,288.26,267.91,247.93666666666664,236.48000000000002,240.92999999999998,236.89333333333335,229.87666666666667,219.96,216.46333333333334,219.31000000000003,213.59333333333333,211.38666666666666,208.96333333333334,202.28,190.57,,,,L7
2000-02-11 22:00:21+00:00,,270.45,,,,,,,,,,,,288.26,268.56,247.23250000000002,235.76749999999998,239.1525,235.585,227.60250000000002,218.87,214.0575,218.26,211.825,209.5925,207.9325,204.095,184.875,,,,L7
2000-03-30 22:00:09+00:00,,267.73499999999996,,,,,,,,,,,,,272.53999999999996,245.5875,238.90999999999997,241.5025,237.145,228.8075,220.66,216.1,218.8625,212.22750000000002,209.365,209.7525,204.095,184.875,,205.94,,L7
2000-04-15 21:59:55+00:00,,267.73499999999996,,318.59,,,,157.21,,295.79,255.84,272.03,296.18,262.44,272.53999999999996,245.5875,238.90999999999997,241.5025,231.31400000000002,223.74,216.0,210.61599999999999,215.23600000000002,208.552,205.39600000000002,204.35,196.51999999999998,180.49666666666667,,205.94,,L7
2000-05-01 21:59:54+00:00,,263.63,,318.59,,,,157.21,,295.79,255.84,272.03,296.18,262.44,273.2775,243.78,237.7475,242.015,230.97799999999998,222.916,214.516,209.32,214.658,208.47199999999998,207.084,202.35000000000002,196.51999999999998,180.49666666666667,,205.94,,L7
2000-06-18 21:59:27+00:00,,263.63,,318.59,,,,157.21,,304.12,255.84,272.03,296.18,262.44,273.2775,243.78,233.55599999999998,237.446,228.99666666666667,220.405,213.37833333333333,206.245,213.26,207.23166666666665,204.96833333333333,198.9,192.595,178.5075,,205.94,,L7
2000-08-05 21:58:44+00:00,,249.01666666666665,,318.59,,,,157.21,,304.12,255.84,272.03,296.18,262.44,270.09749999999997,240.8625,233.706,238.81799999999998,229.81000000000003,221.08,214.0016666666667,206.47666666666666,214.04999999999998,207.022,205.878,199.3875,189.36666666666667,174.48666666666668,,205.94,,L7
2000-09-06 21:58:22+00:00,,239.98,,318.59,,,,157.21,,304.12,255.84,272.03,296.18,262.44,269.96,239.4433333333333,233.72500000000002,240.0675,225.42499999999998,217.59,210.27833333333334,202.525,210.33,202.642,202.318,190.805,179.58,169.66333333333333,,205.94,,L7
2000-10-08 21:58:00+00:00,,224.23,,316.42499999999995,,,,172.885,,303.97,259.35,275.03499999999997,285.69,258.425,253.0566666666667,236.20999999999998,229.88000000000002,237.59666666666666,219.72666666666666,212.23000000000002,205.27666666666664,198.30833333333337,206.54166666666666,198.398,197.29799999999997,179.8075,179.3925,169.67000000000002,,,,L7
2000-11-25 21:57:58+00:00,194.24,202.51999999999998,,314.26,303.97,305.57,,188.56,,308.06000000000006,262.86,278.04,282.365,254.41,238.90000000000003,228.03,224.10000000000002,228.75,216.6,208.7825,203.385,195.10250000000002,203.69,193.36666666666667,191.08333333333334,178.83,178.73333333333335,168.98000000000002,,,,L7
2001-09-25 21:56:04+00:00,,,,,,,,,,,,,,,285.84,256.9,250.0,255.41,245.98,242.31,233.72,227.32,225.58,220.74,,219.19,,208.55,,,,L7
2001-12-30 21:56:13+00:00,,,,,,,,,,,,,,,278.84,256.9,250.0,255.41,245.98,242.31,233.72,227.32,225.58,220.74,,219.19,,208.55,,,,L7
2002-02-16 21:56:30+00:00,205.98,203.74,,316.33,315.17,312.81,,206.65,,299.36,270.72,285.47,,247.28,278.84,256.9,250.0,255.41,245.98,221.18,213.57999999999998,227.32,209.35000000000002,204.655,183.28,219.19,167.65,208.55,,,,L7
2002-05-07 21:56:27+00:00,205.98,203.74,,316.79499999999996,315.17,312.81,,206.65,,299.36,270.72,290.755,304.64,247.28,271.84,,,253.0,226.4,215.98000000000002,196.87,,193.12,188.57,183.28,,167.65,,,,,L7
2002-10-14 21:55:19+00:00,,,,317.26,,,,,,,,296.04,304.64,,280.61,251.44,243.39,251.975,234.65,232.845,214.885,223.68,222.3,215.73,220.93,217.11,,212.07,,,,L7
2002-10-30 21:55:25+00:00,,,,317.26,,,,,,,,296.04,304.64,,279.53499999999997,250.915,244.6,251.15,237.70000000000002,232.845,214.885,223.68,222.3,220.45,220.93,217.11,,212.07,,,,L7
2003-04-24 21:56:22+00:00,,,,311.59,282.31,,,,,298.97,,,,,278.46,250.39,245.81,249.5,228.47500000000002,205.31,199.82,189.26,216.4,211.38,202.9,186.62,,,,,,L7
2003-05-10 21:56:22+00:00,,,,311.59,282.31,,,,,298.83000000000004,,,,,,,,,212.46,205.245,205.01999999999998,187.95499999999998,216.96,201.845,200.32999999999998,191.095,192.17,182.18,,,,L7
2003-07-21 21:44:09+00:00,,,326.43,312.215,282.31,,,,,298.83000000000004,,251.95,,,,,,,212.46,205.245,205.01999999999998,187.95499999999998,216.96,201.845,200.32999999999998,191.095,192.17,182.18,,,,L5
2004-04-02 21:46:54+00:00,,,,,,,,,,,,,,,286.08,261.37,251.61,251.83,251.25,242.98,236.85,226.72,230.91,217.87,217.96,,,,167.8,,,L5
2004-05-04 21:47:51+00:00,,,,,,,,,,,,,,,289.25,262.46000000000004,253.055,252.805,251.465,243.48,236.505,226.22,228.14999999999998,219.505,222.10000000000002,,,,167.8,,,L5
2004-05-20 21:48:20+00:00,,,,,,,,,,,,277.83,284.12,275.6,278.0133333333333,251.04,241.72333333333336,242.58,243.49333333333334,234.07333333333335,227.45333333333335,218.65666666666667,222.73333333333335,215.51333333333332,215.82333333333335,198.66,191.32,183.18,167.8,,,L5
2004-06-05 21:48:48+00:00,,,327.88,328.59,,,,,,,,274.725,285.21000000000004,275.6,278.0133333333333,251.04,230.0325,233.73000000000002,234.97750000000002,225.1575,218.5725,208.3275,215.7575,208.9025,208.3425,187.465,182.48,177.66,167.8,,,L5
2004-07-07 21:49:44+00:00,,,327.88,328.59,,,,,,,,274.725,285.21000000000004,290.65,278.02,250.2525,231.998,233.73000000000002,234.97750000000002,225.1575,218.5725,208.3275,215.7575,208.9025,208.3425,187.465,182.48,177.66,167.8,,,L5
2004-08-08 21:50:26+00:00,,,327.88,328.59,,,,,,,,274.725,285.21000000000004,290.65,277.86800000000005,249.89000000000001,232.98833333333334,235.7,235.372,226.20999999999998,219.98200000000003,210.13600000000002,217.358,210.946,211.31,217.2166666666667,209.29666666666665,205.01666666666665,186.96,,,L5
2004-09-25 21:51:43+00:00,,,327.88,328.59,,,,,,,,274.725,285.21000000000004,290.65,278.73833333333334,250.10833333333335,235.37428571428572,238.45000000000002,237.68666666666664,228.23,221.75666666666666,212.63333333333333,219.10500000000002,212.13666666666666,211.72833333333335,230.53000000000003,222.23250000000002,217.72,196.39000000000001,175.7,,L5
2005-01-15 21:53:45+00:00,,,,,,,,,,,,,,,282.2133333333333,253.52999999999997,243.6833333333333,248.94333333333336,242.48,233.89666666666665,226.76666666666668,224.17666666666665,229.74333333333334,223.75666666666666,232.13,275.00333333333333,263.64,250.0533333333333,210.68500000000003,175.7,,L5
2005-03-04 21:54:27+00:00,,,,,,,,,,,,,,,288.00666666666666,260.14666666666665,248.13333333333333,253.50666666666666,245.37,237.67999999999998,226.66333333333333,227.9766666666667,232.6966666666667,238.36999999999998,251.73333333333332,279.56,268.26666666666665,245.215,199.70499999999998,175.7,,L5
2005-04-05 21:54:42+00:00,,,,,,,,,,,,,,,288.45000000000005,264.4166666666667,247.97,253.3066666666667,243.04999999999998,237.48,225.1966666666667,228.49,232.91666666666666,249.04333333333332,275.7733333333333,284.105,275.68,234.6,184.16,,,L5
2005-04-21 21:54:46+00:00,,,,,,,,,,,,,,,289.21750000000003,263.7175,248.48,253.155,244.845,237.92499999999998,228.6575,228.6775,233.345,245.8975,278.2875,284.105,275.68,234.6,184.16,,,L5
2005-06-08 21:55:08+00:00,,,,,,,327.46,,,,,,,310.64,287.562,261.352,246.83200000000002,252.102,244.52799999999996,237.458,227.78400000000002,227.592,233.345,245.8975,278.2875,284.105,275.68,234.6,184.16,,,L5
