dates,satname,nzd0402-0000,nzd0402-0001,nzd0402-0003,nzd0402-0004,nzd0402-0005,nzd0402-0006,nzd0402-0007,nzd0402-0008,nzd0402-0009,nzd0402-0010,nzd0402-0011,nzd0402-0012,nzd0402-0002,nzd0402-0013,nzd0402-0014,nzd0402-0015,nzd0402-0016,nzd0402-0017,nzd0402-0018,nzd0402-0019,nzd0402-0020,nzd0402-0021,nzd0402-0022,nzd0402-0023,nzd0402-0024,nzd0402-0025,nzd0402-0026,nzd0402-0027,nzd0402-0028,nzd0402-0029,nzd0402-0030
2020-03-13 22:07:30.028000,L8,,,341.72,357.65,333.64,,334.52,324.61,321.44,345.51,323.35,320.56,334.96,,,,,,,,,,,,,,,,,,
2020-08-04 22:07:35.564000,L8,,,346.02,354.63,340.38,299.01,350.44,355.69,330.17,335.72,322.57,316.16,334.97,,,,,,,,,,,,,,,,,,
2020-09-21 22:07:54.687000,L8,,,,390.66,395.77,391.90,404.44,397.97,391.13,339.52,329.22,307.37,,,,,,,,,,,,,,,,,,,
2021-02-12 22:07:43.180000,L8,,292.95,350.41,362.70,349.15,300.25,339.39,324.70,328.33,341.57,318.77,314.23,350.14,,,,,,,,,,,,,,,,,,
2021-03-16 22:07:27.743000,L8,355.81,316.70,359.18,370.99,364.62,337.47,358.29,374.67,335.15,355.40,324.28,322.86,379.14,292.76,,,,,,,,,,,,,,,,,
2021-04-17 22:07:18.077000,L8,352.97,315.88,367.02,386.81,361.82,330.34,362.97,351.86,339.91,338.35,326.33,307.73,353.45,,,,,,,,,,,,,,,,,,
2021-12-21 22:07:55.088000,L9,353.51,302.79,360.78,371.50,361.11,347.61,371.59,375.03,331.94,333.49,309.96,311.25,362.51,,,,,,,,,,,,,,,,,,
2022-01-30 22:07:46.196000,L8,,296.96,356.33,363.01,351.48,321.40,354.78,331.53,327.75,321.86,319.72,,352.97,,,,,,,,,,,,,,,,,,
2022-03-11 22:07:39.629000,L9,,,,,,,,,410.71,361.64,352.00,350.70,,330.82,322.54,326.07,,,,,,305.21,282.22,271.18,275.45,270.13,266.78,237.96,216.55,,
2022-05-22 22:07:34.435000,L8,,,,,404.25,380.30,395.64,363.98,346.03,380.86,308.00,,,,,,,,,,,,,,,,,,,,
2022-08-02 22:07:43.151000,L9,,,345.01,359.15,348.87,291.39,332.69,349.36,329.93,313.99,298.76,,346.08,,,,,,,,,,,,,,,,,,
2022-08-26 22:08:10.171000,L8,360.70,318.40,372.62,373.06,369.21,347.76,361.85,360.79,343.04,325.48,311.68,317.57,359.23,,,,,,,,,,,,,,,,,,
2022-09-03 22:07:51.912000,L9,355.20,316.27,374.24,374.87,366.38,339.78,359.97,360.94,335.71,326.88,308.59,,356.00,,,,,,,,,,,,,,,,,,
2022-10-21 22:08:05.375000,L9,350.04,308.65,359.96,366.32,357.73,332.87,353.08,336.12,328.81,319.41,300.94,,353.79,,,,,,,,,,,,,,,,,,
2022-10-29 22:08:16.390000,L8,354.94,322.93,361.19,369.73,363.38,346.44,378.45,357.60,333.84,344.22,319.01,325.00,358.74,292.62,,,,,,,,,,,,,,,,,
2022-11-14 22:08:11.017000,L8,348.34,,359.45,365.54,354.97,324.05,346.45,332.77,327.98,321.72,300.45,,353.70,,,,,,,,,,,,,,,,,,
2022-11-22 22:08:05.589000,L9,,293.28,357.22,366.93,356.34,334.83,352.34,347.34,329.45,328.26,301.14,,358.31,,,,,,,,,,,,,,,,,,
2022-12-24 22:08:01.921000,L9,,285.41,354.73,360.26,350.58,311.43,344.51,329.01,326.43,321.90,303.92,,353.59,,,,,,,,,,,,,,,,,,
2023-01-25 22:08:01.087000,L9,359.40,367.69,357.17,362.90,355.98,327.85,345.98,332.46,329.26,336.20,311.55,316.95,358.29,,,,,,,,,,,,,,,,,,
2023-03-06 22:07:38.056000,L8,379.49,290.02,359.50,372.65,358.21,330.97,356.57,354.70,340.53,324.74,304.44,,359.33,,,,,,,,,,,,,,,,,,
2023-03-14 22:07:47.070000,L9,359.19,,367.72,369.98,356.16,326.57,373.12,337.31,334.54,324.71,304.69,,354.29,,,,,,,,,,,,,,,,,,
2023-03-22 22:07:28.676000,L8,382.82,375.30,378.08,390.56,394.51,379.47,386.03,385.01,374.54,340.45,355.54,307.39,386.24,,,,,,,,,,,,,,,,,,
2023-04-15 22:07:28.766000,L9,347.81,290.24,355.19,368.47,360.18,336.81,355.57,350.43,335.58,325.39,311.22,,354.81,,,,,,,,,,,,,,,,,,
2023-05-01 22:07:20.041000,L9,346.10,,355.40,367.93,358.40,335.47,356.40,350.57,335.81,326.64,313.63,,353.00,,,,,,,,,,,,,,,,,,
2023-08-13 22:07:31.903000,L8,351.42,,366.06,377.50,362.06,336.05,363.07,378.06,341.38,330.64,316.88,317.11,354.19,,,,,,,,,,,,,,,,,,
2023-08-29 22:07:37.978000,L8,,,346.15,357.20,344.99,287.61,331.57,331.23,324.11,319.32,297.28,,339.27,,,,,,,,,,,,,,,,,,
2023-10-08 22:07:46.156000,L9,376.31,370.73,377.27,380.61,384.72,346.93,382.29,376.11,350.77,342.09,321.87,324.79,384.36,,,,,,,,,,,,,,,,,,
2023-10-24 22:07:51.936000,L9,362.99,318.58,365.17,374.58,361.55,341.51,365.47,374.33,339.60,336.91,315.63,315.30,366.59,,,,,,,,,,,,,,,,,,
2023-11-25 22:07:56.439000,L9,388.59,323.95,392.29,399.68,361.29,391.44,391.26,385.89,339.32,331.37,324.20,320.76,366.76,,,,,,,,,,,,,,,,,,
2024-01-12 22:07:54.756000,L9,358.41,306.76,364.58,364.68,355.48,346.24,361.90,375.60,334.52,333.93,320.39,319.31,355.51,292.95,,,,,,,,,,,,,,,,,
2024-01-20 22:07:43.131000,L8,350.80,309.57,352.02,361.71,351.49,325.56,344.55,328.78,330.63,326.35,320.89,317.08,342.14,289.00,,,,,,,,,,,,,,,,,
2024-02-13 22:07:53.770000,L9,368.00,374.76,370.13,382.90,364.65,337.79,376.63,366.08,357.55,331.67,323.97,321.84,381.85,295.38,,,,,,,,,,,,,,,,,
2024-02-21 22:07:41.296000,L8,,,345.54,355.31,348.20,300.54,334.30,326.90,328.09,324.35,316.23,,339.12,,,,,,,,,,,,,,,,,,
2024-02-29 22:07:47.311000,L9,364.24,,362.20,366.22,360.25,327.74,342.81,329.52,335.24,326.40,318.38,317.73,351.06,291.12,,,,,,,,,,,,,,,,,
2024-04-25 22:07:04.127000,L8,347.84,294.36,365.44,391.94,385.45,343.74,384.85,373.78,342.64,340.70,321.58,322.84,357.23,,,,,,,,,,,,,,,,,,
2024-07-06 22:06:56.889000,L9,,,344.42,346.19,345.20,,,,,,,,334.06,,,,,,,,,,,,,,,,,,
2024-08-23 22:07:23.350000,L9,370.16,365.06,386.57,375.18,381.89,375.43,381.72,376.18,366.88,369.46,410.53,321.15,360.62,,,,,,,,,,,,,,,,,,
2024-08-31 22:07:27.249000,L8,365.62,,,393.99,395.86,383.87,374.35,388.08,342.35,337.47,300.42,,,,,,,,,,,,,,,,,,,,
2024-09-08 22:07:23.874000,L9,365.08,,352.12,381.73,358.93,303.90,350.12,375.45,337.86,331.61,301.08,299.43,335.04,,,,,,,,,,,,,,,,,,
2024-09-24 22:07:25.318000,L9,,,344.80,362.20,343.51,296.43,335.48,327.12,325.36,319.79,,,338.62,,,,,,,,,,,,,,,,,,
2024-10-10 22:07:34.230000,L9,359.18,324.51,371.92,374.58,383.40,340.10,372.32,374.99,340.56,338.50,313.93,313.10,357.22,,,,,,,,,,,,,,,,,,
2024-10-18 22:07:42.636000,L8,,,318.03,299.21,314.27,289.16,321.96,320.18,315.22,313.61,,,321.53,,,,,,,,,,,,,,,,,,
2024-10-26 22:07:48.055000,L9,376.05,303.72,377.33,377.96,362.56,348.52,378.26,360.66,345.90,340.30,310.22,310.33,383.63,,,,,,,,,,,,,,,,,,
2024-11-03 22:07:36.412000,L8,,277.96,361.41,369.14,355.63,332.26,350.58,339.13,334.81,330.54,312.34,308.98,355.58,,,,,,,,,,,,,,,,,,
2024-12-21 22:07:40.724000,L8,374.71,368.22,376.51,377.17,378.19,342.11,371.05,366.70,342.48,364.01,321.65,323.53,384.08,,,,,,,,,,,,,,,,,,
2025-01-22 22:07:37.432000,L8,374.40,381.98,378.63,384.94,408.61,389.67,375.29,377.57,366.74,342.30,327.76,322.51,358.66,288.59,,,,,,,,,,,,,,,,,
2025-02-07 22:07:41.096000,L8,358.73,,348.62,353.23,345.57,294.92,335.39,319.75,326.14,323.99,302.63,,340.06,,,,,,,,,,,,,,,,,,
2025-04-12 22:07:12.262000,L8,358.02,295.61,362.05,371.00,362.78,339.41,357.59,371.75,342.28,338.39,316.35,315.41,357.98,,,,,,,,,,,,,,,,,,
2025-09-11 22:07:51.215000,L9,379.58,374.49,387.02,378.28,381.32,373.27,381.48,376.30,350.21,361.16,315.93,315.08,379.43,,,,,,,,,,,,,,,,,,
2025-09-19 22:07:51.167000,L8,,,356.49,364.47,355.40,328.22,345.77,341.14,339.33,328.42,302.33,301.18,351.81,,,,,,,,,,,,,,,,,,
2025-10-05 22:07:52.590000,L8,,326.06,391.98,404.36,361.88,346.98,381.01,377.58,344.03,338.39,311.17,312.76,358.68,,,,,,,,,,,,,,,,,,
2025-10-21 22:07:51.194000,L8,388.77,320.57,369.37,370.16,359.80,341.09,360.74,363.39,340.74,341.39,310.05,308.58,355.51,,,,,,,,,,,,,,,,,,
2025-10-29 22:07:53.149000,L9,364.85,320.58,367.67,382.70,363.17,342.99,356.49,372.43,339.44,359.18,311.30,313.93,377.04,,,,,,,,,,,,,,,,,,
2025-11-06 22:07:55.742000,L8,,,,404.74,395.38,393.67,389.87,389.03,339.67,345.35,325.19,321.33,,,,,,,,,,,,,,,,,,,
