dates,satname,nzd0435-0000,nzd0435-0001,nzd0435-0002,nzd0435-0003,nzd0435-0004,nzd0435-0005,nzd0435-0006,nzd0435-0007,nzd0435-0008,nzd0435-0009,nzd0435-0010,nzd0435-0011,nzd0435-0012,nzd0435-0013
2008-12-23 22:04:28.225000,L5,,,,,260.16,270.18,254.50,264.29,257.48,252.90,247.47,158.25,,
2010-01-27 22:10:50.221000,L5,,,,237.54,272.89,278.02,253.91,254.32,244.22,249.40,247.67,161.64,,
2011-01-21 22:16:06.266000,L5,,,,,259.66,268.35,252.08,263.48,257.01,253.78,249.29,166.80,,
2011-02-15 22:09:58.365000,L5,,,,,264.62,275.12,260.82,263.07,257.06,256.04,252.15,168.12,,
2013-05-02 22:27:58.439000,L8,,,,,270.27,290.93,274.70,278.27,160.31,,,,,
2013-09-16 22:21:57.385000,L8,,,,,268.69,294.00,274.40,267.86,244.05,277.13,272.85,244.69,,
2013-09-23 22:28:04.083000,L8,,,,,270.21,294.24,272.85,271.95,256.69,277.69,268.17,252.98,,
2013-12-21 22:21:27.090000,L8,306.19,272.68,229.85,294.56,308.23,338.36,356.78,358.47,355.67,338.25,341.12,351.85,313.74,357.35
2014-02-07 22:20:57.101000,L8,,,,,268.20,298.76,272.95,277.80,264.47,271.33,268.20,258.55,,205.87
2014-03-02 22:26:45.220000,L8,,,,,266.36,295.39,272.12,280.25,255.31,273.35,266.13,260.42,,
2014-05-14 22:19:32.642000,L8,,,,,252.03,282.14,260.23,253.89,,,,,,
2014-09-03 22:20:06.649000,L8,,,,,252.41,279.50,269.42,260.86,183.87,276.49,269.61,180.29,,
2014-09-19 22:20:06.551000,L8,,,,,240.69,284.05,260.45,226.16,199.01,253.43,,,,
2014-10-12 22:26:23.515000,L8,,,,,256.55,276.02,268.44,273.25,277.93,278.23,273.80,258.50,,
2014-10-21 22:20:13.482000,L8,,,,,239.73,273.97,252.94,240.56,256.02,275.29,263.16,174.07,,
2014-11-06 22:20:13.200000,L8,,,,,,,,,,,,,201.24,257.26
2014-12-24 22:20:05.791000,L8,,,,,256.99,282.64,266.08,266.25,270.92,278.95,270.00,246.23,,
2014-12-31 22:26:11.523000,L8,,,,,244.30,276.55,253.96,258.02,210.39,,,,,229.62
2015-02-10 22:19:50.748000,L8,,,,,258.96,284.46,267.73,266.96,266.73,270.53,269.72,255.26,,
2015-02-17 22:25:59.091000,L8,,,,,258.30,285.31,264.97,265.95,249.92,271.07,268.56,259.31,,
2015-02-26 22:19:46.745000,L8,,,,,259.03,285.06,266.94,267.07,255.43,273.16,269.68,254.00,,223.00
2015-03-14 22:19:35.284000,L8,,,,,256.94,281.49,260.78,263.46,200.88,233.90,,,,
2015-04-15 22:19:22.587000,L8,,,,,252.08,229.92,263.09,260.81,165.35,,,,,
2015-05-01 22:19:12.426000,L8,,,,,246.60,277.92,259.81,254.02,,,,,,
2015-09-13 22:26:05.653000,L8,,,,,,,257.32,254.53,186.58,260.17,248.87,177.59,,
2015-12-27 22:20:07.153000,L8,,,,,261.59,289.59,275.16,279.00,266.55,264.46,253.84,172.13,,
2016-01-03 22:26:15.584000,L8,,,,,258.96,286.70,270.52,276.02,268.58,272.76,268.65,257.99,,
2016-02-13 22:19:56.477000,L8,,,,,261.78,238.00,272.79,275.32,261.17,272.85,268.39,256.28,,
2016-02-20 22:26:03.799000,L8,,,,,260.31,285.56,267.11,273.88,246.36,264.21,267.90,247.23,,
2016-02-29 22:19:53.146000,L8,,,,,261.72,286.49,273.68,272.89,257.69,269.95,265.55,254.96,,
2016-03-07 22:26:02.901000,L8,,,,,,,256.07,263.70,197.32,250.26,251.65,176.40,,
2016-03-16 22:19:48.512000,L8,,,,254.52,275.07,299.21,284.07,286.31,271.75,282.64,275.11,269.79,203.14,229.00
2016-04-24 22:25:40.542000,L8,,,,,256.73,286.68,269.92,272.08,167.38,,,,,
2016-09-08 22:20:12.615000,L8,,,,,251.86,282.65,265.91,261.01,194.05,276.74,256.07,183.04,,
2016-11-18 22:26:30.748000,L8,,,,,256.28,281.79,202.33,258.69,254.49,269.39,262.64,181.04,,
2016-12-04 22:26:29.548000,L8,,,,,262.39,286.14,274.99,266.57,250.32,,,,,
2017-02-15 22:19:55.596000,L8,,,,,258.86,282.44,266.31,256.89,252.06,269.74,264.91,258.42,,
2017-09-18 22:26:19.014000,L8,,,,,,,256.68,230.78,240.00,276.06,253.16,179.44,,
2017-11-05 22:26:27.533000,L8,,,,,,,254.42,225.48,247.26,276.79,279.72,271.81,,
2017-11-30 22:20:08.264000,L8,,,,,,,269.93,243.86,256.53,276.43,265.61,258.84,,
2018-02-02 22:19:51.630000,L8,,,,,,,258.33,229.07,239.93,260.13,256.36,182.06,,
2018-02-25 22:25:54.146000,L8,,,,,259.34,278.57,265.76,245.61,254.39,269.02,264.89,252.33,197.98,237.78
2018-03-06 22:19:38.520000,L8,,,,,259.18,280.31,264.09,244.34,250.31,269.23,259.84,228.48,,
2018-10-07 22:25:57.862000,L8,,,,,,,262.11,235.60,255.17,274.57,265.06,183.89,,234.59
2018-12-26 22:26:02.982000,L8,,,,,,,208.47,242.74,250.92,259.39,255.76,184.12,,
2019-01-11 22:26:01.243000,L8,,,,,261.22,280.35,267.89,261.14,263.26,277.39,268.78,263.83,215.43,259.45
2019-02-05 22:19:45.318000,L8,,,,,258.36,275.03,263.61,258.13,260.27,274.43,264.16,263.05,207.55,252.51
2019-02-28 22:25:51.358000,L8,,,,,261.62,276.17,268.07,262.62,260.00,277.55,268.86,265.40,204.24,240.95
2019-04-01 22:25:42.620000,L8,,,,,,,247.45,227.77,178.72,253.64,241.91,180.60,,
2019-09-08 22:26:24.429000,L8,,,,,,,249.02,227.46,196.42,271.08,245.00,185.94,,
2019-09-17 22:20:17.064000,L8,,,,,,,241.33,218.42,195.39,268.99,237.85,176.27,,
2019-11-11 22:26:31.992000,L8,,,,,262.45,266.78,262.70,246.84,255.58,280.27,261.47,263.27,208.67,256.00
2019-12-22 22:20:15.572000,L8,244.10,196.98,323.87,281.13,321.08,331.71,343.02,316.87,326.38,314.26,312.05,295.01,300.56,321.23
2020-02-24 22:19:58.916000,L8,,,,,261.69,239.10,262.49,250.78,238.05,276.47,258.92,256.50,202.41,230.38
2020-03-11 22:19:52.609000,L8,,,,,,,256.12,242.75,207.12,271.34,249.54,187.03,,
2020-10-21 22:20:19.635000,L8,,,,,,,256.28,247.97,239.62,267.48,245.38,178.02,,
2021-02-17 22:26:14.043000,L8,,,,,,,246.66,241.70,238.35,272.34,244.72,238.45,200.34,228.72
2021-03-30 22:19:46.369000,L8,,,,,,,165.30,229.33,190.30,274.87,242.19,188.41,,
2021-09-29 22:26:31.350000,L8,,,,,,,217.57,225.00,240.36,274.99,242.74,183.88,,
2021-10-08 22:20:23.573000,L8,,,,,,,215.31,217.81,235.38,287.31,237.01,180.07,,
2021-10-31 22:26:35.918000,L8,,,,,,,182.02,213.63,238.99,261.75,228.74,172.72,,
2021-11-21 22:22:10.853000,L9,,,,,,,212.86,220.96,240.55,277.04,236.77,179.72,,
2021-12-11 22:20:20.735000,L8,,282.12,246.63,274.60,287.41,291.60,277.53,269.55,280.22,294.65,260.24,263.60,226.57,325.33
2022-01-11 22:26:24.727000,L9,,,,,258.94,203.12,211.97,244.07,256.29,280.47,248.80,204.26,169.39,276.75
2022-01-12 22:20:13.302000,L8,,,,,,,201.83,231.97,240.71,276.11,242.85,194.22,,
2022-01-19 22:26:22.128000,L8,,,,,162.12,178.60,188.72,225.59,237.99,271.02,240.15,186.55,,239.34
2022-01-20 22:20:15.352000,L9,,,,,,,188.06,226.37,238.54,271.27,235.81,183.82,,
2022-01-27 22:26:26.928000,L9,,257.74,250.52,285.13,293.43,297.27,329.83,322.25,292.06,296.18,276.57,274.01,256.51,305.52
2022-01-28 22:20:07.765000,L8,,,,,266.00,266.18,250.30,252.15,254.02,283.71,251.64,239.97,216.45,265.09
2022-02-13 22:20:04.573000,L8,,,,,261.49,196.77,204.74,239.09,244.56,278.75,244.52,216.19,,
2022-02-20 22:26:12.023000,L8,,,,,,172.33,176.93,228.75,236.44,267.17,241.02,192.20,,
2022-03-01 22:20:00.590000,L8,,,,,,,167.97,228.00,222.05,270.16,238.15,189.69,,
2022-03-09 22:20:01.331000,L9,,,,,,,196.43,226.37,230.88,272.98,241.85,194.57,,
2022-03-16 22:26:11.067000,L9,,,,,,,,220.49,207.61,265.81,239.43,186.69,,
2022-03-17 22:19:53.789000,L8,,,,,,,,219.31,200.88,274.17,238.52,191.32,,
2022-03-24 22:25:59.048000,L8,,,,,,,,225.55,200.83,267.15,238.79,191.55,,
2022-03-25 22:19:56.534000,L9,,,,,,,,226.40,198.87,275.32,239.98,191.39,,
2022-04-01 22:26:07.074000,L9,,,,,,,,226.25,195.40,270.36,238.08,204.78,,
2022-04-02 22:19:43.573000,L8,,,,,,,,228.28,193.44,276.08,239.61,201.37,,
2022-09-08 22:26:23.531000,L9,,,,,,,,225.14,195.17,274.02,237.38,193.97,,
2022-09-09 22:20:35.372000,L8,,,,,,,,210.80,191.07,272.29,231.46,187.26,,
2022-10-02 22:26:47.853000,L8,,,,,,,192.92,225.20,236.80,277.92,223.50,164.66,,
2022-10-10 22:26:34.391000,L9,,,,,,,216.76,228.41,298.39,277.61,239.44,183.50,,
2022-10-18 22:26:43.860000,L8,,,,,204.69,167.71,223.92,244.28,252.21,276.99,245.84,192.11,,
2022-12-21 22:26:33.383000,L8,,,,,,,203.78,248.29,238.94,260.14,240.99,175.53,,
2022-12-22 22:20:23.268000,L9,,,,241.32,266.69,300.72,295.80,287.49,281.79,294.56,272.31,270.29,253.88,307.90
2022-12-30 22:20:24.536000,L8,,,,,,,215.35,250.59,239.80,270.56,242.77,185.11,,
2023-01-07 22:20:26.525000,L9,,,,,225.38,225.10,217.67,257.97,252.99,272.76,247.69,217.73,203.75,261.76
2023-01-14 22:26:33.640000,L9,,,,,,,208.53,257.09,250.07,276.10,244.53,202.63,,
2023-01-15 22:20:17.720000,L8,,,,,239.67,238.26,210.58,259.42,251.39,273.38,249.13,194.68,,
2023-01-22 22:26:31.057000,L8,,,,,248.34,283.79,256.92,272.59,266.37,288.16,259.83,253.58,220.50,285.44
2023-01-23 22:20:20.544000,L9,,,,,258.42,297.05,295.38,283.07,275.99,325.93,268.92,266.53,229.47,306.25
2023-02-08 22:20:30.253000,L9,,,,,,170.46,182.52,239.60,237.74,251.38,236.65,182.00,,
2023-02-15 22:26:37.292000,L9,,,,,242.73,267.49,238.65,265.46,260.78,282.49,254.81,243.13,215.70,273.14
2023-02-16 22:20:13.766000,L8,,,,,229.91,259.07,217.80,260.53,251.85,274.62,248.83,234.77,204.51,257.21
2023-02-23 22:26:14.985000,L8,,,,,243.89,276.61,247.41,270.46,257.34,284.19,256.88,252.62,208.26,261.09
2023-02-24 22:20:15.533000,L9,,,,,239.60,226.45,204.53,263.28,250.22,279.43,250.49,220.73,204.37,250.23
2023-03-03 22:26:24.521000,L9,,,,,,,166.49,240.08,206.96,255.19,236.18,184.99,,
2023-03-12 22:20:08.489000,L9,,,,,231.56,237.21,215.01,261.57,240.86,278.65,249.29,238.80,202.05,228.86
2023-03-27 22:25:59.465000,L8,,,,,205.80,176.62,191.92,257.84,206.42,274.84,245.98,200.46,,
2023-03-28 22:19:57.226000,L9,,,,,,,177.92,254.81,200.68,273.22,243.25,191.68,,
2023-04-13 22:19:50.783000,L9,,,,,,,167.69,256.04,184.96,272.79,243.79,225.31,,
2023-10-06 22:20:06.973000,L9,,,,,,,196.56,215.94,230.68,281.08,222.95,178.99,,
2023-10-21 22:26:20.084000,L8,,,,,,,184.86,218.75,238.58,267.44,234.23,180.67,,
2023-10-29 22:26:21.224000,L9,,242.22,229.79,209.73,253.37,299.44,296.02,283.48,280.41,295.60,268.91,274.48,260.68,319.06
2023-10-30 22:20:12.688000,L8,,245.43,229.33,172.52,249.81,294.62,290.55,277.58,276.43,291.87,261.84,270.44,254.86,319.05
2023-11-06 22:26:20.628000,L8,,,,,210.86,180.55,220.25,247.06,255.15,278.79,246.26,193.28,205.04,266.76
2023-11-23 22:20:17.141000,L9,,,,,,,199.60,224.72,239.44,273.16,235.60,179.52,,
2023-11-30 22:26:28.621000,L9,,,,,182.29,179.69,199.05,230.71,251.46,272.39,241.31,181.33,197.92,273.22
2023-12-09 22:20:14.489000,L9,,,,,,,197.51,222.25,239.02,270.32,234.30,180.37,,
2023-12-17 22:20:12.171000,L8,,,,,,173.36,184.83,222.33,236.09,262.57,232.66,181.59,,
2024-01-26 22:20:14.221000,L9,,,,,,,213.80,232.30,236.76,259.20,239.97,186.42,,
2024-02-02 22:26:28.722000,L9,,,,,,,200.46,226.62,219.67,255.94,235.81,180.08,,
2024-02-10 22:26:16.362000,L8,,,,,188.73,177.24,206.56,233.55,239.13,273.89,239.78,192.83,185.01,239.50
2024-02-19 22:20:03.384000,L8,,,,,,169.84,188.37,219.58,221.73,272.48,227.06,180.32,,
2024-03-21 22:26:18.428000,L9,,,,,,,171.00,209.29,191.66,273.02,235.77,192.23,,
2024-03-29 22:25:46.458000,L8,,,,,204.73,180.34,199.69,237.08,234.15,278.23,245.12,252.69,203.21,188.53
2024-09-22 22:19:44.923000,L9,,,,,206.30,177.94,212.42,236.45,241.86,278.77,246.04,239.54,201.69,226.23
2024-11-17 22:20:02.598000,L8,,,270.07,198.18,251.25,297.96,289.55,283.79,284.47,299.88,270.28,270.78,250.20,305.43
2024-12-18 22:26:19.938000,L9,,,,,163.82,196.43,203.49,237.72,250.98,276.70,242.26,191.80,197.74,264.78
2024-12-26 22:26:13.117000,L8,,240.28,265.38,200.02,241.32,286.59,258.21,272.48,276.61,287.57,261.61,265.09,224.18,324.74
2024-12-27 22:20:09.787000,L9,,,,,200.54,212.07,213.58,246.37,243.70,277.21,245.38,241.67,207.39,260.04
2025-01-03 22:26:15.249000,L9,,,,,,,199.71,232.88,240.24,255.51,236.62,176.99,,
2025-01-04 22:20:02.767000,L8,,,,,,,199.42,242.08,240.45,272.52,239.88,188.80,,
2025-01-11 22:26:16.066000,L8,,,,,200.32,247.84,214.22,246.79,247.82,276.05,,,207.01,258.32
2025-01-12 22:20:09.312000,L9,,,,,198.40,196.94,205.44,243.46,241.43,276.60,243.64,238.34,201.26,255.62
2025-01-19 22:26:22.997000,L9,,,,,185.75,213.77,207.37,246.78,245.11,277.98,245.14,250.62,204.60,255.14
2025-01-20 22:20:01.302000,L8,,,,,172.74,187.35,200.33,237.66,238.84,271.85,238.56,190.97,,
2025-01-27 22:26:12.664000,L8,,,,,176.77,180.44,201.12,234.53,239.14,265.85,237.69,200.08,,
2025-02-13 22:20:10.653000,L9,,,,,181.71,184.76,202.37,242.92,239.50,277.29,241.65,243.89,,
2025-02-21 22:19:55.138000,L8,,,,,,177.30,192.92,229.61,234.30,267.26,234.26,183.72,,
2025-03-08 22:26:14.458000,L9,,,,,,166.64,182.67,228.35,202.66,267.55,236.83,191.31,,
2025-03-24 22:26:03.112000,L9,,,,,,,198.06,239.86,194.16,268.90,237.58,190.88,,
2025-03-25 22:19:39.831000,L8,,,,,,,169.74,238.10,191.04,268.20,235.27,239.52,,
2025-04-09 22:26:02.899000,L9,,,,,242.44,282.29,206.69,265.65,240.07,288.06,251.88,262.41,214.01,316.47
2025-04-25 22:25:53.879000,L9,,,,,,,,,,278.63,244.47,254.07,199.99,
