dates,nzd0570-0000,nzd0570-0001,nzd0570-0002,nzd0570-0003,nzd0570-0004,nzd0570-0005,nzd0570-0006,nzd0570-0007,nzd0570-0008,nzd0570-0009,nzd0570-0010,nzd0570-0011,nzd0570-0012,nzd0570-0013,nzd0570-0014,nzd0570-0015,nzd0570-0017,nzd0570-0018,nzd0570-0019,nzd0570-0020,nzd0570-0021,nzd0570-0022,nzd0570-0023,nzd0570-0024,nzd0570-0025,nzd0570-0026,nzd0570-0027,nzd0570-0028,nzd0570-0029,nzd0570-0030,nzd0570-0031,nzd0570-0032,nzd0570-0016,satname
1999-08-26 22:06:20+00:00,,,,,,,,208.92,213.09,185.23,57.91,,,207.81,202.92,,28.55,,,,,,,,,,,,,,,,,L7
1999-09-20 22:00:08+00:00,165.46,174.37,,188.55,198.3,186.36,207.09,210.95,213.285,191.535,57.91,,,207.81,202.92,,28.55,,,,,,,,,,,,,,,,,L7
1999-12-09 22:00:09+00:00,165.46,174.37,,188.55,198.3,186.36,207.09,210.95,213.285,191.535,57.91,215.94,200.76,212.25,201.285,,28.55,,,,,,,,,,,,,,,,,L7
1999-12-16 22:06:21+00:00,165.375,169.38,182.86,186.065,195.12,192.61,197.76,211.68999999999997,211.32000000000002,192.78,73.515,215.94,200.76,214.15333333333334,201.285,,28.55,243.73,,,,240.21,216.26,169.16,217.21,,,,218.71,,198.62,208.13,,L7
1999-12-25 22:00:04+00:00,165.375,169.38,182.86,186.065,195.12,192.61,197.76,211.68999999999997,211.32000000000002,192.78,73.515,212.0,201.33499999999998,216.51,203.38,,28.55,243.73,,,,240.21,216.26,169.16,217.21,,,,218.71,,198.62,208.13,,L7
2000-01-26 22:00:02+00:00,164.85666666666665,169.42999999999998,179.85000000000002,185.58333333333334,196.17666666666665,196.73666666666668,200.86,212.3675,210.96249999999998,191.3625,78.18666666666667,212.0,195.49,216.51,203.38,,31.72,243.73,,,,240.21,216.26,169.16,217.21,261.32,,,222.04000000000002,,206.39,217.035,244.97,L7
2000-02-18 22:06:05+00:00,164.85666666666665,169.42999999999998,179.85000000000002,185.58333333333334,196.17666666666665,196.73666666666668,200.86,212.3675,210.96249999999998,191.3625,78.18666666666667,212.0,195.49,216.69,204.11,,31.72,236.26,,,,240.21,216.26,169.16,217.21,267.495,,,236.39333333333335,,206.39,217.035,252.97500000000002,L7
2000-03-21 22:06:01+00:00,161.05666666666667,162.06666666666666,179.85000000000002,180.22000000000003,195.11499999999998,197.65666666666667,193.87,212.41666666666666,203.76333333333332,182.28666666666666,81.95,212.0,195.49,218.91000000000003,204.5066666666667,,34.89,239.68666666666664,,,,235.515,228.195,183.45499999999998,216.10000000000002,267.495,153.67,161.32,236.39333333333335,,202.48333333333335,210.40333333333334,243.4,L7
2000-03-30 21:59:45+00:00,160.475,160.7625,179.85000000000002,179.585,195.11499999999998,197.905,194.1775,212.155,202.52249999999998,179.9925,73.475,212.0,195.49,216.39600000000002,204.5066666666667,,34.89,239.68666666666664,,,,236.78333333333333,228.195,181.84666666666666,211.87333333333333,267.495,156.255,159.79500000000002,236.39333333333335,,201.9625,209.065,243.4,L7
2000-05-01 21:59:30+00:00,160.475,160.7625,179.85000000000002,179.585,195.11499999999998,179.28400000000002,184.774,212.155,205.606,183.864,73.475,210.01,198.7525,216.39600000000002,204.5066666666667,,34.89,237.60999999999999,,,,236.78333333333333,228.195,181.84666666666666,211.87333333333333,267.495,156.255,159.79500000000002,236.39333333333335,,201.9625,209.065,243.4,L7
2000-05-24 22:05:22+00:00,160.39600000000002,160.7625,179.85000000000002,179.585,195.11499999999998,168.73833333333334,176.705,211.092,205.365,182.87833333333333,73.475,210.01,198.7525,216.39600000000002,204.5066666666667,,28.205,237.60999999999999,106.84,,,236.78333333333333,228.195,181.84666666666666,211.87333333333333,264.2266666666667,156.255,166.45333333333335,236.39333333333335,,201.9625,209.065,243.4,L7
2000-06-18 21:59:03+00:00,159.1725,159.5533333333333,176.84,178.25333333333333,198.29,152.73833333333334,161.86,210.57250000000002,204.26500000000001,179.76333333333332,68.25999999999999,207.045,198.08333333333334,211.7875,204.2733333333333,,26.26,235.56999999999996,105.475,,,235.07,240.13,188.19,209.20499999999998,264.2266666666667,156.255,162.61,245.235,,203.07666666666668,209.37666666666667,243.4,L7
2000-07-04 21:58:50+00:00,159.1725,159.5533333333333,176.84,184.385,198.29,152.73833333333334,161.86,210.57250000000002,204.56857142857143,179.76333333333332,68.25999999999999,206.03,196.17000000000002,207.85666666666665,202.62499999999997,,26.26,235.56999999999996,105.475,,,235.07,240.13,188.19,209.20499999999998,264.2266666666667,156.255,162.61,245.235,,203.07666666666668,209.37666666666667,243.4,L7
2000-09-13 22:04:02+00:00,153.825,154.69000000000003,172.74,184.30666666666664,,142.288,156.61833333333334,206.15750000000003,202.40714285714284,174.02,61.00666666666666,213.82,208.54,203.07999999999998,198.95,,21.945,243.07000000000002,99.8,,,224.33,240.13,184.4766666666667,204.69999999999996,257.69,144.31,162.61,,,197.53500000000003,218.01666666666665,222.375,L7
2000-11-25 21:57:34+00:00,142.43,154.94,172.74,202.78,,119.26,137.485,196.74,200.64666666666665,164.61500000000007,65.77,221.61,,199.82,198.95,,22.37,251.29,96.27999999999999,,94.27,202.85,,177.05,195.69,,120.42,151.08,,,,242.85000000000002,220.5,L7
2000-12-11 21:57:36+00:00,150.63,156.55,168.29000000000002,202.78,184.82,122.44333333333334,156.29999999999998,205.02,199.01,161.9,82.47999999999999,221.61,,199.82,198.95,,22.37,251.29,96.27999999999999,,103.22,222.635,,185.565,195.69,,129.43,151.08,213.46,,,232.25,227.845,L7
2001-01-03 22:03:48+00:00,155.57000000000002,157.62,170.02666666666667,173.03,187.11,132.235,184.31333333333336,205.06000000000003,196.24,154.13,90.85000000000001,221.61,,,,61.46,,250.48,88.45,,103.22,222.09,,209.82000000000002,227.1,265.49,129.43,,215.775,,,232.25,233.47,L7
2001-01-19 22:03:55+00:00,155.57000000000002,157.62,174.935,173.03,187.11,132.235,189.6225,205.06000000000003,200.1725,161.9975,90.85000000000001,214.60000000000002,,,208.64,61.46,,243.35,88.45,151.64,101.43666666666667,222.09,,212.7725,224.91,265.49,129.43,,219.46,204.8,199.38,224.74,233.47,L7
2001-02-20 22:03:48+00:00,155.57000000000002,157.62,177.302,189.07999999999998,190.9333333333333,132.235,192.82800000000003,208.985,202.46599999999998,161.9975,90.85000000000001,214.60000000000002,,,208.64,61.46,,243.35,69.59,152.70499999999998,99.2925,222.09,,209.21800000000002,215.98,265.49,123.51666666666667,138.91,219.46,199.85000000000002,193.375,219.07800000000003,233.47,L7
2001-05-20 21:57:04+00:00,162.14000000000001,158.96,178.4425,187.58333333333334,193.2425,132.235,197.13250000000002,213.0666666666667,203.152,167.16500000000002,103.39000000000001,207.59,,,208.64,61.46,,239.38,50.73,152.70499999999998,99.2925,231.70999999999998,,217.26000000000005,215.3025,265.49,124.72333333333334,144.14999999999998,219.46,199.85000000000002,204.69333333333336,214.344,239.95499999999998,L7
