dates,satname,nzd0570-0000,nzd0570-0001,nzd0570-0002,nzd0570-0003,nzd0570-0004,nzd0570-0005,nzd0570-0006,nzd0570-0007,nzd0570-0008,nzd0570-0009,nzd0570-0010,nzd0570-0011,nzd0570-0012,nzd0570-0013,nzd0570-0014,nzd0570-0015,nzd0570-0017,nzd0570-0018,nzd0570-0019,nzd0570-0020,nzd0570-0021,nzd0570-0022,nzd0570-0023,nzd0570-0024,nzd0570-0025,nzd0570-0026,nzd0570-0027,nzd0570-0028,nzd0570-0029,nzd0570-0030,nzd0570-0031,nzd0570-0032,nzd0570-0016
2000-03-30 21:59:45.397000,L7,158.73,156.85,96.05,177.68,130.62,198.65,195.10,211.37,198.80,173.11,48.05,235.14,90.67,206.34,244.81,242.22,,258.24,268.49,76.80,259.84,239.32,246.40,178.63,203.42,207.48,158.84,158.27,4.94,30.17,200.40,205.05,
2000-05-01 21:59:30.586000,L7,245.81,253.90,248.52,98.52,120.27,104.80,147.16,237.94,217.94,199.35,209.96,206.03,208.54,40.44,59.03,282.67,242.62,231.38,195.15,294.20,290.78,276.88,260.66,291.08,294.80,288.25,288.50,276.29,268.39,277.58,266.77,267.10,158.89
2000-05-24 22:05:22.488000,L7,160.08,50.98,56.21,104.65,123.26,116.01,136.36,206.84,204.16,177.95,247.40,252.51,262.84,269.90,237.40,256.49,21.52,271.52,106.84,213.52,266.45,250.44,253.24,256.12,259.34,257.69,76.12,179.77,244.29,242.54,242.81,251.93,
2000-06-18 21:59:03.789000,L7,246.98,250.50,247.54,54.98,28.61,102.86,99.36,248.88,200.79,176.58,255.58,261.57,272.95,199.82,198.95,270.56,22.37,14.72,104.11,290.28,280.21,259.94,258.30,269.54,278.37,274.28,272.95,151.08,117.63,258.79,120.67,97.49,
2000-07-04 21:58:50.402000,L7,266.00,292.14,294.01,202.78,238.46,257.78,286.20,290.32,206.39,238.65,256.46,267.02,268.81,283.63,279.68,284.64,295.54,295.60,303.76,298.38,293.07,263.83,258.62,292.77,295.04,286.25,290.56,278.26,278.33,276.73,270.72,263.93,254.04
2000-08-05 21:58:20.584000,L7,317.77,311.86,315.79,320.03,317.01,323.21,314.45,314.31,311.02,311.27,320.08,317.36,313.49,324.02,320.70,314.44,312.65,329.28,325.30,319.32,321.84,311.00,326.46,312.42,326.10,311.18,312.09,314.21,307.21,304.32,305.61,318.57,295.23
2000-09-13 22:04:02.015000,L7,142.43,154.94,172.74,140.68,84.67,56.71,175.61,196.74,194.76,152.65,65.77,221.61,234.91,250.03,247.69,241.30,,251.29,88.45,260.75,255.51,202.85,247.57,177.05,195.69,132.91,120.42,228.80,125.15,107.15,245.50,251.86,220.50
2000-10-24 21:57:29.684000,L7,251.34,243.82,277.19,246.27,224.82,229.50,269.27,268.26,245.01,238.63,245.56,259.28,267.65,277.69,276.04,272.48,265.30,271.87,283.70,144.19,267.34,261.92,229.31,,,,187.84,241.93,264.84,252.37,240.35,233.36,261.57
2000-11-09 21:57:33.274000,L7,261.21,270.08,276.24,272.89,272.36,274.49,276.86,276.40,274.99,255.15,269.01,272.17,276.42,281.77,279.84,277.81,271.23,281.35,284.04,286.26,282.43,278.04,280.51,280.04,287.67,281.59,279.42,276.91,273.85,280.13,278.21,283.31,266.68
2000-11-25 21:57:34.931000,L7,254.26,268.38,267.06,103.91,124.72,135.66,270.51,10.12,76.70,44.53,256.90,263.44,265.90,273.69,272.63,270.12,263.75,269.33,222.01,233.73,94.27,81.08,66.46,268.79,276.94,272.31,271.74,267.66,264.28,252.65,243.27,233.84,257.47
2000-12-11 21:57:36.803000,L7,158.83,158.16,163.84,,184.82,128.81,193.93,213.30,194.10,156.47,99.19,92.08,231.28,250.37,11.37,250.68,,,260.74,262.27,112.17,242.42,183.71,194.08,122.04,150.43,138.44,235.62,213.46,210.16,24.87,211.05,235.19
2000-12-18 22:03:49.828000,L7,293.28,288.83,289.47,292.82,292.06,298.52,300.15,292.60,297.03,290.04,300.60,296.63,299.98,305.45,315.75,313.34,293.36,311.27,339.27,320.53,305.03,316.27,305.68,318.29,315.17,325.59,313.28,306.62,302.32,307.79,305.32,316.71,298.05
2001-01-03 22:03:48.276000,L7,165.45,159.76,173.50,173.03,189.40,208.32,183.40,205.14,199.86,153.27,107.59,,,249.85,255.87,61.46,198.49,249.67,262.03,259.86,181.93,221.00,252.03,258.33,258.51,265.49,251.06,244.28,218.09,104.42,37.04,48.99,244.72
2001-01-19 22:03:55.051000,L7,245.86,238.92,189.66,103.00,123.24,85.56,205.55,233.87,211.97,185.60,203.51,207.59,233.04,226.48,208.64,275.47,239.11,229.09,179.90,151.64,97.87,91.93,82.35,221.63,220.53,200.46,219.44,251.35,226.83,204.80,199.38,202.21,159.35
2001-02-13 21:57:39.607000,L7,304.51,308.36,311.47,303.73,309.03,312.96,305.89,305.99,307.00,301.49,305.81,307.20,311.80,313.16,318.34,314.60,308.93,315.15,318.44,316.60,313.08,315.00,317.14,316.89,316.15,308.41,313.65,303.14,306.03,308.20,304.86,310.94,296.16
2001-02-20 22:03:48.640000,L7,277.10,235.71,186.77,205.13,198.58,213.96,205.65,220.76,211.64,277.66,282.34,282.77,280.65,286.21,287.26,279.96,278.12,286.15,50.73,153.77,92.86,93.57,76.66,195.00,189.19,151.56,111.69,138.91,132.42,194.90,187.37,196.43,265.48
2001-04-02 21:57:18.479000,L7,255.95,250.19,255.90,247.14,217.09,248.74,295.41,259.01,217.96,236.33,250.03,255.88,255.46,263.84,269.34,274.79,268.91,293.53,295.80,297.60,281.13,249.87,247.76,174.41,256.17,247.89,,227.05,228.65,212.02,183.98,,259.49
2001-05-20 21:57:04.892000,L7,243.56,253.97,239.52,184.59,200.17,195.84,253.77,148.03,198.19,173.32,248.22,252.70,249.35,255.47,249.01,255.76,251.56,276.90,280.91,278.45,270.79,250.29,255.82,257.54,192.98,180.27,124.04,149.39,117.43,39.63,227.33,228.19,
2001-05-27 22:03:12.319000,L7,240.28,252.35,241.16,188.66,205.99,204.54,255.16,137.28,191.61,89.25,242.49,231.29,245.14,207.12,200.82,66.59,23.35,8.76,206.54,272.98,266.56,245.30,251.92,253.37,263.39,268.24,142.29,169.25,126.96,38.16,112.37,89.46,
2001-06-05 21:56:52.440000,L7,289.56,34.94,50.37,60.18,42.34,98.38,123.26,289.20,203.60,175.32,251.85,283.04,283.83,280.62,287.52,278.20,283.63,292.74,293.72,293.66,292.34,252.32,258.83,281.60,289.40,281.13,283.25,273.33,236.50,258.72,263.64,246.87,203.64
2001-06-28 22:02:45.013000,L7,317.20,311.91,318.36,309.45,319.93,310.25,320.72,309.50,314.51,312.79,148.04,313.44,315.84,314.38,316.16,308.36,304.76,314.15,325.98,325.93,327.70,305.93,318.36,319.82,317.76,316.20,310.30,299.33,296.77,304.49,305.37,299.88,276.91
2001-07-07 21:56:36.067000,L7,296.46,293.07,288.07,208.54,235.87,237.24,291.58,286.38,292.10,273.11,291.70,295.53,262.43,292.20,301.97,294.36,291.79,296.09,303.59,297.25,295.14,262.11,291.94,293.80,296.19,289.10,293.93,287.59,277.05,276.75,274.23,259.50,253.85
2001-07-14 22:02:45.650000,L7,314.88,328.17,322.50,321.44,316.20,329.43,316.69,314.14,327.70,333.21,328.41,330.17,326.33,328.25,334.54,325.95,315.20,339.29,338.03,330.75,328.69,325.43,330.41,315.12,324.79,308.35,316.22,311.97,302.41,305.92,316.15,309.72,293.67
2001-08-15 22:02:14.505000,L7,243.93,238.01,235.37,244.15,208.57,219.65,290.52,288.95,288.38,235.67,248.97,256.74,291.06,292.65,252.97,247.72,241.59,235.45,204.10,293.84,292.56,282.25,257.42,294.61,297.10,288.79,293.96,288.26,284.76,288.45,281.28,294.67,244.85
2001-08-31 22:02:05.221000,L7,286.83,287.61,285.93,287.33,279.14,289.03,287.86,285.57,288.16,290.78,290.15,289.81,233.52,233.20,293.46,282.69,285.07,292.19,297.12,295.17,294.19,286.57,292.11,295.64,297.85,286.47,289.12,283.20,286.77,291.51,284.58,291.41,258.60
2001-09-25 21:55:40.572000,L7,317.27,313.58,318.04,312.92,310.33,316.09,309.04,306.13,309.80,306.86,309.66,316.05,316.14,325.41,333.06,323.17,320.44,309.40,317.31,314.06,315.55,313.96,315.14,318.56,322.34,315.86,314.13,310.10,308.99,313.35,311.50,318.16,304.05
2001-10-02 22:01:40.483000,L7,248.40,228.83,191.49,92.97,252.05,278.55,279.53,276.90,235.90,236.42,271.21,275.10,279.10,281.95,254.61,269.84,270.10,280.30,283.65,283.39,287.21,269.13,269.83,271.21,282.92,274.24,276.29,273.28,276.17,279.52,278.37,284.96,253.45
2001-10-11 21:55:21.747000,L7,302.20,304.85,303.41,302.25,301.91,306.58,302.08,297.05,301.62,300.17,301.38,305.15,305.90,311.73,313.44,306.18,305.70,307.40,310.75,308.34,304.17,308.99,312.66,315.15,321.08,313.40,308.67,302.64,302.48,306.42,307.35,318.12,293.27
2001-11-03 22:01:46.660000,L7,220.56,171.92,175.00,177.48,193.71,212.74,199.32,211.23,209.87,195.60,157.29,129.09,69.55,30.56,6.33,252.86,199.75,101.27,181.50,261.97,252.64,236.36,254.70,257.99,263.62,260.31,257.60,243.39,240.98,255.92,246.48,259.91,239.68
2001-12-30 21:55:49.115000,L7,309.54,311.49,315.88,303.06,304.76,311.30,310.29,309.12,311.15,307.80,311.78,307.39,313.49,342.29,328.80,324.40,309.44,310.87,319.43,322.47,321.47,314.51,315.82,326.26,322.06,322.86,315.94,313.50,308.12,311.01,308.74,312.07,305.25
2002-01-15 21:55:59.365000,L7,185.12,179.68,193.68,176.66,,,,,,,236.33,242.68,195.32,248.37,259.99,83.84,251.38,195.96,,,64.84,37.38,48.66,257.24,262.90,260.86,253.90,244.80,237.84,217.65,216.37,210.28,249.46
2002-01-22 22:02:16.754000,L7,70.62,46.31,117.77,99.50,121.49,133.48,149.42,217.74,211.42,199.40,132.67,,188.18,144.97,7.81,178.55,153.99,167.58,10.25,83.59,85.01,75.34,73.39,198.21,196.97,194.79,188.11,105.45,136.96,115.41,193.60,200.46,216.93
2002-02-07 22:02:17.936000,L7,222.18,226.54,215.89,211.52,172.96,191.42,178.96,,237.97,245.54,258.37,306.59,139.94,,181.95,236.29,245.32,274.93,,,,,171.90,150.97,,216.97,214.78,189.53,165.14,180.05,,,
2002-03-04 21:56:09.860000,L7,166.40,169.26,184.28,141.44,147.46,180.81,203.56,224.05,210.17,191.04,237.41,241.21,209.29,254.46,250.42,246.32,183.42,256.96,212.67,264.23,88.12,234.13,250.75,253.00,255.26,261.28,249.50,236.34,229.06,210.13,202.25,202.87,234.22
2002-03-11 22:02:19.622000,L7,160.87,49.81,62.78,143.56,118.52,102.35,194.89,211.19,202.88,186.62,63.14,242.65,203.64,129.03,10.83,248.25,18.63,255.67,206.21,263.40,253.42,228.03,241.16,161.37,193.16,257.00,251.04,241.82,216.95,207.32,111.42,82.28,180.85
2002-05-07 21:56:03.729000,L7,266.78,293.15,266.37,291.61,263.80,291.04,292.47,290.39,213.82,273.98,287.42,70.16,17.12,30.21,4.36,292.63,242.52,230.96,211.32,297.72,295.81,282.63,279.30,286.43,296.42,286.50,292.31,283.58,284.03,284.04,280.87,291.65,254.99
2002-05-14 22:02:07.292000,L7,251.71,287.03,297.66,292.74,289.98,272.87,281.34,285.65,213.68,179.24,,,,,,,,259.71,264.53,267.85,257.41,72.73,63.12,,,249.20,241.79,241.00,225.18,137.51,228.13,197.11,
2002-05-30 22:02:01.786000,L7,241.32,249.24,249.94,192.28,220.10,219.47,179.46,208.40,198.14,183.00,205.38,195.70,31.01,274.66,255.99,255.83,260.84,8.76,290.75,290.01,153.11,89.57,192.51,185.86,272.02,161.73,80.72,164.12,134.76,262.34,244.30,255.58,
2002-07-17 22:01:44.458000,L7,315.60,318.40,317.88,321.12,319.78,331.74,312.82,324.91,312.89,322.41,307.11,309.64,330.88,320.83,326.24,323.83,322.77,319.85,333.08,314.15,317.85,312.69,314.11,320.11,313.42,322.41,314.96,308.01,305.47,301.91,298.60,306.00,276.70
2002-08-02 22:01:37.150000,L7,321.46,317.35,324.45,322.70,319.74,327.55,317.74,310.66,319.53,316.89,330.34,329.09,327.54,324.35,324.80,323.99,321.95,335.45,326.36,327.62,325.08,318.24,328.30,331.25,336.82,336.55,328.85,312.24,313.37,311.54,306.55,315.96,293.33
2002-08-18 22:01:33.502000,L7,172.44,172.99,192.79,188.03,209.81,211.61,180.91,208.04,207.81,192.28,101.56,119.81,243.68,200.39,203.49,63.93,17.69,14.22,282.89,274.46,165.74,208.63,188.29,168.73,191.35,182.60,117.05,138.57,115.81,263.76,111.27,85.94,
2002-08-27 21:55:12.096000,L7,235.24,243.57,240.22,191.95,228.97,204.34,204.08,208.64,211.84,196.73,246.94,252.32,246.30,257.94,251.81,260.74,242.60,269.02,276.26,274.62,267.40,253.03,258.60,264.24,272.82,266.77,270.61,150.12,125.55,258.87,258.65,262.38,
2002-09-12 21:55:07.575000,L7,169.78,182.11,192.22,192.12,202.43,209.29,202.99,213.18,214.74,193.87,203.29,253.48,242.72,260.75,254.07,248.91,26.88,9.66,276.29,274.28,161.40,179.30,187.55,169.78,187.69,186.81,111.71,165.04,132.45,254.79,115.25,95.56,
2002-10-05 22:01:07.311000,L7,262.64,274.38,276.16,271.26,270.97,276.83,275.64,272.05,271.68,261.65,269.92,63.93,12.30,17.77,281.18,271.11,273.24,275.71,282.54,279.20,162.67,174.30,173.62,276.09,292.91,276.89,278.56,274.78,278.02,277.25,273.91,281.39,255.41
2002-10-14 21:54:55.882000,L7,316.34,314.38,312.45,313.17,308.31,313.96,307.68,303.62,306.68,303.32,305.30,307.62,313.31,316.73,324.97,322.22,321.15,313.75,312.15,311.80,316.71,316.47,320.59,319.67,328.22,320.68,326.84,322.28,320.41,317.20,312.23,317.97,308.42
2002-10-30 21:55:01.471000,L7,312.96,305.99,306.49,308.28,302.12,307.20,302.79,300.74,305.67,301.22,305.07,307.67,315.26,321.38,325.63,321.90,307.39,315.79,316.48,314.51,310.88,310.44,320.34,321.19,324.44,313.52,316.12,303.50,316.81,310.66,308.33,311.18,302.35
2003-01-18 21:55:42.118000,L7,317.45,311.64,305.33,305.85,307.05,310.21,308.79,314.79,313.27,307.12,309.39,309.40,325.66,327.17,340.74,339.15,306.70,314.66,320.52,324.64,322.99,313.91,322.34,324.36,346.99,327.24,321.49,323.09,316.60,307.19,308.97,318.98,308.84
2003-02-19 21:55:54.479000,L7,254.24,268.14,271.07,249.43,268.68,270.56,275.21,273.28,268.12,235.32,249.05,268.98,266.30,272.23,265.57,266.04,265.56,278.62,283.91,285.12,282.54,275.23,273.79,277.97,283.14,276.75,276.29,277.09,263.22,275.64,281.15,281.15,252.90
2003-02-26 22:02:04.470000,L7,55.55,50.55,71.83,94.91,117.77,110.71,25.30,20.45,131.94,111.15,9.43,176.56,191.37,146.78,176.28,191.35,148.55,169.80,136.06,288.72,197.34,280.96,186.27,78.82,196.59,195.45,113.23,175.62,287.29,286.06,284.35,195.59,160.39
2003-03-07 21:55:58.558000,L7,250.75,243.90,220.09,243.90,204.70,227.29,198.32,241.60,212.97,232.05,244.31,260.56,256.25,266.37,138.17,177.07,260.64,285.47,62.38,28.92,192.36,188.19,192.89,214.33,193.59,186.87,154.98,281.86,284.31,286.05,272.87,207.95,258.96
2003-03-14 22:02:08.508000,L7,241.91,177.19,184.70,188.95,123.50,211.53,199.08,216.28,208.67,174.92,237.69,241.15,274.54,252.01,243.33,232.81,182.08,279.99,287.80,289.48,288.95,277.38,276.73,223.92,85.80,78.44,100.82,111.05,133.56,107.00,123.84,64.82,231.24
2003-03-23 21:55:52.571000,L7,279.75,289.16,285.67,249.18,279.54,288.36,291.30,286.24,288.15,283.53,285.64,287.15,289.32,296.62,304.02,285.58,232.37,196.03,179.21,203.04,183.34,180.33,113.57,293.57,299.52,293.63,295.60,283.76,281.25,282.33,278.03,287.02,256.63
2003-04-08 21:55:59.443000,L7,64.48,39.73,37.59,44.06,115.26,102.58,210.39,240.56,215.08,191.08,245.36,256.41,256.04,32.00,142.18,256.73,147.40,290.04,290.58,208.69,197.69,187.49,200.00,260.01,259.37,269.23,263.06,251.62,248.05,243.49,258.56,261.50,3.07
2003-04-15 22:02:09.929000,L7,277.37,278.08,277.55,275.16,265.02,221.27,276.47,273.73,270.56,269.66,272.03,272.72,275.70,279.42,275.19,273.65,267.58,282.38,286.60,209.09,191.06,185.49,192.52,162.13,285.66,281.93,279.63,274.04,271.14,272.73,266.45,76.28,215.14
2003-04-24 21:55:58.309000,L7,236.89,248.60,47.33,51.91,39.49,102.63,92.87,232.48,207.28,172.44,35.32,259.74,257.95,217.78,216.73,103.82,,269.61,111.50,273.62,266.65,255.53,258.92,176.15,198.19,182.15,151.22,152.79,127.00,23.02,120.40,95.01,
2003-07-21 21:43:45.776000,L5,303.84,293.83,298.69,294.55,290.11,289.86,298.38,294.73,292.98,293.33,295.01,291.27,292.41,300.46,307.37,304.64,300.24,299.71,303.70,305.38,303.81,294.46,304.00,312.18,309.61,310.49,316.45,304.03,306.38,309.60,301.39,306.55,285.64
2003-08-13 21:50:20.872000,L5,250.00,241.17,177.25,161.97,206.94,202.63,221.41,155.46,202.50,169.29,74.52,257.56,253.83,190.72,225.83,260.51,22.63,263.79,152.51,229.02,258.37,162.41,262.95,267.52,222.50,121.41,126.01,264.15,259.99,260.55,108.46,48.82,246.55
2003-08-29 21:50:38.152000,L5,247.67,227.28,177.06,156.44,200.35,202.32,198.26,192.19,200.46,174.43,243.02,250.53,243.96,263.39,256.91,251.90,4.21,260.23,149.22,237.09,255.31,139.81,262.91,267.21,269.69,267.54,262.17,251.78,254.33,259.84,109.63,93.92,242.41
2003-09-14 21:50:54.515000,L5,229.18,184.81,180.15,160.34,207.04,227.56,253.79,250.56,211.15,217.76,255.80,264.74,260.84,276.02,275.37,262.55,28.49,199.44,241.92,253.02,261.00,182.14,209.17,268.87,271.28,273.80,265.41,251.16,236.82,97.56,50.20,46.52,250.46
2003-10-16 21:51:19.969000,L5,275.75,282.27,286.45,280.55,283.48,283.54,290.01,283.65,281.22,266.26,264.39,272.10,275.19,285.91,288.73,284.52,291.52,290.83,295.00,299.73,298.22,296.38,287.57,286.53,292.50,296.42,287.86,288.56,298.93,306.20,303.56,310.47,278.19
2003-11-17 21:51:45.201000,L5,271.58,274.31,269.15,274.52,279.59,286.52,292.86,286.42,285.74,275.19,280.62,270.98,268.66,275.46,281.47,276.58,279.13,294.48,301.17,304.01,298.68,300.41,305.75,291.06,285.14,282.38,280.62,279.05,278.23,292.83,304.34,317.80,272.97
2003-12-03 21:51:55.424000,L5,319.60,321.27,320.73,320.48,323.90,330.75,327.10,325.25,307.45,305.22,303.71,307.16,308.20,318.11,326.15,329.52,368.62,328.46,329.60,334.94,339.95,332.10,347.92,340.25,367.32,373.18,343.39,349.09,359.64,373.97,353.32,384.69,336.09
2003-12-28 21:45:57.554000,L5,275.24,274.11,273.43,270.68,267.55,272.32,280.93,277.88,269.28,262.50,262.89,266.97,270.94,281.79,285.90,286.01,282.55,286.13,291.23,296.43,288.79,285.86,291.19,281.67,286.41,288.06,284.80,287.30,281.58,284.19,285.83,295.69,280.56
2004-01-04 21:52:10.021000,L5,223.41,243.76,252.70,250.73,250.60,246.48,219.73,228.44,278.43,273.06,273.53,270.48,116.42,158.27,128.63,90.02,138.60,172.33,286.48,299.60,293.27,289.71,296.73,297.66,296.79,292.81,283.02,277.39,271.88,279.17,275.54,279.73,150.79
2004-02-05 21:52:16.959000,L5,258.59,253.96,251.21,184.00,206.15,216.55,237.96,237.83,203.43,204.68,234.42,238.85,145.56,107.06,266.26,272.54,249.93,259.62,260.35,,,,,,,,,,256.33,238.51,223.94,242.23,266.30
2004-04-02 21:46:30.745000,L5,248.35,238.91,178.08,157.35,201.97,209.92,217.42,224.49,208.01,194.81,234.20,240.96,243.41,256.03,260.30,255.34,223.75,91.68,17.54,266.60,260.84,223.93,256.48,263.33,266.37,262.83,259.49,257.96,256.30,254.56,226.40,235.83,181.16
2004-04-09 21:52:55.698000,L5,248.07,249.05,182.78,172.46,223.23,217.96,240.51,229.31,212.59,215.24,237.40,246.50,246.97,261.03,262.38,255.78,166.99,56.51,190.55,216.29,265.21,237.43,253.53,257.46,266.48,267.63,260.39,255.82,249.39,256.25,219.11,234.32,176.90
2004-04-18 21:47:01.335000,L5,251.34,241.27,178.11,155.66,207.87,215.73,227.75,213.80,200.88,198.93,237.77,247.38,250.30,259.98,262.65,255.54,252.90,263.93,278.46,275.94,264.65,191.72,261.83,266.97,270.82,267.34,264.16,255.67,252.56,236.76,109.29,88.64,247.61
2004-06-05 21:48:24.950000,L5,27.68,77.68,52.43,31.06,52.43,89.16,238.96,120.18,182.84,146.12,242.42,249.73,248.51,187.29,210.30,262.13,266.60,269.35,278.69,275.61,267.27,252.69,255.30,260.61,271.62,269.73,270.91,254.29,251.87,233.23,228.03,228.03,237.28
2004-07-07 21:49:21.098000,L5,298.64,294.68,288.07,286.71,276.08,286.32,290.20,289.34,291.88,288.08,292.00,286.93,297.37,301.66,298.71,294.79,300.99,300.38,303.11,305.06,296.14,289.04,303.74,300.54,306.82,303.51,304.78,296.46,290.83,294.20,290.77,303.05,281.20
2004-07-14 21:55:43.104000,L5,257.45,248.20,183.45,172.54,225.03,225.55,247.00,231.50,197.18,209.23,250.57,253.99,252.86,266.76,268.58,268.28,268.50,273.03,277.80,272.04,269.48,253.07,264.06,265.76,268.48,136.39,129.67,133.21,92.90,75.11,99.63,79.61,254.11
2004-07-23 21:49:45.084000,L5,248.90,248.63,178.37,31.47,111.40,81.29,21.29,173.04,192.87,150.72,65.99,253.03,252.88,267.90,227.56,259.74,217.43,217.78,191.55,273.23,266.40,246.07,262.90,168.17,207.32,121.88,132.08,133.23,108.45,30.00,110.51,49.79,173.56
2004-07-30 21:56:03.892000,L5,254.22,248.48,185.09,167.57,207.14,213.13,228.89,202.95,194.92,170.43,248.24,251.34,252.67,263.11,258.89,263.61,256.30,270.86,275.33,270.86,264.56,247.52,258.82,258.56,269.44,112.30,118.89,148.56,6.68,252.88,212.47,236.21,250.62
2004-08-15 21:56:25.603000,L5,248.67,248.98,181.44,166.74,208.29,221.40,236.87,200.61,210.66,192.18,152.26,94.43,70.19,263.86,257.92,255.83,214.64,51.34,272.10,270.11,262.73,251.56,224.26,263.94,271.59,269.07,260.46,258.31,252.63,257.92,105.08,72.16,169.41
2004-08-24 21:50:29.935000,L5,284.09,284.87,282.28,277.13,274.04,279.09,285.66,280.54,280.80,280.56,275.58,279.75,288.00,293.10,294.43,292.03,291.26,293.47,297.65,302.90,295.37,298.87,303.88,300.94,304.62,298.12,298.80,292.47,294.58,298.20,290.53,308.92,281.18
2004-09-25 21:51:19.231000,L5,252.41,244.59,182.03,162.25,198.09,211.74,225.58,224.97,208.65,201.19,239.79,248.18,253.37,266.26,265.29,254.76,215.60,260.89,263.11,266.84,260.56,193.99,264.72,267.73,274.28,272.93,267.95,261.11,258.57,246.15,225.96,231.10,255.69
2004-10-02 21:57:38.853000,L5,41.48,44.81,65.57,116.99,110.04,188.94,196.12,198.69,196.23,161.25,37.78,240.02,243.59,195.72,234.69,50.79,,,172.18,246.78,247.29,197.04,183.65,18.61,265.82,262.64,116.13,240.04,236.18,225.08,218.18,219.38,239.82
2005-01-15 21:53:21.356000,L5,281.73,277.80,276.34,271.39,266.72,275.38,280.66,279.36,274.54,264.31,266.42,277.02,276.00,286.38,287.07,285.98,281.95,283.68,292.56,296.14,292.34,291.94,291.55,291.09,290.29,290.76,286.67,283.30,288.98,286.36,289.93,301.99,281.66
