dates,nzd0066-0000,nzd0066-0001,nzd0066-0002,nzd0066-0003,nzd0066-0004,nzd0066-0005,nzd0066-0006,nzd0066-0007,nzd0066-0008,nzd0066-0009,nzd0066-0010,nzd0066-0011,nzd0066-0012,nzd0066-0013,satname
1999-09-27 22:04:48+00:00,,,338.43,344.76,346.75,293.14,308.46,,,193.12,,293.7,,308.73,L7
2000-01-01 22:04:13+00:00,,,338.43,344.76,341.78999999999996,290.93,299.71500000000003,260.14,264.89,183.25,,293.7,262.06,301.90999999999997,L7
2000-05-24 22:03:46+00:00,,,,345.37,328.09000000000003,289.285,300.94500000000005,260.835,263.765,181.14999999999998,224.73,301.3,275.68,296.63,L7
2000-08-12 22:02:30+00:00,,,325.63,345.37,328.545,288.19,310.555,261.68499999999995,260.15,195.39499999999998,224.73,282.975,279.82,306.045,L7
2001-01-03 22:02:12+00:00,,,325.63,,337.74,294.355,301.97,264.615,263.435,196.98000000000002,,252.98499999999999,275.4,310.53,L7
2001-08-15 22:00:14+00:00,,,,,332.38,254.92,299.57,,264.81,,,234.97,263.22,301.58,L7
2001-10-02 21:59:40+00:00,,,,,334.195,271.235,305.015,303.93,264.81,,220.28,234.97,263.22,306.58,L7
2002-01-22 22:00:16+00:00,,,,,334.195,271.235,305.015,283.195,259.92,174.74,220.28,234.97,262.135,303.06333333333333,L7
2002-03-27 22:00:13+00:00,,,315.98,326.09,334.6,285.26,301.41999999999996,275.4766666666667,255.03,174.74,220.28,,261.05,303.80499999999995,L7
2002-07-01 22:00:15+00:00,,,316.44,329.44,337.22,290.135,291.6,261.25,287.92499999999995,192.78,,,261.05,306.195,L7
2002-07-17 22:00:08+00:00,,,317.9766666666667,332.94666666666666,338.31666666666666,290.135,291.6,261.25,287.92499999999995,192.78,,,261.32,301.2966666666667,L7
2002-08-18 21:59:57+00:00,,,319.79,334.3025,338.40250000000003,288.6033333333333,297.3433333333333,264.63,320.82,210.82,,235.96,284.26,304.13,L7
2002-09-19 21:59:11+00:00,,313.71,320.53200000000004,334.462,339.438,297.135,301.405,280.72333333333336,314.78499999999997,210.82,,235.96,296.03,307.525,L7
2002-12-24 21:59:45+00:00,,313.71,324.692,336.42600000000004,341.562,298.265,304.5825,295.3933333333334,312.73333333333335,206.725,217.87,238.645,298.1575,308.77599999999995,L7
2003-03-30 22:00:07+00:00,,,327.265,333.46000000000004,337.73,281.38,305.78,301.71500000000003,296.51,195.43,209.72500000000002,241.33,303.99,313.78,L7
2003-07-28 21:48:04+00:00,,,304.11,328.78499999999997,331.65,275.27,306.47,299.38,284.39,188.23,201.58,,303.44,,L5
2003-08-13 21:48:21+00:00,,300.92,310.41,331.79333333333335,339.04499999999996,292.05999999999995,295.69000000000005,289.005,284.39,188.23,194.9,209.17,303.44,304.2,L5
2004-07-30 21:54:04+00:00,,,,327.74,334.94,296.72,,,,,,,,,L5
2004-09-16 21:55:17+00:00,,,,331.77,338.655,301.81,,264.87,,,,,,,L5
2005-02-23 21:58:07+00:00,,301.92,328.45,335.8,343.20500000000004,310.49,303.77,278.595,273.73,211.59,198.81,306.95,308.32,304.36,L5
