dates,satname,nzd0277-0000,nzd0277-0001,nzd0277-0002,nzd0277-0003,nzd0277-0004,nzd0277-0005,nzd0277-0006,nzd0277-0007,nzd0277-0008,nzd0277-0009,nzd0277-0010,nzd0277-0012,nzd0277-0013,nzd0277-0014,nzd0277-0015,nzd0277-0011,nzd0277-0016,nzd0277-0017,nzd0277-0018,nzd0277-0019,nzd0277-0020,nzd0277-0021,nzd0277-0022,nzd0277-0023,nzd0277-0024,nzd0277-0025,nzd0277-0026,nzd0277-0027,nzd0277-0028,nzd0277-0029,nzd0277-0030,nzd0277-0031,nzd0277-0032,nzd0277-0033,nzd0277-0034,nzd0277-0042,nzd0277-0043,nzd0277-0044,nzd0277-0036,nzd0277-0037,nzd0277-0038,nzd0277-0035,nzd0277-0048,nzd0277-0039,nzd0277-0040,nzd0277-0041,nzd0277-0045,nzd0277-0046,nzd0277-0047,nzd0277-0049,nzd0277-0050
2019-05-05 22:12:04.889000,L8,286.66,273.15,270.74,264.75,268.67,278.15,284.61,289.74,292.02,280.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-25 22:12:47.669000,L8,326.66,319.14,314.51,316.06,329.56,346.95,353.16,354.87,349.14,324.24,285.11,269.61,280.26,306.25,314.19,282.53,272.65,323.67,254.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-26 22:12:57.106000,L8,294.73,283.92,277.44,275.57,278.86,290.10,291.08,294.07,289.91,280.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-05 22:06:48.280000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.37,277.46,276.69,,,,,,,,282.02,,,,,
2019-10-12 22:13:00.109000,L8,332.75,303.71,290.84,312.86,325.34,310.49,321.73,344.07,323.03,305.26,284.52,262.47,286.06,267.09,271.35,273.28,316.45,295.26,305.37,307.68,267.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-28 22:13:00.516000,L8,296.07,281.87,275.61,272.93,273.69,285.20,294.92,290.67,285.25,277.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-13 22:12:58.026000,L8,,,,261.44,267.49,277.32,280.44,282.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-16 22:12:46.955000,L8,285.86,263.11,277.54,267.40,268.10,278.08,277.77,286.13,297.10,280.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-21 22:12:09.732000,L8,301.83,290.45,285.70,280.80,278.07,288.25,294.58,296.24,295.96,291.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-07 22:12:00.527000,L8,322.43,300.37,298.95,288.02,293.68,303.71,308.85,307.01,307.77,304.92,265.00,252.68,251.45,268.45,,254.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-08 22:12:11.941000,L8,279.07,264.71,264.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-26 22:12:32.566000,L8,296.65,279.83,283.12,281.96,276.10,286.75,293.28,296.16,300.67,307.01,259.16,,,,,235.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-11 22:12:35.567000,L8,303.62,303.33,263.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-27 22:12:44.281000,L8,293.64,277.70,276.25,270.48,277.63,291.46,307.80,325.72,328.25,296.12,,247.41,254.88,298.02,294.87,238.48,284.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-03 22:12:44.150000,L8,288.91,271.86,280.96,270.41,276.12,284.49,296.08,304.80,307.53,284.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-19 22:12:39.858000,L8,298.51,278.46,281.20,274.27,276.29,305.00,305.48,326.18,308.78,302.19,264.23,254.93,,,,238.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-23 22:12:25.241000,L8,320.79,307.51,309.19,293.18,299.76,323.13,331.68,346.09,341.05,300.69,287.68,260.46,267.42,341.47,326.81,273.21,312.37,310.73,281.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-24 22:12:13.291000,L8,297.19,280.99,281.41,274.59,278.61,293.73,293.90,332.36,291.47,278.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-26 22:12:18.987000,L8,322.19,296.95,309.82,291.24,292.32,324.63,322.21,319.31,310.48,309.64,268.83,257.28,,,,257.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-11 22:12:25.955000,L8,341.10,316.44,313.58,298.14,291.65,302.51,323.85,316.82,312.21,311.63,273.89,260.97,252.44,272.99,288.85,263.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-13 22:12:31.426000,L8,317.45,293.47,292.31,288.03,290.76,305.59,306.93,318.33,303.96,304.00,260.37,248.91,250.25,274.55,,251.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-14 22:12:45.576000,L8,300.24,280.46,282.76,279.38,276.08,286.78,299.88,302.05,309.23,298.20,254.94,,,,,235.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-17 22:13:02.530000,L8,293.95,273.70,269.53,266.42,270.90,280.30,286.74,288.36,285.17,268.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-02 22:13:02.091000,L8,311.67,289.05,289.04,282.02,289.31,305.16,298.50,308.03,301.68,288.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-28 22:12:54.229000,L9,,,,,255.86,287.69,352.88,318.41,303.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-06 22:06:41.911000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.30,276.47,248.49,,,,,235.69,251.69,265.84,283.66,224.48,,221.77,242.68,272.78
2022-01-13 22:12:50.658000,L9,311.77,291.33,282.67,286.21,283.35,306.89,316.74,316.14,298.52,297.39,257.54,250.46,252.34,269.66,276.64,251.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-21 22:12:47.826000,L8,308.67,290.77,288.55,289.50,276.70,298.74,301.07,306.77,309.03,284.70,274.23,304.28,325.17,,,291.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-29 22:12:53.443000,L9,311.64,291.87,282.11,288.91,290.34,299.28,304.61,303.16,302.83,298.66,261.89,245.89,,,,250.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-14 22:12:48.962000,L9,318.41,302.92,294.42,287.72,293.77,304.55,319.06,326.05,321.07,316.03,261.70,265.36,258.17,275.17,281.03,251.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-23 22:06:32.050000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.99,,,298.66,350.18,346.87,,342.50,,,,,295.76,,,,
2022-03-02 22:12:37.927000,L9,325.64,308.68,305.30,296.44,297.00,298.32,313.79,303.82,306.86,303.29,267.71,253.18,,,,255.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-26 22:12:23.747000,L8,295.70,277.08,287.32,280.90,276.20,287.76,301.15,304.24,309.59,292.38,261.96,248.54,,,,237.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-27 22:06:22.460000,L9,,,,,,,,,,,,,289.18,315.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-27 22:12:22.454000,L8,328.56,309.30,310.62,293.79,299.13,312.00,323.15,313.05,314.47,311.13,298.18,282.99,270.47,298.82,315.17,307.03,309.68,319.38,278.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-05 22:12:19.028000,L9,290.35,273.92,274.50,264.39,268.53,278.15,286.80,288.50,292.67,284.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-06 22:06:17.651000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.08,271.25,,,,,,,,301.12,290.47,,,,,
2022-05-13 22:12:32.160000,L8,290.33,280.77,277.43,269.83,271.29,286.38,295.95,296.03,298.37,278.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-21 22:12:07.511000,L9,323.64,316.62,312.63,311.77,308.48,350.87,339.65,367.19,326.29,309.02,269.25,251.06,,,,248.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-22 22:12:26.624000,L9,305.43,280.59,283.59,288.33,277.83,288.67,296.84,305.12,309.29,301.99,256.23,242.03,,,,237.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-30 22:12:51.533000,L8,310.33,293.26,298.63,284.92,290.43,330.58,330.66,334.72,327.62,358.57,318.82,338.19,359.46,324.28,372.87,331.12,323.59,299.34,271.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-09 22:12:46.393000,L9,324.56,302.48,299.86,290.80,291.73,311.72,320.21,313.63,308.51,303.48,265.03,259.08,259.73,269.84,,255.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-21 22:06:53.495000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.02,306.51,323.20,290.68,,337.17,,,,,,,
2022-11-05 22:13:15.077000,L8,351.07,317.67,304.37,305.39,335.46,347.09,367.03,,392.79,393.63,321.44,294.11,309.05,382.51,382.93,293.67,328.07,330.62,328.57,,,,,,,,247.99,260.74,294.76,259.70,,,,,,303.55,,,,,,,,328.14,336.89,350.30,,,,,
2022-11-13 22:13:05.115000,L9,313.16,304.70,293.19,294.49,294.22,312.43,309.19,319.79,310.02,298.88,270.66,252.88,258.48,276.33,275.51,262.65,,,,,,,,,,,,,,,,,,,,280.75,253.64,272.23,,,,,,349.23,320.90,349.70,,,,,
2022-12-23 22:12:59.773000,L8,286.60,271.01,268.58,264.95,267.90,277.82,282.67,287.37,288.16,276.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-08 22:13:00.344000,L8,299.91,282.12,280.42,286.44,275.59,284.20,291.18,294.11,297.69,292.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-16 22:12:58.125000,L9,286.56,269.66,274.57,271.29,270.49,278.25,287.35,291.32,292.73,282.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-09 22:12:56.953000,L8,280.14,265.09,268.06,267.54,267.20,274.29,278.42,285.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-25 22:12:40.172000,L8,289.58,275.83,273.20,266.00,267.92,276.38,283.60,293.82,293.21,282.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-05 22:12:49.336000,L9,301.29,289.14,280.75,280.19,283.66,288.50,294.22,300.72,299.93,282.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-13 22:12:35.065000,L8,294.80,296.14,280.11,288.13,286.14,340.70,294.87,297.94,289.56,288.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-14 22:06:35.185000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.26,277.30,283.96,,,,,,,298.69,291.69,275.02,262.91,,,
2023-03-21 22:12:43.101000,L9,297.06,284.16,275.15,272.23,274.62,285.49,294.42,304.23,294.79,281.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-29 22:12:24.958000,L8,286.85,271.96,279.13,262.76,267.76,276.90,282.48,291.33,291.32,281.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06 22:12:33.248000,L9,297.27,278.46,272.67,270.52,272.00,281.67,290.19,289.98,289.48,277.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-16 22:11:52.281000,L8,289.19,264.45,261.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-24 22:12:05.113000,L9,322.28,303.29,300.75,290.80,296.21,287.41,296.69,298.79,300.81,288.33,262.09,265.35,,,,251.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-09 22:12:00.823000,L9,298.58,280.59,279.62,279.13,275.30,286.60,295.11,298.04,307.43,285.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-27 22:12:14.881000,L9,300.09,281.67,317.23,291.39,277.19,291.79,295.73,300.56,306.11,304.19,261.64,246.14,,,,237.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-04 22:12:28.395000,L8,303.39,293.15,286.86,287.79,291.85,304.34,304.73,309.64,299.70,287.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-28 22:12:32.179000,L9,298.32,285.27,282.72,281.60,281.46,300.73,307.67,304.33,295.61,283.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-13 22:12:41.372000,L9,312.23,295.77,290.59,283.62,292.72,296.95,301.94,344.45,324.23,312.43,296.94,251.33,257.35,277.01,297.32,260.89,327.88,296.89,303.20,274.82,,,,,,,,,,,,,,,,271.09,241.80,,,,,,,267.68,272.92,276.56,,,,,
2023-10-08 22:06:34.267000,L9,,,,,,,,,,,,,,,,,,,,,,,,334.72,323.32,339.15,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-31 22:12:45.747000,L9,297.39,280.07,277.31,272.58,273.87,277.80,291.15,298.92,300.39,281.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-24 22:12:51.917000,L8,302.30,288.07,283.38,279.05,279.52,330.23,305.45,306.96,298.65,284.86,263.68,244.40,251.52,273.58,291.29,248.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-18 22:12:57.019000,L9,296.45,279.49,288.01,282.28,280.24,289.11,308.19,306.04,307.15,291.63,258.93,249.42,,,,239.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-26 22:12:48.541000,L8,309.22,292.01,288.73,288.51,281.56,294.62,294.40,301.50,302.91,293.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-28 22:12:36.145000,L8,314.82,303.08,291.43,291.38,293.27,302.05,303.27,312.41,305.07,302.77,262.36,279.55,267.60,272.22,273.60,255.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-15 22:12:25.882000,L8,320.81,306.90,296.93,293.93,296.73,338.80,339.43,355.88,330.59,313.33,285.74,262.82,265.52,297.64,312.79,292.62,342.65,326.08,285.80,,,,,,,347.99,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-23 22:12:43.519000,L9,303.41,290.03,288.68,289.61,278.85,290.35,292.95,294.79,298.90,289.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-17 22:06:15.767000,L9,,,,,,,,,,,253.81,272.54,280.57,305.67,302.10,257.97,299.81,303.67,302.06,294.75,289.49,286.81,263.73,,,,,,,,334.67,341.75,349.03,,273.97,,265.79,265.60,268.41,281.69,282.71,279.18,273.11,273.40,281.32,,262.44,271.29,263.17,254.61,271.95
2024-05-03 22:06:01.963000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.47,375.52,370.08,,,,282.81,290.35,284.45,362.25,253.43,305.21,,,,222.52,234.54,269.92,281.88
2024-06-27 22:11:40.963000,L9,296.51,281.21,280.09,273.57,273.97,288.61,290.58,296.83,299.20,298.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-13 22:12:02.445000,L9,296.01,280.30,277.42,273.84,275.05,286.80,291.59,293.79,299.32,299.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-07 22:12:30.995000,L8,309.10,298.81,290.69,285.69,294.31,299.41,301.80,308.42,299.15,292.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-03 22:06:24.531000,L8,,,,,,306.93,280.00,313.39,331.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-10 22:12:37.584000,L8,309.56,306.41,301.64,295.55,289.67,306.51,313.04,323.56,312.60,311.85,279.07,268.26,260.90,288.93,286.05,272.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18 22:12:46.927000,L9,303.90,292.67,283.73,281.16,278.91,292.85,296.06,306.38,305.96,304.84,261.02,253.82,250.70,265.89,,244.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-12 22:12:36.119000,L8,310.82,295.67,286.98,283.77,286.83,295.77,307.46,317.91,304.26,284.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-28 22:12:38.613000,L8,303.22,287.28,278.52,280.44,279.33,288.07,292.34,297.34,297.69,283.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-13 22:12:42.421000,L8,327.16,283.53,338.90,302.02,278.26,293.58,297.81,300.82,304.48,296.80,260.56,250.72,,,,252.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-21 22:12:49.157000,L9,313.37,297.65,289.23,287.78,288.92,315.39,335.16,335.01,315.88,311.54,278.35,258.59,265.87,286.27,275.77,296.93,270.63,270.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-06 22:12:43.346000,L9,284.36,267.99,261.28,274.76,281.65,284.49,296.75,300.84,309.08,293.84,248.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-10 22:12:40.194000,L9,324.19,300.30,291.25,312.86,312.06,303.54,310.41,316.80,310.64,301.36,275.46,267.50,273.35,278.33,287.52,261.58,291.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-26 22:12:29.369000,L9,318.75,291.70,316.21,293.60,293.69,304.40,321.81,349.40,310.44,308.64,259.00,265.17,269.10,287.30,298.17,258.42,280.84,265.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 22:12:00.544000,L8,297.88,282.16,277.42,282.69,278.28,290.35,297.40,306.70,308.07,297.30,258.90,245.71,,,,238.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-13 22:12:10.499000,L9,315.90,299.06,291.72,288.45,289.92,298.28,304.98,311.17,306.06,302.53,258.79,253.06,253.21,270.88,,253.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-22 22:12:19.643000,L8,307.07,299.89,289.48,296.46,307.37,306.42,303.68,303.15,298.02,297.16,261.48,245.87,250.88,274.72,,241.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-30 22:12:19.660000,L9,335.74,324.40,322.71,321.19,332.70,340.91,351.27,375.57,350.96,322.85,283.64,269.07,262.47,286.37,317.37,291.71,330.97,366.82,306.49,,,,,,,,,,,,,,,,,,,,,,,,,308.47,321.61,303.59,,,,,
2025-07-24 22:12:29.863000,L8,324.72,305.19,305.41,291.93,296.16,309.11,311.86,313.44,311.73,307.69,267.68,259.02,258.19,276.28,,259.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-09 22:12:37.444000,L8,304.73,281.18,283.79,274.88,280.83,288.81,297.25,306.33,292.69,289.20,254.11,295.47,292.33,,,247.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-25 22:12:39.832000,L8,349.69,296.00,315.40,301.35,289.54,295.86,301.31,319.04,306.24,305.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-02 22:12:47.408000,L9,293.93,301.21,308.92,284.76,275.05,286.37,293.81,296.50,303.32,286.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-10 22:12:44.242000,L8,294.98,278.85,277.44,273.25,272.32,280.74,286.88,293.00,290.46,282.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-28 22:12:53.564000,L8,307.02,292.34,314.22,307.92,275.83,331.48,332.32,305.47,307.44,285.34,255.21,242.01,247.22,265.24,,240.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-13 22:12:52.507000,L8,288.31,274.02,274.86,273.20,270.69,283.76,294.39,297.47,299.75,284.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-21 22:12:55.371000,L9,281.82,266.44,262.57,257.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
