dates,nzd0417-0000,nzd0417-0001,nzd0417-0002,nzd0417-0003,nzd0417-0004,nzd0417-0005,nzd0417-0006,nzd0417-0007,nzd0417-0008,nzd0417-0009,nzd0417-0010,nzd0417-0011,nzd0417-0012,nzd0417-0013,nzd0417-0014,nzd0417-0015,nzd0417-0019,nzd0417-0020,nzd0417-0021,nzd0417-0022,nzd0417-0023,nzd0417-0024,nzd0417-0025,nzd0417-0026,nzd0417-0027,nzd0417-0028,nzd0417-0029,nzd0417-0030,nzd0417-0031,nzd0417-0032,nzd0417-0033,nzd0417-0018,nzd0417-0016,nzd0417-0017,satname
1999-08-26 22:06:44+00:00,,,,,,,,,,,,,,,,,347.51,,,,,,,,,313.17,,,,,,,,,L7
1999-09-04 22:00:33+00:00,,,,,,,,,,,,,,,,,345.03,,,,,307.47,,,,312.44500000000005,,,,,,307.62,,,L7
1999-09-27 22:06:48+00:00,,,315.86,315.9,,,,,,,319.12,,,,,,342.89000000000004,,,,,307.47,,,,314.8733333333334,,,,,,307.62,,,L7
1999-12-16 22:06:45+00:00,348.3,341.88,321.935,321.225,,331.23,336.2,,,,319.12,,,,,,342.89000000000004,,,,,307.47,,,,316.32000000000005,,,,,,307.62,,,L7
2000-01-26 22:00:26+00:00,334.93,329.34000000000003,312.05333333333334,316.08,313.06,318.935,326.345,314.59,342.44,341.26,311.735,,,,,,342.89000000000004,,,,,307.47,,296.94,329.26,310.872,,291.48,,,,295.4,,,L7
2000-02-27 22:00:16+00:00,334.93,329.34000000000003,312.05333333333334,314.015,310.1,312.22,320.42333333333335,305.05999999999995,338.69,333.58,303.86333333333334,,343.48,332.63,,,335.31333333333333,321.38,314.8,,,309.255,283.41,296.94,329.26,310.2975,332.15,293.295,,332.17,,295.4,,,L7
2000-04-15 21:59:55+00:00,334.93,329.34000000000003,310.15000000000003,313.38666666666666,310.1,312.22,320.42333333333335,305.05999999999995,338.69,333.58,296.235,,343.48,332.63,335.04,,333.735,321.38,314.025,,,309.495,283.41,296.94,329.26,308.7233333333333,335.225,304.8666666666667,324.01,330.795,,304.865,305.08,,L7
2000-05-01 21:59:54+00:00,334.93,329.34000000000003,306.29,302.3025,310.1,312.22,320.42333333333335,305.05999999999995,338.69,333.58,296.235,,342.0,332.63,318.95000000000005,,333.735,313.72,314.025,,300.09,309.495,283.41,292.275,329.26,308.7233333333333,335.225,304.8666666666667,324.01,330.795,,304.865,305.08,,L7
2000-05-08 22:05:56+00:00,334.93,329.34000000000003,306.29,302.3025,310.1,312.22,313.61,295.84999999999997,338.69,333.58,296.235,,342.0,332.63,318.95000000000005,,333.735,313.72,314.025,,300.09,309.495,283.41,292.275,329.26,308.7233333333333,335.225,304.8666666666667,324.01,330.795,,304.865,305.08,,L7
2000-06-18 21:59:27+00:00,321.56,322.95500000000004,298.09666666666664,294.22,310.1,302.71500000000003,306.08,295.84999999999997,338.69,333.58,296.235,,342.0,332.63,318.95000000000005,,333.735,316.04,314.025,,300.09,309.495,283.41,288.25666666666666,329.26,302.755,335.225,304.8666666666667,324.01,330.795,,304.865,305.08,,L7
2000-08-05 21:58:44+00:00,,329.11,301.0,288.435,307.14,298.79,300.875,286.48,334.94,325.9,288.12,,342.0,332.63,318.95000000000005,,333.735,316.04,314.025,,300.09,309.495,283.41,283.91499999999996,,316.43,335.225,311.56,324.01,323.6766666666667,,326.55,305.08,,L7
2000-08-12 22:04:53+00:00,,326.24,304.57666666666665,281.48333333333335,307.14,298.79,300.875,288.43666666666667,334.94,325.9,288.12,,342.0,332.63,318.95000000000005,,333.735,316.04,314.025,,299.525,304.34999999999997,283.41,289.0466666666667,,316.43,335.225,311.56,324.01,323.6766666666667,,326.55,305.08,,L7
2000-10-08 21:58:00+00:00,,326.24,311.5975,287.41,,,293.17,284.89,,,,,340.52,,318.95000000000005,,342.69,313.37,313.25,,299.525,301.005,,289.0466666666667,,316.43,338.3,330.75,324.01,319.42999999999995,,326.55,305.08,,L7
2001-07-07 21:57:00+00:00,,328.83,,285.6,,,,278.12,,,,,,,,,,312.63,,,,,252.68,,,,,,,,,,,,L7
2001-07-14 22:03:09+00:00,,328.83,,285.6,,,,278.12,,,,,,,,,,312.63,,,,,252.68,,,281.94,,291.16,,,,,,,L7
2001-10-02 22:02:04+00:00,352.04,330.935,311.58,298.995,318.85,320.28,325.76,297.85,,346.03,318.82,,,,,,350.35,323.24,332.18,,,328.46,252.68,,,293.02,340.67,308.71500000000003,321.48,,,,,,L7
2001-12-14 21:56:17+00:00,352.04,339.9766666666667,334.005,298.995,318.85,320.28,325.76,297.85,,346.03,318.82,,,,,,350.35,323.24,332.18,,,328.46,252.68,,,293.02,340.67,308.71500000000003,321.48,,,,,,L7
2001-12-30 21:56:13+00:00,352.04,344.4575,337.07,298.995,318.85,320.28,325.76,297.85,,346.03,318.82,,,,,,350.35,323.24,332.18,,,328.46,252.68,,,293.02,340.67,308.71500000000003,321.48,,,,,,L7
2002-01-22 22:02:40+00:00,345.59000000000003,345.0675,331.1675,311.95,318.85,321.22,325.76,317.58,,346.03,318.82,,,,,,350.35,333.85,329.77,,,328.46,,,315.15,308.105,340.67,324.91499999999996,319.20500000000004,,,,,,L7
2002-03-04 21:56:33+00:00,345.59000000000003,345.0675,331.1675,311.95,298.65,311.58666666666664,315.11,300.99,305.34,325.385,318.82,,,,,,313.98,319.285,318.78333333333336,295.23,301.97,308.33,262.63,282.69,315.15,308.105,340.67,324.91499999999996,319.20500000000004,,,,,,L7
2002-03-11 22:02:43+00:00,350.58666666666664,345.0675,330.334,316.2033333333333,298.65,311.58666666666664,315.11,300.99,305.34,325.385,318.82,,,,,,313.98,319.285,318.78333333333336,295.23,301.97,308.33,262.63,282.69,315.15,312.34,340.67,324.91499999999996,319.20500000000004,,,,343.9,,L7
2002-05-07 21:56:27+00:00,349.86,349.07666666666665,335.02250000000004,318.10999999999996,278.45,307.24,304.46,284.4,305.34,304.74,,,,,,,277.61,304.72,312.08500000000004,295.23,301.97,288.2,262.63,282.69,315.15,315.03333333333336,,323.56,316.93,,,,343.9,,L7
2002-07-01 22:02:14+00:00,349.86,332.64,315.02666666666664,312.8933333333333,278.45,307.24,304.46,286.5,305.34,304.74,,,,,,,297.58500000000004,309.035,312.08500000000004,295.23,301.97,288.2,262.63,282.69,315.15,315.03333333333336,,323.56,316.93,,,,343.9,,L7
