dates,satname,nzd0417-0000,nzd0417-0001,nzd0417-0002,nzd0417-0003,nzd0417-0004,nzd0417-0005,nzd0417-0006,nzd0417-0007,nzd0417-0008,nzd0417-0009,nzd0417-0010,nzd0417-0011,nzd0417-0012,nzd0417-0013,nzd0417-0014,nzd0417-0015,nzd0417-0019,nzd0417-0020,nzd0417-0021,nzd0417-0022,nzd0417-0023,nzd0417-0024,nzd0417-0025,nzd0417-0026,nzd0417-0027,nzd0417-0028,nzd0417-0029,nzd0417-0030,nzd0417-0031,nzd0417-0032,nzd0417-0033,nzd0417-0018,nzd0417-0016,nzd0417-0017
1999-08-26 22:06:44.761000,L7,357.58,348.22,316.74,331.19,325.85,326.28,324.70,314.84,349.70,346.67,327.64,340.71,359.07,341.99,323.70,335.03,347.51,324.97,313.76,322.63,324.65,311.42,297.09,333.98,356.69,313.17,337.60,331.00,343.92,321.18,367.44,,,
1999-09-04 22:00:33.926000,L7,348.71,346.93,334.14,329.70,321.89,326.11,321.68,310.84,341.72,340.02,320.66,350.19,362.98,340.40,352.93,339.81,342.55,325.68,312.08,321.97,329.30,307.47,290.86,336.25,327.73,311.72,342.32,330.28,319.23,321.56,380.43,307.62,,
1999-09-27 22:06:48.795000,L7,340.95,338.45,315.86,315.90,324.36,318.51,326.69,313.16,348.47,339.35,319.12,362.48,360.01,343.19,351.37,343.37,338.61,325.31,321.87,331.18,344.80,323.79,360.58,338.60,363.38,319.73,349.54,328.69,335.82,,,345.10,,
1999-10-22 22:00:28.631000,L7,366.58,351.49,335.05,365.19,383.13,381.45,380.10,388.30,390.55,380.65,380.75,381.20,376.90,369.76,382.96,380.54,364.95,369.98,362.03,358.88,361.49,353.75,369.08,363.33,368.44,365.65,373.81,361.69,366.00,365.05,370.01,377.68,381.58,380.51
1999-12-16 22:06:45.781000,L7,348.30,341.88,328.01,326.55,340.41,331.23,336.20,342.36,353.25,352.13,350.07,369.64,366.62,353.92,347.10,363.57,348.82,335.50,331.77,348.43,356.20,336.63,339.60,338.96,349.78,320.66,348.00,337.34,340.98,352.59,341.21,347.95,358.63,355.51
2000-01-26 22:00:26.187000,L7,321.56,316.80,292.29,305.79,313.06,306.64,316.49,314.59,342.44,341.26,304.35,374.37,,378.30,366.59,375.53,384.68,391.23,373.81,369.19,366.67,380.79,366.74,296.94,329.26,289.08,346.59,291.48,390.87,369.27,361.12,283.18,386.88,369.95
2000-02-11 22:00:21.827000,L7,338.62,321.51,308.58,320.01,322.63,314.23,322.72,323.87,345.97,341.76,332.34,357.76,349.94,346.33,360.88,349.43,340.47,342.69,331.13,344.19,349.00,336.99,349.89,352.93,354.17,317.03,346.70,327.80,344.91,351.40,362.60,361.80,331.32,369.18
2000-02-27 22:00:16.353000,L7,,,,307.82,307.14,298.79,308.58,295.53,334.94,325.90,288.12,349.42,343.48,332.63,361.10,337.69,324.78,321.38,314.80,346.56,346.30,311.04,283.41,,,,332.15,295.11,347.02,332.17,337.55,,,
2000-03-30 22:00:09.363000,L7,360.83,355.04,343.75,342.27,348.22,338.82,350.97,359.29,367.64,371.16,358.70,372.04,372.20,370.59,369.26,366.63,358.53,343.37,350.53,386.74,375.25,354.58,364.03,367.72,370.99,359.29,372.93,379.64,357.43,372.49,373.48,373.87,344.40,375.90
2000-04-15 21:59:55.745000,L7,354.89,340.83,341.68,328.77,328.61,332.86,325.96,347.73,345.28,345.22,348.06,352.84,365.54,348.88,335.04,341.55,342.69,334.80,313.25,345.30,346.66,307.95,357.97,361.17,363.44,316.43,338.30,328.01,324.01,329.42,373.71,326.55,305.08,367.92
2000-05-01 21:59:54.563000,L7,,320.11,298.57,269.05,310.50,309.24,316.42,291.66,298.08,308.78,,327.13,340.52,303.57,302.86,,,306.06,299.94,297.73,300.09,294.38,272.81,287.61,,,,,,,,,,
2000-05-08 22:05:56.985000,L7,,,,,307.29,308.79,293.17,277.43,292.07,285.43,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-18 21:59:27.736000,L7,,329.11,303.43,321.46,315.47,304.86,311.84,294.09,292.83,305.51,,,,,,,331.94,320.68,304.19,312.57,309.67,296.31,271.40,280.22,293.71,,,,,,,,,
2000-07-27 22:05:00.333000,L7,360.45,345.59,331.75,331.09,342.11,337.82,332.90,332.81,328.27,342.85,339.32,348.41,361.72,352.50,336.16,340.29,343.86,331.16,318.62,325.30,337.80,313.21,324.29,327.11,311.12,314.91,335.15,330.94,321.62,333.74,333.20,309.66,293.00,350.76
2000-08-05 21:58:44.520000,L7,357.21,344.22,314.58,330.64,321.36,311.55,321.77,307.87,315.47,348.39,314.32,335.55,,,,,348.71,330.88,318.09,327.52,337.72,311.65,297.01,351.24,377.95,390.81,336.91,323.83,333.72,309.44,,,,
2000-08-12 22:04:53.965000,L7,,323.37,311.73,267.58,318.60,309.30,319.57,292.35,299.53,308.78,,,,,,,277.64,319.20,301.34,309.34,298.96,294.06,272.42,299.31,,,,,,,,,,
2000-10-08 21:58:00.300000,L7,358.82,343.38,332.66,325.60,341.90,328.71,338.46,334.96,356.96,357.55,352.37,369.11,367.67,357.67,366.22,390.51,354.31,338.57,355.02,,,,390.73,371.13,376.98,383.70,348.47,333.49,350.47,363.30,374.33,376.83,365.79,376.02
2000-11-09 21:57:57.236000,L7,,407.18,399.24,390.58,384.26,386.62,392.73,391.49,398.97,404.94,407.41,397.01,388.41,375.38,378.94,383.04,371.29,373.50,373.76,371.46,381.15,365.70,373.56,372.44,372.77,367.90,367.04,367.17,362.71,369.59,383.95,381.03,381.78,381.05
2000-11-25 21:57:58.896000,L7,394.18,393.47,386.55,386.09,386.71,380.04,370.90,379.07,376.49,387.08,394.68,387.43,382.16,378.93,385.98,384.11,373.06,372.59,365.32,364.32,373.62,368.45,369.13,368.88,371.21,369.98,370.55,378.16,389.02,368.27,379.90,380.27,383.49,381.38
2001-07-07 21:57:00.006000,L7,316.87,328.83,292.09,285.60,306.92,298.41,312.13,278.12,287.61,306.13,,,,,,,331.88,312.63,300.29,310.01,299.16,282.60,252.68,,,,,,,,,,,
2001-07-14 22:03:09.614000,L7,,345.75,310.65,317.74,321.14,312.89,315.80,294.72,305.46,316.32,302.97,292.09,346.73,322.79,319.34,304.51,340.80,319.22,304.70,311.76,323.06,300.31,273.54,326.37,309.04,281.94,335.64,291.16,306.80,,,,,
2001-09-25 21:56:04.528000,L7,370.86,395.36,386.80,382.57,394.54,,,,,,,,,,,,,,,,,,,382.92,389.55,384.95,398.30,395.77,386.19,381.30,390.88,,,
2001-10-02 22:02:04.420000,L7,352.04,333.04,311.58,312.39,318.85,320.28,325.76,317.58,357.82,346.03,318.82,364.49,359.08,352.28,360.19,351.61,350.35,333.85,332.18,350.22,343.97,328.46,343.28,350.55,351.34,304.10,340.67,326.27,321.48,341.17,358.20,367.58,,
2001-12-14 21:56:17.682000,L7,371.17,358.06,356.43,356.48,356.86,356.94,356.44,370.15,368.23,373.05,378.28,375.71,367.87,368.69,373.56,376.04,365.36,360.67,357.62,362.27,371.09,356.50,370.07,366.09,363.28,370.80,369.90,390.57,363.26,361.07,368.87,371.82,371.25,372.36
2001-12-30 21:56:13.010000,L7,362.26,357.90,343.20,347.74,350.69,359.99,365.96,360.39,362.55,366.90,369.97,372.85,371.33,366.07,369.52,373.97,369.24,369.95,361.38,369.43,365.83,357.66,367.40,362.14,359.48,360.25,367.36,365.77,362.49,370.37,375.52,372.49,373.82,373.55
2002-01-22 22:02:40.699000,L7,339.14,331.27,313.46,311.51,333.91,322.16,332.14,332.30,345.66,345.14,337.45,358.63,356.08,338.92,340.76,348.29,341.93,344.32,327.36,348.01,361.08,328.03,335.49,334.17,315.15,312.11,344.73,323.56,316.93,343.69,352.30,362.33,342.30,378.76
2002-02-16 21:56:30.006000,L7,342.78,325.92,319.18,318.16,315.21,309.78,319.52,315.89,335.48,341.57,326.80,354.85,,,364.52,395.60,345.07,337.31,341.68,347.12,337.53,292.68,289.92,326.64,348.63,316.68,323.76,303.51,303.94,317.02,355.64,370.40,326.78,359.01
2002-03-04 21:56:33.807000,L7,,,,,278.45,292.32,304.46,284.40,305.34,304.74,,,,,,,277.61,304.72,296.81,295.23,301.97,288.20,262.63,282.69,,,,,,,,,,
2002-03-11 22:02:43.421000,L7,360.58,345.36,327.00,324.71,340.62,335.49,343.92,341.01,367.36,363.30,346.78,366.30,372.23,359.93,369.38,366.81,355.84,341.61,346.63,373.70,375.27,339.78,349.83,356.75,355.26,320.81,348.53,335.58,345.56,355.79,369.36,377.43,343.90,379.48
2002-05-07 21:56:27.687000,L7,361.99,355.16,336.19,336.16,326.32,333.58,338.30,332.84,335.75,357.41,355.27,364.12,353.15,350.52,340.51,347.12,348.44,336.32,325.06,338.58,340.97,331.48,337.35,341.26,342.56,312.18,345.11,360.91,351.24,337.84,348.23,347.29,346.48,361.55
2002-07-01 22:02:14.978000,L7,,334.01,304.62,302.46,319.19,315.91,322.98,288.60,298.29,309.34,,,,,,,317.56,313.35,309.04,316.16,318.01,299.15,278.41,300.17,,,,,,,,,,
2002-07-10 21:56:01.809000,L7,,312.70,279.05,265.35,303.22,289.70,289.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-02 22:02:01.110000,L7,,,,259.31,312.15,302.62,314.74,284.20,290.80,308.70,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-03 22:01:48.053000,L7,359.47,349.05,329.93,332.33,335.39,333.34,341.68,334.70,360.00,353.01,337.72,367.75,368.66,358.26,380.52,380.89,359.19,331.05,315.94,355.64,360.32,330.39,368.06,355.53,364.93,367.94,363.48,336.96,352.54,350.45,376.07,386.08,364.47,375.36
2002-10-14 21:55:19.836000,L7,350.09,342.51,326.22,327.99,338.29,331.60,336.35,340.90,356.25,355.50,348.35,368.80,363.74,354.74,360.60,369.30,347.94,339.38,342.68,358.52,358.64,333.10,352.16,347.04,349.88,323.06,346.31,332.43,323.12,353.65,368.47,363.35,349.75,369.92
