dates,satname,nzd0281-0000,nzd0281-0001,nzd0281-0002,nzd0281-0003,nzd0281-0004,nzd0281-0005,nzd0281-0006,nzd0281-0007,nzd0281-0009,nzd0281-0010,nzd0281-0011,nzd0281-0012,nzd0281-0013,nzd0281-0014,nzd0281-0015,nzd0281-0016,nzd0281-0017,nzd0281-0018,nzd0281-0019,nzd0281-0020,nzd0281-0021,nzd0281-0022,nzd0281-0023,nzd0281-0024,nzd0281-0025,nzd0281-0026,nzd0281-0027,nzd0281-0028,nzd0281-0029,nzd0281-0033,nzd0281-0034,nzd0281-0035,nzd0281-0036,nzd0281-0037,nzd0281-0038,nzd0281-0039,nzd0281-0040,nzd0281-0041,nzd0281-0042,nzd0281-0044,nzd0281-0045,nzd0281-0046,nzd0281-0047,nzd0281-0049,nzd0281-0050,nzd0281-0051,nzd0281-0052,nzd0281-0053,nzd0281-0054,nzd0281-0055,nzd0281-0056,nzd0281-0057,nzd0281-0058,nzd0281-0059,nzd0281-0060,nzd0281-0061,nzd0281-0062,nzd0281-0063,nzd0281-0064,nzd0281-0065,nzd0281-0066,nzd0281-0067,nzd0281-0068,nzd0281-0069,nzd0281-0070,nzd0281-0071,nzd0281-0072,nzd0281-0073,nzd0281-0074,nzd0281-0075,nzd0281-0076,nzd0281-0077,nzd0281-0078,nzd0281-0079,nzd0281-0080,nzd0281-0081,nzd0281-0082,nzd0281-0083,nzd0281-0084,nzd0281-0085,nzd0281-0086,nzd0281-0087,nzd0281-0088,nzd0281-0089,nzd0281-0090,nzd0281-0091,nzd0281-0092,nzd0281-0093,nzd0281-0095,nzd0281-0096,nzd0281-0097,nzd0281-0098,nzd0281-0099,nzd0281-0100,nzd0281-0101,nzd0281-0102,nzd0281-0103,nzd0281-0104,nzd0281-0105,nzd0281-0106,nzd0281-0107,nzd0281-0108,nzd0281-0109,nzd0281-0110,nzd0281-0111,nzd0281-0112,nzd0281-0113,nzd0281-0114,nzd0281-0115,nzd0281-0116,nzd0281-0117,nzd0281-0118,nzd0281-0119,nzd0281-0120,nzd0281-0121,nzd0281-0122,nzd0281-0123,nzd0281-0124,nzd0281-0125,nzd0281-0126,nzd0281-0127,nzd0281-0128,nzd0281-0129,nzd0281-0130,nzd0281-0131,nzd0281-0132,nzd0281-0133,nzd0281-0134,nzd0281-0135,nzd0281-0136,nzd0281-0137,nzd0281-0138,nzd0281-0139,nzd0281-0140,nzd0281-0141,nzd0281-0149,nzd0281-0150,nzd0281-0151,nzd0281-0152,nzd0281-0153,nzd0281-0154,nzd0281-0155,nzd0281-0156,nzd0281-0157,nzd0281-0158,nzd0281-0159,nzd0281-0160,nzd0281-0161,nzd0281-0162,nzd0281-0163,nzd0281-0164,nzd0281-0165,nzd0281-0166,nzd0281-0167,nzd0281-0168,nzd0281-0008,nzd0281-0030,nzd0281-0031,nzd0281-0032,nzd0281-0043,nzd0281-0094,nzd0281-0144,nzd0281-0145,nzd0281-0146,nzd0281-0147,nzd0281-0148,nzd0281-0048,nzd0281-0142,nzd0281-0143
2006-02-21 21:44:44.561000,L5,334.57,329.85,331.38,328.58,331.54,329.80,335.16,324.92,327.87,316.10,327.75,335.68,333.84,343.07,335.35,331.42,343.13,334.07,327.08,353.02,346.49,355.79,355.60,356.81,355.55,344.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.61,279.19,295.48,286.27,280.69,298.14,304.18,308.02,313.92,308.71,315.86,320.11,320.70,317.09,321.80,314.83,318.24,309.07,313.91,313.95,316.00,316.97,314.07,312.05,,,,,,288.17,288.15,321.92,313.12,319.70,325.06,319.04,332.26,281.05,301.58,322.39,327.89,328.62,326.36,330.39,322.19,326.56,306.94,333.95,332.85,338.87,298.02,,,,,,,,,,,,,,,,,,,,,,,,292.98,303.66,320.46,323.19,320.47,307.51,307.05,303.52,290.57,303.42,306.95,312.95,313.19,332.40,333.44,343.24,348.77,342.25,352.30,326.74,,,,,,,,,,,,,
2006-03-09 21:45:04.554000,L5,333.41,330.36,324.99,323.26,330.07,327.91,334.55,328.25,325.99,316.82,322.68,336.37,332.87,342.46,339.07,343.83,346.57,339.99,325.24,343.46,339.68,360.83,354.96,358.76,357.89,343.99,348.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.04,302.95,294.55,280.22,308.39,302.47,308.95,318.01,312.42,317.76,319.85,321.23,319.82,323.53,319.98,316.40,319.18,322.55,314.98,320.12,318.67,318.66,318.47,,,,,,,,,,,270.96,318.36,329.91,284.14,301.51,325.81,331.87,331.52,325.72,331.92,327.05,328.61,318.82,341.82,332.08,337.61,305.72,305.34,,,,,,,,,,,,,,,,,,,,,,,296.70,301.99,313.77,315.76,314.78,303.19,304.22,299.98,293.67,298.14,305.49,307.86,319.83,333.57,336.59,343.59,352.27,348.57,355.32,327.39,,,,,,,,,,,,,
2006-04-10 21:45:40.863000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.86,284.97,284.96,298.26,303.81,297.16,302.44,311.23,308.50,304.90,305.41,308.39,305.26,303.38,304.30,302.55,304.81,301.67,303.21,,,,,,,,,,,,,,,,286.99,309.43,312.53,313.24,295.28,306.23,296.04,,,,,,,,,,,,,,,,,,,,,,,,268.82,292.38,306.18,304.69,304.78,,279.40,289.71,316.24,316.34,308.47,298.64,301.83,,,,,,,,,,,,,,,,,,,273.59,,,,,,290.90,280.10
2006-04-26 21:45:56.580000,L5,,,,,304.51,301.67,300.25,325.56,325.12,321.12,332.31,337.38,339.59,339.84,345.75,335.47,349.36,341.38,337.77,351.03,355.30,367.20,365.02,358.70,351.98,359.05,347.73,339.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.20,288.90,291.97,288.40,285.93,305.79,303.62,312.75,318.20,311.71,318.12,321.99,317.85,317.81,328.50,323.29,326.38,317.11,322.45,318.17,314.03,311.25,313.53,315.92,,,,,,294.36,304.22,332.35,323.30,331.21,331.55,326.29,336.47,288.26,309.01,326.74,329.80,331.11,324.35,323.71,334.42,319.30,320.57,339.15,343.26,346.20,324.14,292.60,287.96,,,,,,,,,,,,,,,,,,,,,,291.66,302.22,324.19,327.03,318.82,314.36,309.36,313.75,308.51,312.32,314.72,318.28,325.53,333.76,332.24,345.09,347.50,346.11,352.06,330.49,,,,,,,,,,,,,
2006-06-13 21:46:37.602000,L5,,,,,289.46,295.84,294.26,318.88,333.40,320.20,332.80,335.88,343.85,346.56,345.31,339.71,346.92,347.23,353.05,364.40,354.30,372.21,369.53,364.67,373.67,348.74,357.70,373.56,358.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.62,276.56,283.52,298.96,301.79,292.87,299.81,299.47,308.24,315.01,317.72,311.94,317.83,319.13,318.11,317.70,325.97,318.69,319.43,313.69,318.13,315.73,319.26,323.31,321.83,318.04,,,,,,316.92,333.80,334.57,322.28,327.40,333.07,319.44,333.82,312.95,318.36,327.01,327.29,330.94,327.00,332.20,332.77,329.76,330.80,343.90,337.46,344.13,330.80,319.65,302.51,,,,,,,,,,,,,,,,,,,,,,292.12,317.36,318.20,320.11,321.20,309.30,310.99,317.54,314.41,310.56,319.23,318.11,325.86,338.63,334.86,347.20,350.83,356.71,366.09,328.27,,,,,,,,,,,,,
2006-07-31 21:47:18.646000,L5,,,,,282.37,294.52,295.95,319.00,332.15,312.11,316.71,331.62,352.38,343.12,342.31,331.63,345.23,331.64,326.55,352.00,346.85,354.79,361.28,356.08,348.97,343.50,353.52,341.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.33,287.78,277.27,281.64,296.25,298.34,307.91,312.24,306.28,315.34,320.34,321.45,315.93,318.32,315.60,317.50,310.02,317.34,311.26,313.86,314.67,305.03,315.98,,,,,,274.75,299.67,320.67,318.97,325.76,329.37,316.24,325.10,281.36,299.77,319.77,324.51,321.41,324.69,321.30,318.27,311.08,308.10,328.26,326.35,321.76,302.02,,,,,,,,,,,,,,,,,,,,,,,,295.61,298.44,302.38,316.66,305.15,304.08,301.00,307.86,297.17,301.21,314.00,313.14,314.02,330.80,332.77,344.83,356.64,342.55,359.15,328.96,,,,,,,,,,,,,
2006-09-01 21:47:43.231000,L5,333.67,322.75,326.03,290.63,333.47,320.16,326.10,329.89,325.19,314.41,320.38,334.89,347.88,357.31,342.85,333.79,348.73,351.89,346.01,361.33,355.04,367.38,361.72,358.55,357.64,350.29,344.11,341.80,344.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.67,271.27,288.20,307.87,305.60,290.81,304.28,305.59,312.73,314.93,313.48,316.76,319.69,319.29,318.07,322.65,316.04,318.57,310.38,318.59,311.96,319.71,312.44,311.59,315.84,,,,,,290.40,303.47,325.51,316.04,327.04,334.33,322.50,334.25,284.10,312.44,318.47,325.93,334.15,325.67,330.57,330.85,324.55,305.24,338.00,335.36,343.02,299.15,,,,,,,,,,,,,,,,,,,,,,,,292.15,301.52,316.39,318.20,303.96,314.16,303.81,312.70,312.73,309.88,317.12,316.73,318.85,336.63,338.78,348.13,358.40,348.38,360.08,329.60,,,,,,,,,,,,,
2006-12-06 21:48:41.029000,L5,356.63,338.48,336.15,331.86,334.28,337.51,340.16,340.75,336.44,339.86,326.09,344.22,346.76,357.09,345.00,346.06,344.43,352.50,348.12,346.67,355.81,361.33,359.83,360.91,358.29,363.88,365.23,349.59,337.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.33,297.14,298.61,293.39,297.57,304.17,304.26,310.78,312.09,315.14,317.88,320.17,315.28,318.62,315.10,313.75,312.97,310.34,310.74,308.30,312.00,313.20,310.98,306.98,,,,,,307.19,318.44,322.63,311.05,324.38,319.10,317.77,322.57,283.33,312.67,323.21,324.24,327.70,330.23,326.62,326.03,320.28,327.90,327.98,327.94,321.73,296.91,,,,,,,,,,,,,,,,,,,,,,,285.88,294.76,301.20,307.99,312.22,303.86,305.59,306.22,299.94,308.18,305.92,310.42,317.34,320.00,330.40,327.51,337.03,354.26,349.21,334.48,354.12,,,,,,,,,,,,
2007-01-07 21:48:55.368000,L5,305.82,286.18,284.35,286.27,289.61,295.69,289.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.96,281.01,272.05,275.29,274.03,274.53,276.09,272.45,277.05,277.78,271.44,273.99,270.12,269.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.64,270.52,271.59,271.96,286.80,283.30,281.07,,276.45,295.18,295.39,301.73,307.05,305.36,314.73,,,,,,,,,,,,,,
2007-02-08 21:49:02.527000,L5,340.28,340.30,342.19,351.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.18,295.77,291.26,288.01,313.46,309.55,314.48,319.27,313.10,314.64,319.30,316.07,316.13,319.16,317.72,317.46,301.74,305.98,313.19,312.63,309.05,307.62,314.32,,,,,,291.82,304.58,323.61,317.18,317.88,319.86,320.77,330.11,290.24,303.72,319.66,328.92,332.14,324.06,326.45,323.71,325.40,318.50,332.79,341.13,342.08,306.05,,,,,,,,,,,,,,,,,,,,,,,,286.77,299.05,315.15,320.56,308.62,310.67,306.43,307.11,310.58,308.14,313.38,316.57,319.88,331.61,330.60,340.30,347.98,345.66,351.46,,,,,,,,,,,,,,
2011-01-02 21:43:59.020000,L5,345.68,338.54,334.38,340.48,341.48,346.34,339.16,337.09,329.59,328.39,333.81,341.55,342.28,346.56,340.84,339.31,347.18,350.25,350.05,360.70,358.26,363.51,367.65,367.34,359.78,362.05,353.02,356.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.66,269.06,280.30,299.18,302.93,300.40,290.85,310.35,310.61,318.55,319.37,317.49,323.09,327.97,318.71,320.09,325.44,326.32,327.88,319.50,318.11,318.49,317.67,323.98,316.91,316.32,,,,,273.24,289.82,314.66,330.72,324.46,333.72,332.98,328.33,337.93,298.14,315.15,327.57,333.48,334.06,331.82,334.58,332.82,331.85,331.33,344.52,342.18,344.66,334.25,308.41,294.38,,,,,,,,,,,,,,,,,,,,,293.18,299.56,317.12,321.14,321.56,325.09,316.85,324.09,322.15,,313.81,328.67,335.52,335.86,343.24,341.59,349.95,353.23,352.76,357.34,334.74,,,,,,,,272.85,292.68,287.60,,,
2013-04-29 21:55:51.104000,L8,319.91,284.05,309.77,276.12,307.01,314.32,314.93,312.86,349.72,326.50,335.06,339.93,342.96,338.01,347.09,344.12,346.40,349.87,350.86,361.55,358.29,363.96,366.30,373.31,366.56,368.07,357.49,353.90,361.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.22,264.18,273.11,293.80,326.61,321.64,294.03,312.96,308.61,322.23,322.57,317.58,332.17,329.47,329.36,329.15,324.58,326.96,326.92,320.36,330.21,329.61,326.39,331.91,327.55,327.61,267.32,290.25,,,,,324.50,332.18,320.18,334.03,336.57,333.15,342.08,293.55,303.39,338.02,331.07,341.35,337.32,344.15,337.70,347.35,356.07,364.63,354.83,354.40,352.05,353.68,304.49,,,,,,,,,,,,,,,,,,,,,346.15,319.43,336.49,335.26,330.86,326.88,330.19,330.60,330.89,312.91,325.52,346.01,345.71,345.68,350.02,348.27,352.38,356.76,356.38,360.25,345.13,,,,,285.97,,,,,288.10,,,
2013-05-31 21:56:07.688000,L8,,,,,284.43,292.28,293.80,344.44,335.23,361.57,357.72,363.54,354.35,338.06,347.36,348.02,349.22,355.86,365.27,386.88,383.59,377.16,378.81,389.84,386.01,391.58,379.88,384.93,390.77,382.68,389.92,369.25,372.68,,,,359.09,360.62,367.24,362.44,,,,,,,,,,,324.41,315.10,315.74,313.28,324.52,325.07,321.54,310.83,314.91,303.81,292.90,321.34,283.62,317.77,310.46,322.41,328.22,325.02,327.20,320.75,324.41,322.50,331.93,330.65,332.45,332.37,327.80,323.04,323.55,331.90,319.14,327.92,333.03,329.56,322.70,330.32,265.72,301.45,324.44,339.03,338.49,320.26,335.73,329.35,325.58,333.41,331.83,324.60,334.10,328.93,332.49,342.91,335.24,346.46,339.67,346.24,353.30,346.43,346.08,344.91,333.75,339.20,333.49,333.01,304.76,343.38,339.81,333.25,327.15,323.08,332.60,323.40,338.09,346.64,337.96,343.71,,,,403.27,400.90,403.83,404.16,410.53,415.37,331.46,331.32,300.26,320.50,330.96,319.06,334.92,333.83,336.66,339.77,336.46,339.53,342.35,346.00,346.75,342.09,347.07,355.23,349.17,357.70,346.78,,,350.23,365.51,329.72,407.58,415.15,412.15,343.57,339.46,,385.29,
2013-07-18 21:56:02.364000,L8,,,,,282.50,293.77,293.40,304.67,361.66,323.93,337.30,343.16,342.24,343.65,348.26,346.77,374.85,346.41,354.55,360.50,345.70,370.03,366.53,368.53,381.09,368.17,360.14,353.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.47,279.80,299.11,296.94,294.19,301.37,310.88,310.86,324.65,322.36,311.36,327.64,327.13,322.55,319.34,331.97,327.08,325.48,328.32,329.55,329.60,338.13,327.93,336.88,319.57,,,,,,,328.83,334.81,321.09,339.04,334.91,328.74,333.35,288.84,300.71,325.00,330.18,330.58,328.40,330.67,336.81,326.69,332.13,340.17,339.34,337.59,338.48,294.48,295.35,,,,,,,,,,,,,,,,,,,,,,300.21,306.15,315.47,319.62,318.62,314.66,316.98,296.80,299.63,293.41,342.60,337.19,344.45,348.88,340.21,350.99,357.52,353.03,367.63,337.95,,,,,,,,,,,,,
2013-10-06 21:55:57.648000,L8,344.24,339.95,341.23,337.25,346.97,342.47,341.80,352.62,330.52,322.24,330.40,339.25,344.22,338.63,347.11,347.15,338.78,338.79,324.81,352.55,353.38,363.40,359.62,363.53,359.82,352.33,350.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.43,268.06,281.23,292.17,326.54,326.59,300.40,312.21,315.27,322.60,327.67,319.25,325.73,332.17,324.77,329.23,332.31,329.98,339.01,334.12,323.97,323.28,317.84,312.60,319.29,309.30,,,,,,,,329.87,318.87,336.18,342.63,333.27,329.52,285.22,306.05,318.75,328.42,327.37,324.87,327.63,332.88,326.39,318.33,331.69,335.12,346.82,324.00,,,,,,,,,,,,,,,,,,,,,,,292.89,347.16,352.66,351.19,343.82,338.74,349.04,345.46,336.25,366.24,354.50,357.17,359.02,361.12,363.36,326.44,341.67,348.15,344.32,353.57,332.59,,,,,,,,,277.93,286.27,,,
2014-02-11 21:54:56.823000,L8,350.25,345.09,340.39,332.61,339.56,343.62,340.78,351.91,325.31,315.82,319.10,330.62,331.40,335.88,337.10,335.80,333.93,318.96,,349.58,336.63,355.61,344.42,341.89,352.38,345.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.47,273.80,285.76,275.47,279.67,296.71,293.54,308.61,324.98,322.88,328.23,325.67,320.13,336.83,331.18,323.54,327.07,333.10,328.26,328.19,320.04,329.09,326.13,307.87,,,,,,,336.65,345.44,356.80,333.36,341.51,341.05,344.85,285.43,303.83,318.36,329.22,330.83,353.22,358.72,326.43,315.83,305.71,330.44,329.83,363.38,317.50,293.31,,,,,,,,,,,,,,,,,,,,,,,290.76,311.88,323.90,337.06,333.43,294.50,312.84,318.20,314.55,320.74,323.11,343.61,332.19,366.51,364.14,373.04,348.89,334.58,354.10,329.93,,,,,,,,,,,,,
2014-02-27 21:54:44.238000,L8,355.28,354.52,343.73,346.29,347.77,346.05,361.10,353.58,365.32,368.99,376.41,338.75,339.28,340.10,343.06,343.11,340.31,344.20,343.57,364.16,348.66,367.22,362.63,356.84,358.34,350.24,353.57,344.15,356.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.03,265.40,272.40,288.87,292.68,284.23,287.78,310.90,311.36,314.51,323.11,317.61,329.31,341.40,328.00,338.78,334.52,329.29,335.11,328.39,324.52,340.50,328.84,327.79,340.73,314.12,272.38,281.03,271.08,,,,336.54,335.25,348.75,346.04,348.15,348.46,346.16,352.16,344.97,340.43,350.86,344.01,350.94,350.53,354.91,351.35,357.98,367.26,373.10,363.77,363.80,371.01,366.36,365.96,356.81,359.17,,,,,,337.94,363.01,352.94,359.73,,,,342.87,335.63,359.50,347.26,,343.44,316.61,353.68,351.30,344.46,341.81,343.51,346.05,349.68,351.70,353.44,347.48,359.36,360.35,371.87,374.13,374.87,373.97,374.77,377.58,358.13,338.47,,,,293.30,338.57,335.13,348.07,,341.05,,,342.40
2014-03-15 21:54:34.241000,L8,346.40,343.89,317.00,311.58,339.35,319.00,314.61,329.03,327.92,322.84,332.77,339.37,339.56,342.79,342.17,343.25,349.06,345.72,348.09,360.35,353.06,366.97,364.61,358.61,357.79,347.67,348.09,340.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.81,260.31,264.61,288.46,296.53,283.39,290.09,301.89,301.09,311.28,320.74,316.86,316.76,324.35,320.27,319.74,330.26,323.34,331.37,321.75,324.85,323.74,321.30,330.28,323.65,314.61,266.61,284.10,,,,,336.82,323.58,339.02,330.75,335.41,327.99,332.09,289.32,308.81,321.91,327.24,334.69,331.72,344.66,331.40,323.85,328.29,337.17,340.64,344.20,327.95,294.93,290.17,,,,,,,,,,,,,,,,,,,,,293.31,302.03,314.18,315.82,319.73,320.59,312.07,318.65,320.15,320.34,324.09,328.33,326.67,336.88,335.22,337.94,345.06,349.56,350.11,354.53,329.78,,,,,290.23,,,,,289.98,,,
2014-05-02 21:53:46.331000,L8,313.97,294.23,307.83,293.39,321.06,314.32,320.44,321.02,329.09,317.88,331.79,338.49,339.28,339.45,340.85,339.90,342.91,343.68,347.97,352.58,339.57,360.63,362.00,349.03,354.81,348.60,337.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.74,288.67,277.25,282.60,310.45,317.07,317.70,327.51,311.14,321.62,328.44,325.84,324.36,322.72,329.21,328.97,321.60,329.26,328.00,322.86,334.13,327.55,319.25,281.31,332.33,279.51,281.06,281.30,326.86,336.42,332.11,325.06,337.29,341.97,333.72,337.81,306.24,322.33,333.40,336.17,342.50,350.62,339.88,343.33,347.55,351.51,354.83,354.51,355.47,351.21,338.64,308.44,291.93,291.90,277.08,,,,,,,,,,,,,,,,,,327.89,330.01,321.24,326.53,328.29,329.85,330.35,336.10,334.68,349.29,342.51,346.05,352.69,348.85,355.37,354.08,358.80,362.28,362.40,366.03,325.67,,,,,327.61,,,,277.36,300.22,,,
2014-05-18 21:53:35.635000,L8,,,,,285.90,290.02,295.54,304.16,319.88,316.85,324.14,335.20,,,,,340.49,344.76,348.94,353.94,333.32,386.18,359.79,336.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.33,312.71,311.26,284.32,321.18,318.66,314.55,318.63,313.13,323.39,326.06,319.96,321.24,323.35,321.79,326.62,321.82,321.01,315.66,314.74,320.95,324.38,319.75,,,,,,,321.67,331.40,325.45,332.01,333.64,328.80,328.96,282.22,294.36,320.75,333.50,329.43,347.68,320.02,335.19,316.42,298.78,344.10,339.63,347.84,330.25,,,,,,,,,,,,,,,,,,,,,,,,284.28,322.92,323.92,298.24,296.16,,303.96,332.97,309.95,340.83,355.90,303.28,338.80,347.52,352.60,361.28,367.26,370.92,360.45,316.39,,,,,,,,,,,,,
2014-06-19 21:53:47.342000,L8,,,,,282.29,290.97,292.46,324.80,341.00,331.40,332.20,368.94,353.26,339.28,343.92,344.13,340.62,347.68,349.33,362.00,384.96,367.33,369.72,384.10,368.69,382.61,365.28,,,392.18,385.03,373.23,372.03,354.41,363.30,360.11,,,,,,,,,322.54,340.32,339.47,335.40,333.03,332.40,,,,311.38,321.97,316.42,317.11,310.66,,319.21,317.31,320.35,289.35,311.65,310.37,310.99,311.80,317.89,318.70,323.38,322.82,325.97,325.97,322.07,320.02,325.74,323.01,321.68,318.99,326.10,319.11,315.84,326.59,324.73,326.44,324.31,322.47,279.81,333.60,332.11,330.29,328.08,337.13,333.49,323.17,328.67,332.39,337.24,336.15,324.57,334.89,339.16,325.39,331.31,343.76,347.10,343.04,347.74,345.33,348.05,344.76,349.30,349.89,342.00,301.46,350.10,339.24,345.54,337.49,339.90,330.16,338.91,341.40,346.59,349.38,341.58,343.99,346.87,336.84,339.49,324.31,,,,,326.59,336.73,338.02,333.17,340.83,344.46,330.63,334.08,316.55,335.74,303.03,343.06,345.33,345.62,350.17,351.45,353.60,355.60,359.38,361.70,330.41,,,379.43,,278.50,,,,387.30,389.74,,,
2014-07-05 21:53:53.692000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.55,307.00,298.48,317.28,315.97,311.03,315.83,320.25,313.77,322.68,322.67,317.21,316.59,316.46,316.67,317.09,318.92,329.06,321.31,307.81,330.47,,,,,316.11,324.66,321.95,294.48,328.22,334.38,332.15,329.68,327.20,330.52,320.72,328.19,344.55,339.04,334.44,334.53,331.20,355.46,344.81,345.59,354.07,344.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.82,295.99,294.46,306.96,309.46,317.13,330.81,311.23,318.03,,,,,,,,,,,,,,
2014-08-06 21:54:05.764000,L8,,,,,287.58,290.64,292.20,306.65,333.14,322.16,331.29,336.25,375.61,339.33,341.93,348.30,340.96,344.63,355.17,359.06,343.39,365.31,362.53,388.96,351.05,399.70,397.93,342.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.91,269.39,293.60,303.75,317.20,327.06,324.22,332.29,332.67,327.61,335.53,330.84,331.39,335.67,326.33,331.86,340.28,331.91,324.04,332.58,324.13,329.52,333.51,333.86,333.95,320.15,332.42,335.76,314.44,336.85,329.44,340.10,335.69,331.63,333.52,341.42,331.19,336.54,291.25,303.49,351.01,348.85,330.41,355.32,345.92,358.62,364.19,363.59,369.58,366.03,360.70,331.07,297.65,295.52,,,,,,,,,,,,,,,,,,,,,341.86,319.38,330.85,321.78,333.87,338.30,296.28,331.16,317.57,301.67,305.19,332.47,345.39,349.25,348.92,351.77,352.20,358.40,358.73,360.41,356.58,,,,,330.18,,,,,,,,
2014-09-07 21:54:12.743000,L8,352.54,350.85,349.76,353.29,358.68,331.88,337.28,349.57,325.23,327.87,334.11,343.68,346.09,336.54,345.28,345.74,342.47,349.87,350.44,356.96,348.40,369.32,363.28,364.10,363.84,363.32,354.40,356.76,,,,,,,,401.86,394.26,391.80,407.52,,,,,,,,,,,,,,,345.70,340.57,356.62,360.24,355.69,,,259.05,264.59,274.98,295.69,302.13,295.68,296.64,313.39,354.66,349.90,347.01,344.46,346.39,330.17,326.87,340.06,347.67,331.39,346.21,341.74,345.29,358.34,351.67,348.30,347.37,342.93,349.90,346.30,348.99,,,344.79,351.04,345.03,339.47,336.00,343.50,351.93,343.05,349.40,342.56,348.82,349.62,357.28,365.62,338.36,333.41,335.31,329.64,337.04,339.94,342.73,329.22,299.78,359.15,359.79,358.36,360.72,,,,,367.82,373.42,368.22,369.86,,,,,,,,,,,295.31,323.51,323.88,326.99,330.73,315.52,320.03,320.74,356.10,342.50,340.12,361.35,351.24,349.27,356.11,358.62,369.71,366.31,367.63,345.42,,,,,322.87,,,,,,,,
2014-09-23 21:54:09.418000,L8,341.46,338.50,338.20,333.98,332.68,332.55,336.09,340.52,323.84,320.38,329.19,335.44,336.96,335.18,337.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.92,282.02,300.68,282.15,285.78,311.72,306.86,335.04,337.25,345.78,346.60,328.01,326.17,338.08,347.11,322.11,341.24,337.57,328.60,325.22,319.98,332.94,318.60,308.37,,,,,,,337.57,332.88,322.10,335.69,332.05,339.35,343.41,280.66,298.33,340.50,341.39,342.30,339.33,343.77,321.21,319.19,319.94,328.08,338.31,338.90,315.25,293.26,,,,,,,,,,,,,,,,,,,,,,,292.04,320.22,334.02,338.78,353.28,345.02,319.79,317.76,338.86,335.94,348.89,349.55,344.71,354.89,352.24,354.89,360.40,360.08,359.48,342.59,,,,,,,,,,,,,
2014-10-25 21:54:16.772000,L8,356.16,347.03,334.66,336.94,338.43,335.68,352.04,343.93,368.29,370.54,386.47,378.36,371.06,388.88,384.65,384.44,393.85,380.01,396.81,401.68,403.40,408.71,409.75,412.01,418.16,406.74,407.76,396.62,407.11,388.25,384.07,385.49,380.37,371.73,390.34,,,,,,,,338.40,362.24,355.73,345.76,353.73,317.32,352.33,342.02,332.06,333.47,294.10,333.46,334.52,331.18,338.44,327.47,320.60,338.63,336.48,302.16,335.98,330.63,327.58,331.29,314.88,323.82,326.58,324.29,335.40,325.46,332.42,347.66,345.97,342.20,345.65,334.59,335.61,326.20,327.14,325.35,327.36,335.72,342.76,328.77,333.80,350.57,338.43,334.05,340.08,332.54,339.97,343.86,344.96,346.04,342.62,342.71,346.28,340.96,352.03,346.31,358.79,350.00,352.86,359.96,350.86,353.82,364.02,356.15,346.61,353.80,353.63,360.76,352.31,356.15,295.63,313.38,351.50,342.86,340.58,338.48,342.89,357.78,352.96,347.32,348.76,350.10,351.04,342.52,318.05,344.36,352.57,345.52,343.57,337.02,349.19,350.83,350.21,346.62,345.66,348.27,338.89,344.88,340.29,350.72,344.07,346.95,352.18,351.45,359.40,357.25,372.27,369.47,374.27,357.01,376.29,396.70,397.14,,339.46,328.44,277.16,282.48,287.21,346.64,367.05,343.45,343.48
