dates,nzd0557-0000,nzd0557-0001,nzd0557-0002,nzd0557-0003,nzd0557-0004,nzd0557-0005,nzd0557-0006,nzd0557-0007,nzd0557-0008,nzd0557-0009,nzd0557-0010,nzd0557-0011,nzd0557-0012,nzd0557-0013,nzd0557-0014,nzd0557-0015,nzd0557-0016,nzd0557-0017,nzd0557-0018,nzd0557-0019,nzd0557-0020,nzd0557-0021,nzd0557-0022,nzd0557-0023,nzd0557-0024,nzd0557-0025,nzd0557-0026,nzd0557-0027,nzd0557-0028,nzd0557-0029,nzd0557-0030,nzd0557-0031,nzd0557-0032,nzd0557-0033,nzd0557-0034,nzd0557-0035,nzd0557-0036,nzd0557-0037,nzd0557-0038,nzd0557-0039,nzd0557-0040,nzd0557-0041,nzd0557-0042,nzd0557-0043,nzd0557-0044,nzd0557-0045,nzd0557-0046,nzd0557-0047,nzd0557-0048,nzd0557-0049,satname
2004-01-27 21:59:38+00:00,,,,,,,271.63,,270.67,271.08,,267.77,267.35,267.575,268.03,275.51,,,,,,240.65,241.19,244.49,,,,266.46,261.78,243.88,230.96,222.0666666666667,215.82666666666668,209.45000000000002,208.0533333333333,213.56333333333336,193.505,170.1966666666667,,144.81,148.58666666666667,157.1,162.60333333333335,171.73666666666668,179.84666666666666,192.16,210.92666666666665,221.52666666666667,204.64333333333332,222.85,L5
2004-03-31 21:59:59+00:00,,,,,,,271.63,,270.67,271.08,,267.77,267.35,267.575,268.03,275.51,,,,,,240.65,241.19,244.49,,,,266.46,261.78,243.88,230.96,222.0666666666667,215.82666666666668,209.45000000000002,208.0533333333333,213.56333333333336,193.505,170.1966666666667,,151.18,151.9775,159.78,167.555,176.1,182.9175,195.7125,214.42000000000002,225.9975,207.8725,223.6425,L5
2004-05-02 22:00:57+00:00,,,,,,,271.63,,270.67,271.08,,,,267.33,269.34,275.51,,,,,,240.65,241.19,244.49,,,,266.46,261.78,243.88,232.41,223.33500000000004,216.95,212.47500000000002,209.85999999999999,214.62000000000003,193.505,169.26500000000001,167.38,151.18,151.98,162.24666666666667,175.29250000000002,182.3,187.4475,201.1875,220.3875,229.98250000000002,210.5125,223.50250000000003,L5
2004-05-18 22:01:26+00:00,255.22,,249.92,248.26,245.65,253.29,257.86,232.76,270.67,250.54,228.31,228.63,,267.33,269.34,275.51,237.91,233.5,230.24,213.24,200.98,240.65,241.19,224.89,195.54,,,266.46,261.78,230.45333333333335,232.41,223.33500000000004,216.95,212.47500000000002,209.85999999999999,214.62000000000003,193.505,169.26500000000001,167.38,151.18,151.98,162.24666666666667,175.29250000000002,182.3,179.242,191.278,210.48000000000002,220.496,201.554,215.21400000000003,L5
2005-01-13 22:06:52+00:00,,325.38,,,,,,,,,,,,,266.46,,,,,,,,,,,,,,,,,217.84,210.19,206.85,203.59,,182.76,174.09,,,151.11,,177.95,176.14,177.47,189.5,210.6,216.06,200.25,212.16,L5
2005-08-09 22:08:46+00:00,255.53,,235.86,233.37,230.43,236.73,223.37,211.62,,209.95,222.97,227.35,,,,,214.04,230.79,233.36,219.92,207.75,,,191.68,195.65,,,,,207.25,,147.11,,,,,,,,,,,,,,,,,,,L5
2005-09-10 22:08:55+00:00,292.195,,235.86,267.96500000000003,261.03,262.21,223.37,211.62,,209.95,222.97,227.35,263.49,,264.96,270.14,214.04,230.79,244.31,233.33999999999997,207.75,,,191.68,215.01,241.41,,,,207.25,,147.11,,205.79,202.77,198.72,181.89,158.15,,,140.27,158.44,171.67,176.12,184.87,192.41,212.56,219.14,199.47,212.33,L5
2005-11-13 22:09:08+00:00,292.195,,235.86,267.96500000000003,261.03,262.21,223.37,211.62,,209.95,222.97,227.35,263.49,,264.96,270.14,214.04,230.79,244.31,233.33999999999997,207.75,,,191.68,215.01,241.41,,,,207.25,,147.11,,205.79,202.77,198.72,181.89,158.15,,,140.27,158.44,171.67,187.2,196.945,192.41,230.81,235.925,218.91500000000002,230.48000000000002,L5
2006-02-17 22:11:22+00:00,335.05,328.54,319.7,302.56,291.63,287.69,,278.93,277.07,,,,268.41499999999996,274.02,269.05499999999995,273.775,,,261.77,253.26999999999998,,242.28,,,234.37,249.66000000000003,264.62,274.56,270.51,250.36,,,,209.2,207.70499999999998,207.49,185.745,161.03,,,144.22500000000002,158.10500000000002,171.42,183.72,192.5666666666667,194.035,224.57666666666668,231.41,215.04999999999998,228.01333333333332,L5
2006-04-22 22:12:36+00:00,341.24,328.54,319.7,,,,,278.93,277.07,,,,273.34,274.02,273.15,277.41,,,268.28,259.78,,242.28,,,,257.91,264.62,274.56,270.51,250.36,,,,212.61,212.64,216.26,189.6,163.91,172.37,,148.18,157.77,171.17,187.51999999999998,196.41500000000002,195.66,229.19000000000003,238.85666666666665,220.96666666666667,235.19666666666663,L5
2006-07-27 22:13:58+00:00,328.64,328.54,319.7,,,,,273.515,277.07,,,,273.34,274.02,273.15,277.41,,,268.28,259.78,,242.28,,,,257.91,264.62,274.56,270.51,250.36,,,,212.61,212.64,216.26,189.6,161.56,172.37,,149.875,160.985,175.95999999999998,183.04,187.565,200.425,220.0,233.09666666666666,211.1533333333333,232.0666666666667,L5
2006-08-28 22:14:23+00:00,316.04,,,,,,,268.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.45,157.755,172.37,,148.3,164.08499999999998,184.76,190.28,195.11,206.935,222.81000000000003,229.72333333333333,209.71666666666667,232.34666666666666,L5
2007-02-04 22:15:45+00:00,,,,306.24,,,,273.19,270.97,,,,,,,272.02,,,,,,,,,,,265.94,,,241.73,,,209.97,206.23,,,186.07,162.85000000000002,,,147.4,155.91,173.985,180.34,184.625,195.42000000000002,211.885,215.01999999999998,203.62,218.72,L5
2013-05-11 22:22:42+00:00,310.07,280.66,281.85,276.2,272.55,,236.89,251.1,249.26,243.57,239.81,235.47,,,,,215.59,232.42,228.55,217.71,193.92,,,171.37,190.03,203.56,,219.56,225.78,214.8,194.63,186.49,184.24,180.6,175.15,175.68,157.95,,,,,,,,142.33,155.29,167.36,180.91,171.4,191.18,L8
2013-10-02 22:22:40+00:00,316.125,294.18,288.01,281.48,277.57,275.82,253.91,258.635,255.85999999999999,251.555,246.53,243.68,,,251.77,256.14,239.93,246.21999999999997,238.215,228.49,210.62,217.4,218.33,197.8,208.64,217.07,240.83,235.19,237.24,221.055,202.805,194.34,191.60500000000002,189.325,185.44,186.075,166.3,148.14,,,143.77,154.51,165.32,165.96,154.005,164.24,177.705,192.54500000000002,182.9,201.405,L8
2013-10-18 22:22:37+00:00,318.2633333333333,298.28000000000003,290.68,281.48,277.57,275.82,253.91,258.635,255.85999999999999,254.25,248.61333333333334,243.68,,,252.695,256.945,248.1833333333333,246.21999999999997,238.215,228.49,210.62,219.60000000000002,220.075,206.96,208.64,221.82333333333335,240.24,240.55666666666664,241.14,223.50666666666666,205.78333333333333,198.01999999999998,194.76999999999998,193.11666666666667,190.89333333333335,192.86666666666667,171.74666666666667,149.56,,,145.145,155.81,166.93,170.34,158.67,167.39333333333332,181.83333333333334,198.13333333333333,190.31333333333336,208.24666666666667,L8
2014-02-23 22:21:32+00:00,322.36,307.09000000000003,295.09499999999997,286.76,282.59,275.82,270.93,266.17,262.46,259.59000000000003,253.01500000000001,251.89,,,252.695,256.945,264.47999999999996,260.02,247.88,239.27,227.32,219.60000000000002,220.075,224.755,227.25,230.955,240.24,251.05499999999998,248.82,227.85999999999999,211.36,215.92666666666665,200.03499999999997,199.375,209.60333333333335,201.46,178.645,162.79999999999998,,152.24,156.13,166.02,175.01666666666665,178.67,177.73666666666668,183.51999999999998,199.71333333333334,213.76,203.91333333333333,216.3066666666667,L8
2014-03-11 22:21:19+00:00,321.2966666666667,306.9566666666667,294.5366666666667,286.885,283.14,276.58,270.985,265.145,263.6,259.40333333333336,253.18999999999997,251.8,253.3,255.02,252.92,257.42333333333335,264.90333333333336,260.525,249.405,240.865,229.42000000000002,221.35666666666668,221.24333333333334,226.1933333333333,228.64,231.52333333333334,240.6866666666667,251.57333333333335,249.62,231.02666666666667,213.83666666666667,214.2225,200.59,200.98333333333332,209.45250000000001,206.32666666666668,176.73000000000002,159.7925,,152.24,153.8275,163.005,172.76999999999998,176.66500000000002,175.54749999999999,181.975,197.38,212.06,202.13,214.8725,L8
2014-07-17 22:20:39+00:00,321.415,310.21000000000004,296.28499999999997,290.03,283.005,277.34,272.4,266.535,264.45000000000005,260.01,253.755,252.78,252.51,257.235,256.6,259.03999999999996,265.75,261.03,250.93,242.46,231.52,224.87,223.58,229.07,230.03,233.0,243.005,254.23000000000002,252.095,235.585,218.57,218.96,202.08499999999998,202.14499999999998,211.85666666666665,211.995,173.765,162.88333333333333,,152.24,159.38333333333333,166.44333333333336,181.01333333333332,183.86333333333334,187.19333333333336,195.27333333333334,212.16666666666666,222.50666666666666,208.22333333333333,219.13,L8
2014-08-18 22:20:51+00:00,321.415,310.21000000000004,296.28499999999997,290.03,283.005,277.34,272.4,266.535,264.45000000000005,260.01,253.755,252.78,252.51,257.235,256.6,259.03999999999996,265.75,261.03,250.93,242.46,231.52,224.87,223.58,229.07,230.03,233.0,243.005,254.23000000000002,252.095,235.585,218.57,218.96,202.08499999999998,202.14499999999998,211.85666666666665,211.995,173.765,165.6325,148.95,158.26,161.5125,169.14,181.095,183.91000000000003,188.16,196.565,212.565,221.35250000000002,207.3275,219.945,L8
2014-09-03 22:20:54+00:00,321.415,310.21000000000004,296.28499999999997,290.03,283.005,277.34,272.4,266.535,264.45000000000005,260.01,253.755,252.78,252.51,257.235,256.6,259.03999999999996,265.75,261.03,250.93,242.46,231.52,224.87,223.58,229.07,230.03,233.0,243.005,254.23000000000002,252.095,235.585,218.57,208.33499999999998,202.08499999999998,202.14499999999998,202.14499999999998,211.995,173.765,157.75,148.95,164.28,155.98333333333332,163.3733333333333,177.73000000000002,185.07,188.42499999999998,199.08249999999998,213.3725,224.41000000000003,208.62249999999997,222.64249999999998,L8
2014-09-19 22:20:54+00:00,323.66,313.73,299.15,293.05,282.32,,273.76,268.95,264.16,260.99,253.97,253.85,251.72,259.45,259.83,259.7,,,,,,,,,,233.34,244.43,255.85,252.97,233.81,218.35,207.56,202.47,200.09,195.29,207.93,174.63,161.24,148.95,171.405,167.23666666666668,175.07666666666668,185.93666666666664,190.205,195.3825,205.93,220.3425,228.5,211.10999999999999,224.41750000000002,L8
2014-11-06 22:21:01+00:00,323.66,308.58000000000004,294.97,288.855,281.63,275.22,270.90999999999997,265.23,261.275,258.755,252.29500000000002,250.89499999999998,251.01,259.45,259.83,259.7,262.95,258.4,,,226.63,216.32,219.38,225.8,228.53,232.10500000000002,242.145,253.055,250.65,231.04000000000002,215.92000000000002,203.8,200.44,197.28,195.165,202.22,173.53,161.24,148.95,171.405,167.23666666666668,168.965,179.93,186.37,190.37800000000001,201.11200000000002,215.206,224.706,208.53199999999998,223.638,L8
2015-03-14 22:20:23+00:00,,305.19,292.14,285.145,281.125,275.1,268.505,261.425,259.86,256.625,250.62,248.0,251.03,254.61,252.32,257.25,263.22,258.435,247.97,241.0,228.255,218.78,221.0,226.15,229.07999999999998,232.195,240.555,250.995,249.07,230.325,215.57,204.45,200.135,197.74,198.175,198.945,173.34,146.52,,178.53,161.625,163.27,171.86666666666667,180.75333333333333,180.5666666666667,189.57000000000002,202.29999999999998,213.29,200.26333333333332,215.68999999999997,L8
2015-08-21 22:20:33+00:00,,306.95,293.49,285.63,281.31,256.36,251.14999999999998,226.935,225.825,223.885,,221.79000000000002,213.71499999999997,254.61,213.20500000000004,221.45499999999998,233.095,233.445,218.675,210.44,208.98000000000002,179.79500000000002,181.365,197.905,203.245,206.995,206.57,230.87,232.76,219.215,217.65,208.86,201.86,201.01,201.31,201.38,174.25,146.52,,,142.57,150.11,163.04,180.04,174.53,182.14,193.98,207.02,195.84,208.88,L8
2016-07-06 22:20:41+00:00,,,266.63,261.55,,237.62,232.91,201.75,194.54,193.25,,197.18,176.29,,174.62,200.12,205.2,211.12,214.7,184.05,189.28,150.45,141.46,171.91,184.21,188.4,179.45,213.47,213.47,201.21,,,,,,,,,,,,,,,,,,,,,L8
2016-09-08 22:21:00+00:00,,,266.63,261.55,,237.62,232.91,201.75,194.54,193.25,,197.18,176.29,,174.62,200.12,205.2,211.12,214.7,184.05,189.28,150.45,141.46,171.91,184.21,188.4,179.45,213.47,213.47,201.21,,,,,,,,168.52,,150.24,,,200.44,199.5,206.97,218.7,,242.31,223.48,242.16,L8
2017-04-20 22:20:11+00:00,304.71,280.19,273.31,263.89,257.15,244.85,237.41,213.91,232.03,231.99,230.13,231.98,191.95,216.07,196.82,213.17,236.51,231.08,225.58,216.21,200.39,173.01,167.2,192.13,191.51,205.99,203.67,214.53,216.61,211.68,194.66,183.8,183.45,182.16,176.38,,,,,,,,,,,,,,,,L8
2017-05-06 22:20:07+00:00,303.615,271.695,271.515,261.29999999999995,253.185,239.19,233.99,207.63,215.81,213.095,230.13,220.19,183.365,196.6,186.105,201.08499999999998,221.365,217.78500000000003,206.69,197.92000000000002,194.105,158.125,153.315,182.265,185.235,195.89,190.315,212.47,213.35000000000002,209.05,194.66,183.8,183.45,182.16,176.38,,,,,,,,,,,,,,,,L8
2017-06-23 22:20:32+00:00,303.615,271.695,271.515,261.29999999999995,253.185,239.19,233.99,207.63,215.81,213.095,230.13,220.19,183.365,196.6,186.105,201.08499999999998,221.365,217.78500000000003,206.69,197.92000000000002,194.105,158.125,153.315,182.265,185.235,195.89,190.315,212.47,213.35000000000002,209.05,194.66,183.8,183.45,182.16,176.38,,,,,,,,,,,,,250.79,236.76,252.13,L8
2017-09-27 22:21:00+00:00,308.5433333333333,282.77666666666664,278.55333333333334,268.5233333333333,260.00333333333333,248.0666666666667,233.99,207.63,226.10666666666665,223.97,240.195,229.74333333333334,183.365,196.6,186.105,201.08499999999998,234.98333333333335,217.78500000000003,206.69,210.92333333333332,204.76666666666665,158.125,153.315,195.67666666666665,198.79666666666665,207.21,205.45000000000002,219.48666666666668,219.67333333333332,214.4433333333333,201.935,191.655,189.89499999999998,188.14999999999998,184.49,196.48,169.98,165.78,,,142.05,152.11,163.54,159.36,170.44,179.55,192.45,227.73,215.70499999999998,232.11,L8
2017-10-29 22:21:05+00:00,312.7633333333333,291.5466666666666,285.8833333333334,275.95666666666665,265.93333333333334,254.6933333333333,245.7,227.25,231.67333333333332,229.21666666666667,251.18,235.36333333333332,174.78,177.13,175.39,189.0,244.0966666666667,204.49,216.84,218.34666666666666,213.96,143.24,139.43,206.35666666666665,210.29,215.5666666666667,217.21,225.6966666666667,225.10999999999999,219.3133333333333,209.29500000000002,199.345,197.015,195.26999999999998,194.765,199.495,170.405,158.91500000000002,,,140.175,152.905,164.01999999999998,159.955,169.10500000000002,179.78,192.95499999999998,220.42,208.55666666666664,224.05666666666664,L8
2018-01-01 22:21:20+00:00,317.0533333333333,304.65333333333336,292.7666666666667,283.2866666666667,272.49,263.52666666666664,258.11,251.47500000000002,247.67333333333332,246.51333333333332,251.16666666666666,249.0666666666667,,,,,262.80333333333334,,245.64999999999998,238.51999999999998,226.84666666666666,,,224.51999999999998,227.14666666666665,231.03666666666666,237.55999999999997,235.0,234.5433333333333,228.01999999999998,212.15333333333334,201.5666666666667,199.15,197.49666666666667,196.88,200.53333333333333,169.47333333333333,155.29,,,141.07666666666668,153.28,163.01666666666665,165.43,168.52,178.10666666666665,192.17,206.56333333333336,196.16333333333333,212.28333333333333,L8
2018-07-12 22:20:20+00:00,,,305.78,,284.63,280.29,273.8,,,,,,,,,,270.25,,,,,,,,,,,244.52,238.7,233.96,219.46,212.65,210.56,,,,195.76,170.71,,,153.3,166.91,186.37,190.91,,210.14,224.29,233.49,210.6,,L8
2020-05-30 22:20:16+00:00,311.31,288.29,282.04,271.89,269.16,244.76,236.57,248.09,242.56,229.41,,,178.32,178.13,175.78,189.48,,212.15,217.95,,201.62,144.81,141.78,,,196.62,,219.06,219.02,213.07,197.71,190.6,185.06,182.02,176.01,176.71,,,,,,,,,,,,,172.4,185.23,L8
2021-06-18 22:20:38+00:00,327.5,321.07,,,,,,,255.68,258.4,259.11,257.4,,,,,270.36,,256.84,,,,,234.53,237.97,,,,,,,,,,,218.37,206.24,168.57,,150.13,156.9,174.72,181.39,189.94,192.89,205.48,219.4,223.91,207.99,224.0,L8
2021-08-05 22:20:52+00:00,327.5,321.07,281.0,,260.18,246.99,,,244.20499999999998,245.14,259.11,245.17,178.01,179.63,174.42,185.99,270.36,209.28,256.84,,190.16,136.4,,234.53,237.97,177.02,,211.75,218.63,207.68,183.05,179.54,181.52,175.56,170.77,218.37,206.24,168.57,,150.13,156.9,174.72,181.39,189.94,168.635,183.21499999999997,196.435,202.475,187.84,207.185,L8
2021-09-22 22:21:05+00:00,327.5,321.07,281.0,,260.18,246.99,,,246.7266666666667,247.36333333333332,257.34000000000003,247.6933333333333,178.01,179.63,174.42,185.99,266.67,233.555,256.84,,190.16,136.4,,230.29000000000002,237.97,177.02,,225.18,227.95,216.25,197.36,190.5,189.445,183.74,181.625,208.275,191.49,161.815,,150.13,150.62,165.135,176.16,178.74,173.74333333333334,185.43666666666664,201.65666666666667,204.79999999999998,192.5,213.11333333333334,L8
2021-12-11 22:21:08+00:00,327.5,321.07,281.0,,260.18,246.99,,,246.7266666666667,247.36333333333332,257.34000000000003,247.6933333333333,178.01,179.63,174.42,185.99,266.67,233.555,256.84,,190.16,136.4,,230.29000000000002,237.97,177.02,,225.18,227.95,216.25,197.36,190.5,189.445,183.74,181.625,208.275,191.49,161.815,,150.13,150.62,165.135,186.77666666666664,186.80999999999997,183.3975,194.1,209.7625,213.64499999999998,200.3875,217.915,L8
2022-02-13 22:21:16+00:00,316.85,,,,,,,,251.77,251.81,255.57,252.74,,,,,264.265,259.21500000000003,250.4,240.96,230.79,,,227.48000000000002,231.93,233.0,239.41,240.06,238.235,227.33499999999998,214.2,204.09,199.24,197.3,195.185,204.175,174.895,155.925,,,142.73000000000002,154.05,179.82000000000002,178.92333333333332,189.59333333333333,196.64333333333335,212.40333333333334,217.53,206.67999999999998,221.6,L8
2022-03-17 22:20:41+00:00,317.875,307.62,296.71,287.44,278.67,270.39,265.28,257.81,252.31,253.39499999999998,256.0,253.735,,,,,264.96000000000004,260.13,251.29500000000002,241.735,232.12,,,229.08,233.31,233.61,239.42000000000002,240.85666666666665,238.5666666666667,228.4333333333333,215.1833333333333,205.76333333333332,203.03,202.83,202.61333333333332,209.67333333333332,177.66666666666666,157.88666666666666,,,143.88333333333333,155.49333333333334,177.1,178.5125,187.275,193.2525,208.3125,217.4075,206.0675,219.5275,L8
2022-04-10 22:20:41+00:00,317.43,307.515,296.775,287.34000000000003,278.555,270.29499999999996,265.45,257.72,252.465,254.615,254.84,254.46499999999997,,,,,265.74,261.44,250.79,241.08333333333334,231.62333333333333,,,229.96666666666667,231.88333333333333,232.17666666666665,238.88666666666666,241.74333333333334,238.67333333333332,229.59333333333333,216.32666666666668,207.73666666666668,204.49,206.22333333333336,207.4033333333333,213.99,177.23333333333335,162.99666666666667,,,143.64,154.53333333333333,174.76250000000002,180.8325,182.7175,189.65750000000003,202.715,215.88000000000002,205.495,216.33999999999997,L9
2022-05-04 22:20:37+00:00,317.43,307.515,296.775,287.34000000000003,265.71666666666664,270.29499999999996,253.79666666666665,257.72,252.465,254.615,254.84,254.46499999999997,152.32,173.45,172.57,186.61,265.74,261.44,242.43,235.60750000000002,224.17249999999999,155.6,151.59,229.96666666666667,221.29500000000002,226.87,238.88666666666666,235.83249999999998,234.5625,225.41,212.275,203.8775,200.4625,200.375,200.1875,213.99,177.23333333333335,162.99666666666667,,,143.64,154.53333333333333,174.76250000000002,180.8325,182.7175,189.65750000000003,202.715,208.42400000000004,199.17800000000003,210.66799999999998,L8
2022-06-05 22:20:51+00:00,317.43,307.515,296.775,287.34000000000003,272.445,275.80333333333334,253.79666666666665,257.72,256.17333333333335,254.615,254.84,254.46499999999997,152.32,173.45,172.57,186.61,265.74,261.44,242.43,235.60750000000002,224.17249999999999,155.6,151.59,229.96666666666667,221.29500000000002,226.87,238.88666666666666,235.83249999999998,234.5625,225.41,212.275,203.8775,200.4625,200.375,200.1875,213.99,177.23333333333335,162.99666666666667,,,143.64,154.53333333333333,174.76250000000002,180.8325,182.7175,194.21800000000002,208.23000000000002,212.93833333333336,202.24666666666667,215.42166666666665,L8
2022-08-08 22:21:16+00:00,317.43,307.515,296.775,287.34000000000003,272.445,275.80333333333334,253.79666666666665,257.72,256.17333333333335,254.615,254.84,254.46499999999997,152.32,222.135,172.57,186.61,265.74,261.44,242.43,235.60750000000002,224.17249999999999,155.6,151.59,229.96666666666667,221.29500000000002,226.87,238.88666666666666,235.83249999999998,234.5625,225.41,212.275,203.8775,200.4625,200.375,200.1875,213.99,184.685,167.64499999999998,,150.88,143.64,162.6,169.95250000000001,178.44,179.1675,190.566,205.102,210.24166666666667,198.85333333333332,213.70833333333334,L8
2022-12-06 22:21:13+00:00,,,,,,,,,,,,,,270.82,,,,,,,,,,,,,,,,,,,,,,,207.04,181.59,,150.88,,186.8,188.77,193.38,198.16,201.83,218.44,224.0,227.565,241.74,L9
2022-12-30 22:21:36+00:00,,,,,,,,,,,,,,270.82,,,,,,,,,,,,,,,,,,,,,,,207.04,181.59,189.03,166.16,,186.8,199.26,200.29,204.93,210.43,224.985,233.385,226.88333333333333,236.1833333333333,L8
2023-01-07 22:21:38+00:00,314.25,,,,,,,,,,,,,259.95,,255.31,260.92,255.96,245.38,236.72,227.81,219.35,219.97,222.73,226.0,227.87,231.02,238.85,237.57,,215.76,204.49,200.54,196.41,195.47,193.58,186.32,160.78,189.03,166.16,136.9,168.59,185.51,186.32000000000002,190.88333333333333,196.2266666666667,210.96333333333334,223.74333333333334,218.8075,229.36249999999998,L9
2023-02-24 22:21:27+00:00,314.12,306.1,296.35,287.2,280.5,270.72,,,,252.36,252.75,253.75,252.19,249.08,,255.915,262.23,257.15999999999997,246.405,237.985,228.575,220.575,221.825,225.5,226.76,229.025,232.66000000000003,239.32,237.245,227.54,214.925,204.05,200.265,198.7,197.41,202.04500000000002,169.185,143.41500000000002,189.03,181.44,140.39,149.89499999999998,176.52333333333334,177.67666666666665,180.44000000000003,186.71333333333334,201.47,217.17999999999998,217.42749999999998,227.9225,L9
2023-04-13 22:20:38+00:00,314.12,306.1,296.35,287.2,280.5,261.59000000000003,256.45,,244.15,245.8,249.06,249.18,249.4,245.84,203.6,247.99,256.6066666666667,248.42999999999998,234.87666666666667,234.63666666666666,224.57000000000002,215.61666666666667,219.81000000000003,223.79999999999998,223.85,226.58666666666667,232.1,237.32333333333335,235.34333333333333,224.485,212.72,201.75333333333333,197.6833333333333,196.49,195.24,197.89000000000001,167.23666666666668,143.41500000000002,189.03,181.44,140.39,147.1,170.8725,171.8525,173.9325,181.51749999999998,194.81,211.04250000000002,210.34,227.9225,L9
2023-06-08 22:20:12+00:00,311.3866666666667,298.425,284.685,278.355,268.44,256.85333333333335,253.57999999999998,241.53,239.07999999999998,241.89000000000001,245.23666666666668,244.2266666666667,236.65,233.78666666666666,211.985,245.35999999999999,255.20250000000001,247.73499999999999,234.54500000000002,231.1825,219.8075,206.8425,210.945,218.46,217.285,226.58666666666667,232.1,237.32333333333335,235.34333333333333,224.485,212.72,201.75333333333333,197.6833333333333,196.49,195.24,197.89000000000001,167.23666666666668,143.41500000000002,189.03,181.44,140.39,147.1,170.8725,171.8525,173.9325,181.51749999999998,194.81,211.04250000000002,200.06500000000003,216.75,L8
2023-06-16 22:20:06+00:00,312.0775,300.01666666666665,286.87,279.71666666666664,270.03,259.3575,255.88,248.485,240.39,242.41,245.0225,244.6125,238.14000000000001,237.335,221.59333333333333,246.246,255.484,248.63199999999998,236.356,230.916,218.858,206.92200000000003,211.996,218.46,217.808,225.065,230.775,237.32333333333335,235.34333333333333,224.485,212.72,201.75333333333333,197.6833333333333,196.49,195.24,197.89000000000001,167.23666666666668,143.41500000000002,189.03,181.44,140.39,147.1,170.8725,171.8525,173.9325,181.51749999999998,194.81,211.04250000000002,200.06500000000003,216.75,L9
