dates,satname,nzd0476-0000,nzd0476-0001,nzd0476-0002,nzd0476-0003,nzd0476-0004,nzd0476-0005,nzd0476-0006,nzd0476-0007,nzd0476-0008,nzd0476-0009,nzd0476-0010,nzd0476-0011,nzd0476-0012
1999-10-13 22:07:12.582000,L7,328.46,336.36,334.14,349.20,338.94,338.89,349.63,348.93,348.79,334.86,343.35,,
1999-11-30 22:06:59.059000,L7,,,,,293.91,295.53,300.50,328.62,299.63,,,,
2000-08-03 22:11:31.842000,L7,310.49,308.94,310.03,376.19,,,,,,,,,
2000-09-20 22:10:50.972000,L7,321.83,334.45,330.54,324.91,334.03,337.08,339.95,338.01,333.37,340.45,347.31,,
2000-12-18 22:04:37.758000,L7,298.09,306.43,323.42,322.13,,,,,,,,,
2001-01-03 22:04:36.218000,L7,301.31,312.18,325.12,328.33,356.07,343.99,345.07,322.78,313.92,309.43,315.27,,
2001-01-03 22:05:00.181000,L7,,,,,,353.73,353.91,325.31,315.60,352.39,344.20,,
2001-02-20 22:04:36.568000,L7,310.38,292.38,284.12,272.68,284.88,291.30,293.83,295.80,296.38,295.41,,,
2001-04-09 22:04:17.927000,L7,333.33,326.13,329.32,333.04,333.30,336.49,329.86,333.07,334.66,328.74,325.93,,
2001-04-09 22:04:41.882000,L7,308.49,305.31,311.77,287.78,287.17,314.11,303.02,315.58,,,,,
2001-06-28 22:03:32.813000,L7,,295.74,301.42,296.77,302.38,293.64,,,,,,,282.19
2001-11-03 22:02:34.745000,L7,328.92,394.25,,329.98,353.65,334.45,335.48,321.41,315.79,,,,
2002-04-12 22:03:01.345000,L7,324.71,317.47,330.67,330.98,337.94,348.78,346.36,347.76,351.44,337.09,334.51,323.87,
2002-04-12 22:03:25.302000,L7,291.19,285.70,291.93,274.82,,,,,,,,,
2002-11-22 22:02:21.568000,L7,316.49,314.18,319.94,319.18,322.67,326.14,319.88,320.81,326.36,329.36,,,
2002-12-24 22:02:33.044000,L7,317.59,321.81,329.49,333.36,337.65,349.61,340.60,338.71,341.26,336.47,343.15,348.51,305.13
2003-09-14 21:51:42.461000,L5,,,291.65,282.43,286.31,291.31,286.92,285.41,283.38,,,,
2003-10-16 21:52:08.058000,L5,284.73,275.57,280.73,270.03,,,,,,,,,
2003-11-17 21:52:33.290000,L5,280.87,273.21,287.29,276.84,278.24,285.35,284.48,282.01,299.08,,,,
2004-07-30 21:56:51.838000,L5,274.10,279.18,285.88,282.11,288.32,288.16,285.55,294.65,283.12,,,,
2004-08-15 21:57:13.549000,L5,,271.41,282.74,277.06,282.09,284.72,279.44,289.19,262.15,,,,
2004-10-18 21:58:47.729000,L5,324.82,323.90,325.73,319.57,326.18,330.71,329.62,330.06,322.88,310.74,304.30,,
2005-03-11 22:01:07.710000,L5,290.82,283.52,286.00,277.65,,,,,,,,,
2005-04-12 22:01:18.889000,L5,298.82,291.06,303.69,297.16,300.54,314.63,310.56,307.80,309.05,295.48,,,
2005-10-05 22:02:17.195000,L5,327.25,314.59,315.96,306.41,310.84,318.23,315.93,313.79,317.85,315.24,302.78,,
2005-11-06 22:02:22.875000,L5,307.60,301.55,308.98,302.35,306.72,317.07,314.59,307.72,296.17,267.95,,,
2006-02-26 22:04:59.098000,L5,295.23,281.71,289.29,278.79,289.40,303.17,304.30,299.19,299.12,,,,
2006-08-21 22:07:43.467000,L5,280.27,284.33,297.76,286.04,290.26,298.13,291.58,295.53,301.46,,,,
2006-08-28 22:13:59.628000,L5,305.53,298.70,302.79,284.78,301.29,322.66,,,,,,,
2006-10-24 22:08:26.357000,L5,,264.25,290.91,284.78,281.26,293.84,287.82,295.67,290.43,,,,
2006-12-11 22:08:52.184000,L5,290.41,289.23,296.63,289.43,291.14,297.60,297.72,297.46,300.37,,,,
