dates,satname,nzd0545-0000,nzd0545-0001,nzd0545-0002,nzd0545-0003,nzd0545-0006,nzd0545-0007,nzd0545-0008,nzd0545-0009,nzd0545-0010,nzd0545-0011,nzd0545-0012,nzd0545-0004,nzd0545-0005,nzd0545-0013,nzd0545-0014,nzd0545-0015
1999-12-07 22:13:41.663000,L7,376.09,505.90,,,,,,,,,,,,,,
1999-12-16 22:07:33.708000,L7,395.95,482.60,294.35,322.39,317.61,319.30,301.87,312.73,260.75,283.10,288.22,,,,,
2001-01-03 22:05:00.181000,L7,,,,,,,,283.52,283.15,284.75,286.72,,,265.70,,
2001-02-20 22:05:00.525000,L7,403.22,497.95,312.07,304.63,334.58,325.41,301.59,267.71,261.93,255.69,246.79,320.81,330.40,267.55,,
2001-02-27 22:11:06.137000,L7,,,,284.70,310.40,295.24,252.08,243.78,235.59,225.26,227.29,302.01,308.19,,,209.20
2001-04-16 22:10:54.636000,L7,,,,295.31,308.61,,,,193.18,202.52,210.14,307.90,317.76,234.15,251.62,280.85
2001-09-07 22:09:22.745000,L7,,,,,285.40,286.66,,223.08,197.19,203.24,202.66,275.20,292.54,216.34,228.68,262.61
2001-11-26 22:09:21.320000,L7,440.32,282.21,,300.92,310.68,299.28,254.92,251.93,234.97,236.68,232.44,304.89,311.67,251.78,265.22,
2002-01-29 22:09:33.112000,L7,348.19,541.43,306.85,302.76,322.17,324.95,287.92,241.72,246.44,231.09,233.66,331.74,326.07,,,
2002-03-11 22:03:31.366000,L7,,,,,,,,277.66,300.64,283.64,279.80,,,,,
2002-05-05 22:09:37.985000,L7,,,,287.71,273.15,,,,,,,241.10,283.58,,,275.77
2002-08-09 22:08:57.725000,L7,427.76,510.98,268.48,301.96,331.82,324.50,296.38,256.31,238.88,244.62,264.50,,328.00,250.07,,
2002-09-10 22:08:43.416000,L7,371.99,510.23,311.44,321.56,329.60,314.08,296.46,257.41,241.39,236.14,236.47,316.08,322.23,264.01,,
2003-03-21 22:09:27.545000,L7,409.25,311.95,298.25,310.30,333.00,322.20,300.58,261.11,250.39,250.89,237.67,315.66,332.03,247.41,,
2003-08-13 21:51:32.649000,L5,278.21,248.11,274.25,302.69,306.09,283.10,208.83,204.35,193.48,180.77,,299.61,300.24,205.94,253.73,280.09
2003-10-07 21:58:35.519000,L5,306.23,291.97,297.30,322.76,330.41,311.36,246.54,256.66,238.71,245.30,233.22,329.84,330.05,245.53,281.04,
2003-11-17 21:52:57.120000,L5,299.72,287.27,281.16,313.26,319.95,311.33,239.31,252.79,239.95,242.15,232.08,314.94,319.81,238.14,267.79,288.61
2003-12-26 21:59:30.091000,L5,323.54,304.83,319.90,,339.89,324.38,266.16,279.58,267.77,267.53,259.71,,344.04,267.40,,
2004-03-31 21:59:59.745000,L5,280.60,258.50,275.05,,296.38,297.79,204.80,230.45,206.77,221.81,215.73,296.34,302.38,230.85,253.65,279.47
2004-04-25 21:54:35.260000,L5,,,,,,,,,,,182.34,,,224.68,243.91,273.58
2004-05-02 22:00:57.398000,L5,,,276.90,298.95,302.68,264.50,181.66,203.56,187.55,192.69,196.09,300.41,299.73,224.00,249.78,280.68
2004-05-18 22:01:26.569000,L5,,,264.79,292.38,274.58,264.76,,,,,,293.57,298.12,,,
2004-06-12 21:55:59.429000,L5,,,270.58,287.12,259.84,264.44,,,,,,274.88,277.09,225.53,239.98,269.71
2004-07-30 21:57:15.668000,L5,,,276.07,306.72,312.93,287.87,219.33,224.71,203.45,207.81,205.34,306.78,304.20,241.67,268.42,299.98
2004-07-30 21:57:39.499000,L5,,,256.39,298.17,299.94,278.09,203.37,202.58,190.71,194.62,193.78,294.92,293.03,233.30,259.51,288.22
2004-10-18 21:59:11.702000,L5,294.86,286.52,286.81,312.17,325.84,311.66,241.94,251.81,235.91,241.43,233.40,322.75,324.56,243.59,269.41,
2004-10-18 21:59:35.533000,L5,500.96,304.99,310.97,,335.21,325.37,264.74,271.50,256.83,260.60,252.69,,335.14,261.89,,
2005-01-13 22:06:52.927000,L5,281.41,271.14,284.29,308.86,316.36,295.72,228.23,245.51,224.78,232.96,222.39,314.84,319.91,238.59,264.33,288.60
2005-02-07 22:01:03.020000,L5,,,,,341.85,324.60,260.56,272.83,271.69,266.50,273.06,,,256.51,,
2005-02-14 22:07:21.106000,L5,512.38,305.10,316.50,,336.71,322.75,262.33,271.33,252.27,259.37,248.01,,338.87,268.03,,
2005-08-09 22:08:46.932000,L5,251.17,253.58,267.98,296.63,305.25,283.63,,,,,,294.49,307.54,,,
2005-09-10 22:08:55.708000,L5,284.39,275.07,272.04,308.21,324.15,304.11,223.82,240.89,217.55,227.27,218.06,311.46,321.00,232.07,256.88,290.64
2005-11-13 22:09:08.414000,L5,507.28,286.38,282.36,314.70,326.54,311.79,240.88,254.53,243.05,243.74,234.86,318.61,328.47,243.19,270.20,295.15
2006-02-17 22:11:22.491000,L5,,,,,341.16,317.51,251.27,266.91,249.48,255.88,248.12,,339.47,262.68,,
2006-03-14 22:05:42.635000,L5,311.56,288.30,282.78,312.73,327.37,308.67,229.04,243.29,227.60,228.05,222.02,317.14,325.84,235.20,259.43,280.79
2006-03-14 22:06:06.608000,L5,,,,,343.94,333.59,264.78,271.02,259.25,260.71,261.94,,,268.46,,
2006-04-15 22:06:18.610000,L5,494.17,299.79,309.67,,340.73,321.54,259.03,263.00,241.64,251.26,245.19,334.49,338.48,259.77,,
2006-04-15 22:06:42.440000,L5,497.65,295.61,307.62,326.61,337.15,318.84,256.69,259.46,240.38,245.77,241.66,332.56,337.41,257.79,,
2006-04-22 22:12:36.093000,L5,,,,,341.37,317.48,270.32,265.54,241.80,249.67,247.41,328.38,337.27,264.72,,
2006-06-02 22:07:00.083000,L5,,,257.42,270.09,235.47,272.52,,,,,,270.42,279.24,,,
2006-07-27 22:13:58.731000,L5,256.13,258.94,273.93,293.87,298.81,258.66,174.73,,,,,297.37,302.07,,,
2006-08-05 22:07:55.109000,L5,250.02,257.09,272.62,302.02,304.76,271.50,187.07,194.43,186.60,,166.47,302.16,303.31,233.26,253.61,281.89
2006-08-05 22:08:18.939000,L5,250.41,249.74,274.83,300.00,295.82,,,,,,,299.90,298.97,,,
