dates,nzd0545-0000,nzd0545-0001,nzd0545-0002,nzd0545-0003,nzd0545-0006,nzd0545-0007,nzd0545-0008,nzd0545-0009,nzd0545-0010,nzd0545-0011,nzd0545-0012,nzd0545-0004,nzd0545-0005,nzd0545-0013,nzd0545-0014,nzd0545-0015,satname
1999-12-07 22:13:41+00:00,376.09,,,,,,,,,,,,,,,,L7
1999-12-16 22:07:33+00:00,386.02,,294.35,,,,,,260.75,,,,,,,,L7
2001-02-20 22:05:00+00:00,403.22,,312.07,304.63,,,,267.71,261.93,255.69,246.79,,,,,,L7
2001-02-27 22:11:06+00:00,403.22,,312.07,294.66499999999996,,,252.08,255.745,248.76,240.475,237.04,302.01,,,,,L7
2001-04-16 22:10:54+00:00,403.22,,312.07,294.66499999999996,,,252.08,255.745,248.76,227.82333333333335,228.07333333333335,302.01,,234.15,251.62,,L7
2001-09-07 22:09:22+00:00,,,,,,,,223.08,197.19,202.88,206.39999999999998,,,225.245,240.15,262.61,L7
2001-11-26 22:09:21+00:00,440.32,282.21,,300.92,,,,223.08,197.19,203.24,217.55,,,234.06,246.95000000000002,262.61,L7
2002-01-29 22:09:33+00:00,440.32,282.21,,300.92,,,,223.08,197.19,203.24,222.92,331.74,,234.06,246.95000000000002,262.61,L7
2002-05-05 22:09:37+00:00,440.32,282.21,,300.92,273.15,,,,,,233.05,331.74,283.58,251.78,265.22,,L7
2002-08-09 22:08:57+00:00,427.76,,,,273.15,,,256.31,238.88,244.62,,,283.58,250.07,,,L7
2002-09-10 22:08:43+00:00,399.875,,,,273.15,,,256.86,240.135,240.38,236.47,,283.58,257.03999999999996,,,L7
2003-03-21 22:09:27+00:00,409.25,311.95,298.25,310.3,,,,261.11,250.39,250.89,237.67,,,247.41,,,L7
2003-08-13 21:51:32+00:00,409.25,311.95,286.25,310.3,,,,261.11,250.39,250.89,237.67,,,226.675,,280.09,L5
2003-10-07 21:58:35+00:00,,,285.775,,,,246.54,256.66,238.71,245.3,233.22,,,225.735,,280.09,L5
2003-12-26 21:59:30+00:00,,,285.775,,,,246.54,256.66,253.24,256.41499999999996,233.22,,,225.735,,280.09,L5
2004-03-31 21:59:59+00:00,280.6,,286.175,,,,225.67000000000002,243.555,237.75,244.88,224.475,,,238.19,253.65,,L5
2004-04-25 21:54:35+00:00,280.6,,275.05,,,,204.8,230.45,237.26999999999998,244.67,199.035,,,227.765,248.78,,L5
