dates,nzd0393-0000,nzd0393-0001,nzd0393-0002,nzd0393-0003,nzd0393-0004,nzd0393-0005,nzd0393-0006,nzd0393-0007,nzd0393-0008,nzd0393-0009,nzd0393-0010,nzd0393-0011,nzd0393-0012,nzd0393-0020,nzd0393-0021,nzd0393-0022,nzd0393-0023,nzd0393-0024,nzd0393-0025,nzd0393-0026,nzd0393-0027,nzd0393-0028,nzd0393-0029,nzd0393-0030,nzd0393-0031,nzd0393-0032,nzd0393-0033,nzd0393-0034,nzd0393-0035,nzd0393-0036,nzd0393-0037,nzd0393-0038,nzd0393-0039,nzd0393-0040,nzd0393-0041,nzd0393-0042,nzd0393-0043,nzd0393-0044,nzd0393-0045,nzd0393-0046,nzd0393-0047,nzd0393-0048,nzd0393-0049,nzd0393-0050,nzd0393-0051,nzd0393-0052,nzd0393-0053,nzd0393-0054,nzd0393-0055,nzd0393-0056,nzd0393-0057,nzd0393-0058,nzd0393-0059,nzd0393-0060,nzd0393-0061,nzd0393-0062,nzd0393-0063,nzd0393-0064,nzd0393-0065,nzd0393-0066,nzd0393-0067,nzd0393-0068,nzd0393-0069,nzd0393-0070,nzd0393-0071,nzd0393-0072,nzd0393-0073,nzd0393-0074,nzd0393-0075,nzd0393-0076,nzd0393-0077,nzd0393-0078,nzd0393-0079,nzd0393-0080,nzd0393-0081,nzd0393-0082,nzd0393-0083,nzd0393-0084,nzd0393-0085,nzd0393-0086,nzd0393-0087,nzd0393-0088,nzd0393-0089,nzd0393-0090,nzd0393-0091,nzd0393-0092,nzd0393-0093,nzd0393-0094,nzd0393-0095,nzd0393-0096,nzd0393-0097,nzd0393-0013,nzd0393-0014,nzd0393-0015,nzd0393-0016,nzd0393-0017,nzd0393-0018,nzd0393-0019,nzd0393-0098,nzd0393-0099,nzd0393-0100,nzd0393-0102,nzd0393-0101,satname
1999-09-04 22:00:09+00:00,,,,,,,,,,,,,,310.93,,,,300.62,,,265.38,273.55,271.77,259.52,278.76,280.85,282.25,290.92,284.15,294.04,291.53,290.32,296.38,276.98,,,255.96,291.94,285.83,271.8,,,314.79,316.92,326.82,321.29,343.62,331.7,328.8,325.8,325.11,279.86,293.98,295.01,301.8,298.7,302.17,317.77,309.42,317.59,315.42,304.31,311.12,327.51,329.98,332.81,329.63,333.1,336.43,340.85,345.69,348.95,347.41,348.71,345.64,343.97,,,,346.02,,343.3,335.88,336.23,337.72,336.29,342.87,,341.41,,,,,,,323.52,323.09,321.8,,,,,,L7
1999-10-22 22:00:04+00:00,267.51,255.35,251.11,264.85,289.4,299.2,291.13,299.67,324.99,324.8,,358.71,,328.63,337.03,337.03,337.97,317.745,323.08,314.17,282.385,284.55,285.605,278.065,291.35,295.18,291.66499999999996,302.8,295.35,302.775,300.895,307.345,307.345,296.37,,,274.265,306.125,299.325,290.33500000000004,235.85,331.78,314.79,324.795,333.845,332.155,345.03999999999996,338.395,334.8,325.8,330.195,297.13,305.485,299.46000000000004,310.375,306.025,309.52,330.15999999999997,319.82000000000005,326.955,323.87,314.19,320.93,333.57,336.67,341.855,342.015,344.605,349.53999999999996,352.775,352.97,353.53499999999997,347.41,348.71,349.885,343.97,,354.48,358.27,351.38,354.23,343.3,335.88,336.23,337.72,336.29,342.87,,341.41,,,,,,,323.52,323.09,321.8,,,,,,L7
1999-12-09 22:00:33+00:00,267.51,255.35,251.395,260.70500000000004,277.91499999999996,286.4,288.995,299.33000000000004,319.805,326.475,329.69,345.40999999999997,332.91,334.04333333333335,333.12,334.725,334.885,321.27,316.31,306.47,284.99,286.0933333333333,288.87333333333333,285.49,296.2366666666667,299.99,291.66499999999996,316.3866666666667,295.35,302.775,300.895,307.345,307.345,305.33,,,274.265,306.125,299.325,290.33500000000004,235.85,331.78,314.79,324.795,333.845,332.155,345.03999999999996,338.395,334.8,325.8,330.195,302.73,310.22333333333336,306.5233333333333,309.78,308.2633333333333,316.2633333333333,330.15999999999997,319.82000000000005,326.955,323.87,320.90333333333336,320.93,333.57,336.67,341.855,342.015,344.605,349.53999999999996,352.775,352.97,353.53499999999997,347.41,348.71,349.885,343.97,,354.48,358.27,351.38,354.23,343.3,335.88,336.23,337.72,336.29,342.87,,341.41,,,338.66,,,358.85,334.47,336.225,333.005,,,,,,L7
1999-12-25 22:00:04+00:00,267.51,255.35,251.395,260.70500000000004,277.91499999999996,286.4,288.995,299.33000000000004,319.805,326.475,329.69,345.40999999999997,323.405,327.0,319.90333333333336,320.48333333333335,322.56666666666666,314.905,303.66,293.78,279.695,278.545,283.005,278.6925,290.6225,292.745,285.6033333333333,308.3225,288.82666666666665,294.1933333333333,294.20666666666665,299.9166666666667,299.7033333333333,296.01,256.85,253.08,264.8233333333333,296.78,291.08666666666664,290.33500000000004,235.85,331.78,309.295,316.25333333333333,328.66333333333336,328.02,337.42333333333335,332.03666666666663,328.97,321.46500000000003,324.7633333333333,295.11,304.0375,299.7725,302.765,301.5425,309.3075,323.50666666666666,313.28000000000003,320.6933333333333,318.76,314.6075,313.01,326.8,328.55333333333334,334.60999999999996,335.59999999999997,338.2766666666667,342.08,347.02666666666664,348.3966666666667,347.8666666666666,339.1,341.005,342.9633333333333,341.025,,354.48,358.27,351.38,341.245,335.53999999999996,332.03999999999996,330.905,332.5,331.28499999999997,337.145,331.91,339.66,,,328.605,,,351.375,326.88,329.23,326.9066666666667,,,,,,L7
2000-01-26 22:00:02+00:00,267.51,255.35,251.395,260.70500000000004,277.91499999999996,286.4,288.995,299.33000000000004,319.805,326.475,329.69,345.40999999999997,323.405,322.562,312.455,312.105,315.5625,310.646,298.39750000000004,288.46,277.928,275.854,280.79,275.944,288.634,289.89,284.27,304.928,288.3675,292.505,291.835,297.65,297.4225,291.608,261.46500000000003,257.77500000000003,262.14,292.445,288.3075,290.33500000000004,235.85,331.78,308.9166666666667,312.7125,325.39,327.0675,334.8375,331.88,326.45500000000004,321.46500000000003,324.64,294.466,300.956,297.37399999999997,300.226,299.962,306.654,321.7725,312.555,318.0175,317.175,312.758,310.4925,326.5825,325.62,332.4975,332.34749999999997,335.275,339.725,343.8225,345.3025,344.8,339.24666666666667,340.43333333333334,340.64,341.025,,354.48,358.27,351.38,338.1366666666667,334.9166666666667,332.03999999999996,330.905,332.5,331.28499999999997,337.145,331.91,339.66,,,328.605,288.39,289.63,334.96666666666664,322.7025,325.67,323.66499999999996,,,,,,L7
2000-02-11 21:59:57+00:00,267.51,255.35,251.395,260.70500000000004,277.91499999999996,278.5733333333333,283.0566666666667,291.86,310.9266666666667,321.1466666666667,321.71500000000003,331.15333333333336,317.04,321.0316666666667,309.77799999999996,309.31,314.20799999999997,310.54833333333335,298.294,289.678,279.06333333333333,276.59666666666664,280.0316666666667,276.5683333333333,288.5566666666667,290.53833333333336,287.47799999999995,305.0183333333334,289.538,293.1,292.67199999999997,298.066,297.172,290.74666666666667,267.0733333333333,266.7366666666667,264.51800000000003,294.584,289.158,292.6066666666666,235.85,327.765,308.9166666666667,314.06,325.21,326.488,333.976,331.532,326.688,321.8333333333333,323.966,296.9683333333333,301.68333333333334,297.395,300.84166666666664,300.0083333333333,306.3233333333333,321.79200000000003,314.68,318.136,317.03200000000004,314.1466666666667,312.73,326.61199999999997,327.976,333.52200000000005,332.416,335.275,339.725,343.8225,345.3025,344.8,339.24666666666667,340.43333333333334,340.64,341.025,,354.48,358.27,351.38,338.485,336.64,332.03999999999996,330.905,332.5,331.28499999999997,337.145,331.91,339.66,,,324.5466666666667,288.39,289.63,334.96666666666664,322.7025,325.67,323.66499999999996,,,,,,L7
2000-02-27 21:59:52+00:00,267.51,255.35,251.395,260.70500000000004,277.91499999999996,278.5733333333333,283.0566666666667,291.86,310.9266666666667,321.1466666666667,321.71500000000003,331.15333333333336,306.5025,318.9042857142857,306.1116666666667,305.95166666666665,310.3433333333333,309.90999999999997,295.585,287.5566666666667,278.2157142857143,276.23857142857145,278.87142857142857,275.25714285714287,287.15142857142854,288.54857142857145,286.15833333333336,303.22285714285715,288.6116666666667,291.50333333333333,290.89666666666665,296.39000000000004,295.825,287.9842857142857,265.0425,265.14000000000004,263.145,292.84666666666664,288.08666666666664,285.26,239.425,312.81666666666666,310.8,312.81,323.8233333333333,325.84666666666664,332.8433333333333,331.532,326.688,321.52750000000003,322.66166666666663,296.2728571428571,299.9171428571429,296.2314285714286,299.0642857142857,298.7914285714286,304.75857142857143,319.8966666666667,312.9016666666667,316.7133333333333,315.605,313.5214285714286,311.4066666666667,324.79333333333335,325.63166666666666,332.09499999999997,330.99333333333334,333.566,338.15999999999997,342.35,344.204,344.834,339.39750000000004,340.6775,339.46799999999996,341.025,340.65,345.59000000000003,345.125,344.27,336.752,335.634,330.8833333333333,328.5366666666667,330.82,328.59666666666664,334.48,331.91,339.66,,,314.1725,287.82,297.03499999999997,328.73249999999996,320.49,322.98,321.09000000000003,,,,,,L7
2000-03-30 22:00:09+00:00,267.51,255.35,251.395,260.70500000000004,277.91499999999996,278.5733333333333,283.0566666666667,291.86,310.9266666666667,321.1466666666667,321.71500000000003,331.15333333333336,306.46999999999997,318.87857142857143,305.05428571428575,305.39428571428573,309.3228571428572,311.1214285714286,295.6485714285714,288.7914285714286,280.8557142857143,277.63714285714286,280.3057142857143,277.8228571428571,289.44571428571425,290.80428571428575,288.5833333333333,304.9785714285714,289.89666666666665,292.65000000000003,292.24,298.0466666666667,296.9483333333333,288.2942857142857,267.834,269.026,264.3233333333333,293.625,288.12833333333333,284.49,239.425,308.22,312.6725,313.005,324.085,327.9683333333333,331.6983333333333,332.214,327.85600000000005,321.69500000000005,322.0066666666666,296.46714285714285,299.99285714285713,296.61857142857144,298.6028571428572,299.65285714285716,306.27,320.27500000000003,313.3066666666667,317.6266666666667,315.8616666666667,315.4842857142857,311.5166666666667,324.10833333333335,324.2033333333333,331.635,331.405,333.25800000000004,337.704,342.42600000000004,343.738,344.474,339.4,339.65999999999997,339.32,339.78999999999996,344.655,344.56,345.3966666666667,343.75,338.04333333333335,335.79,331.43666666666667,328.18,331.34,328.1233333333334,333.70666666666665,334.56,341.09000000000003,,,314.1725,301.37666666666667,306.90333333333336,326.818,320.47799999999995,323.71400000000006,320.69,,,,,,L7
2000-04-15 21:59:31+00:00,267.51,255.35,251.395,260.70500000000004,277.91499999999996,278.5733333333333,283.0566666666667,291.86,310.9266666666667,321.1466666666667,321.71500000000003,331.15333333333336,306.46999999999997,317.48625,304.20875,303.92125,308.58875,309.14375,294.3875,287.69624999999996,279.7325,276.61375,280.00625,276.78625,289.5325,290.88750000000005,289.21285714285716,304.05875,290.5928571428571,292.82714285714286,292.64,297.29285714285714,297.26714285714286,287.8175,267.5083333333333,269.20166666666665,263.46714285714285,293.65999999999997,288.17857142857144,281.146,239.425,302.618,313.802,313.1657142857143,324.31857142857143,328.46857142857147,331.6042857142857,332.09166666666664,327.90333333333336,321.42,322.4271428571428,294.175,299.77625,296.31624999999997,299.11875,298.665,305.95625,319.5585714285714,312.8957142857143,316.9328571428572,314.9985714285714,315.50375,310.58571428571435,322.85857142857145,323.7871428571429,331.34142857142854,330.7757142857143,332.9433333333333,337.0133333333333,341.8933333333334,343.1983333333333,345.2683333333334,341.302,339.65999999999997,339.1266666666666,340.9766666666667,345.59,344.6875,345.1275,343.775,338.4242857142857,335.75666666666666,332.895,329.3375,332.7625,329.52250000000004,333.70666666666665,334.56,341.09000000000003,,,308.05,300.27,305.09749999999997,323.62333333333333,320.91833333333335,323.50500000000005,319.935,,,,,,L7
2000-05-01 21:59:30+00:00,,,251.68,256.56,266.43,270.68666666666667,280.5266666666667,290.78333333333336,303.72,319.8933333333334,319.03000000000003,316.44666666666666,308.93833333333333,315.57125,302.27250000000004,300.86,306.3325,307.465,292.61,285.73625,277.9625,275.2125,277.47,273.95124999999996,287.8625,289.50874999999996,288.99,303.43,289.2857142857143,291.73,291.18285714285713,293.60571428571427,296.60571428571427,288.15125,267.5083333333333,269.20166666666665,258.6166666666667,294.18142857142857,284.07166666666666,274.215,281.66499999999996,295.3275,316.4066666666667,312.5885714285714,323.88,327.9271428571429,329.51714285714286,330.675,326.89166666666665,322.65000000000003,319.7885714285714,293.3275,299.0975,296.495,297.93875,297.91875,305.2525,315.36285714285714,309.65999999999997,314.8728571428571,313.9742857142857,315.16999999999996,308.0957142857143,321.1471428571428,321.9628571428571,329.0257142857143,328.31,329.36333333333334,333.5566666666667,338.5133333333333,341.2733333333333,344.0116666666667,343.1016666666667,342.086,338.33,340.9766666666667,345.59,343.3575,343.73,342.4225,337.36857142857144,337.84142857142854,334.93,330.87399999999997,334.11199999999997,331.036,333.70666666666665,336.80333333333334,341.09000000000003,,,310.4066666666667,300.27,305.09749999999997,323.62333333333333,320.91833333333335,326.89428571428573,322.0814285714286,,,,,,L7
