dates,satname,nzd0393-0000,nzd0393-0001,nzd0393-0002,nzd0393-0003,nzd0393-0004,nzd0393-0005,nzd0393-0006,nzd0393-0007,nzd0393-0008,nzd0393-0009,nzd0393-0010,nzd0393-0011,nzd0393-0012,nzd0393-0020,nzd0393-0021,nzd0393-0022,nzd0393-0023,nzd0393-0024,nzd0393-0025,nzd0393-0026,nzd0393-0027,nzd0393-0028,nzd0393-0029,nzd0393-0030,nzd0393-0031,nzd0393-0032,nzd0393-0033,nzd0393-0034,nzd0393-0035,nzd0393-0036,nzd0393-0037,nzd0393-0038,nzd0393-0039,nzd0393-0040,nzd0393-0041,nzd0393-0042,nzd0393-0043,nzd0393-0044,nzd0393-0045,nzd0393-0046,nzd0393-0047,nzd0393-0048,nzd0393-0049,nzd0393-0050,nzd0393-0051,nzd0393-0052,nzd0393-0053,nzd0393-0054,nzd0393-0055,nzd0393-0056,nzd0393-0057,nzd0393-0058,nzd0393-0059,nzd0393-0060,nzd0393-0061,nzd0393-0062,nzd0393-0063,nzd0393-0064,nzd0393-0065,nzd0393-0066,nzd0393-0067,nzd0393-0068,nzd0393-0069,nzd0393-0070,nzd0393-0071,nzd0393-0072,nzd0393-0073,nzd0393-0074,nzd0393-0075,nzd0393-0076,nzd0393-0077,nzd0393-0078,nzd0393-0079,nzd0393-0080,nzd0393-0081,nzd0393-0082,nzd0393-0083,nzd0393-0084,nzd0393-0085,nzd0393-0086,nzd0393-0087,nzd0393-0088,nzd0393-0089,nzd0393-0090,nzd0393-0091,nzd0393-0092,nzd0393-0093,nzd0393-0094,nzd0393-0095,nzd0393-0096,nzd0393-0097,nzd0393-0013,nzd0393-0014,nzd0393-0015,nzd0393-0016,nzd0393-0017,nzd0393-0018,nzd0393-0019,nzd0393-0098,nzd0393-0099,nzd0393-0100,nzd0393-0102,nzd0393-0101
2005-06-08 21:54:44.925000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.95,296.84,293.16,294.60,298.75,287.24,282.22,296.26,303.25,318.21,292.43,291.58,301.45,310.81,295.57,305.85,292.70,313.77,314.91,305.63,303.18,308.49,303.98,301.33,317.36,311.41,319.87,317.42,,,,,,,,338.26,356.99,365.51,,
2005-06-08 21:55:08.756000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.96,301.60,300.87,302.58,308.16,299.99,291.19,305.67,308.07,321.68,302.78,299.80,309.93,317.31,302.42,306.83,298.26,317.09,318.30,311.85,307.00,311.56,310.15,307.74,322.63,315.70,323.98,321.18,,,,,,,,341.39,359.86,367.63,,
2005-07-10 21:54:55.488000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.24,292.74,278.78,299.62,307.00,306.79,313.29,298.79,311.48,310.89,317.03,313.57,297.97,315.24,319.50,307.48,296.72,308.23,312.19,318.76,315.03,307.81,310.62,307.24,299.39,306.85,311.76,319.55,318.96,,,,,,,,344.44,348.97,360.39,,
2005-07-10 21:55:19.319000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.29,255.31,244.54,257.73,236.77,235.39,236.97,,,,,,,,,,,,,,,,,,,,,,,,,,,284.25,291.65,288.48,306.29,308.15,310.26,316.09,305.61,315.33,314.20,318.68,317.68,298.48,318.20,322.15,312.72,302.30,303.29,314.24,320.38,317.43,308.15,313.64,310.57,311.08,311.78,315.48,321.31,321.12,,,,,,,,343.33,351.34,360.16,,
2005-08-27 21:55:20.007000,L5,,,,,,260.14,260.50,282.50,286.86,269.93,293.73,269.58,,323.96,304.44,301.92,313.19,310.00,293.25,281.12,270.12,272.23,281.91,277.57,286.94,294.63,292.87,299.61,299.38,305.88,301.10,306.33,311.94,306.10,290.39,302.76,292.00,319.64,312.54,303.88,,294.13,337.92,335.43,350.69,347.60,354.05,344.74,345.09,338.88,324.03,296.49,309.52,301.43,306.33,306.17,320.14,329.20,331.90,333.51,334.68,307.35,314.04,341.41,341.30,352.34,344.95,347.60,354.01,358.86,359.88,360.42,361.18,364.30,360.15,367.68,354.99,354.64,356.88,355.11,351.71,355.01,351.17,353.83,349.94,345.89,351.81,351.16,356.92,360.48,363.80,255.18,288.42,304.55,324.62,335.23,326.27,327.67,,,,,
2005-08-27 21:55:43.837000,L5,,,,,,256.93,260.50,279.00,286.81,269.94,293.12,269.89,,323.63,302.40,300.31,312.61,308.15,293.17,280.31,268.65,270.31,278.71,276.35,287.60,292.43,290.04,296.95,297.17,302.23,298.38,306.72,311.06,304.59,288.70,302.60,290.76,319.00,310.33,301.57,,293.11,335.15,334.28,348.24,345.06,353.18,344.44,340.80,337.42,323.51,296.52,306.58,300.55,306.33,305.70,318.15,327.57,331.91,334.85,332.97,307.08,313.12,337.10,339.56,350.77,343.81,347.69,351.88,358.42,357.94,359.13,360.04,360.33,357.12,364.77,354.42,353.67,356.87,353.12,347.73,352.42,349.33,352.20,349.44,344.83,350.67,349.30,354.98,358.88,363.09,254.94,286.13,301.86,322.77,333.35,324.72,328.40,,,,,
2005-09-28 21:55:20.450000,L5,,,,,,263.12,275.56,285.85,283.36,271.70,291.41,264.48,,325.37,305.05,302.95,314.72,317.53,293.08,279.26,279.51,282.14,286.97,282.61,295.02,292.65,296.50,308.33,302.90,310.56,306.61,312.37,315.29,306.40,293.74,301.15,292.41,325.28,318.03,308.25,,295.73,345.25,336.74,348.03,351.35,354.22,347.24,344.15,341.77,323.53,298.74,308.28,306.13,313.84,315.21,317.84,335.90,337.42,337.64,335.80,319.30,319.13,347.61,346.00,355.78,350.97,355.92,351.97,357.64,360.46,361.39,364.73,365.40,356.04,365.89,360.50,357.95,356.04,360.71,361.48,360.33,362.70,352.55,356.70,352.95,355.88,354.37,356.98,361.59,368.51,258.64,287.71,300.16,321.67,329.43,334.69,329.94,,,,,
2005-09-28 21:55:44.137000,L5,,,,,,263.57,275.74,285.04,285.09,271.96,292.39,265.78,,325.87,305.17,302.94,314.54,318.22,293.51,280.29,278.01,280.75,288.28,282.80,295.21,292.65,297.07,307.21,302.90,310.36,306.07,311.81,315.45,305.83,294.11,300.53,291.34,323.89,315.58,307.58,,294.53,345.11,335.55,347.24,352.64,352.00,348.96,344.95,341.69,324.07,300.64,310.09,305.14,313.84,315.14,316.35,335.90,337.42,338.72,335.79,319.15,318.09,347.50,346.22,355.26,350.46,352.14,351.73,356.85,359.69,361.34,364.03,365.40,357.15,364.32,360.53,356.43,355.87,359.29,360.00,360.65,362.95,351.93,355.58,352.59,355.01,354.31,357.09,361.32,368.30,257.48,287.11,301.46,319.79,327.11,332.97,329.79,,,,,
2005-10-30 21:55:15.307000,L5,,,,,,,,,,,,,,309.34,293.81,287.12,300.58,298.04,285.35,264.51,264.62,270.31,275.41,271.99,280.06,278.37,286.92,301.30,300.03,304.34,295.95,303.75,311.25,304.79,287.71,294.62,290.85,317.13,302.17,289.06,,266.01,319.16,313.75,321.57,334.89,339.15,332.74,321.15,325.19,304.56,287.87,292.67,293.16,310.40,307.82,315.08,333.73,334.34,342.69,317.94,269.35,295.78,342.65,347.46,335.92,321.54,286.73,282.03,,,,,,,,,,,,,,,,,,,,,,,253.15,274.41,288.68,299.87,316.15,317.87,318.20,,,,,
2006-02-19 21:57:51.685000,L5,,,,,,,,,,,,,,309.54,290.16,292.40,302.71,299.53,288.84,281.51,275.57,281.77,283.49,283.25,292.55,293.74,298.80,310.02,301.33,304.27,298.63,303.37,301.14,296.06,282.09,288.92,285.09,306.30,295.85,285.21,,273.68,322.79,323.78,342.56,347.23,348.12,344.96,352.17,338.63,318.59,297.24,300.99,306.17,309.15,315.94,316.90,330.70,333.88,327.10,323.63,318.65,323.32,328.14,329.51,335.80,339.00,335.76,344.06,349.94,357.00,358.26,356.16,351.21,352.81,354.17,356.86,355.02,352.75,350.15,341.47,343.90,342.76,338.36,341.45,339.73,338.97,339.99,349.75,351.11,358.95,255.14,280.26,290.06,304.75,314.30,315.81,316.15,,,,,
2006-02-19 21:58:15.515000,L5,,,,,,,,,,,,,,309.32,291.09,292.50,303.83,296.51,291.14,280.34,275.43,281.76,284.16,283.20,290.59,293.38,298.58,310.39,302.73,303.51,299.39,301.92,301.29,294.93,283.27,289.41,286.08,307.25,293.94,285.21,,275.24,322.44,324.07,339.77,346.10,347.39,343.35,350.94,338.53,318.30,297.38,302.66,306.21,308.64,315.01,315.86,330.64,335.66,326.30,323.19,316.07,322.67,329.17,328.91,334.88,337.89,336.08,345.50,348.40,357.51,356.48,355.30,350.89,354.56,351.61,356.14,353.93,351.30,349.62,341.93,344.44,341.32,337.97,340.08,339.87,337.80,340.08,347.26,350.79,360.25,253.05,279.57,291.79,306.26,315.07,316.47,316.08,,,,,
2006-06-27 22:00:00.431000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.27,302.10,306.44,309.25,305.89,313.26,307.85,304.05,308.31,300.99,306.43,294.37,309.79,313.19,322.37,,,,,,,,254.47,352.44,371.30,,
2006-06-27 22:00:24.118000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.49,301.68,302.03,303.41,306.26,265.66,293.76,285.60,290.39,311.85,287.12,279.98,302.15,322.08,308.60,311.04,313.26,309.93,317.52,311.49,306.37,311.58,303.13,308.63,293.88,315.45,316.12,325.85,,,,,,,,336.48,355.18,372.35,,
2006-11-02 22:01:32.743000,L5,,,,,,,,,,,,,,318.15,300.52,299.20,312.20,309.94,291.97,275.34,276.76,282.89,284.44,287.43,292.84,300.08,302.93,311.83,309.60,311.52,313.01,314.34,317.07,311.28,296.37,303.84,299.22,320.37,309.28,297.13,,277.80,335.80,328.52,343.82,346.11,347.73,345.91,342.36,336.55,315.49,296.40,314.18,308.64,315.07,317.14,322.69,342.26,337.68,343.30,334.46,329.55,330.90,339.67,341.54,349.94,342.51,350.21,349.47,353.07,360.95,363.63,357.65,362.96,353.55,369.27,359.75,362.26,359.62,360.77,358.28,360.41,353.19,355.12,356.44,349.83,345.43,342.15,348.15,348.03,359.12,258.86,285.17,295.56,308.06,323.57,327.79,324.06,,,,,
2006-11-02 22:01:56.430000,L5,,,,,,,,,,,,,,317.35,300.62,298.83,310.57,309.64,291.84,274.76,275.73,281.34,282.83,286.09,291.95,298.77,301.83,310.81,307.84,310.26,312.29,313.21,314.68,309.75,295.27,302.49,297.28,320.08,308.28,294.46,,274.76,333.46,326.40,341.54,345.85,345.93,344.56,340.47,335.74,314.84,294.84,313.68,307.21,313.53,316.59,321.04,341.07,337.43,342.28,334.06,328.87,329.77,338.95,340.51,348.76,342.02,349.05,349.17,352.03,359.35,361.51,356.97,361.96,353.06,368.32,359.64,361.63,359.84,359.22,358.47,359.91,352.61,354.87,354.96,349.34,345.86,340.51,347.97,346.28,358.96,256.61,284.28,295.30,307.43,323.17,326.26,324.23,,,,,
2007-01-05 22:02:04.371000,L5,,,,,,,,,,,,,,315.39,299.27,300.69,307.44,302.52,287.15,278.07,278.71,282.74,288.29,288.27,290.17,294.26,297.95,311.10,301.23,305.59,306.03,307.49,311.07,301.31,285.95,292.30,286.66,316.03,313.69,300.81,,282.94,335.26,330.26,347.46,351.26,354.17,350.09,348.77,340.67,318.23,300.07,308.84,304.70,309.34,313.31,313.96,331.49,336.90,335.06,329.30,318.65,325.61,339.82,344.06,352.10,350.33,350.93,354.46,357.48,360.06,365.05,361.89,364.36,357.27,355.76,355.17,353.60,352.70,350.01,349.79,348.79,349.29,345.08,345.19,340.49,339.35,339.48,352.98,352.69,364.62,258.68,281.95,293.61,317.08,324.33,324.72,322.65,,,,,
2007-01-05 22:02:28.201000,L5,,,,,,,,,,,,,,312.72,298.08,297.33,306.17,301.62,287.02,276.20,275.59,281.04,287.15,287.90,289.08,293.64,296.46,308.41,299.98,304.30,303.29,305.82,309.36,299.69,283.81,290.00,284.52,314.48,314.37,297.21,,278.76,331.34,328.16,344.70,348.10,353.06,348.25,347.40,340.99,317.75,299.74,306.17,302.62,307.11,312.28,310.16,330.17,335.20,332.63,327.96,316.39,324.02,337.95,341.77,350.33,346.73,349.90,352.93,354.58,358.32,362.86,360.18,363.48,355.28,354.33,353.63,352.75,350.98,347.26,346.47,347.73,346.67,342.60,343.29,339.36,336.91,337.00,351.02,350.46,363.24,257.34,280.23,291.56,313.87,322.39,322.85,319.99,,,,,
2007-01-21 22:02:09.591000,L5,,,,,,,,,,,,,,321.05,304.75,301.67,309.94,303.64,294.85,285.33,281.95,287.33,291.40,295.61,297.19,305.33,305.57,317.71,309.10,308.37,306.60,311.37,306.95,302.62,287.90,299.21,294.15,319.54,305.43,300.19,,273.83,338.04,334.95,350.01,354.80,357.86,352.91,353.02,348.68,319.83,304.11,315.51,311.34,320.18,315.54,315.94,336.07,337.59,337.31,330.18,321.02,320.42,337.83,338.50,344.10,348.56,351.92,357.04,362.90,364.84,363.05,368.65,366.07,359.83,364.87,363.62,361.33,361.48,351.90,351.20,350.35,349.38,345.92,347.86,348.48,343.97,339.05,345.41,348.60,371.93,255.65,280.88,295.09,306.44,327.28,330.69,328.81,,,,,
2007-01-21 22:02:33.422000,L5,,,,,,,,,,,,,,322.72,305.71,302.07,312.02,306.57,296.59,285.78,282.13,287.47,291.61,296.04,298.30,305.75,306.04,318.64,309.95,308.98,306.57,310.38,307.58,302.96,288.71,299.31,294.82,319.45,306.81,300.22,,272.01,338.08,334.66,349.35,356.17,358.46,352.99,353.63,349.75,320.69,305.87,315.57,311.92,320.51,315.50,316.86,335.30,336.61,338.40,331.66,322.09,322.84,337.26,338.50,343.62,349.13,351.73,356.97,362.85,363.65,363.39,367.12,364.79,361.27,364.28,363.62,361.14,361.84,353.01,352.31,350.54,349.37,345.73,348.66,347.13,345.57,339.32,345.02,348.53,371.29,256.32,285.49,295.42,306.80,330.06,332.25,330.59,,,,,
2007-02-06 22:02:11.997000,L5,,,,,,,,,,,,,,317.98,304.42,303.43,310.42,306.79,292.04,284.52,280.59,288.40,290.16,291.57,296.29,300.20,306.99,314.99,306.90,308.08,305.76,309.25,306.58,303.17,286.81,301.78,292.63,320.55,306.34,306.39,,274.21,337.16,329.56,346.38,351.48,356.06,352.26,350.41,344.71,318.62,305.98,314.94,310.73,315.15,313.92,318.62,334.10,336.30,337.18,329.87,320.32,322.73,339.47,338.00,349.15,346.26,351.09,354.07,359.59,361.37,359.36,363.85,366.67,355.19,360.92,362.26,357.70,358.42,352.22,351.33,351.30,348.76,347.14,347.10,343.32,347.48,340.05,343.14,350.25,360.66,259.44,284.65,294.63,309.82,328.41,329.03,328.49,,,,,
2008-02-25 21:57:37.029000,L5,,,,,,,,,,,,,,318.97,297.79,296.76,306.54,305.63,291.97,285.42,282.30,289.35,289.07,297.63,297.27,301.82,300.46,317.29,312.11,313.02,310.82,312.40,316.45,308.54,298.87,309.39,301.83,321.66,307.90,301.82,237.26,288.97,331.38,327.58,343.80,347.81,351.61,348.09,352.74,343.33,327.13,297.50,313.02,309.29,316.33,320.06,323.99,339.20,341.49,346.99,332.62,325.15,328.78,343.17,340.87,350.44,344.46,347.09,350.01,353.96,353.04,363.21,361.82,360.17,354.13,359.50,358.91,354.41,353.66,355.16,347.72,350.35,348.33,346.56,342.14,342.62,335.96,335.48,344.63,357.00,354.25,259.46,285.26,293.85,316.20,326.19,325.24,325.36,,,,,
2008-02-25 21:58:00.859000,L5,,,,,,,,,,,,,,316.08,297.74,296.76,306.54,305.79,293.39,286.20,282.30,287.93,288.94,297.44,296.10,299.96,300.18,314.21,310.83,312.06,309.56,312.40,314.12,308.73,297.56,308.33,301.82,317.25,308.99,301.94,234.73,284.05,331.16,327.42,342.44,347.15,347.59,347.71,351.85,341.00,323.60,297.82,310.34,309.42,315.87,318.54,322.87,339.48,338.97,343.34,332.12,325.11,328.90,341.98,340.21,350.30,342.46,347.86,349.15,353.31,352.62,360.59,360.49,359.70,352.92,357.60,355.88,356.05,353.18,352.33,345.17,348.92,349.30,345.70,339.95,339.82,334.84,330.97,343.78,353.62,352.74,257.51,285.26,293.73,316.20,325.56,324.18,324.97,,,,,
2008-12-25 21:51:46.135000,L5,,,,,,,,,,,,,,313.94,295.38,293.50,304.82,299.74,289.33,280.52,273.87,282.47,285.69,295.18,293.05,297.82,299.05,307.31,298.59,304.44,298.03,302.28,304.22,295.16,281.24,292.80,288.52,311.25,294.26,283.66,,250.94,325.41,331.40,344.31,347.19,347.75,344.77,345.47,338.11,311.31,285.96,307.61,299.89,303.04,305.11,308.43,329.25,333.33,329.72,323.85,312.82,309.94,324.32,329.55,340.35,342.79,346.15,348.33,353.73,352.79,357.95,355.66,357.55,351.47,353.25,347.79,347.24,342.62,342.77,341.12,340.22,342.12,337.34,339.22,336.19,353.01,357.82,366.44,,,,271.14,290.79,312.62,323.59,317.19,319.60,,,,,
2008-12-25 21:52:09.965000,L5,,,,,,,,,,,,,,299.91,281.39,282.89,292.65,288.46,278.11,268.81,263.98,271.81,276.03,281.69,283.40,287.78,289.29,296.32,291.11,291.16,289.25,292.60,294.07,280.83,267.37,273.89,273.83,289.25,284.47,269.57,,,310.84,312.57,328.85,334.33,339.53,335.58,333.04,327.77,301.59,271.77,294.20,291.14,293.80,295.10,298.57,318.34,321.67,319.60,314.61,304.06,299.46,314.35,318.91,331.68,333.69,335.05,338.03,343.67,344.99,348.32,345.19,344.99,341.15,342.75,340.35,336.64,333.07,331.77,329.22,326.80,327.86,325.58,325.80,317.04,285.54,,,,,,260.98,274.06,297.97,306.16,302.85,306.41,,,,,
2010-01-13 21:58:24.995000,L5,,,,,,,,,,,,,,317.15,297.58,294.54,304.70,302.02,294.18,275.78,277.81,285.91,289.14,294.95,298.99,304.51,304.09,309.68,307.68,307.97,307.17,318.22,312.76,313.92,306.34,318.19,309.21,324.87,306.13,297.92,,258.84,334.91,333.42,342.47,346.71,348.28,346.28,345.93,338.85,314.82,283.85,306.58,307.67,311.99,318.30,320.72,343.57,344.32,344.28,333.60,324.88,327.22,339.53,336.84,347.62,350.60,347.67,351.95,352.43,355.06,358.31,355.31,353.62,353.20,353.13,354.20,351.50,350.21,347.38,349.71,349.59,348.34,346.75,347.39,344.54,339.50,332.07,350.49,360.83,365.81,257.59,278.21,290.51,318.29,326.87,324.84,327.08,,,,,
2010-01-29 21:58:05.346000,L5,,,,,,,,,,,,,,315.66,295.86,297.43,305.13,304.46,290.44,279.30,281.04,285.89,290.19,293.54,299.20,302.98,305.88,310.52,304.98,304.41,306.10,305.17,307.76,302.85,300.94,310.24,303.20,317.95,309.66,291.70,,255.18,330.63,332.92,346.84,352.22,358.23,350.59,347.06,338.29,313.60,284.30,306.23,307.10,309.53,315.66,315.90,335.97,336.99,338.98,327.78,320.96,319.47,335.46,337.53,339.27,346.78,344.89,350.92,353.17,353.27,357.62,359.15,354.21,355.45,356.26,353.82,350.60,346.63,343.12,343.45,339.67,341.29,339.56,341.74,339.76,334.47,333.24,346.38,354.85,365.75,,277.45,289.54,315.01,321.77,322.26,323.38,,,,,
2010-01-29 21:58:29.033000,L5,,,,,,,,,,,,,,318.70,296.01,301.11,307.88,307.11,295.36,281.73,282.64,287.95,291.57,294.69,300.61,303.54,306.87,312.63,307.36,305.56,307.51,307.13,310.42,305.84,302.29,310.76,304.79,319.89,312.34,292.43,,254.64,331.95,334.26,349.15,353.28,358.48,351.57,348.96,338.65,315.69,286.19,309.10,309.31,310.93,316.56,316.08,335.44,337.95,338.73,329.75,322.19,323.48,335.89,339.12,339.50,350.08,347.05,351.80,353.33,354.50,357.96,360.11,355.18,356.74,356.49,356.83,352.27,347.80,343.93,344.74,341.89,343.91,341.12,343.64,340.73,335.99,334.54,346.55,356.46,366.36,,278.35,292.98,317.80,324.31,324.04,326.10,,,,,
2010-10-12 21:57:13.086000,L5,,,,,,,,,,,,,,322.13,303.37,301.72,315.54,308.21,300.75,284.82,285.72,294.56,292.87,303.42,298.12,310.72,310.64,319.57,311.50,317.32,312.82,313.55,312.74,312.77,304.20,314.41,310.38,332.00,322.82,302.41,,244.07,344.67,345.29,357.41,358.61,362.20,353.46,350.13,344.81,311.70,290.09,323.04,319.41,321.11,323.77,315.31,334.27,340.81,340.98,335.04,328.92,325.12,341.71,345.84,348.72,344.72,352.98,356.18,360.84,361.56,359.39,361.61,363.98,359.94,358.57,365.50,361.44,360.90,355.26,353.23,348.82,351.53,347.71,350.55,348.21,350.19,348.32,349.69,350.59,369.64,256.71,284.87,295.24,322.65,335.83,329.26,334.53,,,,,
2011-02-17 21:57:12.898000,L5,,,,,,,,,,,,,,309.22,290.03,288.67,299.78,292.33,284.90,279.37,269.26,282.36,284.78,286.07,286.88,288.95,295.31,302.06,305.04,300.49,306.52,305.70,306.99,303.17,294.39,303.69,291.83,312.79,298.36,286.90,,267.66,326.90,333.61,350.39,350.72,348.44,355.31,346.62,337.89,306.34,298.47,300.12,304.91,308.68,313.87,314.61,335.32,336.87,333.21,323.37,315.56,315.58,332.73,338.06,343.88,343.20,347.38,350.78,360.44,356.16,357.01,357.70,356.33,354.96,349.43,350.52,349.91,347.86,344.04,344.93,340.22,345.39,340.97,338.99,341.48,338.32,344.52,352.68,351.76,360.78,,266.59,280.71,312.27,318.64,317.89,315.17,,,,,
2011-02-17 21:57:36.728000,L5,,,,,,,,,,,,,,314.08,294.83,295.69,307.66,297.10,292.66,286.81,276.79,287.85,290.57,294.60,290.77,294.50,299.98,307.92,310.10,305.38,312.55,314.77,311.11,309.67,302.76,309.86,300.38,320.31,306.32,289.68,,267.85,332.63,337.00,356.93,354.80,357.87,358.33,353.28,346.95,315.42,304.47,306.39,309.07,314.60,317.89,320.81,341.27,345.66,339.29,330.36,320.68,318.57,340.06,340.67,352.21,347.73,351.78,356.03,363.13,362.84,360.41,361.67,362.17,360.22,354.10,355.99,355.59,352.79,351.72,349.53,345.31,352.93,342.65,343.71,346.13,344.01,348.42,357.58,358.44,362.14,255.80,278.01,288.72,316.33,326.36,322.85,321.44,,,,,
2011-09-13 21:55:45.838000,L5,,,,,,,,,,,,,,321.30,305.61,302.15,317.64,309.33,298.78,286.80,280.29,287.67,290.12,296.05,300.91,303.31,310.08,317.84,307.60,303.76,304.01,307.19,307.09,307.45,299.45,309.58,304.83,322.32,311.02,294.84,,275.28,336.74,336.95,345.04,351.47,347.21,348.26,349.96,345.69,314.04,281.00,320.08,316.41,316.08,318.14,322.42,338.47,332.41,342.07,337.71,332.13,321.85,341.48,346.00,349.89,353.64,356.98,354.64,355.80,359.32,360.31,359.65,360.61,360.45,359.81,361.31,355.18,355.04,347.05,351.89,349.47,350.83,350.75,352.61,350.67,346.52,343.90,352.15,360.40,368.88,257.65,288.42,299.17,332.12,339.11,335.70,333.37,,,,,
2011-09-13 21:56:09.668000,L5,,,,,,274.47,258.00,284.17,280.23,269.20,291.50,265.47,,321.22,305.61,300.93,317.75,308.34,297.02,285.94,280.19,287.50,288.09,295.93,298.30,302.36,309.47,317.08,307.60,303.07,302.81,306.83,306.57,305.26,299.62,308.97,303.79,322.08,311.02,292.78,,272.22,336.44,336.20,344.64,351.53,345.17,346.98,345.88,345.01,312.18,280.91,317.89,313.75,315.80,317.94,320.22,337.52,332.87,343.21,335.57,331.05,321.45,340.91,345.36,350.48,350.92,354.76,354.64,354.94,358.75,359.42,360.42,357.07,357.39,360.17,359.83,354.05,354.13,345.83,350.17,347.80,350.92,349.86,352.59,350.23,345.47,343.10,353.01,358.22,368.27,257.33,287.57,297.30,329.99,339.03,333.92,333.45,,,,,
2013-05-29 22:09:17.297000,L8,259.80,254.92,256.16,269.97,279.25,264.99,291.32,307.80,330.70,333.27,344.14,329.11,322.53,347.37,315.75,286.43,357.13,349.20,315.34,328.09,253.80,256.66,249.04,254.31,260.91,266.03,269.44,308.56,275.75,271.90,274.31,316.31,307.06,315.76,315.46,321.76,327.64,316.86,301.88,297.26,,256.20,353.80,357.84,349.36,344.93,344.55,342.71,343.63,319.30,297.28,,302.62,300.26,303.84,301.43,297.85,314.64,305.03,307.08,345.24,333.50,298.46,335.75,327.62,351.11,347.20,358.14,349.79,358.45,350.33,341.47,343.12,345.38,344.51,345.09,343.48,346.62,347.21,358.12,342.11,338.73,336.77,333.89,334.69,332.61,336.81,348.37,350.27,345.67,362.57,329.45,338.14,356.89,339.26,331.63,367.71,351.47,,,,,
2013-05-29 22:09:41.256000,L8,268.82,264.04,262.74,274.75,283.16,286.98,278.15,313.50,332.55,346.12,349.65,330.33,332.27,316.06,294.36,291.99,359.87,349.09,344.85,323.93,259.03,259.79,256.23,260.59,265.96,270.53,268.27,312.37,282.44,275.66,276.85,280.10,283.51,297.70,311.89,324.89,328.12,323.01,310.59,297.58,,246.60,354.76,362.26,354.79,347.05,352.50,343.66,339.90,321.03,302.38,269.66,306.69,302.33,305.89,306.15,301.22,317.77,311.67,309.93,346.90,334.08,308.81,315.38,334.15,350.93,348.91,336.64,365.26,371.15,358.27,346.46,351.61,349.65,349.12,348.80,347.53,351.61,347.52,363.83,345.69,343.01,343.87,339.43,337.19,333.78,342.64,352.65,356.73,349.59,362.84,332.02,340.51,351.21,315.49,332.94,360.56,355.93,,,,,
2013-06-30 22:09:11.994000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.54,275.79,274.35,275.36,280.19,285.02,283.61,285.15,260.75,,245.74,302.42,302.32,,,,,,,,313.41,264.57,353.40,385.65,373.78
2013-06-30 22:09:35.948000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.59,301.55,290.95,296.75,295.94,285.66,,,,,,,,,,,,,276.72,283.53,287.88,274.05,279.50,268.30,,,267.39,286.07,301.48,291.20,292.50,294.68,301.94,290.39,295.92,292.80,289.97,296.15,290.48,297.96,294.34,298.70,279.78,,304.33,311.41,311.98,,,,,,,,321.33,351.68,360.75,391.91,380.78
2013-07-16 22:09:12.440000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.70,296.33,290.48,294.08,292.03,284.95,,,,,,,,,,,,,276.55,286.12,280.40,270.11,277.70,274.99,,273.77,274.36,276.37,294.13,283.33,290.03,287.89,295.72,289.36,290.16,289.25,287.41,286.41,284.64,291.59,289.19,290.50,275.32,,302.00,310.67,308.17,,,,,,,,320.80,345.48,355.86,389.98,377.32
2013-07-16 22:09:36.403000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.18,295.97,290.25,293.86,291.76,284.26,,,,,,,,,,,,,275.86,285.21,279.47,268.12,276.70,273.56,,272.55,270.70,270.81,293.56,282.84,289.57,286.59,295.13,289.03,289.61,288.64,283.69,284.95,283.73,291.10,288.46,290.40,274.85,,298.93,309.94,307.71,,,,,,,,319.73,344.92,354.84,388.95,343.37
2013-09-02 22:09:16.475000,L8,,,,,,,,,,,,,,283.55,259.12,258.18,265.19,270.18,253.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.52,282.68,284.61,279.04,295.47,285.33,292.03,292.34,288.47,293.88,285.25,296.85,300.30,296.16,282.78,,298.46,304.06,309.08,,,252.88,272.15,285.90,290.77,297.01,312.14,336.51,349.64,384.36,371.28
