dates,satname,nzd0140-0000,nzd0140-0001,nzd0140-0002,nzd0140-0003,nzd0140-0004,nzd0140-0005,nzd0140-0006,nzd0140-0007
1999-10-22 21:58:28.758000,L7,389.06,,,,,,,
1999-12-09 21:58:33.708000,L7,375.01,,,,,,,
2000-02-27 21:58:16.566000,L7,398.78,,,,,,,
2000-03-14 21:58:11.336000,L7,390.68,,,,,,,
2000-12-11 21:56:00.959000,L7,337.19,,,,,,,
2001-08-24 21:54:24.664000,L7,373.32,,,,,,,
2001-09-09 21:54:12.928000,L7,368.53,,,,,,,
2001-10-11 21:53:46.024000,L7,403.38,,,,,,,
2002-04-05 21:54:25.270000,L7,,367.38,331.16,330.14,321.06,334.94,363.36,358.41
2002-10-14 21:53:19.813000,L7,394.99,,,,,,,
2002-10-30 21:53:25.867000,L7,390.51,,,,,,,
2003-01-18 21:54:06.301000,L7,388.11,,,,,,,
2003-03-23 21:54:16.760000,L7,330.93,347.21,,,,,,
2003-08-06 21:42:27.230000,L5,377.36,334.76,,,,,,
2003-10-25 21:43:40.253000,L5,374.81,334.30,,,,,,
2004-02-14 21:44:33.705000,L5,361.55,330.34,,,,,,
2004-05-20 21:46:20.465000,L5,357.68,323.48,,,,,,
2004-06-05 21:46:48.916000,L5,377.16,337.95,326.39,,,,,
2004-07-23 21:48:09.192000,L5,363.13,327.78,,,,,,
2005-01-15 21:51:45.464000,L5,347.76,315.53,,,,,,
2005-05-23 21:53:00.685000,L5,344.94,321.31,,,,,,
2005-06-08 21:53:09.034000,L5,351.25,316.68,,,,,,
2006-04-08 21:57:12.628000,L5,357.02,328.36,,,,,,
2006-07-13 21:58:38.362000,L5,366.01,330.12,,,,,,
2008-12-25 21:50:10.387000,L5,364.42,331.91,,,,,,
2009-12-12 21:56:13.982000,L5,355.22,328.77,,,,,,
2010-10-28 21:55:27.339000,L5,358.19,328.10,,,,,,
2013-04-11 22:07:51.092000,L8,344.77,316.11,,,,,,
2013-05-29 22:07:41.466000,L8,427.91,366.06,351.47,346.15,341.09,338.53,336.57,329.25
2013-06-30 22:07:36.163000,L8,347.57,348.25,336.64,327.75,323.40,320.75,,
