dates,satname,nzd0029-0000,nzd0029-0001,nzd0029-0002,nzd0029-0003,nzd0029-0004,nzd0029-0005,nzd0029-0006,nzd0029-0007,nzd0029-0008,nzd0029-0009,nzd0029-0010,nzd0029-0011,nzd0029-0012,nzd0029-0013,nzd0029-0014,nzd0029-0015,nzd0029-0016,nzd0029-0017,nzd0029-0018,nzd0029-0019,nzd0029-0020,nzd0029-0021,nzd0029-0022,nzd0029-0023,nzd0029-0024,nzd0029-0025,nzd0029-0026,nzd0029-0027,nzd0029-0028,nzd0029-0029,nzd0029-0030,nzd0029-0031,nzd0029-0032,nzd0029-0033,nzd0029-0034,nzd0029-0035,nzd0029-0036,nzd0029-0037,nzd0029-0038,nzd0029-0039,nzd0029-0040,nzd0029-0041,nzd0029-0042,nzd0029-0043,nzd0029-0044,nzd0029-0045,nzd0029-0046,nzd0029-0047,nzd0029-0048,nzd0029-0049,nzd0029-0050,nzd0029-0051,nzd0029-0052,nzd0029-0053,nzd0029-0054,nzd0029-0055,nzd0029-0056,nzd0029-0057,nzd0029-0058,nzd0029-0059,nzd0029-0060,nzd0029-0061,nzd0029-0062,nzd0029-0063,nzd0029-0064,nzd0029-0065,nzd0029-0066,nzd0029-0067,nzd0029-0068,nzd0029-0069,nzd0029-0070,nzd0029-0071,nzd0029-0072,nzd0029-0073,nzd0029-0074,nzd0029-0075,nzd0029-0076,nzd0029-0077,nzd0029-0078,nzd0029-0079,nzd0029-0080,nzd0029-0081,nzd0029-0082,nzd0029-0083,nzd0029-0084,nzd0029-0085,nzd0029-0086,nzd0029-0087,nzd0029-0088,nzd0029-0089,nzd0029-0090,nzd0029-0091,nzd0029-0092,nzd0029-0093,nzd0029-0094,nzd0029-0095,nzd0029-0096,nzd0029-0097,nzd0029-0098,nzd0029-0099,nzd0029-0100,nzd0029-0101,nzd0029-0102,nzd0029-0103,nzd0029-0104,nzd0029-0105,nzd0029-0106,nzd0029-0107,nzd0029-0108,nzd0029-0109,nzd0029-0110,nzd0029-0111,nzd0029-0112,nzd0029-0113,nzd0029-0114,nzd0029-0115,nzd0029-0116,nzd0029-0117,nzd0029-0118,nzd0029-0119,nzd0029-0120,nzd0029-0121,nzd0029-0122,nzd0029-0123,nzd0029-0124,nzd0029-0125,nzd0029-0126,nzd0029-0127,nzd0029-0128,nzd0029-0129,nzd0029-0130,nzd0029-0131,nzd0029-0132,nzd0029-0133,nzd0029-0134,nzd0029-0135,nzd0029-0136,nzd0029-0137,nzd0029-0138,nzd0029-0139,nzd0029-0140,nzd0029-0141,nzd0029-0142,nzd0029-0143,nzd0029-0144,nzd0029-0145,nzd0029-0146,nzd0029-0147,nzd0029-0148,nzd0029-0149,nzd0029-0150,nzd0029-0151,nzd0029-0152,nzd0029-0153,nzd0029-0154,nzd0029-0155,nzd0029-0156,nzd0029-0157,nzd0029-0158,nzd0029-0159,nzd0029-0160,nzd0029-0161,nzd0029-0162,nzd0029-0163,nzd0029-0164,nzd0029-0165,nzd0029-0166,nzd0029-0167,nzd0029-0168,nzd0029-0169,nzd0029-0170,nzd0029-0171,nzd0029-0172,nzd0029-0173,nzd0029-0174,nzd0029-0175,nzd0029-0176,nzd0029-0177,nzd0029-0178
2019-01-04 22:17:27.803000,L8,512.66,516.36,501.42,489.60,474.35,477.37,461.01,470.64,467.93,467.60,464.10,476.53,480.93,486.46,496.92,489.01,492.03,488.90,495.07,498.02,496.78,491.90,493.69,479.76,467.30,464.10,463.69,459.52,456.31,465.82,462.61,450.16,453.90,454.50,459.29,464.37,472.28,471.49,462.37,467.04,456.23,458.45,455.57,469.44,473.91,474.64,471.39,463.68,467.71,468.24,453.82,456.18,467.35,477.47,482.75,487.44,486.65,469.42,479.33,472.55,461.65,459.04,446.06,442.84,441.47,424.87,433.17,447.69,458.36,461.67,456.87,454.33,444.43,434.76,417.76,430.32,433.31,429.77,450.68,458.67,454.50,467.37,472.69,472.49,478.59,464.95,453.64,430.29,407.25,403.78,404.67,404.17,390.99,389.98,402.41,407.76,404.63,409.92,413.87,399.05,400.93,415.67,419.19,433.18,434.65,420.63,407.16,401.37,399.80,380.73,387.17,405.60,420.99,415.13,406.62,407.43,337.21,341.22,322.63,317.55,368.12,389.81,386.22,370.02,370.94,371.52,363.67,364.02,359.25,356.64,346.14,352.25,353.85,351.35,350.05,356.35,354.86,350.28,346.85,344.71,335.64,340.11,341.15,347.29,349.73,352.82,358.15,357.37,363.40,365.47,366.44,370.39,367.24,364.99,368.81,369.84,383.13,385.33,378.10,394.42,403.04,412.22,419.35,429.53,446.66,461.22,478.22,492.46,499.12,503.87,526.56,537.10,531.30,521.31,507.26,503.98,504.17,519.82,524.30
2019-02-05 22:17:21.574000,L8,511.49,516.36,501.65,489.34,475.04,477.83,461.28,471.14,461.76,466.54,468.54,480.71,482.41,485.69,497.35,492.01,493.61,489.17,498.18,502.21,500.00,492.52,491.54,481.30,471.18,464.82,465.66,465.01,457.90,467.42,463.05,449.32,457.23,455.84,462.17,465.03,475.90,472.41,466.87,470.36,461.17,461.91,459.11,469.43,475.75,477.30,475.70,463.22,473.52,467.97,457.69,456.54,473.11,475.90,481.88,487.37,485.05,471.24,477.93,473.22,461.69,460.27,450.66,445.46,445.52,427.89,433.09,450.03,458.99,459.75,458.86,454.18,449.33,437.82,419.95,430.60,433.56,420.02,460.42,455.97,457.56,467.54,471.32,472.53,474.30,466.70,451.23,435.21,407.56,403.86,410.34,404.84,391.66,396.44,402.59,408.09,408.45,408.85,300.20,398.19,401.30,412.63,420.73,432.49,439.09,420.12,414.11,414.46,459.50,413.60,397.61,406.19,417.13,420.35,411.19,410.32,335.72,337.43,340.63,323.59,365.51,388.69,388.57,376.33,372.88,370.44,371.01,367.72,359.56,357.72,350.63,348.90,352.97,354.20,351.25,354.28,354.43,350.29,346.94,344.51,338.31,338.83,339.42,347.19,351.90,352.78,356.63,362.10,363.73,363.27,367.54,371.77,367.14,364.44,371.98,371.86,379.53,383.25,378.83,386.87,402.03,410.96,420.13,423.98,446.24,460.79,479.89,489.33,498.78,499.92,519.51,535.05,529.93,520.82,509.72,500.84,499.55,510.49,520.56
2019-03-25 22:17:09.739000,L8,505.85,509.93,493.98,448.24,459.43,427.49,438.03,392.32,410.32,406.56,447.26,454.63,441.88,437.53,460.82,457.09,447.42,454.79,459.05,460.18,467.53,464.70,456.64,438.60,425.82,430.03,433.86,443.17,431.04,436.55,444.06,435.94,444.00,428.11,430.60,436.50,438.11,439.05,439.05,434.06,423.55,424.84,429.31,443.99,441.33,439.43,443.76,453.13,441.14,450.45,442.52,424.18,435.06,440.80,448.17,449.68,443.49,448.73,438.86,436.29,422.93,424.84,415.78,411.24,412.70,394.59,407.45,416.08,450.27,415.88,412.76,415.46,440.09,401.45,383.37,410.29,424.24,422.73,411.50,444.62,448.07,452.47,461.26,460.40,462.41,450.94,439.77,421.94,391.62,390.06,384.09,365.34,354.53,379.97,360.39,363.82,357.95,365.74,364.74,347.71,352.16,349.59,377.86,374.40,386.36,380.40,342.80,354.11,354.80,325.05,361.58,369.02,405.66,354.52,343.57,340.75,322.02,302.07,314.22,313.44,285.77,380.96,372.44,364.16,344.65,357.84,353.65,353.55,348.92,323.48,340.36,334.04,345.06,344.41,339.79,331.44,336.68,333.05,328.64,330.19,328.26,329.35,327.83,334.51,342.01,341.54,350.68,354.14,355.31,358.43,362.39,364.62,362.50,357.80,365.82,365.15,375.92,379.33,373.69,378.84,391.20,396.78,370.01,405.01,354.97,377.84,411.24,414.06,484.61,455.33,448.22,485.95,482.42,480.98,476.35,484.37,454.28,479.58,457.31
2019-04-26 22:16:59.330000,L8,518.53,518.11,509.44,455.51,446.32,364.98,329.67,339.74,355.97,381.17,467.01,485.80,448.03,450.53,438.50,405.15,414.25,417.68,489.89,503.97,502.46,498.97,492.20,483.03,472.49,463.78,466.07,438.62,434.30,440.22,396.37,425.70,446.00,433.29,455.68,464.66,474.39,471.08,469.03,468.82,458.22,460.59,457.58,469.55,473.09,474.64,474.25,461.89,473.02,467.50,457.92,455.45,469.10,473.05,479.14,487.23,482.82,472.46,477.67,473.30,460.93,459.54,450.28,445.94,441.23,427.13,430.37,446.54,458.70,457.47,458.23,452.28,449.24,436.03,418.73,433.06,431.35,432.47,451.74,456.64,458.91,466.81,471.14,472.87,474.40,469.18,451.58,433.02,408.36,403.13,408.07,400.69,390.26,392.84,400.00,405.60,405.63,411.44,408.54,401.84,399.81,410.44,421.31,430.15,435.60,419.67,406.48,401.23,397.29,375.29,388.75,408.33,416.68,416.09,413.03,408.66,332.38,334.44,321.41,318.52,360.87,386.71,384.97,375.27,372.13,369.63,368.91,366.54,359.10,357.08,350.44,351.39,353.15,353.10,351.69,355.18,350.64,349.69,346.84,342.11,337.84,337.91,338.60,346.57,351.51,354.54,356.00,360.91,364.58,363.95,366.97,373.30,368.01,366.06,372.32,374.39,383.56,387.21,382.92,391.64,407.09,413.72,422.49,429.41,448.21,462.71,479.34,487.16,498.28,504.47,522.69,535.86,529.76,520.86,514.33,504.28,511.07,528.35,532.25
2019-05-28 22:17:17.913000,L8,515.53,517.07,501.56,493.99,477.45,484.58,463.23,472.37,467.95,467.49,472.07,485.47,480.69,483.98,498.92,487.91,493.81,489.99,498.83,503.48,502.94,496.07,494.16,482.37,470.12,465.70,467.17,464.34,456.91,469.81,462.84,450.60,454.63,455.68,459.90,466.97,472.89,473.37,467.28,468.96,456.09,459.58,455.29,468.97,448.05,474.14,467.66,460.63,469.82,463.52,453.32,454.21,468.44,477.08,458.84,430.67,435.63,465.17,474.68,473.11,457.38,454.82,444.99,440.00,435.72,423.50,430.15,447.83,461.50,455.39,455.80,452.48,447.68,438.73,419.28,435.03,432.23,433.35,450.67,455.59,458.39,467.49,471.12,472.40,474.21,468.48,450.74,431.50,411.41,398.94,401.32,398.50,382.84,389.21,403.45,404.07,404.18,411.67,408.12,399.42,399.99,410.54,419.77,431.68,433.43,422.05,405.73,401.27,398.19,375.51,385.65,404.84,417.74,416.42,411.17,408.49,330.44,330.47,341.81,317.18,360.32,385.62,380.63,362.66,357.68,360.72,353.17,352.59,350.60,353.60,350.87,351.21,352.85,355.10,353.51,349.33,278.12,356.71,350.79,344.63,335.57,340.83,339.32,344.66,351.83,353.11,356.31,361.67,361.16,359.56,363.29,368.12,368.17,365.53,369.80,372.28,382.99,385.77,382.41,393.55,404.62,413.24,419.40,432.00,449.65,462.48,471.16,409.62,494.52,497.71,524.11,535.55,529.09,519.29,514.57,508.24,514.17,534.09,533.32
2019-07-31 22:17:38.893000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.38,297.87,270.63,460.53,463.08,476.84,474.46,474.18,466.51,468.53,459.97,463.90,464.25,472.56,480.85,323.22,325.38,298.98,314.82,508.35,291.62,391.00,350.66,443.91,391.29,445.11,489.55,478.49,485.00,478.77,468.35,466.41,456.38,452.04,448.90,431.54,438.10,453.88,465.74,465.23,460.15,457.78,451.17,441.90,422.71,437.40,437.57,435.80,455.81,464.01,460.93,472.21,478.81,476.76,480.72,469.93,458.00,437.20,411.68,409.09,411.02,407.48,395.55,395.21,406.87,411.13,408.24,413.93,415.71,402.54,404.03,418.33,421.71,433.87,438.63,423.43,410.60,404.81,401.56,380.98,390.94,408.71,421.93,422.07,415.15,411.05,335.81,337.88,350.01,323.89,313.28,392.80,390.89,376.08,376.01,373.17,371.39,370.48,364.82,361.00,355.02,355.18,359.06,357.20,357.33,357.52,358.35,353.63,352.11,348.51,341.48,344.46,343.75,349.70,354.54,359.26,360.31,364.13,367.49,368.71,370.19,376.45,371.78,369.42,373.19,375.82,386.52,388.03,383.25,395.22,408.78,415.36,424.29,436.71,450.11,465.08,480.93,489.44,501.69,504.36,523.32,536.65,527.90,518.54,516.71,510.53,516.63,532.66,533.34
2019-08-16 22:17:44.396000,L8,,,,,,498.84,547.67,338.76,499.80,,,,491.50,493.77,504.89,501.42,501.29,503.27,507.56,511.37,509.60,505.72,503.54,491.78,477.90,476.06,480.26,473.86,464.84,474.52,467.11,455.78,458.40,463.43,469.83,477.69,483.28,483.60,474.82,501.80,464.90,472.76,468.22,481.34,482.31,485.94,481.19,472.75,481.63,480.06,477.73,505.53,538.35,523.98,,,,,,,,343.73,386.32,469.72,472.75,453.34,441.53,455.73,469.20,466.30,463.63,463.32,456.55,447.87,430.18,446.67,444.10,505.24,462.02,482.80,494.69,481.28,481.48,484.72,485.74,478.10,462.49,441.98,419.47,408.76,423.15,419.84,398.39,400.43,412.49,413.66,415.29,424.09,421.62,410.61,413.90,429.20,431.38,442.52,441.82,431.48,416.61,412.13,426.86,429.52,412.23,422.86,478.05,,,,491.17,554.56,388.15,390.07,375.42,395.69,391.56,378.13,381.25,376.72,371.56,370.89,364.85,360.01,356.34,358.86,359.04,359.36,360.52,362.51,361.04,357.82,358.19,350.59,343.22,347.33,345.90,351.91,358.17,356.81,355.88,361.99,365.28,365.35,370.47,375.08,368.82,366.90,374.23,375.33,385.79,387.04,384.71,397.42,407.31,415.68,422.83,432.72,450.31,467.06,485.53,500.25,507.59,513.19,531.42,538.38,532.02,524.26,522.35,515.16,516.72,531.26,529.20
2019-10-03 22:17:57.660000,L8,512.69,516.95,498.82,485.33,470.40,461.23,453.01,439.81,422.00,413.12,464.45,481.53,481.25,482.92,495.18,489.46,493.19,486.76,495.90,500.50,498.61,491.53,491.34,479.72,465.57,461.32,464.46,463.48,407.33,440.04,456.99,447.65,452.09,454.75,457.92,463.65,472.41,474.28,466.23,452.96,456.99,385.77,339.17,260.87,288.14,281.78,287.04,430.77,382.61,461.82,454.55,435.76,440.09,433.34,466.62,482.20,244.48,382.84,455.21,464.13,390.28,413.16,422.39,426.30,437.18,404.15,431.26,442.59,458.75,455.72,451.72,428.45,442.26,434.11,400.23,417.51,431.54,428.04,446.54,455.64,452.99,464.20,467.97,469.02,473.43,463.49,449.25,428.62,405.77,401.17,401.63,402.30,390.48,373.84,365.86,394.96,400.92,406.57,407.00,380.79,397.68,409.09,413.90,429.75,429.37,416.77,398.35,365.00,371.84,339.43,378.83,347.46,341.51,318.48,323.80,284.40,,,,,,,375.72,365.00,362.96,211.48,230.24,309.57,249.82,255.83,229.92,347.30,348.00,344.72,344.40,344.45,339.09,338.79,341.35,336.18,329.44,334.28,333.30,338.39,345.27,347.95,350.36,353.65,358.65,360.33,363.04,365.83,364.49,357.04,364.02,364.85,377.77,377.01,372.04,382.61,396.16,402.36,411.09,424.33,441.24,456.17,472.09,464.26,490.14,480.15,510.77,524.24,517.27,509.42,503.70,498.27,505.11,520.58,520.19
2019-11-04 22:17:58.697000,L8,513.02,516.32,501.18,491.51,471.76,475.06,445.43,451.84,462.41,469.42,474.34,483.35,484.47,487.50,498.94,491.91,495.37,492.03,498.31,502.12,501.18,494.92,496.27,482.81,469.75,466.33,466.10,465.21,459.90,468.67,465.21,450.66,455.49,457.74,462.55,466.38,475.89,475.40,468.19,467.92,460.26,461.58,460.28,471.51,477.85,476.41,474.77,466.47,471.67,468.14,455.81,456.81,471.27,478.66,484.68,487.15,487.94,472.50,480.02,474.80,463.61,462.28,452.56,445.65,444.44,425.50,432.24,450.21,459.49,459.91,456.03,452.08,446.00,435.93,419.07,431.73,433.83,431.46,450.81,458.88,456.29,467.70,472.86,472.54,474.90,464.98,451.92,432.01,406.97,404.50,405.95,404.34,391.13,390.20,402.05,407.51,405.57,410.26,412.56,398.44,399.31,414.40,417.89,431.09,435.95,419.82,403.97,400.98,398.74,378.32,388.19,404.37,418.57,417.54,409.56,405.39,331.35,331.94,342.87,317.33,354.53,387.51,386.17,372.05,370.26,368.76,365.09,363.47,359.84,357.01,349.91,351.17,351.66,351.82,349.52,353.77,351.61,349.72,348.42,344.26,335.97,337.54,337.67,346.02,350.11,353.66,355.84,356.26,361.85,365.77,366.19,371.08,366.66,362.39,366.88,369.25,381.11,382.33,376.04,386.43,399.68,410.12,418.10,427.63,445.09,461.53,477.52,488.42,499.36,501.55,520.82,531.72,521.27,515.45,511.21,502.21,508.67,526.69,526.26
2019-11-20 22:17:54.950000,L8,512.89,516.64,501.72,492.14,473.98,478.36,460.10,469.39,467.64,467.94,473.85,484.05,484.01,488.62,499.83,491.31,495.85,490.03,501.80,492.98,492.76,484.10,479.50,472.55,460.79,467.21,442.18,498.09,468.61,466.13,451.66,445.66,452.49,458.95,462.21,468.05,475.04,476.19,470.04,471.08,458.44,462.78,458.35,473.12,476.71,478.30,475.07,465.08,472.07,466.41,458.26,458.73,470.88,479.51,481.50,489.33,483.85,474.79,478.67,476.72,460.80,463.12,450.49,448.57,441.47,426.54,432.33,449.95,463.30,457.73,457.72,450.92,446.11,437.27,413.58,433.28,429.79,431.97,444.46,457.67,455.50,470.12,460.13,477.19,461.11,446.52,452.11,423.77,408.63,402.37,402.11,407.41,378.38,388.29,405.04,402.29,401.72,408.93,408.41,401.31,400.98,413.10,421.54,435.38,435.87,419.88,297.68,335.15,272.09,363.47,330.59,324.77,418.36,415.72,411.61,409.76,327.82,309.15,342.43,325.30,328.40,388.39,385.58,370.26,368.58,366.48,367.06,363.18,345.07,301.86,340.66,351.87,352.60,352.13,353.18,355.76,344.42,350.43,350.74,341.58,335.29,341.68,340.60,345.01,352.43,356.28,355.60,359.33,364.35,365.91,366.38,372.76,368.78,361.26,369.05,370.71,382.59,382.78,379.01,389.34,401.93,410.59,419.93,430.09,448.34,462.19,477.20,486.10,496.49,498.28,521.47,531.54,523.49,515.02,512.95,501.29,509.29,526.55,528.33
2019-12-06 22:17:54.623000,L8,516.59,522.14,506.44,500.28,487.92,553.75,543.46,538.05,527.69,506.92,527.03,488.93,486.83,492.23,504.56,497.94,499.83,498.60,504.43,508.72,506.10,503.04,499.66,488.24,476.38,472.80,472.50,472.48,465.77,475.38,469.51,457.04,462.22,462.93,469.84,472.11,481.98,480.77,476.85,476.99,466.97,467.90,466.14,477.32,482.61,483.90,483.49,471.84,480.70,474.91,465.71,467.18,478.60,483.97,490.76,497.25,489.17,479.29,485.70,479.98,468.46,465.43,459.94,453.66,449.97,433.23,439.77,456.62,466.67,463.48,463.15,459.74,454.98,444.63,428.42,438.88,437.91,441.20,456.64,467.05,467.88,474.83,480.08,477.99,481.76,473.08,462.79,442.44,416.01,411.77,418.11,410.67,399.17,400.66,409.49,414.75,410.20,395.65,363.04,349.58,362.55,408.82,411.68,402.13,404.81,422.34,389.33,419.40,411.02,383.88,394.57,409.63,417.93,405.17,416.73,405.05,364.84,341.64,326.75,352.37,327.62,379.99,383.21,370.54,378.80,370.63,311.75,358.40,343.15,364.18,356.95,365.73,369.09,364.84,361.28,361.38,356.27,350.09,332.83,347.14,341.96,349.75,348.23,341.18,341.24,354.63,350.72,365.63,376.93,370.50,380.53,363.24,364.16,364.74,361.93,382.58,385.52,374.86,371.21,377.80,388.40,408.15,378.77,366.15,370.06,394.43,392.95,449.96,468.29,485.47,474.46,514.70,508.00,492.47,471.14,438.36,473.89,508.54,513.68
2019-12-22 22:17:51.823000,L8,513.36,516.39,501.39,493.06,474.83,480.44,449.02,469.10,467.09,467.61,471.11,480.40,483.21,485.44,497.32,491.36,494.61,489.61,497.51,503.05,501.71,493.15,495.76,484.33,470.99,466.75,469.18,466.16,463.58,469.95,463.55,453.45,456.20,460.62,462.12,468.78,475.71,477.79,470.38,474.00,461.70,465.54,459.08,473.72,477.17,480.73,476.85,469.79,474.66,470.24,459.02,460.89,470.61,481.28,481.82,487.66,486.78,475.52,478.95,475.91,461.49,462.56,450.01,446.75,442.03,427.02,436.14,449.90,462.21,459.74,458.23,456.22,448.44,439.97,418.75,431.84,434.94,434.74,452.35,460.76,459.51,471.68,473.01,474.74,477.74,468.73,453.26,434.32,411.51,405.66,409.66,408.46,390.13,394.46,406.63,408.19,408.13,411.90,412.59,402.32,401.54,413.23,420.48,436.69,434.11,422.63,405.50,404.31,400.94,380.06,390.55,407.26,423.14,417.05,410.30,411.67,334.40,334.25,348.56,323.58,359.09,390.03,388.62,372.32,371.93,372.85,364.81,363.51,362.00,355.23,349.99,353.88,355.70,352.89,354.40,358.97,355.28,350.26,352.34,346.69,335.83,343.50,343.54,346.62,352.74,359.00,358.42,360.31,366.08,368.15,367.37,374.14,369.77,365.75,370.52,372.30,385.67,386.83,379.53,392.87,407.84,413.59,422.89,431.27,450.87,464.65,480.41,494.27,503.24,504.74,526.09,537.24,530.71,521.66,517.97,508.18,514.56,531.00,528.23
2020-01-07 22:17:47.735000,L8,513.64,517.74,503.29,494.11,474.02,472.50,448.31,405.59,408.25,394.42,428.82,413.23,413.51,420.05,428.25,468.28,493.11,485.98,498.84,502.12,501.30,495.73,495.55,483.29,471.61,475.47,467.85,466.21,463.38,470.81,464.72,454.07,458.55,462.62,461.03,470.20,467.44,477.52,469.30,471.25,461.07,465.65,459.64,472.59,477.11,480.43,475.45,468.31,477.94,471.42,453.30,457.12,468.86,479.12,477.93,480.59,463.97,475.57,479.92,475.84,464.03,463.99,451.98,446.57,442.78,426.90,435.33,449.88,461.26,460.24,456.91,452.69,447.58,443.67,384.15,,,,296.17,264.89,383.52,438.20,472.19,473.40,477.34,467.88,453.10,432.90,409.93,404.38,408.37,404.40,389.14,391.49,401.85,406.19,405.89,410.38,411.42,400.61,399.54,411.06,418.88,434.16,433.53,420.79,405.01,400.86,397.76,377.31,387.30,405.07,419.40,415.18,408.10,410.79,329.08,303.89,316.05,307.73,277.84,372.33,375.78,354.36,351.47,360.13,346.89,350.00,361.02,354.79,349.35,351.90,354.31,351.14,351.71,355.53,351.26,347.96,348.41,344.87,334.19,340.02,340.25,344.48,350.76,354.65,356.49,359.62,364.41,365.42,365.98,371.19,367.82,362.60,368.90,369.80,383.08,382.77,377.96,387.43,403.29,410.10,417.58,429.15,448.28,462.48,477.07,472.03,491.55,482.62,519.24,531.59,525.20,526.50,352.64,,,,
2020-02-08 22:17:38.924000,L8,511.77,516.41,500.73,492.68,468.33,435.63,445.49,409.49,433.77,459.95,468.04,479.07,482.56,485.37,496.73,489.36,492.19,488.98,499.11,503.56,500.45,493.99,493.23,483.08,447.85,467.96,468.21,464.99,462.22,469.68,463.42,453.16,457.26,460.61,462.46,468.14,476.77,477.02,468.46,474.92,461.86,464.91,458.66,472.78,477.43,479.95,476.22,469.42,475.15,471.50,463.21,474.54,469.15,482.62,484.29,489.02,488.65,475.05,481.70,477.71,464.58,465.31,453.82,449.01,444.24,429.06,439.27,452.20,463.66,462.98,459.69,457.97,450.11,441.62,420.17,437.28,436.83,436.28,455.40,462.58,459.61,472.39,474.48,474.70,477.36,469.12,454.02,434.76,411.20,407.30,410.78,407.86,392.82,394.87,406.74,409.44,409.57,413.93,414.92,402.87,403.28,417.79,421.44,438.07,436.54,424.01,408.30,405.74,402.91,379.64,390.98,408.78,422.43,416.31,410.36,412.58,335.98,339.34,357.94,333.33,363.40,391.43,389.07,373.70,374.09,373.96,366.10,365.53,364.14,356.65,351.97,355.27,356.42,353.29,354.47,359.11,354.38,351.84,352.74,346.35,335.42,344.25,343.98,345.75,354.24,357.84,357.82,362.59,366.76,367.84,367.34,374.45,370.64,365.50,370.61,373.60,385.96,385.98,380.15,391.83,407.74,414.02,421.44,432.42,451.37,464.78,480.41,494.59,500.87,505.96,527.43,537.63,530.48,520.91,517.81,508.02,515.80,526.80,526.39
2020-02-24 22:17:35.189000,L8,510.04,515.84,500.32,492.15,468.71,434.24,445.24,408.39,436.64,457.23,466.97,479.38,481.84,482.68,496.60,487.57,491.67,489.80,498.50,503.50,499.94,493.92,493.32,481.29,468.70,466.66,466.93,462.91,456.87,468.45,463.43,451.40,456.94,458.61,462.55,466.85,476.63,474.18,467.80,471.62,459.78,462.43,458.92,472.33,476.44,477.99,474.75,468.01,474.11,471.11,459.25,461.40,473.07,480.29,484.97,488.59,487.99,245.86,268.64,283.38,405.77,464.17,452.71,448.38,442.67,428.08,437.05,452.29,461.53,462.77,457.48,455.09,446.96,439.41,419.96,436.37,436.93,410.54,347.60,199.32,186.31,176.54,,273.88,251.28,267.58,382.04,380.98,412.76,408.16,409.46,405.56,366.43,389.06,404.93,200.56,217.87,254.78,313.79,208.54,402.28,417.75,419.67,436.40,435.26,423.64,407.46,404.13,400.00,382.06,390.22,408.11,421.12,416.13,343.26,409.01,331.52,333.35,348.41,324.98,318.35,390.43,389.24,373.46,372.68,373.70,368.19,367.34,364.00,358.18,351.06,353.90,356.72,353.42,352.25,357.14,351.91,349.26,349.07,345.02,334.98,342.51,343.50,345.88,352.06,356.57,359.24,361.10,365.79,368.26,367.05,373.79,370.26,366.41,370.11,373.44,384.05,384.12,378.24,389.99,409.11,416.09,419.06,429.88,449.40,464.42,478.33,494.51,499.06,499.64,525.21,537.14,529.88,521.39,516.31,503.84,512.69,529.98,526.78
2020-03-11 22:17:28.877000,L8,504.17,510.20,495.55,481.66,460.84,427.47,438.03,401.12,410.32,412.58,451.53,456.39,445.83,442.37,463.80,465.45,463.19,456.76,461.22,464.13,478.51,477.19,459.78,447.54,431.04,434.30,448.24,452.42,434.41,441.12,442.12,443.00,446.49,445.88,431.13,457.17,443.20,403.03,262.15,288.48,328.35,369.85,365.68,375.32,385.20,429.38,338.06,295.22,250.34,,,,,,400.80,451.44,445.01,462.80,439.23,466.91,410.04,381.79,372.71,266.10,212.72,392.30,413.99,414.37,453.81,419.82,414.72,418.53,442.32,403.50,401.55,421.89,421.26,425.56,420.73,434.30,452.59,458.27,461.84,464.83,455.27,461.73,441.71,423.37,401.90,391.19,395.81,387.78,374.24,384.38,363.68,368.76,361.70,409.16,405.02,397.27,394.92,405.14,416.24,387.01,388.02,380.35,366.10,360.00,362.51,339.53,379.58,377.97,406.32,402.64,392.51,341.78,321.80,300.94,320.91,317.24,289.80,381.18,373.90,368.57,360.91,358.55,358.22,358.20,348.63,347.94,342.98,340.53,344.61,345.49,344.56,343.17,334.44,335.97,338.51,333.75,328.13,333.95,330.92,336.17,344.54,347.41,349.85,354.64,360.03,357.42,362.46,366.34,362.06,358.20,364.50,368.48,376.45,376.89,374.30,382.00,393.10,396.56,409.95,412.20,403.21,382.06,414.13,413.73,490.45,459.59,460.31,452.53,481.85,483.12,483.42,491.11,492.41,486.45,459.19
2020-03-27 22:17:20.128000,L8,504.28,510.98,494.81,452.58,457.99,425.24,434.43,391.98,406.68,404.90,442.56,451.45,436.71,434.43,451.70,457.42,423.40,450.93,455.41,458.68,467.23,464.81,454.31,420.47,424.02,427.62,433.25,445.38,430.88,435.12,437.23,438.39,449.74,399.89,288.79,370.73,369.58,343.89,357.44,352.75,352.06,334.66,355.34,399.30,438.23,181.78,239.71,218.77,254.77,305.57,269.73,297.66,285.70,206.59,206.81,402.75,433.62,442.34,404.83,427.09,422.06,421.90,412.05,408.50,406.34,393.28,409.92,410.81,453.70,414.89,410.93,415.02,439.37,400.24,379.89,409.11,422.97,391.24,302.13,414.30,448.58,459.92,440.68,463.15,376.66,341.25,300.93,,,,259.03,353.79,349.21,313.44,362.06,362.72,362.08,363.58,343.30,348.46,360.31,353.58,373.24,383.73,384.97,377.64,360.09,355.70,358.46,336.57,345.72,369.26,403.17,355.84,341.22,339.54,319.92,297.41,318.25,315.72,284.19,379.68,364.15,366.13,361.08,358.65,352.43,356.46,351.48,321.13,345.36,338.88,344.45,343.25,344.54,338.22,331.45,330.22,333.59,327.99,327.46,330.96,327.74,336.86,344.01,343.78,348.25,353.03,357.85,357.12,361.05,367.74,361.87,357.27,362.88,366.38,374.34,375.13,370.13,379.90,387.66,392.81,365.04,360.32,351.43,378.26,408.02,411.32,485.65,452.12,439.86,449.09,480.50,479.93,475.18,484.93,489.84,478.26,454.85
