dates,nzd0178-0000,nzd0178-0001,nzd0178-0002,nzd0178-0003,nzd0178-0004,satname
2003-11-17 21:50:09+00:00,,,321.56,302.6,316.8,L5
2003-12-03 21:50:19+00:00,,,315.95500000000004,298.535,311.405,L5
2005-11-15 21:54:26+00:00,,,316.22,294.95,302.44,L5
2013-11-12 22:13:56+00:00,363.55,325.04,,,,L8
2013-11-28 22:13:49+00:00,363.55,325.04,289.51,304.46,312.03,L8
2014-12-01 22:12:24+00:00,370.04,320.54,324.73,,,L8
2022-01-21 22:12:23+00:00,,,335.05,315.02,311.57,L8
2022-02-22 22:12:14+00:00,,,333.66499999999996,311.455,309.16499999999996,L8
2022-03-02 22:12:13+00:00,,303.64,332.94,310.1333333333333,307.71666666666664,L9
2023-11-08 22:12:20+00:00,368.14,328.84,335.53,312.32,306.75,L8
2025-01-21 22:12:25+00:00,362.15,310.82,328.68,,,L9
