dates,nzd0188-0000,nzd0188-0001,nzd0188-0002,nzd0188-0003,nzd0188-0004,nzd0188-0005,nzd0188-0006,nzd0188-0007,nzd0188-0008,nzd0188-0009,nzd0188-0010,nzd0188-0011,nzd0188-0012,nzd0188-0013,nzd0188-0014,satname
1999-12-09 21:58:57+00:00,,328.47,315.73,321.87,,320.49,,321.64,,,,,,,,L7
2000-08-05 21:57:08+00:00,,,,,,,,,,,178.48,,201.92,205.01,178.46,L7
2001-09-25 21:54:28+00:00,,,,,,,,,,,174.2,,200.18,190.49,163.54,L7
2001-10-11 21:54:09+00:00,,,,,,,,,,,174.2,,201.73000000000002,200.745,162.365,L7
2002-03-20 21:54:48+00:00,,,,,,,,,,,174.285,,197.8066666666667,201.85666666666668,168.49666666666667,L7
2002-10-14 21:53:43+00:00,,,,,,,,,,,,,,225.78,,L7
2002-10-23 21:47:39+00:00,,,,,,,,,,,,150.71,165.67,209.94,149.58,L7
2003-01-18 21:54:30+00:00,,,,,,,,,,,,150.61,166.04,206.57000000000002,155.775,L7
2003-10-18 21:37:48+00:00,322.97,296.4,288.31,295.45,,,269.23,285.52,276.6,276.26,,,,,,L5
2004-05-20 21:46:44+00:00,,,,,,,,,,,,211.95,216.87,222.69,158.58,L5
2004-09-25 21:50:07+00:00,,,,,,,,,,,,199.265,219.41500000000002,222.625,155.74,L5
2004-10-20 21:44:28+00:00,315.79,298.32,288.37,297.1,279.92,292.96,273.56,292.36,279.88,276.33,,199.265,219.41500000000002,222.625,155.74,L5
2005-01-15 21:52:09+00:00,315.79,298.32,288.37,297.1,279.92,292.96,273.56,292.36,279.88,276.33,136.2,196.925,210.07999999999998,211.86,152.9,L5
2005-01-24 21:46:06+00:00,320.19,301.92499999999995,295.58000000000004,299.08500000000004,286.71500000000003,294.275,271.52,292.52,278.515,277.685,215.39499999999998,196.925,210.07999999999998,211.86,152.9,L5
2005-03-13 21:46:47+00:00,320.19,301.92499999999995,295.58000000000004,299.08500000000004,286.71500000000003,294.275,271.52,292.52,278.515,277.685,215.39499999999998,196.925,212.42666666666665,213.08666666666667,149.305,L5
