dates,satname,nzd0188-0000,nzd0188-0001,nzd0188-0002,nzd0188-0003,nzd0188-0004,nzd0188-0005,nzd0188-0006,nzd0188-0007,nzd0188-0008,nzd0188-0009,nzd0188-0010,nzd0188-0011,nzd0188-0012,nzd0188-0013,nzd0188-0014
2013-11-14 22:01:33.487000,L8,,,,,,,,,,,,213.35,214.90,,
2014-01-24 22:07:09.509000,L8,296.94,292.83,293.71,297.51,,,266.27,291.78,278.66,279.50,286.41,289.57,292.06,285.74,285.58
2014-05-25 21:59:22.796000,L8,308.29,292.21,286.50,283.05,,,,,,,,,,,
2014-12-03 22:00:01.875000,L8,301.35,292.34,291.33,292.34,290.49,291.56,288.37,293.55,286.39,285.33,293.43,294.79,297.17,289.99,292.18
2015-02-12 22:05:51.250000,L8,,,,,,,,,,,120.83,159.66,254.11,,
2015-06-29 21:59:14.515000,L8,295.33,277.32,,,,,,,,,,,,238.62,279.21
2015-08-23 22:05:48.569000,L8,,,,,,,,,,,,,265.91,,271.71
2015-10-26 22:06:07.756000,L8,298.72,290.71,288.73,286.72,288.10,290.50,270.39,290.73,279.86,281.73,287.59,289.07,290.67,285.54,286.40
2016-09-10 22:06:15.488000,L8,298.12,291.44,287.71,288.19,288.19,290.56,271.38,289.98,280.36,280.77,288.86,289.12,289.45,287.43,287.46
2016-11-22 22:00:11.776000,L8,303.82,292.42,286.79,287.63,287.86,289.78,286.80,286.98,281.27,281.38,287.67,288.14,290.68,287.15,286.37
2017-05-01 21:59:07.812000,L8,,,,,,,,,,,,,,224.91,149.70
2017-12-02 22:06:10.894000,L8,297.03,286.39,281.75,283.24,,,,,,,,283.65,289.54,285.61,284.25
2017-12-11 22:00:00.576000,L8,,,,,,,,,,,,151.66,275.41,196.05,
2017-12-27 22:00:01.778000,L8,300.69,286.59,284.06,282.44,284.18,288.04,264.42,286.13,276.58,276.78,285.33,281.81,289.60,285.06,284.69
2018-06-28 22:05:04.262000,L8,299.59,292.06,283.95,291.18,,,268.47,291.57,280.24,278.40,288.27,286.65,289.17,286.47,287.67
2018-07-23 21:59:04.706000,L8,,,,,,,,,,,,,265.39,236.07,146.67
2018-08-24 21:59:21.762000,L8,299.43,289.07,284.13,289.20,,,270.92,289.26,281.55,278.50,290.08,286.41,287.11,284.09,286.33
2018-11-03 22:05:57.421000,L8,294.77,284.09,279.40,284.01,,,,,,,,,,,
2019-07-10 21:59:47.381000,L8,,,,,,,,,,,,222.85,213.17,171.09,146.58
2019-07-17 22:05:59.094000,L8,,,,,,,,,,,,,281.36,234.24,275.02
2019-10-21 22:06:25.884000,L8,297.60,289.39,283.30,287.72,,,,,,,,284.68,289.80,285.19,285.20
2019-11-22 22:06:21.092000,L8,,,,,,,,,,,,208.07,194.27,209.67,
2020-12-03 22:00:12.476000,L8,307.71,293.57,291.02,291.21,287.44,292.56,288.38,290.95,288.13,284.00,290.71,283.20,293.66,290.06,285.19
2021-01-11 22:06:14.248000,L8,298.46,286.19,284.81,284.99,,,,,,,,280.31,289.28,285.67,283.06
2021-06-29 21:59:44.847000,L8,308.78,297.00,291.41,292.85,291.79,299.02,297.11,294.12,288.55,293.69,296.10,293.99,292.62,288.62,289.24
2021-12-22 22:00:09.882000,L8,,,,,,,333.94,329.57,334.92,318.18,311.92,349.44,331.96,,
2022-02-15 22:06:06.152000,L8,299.52,293.21,289.94,294.02,291.46,294.91,275.42,293.11,286.57,285.53,288.30,289.77,292.18,286.64,286.15
2022-02-16 22:00:02.239000,L9,303.72,289.46,287.72,288.09,287.30,294.96,288.78,290.86,286.73,282.21,286.23,288.54,290.90,283.69,285.99
2022-10-06 22:00:26.730000,L8,301.64,292.37,289.79,292.51,290.10,293.81,289.95,292.31,285.94,281.64,291.60,289.13,290.83,285.24,285.65
2022-10-21 22:06:29.540000,L9,,,,,,,,,,,,,282.12,226.43,275.47
2022-10-22 22:00:27.201000,L8,299.66,295.95,290.81,294.06,289.25,295.53,291.53,292.88,289.21,284.07,290.36,289.99,293.46,285.30,285.78
2023-02-19 22:00:13.172000,L9,330.49,334.20,326.30,319.56,320.79,322.57,334.79,329.20,317.11,317.83,328.13,326.56,325.69,303.21,306.38
2023-03-07 22:00:01.421000,L9,299.79,288.82,284.61,284.77,283.06,289.33,271.62,286.36,278.77,276.57,283.76,280.13,286.65,279.81,278.08
2023-03-14 22:06:11.235000,L9,,,,,,,,,,,149.78,188.89,276.35,226.92,
2023-06-11 21:59:13.590000,L9,,,,,,,,,,,,,,230.36,280.52
2023-08-05 22:05:47.142000,L9,,,,,,,,,,,,,,225.30,153.80
2023-08-14 21:59:37.575000,L9,300.96,289.91,283.19,285.33,,,,,,,,,,,
2023-08-21 22:05:52.129000,L9,,,,,,,,,,,,,193.62,224.79,151.51
2023-08-22 21:59:50.611000,L8,301.06,297.92,291.28,292.52,290.45,295.45,290.86,291.83,286.83,284.85,293.73,289.38,288.75,282.30,284.48
2023-08-30 21:59:47.581000,L9,310.83,298.29,291.79,292.49,291.80,296.60,289.00,292.17,288.06,284.70,293.10,288.71,289.81,283.53,283.87
2023-09-15 21:59:56.151000,L9,307.81,298.94,291.94,293.60,291.62,297.34,292.48,293.77,290.79,282.12,295.21,290.30,290.71,284.08,285.06
2023-10-08 22:06:10.308000,L9,,,,,,,,,,,,183.02,196.82,219.14,151.55
2023-11-09 22:06:12.836000,L9,297.21,293.28,288.87,288.16,283.74,292.10,279.68,287.45,279.78,276.42,285.36,284.40,287.96,279.92,279.03
2023-11-26 22:00:05.887000,L8,298.18,291.28,286.10,284.55,279.64,288.89,278.21,284.56,277.46,275.80,284.53,281.97,287.45,279.18,278.39
2023-12-20 22:00:11.701000,L9,305.70,294.95,291.47,290.32,286.89,293.12,287.58,289.65,282.74,282.72,291.39,289.39,294.42,285.09,284.27
2024-01-13 21:59:59.046000,L8,304.99,293.93,285.07,285.51,281.57,289.67,272.87,285.69,278.95,277.26,283.82,283.48,287.56,280.63,279.61
2024-01-29 21:59:53.657000,L8,,,,,278.03,288.21,270.49,284.04,274.78,274.32,282.29,281.16,286.21,279.74,278.82
2024-02-05 22:06:08.032000,L8,295.39,288.79,284.59,283.50,280.04,289.58,276.48,287.17,277.18,276.60,284.10,159.03,220.86,,281.09
2024-02-29 22:06:11.471000,L9,298.13,293.86,289.80,291.03,284.87,295.00,289.32,289.81,283.40,281.61,287.51,288.77,292.47,283.59,285.06
2024-03-09 22:00:02.127000,L9,298.81,292.50,286.31,285.37,283.65,291.13,274.42,287.12,281.20,277.89,284.93,283.95,289.28,282.07,283.30
2024-03-16 22:06:11.528000,L9,300.89,297.39,291.36,289.71,287.72,294.99,275.79,291.46,284.96,280.75,287.22,289.77,290.47,286.27,286.37
2024-07-07 21:59:13.270000,L8,,,,,,,,,,,,,,239.64,154.38
2024-07-23 21:59:27.877000,L8,,,,,,,,,,,,,,,270.84
2024-09-08 22:05:48.031000,L9,,,,,,,,,,,,217.50,278.63,226.51,149.86
2024-09-25 21:59:43.418000,L8,297.19,290.43,289.94,,,,,,,,,168.61,138.80,157.85,136.54
2024-11-04 21:59:57.264000,L9,302.88,297.58,290.85,291.06,287.07,296.12,289.95,291.41,285.10,283.95,290.83,291.07,294.69,284.81,286.60
2024-12-06 21:59:59.962000,L9,307.16,296.21,290.01,290.43,290.59,296.80,288.78,293.87,286.08,282.94,293.39,290.96,292.60,287.63,288.47
2025-01-06 22:06:06.570000,L8,304.63,296.64,289.84,291.90,287.23,293.03,290.48,292.32,282.21,281.15,288.37,290.58,293.97,285.98,284.76
2025-02-24 21:59:57.705000,L9,302.93,290.07,283.09,284.27,280.76,289.69,271.27,287.24,277.24,275.78,284.49,284.97,287.68,282.02,281.72
2025-03-12 21:59:53.428000,L9,301.74,295.50,289.73,287.25,286.05,292.90,290.34,289.95,282.40,280.72,288.44,288.58,291.60,284.33,284.67
2025-05-15 21:59:23.560000,L9,,,,,,,,,,,,,281.35,234.94,156.13
2025-08-19 21:59:57.672000,L9,295.72,291.17,287.21,284.62,283.40,290.53,285.47,286.37,277.03,277.65,286.02,287.90,286.32,278.79,282.88
2025-09-04 22:00:02.921000,L9,296.62,290.03,,,,,,,274.74,279.99,288.10,288.11,282.75,278.32,285.35
2025-09-28 22:00:04.806000,L8,297.72,294.87,289.70,289.78,287.65,291.16,290.34,290.79,282.03,282.01,292.39,293.06,284.19,281.58,286.88
2025-10-14 22:00:07.657000,L8,297.40,291.70,289.78,289.10,289.25,292.94,290.88,290.40,284.79,283.75,290.55,292.20,283.26,281.60,286.60
2025-10-30 22:00:08.787000,L8,296.59,291.67,288.49,289.68,287.37,291.60,288.94,292.29,281.98,281.01,290.51,292.33,282.09,281.62,287.24
