dates,nzd0493-0000,nzd0493-0001,nzd0493-0002,nzd0493-0003,nzd0493-0004,nzd0493-0005,nzd0493-0006,nzd0493-0007,nzd0493-0008,nzd0493-0009,satname
1999-08-26 22:07:32+00:00,,,,,,,314.75,324.97,322.58,,L7
2000-07-27 22:05:48+00:00,,,,,,,,,337.64,,L7
2000-12-18 22:05:01+00:00,319.6,,,270.37,,,,,337.64,,L7
2001-01-03 22:05:00+00:00,319.46500000000003,286.49,277.9,273.07,,,,,337.64,,L7
2001-02-20 22:05:00+00:00,314.09,286.49,277.9,273.07,,,,,308.32,,L7
2001-03-31 22:10:31+00:00,314.09,286.49,277.9,273.07,313.51,333.73,,,308.32,333.11,L7
2001-06-28 22:03:56+00:00,311.335,286.49,277.9,275.77,313.51,333.73,,,308.32,317.005,L7
2001-08-15 22:03:26+00:00,303.34,,,,313.51,316.97,299.84,310.31,289.83500000000004,314.95666666666665,L7
2002-02-23 22:03:31+00:00,315.55,,,,,,,,304.07,,L7
2002-03-11 22:03:31+00:00,315.55,,,,,304.93,309.44,312.71,308.40999999999997,,L7
2002-05-30 22:03:13+00:00,315.55,,,,,312.27,301.69,306.83,308.40999999999997,327.42,L7
2002-11-22 22:02:45+00:00,,323.94,313.21,313.88,319.79,319.84000000000003,293.94,300.95,,327.42,L7
2002-12-24 22:02:57+00:00,,323.94,313.21,313.88,319.79,320.07,,320.23,332.33,320.23,L7
2003-08-13 21:51:32+00:00,,,,318.37,272.08,,,,,,L5
2004-08-15 21:57:37+00:00,,,,,,318.49,323.91,320.97,298.98,324.54,L5
2004-10-18 21:59:11+00:00,312.38,301.06,275.46,,,302.77,314.78,311.535,294.4,311.78499999999997,L5
2005-03-11 22:01:31+00:00,312.38,301.06,275.46,,,286.95000000000005,305.82,302.62,291.315,298.345,L5
2005-04-12 22:01:42+00:00,312.38,301.06,275.46,,,296.6266666666667,310.17,306.3833333333334,295.0566666666667,304.72,L5
2005-07-08 22:08:03+00:00,,,,,,309.2266666666667,314.4533333333333,309.2166666666667,292.0266666666667,312.21333333333337,L5
2006-02-01 22:10:37+00:00,,,320.33,311.08,286.85,,341.21,342.81,,342.82,L5
2006-02-26 22:05:22+00:00,,,324.11,316.395,290.525,,340.23,342.03999999999996,,343.39,L5
2006-03-14 22:05:42+00:00,,,329.55333333333334,322.63,298.25666666666666,,340.23,342.03999999999996,,343.39,L5
2006-08-05 22:07:55+00:00,,,334.16499999999996,328.405,303.96,309.3,326.20500000000004,328.52,286.63,331.64,L5
2006-08-21 22:08:07+00:00,,,334.16499999999996,328.405,303.96,309.3,310.2,315.03666666666663,278.53,315.9733333333333,L5
2007-09-09 22:07:45+00:00,,,,,,308.88,314.15,311.31,293.9,310.44,L5
2008-11-14 21:57:52+00:00,,,321.76,311.96,287.42,330.76,337.51,344.1,342.36,342.36,L5
2009-01-17 21:59:44+00:00,,,321.76,311.96,287.42,319.145,325.28999999999996,327.59000000000003,322.8,320.645,L5
2010-02-05 22:05:29+00:00,333.22,315.83,305.65,296.78,269.92,332.53,336.05,335.8,334.14,332.97,L5
2010-10-26 22:10:38+00:00,,326.54,314.58,304.65,277.08,346.07,,,346.99,351.89,L5
2010-12-22 22:04:29+00:00,,326.54,314.58,304.65,292.03999999999996,346.07,,,346.99,348.19,L5
2011-02-08 22:04:35+00:00,,326.54,314.58,304.65,292.03999999999996,323.005,312.79,311.96,323.75,336.5466666666667,L5
2011-03-12 22:04:31+00:00,,326.54,314.58,304.65,292.03999999999996,310.52666666666664,308.71500000000003,306.525,311.6166666666667,327.6875,L5
2013-05-11 22:22:18+00:00,,,,,,294.84,296.02,304.71,273.23,306.71,L8
2013-07-07 22:16:35+00:00,,,,,,305.04999999999995,300.275,307.71500000000003,287.86,313.30499999999995,L8
2013-07-14 22:22:22+00:00,,,,,,305.04999999999995,295.96666666666664,300.82666666666665,281.24666666666667,309.4,L8
2013-08-31 22:22:26+00:00,,,,,,305.04999999999995,293.74,295.6225,277.645,305.91499999999996,L8
2013-10-02 22:22:16+00:00,,292.17,290.96,286.89,,303.25666666666666,295.99,299.15,282.892,307.492,L8
2013-10-27 22:16:19+00:00,322.19,295.515,290.73,287.78499999999997,,301.375,296.835,300.92,286.2283333333333,307.58166666666665,L8
2013-11-19 22:22:25+00:00,320.43,294.37333333333333,288.5566666666667,285.39000000000004,,300.65000000000003,297.44666666666666,300.92,291.49333333333334,307.1383333333333,L8
2013-12-30 22:16:01+00:00,320.43,294.37333333333333,288.5566666666667,285.39000000000004,,297.344,296.57714285714286,300.86571428571426,289.0857142857143,305.73999999999995,L8
2014-03-11 22:20:55+00:00,320.43,294.37333333333333,288.5566666666667,285.39000000000004,,290.37,297.678,305.534,291.812,301.592,L8
2014-03-20 22:15:01+00:00,320.43,294.37333333333333,288.5566666666667,285.39000000000004,,288.18666666666667,296.0366666666667,304.43,287.73333333333335,300.79833333333335,L8
2014-04-21 22:14:29+00:00,320.43,295.475,287.355,284.64000000000004,,285.255,293.8983333333333,302.6166666666667,282.33166666666665,297.9483333333333,L8
2014-08-11 22:14:39+00:00,,,,,,282.255,290.82000000000005,300.0125,270.4825,294.82,L8
2014-08-18 22:20:51+00:00,,,,,,283.63,291.764,300.714,271.58000000000004,296.01800000000003,L8
2014-11-06 22:20:37+00:00,321.26,295.65,291.02,284.96,,291.28999999999996,296.93,304.54999999999995,285.03,302.82,L8
2014-11-15 22:14:49+00:00,322.87,300.195,293.03499999999997,285.08,,292.605,299.125,307.84999999999997,291.28499999999997,304.445,L8
2015-01-02 22:14:38+00:00,322.9666666666667,299.08666666666664,289.93333333333334,283.93666666666667,,293.2,300.17600000000004,308.408,295.032,306.294,L8
2015-02-10 22:20:38+00:00,322.46500000000003,297.11,288.0,282.34999999999997,,294.658,302.68,310.462,302.738,308.02,L8
2015-03-14 22:20:23+00:00,323.392,295.174,287.18,282.046,,296.90199999999993,304.88,312.416,309.648,311.36199999999997,L8
2015-05-01 22:20:00+00:00,323.392,295.174,287.18,282.046,,295.0233333333333,302.885,310.30333333333334,303.55333333333334,309.31666666666666,L8
2015-06-11 22:13:52+00:00,323.74,291.82666666666665,283.2766666666667,280.02333333333337,,294.66600000000005,299.872,305.998,294.442,307.658,L8
2015-07-29 22:14:13+00:00,324.03,289.30499999999995,283.05000000000007,279.21000000000004,,297.36199999999997,299.014,306.646,287.898,308.01599999999996,L8
2015-08-21 22:20:09+00:00,327.1,287.43,283.9,280.83,,299.12399999999997,298.25800000000004,307.67400000000004,283.86,308.734,L8
2015-10-08 22:20:24+00:00,,321.08,,,,299.96400000000006,300.284,309.70799999999997,285.63,310.13,L8
2015-10-17 22:14:38+00:00,,305.44,282.51,278.45,,298.99333333333334,300.2183333333333,309.97666666666663,289.05,308.375,L8
2016-01-05 22:14:40+00:00,328.28,301.69666666666666,282.78499999999997,279.705,,302.03599999999994,303.688,314.48,300.368,311.758,L8
2016-06-29 22:14:26+00:00,328.28,294.21,283.06,280.96,,309.87,301.425,311.35,306.045,316.55,L8
2016-07-06 22:20:17+00:00,,,,,,310.435,299.675,309.21500000000003,288.605,318.095,L8
