dates,satname,nzd0493-0000,nzd0493-0001,nzd0493-0002,nzd0493-0003,nzd0493-0004,nzd0493-0005,nzd0493-0006,nzd0493-0007,nzd0493-0008,nzd0493-0009
1999-08-26 22:07:32.686000,L7,,,,,,339.38,314.75,324.97,322.58,362.80
2000-07-27 22:05:48.258000,L7,,,,,350.77,363.79,367.27,370.85,337.64,357.29
2000-12-18 22:05:01.704000,L7,319.60,339.10,345.18,270.37,,,,,,
2001-01-03 22:05:00.181000,L7,319.33,286.49,277.90,275.77,,,,,,
2001-02-20 22:05:00.525000,L7,303.34,369.48,363.48,367.47,366.05,365.44,359.29,348.02,308.32,362.98
2001-03-31 22:10:31.555000,L7,,,,,313.51,333.73,351.45,365.69,362.50,333.11
2001-04-09 22:04:41.882000,L7,,,369.10,367.02,369.63,375.19,374.84,378.73,381.29,388.30
2001-06-28 22:03:56.771000,L7,,,,,,,,,,300.90
2001-08-15 22:03:26.328000,L7,,,,,,300.21,299.84,310.31,271.35,310.86
2002-02-23 22:03:31.354000,L7,315.55,371.84,343.52,356.72,361.10,353.43,362.49,,304.07,355.78
2002-03-11 22:03:31.366000,L7,,,,,,304.93,309.44,312.71,312.75,357.94
2002-04-12 22:03:25.302000,L7,,,,370.48,382.55,356.75,352.82,370.96,351.52,356.32
2002-05-14 22:03:19.418000,L7,,,,392.37,365.43,362.51,364.40,369.25,376.17,364.53
2002-05-30 22:03:13.672000,L7,,,,,,319.61,293.94,300.95,267.25,327.42
2002-11-22 22:02:45.529000,L7,346.02,323.94,313.21,313.88,319.79,320.07,379.41,358.23,354.84,357.36
2002-12-08 22:02:51.522000,L7,302.90,286.28,284.81,290.45,271.88,303.27,294.40,300.72,304.57,285.14
2002-12-24 22:02:57.022000,L7,375.08,369.94,344.45,349.53,359.37,362.41,363.58,320.23,332.33,320.23
2003-08-13 21:51:32.649000,L5,,,326.81,318.37,272.08,345.33,347.70,346.63,346.01,349.71
2003-10-07 21:58:35.519000,L5,297.84,302.83,278.33,,,,,,,
2003-11-17 21:52:57.120000,L5,356.13,357.88,350.16,349.42,359.83,364.03,371.03,371.37,370.32,356.52
2004-07-30 21:57:15.668000,L5,,,,300.50,281.58,338.88,342.69,333.30,335.04,345.06
2004-08-15 21:57:37.379000,L5,,,,,,318.49,323.91,320.97,298.98,324.54
2004-10-18 21:59:11.702000,L5,312.38,301.06,275.46,,,287.05,305.65,302.10,289.82,299.03
2005-03-11 22:01:31.683000,L5,,,,,,286.85,305.99,303.14,292.81,297.66
2005-04-12 22:01:42.862000,L5,,,,,,315.98,318.87,313.91,302.54,317.47
2005-04-19 22:07:31.266000,L5,,,,,,310.18,317.63,314.42,299.70,319.52
2005-05-05 22:07:37.767000,L5,,,,,,299.11,307.30,308.78,284.09,310.22
2005-06-22 22:08:22.866000,L5,,,,,347.35,357.38,372.71,365.99,366.57,365.39
2005-07-08 22:08:03.465000,L5,,,,,,324.85,318.50,310.60,280.73,321.51
2005-10-05 22:02:41.026000,L5,369.18,374.71,357.06,355.99,363.91,364.79,362.56,366.75,369.29,367.58
2005-11-06 22:02:46.848000,L5,367.68,361.82,336.54,358.11,349.31,354.92,353.56,356.79,359.22,357.00
2006-02-01 22:10:37.799000,L5,,,320.33,311.08,286.85,341.14,341.21,342.81,345.78,342.82
2006-02-26 22:05:22.928000,L5,354.06,340.50,327.89,321.71,294.20,353.05,339.25,341.27,341.29,343.96
2006-03-14 22:05:42.635000,L5,357.17,347.15,340.44,335.10,313.72,356.21,355.09,352.08,352.28,354.74
2006-04-15 22:06:18.610000,L5,,,,,,318.39,322.48,320.65,308.52,324.72
2006-08-05 22:07:55.109000,L5,,,,,,309.30,313.16,315.77,286.63,319.32
2006-08-21 22:08:07.440000,L5,,,,,,,278.19,288.07,270.43,284.64
2006-08-28 22:14:23.601000,L5,,,,,,320.24,320.02,301.53,281.11,298.16
2006-12-11 22:09:16.015000,L5,354.51,342.36,332.21,316.42,302.14,341.21,345.59,339.09,335.61,337.04
2007-09-09 22:07:45.163000,L5,,,,,,308.88,314.15,311.31,293.90,310.44
2007-09-16 22:13:28.554000,L5,,,,,,304.23,313.10,309.89,293.92,323.54
2008-11-14 21:57:52.281000,L5,352.06,333.55,321.76,311.96,287.42,330.76,337.51,344.10,342.36,342.36
2009-01-17 21:59:44.398000,L5,,,,,,307.53,313.07,311.08,303.24,298.93
2010-02-05 22:05:29.575000,L5,333.22,315.83,305.65,296.78,269.92,332.53,336.05,335.80,334.14,332.97
2010-10-26 22:10:38.745000,L5,342.94,326.54,314.58,304.65,277.08,346.07,348.36,353.86,346.99,351.89
2010-12-13 22:10:13.376000,L5,348.65,378.28,359.78,329.11,327.65,331.43,338.32,357.30,351.09,345.00
2010-12-22 22:04:29.137000,L5,363.06,341.03,328.23,324.01,307.00,348.73,354.95,356.31,346.33,344.49
2011-01-30 22:10:20.732000,L5,365.79,370.40,352.21,346.03,346.50,350.12,355.13,362.29,366.82,371.42
2011-02-08 22:04:35.159000,L5,,,,,,299.94,312.79,311.96,300.51,313.26
2011-03-12 22:04:31.079000,L5,,,,,,285.57,304.64,301.09,287.35,301.11
2013-05-11 22:22:18.973000,L8,,,,,,294.84,296.02,304.71,273.23,306.71
2013-05-11 22:22:42.945000,L8,,,,,,294.54,295.61,304.15,272.97,305.98
2013-07-07 22:16:35.929000,L8,,,,,,315.26,304.53,310.72,302.49,319.90
2013-07-14 22:22:22.423000,L8,,,,,,,287.35,287.05,268.02,301.59
2013-08-31 22:22:26.282000,L8,,,,,,,287.06,280.01,266.84,295.46
2013-08-31 22:22:50.245000,L8,,,,,,269.35,286.75,280.23,266.77,295.40
2013-10-02 22:22:16.506000,L8,327.63,292.17,290.96,286.89,,299.67,304.99,313.26,303.88,313.80
2013-10-02 22:22:40.460000,L8,328.49,294.32,292.42,288.77,,300.97,306.21,314.46,305.17,314.51
2013-10-27 22:16:19.549000,L8,322.19,298.86,290.50,288.68,,295.73,301.06,309.77,302.91,308.03
2013-11-03 22:22:32.045000,L8,328.69,304.62,293.34,287.13,,298.09,306.12,313.35,310.81,316.19
2013-11-19 22:22:01.448000,L8,319.70,293.24,287.12,283.67,,293.51,301.95,306.17,306.11,305.09
2013-11-19 22:22:25.407000,L8,318.67,292.09,284.21,280.60,,291.94,299.69,304.71,304.82,304.05
2013-12-30 22:16:01.055000,L8,,,,,,284.12,291.36,300.54,274.64,297.35
2014-01-22 22:21:31.494000,L8,322.84,300.15,288.12,285.99,265.86,299.56,307.58,310.79,308.79,311.12
2014-03-11 22:20:55.957000,L8,,,,,,280.39,291.29,299.39,272.81,284.73
2014-03-20 22:15:01.497000,L8,,,,,,277.27,287.83,298.91,267.34,296.83
2014-04-21 22:14:29.865000,L8,,,,,,282.08,292.16,302.38,271.47,296.70
2014-08-11 22:14:39.696000,L8,,,,,,289.28,292.00,299.37,270.31,301.02
2014-08-18 22:20:51.886000,L8,,,,,,289.13,295.54,303.52,275.97,300.81
2014-11-06 22:20:37.163000,L8,321.26,295.65,291.02,284.96,,295.46,303.25,310.76,308.81,306.63
2014-11-06 22:21:01.126000,L8,323.32,296.96,290.52,285.87,,294.47,303.51,311.20,309.40,309.58
2014-11-15 22:14:49.314000,L8,324.48,304.74,295.05,285.20,,296.55,305.71,317.75,310.05,309.32
2014-11-22 22:20:33.645000,L8,338.69,360.84,354.89,361.91,356.73,357.23,360.56,365.19,364.07,366.51
2014-12-24 22:20:29.754000,L8,321.69,290.67,282.13,279.96,,295.06,304.38,311.35,310.77,294.19
2015-01-02 22:14:38.674000,L8,323.16,296.87,283.73,281.65,,295.58,304.38,310.64,310.02,313.69
2015-02-10 22:20:38.674000,L8,320.96,291.18,282.20,277.59,,296.57,304.52,309.64,308.84,309.65
2015-03-14 22:20:23.206000,L8,327.10,287.43,283.90,280.83,,300.35,306.54,313.29,310.52,317.52
2015-05-01 22:19:36.381000,L8,,,,,,286.38,293.82,300.21,273.59,299.14
2015-05-01 22:20:00.344000,L8,,,,,,285.63,292.91,299.74,273.08,299.09
2015-05-17 22:19:25.284000,L8,,,,,,321.08,318.77,317.51,314.15,334.25
2015-06-11 22:13:52.284000,L8,,,,,,295.20,291.01,296.68,269.75,298.34
2015-07-29 22:14:13.585000,L8,,,,,,309.06,300.09,313.88,277.30,315.48
2015-08-05 22:20:00.814000,L8,319.08,307.97,288.42,285.36,,313.95,312.32,323.21,313.75,317.09
2015-08-21 22:20:09.239000,L8,,,,,,305.38,300.74,314.78,288.65,313.24
2015-08-21 22:20:33.210000,L8,,,,,,274.60,288.39,297.36,268.72,282.03
2015-10-08 22:20:24.559000,L8,330.56,321.08,318.32,323.17,,304.55,316.67,323.46,319.37,324.50
2015-10-08 22:20:48.527000,L8,,,,,,,286.89,293.50,270.02,281.21
2015-10-17 22:14:38.194000,L8,326.30,289.80,282.51,278.45,,294.14,299.89,311.32,306.15,299.60
2015-11-09 22:20:29.987000,L8,325.38,294.45,289.66,285.48,,298.29,305.64,314.82,310.86,305.43
2016-01-05 22:14:40.992000,L8,328.28,294.21,283.06,280.96,,297.05,301.05,308.96,310.37,305.97
2016-06-04 22:20:28.125000,L8,,,,,,311.04,302.15,311.45,281.73,319.57
2016-06-29 22:14:26.819000,L8,,,,,,322.69,301.80,313.74,301.72,327.13
2016-07-06 22:20:17.266000,L8,,,,,,298.18,297.55,304.69,275.49,309.06
2016-07-06 22:20:41.229000,L8,,,,,,308.57,304.93,312.78,304.04,321.40
2016-07-31 22:14:37.742000,L8,,,,,,303.91,300.34,310.50,281.32,315.04
2016-08-16 22:14:41.427000,L8,,,,,,281.91,291.51,301.14,271.12,297.02
2016-09-01 22:14:48.072000,L8,314.32,287.13,281.53,276.97,,298.29,299.86,310.14,281.17,307.14
2016-09-08 22:20:36.578000,L8,,,,,,,290.75,300.65,268.56,288.43
2016-09-08 22:21:00.541000,L8,,,,,,,286.71,294.75,265.86,279.28
2016-11-27 22:20:43.760000,L8,335.51,329.72,298.09,289.02,,297.05,301.22,312.96,307.11,311.93
2016-11-27 22:21:07.723000,L8,334.75,329.24,297.55,287.84,,296.43,300.13,311.97,306.21,309.62
2016-12-29 22:20:37.380000,L8,325.81,329.79,287.28,283.11,,295.31,300.40,309.67,308.12,301.42
2016-12-29 22:21:01.343000,L8,325.48,329.35,286.93,282.87,,294.77,299.94,308.96,307.43,300.51
2017-01-14 22:20:33.127000,L8,315.76,276.39,275.65,271.40,,,,,,
2017-02-08 22:14:34.654000,L8,327.78,298.77,283.26,282.90,,295.64,301.20,309.54,305.31,308.72
2017-02-15 22:20:43.526000,L8,322.01,292.77,282.31,279.93,,290.96,296.64,307.56,304.25,302.28
2017-04-20 22:19:47.163000,L8,,,,,,301.56,305.38,315.04,313.88,314.13
2017-05-22 22:20:18.574000,L8,,,,,,,,273.61,274.21,300.95
2017-06-07 22:20:02.952000,L8,,,,,,299.75,305.89,314.48,309.27,312.92
2017-06-07 22:20:26.915000,L8,,,,,,303.32,307.44,316.32,311.61,314.86
2017-10-29 22:20:41.555000,L8,328.33,300.87,292.81,289.37,,296.82,300.86,310.87,307.83,303.58
2017-10-29 22:21:05.518000,L8,328.08,300.59,292.72,289.09,,296.35,300.02,309.96,307.26,303.39
2017-11-30 22:20:32.227000,L8,313.13,283.44,274.28,261.65,,,,,,
