dates,satname,nzd0444-0000,nzd0444-0001,nzd0444-0002,nzd0444-0003,nzd0444-0004,nzd0444-0005,nzd0444-0006,nzd0444-0007,nzd0444-0008,nzd0444-0009,nzd0444-0010,nzd0444-0011,nzd0444-0012,nzd0444-0013,nzd0444-0014,nzd0444-0015,nzd0444-0016,nzd0444-0017,nzd0444-0018,nzd0444-0019,nzd0444-0020,nzd0444-0021,nzd0444-0022,nzd0444-0023,nzd0444-0024,nzd0444-0025,nzd0444-0026,nzd0444-0027,nzd0444-0028,nzd0444-0029,nzd0444-0030,nzd0444-0031,nzd0444-0032,nzd0444-0033,nzd0444-0034,nzd0444-0035,nzd0444-0036,nzd0444-0037,nzd0444-0038
2002-12-31 22:08:20.096000,L7,,,,,,,,,188.35,202.18,186.97,224.41,224.24,229.01,210.51,211.68,233.09,231.81,220.70,213.98,214.28,223.56,219.55,225.23,224.05,256.69,272.47,253.83,284.92,243.37,258.29,233.28,227.13,237.28,218.40,183.92,248.33,226.55,266.12
2003-01-07 22:14:28.836000,L7,,,,,,,,,194.01,208.88,209.73,232.34,233.46,251.02,235.73,235.56,235.25,243.92,240.37,232.46,244.49,246.34,243.31,245.10,232.45,262.38,279.26,301.98,292.02,255.23,270.07,258.27,246.75,247.15,241.85,249.09,255.27,296.53,314.89
2003-02-01 22:08:33.805000,L7,,,,,,,,,,,,,,,,,,,,,,168.05,209.75,206.59,200.91,197.36,,,,,,,,,,,,,
2003-02-24 22:14:49.328000,L7,339.75,330.44,291.27,333.33,338.18,338.47,340.04,339.37,346.89,349.53,342.90,355.26,376.09,384.46,376.51,378.54,393.05,388.55,391.49,396.85,399.78,400.81,361.80,399.37,373.70,415.91,433.54,448.84,442.54,434.48,427.65,415.94,413.06,415.63,420.65,432.95,428.23,427.44,433.89
2003-04-13 22:14:55.747000,L7,,,,,,,,,196.30,212.40,218.18,226.75,246.57,256.68,237.24,242.13,244.53,243.76,244.50,244.97,248.09,250.29,232.19,250.43,258.58,260.13,287.78,307.34,300.47,255.24,274.36,266.12,262.58,255.01,244.66,257.09,257.30,,250.44
2003-08-20 21:57:03.003000,L5,245.30,216.50,215.85,211.85,194.15,195.11,188.73,,,,,,200.20,214.04,204.40,198.22,197.95,197.31,212.94,211.71,212.98,212.62,215.28,215.96,210.04,215.37,231.13,247.24,,,205.97,200.56,211.11,208.64,218.75,,,,
2003-08-27 22:03:21.662000,L5,238.80,225.30,212.01,206.79,194.37,187.94,180.21,,,,,,212.61,221.81,214.81,209.69,206.76,207.30,210.98,208.52,212.44,217.16,216.81,219.61,222.77,223.10,230.92,181.18,,,,,,,,,,,
2003-12-10 21:58:29.659000,L5,258.17,241.00,229.65,229.88,218.77,213.50,210.46,,189.37,204.76,217.92,233.58,249.39,250.62,240.11,234.98,236.03,234.13,240.63,238.25,244.21,251.22,253.41,255.45,258.37,274.22,289.17,291.84,269.52,250.39,261.73,259.41,248.52,241.72,243.50,258.92,261.68,301.77,308.41
2004-01-18 22:04:57.325000,L5,212.55,199.74,192.49,192.55,178.12,171.79,,,,,,,208.98,202.70,197.23,193.34,190.85,192.25,192.78,194.60,208.73,215.99,220.77,216.11,225.71,224.55,231.19,176.75,,162.52,210.29,208.18,200.98,189.88,209.02,204.22,213.82,,
2004-01-27 21:58:50.060000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.39,223.30,223.02,215.97,204.34,200.15,,,,
2004-02-19 22:05:07.713000,L5,,,,,,,,,,,,,202.93,212.55,206.13,198.68,194.04,198.40,205.41,212.30,211.77,217.59,215.79,222.50,225.03,222.87,206.28,173.77,,158.53,219.32,211.05,221.24,205.78,214.58,,,,
2004-05-18 22:00:38.480000,L5,250.21,231.06,218.49,211.32,194.93,191.57,186.08,,,,,,,215.04,207.39,200.94,195.00,192.30,197.83,196.50,197.12,,,,,,,,,,,,,,,,,,
2004-08-22 22:03:12.259000,L5,239.82,223.46,213.53,205.92,192.96,182.12,184.64,,,,,,202.83,209.11,209.49,201.25,199.37,200.28,204.11,198.59,198.95,201.89,202.96,210.91,212.25,214.07,225.95,237.17,,,,,,,,,,,
2004-09-30 22:10:21.832000,L5,222.30,208.49,199.46,194.51,181.65,176.90,,,,,,,201.11,215.12,204.96,198.67,193.29,198.60,197.79,197.66,193.48,200.25,203.57,209.79,215.00,222.68,207.38,171.61,,,,,,,,,,,
2004-10-09 22:04:22.371000,L5,219.66,204.57,196.12,195.40,183.21,176.58,,,,,,,209.60,211.64,207.26,201.43,192.71,196.54,191.93,196.53,188.36,198.87,199.31,210.70,221.58,222.82,202.31,164.62,,,,,,,,,,,
2004-11-26 22:05:17.306000,L5,262.69,249.46,242.65,236.88,224.60,217.63,213.42,,185.06,202.62,213.20,229.76,253.37,262.45,252.16,250.49,249.15,251.70,250.66,246.97,243.97,250.47,251.03,252.27,255.94,268.29,300.44,301.91,283.84,266.56,273.85,269.22,258.46,245.09,242.90,247.99,256.64,289.35,302.46
2005-03-02 22:06:47.890000,L5,227.44,214.21,201.45,199.01,185.12,178.69,,,,,,,211.62,218.36,211.65,206.75,204.86,201.14,199.12,204.05,204.92,209.17,209.85,214.52,224.90,229.44,245.17,181.24,234.45,218.15,228.25,219.19,207.01,201.61,201.52,,,,
2005-06-13 22:13:43.158000,L5,243.88,224.77,210.91,201.17,185.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-29 22:13:46.730000,L5,242.37,222.92,213.84,204.00,187.93,187.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-08 22:07:39.349000,L5,241.69,227.19,213.45,210.19,191.88,192.39,181.36,,,,,,198.02,207.36,199.56,195.09,192.64,192.39,196.81,202.39,194.94,,200.05,217.91,207.29,195.28,196.47,253.91,,,,,,,,,,,
2005-08-09 22:07:58.986000,L5,236.14,219.51,209.05,206.29,189.96,186.14,,,,,,,,210.64,201.95,193.75,181.50,182.16,197.79,199.37,160.07,193.78,198.02,208.40,205.99,178.96,189.79,,,,,,,,,,,,
2005-09-10 22:08:07.620000,L5,269.11,253.93,243.14,239.51,231.71,226.90,218.14,,180.02,199.57,212.52,221.84,245.50,247.57,248.20,246.47,245.14,247.35,249.32,251.45,250.84,252.24,247.53,250.49,258.12,260.89,284.82,302.06,275.18,253.31,269.75,262.97,257.72,250.92,246.34,244.17,248.10,276.29,293.88
2005-11-13 22:08:20.468000,L5,277.79,264.57,261.53,259.38,252.85,250.78,247.05,198.27,240.22,246.12,246.17,264.69,275.04,289.64,281.79,279.67,276.62,277.59,284.63,307.81,285.31,303.46,302.96,307.04,305.61,324.69,321.58,342.13,306.50,285.41,314.81,328.43,301.25,326.52,296.23,316.45,325.05,334.35,340.99
2005-11-20 22:14:41.400000,L5,212.45,197.62,192.18,192.02,179.07,179.87,,,,,,,,,,,,,189.56,208.06,209.44,211.96,213.16,221.00,215.94,213.78,177.57,,,,,,,,,,,,
2006-01-23 22:16:11.550000,L5,263.26,243.54,237.94,230.83,223.05,219.32,214.49,,189.84,208.50,219.31,233.89,242.88,249.12,245.64,240.63,235.46,240.60,239.08,249.34,248.49,254.80,254.89,254.85,261.85,268.41,286.56,288.11,269.81,250.48,264.06,256.52,249.90,247.47,246.50,253.37,261.39,291.90,306.48
2006-02-01 22:10:13.684000,L5,259.61,243.82,240.12,235.01,226.73,222.75,216.00,,195.42,214.11,226.13,241.79,258.60,263.45,253.98,243.00,244.90,241.75,248.04,246.01,250.40,247.04,246.46,245.85,258.09,271.04,296.50,303.91,275.12,250.33,270.12,259.83,259.15,246.95,245.30,256.91,264.81,290.46,306.48
2006-02-08 22:16:33.840000,L5,271.04,258.85,258.43,255.52,245.06,245.12,251.40,261.47,242.55,254.22,245.55,267.54,273.50,288.92,292.02,283.76,321.03,315.17,332.93,304.50,321.92,314.37,334.29,310.13,334.11,317.05,343.45,374.28,360.85,371.54,391.89,325.13,322.17,326.62,336.83,361.45,353.71,370.50,389.67
2006-03-12 22:17:13.956000,L5,235.45,219.46,212.71,207.54,196.42,192.27,177.48,,,,,,212.98,218.69,219.69,213.62,210.60,209.06,211.04,214.01,215.57,210.50,214.46,218.04,216.30,225.24,234.65,189.37,201.73,218.09,236.02,226.56,219.93,214.56,215.05,187.76,,,
2006-04-13 22:17:50.097000,L5,,,,,,,,,,,,,,,,,,,,,197.19,213.26,227.81,226.50,236.90,239.63,263.41,266.58,247.23,225.90,243.30,222.99,208.94,190.68,,,,,
2006-06-25 22:12:44.015000,L5,246.87,226.61,215.77,207.00,185.60,177.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-07-27 22:13:10.785000,L5,240.70,221.66,213.68,205.56,193.13,186.23,183.53,,,,,,210.69,221.76,214.04,207.26,206.99,205.60,208.21,205.66,210.34,213.70,211.61,219.59,220.08,215.97,220.31,210.33,,,,,,,,,,,
2006-10-22 22:20:22.725000,L5,273.24,255.65,253.69,246.34,239.96,236.09,234.61,233.09,242.05,243.23,251.54,267.91,279.40,291.81,290.56,272.72,279.70,280.06,311.66,342.46,303.52,300.55,311.86,313.56,319.27,338.23,364.15,346.98,346.89,345.66,327.42,334.77,308.75,327.96,328.84,345.96,358.26,356.32,366.45
2006-12-09 22:20:48.644000,L5,267.96,253.93,246.25,242.12,235.28,232.90,226.81,,186.96,195.52,212.74,229.44,244.79,256.21,262.15,260.53,256.26,260.73,256.26,257.02,254.55,259.13,249.70,251.03,253.05,259.43,283.39,290.27,274.45,269.16,273.04,269.92,263.24,248.45,250.23,260.00,227.84,201.86,
2007-01-26 22:21:06.903000,L5,264.33,246.74,242.96,239.07,226.33,216.58,208.66,,176.21,193.67,201.16,222.66,242.97,259.24,256.04,252.46,249.66,251.12,252.29,249.36,237.89,242.77,245.74,243.89,251.19,256.52,291.21,298.36,278.31,267.24,271.59,269.99,259.13,243.55,235.42,246.73,244.92,280.63,293.27
2007-02-04 22:14:57.320000,L5,264.02,254.01,249.59,243.14,235.64,229.31,224.56,,199.45,212.80,218.28,231.81,250.19,254.79,247.80,243.94,246.45,255.82,255.92,257.47,257.17,263.52,263.14,260.89,257.08,265.73,290.73,297.77,276.26,257.27,274.02,274.95,263.77,260.85,255.54,270.33,267.62,285.38,303.53
2007-02-11 22:21:08.430000,L5,215.88,202.26,198.27,197.51,185.24,181.83,,,,,,,205.44,215.54,204.66,201.48,194.59,198.82,200.69,212.68,209.72,214.89,218.63,216.98,225.59,219.69,208.48,161.94,,154.71,225.64,222.04,216.75,212.09,208.78,,,,
2007-09-07 22:19:19.580000,L5,231.74,214.51,207.49,200.57,190.75,187.40,,,,,,,210.22,218.78,219.42,211.55,208.69,210.93,213.17,212.41,212.61,211.13,214.33,219.43,216.42,226.80,233.78,176.29,,,234.31,228.37,221.06,214.18,208.46,174.97,,,
2007-10-02 22:12:54.699000,L5,269.32,252.97,246.68,241.93,231.09,224.66,223.67,,191.04,213.89,223.68,241.22,263.10,267.46,259.58,263.56,262.31,265.29,259.18,260.32,255.36,260.50,258.74,262.29,263.32,282.91,309.00,311.94,279.52,265.14,293.64,288.71,266.12,254.57,249.23,263.80,264.52,292.58,309.18
2008-12-23 22:04:28.225000,L5,256.61,238.15,232.89,227.27,218.04,219.50,214.35,,172.48,196.06,203.13,220.22,240.10,243.85,241.00,243.60,243.95,245.38,247.59,253.26,256.65,260.87,260.89,266.11,268.32,280.58,293.54,298.90,274.97,256.67,270.80,268.59,259.40,257.07,260.10,266.82,266.05,305.20,311.19
2010-01-27 22:10:50.221000,L5,255.31,234.82,226.56,221.85,214.55,209.20,203.44,,,184.78,201.00,211.82,237.07,243.75,241.36,239.99,235.50,240.87,240.21,244.28,242.66,248.71,256.15,253.85,262.58,271.31,298.40,297.16,272.21,247.70,260.86,260.01,253.21,243.29,247.52,256.38,254.51,291.49,309.87
2011-01-21 22:16:06.266000,L5,257.15,241.57,232.91,227.88,220.41,214.46,210.96,,,172.35,190.26,194.13,225.46,230.71,243.30,244.49,245.59,245.43,250.80,250.86,250.01,234.23,241.87,236.77,244.51,254.67,278.93,273.98,268.52,249.45,269.18,263.93,260.27,247.64,248.37,247.37,238.15,283.64,294.03
2011-02-06 22:16:08.397000,L5,219.13,208.89,204.33,195.09,188.84,183.41,170.27,,,,,,188.90,195.56,210.72,211.48,210.62,207.83,211.81,213.44,211.42,205.52,209.44,206.15,210.12,221.15,228.97,177.21,234.86,211.64,232.97,230.13,222.80,212.28,207.13,196.90,,,
2011-02-15 22:09:58.365000,L5,256.34,236.43,229.73,224.80,216.92,216.37,210.82,,176.62,192.40,210.50,216.16,240.33,237.35,234.07,235.20,234.55,236.76,238.23,241.71,253.71,256.28,257.37,255.43,261.58,272.52,296.46,289.22,258.55,241.37,259.01,255.28,249.24,243.65,255.89,259.71,253.77,292.99,308.65
2013-05-02 22:27:58.439000,L8,262.06,246.95,241.38,231.36,224.34,217.75,215.56,,173.22,186.28,200.89,178.42,234.25,236.61,234.62,235.18,232.60,231.98,236.27,236.41,234.58,238.91,241.23,239.43,241.76,246.99,265.70,264.36,203.50,237.06,255.62,251.14,247.94,234.70,236.22,,,,
2013-05-11 22:21:55.010000,L8,267.99,250.30,244.13,233.19,227.10,222.02,217.42,,,185.79,206.05,184.90,229.25,237.43,236.43,233.90,233.95,231.55,238.58,239.13,242.64,244.52,243.11,241.77,240.63,249.27,270.04,279.76,,239.80,260.62,253.94,253.37,241.31,240.48,,,,
2013-05-27 22:22:02.838000,L8,271.14,252.37,245.70,234.38,227.93,225.86,217.52,,,,,,,224.92,224.73,230.55,224.68,222.32,227.92,234.68,230.87,232.48,237.38,233.94,219.86,218.63,223.30,166.19,,,246.21,247.80,243.17,232.14,234.23,,,,
2013-06-12 22:21:59.086000,L8,266.87,248.75,243.02,230.89,222.99,217.55,213.86,,,,,,,,,,,,,,,,230.91,224.88,218.78,212.16,,,,,242.59,234.40,240.87,226.61,234.15,,,,
2013-07-14 22:21:58.456000,L8,268.49,250.06,246.37,231.64,224.84,208.25,214.37,,,,,,,,194.89,225.93,214.42,,,,,185.22,230.42,227.96,201.35,211.70,,,,,,,,,,,,,
2013-07-14 22:22:22.423000,L8,261.46,246.85,241.18,226.13,218.84,202.14,173.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-31 22:22:26.282000,L8,286.49,267.23,261.27,255.72,247.25,241.72,235.53,230.45,205.76,224.70,230.93,245.25,259.22,263.68,258.90,255.00,253.97,255.79,258.33,261.43,262.48,266.64,267.19,267.70,269.87,281.76,297.74,321.73,300.06,262.82,287.06,278.73,277.10,264.65,263.23,275.36,260.60,319.55,309.27
2013-09-16 22:21:57.385000,L8,281.16,261.88,257.10,252.16,244.95,242.13,233.65,230.23,204.26,223.11,230.80,242.51,258.90,263.70,259.31,256.61,255.73,259.16,263.14,263.34,264.24,266.73,266.90,269.51,269.67,281.99,299.49,323.76,305.46,265.93,289.94,281.31,279.40,268.56,265.33,277.68,270.00,315.64,308.99
2013-09-16 22:22:21.348000,L8,281.60,262.51,258.00,252.57,245.48,242.46,234.05,231.07,205.76,223.96,231.56,243.23,259.44,264.19,259.79,257.11,256.19,259.72,264.07,263.88,265.29,267.34,267.93,270.51,270.22,282.67,300.15,324.62,307.15,266.50,290.92,281.95,280.03,269.39,266.11,278.70,270.64,316.63,309.56
2013-09-23 22:28:04.083000,L8,276.08,260.25,253.49,247.95,238.08,234.67,231.01,198.95,200.69,218.86,225.95,241.98,256.83,262.59,257.07,254.16,253.27,254.70,256.32,256.90,258.59,261.94,261.84,266.29,268.30,279.63,297.15,318.56,307.92,262.97,283.74,276.70,274.84,263.08,260.02,274.29,269.50,305.10,307.35
2013-11-19 22:22:01.448000,L8,320.41,264.67,262.86,257.25,245.42,245.02,253.06,251.81,231.70,228.89,232.86,226.16,259.22,261.20,258.56,258.25,256.68,260.13,259.64,259.54,262.47,266.07,267.58,266.27,271.52,282.16,300.36,322.74,297.28,261.58,279.76,277.29,277.19,265.05,262.33,273.88,273.11,297.20,312.70
2013-12-21 22:21:27.090000,L8,276.06,257.02,251.41,245.49,241.21,235.71,230.16,,200.18,210.89,222.52,218.21,258.63,260.77,255.85,254.61,254.16,257.12,256.56,256.91,259.76,263.61,265.66,263.50,269.69,279.78,298.68,319.73,298.16,259.69,278.94,274.35,274.62,263.33,259.80,275.16,271.79,296.06,308.16
2013-12-21 22:21:51.057000,L8,277.60,257.70,252.21,246.26,242.38,236.65,230.60,171.06,200.23,211.13,222.72,217.60,259.19,260.80,255.77,254.43,253.91,256.91,256.53,257.05,259.78,263.64,265.54,263.64,269.42,279.37,298.17,319.57,290.79,259.63,278.84,274.54,274.78,263.42,260.08,274.95,271.63,294.15,308.01
2014-02-07 22:20:57.101000,L8,268.20,252.35,246.81,240.60,234.50,230.98,225.17,,193.87,205.97,217.80,199.46,254.30,254.91,251.47,249.03,247.98,249.72,251.85,251.90,251.31,250.65,255.47,238.32,263.53,268.19,265.80,230.67,191.62,223.95,,,,,,,,283.87,304.67
2014-02-07 22:21:21.056000,L8,279.70,260.28,253.92,248.34,243.12,239.40,232.76,185.90,204.20,215.49,226.02,224.89,261.19,262.99,260.59,257.72,256.20,257.21,259.43,260.95,265.12,265.75,271.48,268.43,270.27,278.71,329.70,286.08,249.50,263.15,285.15,243.27,291.10,255.77,239.32,267.98,270.64,301.35,316.90
2014-03-02 22:26:45.220000,L8,256.49,239.10,234.96,231.13,,,,,,,,185.52,242.54,240.74,238.85,232.27,232.28,,,,225.47,219.33,244.21,242.36,244.29,240.60,271.59,302.01,268.87,242.25,258.78,254.72,253.78,233.38,234.82,,,,
2014-04-28 22:19:46.299000,L8,263.88,250.53,243.42,235.33,229.31,226.25,219.55,,,,,186.42,242.47,238.23,240.24,229.35,232.99,222.59,226.33,236.39,230.97,243.32,242.59,239.28,211.74,204.66,181.96,220.59,,,,,,,,,,,
2014-04-28 22:20:10.258000,L8,261.03,247.82,240.61,233.03,226.41,222.99,215.47,,,,,180.19,238.48,230.07,234.37,222.00,225.32,190.80,208.10,227.40,202.04,200.04,232.36,229.26,,,,,,,,,,,,,,,
2014-05-14 22:19:32.642000,L8,267.94,251.76,245.74,236.03,229.30,225.66,220.15,,,,,181.65,239.95,236.42,234.17,223.28,234.18,231.88,235.89,240.31,241.14,241.48,242.28,239.95,235.87,241.36,263.45,275.36,,238.77,250.84,251.43,249.59,233.62,239.67,,,,
2014-05-30 22:19:34.937000,L8,266.63,248.92,242.98,233.37,225.15,219.42,212.96,,,,,,,223.15,215.36,210.21,217.40,222.22,224.35,228.55,227.80,196.47,228.19,215.02,220.68,217.00,177.48,,,,236.92,232.40,234.02,224.31,229.19,,,,
2014-05-30 22:19:58.900000,L8,269.18,251.08,244.29,234.70,227.01,224.45,215.79,,,,,,222.35,234.36,230.46,219.06,226.96,228.05,230.02,234.50,233.28,231.83,233.85,228.64,234.90,232.01,260.05,195.30,,,244.81,241.21,247.32,228.08,235.35,,,,
2014-07-01 22:19:46.174000,L8,272.76,255.40,247.57,238.29,230.46,226.41,221.40,,,,,,239.01,236.28,229.58,219.49,233.48,225.84,235.92,234.73,240.64,227.90,238.60,238.47,232.45,235.15,243.60,286.39,,,242.98,248.76,248.53,233.26,236.53,,,,
