dates,nzd0443-0000,nzd0443-0001,nzd0443-0002,nzd0443-0003,nzd0443-0005,nzd0443-0006,nzd0443-0007,nzd0443-0008,nzd0443-0009,nzd0443-0010,nzd0443-0011,nzd0443-0012,nzd0443-0013,nzd0443-0014,nzd0443-0015,nzd0443-0016,nzd0443-0017,nzd0443-0018,nzd0443-0019,nzd0443-0020,nzd0443-0021,nzd0443-0022,nzd0443-0023,nzd0443-0024,nzd0443-0025,nzd0443-0026,nzd0443-0027,nzd0443-0028,nzd0443-0004,satname
1999-11-21 22:12:47+00:00,,,,,208.01,220.23,238.37,243.84,254.47,247.03,,257.7,,,,,,,,,299.82,290.03,277.7,294.16,266.87,265.12,275.94,290.77,,L7
2000-11-07 22:10:17+00:00,,,,,,,,,,,,,,,,,,,,,,258.09,243.18,,,,,,,L7
2001-02-27 22:10:18+00:00,,,,,,,,,,,,,,,,,,,,246.86,277.27,255.54,242.45,,,,,,,L7
2002-01-20 22:15:01+00:00,,,,,,,,,,,,,,,,,,,,272.6,285.27,270.24,263.19,276.19,269.37,260.82,270.76,289.23,,L7
2002-01-29 22:08:45+00:00,,,,,,,,,,,,,,,,,,,,260.925,278.15,263.075,252.39499999999998,276.19,269.37,260.82,270.76,289.23,,L7
2002-10-28 22:07:46+00:00,,,,,,,,,,,,,,,,,224.6,,,,242.99,218.69,229.72,,,,256.94,244.23,,L7
2003-02-24 22:14:49+00:00,,,,,,,,,,,,,,,,,224.6,,,220.4,242.99,243.75,239.225,,,,256.94,239.005,,L7
2003-08-11 22:03:03+00:00,,,,,,,,,,,,,,219.16,224.8,226.13,206.13,230.3,,220.4,,268.81,248.73,,,,,233.78,,L5
2003-08-27 22:03:21+00:00,,,,,,225.12,215.73,218.71,219.93,211.08,216.72,238.47,,219.68,225.765,223.485,214.01,232.81,,229.4,242.44,237.15,223.26,219.88,229.94,220.22,216.78,,,L5
2004-01-18 22:04:57+00:00,,,,,,225.12,214.995,220.97500000000002,223.88,219.96,224.57999999999998,234.72,,219.68,225.765,223.485,214.01,232.81,,229.4,242.44,237.15,223.26,219.88,229.94,220.22,216.78,,,L5
2004-01-27 21:58:50+00:00,,,,,,225.12,218.29999999999998,226.4333333333333,229.92999999999998,228.55333333333337,232.13333333333333,242.41,257.5,230.13666666666666,232.57666666666668,230.37,213.73666666666668,232.81,,229.4,242.44,237.15,223.26,221.45499999999998,228.68,225.17000000000002,222.6,250.11,,L5
2004-02-19 22:05:07+00:00,,,,,,225.12,218.7025,228.60750000000002,228.5025,228.27,231.98000000000002,241.7525,244.79000000000002,233.20666666666668,233.36333333333332,231.15666666666667,220.49333333333334,232.70999999999998,,229.4,242.44,237.15,223.26,221.45499999999998,228.68,225.17000000000002,222.6,250.11,,L5
2004-05-18 22:00:38+00:00,,,,,,,219.6933333333333,231.90666666666667,231.35999999999999,234.0,237.0666666666667,242.84666666666666,244.79000000000002,239.70999999999998,235.10333333333332,236.79,222.29333333333332,230.1,,234.32,244.76,240.52,225.39,228.06,231.0,227.88,225.52499999999998,250.11,,L5
2004-08-22 22:03:12+00:00,,,,,,,,,,,,,,,231.95,237.74,227.29,,,234.32,243.685,237.075,218.45,228.195,234.515,224.225,223.32,,,L5
2004-09-30 22:10:21+00:00,,,,,,,,214.02,218.33,,212.44,225.3,,,231.95,237.74,227.29,,,234.32,243.685,237.075,218.45,228.195,234.515,224.225,223.32,,,L5
2004-10-09 22:04:22+00:00,,,,,,,,214.02,218.33,,212.44,225.3,,,231.95,237.74,227.29,,,234.32,241.76666666666665,232.92333333333332,219.27999999999997,226.72000000000003,232.66666666666666,223.31333333333336,221.6933333333333,,,L5
2004-11-26 22:05:17+00:00,347.97,329.89,305.51,290.56,187.61,,,214.02,218.33,,212.44,225.3,,,,,,,,,240.26999999999998,229.125,216.22499999999997,223.53500000000003,231.70999999999998,222.15000000000003,221.22499999999997,,,L5
2005-03-02 22:06:47+00:00,347.97,329.89,305.51,290.56,187.61,,,215.15,224.7,232.34,222.33499999999998,234.17000000000002,240.56,239.98,235.76,233.09,231.42,234.79,,198.01,238.76,226.20499999999998,218.755,221.895,229.31,222.375,217.94,,,L5
2005-07-08 22:07:39+00:00,,,,,,,,216.28,231.07,232.34,232.23,243.04,240.56,239.98,235.76,233.09,231.42,234.79,,197.065,244.46,234.82,220.945,224.825,233.23000000000002,221.2,213.445,,,L5
2005-08-09 22:07:58+00:00,,,,,,,,216.28,227.05,231.39499999999998,237.06,244.85,241.085,237.655,232.985,231.16500000000002,230.57999999999998,239.52499999999998,,208.14,247.62333333333333,238.09333333333333,226.26,230.71,231.71,223.69999999999996,218.28666666666666,,,L5
2005-09-10 22:08:07+00:00,,,,,,189.19,195.08,224.22,244.23499999999999,252.265,259.59,269.265,264.885,259.295,252.09500000000003,250.54500000000002,250.52000000000004,259.535,270.92,234.74666666666667,261.7633333333333,253.33,242.14666666666668,246.74333333333334,243.38000000000002,236.14333333333332,231.5566666666667,265.39,,L5
2005-11-13 22:08:20+00:00,,,,,164.91,198.38,195.33,235.05,255.40333333333334,262.75,268.02,276.69666666666666,275.40333333333336,267.78333333333336,260.58,259.53000000000003,259.59000000000003,268.53000000000003,274.55,246.66500000000002,268.16499999999996,260.02750000000003,250.3875,254.37,252.22250000000003,244.4175,241.24,276.905,,L5
2006-01-23 22:16:11+00:00,,,,,164.91,195.79666666666665,194.48333333333335,231.21666666666667,257.325,264.0,266.9325,275.0825,275.58500000000004,268.0325,261.6725,260.69,260.6575,268.87,268.70666666666665,264.7325,274.8525,265.47249999999997,259.1075,263.3425,257.9975,253.5075,252.4925,272.68666666666667,,L5
2006-02-08 22:16:33+00:00,,,,,164.91,195.79666666666665,194.48333333333335,231.21666666666667,256.4875,263.9375,265.3025,273.8125,275.5425,268.9225,262.38,261.6825,261.75250000000005,266.4175,268.70666666666665,256.95,272.3325,261.31,254.3575,256.9525,257.6925,251.325,250.65000000000003,272.68666666666667,,L5
2006-03-12 22:17:13+00:00,,,,,164.91,199.1,194.185,234.71499999999997,244.49499999999998,251.875,254.815,260.6875,261.84749999999997,257.8025,253.26749999999998,252.8125,251.88750000000005,257.015,267.6,237.6625,263.725,249.79,242.44,245.7925,255.36999999999998,248.23666666666668,248.45000000000005,276.335,,L5
2006-06-25 22:12:44+00:00,,,,,,190.63,192.79,223.55,233.4133333333333,241.26,244.7933333333333,250.39666666666668,250.31666666666663,248.8166666666667,245.17333333333332,244.58333333333334,243.2733333333334,247.17999999999998,257.02,225.5675,254.3025,241.695,233.19,235.21249999999998,243.6,235.57666666666668,231.93000000000004,264.25,,L5
2006-07-27 22:13:10+00:00,,,,,,,,,213.42666666666665,222.84666666666666,227.45999999999995,233.00333333333333,231.66666666666666,238.83500000000004,235.28499999999997,234.79,232.98000000000005,235.82499999999996,,215.51749999999998,249.2975,237.7075,226.8475,227.8725,236.72,227.23000000000002,221.03666666666666,,,L5
2006-10-22 22:20:22+00:00,,,,,,,,,203.13,212.51,211.67,218.06,220.18,229.84,223.23,220.68,220.03,226.31,,226.62,248.77333333333334,240.98333333333335,230.19000000000003,230.54666666666665,238.4333333333333,226.79666666666665,220.98333333333335,,,L5
2006-12-09 22:20:48+00:00,,,,,,,,,211.35499999999996,237.005,238.765,242.41999999999996,245.26500000000001,229.84,223.23,245.925,246.8,256.0,284.87,226.62,260.5675,252.4975,230.19000000000003,230.54666666666665,238.4333333333333,226.79666666666665,220.98333333333335,277.76,,L5
2007-01-26 22:21:06+00:00,,,,,,,,,216.45,256.89,262.80999999999995,262.94499999999994,271.11,229.84,223.23,253.67333333333332,255.94333333333338,263.0566666666667,278.8,217.63,268.9733333333333,258.25666666666666,235.70499999999998,238.555,242.695,233.845,231.64500000000004,272.82,,L5
2007-02-04 22:14:57+00:00,,,,,,,,,216.45,256.89,262.80999999999995,262.94499999999994,271.11,229.88,224.96499999999997,248.06,250.98000000000002,256.9175,278.8,224.63,263.78999999999996,252.83249999999998,231.63666666666666,232.00666666666666,235.25666666666666,226.55666666666664,226.05000000000004,272.82,,L5
2007-02-11 22:21:08+00:00,,,,,,,,,216.45,256.89,262.80999999999995,262.94499999999994,271.11,229.88,224.96499999999997,248.06,250.98000000000002,256.9175,278.8,214.7733333333333,260.41999999999996,248.24200000000002,229.2875,228.8675,232.8675,226.6525,223.745,272.82,,L5
2007-10-02 22:12:54+00:00,,,,,,,,,221.27,257.57,257.22,265.44,274.32,,274.27,274.38,272.99,273.79,263.03,,276.19,273.13,257.47,265.65,268.56,268.12,266.76,274.94,,L5
2008-12-23 22:04:28+00:00,,,,,,,,,192.54,217.66,,,244.63,233.8,243.38,247.58,252.51,259.68,258.23,,277.62,267.0,260.18,265.15,265.76,260.91,254.17,268.77,,L5
2010-01-27 22:10:50+00:00,,,,,245.91,,,244.68,,251.01,257.4,266.27,271.58,266.4,262.71,265.72,279.98,283.63,270.27,,285.18,283.13,276.22,277.67,284.91,281.23,288.89,293.38,,L5
2010-12-13 22:09:49+00:00,,,,,,,,,,,,,,,,,,,,216.75,240.4,230.9,226.08,228.53,228.54,222.9,221.01,238.86,,L5
2011-01-21 22:16:06+00:00,,,,,,,,,,191.5,199.03,210.18,222.79,218.57,238.03,245.22,244.37,252.32,256.19,240.985,258.725,245.78000000000003,235.34,236.51999999999998,239.07999999999998,233.375,232.37,248.43,,L5
2011-02-15 22:09:58+00:00,,,,,,,,,172.99,199.05,203.65,213.74,224.96499999999997,217.765,234.9,241.015,239.615,247.905,245.29500000000002,246.73000000000002,264.54333333333335,253.03333333333333,244.14000000000001,245.69333333333336,245.35333333333332,241.48666666666668,239.43999999999997,252.45000000000002,,L5
2013-05-02 22:27:58+00:00,,,,,,,,,,,,,,,,,,,,254.34,274.11,264.28,256.73,244.82,257.98,251.08,237.78,,,L8
2013-05-27 22:22:02+00:00,,,,,,,,,,,,,,,,,,,,263.005,277.8,270.01,260.08000000000004,251.95499999999998,259.58500000000004,254.74,239.08499999999998,,,L8
2013-07-14 22:21:58+00:00,,,,,,,,,,,,,,,236.47,239.19,236.66,249.31,,262.1766666666667,278.11333333333334,269.8433333333333,261.17,247.24333333333334,260.94666666666666,254.98666666666668,238.73000000000002,,,L8
2013-09-16 22:21:57+00:00,,,,,,,,,226.39,236.61,236.28,243.13,234.5,240.44,244.9,247.98,246.64999999999998,259.07,278.47,267.3575,282.195,272.955,265.635,254.8475,264.4875,259.57,246.925,297.67,,L8
2013-09-23 22:28:04+00:00,,,,,,,,,223.88,236.575,232.81,241.35500000000002,235.1,238.635,246.35,249.23,248.0,261.89,278.65,270.488,285.01,274.798,269.754,259.666,267.25,262.832,250.82,292.35,,L8
2013-10-18 22:22:13+00:00,,,,,,,,,223.88,236.575,232.81,241.35500000000002,235.1,227.26,242.35250000000002,244.56,244.4975,256.2975,266.0366666666667,267.0983333333333,285.01,274.798,269.754,259.666,267.25,262.832,250.82,292.35,,L8
2013-12-21 22:21:27+00:00,,,,,,,,,226.55666666666664,237.69333333333336,236.25666666666666,243.26999999999998,235.66,230.4075,245.038,246.77399999999997,247.144,258.28000000000003,266.0366666666667,271.51000000000005,289.9625,278.3375,277.8725,268.13,273.0,268.1375,262.695,295.8333333333333,,L8
2014-05-30 22:19:34+00:00,,,,,,,,,231.91,239.93,243.15,247.1,236.78,239.85,241.41500000000002,243.19,245.525,266.21,,268.84000000000003,282.77,273.005,271.09000000000003,257.56,266.95000000000005,259.28499999999997,274.85,302.8,,L8
2014-07-01 22:19:46+00:00,,,,,,,,,,,,,,,230.79000000000002,233.195,234.04,249.78,,258.33500000000004,276.96500000000003,268.755,259.69,244.805,260.115,253.105,,,,L8
2014-09-19 22:20:06+00:00,,,,,,,,,,,,,,,230.79000000000002,233.195,234.04,249.78,,258.02333333333337,274.70666666666665,264.8333333333333,257.7133333333333,245.42666666666665,258.92333333333335,251.79666666666665,,,,L8
2014-10-21 22:20:37+00:00,,,,,,,,,,242.91,247.56,252.33,234.12,243.44,239.28666666666666,241.19666666666663,234.04,249.78,,258.02333333333337,274.70666666666665,264.8333333333333,257.7133333333333,245.42666666666665,258.92333333333335,251.79666666666665,,,,L8
2014-11-06 22:20:13+00:00,358.98,333.5,326.91,307.87,,,,,,242.91,247.56,252.33,234.12,243.44,239.28666666666666,241.19666666666663,234.04,249.78,,258.02333333333337,291.77250000000004,279.3625,257.7133333333333,266.4475,276.695,274.15,331.74,314.7,292.64,L8
2014-12-31 22:26:11+00:00,358.98,333.5,326.91,307.87,,207.85,221.37,215.18,230.45,241.84,245.28,249.715,234.255,242.925,255.415,256.475,260.0,,,274.82000000000005,305.5333333333333,289.27666666666664,270.27,294.13666666666666,297.26666666666665,297.83,313.87,306.375,292.64,L8
2015-02-17 22:25:59+00:00,354.735,332.15999999999997,324.3,307.87,216.96,207.85,221.37,215.18,230.45,241.84,245.28,249.715,234.255,242.925,255.415,256.475,260.0,,,293.04333333333335,314.7875,296.72,287.32666666666665,299.8,301.4825,306.17499999999995,317.4166666666667,306.5,277.775,L8
2015-02-26 22:20:10+00:00,354.735,332.15999999999997,324.3,307.87,216.96,212.86,217.565,209.67000000000002,230.735,241.9333333333333,244.82666666666668,249.21666666666667,234.17,242.45666666666668,255.23333333333335,256.04333333333335,257.38,264.95,276.42,289.85,310.61,293.462,287.32666666666665,299.8,301.4825,306.17499999999995,317.4166666666667,306.5,277.775,L8
2015-03-14 22:19:35+00:00,354.735,332.15999999999997,324.3,307.87,216.96,215.39333333333335,219.12,211.51666666666665,232.83,242.3625,245.2375,249.3075,235.2225,242.3725,255.4875,256.22249999999997,257.3566666666666,265.46000000000004,278.77,289.02000000000004,308.05833333333334,291.72166666666664,284.78249999999997,295.698,296.498,299.628,305.9675,304.505,277.775,L8
2015-04-15 22:19:22+00:00,354.735,332.15999999999997,324.3,307.87,216.96,217.2025,220.19,212.6875,233.8,243.33200000000002,245.988,249.43,236.95,242.27200000000002,255.558,256.756,257.68,268.47,280.08,295.27200000000005,312.75666666666666,297.37166666666667,296.085,307.088,302.34000000000003,305.34000000000003,299.286,302.636,277.775,L8
2015-05-01 22:19:12+00:00,354.735,332.15999999999997,324.3,307.87,216.96,217.2025,220.19,212.6875,233.8,239.87600000000003,241.158,244.848,237.6575,236.962,251.86800000000002,253.388,254.596,263.6275,280.08,290.4483333333334,308.1742857142857,293.3985714285714,289.71799999999996,300.15166666666664,295.9066666666667,297.53833333333336,290.515,302.636,277.775,L8
2015-05-24 22:25:14+00:00,350.49,330.82,321.69,,216.96,217.2025,220.19,212.6875,233.8,239.87600000000003,241.158,244.848,237.6575,236.962,251.86800000000002,253.388,254.596,263.6275,280.08,287.15000000000003,299.12,285.92571428571426,285.9316666666667,289.1666666666667,284.6366666666667,283.37666666666667,275.105,299.62,262.91,L8
2015-07-11 22:25:41+00:00,350.49,330.82,321.69,,216.96,220.31999999999996,219.79666666666665,211.85666666666665,234.91666666666666,239.65250000000003,240.6975,244.28500000000003,238.74666666666667,235.6,251.19750000000005,252.7975,253.245,263.6275,280.08,281.5857142857143,295.8157142857143,283.6328571428572,282.21166666666664,278.65333333333336,277.47,275.53999999999996,270.92600000000004,300.1433333333334,262.91,L8
2015-08-21 22:19:45+00:00,,,,,,220.31999999999996,219.79666666666665,211.85666666666665,234.91666666666666,239.65250000000003,240.6975,244.28500000000003,238.74666666666667,235.6,251.19750000000005,252.7975,253.245,263.6275,280.08,270.89000000000004,285.7242857142857,275.4971428571429,271.19666666666666,267.91,268.13666666666666,261.9783333333333,257.53000000000003,296.84000000000003,,L8
