dates,satname,nzd0502-0000,nzd0502-0001,nzd0502-0002,nzd0502-0003,nzd0502-0004,nzd0502-0005,nzd0502-0018,nzd0502-0019,nzd0502-0020,nzd0502-0021,nzd0502-0022,nzd0502-0023,nzd0502-0024,nzd0502-0025,nzd0502-0026,nzd0502-0006,nzd0502-0007,nzd0502-0008,nzd0502-0010,nzd0502-0011,nzd0502-0012,nzd0502-0013,nzd0502-0014,nzd0502-0015,nzd0502-0016,nzd0502-0017,nzd0502-0009
2002-06-15 22:03:07.576000,L7,371.26,352.47,366.79,380.39,348.91,362.65,,,,,,,,,,361.02,364.93,357.03,351.89,361.56,,,,,,,350.62
2002-12-08 22:02:51.522000,L7,,,,,,,380.76,,,,,,,,,,,,,,,425.35,401.30,401.64,387.76,384.78,
2002-12-24 22:02:57.022000,L7,,393.73,335.46,333.17,338.79,349.93,305.73,309.66,307.03,310.98,314.71,313.41,312.24,342.18,342.70,338.72,301.28,435.39,379.15,348.43,326.37,325.67,323.75,,,,400.35
2003-08-13 21:51:32.649000,L5,374.59,365.94,353.81,357.71,348.41,345.77,306.66,304.47,,,,,,,,349.77,347.15,352.63,342.36,326.81,324.03,328.83,320.35,329.54,317.02,306.30,347.73
2003-08-29 21:51:49.928000,L5,,,,,,305.26,,,,,,,289.59,298.19,307.36,324.04,330.82,336.25,320.07,298.51,,,,,,,330.31
2003-09-30 21:52:18.101000,L5,339.32,330.35,319.24,311.43,,,,,,,286.55,289.10,289.67,291.77,53.32,,,,,,,,,,,,
2003-11-17 21:52:57.120000,L5,375.75,366.72,356.10,357.34,345.34,345.55,362.37,359.86,354.10,348.67,343.89,344.88,340.40,340.12,340.66,348.59,343.88,353.25,348.44,336.54,332.96,331.19,339.94,349.25,352.61,355.84,341.30
2004-06-12 21:55:59.429000,L5,353.49,345.74,334.55,337.81,324.71,324.75,,,,,,,,,,317.01,320.19,323.38,300.62,,,,,,,,314.70
2004-07-14 21:56:54.881000,L5,345.25,334.57,328.74,329.54,316.21,319.11,,,,,,,,,,,,,,,,,,,,,
2004-10-18 21:59:11.702000,L5,378.13,367.70,369.32,371.12,370.98,386.79,375.89,370.32,368.01,365.82,364.20,363.39,356.40,356.65,352.61,392.27,380.62,379.52,406.23,371.38,371.32,369.35,371.61,377.31,371.86,379.93,382.03
2005-02-07 22:01:03.020000,L5,378.47,378.14,355.03,371.18,402.27,427.60,330.31,339.04,334.83,332.26,334.42,338.54,325.95,330.77,331.36,389.81,377.80,358.07,333.49,326.27,320.26,323.84,318.00,322.03,319.31,316.47,340.28
2005-03-11 22:01:31.683000,L5,372.25,356.46,347.65,350.04,339.86,339.33,319.35,325.47,323.25,323.69,325.30,321.01,319.97,323.15,326.74,339.00,342.56,351.75,333.32,317.88,318.64,322.78,310.02,318.45,313.89,312.71,341.71
2005-04-12 22:01:42.862000,L5,329.04,320.88,302.21,286.58,,,,,,,,,,,,,,,,,,,,,,,
2005-05-14 22:01:54.308000,L5,339.16,331.82,323.30,323.46,310.87,313.58,,,,,,,,,,,,,,,,,,,,,
2005-06-15 22:02:10.206000,L5,,,,,394.83,403.36,339.47,344.90,337.28,333.70,327.99,322.18,323.18,315.38,308.54,406.31,400.99,402.78,394.74,365.01,370.29,363.03,364.37,342.59,337.46,335.12,383.96
2005-09-19 22:02:44.739000,L5,359.21,349.38,339.41,329.78,312.54,314.64,,,,,,,,,,,,,,,,,,,,,
2005-10-05 22:02:41.026000,L5,372.26,365.09,356.98,356.27,347.57,349.10,322.63,327.88,329.02,327.08,330.59,330.57,322.86,329.57,331.44,345.72,345.40,349.69,336.81,322.43,320.49,323.75,313.17,325.27,317.84,310.20,342.08
2006-02-01 22:11:01.629000,L5,340.18,319.48,314.00,305.94,,,,,,,,,,,,,,,,,,,,,,,
2006-02-26 22:05:22.928000,L5,371.99,356.93,340.76,340.17,331.61,335.34,324.14,330.02,329.85,325.15,328.67,321.75,318.98,320.49,325.67,327.69,332.49,344.39,328.56,318.69,317.83,321.59,307.50,308.30,309.69,314.09,326.66
2006-03-14 22:05:42.635000,L5,364.51,361.42,349.30,342.85,327.39,332.06,322.04,336.94,332.36,330.56,325.78,325.54,323.71,321.39,327.03,335.86,330.68,342.50,305.67,305.57,310.33,323.69,310.12,,,313.66,311.14
2006-04-15 22:06:18.610000,L5,343.52,328.15,322.22,316.78,302.78,315.60,,,,,,,,285.87,277.90,,,,,,,,,,,,
2006-08-28 22:14:23.601000,L5,,,,,,,,,,,,,,290.02,276.94,,,,,,,,,,,,
2006-09-13 22:14:35.259000,L5,345.20,335.64,328.75,329.17,321.75,405.94,,,,,,,,,,,,,,,,,,,,,
2006-11-25 22:09:07.763000,L5,355.66,344.28,336.93,339.64,342.18,350.47,321.21,329.20,326.87,325.44,322.80,323.49,317.56,319.25,320.58,341.91,344.79,349.43,336.45,320.96,318.95,314.28,298.71,,,309.54,347.30
2006-12-11 22:09:16.015000,L5,367.62,359.17,348.15,348.67,339.95,336.12,329.35,332.69,334.44,329.04,334.86,331.29,322.22,331.31,333.80,333.68,339.16,342.95,328.69,315.01,314.59,315.10,301.15,307.59,315.77,315.88,330.72
2008-11-14 21:57:52.281000,L5,363.08,348.72,350.75,350.40,338.54,343.51,325.91,335.40,332.47,332.48,334.16,326.31,323.69,326.07,326.47,342.69,346.89,352.96,333.10,314.39,314.15,317.75,305.10,319.32,312.22,320.17,344.85
2009-01-17 21:59:44.398000,L5,374.85,362.50,353.62,351.92,341.78,346.18,350.40,355.04,350.28,344.89,344.07,341.06,339.20,335.22,337.17,344.46,342.39,353.38,337.72,336.03,336.64,337.81,343.09,345.92,348.28,346.43,341.04
2010-02-05 22:05:29.575000,L5,367.94,357.07,348.21,351.31,337.98,342.63,339.65,341.79,335.76,333.67,331.35,330.55,323.35,324.97,323.59,337.72,341.35,342.74,332.08,324.40,324.49,326.46,325.85,329.41,325.24,329.74,339.95
2010-12-22 22:04:29.137000,L5,373.95,359.83,349.77,348.65,327.32,337.23,340.88,342.05,343.41,339.00,340.64,336.67,325.82,329.59,330.22,333.08,342.14,349.07,324.38,319.31,322.83,332.49,317.79,324.83,321.45,331.03,341.09
2011-02-08 22:04:35.159000,L5,339.37,327.57,332.74,334.55,318.19,322.75,302.57,311.26,310.19,308.29,308.27,304.23,297.72,303.48,300.88,320.70,321.44,329.46,311.22,303.34,309.29,312.29,,,,,320.34
2011-03-12 22:04:31.079000,L5,378.31,375.58,374.81,369.78,361.95,370.18,353.30,353.89,348.38,341.20,343.04,338.83,332.62,334.93,335.32,367.10,360.04,366.37,372.75,358.03,348.24,348.20,355.11,347.53,354.28,352.76,363.19
2013-05-11 22:22:42.945000,L8,348.51,347.31,337.32,335.02,323.27,333.33,334.07,334.00,328.56,323.31,322.52,317.51,318.01,332.09,309.66,333.75,335.96,366.00,296.99,339.63,340.58,334.17,335.88,332.66,328.78,333.43,339.55
2013-06-05 22:16:38.960000,L8,335.03,333.19,325.46,317.62,304.57,313.93,,,,,,,,,,,,,,,,,,,,,
2013-06-28 22:22:44.910000,L8,330.61,327.16,330.99,325.07,309.49,307.34,,,,,,,,,,,,,,,,,,,,,
2013-07-07 22:16:35.929000,L8,354.36,345.36,341.85,341.21,339.31,328.62,329.20,330.37,325.59,319.27,320.97,310.20,314.90,329.64,305.87,341.01,340.56,362.12,294.94,317.50,321.33,323.55,362.12,326.39,320.04,324.90,336.44
2013-07-23 22:16:34.633000,L8,359.03,353.51,349.50,349.54,348.94,356.90,337.55,336.89,332.89,327.75,328.28,323.34,333.73,340.72,316.63,354.12,356.03,368.68,319.48,367.96,364.28,348.98,384.90,337.65,335.60,333.74,357.29
2013-08-08 22:16:37.441000,L8,334.48,320.72,323.74,318.19,303.58,,,,,,,,,,,,,,,,,,,,,,
2013-08-31 22:22:50.245000,L8,357.68,344.62,334.16,335.80,340.88,326.56,329.61,331.01,324.02,320.27,323.40,317.34,317.63,333.66,313.66,331.88,344.77,359.83,301.97,327.25,325.22,321.80,332.95,327.36,327.83,327.90,351.61
2013-09-25 22:16:28.938000,L8,,,,,,,,317.59,301.37,300.80,299.85,302.69,293.65,310.67,159.38,,,,,,,,,,,,
2013-10-11 22:16:29.291000,L8,331.92,331.59,328.09,326.01,,,326.00,323.46,317.06,315.53,316.19,313.48,306.46,324.15,306.21,,,,,,,,,,,320.20,
2013-10-18 22:22:37.411000,L8,355.35,353.18,343.22,343.32,346.19,356.04,353.93,342.06,347.89,336.73,344.21,338.89,340.17,340.15,326.66,360.34,354.19,364.76,333.72,368.10,362.59,331.24,323.24,331.38,330.86,334.18,357.73
2013-12-30 22:16:01.055000,L8,339.69,336.82,322.37,322.28,311.33,317.01,330.07,333.24,324.78,321.19,323.49,318.73,314.92,327.56,313.97,318.87,326.33,351.45,295.84,316.22,325.03,323.76,298.53,325.19,318.63,331.17,315.58
2014-02-23 22:21:32.043000,L8,341.68,340.80,324.43,320.73,312.77,319.86,328.77,331.85,322.44,318.97,320.90,316.70,313.22,329.25,313.99,318.58,323.47,351.05,,,,,,322.12,319.34,328.72,317.36
2014-03-11 22:21:19.920000,L8,339.47,352.04,325.74,324.24,316.78,322.33,329.95,330.49,323.08,319.37,320.77,316.66,315.33,330.19,69.66,323.69,327.54,353.25,,,,,,,323.87,330.68,322.01
2014-03-20 22:15:01.497000,L8,346.38,345.80,330.95,332.36,318.93,324.19,330.65,329.91,324.07,318.89,322.21,314.54,317.14,328.08,311.95,330.85,331.85,354.72,,,,,,,321.92,327.97,322.39
2014-04-21 22:14:29.865000,L8,369.27,353.86,349.46,347.81,348.02,356.00,352.74,351.53,341.49,336.97,342.02,343.70,336.03,341.71,327.16,355.07,348.98,366.08,349.75,364.40,357.41,353.24,385.03,354.30,357.23,358.12,352.22
2014-05-30 22:20:22.872000,L8,330.24,326.90,322.80,319.33,302.17,308.48,,,,,,,,,,,,,,,,,,,,,
2014-07-17 22:20:39.943000,L8,331.10,331.17,327.12,328.09,307.75,309.73,,,,,,,,,,,,,,,,,,,,,
2014-08-02 22:20:46.799000,L8,375.07,370.44,362.73,363.08,357.89,365.26,372.43,366.74,358.77,354.55,354.50,351.30,351.73,352.14,65.58,366.45,368.15,394.74,362.82,378.61,377.18,405.89,411.92,370.36,372.46,366.04,363.87
2014-08-11 22:14:39.696000,L8,373.74,365.94,372.31,371.35,368.13,363.30,366.66,364.89,356.20,358.06,346.90,354.24,347.41,356.71,83.23,368.65,364.49,376.57,351.38,372.77,378.06,369.43,395.08,364.85,362.36,370.19,365.21
2014-08-18 22:20:51.886000,L8,340.50,340.46,335.81,335.16,319.42,319.50,318.04,320.23,312.97,312.32,313.15,307.95,309.90,325.04,302.78,320.16,336.79,349.64,,,,,,,,316.44,322.51
2014-09-19 22:20:54.477000,L8,356.71,359.39,348.64,353.14,354.30,361.64,357.11,348.73,346.99,345.43,342.34,339.08,341.19,345.94,61.47,367.67,359.36,368.31,365.91,375.82,369.90,365.20,393.88,359.70,366.46,363.66,367.47
2014-09-28 22:14:44.621000,L8,349.76,351.00,336.71,336.44,318.01,322.96,324.19,327.44,320.85,317.26,320.39,312.51,316.58,329.27,308.73,327.79,332.53,352.87,296.89,315.01,320.77,318.63,300.99,325.55,316.64,322.64,324.62
2014-11-06 22:21:01.126000,L8,370.85,370.23,353.79,358.86,355.63,361.19,335.58,333.90,333.62,341.67,346.85,325.74,322.31,337.04,316.97,365.45,359.73,375.83,314.20,320.72,323.05,323.28,307.98,326.66,325.65,330.13,361.97
2014-11-15 22:14:49.314000,L8,328.67,319.14,310.76,291.63,,,,,,,,304.74,302.87,315.32,300.37,,,,,,,,,,,,
2015-01-02 22:14:38.674000,L8,361.30,369.28,363.65,370.64,372.59,383.11,369.23,370.80,357.27,361.11,344.73,354.67,343.68,337.84,342.09,387.75,374.46,368.75,379.31,378.08,380.00,369.47,383.64,333.47,374.48,376.82,371.52
2015-02-10 22:20:38.674000,L8,338.11,320.69,316.47,316.27,310.77,314.57,329.53,327.56,320.49,317.14,317.49,311.92,313.53,320.47,285.98,313.54,316.47,330.69,,,,,,,,328.94,
2015-04-15 22:20:10.505000,L8,334.78,326.80,314.26,316.13,,,,,,,,,,,,,,,,,,,,,,,
2015-05-01 22:20:00.344000,L8,332.61,322.30,316.18,314.34,304.87,308.34,319.59,318.47,311.27,308.76,309.02,303.72,303.39,316.52,298.43,,,,,,,,,,,317.49,
2015-06-11 22:13:52.284000,L8,375.27,341.75,336.66,337.48,339.93,342.04,,,,,,,,,,348.95,345.21,358.95,343.76,316.84,325.67,350.11,355.39,339.26,,,349.32
2015-06-27 22:13:58.027000,L8,330.40,333.39,327.36,328.58,311.20,317.25,,,,,,,,,,320.20,,,,,,,,,,,
2015-07-04 22:20:14.053000,L8,351.76,358.61,348.92,349.20,343.41,349.21,328.52,327.23,320.54,317.71,,,,,,348.19,350.86,367.87,344.40,354.33,353.23,349.29,382.29,339.08,329.33,330.25,346.37
2015-07-29 22:14:13.585000,L8,356.11,359.37,350.94,354.45,352.27,338.32,330.86,330.61,322.93,320.44,320.50,314.07,320.41,333.71,309.28,349.02,351.27,368.97,337.00,347.54,336.87,344.30,338.35,342.88,330.80,330.87,346.09
2015-08-21 22:20:33.210000,L8,348.22,345.61,335.65,338.30,339.22,329.53,329.45,328.48,321.68,318.26,317.80,313.95,315.59,329.02,307.07,335.26,337.57,361.68,299.43,343.65,324.73,325.91,336.59,327.38,326.48,328.92,343.37
2015-10-08 22:20:48.527000,L8,345.17,350.93,335.04,332.13,322.61,330.90,330.03,329.16,323.33,319.34,320.50,316.00,315.45,329.07,309.14,334.25,334.30,363.01,331.48,332.55,333.57,330.81,325.10,329.93,327.97,329.72,334.45
2015-10-17 22:14:38.194000,L8,351.10,349.52,337.36,337.52,323.17,332.03,329.70,328.05,324.41,320.49,322.16,318.53,314.76,326.62,312.52,331.95,335.41,356.60,303.90,320.33,326.62,324.73,309.35,329.75,325.16,326.74,328.88
2015-10-24 22:20:52.499000,L8,328.11,325.48,310.70,,,,,,290.11,307.00,309.25,303.82,304.53,314.04,297.64,,,,,,,,,,,,
2015-11-18 22:14:44.822000,L8,341.44,344.25,330.24,326.47,316.60,321.51,328.92,329.87,323.27,318.70,321.51,314.44,315.61,328.27,312.47,326.07,328.26,349.21,300.29,318.32,325.40,324.01,302.97,324.32,322.26,328.72,320.73
2015-12-20 22:14:45.217000,L8,340.15,322.15,320.02,321.06,312.19,320.39,328.21,327.29,322.35,318.09,320.11,315.53,313.47,326.32,308.98,319.41,325.87,350.23,297.59,318.66,325.58,323.34,303.03,324.09,323.85,327.42,315.42
2016-01-05 22:14:40.992000,L8,320.41,313.35,309.62,307.56,,,324.09,323.99,316.40,312.89,313.13,307.97,310.90,317.57,303.30,,,,,,,,,,,321.51,
2016-03-16 22:20:36.438000,L8,331.57,319.68,316.10,317.13,312.59,321.19,326.17,326.47,317.54,316.29,313.49,311.81,313.08,327.03,306.05,318.72,326.07,355.68,293.81,315.05,320.23,322.24,297.94,320.92,322.58,326.15,315.28
2016-04-26 22:14:08.933000,L8,314.88,314.35,296.53,307.53,,,308.12,318.43,313.70,310.31,307.51,303.63,306.87,317.09,157.31,,,,,,,,,,,,
2016-05-12 22:14:08.416000,L8,348.59,345.38,328.82,328.79,323.31,336.11,325.62,325.65,318.93,317.72,318.84,313.02,313.04,330.39,313.93,336.23,336.41,356.27,299.87,323.01,328.11,326.52,306.63,322.18,322.13,324.58,332.75
2016-06-04 22:20:28.125000,L8,312.37,317.08,284.82,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-06 22:20:41.229000,L8,329.37,325.00,314.66,314.98,,,,,297.91,303.87,303.18,295.69,301.37,313.95,,,,,,,,,,,,,
2016-07-31 22:14:37.742000,L8,352.40,347.68,333.44,331.38,327.52,331.40,325.44,326.77,317.66,315.66,312.33,312.12,313.01,328.00,303.91,336.61,336.89,361.16,300.13,314.52,321.40,324.29,301.13,326.79,320.95,324.55,324.81
2016-08-16 22:14:41.427000,L8,368.46,368.76,361.71,379.66,380.48,391.70,376.97,378.22,362.52,367.00,369.89,370.34,355.48,370.08,350.89,387.53,388.25,382.39,373.76,390.43,393.46,385.73,387.81,379.90,361.14,382.35,389.07
2016-09-01 22:14:48.072000,L8,346.95,363.68,358.10,375.94,355.08,325.41,,,,,,,,,,405.46,370.30,399.42,314.52,309.13,,,,,,,369.75
2016-11-27 22:21:07.723000,L8,352.19,350.42,331.54,327.32,315.00,320.91,328.57,329.33,320.13,317.93,340.53,317.77,311.46,334.98,317.49,324.62,325.61,355.50,297.63,316.07,322.02,320.88,302.71,321.38,324.24,328.38,314.31
2016-12-29 22:21:01.343000,L8,338.51,338.32,322.58,322.89,314.08,322.85,333.06,333.55,326.36,322.37,321.49,318.22,317.89,331.08,313.33,321.71,325.80,351.18,301.12,321.13,329.93,325.50,304.78,324.90,328.18,332.83,318.76
2017-01-23 22:14:43.048000,L8,339.92,348.03,321.10,323.69,313.31,322.61,331.26,330.33,325.60,318.83,320.50,314.05,318.50,327.62,311.40,326.07,326.90,349.53,299.91,320.59,325.56,326.62,305.50,322.98,328.45,330.53,316.63
2017-01-30 22:20:50.623000,L8,343.42,319.32,319.57,318.83,312.36,319.71,330.40,329.72,323.94,319.63,319.41,315.62,316.44,332.23,312.42,320.74,323.62,353.22,298.64,318.09,324.60,322.79,302.86,322.80,326.10,329.69,315.06
2017-02-08 22:14:34.654000,L8,346.04,333.86,319.30,320.70,313.63,321.70,329.08,330.72,321.31,318.93,315.00,317.07,313.74,331.68,309.54,324.84,325.52,351.94,298.12,316.23,323.83,325.82,300.91,325.40,326.24,331.16,318.44
2017-04-04 22:20:20.280000,L8,343.43,350.82,325.75,327.88,320.00,325.43,328.54,330.47,322.52,319.72,318.67,315.87,316.44,332.08,313.94,334.12,387.64,374.93,328.09,329.04,326.01,323.60,296.33,,326.90,329.81,322.31
2017-04-20 22:20:11.117000,L8,338.64,340.08,333.36,331.68,317.45,321.99,326.63,326.98,320.92,318.62,317.08,314.28,315.65,329.78,309.05,330.59,331.15,354.08,298.42,317.81,323.15,324.99,301.19,323.48,324.77,328.14,326.13
2017-05-06 22:20:07.089000,L8,347.77,348.72,338.53,337.97,326.37,325.71,327.73,328.35,321.62,318.49,315.82,315.36,315.70,332.07,77.72,335.54,339.26,364.46,301.32,317.77,324.13,325.79,336.65,326.97,328.13,326.30,331.51
2017-07-02 22:14:23.696000,L8,332.03,336.50,331.57,307.30,308.95,319.07,,,,,,,,,,323.24,326.58,340.57,298.12,295.57,,,,,,,313.37
2017-07-09 22:20:35.589000,L8,316.27,318.32,314.70,303.17,,,,,,,,,,,,,,,,,,,,,,,
2017-08-03 22:14:35.682000,L8,352.30,354.98,344.45,336.25,323.29,329.18,327.09,326.20,321.57,319.25,319.97,315.23,316.42,332.22,307.78,334.61,341.45,367.43,291.05,315.99,323.88,325.28,305.36,330.63,326.82,321.71,333.80
2017-09-27 22:21:00.343000,L8,320.47,313.19,305.29,302.91,,,,316.84,305.80,305.08,305.43,301.82,301.08,317.08,297.92,,,,,,,,,,,,
2017-10-29 22:21:05.518000,L8,354.74,353.30,326.25,326.03,317.28,323.68,331.81,332.29,326.09,321.62,323.56,317.98,316.53,332.01,313.07,322.85,328.79,358.46,300.79,322.88,325.80,324.47,306.74,326.42,327.25,330.99,325.34
2017-11-30 22:20:56.190000,L8,347.37,346.17,330.79,329.15,320.93,328.23,337.64,338.01,330.82,328.20,328.57,325.31,321.08,332.87,318.73,326.42,333.48,354.00,311.58,330.56,332.19,332.20,308.59,327.75,331.86,337.35,328.78
2017-12-25 22:14:47.702000,L8,333.41,336.16,324.72,326.27,321.50,329.31,336.26,335.58,329.34,323.61,324.86,319.46,320.66,332.74,315.57,328.17,330.87,349.35,333.24,311.78,,,302.99,324.55,329.71,336.68,321.19
2018-01-01 22:20:56.342000,L8,,,,,,,358.72,338.43,326.47,319.37,325.42,321.99,320.66,334.66,314.16,,,,,,,,,,324.56,336.75,
2018-02-11 22:14:26.201000,L8,318.75,313.35,309.64,306.26,,,321.14,322.08,316.28,312.72,311.87,308.31,308.48,318.76,301.75,,,,,,,,,,313.53,322.81,
2018-02-27 22:14:19.470000,L8,351.39,343.65,327.15,330.87,328.38,333.16,330.46,328.29,324.53,322.95,322.02,317.56,315.35,329.26,310.92,344.97,332.92,355.50,299.98,324.17,332.52,325.44,298.68,320.34,327.68,330.84,317.89
2018-03-06 22:20:26.446000,L8,339.12,340.79,324.40,326.09,321.57,326.83,329.43,329.02,322.70,319.71,318.61,316.76,313.55,329.16,308.13,320.22,326.44,350.64,302.55,324.98,329.47,326.71,300.54,323.65,327.48,331.56,319.21
2018-03-15 22:14:10.086000,L8,342.53,335.52,326.86,327.67,320.35,324.75,325.45,321.18,318.13,314.44,318.19,312.89,309.97,321.97,304.82,320.77,326.65,347.14,299.88,323.24,323.52,325.86,299.85,321.21,323.27,325.36,314.37
2018-04-16 22:13:54.370000,L8,371.65,384.48,383.26,385.11,386.80,394.94,379.11,384.50,367.10,373.87,369.21,377.67,374.89,381.57,361.36,405.75,394.31,381.59,386.30,387.58,393.76,387.03,414.18,383.39,380.43,379.26,389.12
2018-05-02 22:13:45.572000,L8,327.95,319.86,314.59,309.56,,,,,,,,,,,,,,,,,,,,,,,
2018-05-18 22:13:34.690000,L8,,,,,,,,,,,,,,,,,315.48,328.95,295.64,313.12,318.81,317.28,,,,,299.34
2018-07-12 22:19:56.652000,L8,330.68,324.97,318.94,319.08,313.02,318.91,,,,,,,,,,,,,,,,,,,,,
2018-07-21 22:13:49.390000,L8,376.20,360.07,360.44,362.20,364.76,374.06,363.79,345.18,352.41,348.14,344.05,345.38,343.74,342.42,338.45,374.38,369.16,366.66,357.61,376.66,374.66,365.79,396.95,366.69,358.56,356.87,366.26
2018-08-29 22:20:19.957000,L8,356.59,353.81,345.35,347.31,339.81,337.71,328.86,328.75,322.21,320.60,320.79,317.00,315.14,332.55,307.60,336.76,339.23,359.95,317.13,332.51,329.87,329.80,317.30,328.51,328.65,330.00,336.15
2018-09-07 22:14:12.130000,L8,368.01,358.73,372.55,384.26,385.04,372.39,328.34,330.77,324.54,322.52,323.55,319.87,332.01,340.05,315.38,353.36,356.14,371.56,305.74,326.50,331.19,328.36,306.33,333.69,328.11,332.44,369.72
2018-09-30 22:20:31.646000,L8,343.86,349.15,339.22,334.93,322.72,325.57,327.81,328.26,320.89,317.90,317.44,312.30,313.35,326.12,306.45,324.63,331.96,362.08,304.16,325.92,324.90,322.93,301.77,322.45,328.18,330.00,326.88
2018-12-28 22:14:29.227000,L8,326.38,314.85,311.43,306.14,,,321.31,320.49,314.65,311.48,312.68,307.48,305.82,315.41,299.08,,,,,,,,,,,317.39,
2019-01-13 22:14:27.136000,L8,359.87,362.39,327.37,326.06,322.94,352.80,333.57,331.86,327.44,321.90,323.93,318.22,317.88,331.23,314.27,332.79,325.06,349.56,312.67,331.75,335.91,329.15,308.30,328.97,330.89,335.88,335.81
2019-02-05 22:20:33.244000,L8,345.60,348.76,332.28,333.68,318.67,322.62,335.80,331.96,327.43,322.09,322.01,300.49,304.39,320.81,311.81,322.87,326.65,352.84,311.17,328.12,340.14,333.65,310.69,331.44,332.62,334.68,320.46
