dates,nzd0400-0000,nzd0400-0001,nzd0400-0002,nzd0400-0003,nzd0400-0004,nzd0400-0005,nzd0400-0006,nzd0400-0007,nzd0400-0008,nzd0400-0009,nzd0400-0010,nzd0400-0011,nzd0400-0012,nzd0400-0013,nzd0400-0014,nzd0400-0015,nzd0400-0016,nzd0400-0017,nzd0400-0018,nzd0400-0019,nzd0400-0020,nzd0400-0021,nzd0400-0022,nzd0400-0023,nzd0400-0024,nzd0400-0025,nzd0400-0026,nzd0400-0027,nzd0400-0028,nzd0400-0029,nzd0400-0030,nzd0400-0031,nzd0400-0032,nzd0400-0033,nzd0400-0034,nzd0400-0035,nzd0400-0036,nzd0400-0037,nzd0400-0038,nzd0400-0039,nzd0400-0040,nzd0400-0041,nzd0400-0042,nzd0400-0043,nzd0400-0044,nzd0400-0045,nzd0400-0046,nzd0400-0047,nzd0400-0048,nzd0400-0049,nzd0400-0050,nzd0400-0051,nzd0400-0052,nzd0400-0053,nzd0400-0054,nzd0400-0055,nzd0400-0056,nzd0400-0057,nzd0400-0058,nzd0400-0059,nzd0400-0060,nzd0400-0061,nzd0400-0062,nzd0400-0063,nzd0400-0064,nzd0400-0065,nzd0400-0066,nzd0400-0067,nzd0400-0068,nzd0400-0069,nzd0400-0070,nzd0400-0071,nzd0400-0072,nzd0400-0073,nzd0400-0074,nzd0400-0075,nzd0400-0076,nzd0400-0077,nzd0400-0078,nzd0400-0079,nzd0400-0080,nzd0400-0081,nzd0400-0082,nzd0400-0083,nzd0400-0084,nzd0400-0085,nzd0400-0086,nzd0400-0087,nzd0400-0088,nzd0400-0089,nzd0400-0090,nzd0400-0091,nzd0400-0092,nzd0400-0093,nzd0400-0094,nzd0400-0095,nzd0400-0096,nzd0400-0097,nzd0400-0098,nzd0400-0099,nzd0400-0100,nzd0400-0101,nzd0400-0102,nzd0400-0103,nzd0400-0104,nzd0400-0105,nzd0400-0106,nzd0400-0107,nzd0400-0108,nzd0400-0109,nzd0400-0110,nzd0400-0111,nzd0400-0112,nzd0400-0113,nzd0400-0114,nzd0400-0115,nzd0400-0116,nzd0400-0117,satname
1999-08-17 22:12:50.033,,,,,,245.32,,235.43,232.36,240.35,,,,,337.46,340.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.1,356.37,343.65,349.17,353.95,,,,,,,,,238.54,336.21,358.37,,,,,,,,,,,,,263.12,257.6,281.67,,,,,,,,,,,,,,,,,,,,,,,,,,366.82,,384.41,,,,,,366.39,,340.57,,,L7
1999-08-26 22:06:44.761,,,,,,231.29500000000002,206.28,216.35000000000002,212.645,227.82999999999998,237.73,238.7,,,337.46,340.92,247.02,244.66,239.75,237.15,232.23,,,,,256.53,,297.43,310.1,257.52,310.02,,281.98,,254.58,264.43,256.11,263.24,267.49,243.57,239.71,,222.73,,,,,,,356.1,356.37,343.65,349.17,353.95,,,,215.66,217.01,,,,222.815,336.21,358.37,,,,,,,,,211.76,230.36,,,276.51,275.71500000000003,269.775,268.56,,,241.83,237.16,,,,,282.73,217.52,,237.75,266.19,,289.77,308.5,299.73,308.21,310.57,303.74,322.48,323.58,320.61,,363.90999999999997,,369.255,,,,,,362.19,309.17,340.57,,,L7
1999-11-05 22:12:52.965,,,,,,231.29500000000002,206.28,216.35000000000002,212.645,227.82999999999998,237.73,238.7,,,337.46,340.92,247.02,244.66,239.75,237.15,232.23,,,,,256.53,,297.43,310.1,257.52,307.725,291.07,268.145,223.8,251.755,251.285,247.455,253.46,247.78500000000003,243.57,239.71,,222.73,,,,,,,356.1,356.37,343.65,349.17,353.95,,,,215.66,217.01,,,,222.815,336.21,358.37,,,,,,,,,211.76,230.36,,,276.51,275.71500000000003,264.6066666666667,264.33500000000004,220.1,219.4,233.555,223.745,,,,,279.23,227.185,,237.75,267.855,,292.085,297.16499999999996,293.08000000000004,296.105,298.73,293.86,303.175,306.47,313.59000000000003,,363.90999999999997,,369.255,314.54,310.78,303.53,260.48,266.43,362.19,305.675,340.57,,,L7
1999-11-21 22:12:47.994,,,,,,221.35666666666665,220.075,213.13666666666668,215.23666666666668,226.59333333333333,222.46499999999997,218.945,,,337.46,340.92,234.53,233.26,241.885,227.39499999999998,236.515,,,,,246.73499999999999,,293.055,303.94,273.45,306.7,309.25,268.84666666666664,235.155,249.70666666666668,249.17,245.7166666666667,252.0666666666667,240.39333333333335,234.82999999999998,230.845,,222.725,,,,,,,356.1,356.37,343.65,349.17,353.95,,,,211.475,215.37,,,,222.815,336.21,358.37,,,,,,,,,211.76,230.36,,,276.51,275.71500000000003,261.7,263.3,240.09499999999997,223.11,230.51,219.42666666666665,256.59,,,305.12,277.3733333333334,238.92,,255.965,269.0566666666667,293.66,293.18,286.04333333333335,289.93333333333334,293.37333333333333,293.30333333333334,289.62333333333333,296.9166666666667,298.6933333333333,312.84,,363.90999999999997,,369.255,303.605,310.945,303.815,279.125,262.845,358.0533333333333,313.76,323.635,,,L7
1999-12-07 22:12:53.785,,,,,,221.35666666666665,220.075,213.13666666666668,215.23666666666668,226.59333333333333,222.46499999999997,218.945,,,337.46,340.92,231.70333333333335,229.71666666666667,235.1966666666667,226.14,236.515,,,,,246.73499999999999,,293.055,303.94,273.45,306.7,309.25,268.84666666666664,226.01,249.7375,247.6825,241.5875,251.33,227.59750000000003,234.82999999999998,230.845,,222.725,,,,,,,356.1,356.37,343.65,349.17,353.95,,,,211.475,215.37,,,,222.815,336.21,358.37,,,,,,,,,202.635,224.47500000000002,,,276.51,275.71500000000003,261.7,263.3,240.09499999999997,225.35333333333332,231.815,219.42666666666665,242.38,,,292.82,275.2525,238.92,,255.965,260.7975,292.255,290.965,273.805,285.9375,289.315,290.3875,288.06,292.335,293.74,312.84,,363.90999999999997,,361.58666666666664,303.605,308.55,301.93333333333334,282.80333333333334,273.7266666666667,358.0533333333333,324.16,323.635,,,L7
2000-01-17 22:06:35.665,444.4,329.09,,,330.1,221.35666666666665,220.075,213.13666666666668,215.23666666666668,226.59333333333333,235.9433333333333,242.42666666666665,272.57,297.83,321.685,328.545,231.70333333333335,229.71666666666667,264.72,226.14,236.515,393.71,396.3,,424.75,306.21999999999997,420.69,293.055,303.94,273.45,306.7,309.25,268.84666666666664,226.01,249.7375,247.6825,241.5875,251.33,227.59750000000003,234.82999999999998,230.845,388.64,275.37,389.87,386.5,383.69,373.45,,374.6,375.97,358.52,344.94,347.26,345.41999999999996,344.28,343.28,358.39,211.475,215.37,,352.47,366.26,222.815,348.59000000000003,363.545,360.22,376.8,384.03,382.49,361.32,356.59,361.71,393.99,202.635,224.47500000000002,,,276.51,275.71500000000003,261.7,263.3,240.09499999999997,225.35333333333332,231.815,219.42666666666665,242.38,429.21,436.47,292.82,275.2525,238.92,,255.965,260.7975,292.255,290.965,273.805,285.9375,289.315,290.3875,288.06,292.335,293.74,312.84,,363.90999999999997,,361.58666666666664,303.605,308.55,301.93333333333334,282.80333333333334,273.7266666666667,358.0533333333333,324.16,323.635,,,L7
2000-02-18 22:06:29.014,444.4,329.26,,,344.96500000000003,209.37499999999997,220.075,201.99000000000004,206.675,219.71499999999997,246.90749999999997,255.3875,290.205,291.575,296.95000000000005,308.45000000000005,231.70333333333335,229.71666666666667,277.66999999999996,226.14,236.515,375.84000000000003,379.315,,409.03499999999997,326.87,413.365,293.055,303.94,273.45,306.7,309.25,268.84666666666664,226.01,249.7375,247.6825,241.5875,251.33,227.59750000000003,234.82999999999998,230.845,383.03999999999996,298.2925,373.16499999999996,377.055,379.34000000000003,385.135,,369.175,395.84,351.485,349.98,341.32500000000005,336.49,334.37,345.03999999999996,346.67499999999995,211.475,215.37,322.45,342.365,346.595,207.09,360.97,351.14,349.66,368.58000000000004,369.105,377.32,369.83,355.72,354.63,377.72,202.635,224.47500000000002,,382.13,289.9,293.83,255.0433333333333,263.3,240.09499999999997,225.35333333333332,231.815,219.42666666666665,242.38,429.21,436.47,292.82,275.2525,238.92,,255.965,260.7975,292.255,290.965,273.805,285.9375,289.315,290.3875,288.06,292.335,293.74,312.84,,361.0,,350.17499999999995,303.605,308.55,301.93333333333334,282.80333333333334,273.7266666666667,353.88499999999993,324.16,306.7,,,L7
2000-03-21 22:06:25.053,444.4,329.26,,246.64,344.96500000000003,218.51999999999998,237.24,215.70499999999998,221.505,226.04500000000002,249.9666666666666,260.95,290.205,291.575,296.95000000000005,288.7966666666667,224.04500000000002,240.65333333333334,290.02,220.635,240.8,375.84000000000003,379.315,318.37,385.05,350.9975,411.96333333333337,288.68,297.78,289.38,305.03999999999996,309.25,262.28,226.01,248.12333333333333,242.1,236.74666666666667,247.36,214.30000000000004,226.09,221.98,383.03999999999996,324.90999999999997,340.03,377.055,379.34000000000003,385.135,264.54,369.175,395.84,351.485,349.98,341.32500000000005,336.49,321.8666666666666,345.03999999999996,346.67499999999995,240.15999999999997,213.73,306.525,342.365,346.595,225.39,360.97,351.14,349.66,368.58000000000004,369.105,377.32,369.83,345.24666666666667,347.94,377.72,193.51,218.59,306.03,370.955,,,253.62499999999997,260.6700000000001,240.09499999999997,225.35333333333332,228.47666666666666,210.56,242.38,412.895,421.015,301.7366666666667,272.76,249.62,,274.18,259.0,292.255,291.3633333333333,262.24,299.51,305.66999999999996,294.90250000000003,294.185,301.98249999999996,301.76250000000005,308.955,366.58,357.95,351.22,347.87,320.8866666666667,308.55,301.93333333333334,282.80333333333334,273.7266666666667,353.005,336.5175,306.7,,,L7
2000-04-13 22:12:18.119,444.4,329.26,,247.64,344.96500000000003,227.53666666666666,239.86,222.47333333333333,225.1,228.87333333333333,247.43249999999998,261.61749999999995,290.205,291.575,296.95000000000005,280.3025,224.04500000000002,246.8325,289.44,220.635,240.8,375.84000000000003,364.4433333333333,301.27,361.4075,340.17600000000004,411.96333333333337,303.21500000000003,314.38,289.38,315.6466666666667,320.74333333333334,262.28,226.01,248.12333333333333,242.1,236.74666666666667,258.39250000000004,214.30000000000004,226.09,221.98,383.03999999999996,324.942,325.2875,377.055,379.34000000000003,385.135,266.08000000000004,369.175,395.84,351.485,349.98,341.32500000000005,336.49,321.8666666666666,345.03999999999996,346.67499999999995,242.6933333333333,222.005,306.525,347.49666666666667,344.99666666666667,225.39,367.96000000000004,351.14,349.66,368.58000000000004,369.105,377.32,369.83,345.24666666666667,347.94,377.72,215.495,218.59,308.59,370.955,327.65,331.16,253.62499999999997,260.6700000000001,240.09499999999997,225.35333333333332,228.47666666666666,241.31333333333336,242.38,412.895,389.60999999999996,306.5625,272.76,249.62,,274.18,259.0,306.96333333333337,291.3633333333333,262.24,306.52599999999995,313.142,305.364,303.33000000000004,312.23999999999995,312.26800000000003,323.0,354.92999999999995,356.735,353.18,350.2733333333333,329.3275,308.55,301.93333333333334,282.80333333333334,273.7266666666667,352.14000000000004,340.42600000000004,306.7,,,L7
2000-05-24 22:05:46.512,444.4,329.26,,247.64,344.96500000000003,238.30666666666664,233.91333333333333,220.55999999999997,221.99333333333334,223.87666666666667,249.305,282.4266666666666,290.205,291.575,296.95000000000005,268.096,226.42000000000002,249.4725,298.524,224.235,234.3,375.84000000000003,364.4433333333333,285.2033333333333,339.494,346.858,411.96333333333337,307.88,315.295,,336.86,322.64,273.27,233.205,250.895,243.22,229.2,265.27333333333337,189.21,241.14,234.56,383.03999999999996,350.4975,309.1,377.055,379.34000000000003,385.135,262.29333333333335,369.175,395.84,351.485,349.98,341.32500000000005,336.49,321.8666666666666,345.03999999999996,346.67499999999995,260.395,230.28,306.525,347.49666666666667,344.99666666666667,225.39,367.96000000000004,351.14,349.66,368.58000000000004,369.105,377.32,369.83,345.24666666666667,347.94,377.72,215.495,221.575,308.59,370.955,327.65,331.16,247.23,,,239.115,249.72500000000002,283.18000000000006,242.405,412.895,389.60999999999996,307.04333333333335,268.89,,,,236.02,313.615,284.32,237.09,314.8225,325.2775,317.96,313.9375,328.015,326.83750000000003,351.09,340.24666666666667,356.735,353.18,342.135,346.1666666666667,306.45,303.92,294.58000000000004,302.28499999999997,339.32666666666665,356.6733333333334,,,,L7
2000-08-03 22:11:07.870,,329.43,,247.64,359.83,235.725,228.8425,218.0575,220.6125,220.6925,238.7175,278.94499999999994,307.84,285.32,287.99,256.0775,231.37,254.8925,305.8366666666667,226.175,237.22500000000002,357.97,348.515,276.1,305.12,314.658,407.6,303.94,314.2266666666667,300.29,336.86,316.86333333333334,281.955,269.06000000000006,257.85,267.81,244.38,266.32666666666665,,254.78,236.025,377.44,340.4433333333333,279.76800000000003,367.61,374.99,396.82,259.2275,363.75,,342.3,353.73,337.3,336.09,310.65999999999997,346.8,334.96,260.395,230.28,306.525,345.01,334.365,225.39,374.95,333.56,339.1,360.36,354.18,387.25,396.315,339.57500000000005,341.05499999999995,361.45,218.78,232.91,302.07666666666665,370.955,311.11,311.92,251.865,263.25,272.11,264.44,246.19,267.13000000000005,272.44,396.58,348.05,315.58666666666664,235.86,257.12,,282.88,,319.85,303.19,,318.81,330.425,323.69,313.5525,332.27250000000004,342.8233333333333,351.09,331.45,343.16,344.8966666666667,335.33500000000004,344.8775,310.09000000000003,305.68,297.175,292.485,329.4775,357.33000000000004,,,,L7
2000-08-19 22:11:01.988,,,,247.64,361.57,235.725,228.8425,218.0575,220.6125,220.6925,225.0233333333333,263.62,,,,241.1933333333333,231.37,254.8925,294.02000000000004,226.175,237.22500000000002,382.97,334.7,276.1,283.07,296.1175,409.16,303.94,314.2266666666667,300.29,336.86,316.86333333333334,281.955,269.06000000000006,257.85,267.81,244.38,266.32666666666665,,254.78,236.025,381.57,327.135,260.595,405.52,375.78,390.6,259.2275,384.62,389.31,380.22,366.19,362.37,348.73,296.86,355.3,351.22,260.395,230.28,290.6,356.51,341.8,225.39,374.95,,,395.96,,402.35,414.29,324.3,334.56,,218.78,232.91,302.07666666666665,359.78,311.11,311.92,251.865,263.25,272.11,264.44,246.19,267.13000000000005,272.44,396.58,348.05,315.58666666666664,235.86,257.12,,282.88,,319.85,303.19,,318.81,330.425,323.69,313.5525,332.27250000000004,342.8233333333333,351.09,331.45,343.16,344.8966666666667,335.33500000000004,344.8775,310.09000000000003,305.68,297.175,292.485,329.4775,357.33000000000004,,,,L7
