dates,nzd0204-0000,nzd0204-0001,nzd0204-0002,nzd0204-0003,nzd0204-0004,nzd0204-0005,nzd0204-0006,nzd0204-0007,nzd0204-0008,nzd0204-0009,nzd0204-0010,nzd0204-0011,nzd0204-0012,nzd0204-0013,nzd0204-0014,nzd0204-0015,nzd0204-0016,nzd0204-0017,nzd0204-0018,nzd0204-0019,nzd0204-0020,nzd0204-0021,nzd0204-0022,nzd0204-0023,nzd0204-0024,nzd0204-0025,nzd0204-0026,nzd0204-0027,nzd0204-0028,nzd0204-0029,nzd0204-0030,nzd0204-0031,nzd0204-0032,nzd0204-0033,nzd0204-0034,nzd0204-0035,nzd0204-0036,nzd0204-0037,nzd0204-0038,nzd0204-0039,nzd0204-0040,nzd0204-0041,nzd0204-0042,nzd0204-0043,nzd0204-0044,nzd0204-0045,nzd0204-0046,nzd0204-0047,nzd0204-0048,nzd0204-0049,nzd0204-0050,nzd0204-0051,nzd0204-0052,nzd0204-0053,nzd0204-0054,nzd0204-0055,nzd0204-0056,nzd0204-0057,nzd0204-0058,nzd0204-0059,nzd0204-0060,nzd0204-0061,nzd0204-0062,nzd0204-0063,nzd0204-0064,nzd0204-0065,nzd0204-0066,nzd0204-0067,nzd0204-0068,nzd0204-0069,nzd0204-0070,nzd0204-0071,nzd0204-0072,nzd0204-0073,nzd0204-0074,nzd0204-0075,nzd0204-0076,nzd0204-0077,nzd0204-0078,nzd0204-0079,nzd0204-0080,nzd0204-0081,nzd0204-0082,nzd0204-0083,nzd0204-0084,nzd0204-0085,nzd0204-0086,nzd0204-0087,nzd0204-0088,nzd0204-0089,nzd0204-0090,nzd0204-0091,nzd0204-0092,nzd0204-0093,nzd0204-0094,nzd0204-0095,nzd0204-0096,nzd0204-0097,nzd0204-0098,nzd0204-0099,nzd0204-0100,nzd0204-0101,nzd0204-0102,nzd0204-0103,nzd0204-0104,nzd0204-0105,nzd0204-0106,nzd0204-0107,nzd0204-0108,nzd0204-0109,nzd0204-0110,nzd0204-0111,satname
2001-03-10 21:50:10+00:00,,286.76,271.44,266.37,251.16,257.04,,,,317.59,,317.62,294.02,310.77,308.32,325.47,325.355,332.89,333.58,338.2425,336.50666666666666,326.24,,327.29,,,,,267.43,325.3433333333333,,340.82500000000005,,338.11,337.73,343.9275,330.8933333333334,260.37,266.62,297.38,334.765,337.52,,322.83,306.61,,311.4,323.16499999999996,,309.39,307.16,,,,293.62,292.41,,307.88,298.83,299.99666666666667,304.72249999999997,292.56,315.7075,275.6,303.78,295.68,303.19666666666666,312.22,311.495,306.385,318.245,310.905,,314.29333333333335,316.2,313.21,314.89333333333326,316.2133333333333,317.10999999999996,319.33,323.86,313.715,292.5,,308.13,,,,284.45,286.7,286.06,278.03,323.015,283.68,254.05,287.62,298.56,309.57,,309.01,,310.79,308.47,311.63,338.83,,338.53,334.05,318.65,315.93,313.62,305.1,L7
2001-06-30 21:49:12+00:00,,286.76,285.33000000000004,266.37,251.16,256.005,,306.14,280.54,317.59,,324.28499999999997,294.02,310.77,316.96500000000003,318.62,305.515,313.76,307.47,333.19,335.15333333333336,326.24,,327.29,,,,270.27,269.625,291.82,,331.6,,332.13,326.98333333333335,339.85999999999996,325.5133333333333,260.37,266.62,303.08,318.115,320.15666666666664,,328.97,320.915,286.72,311.41499999999996,297.905,,309.39,307.16,,,,293.62,296.65,,301.09,300.97666666666663,291.315,303.4266666666667,300.8966666666667,306.16499999999996,278.85999999999996,306.71,296.4633333333333,295.71,300.99,305.16999999999996,299.44,309.45,296.895,294.69,304.8666666666667,307.1166666666667,300.545,301.99,301.01,276.165,300.385,307.4,297.605,287.96000000000004,257.56,303.32,,,,291.78000000000003,295.19500000000005,292.555,288.78,318.27,294.03,254.05,294.53,308.43,317.725,,318.21000000000004,,323.385,326.21500000000003,311.63,349.48,,340.715,333.315,323.275,313.07500000000005,309.91499999999996,305.975,L7
2001-09-09 21:54:36+00:00,,262.99,275.67,236.62,225.13,238.715,256.11,287.78999999999996,267.25,271.84,266.23,296.08,264.49,272.67,297.6,295.025,288.03499999999997,289.81,291.94,279.33,316.03,,292.24,325.31,270.87,278.25,228.09,258.75,260.04,276.73,279.76,302.07,296.53,,318.72,331.02,305.63,261.57,264.29,288.30999999999995,305.595,295.37,288.65,314.36,313.635,284.01,294.355,281.53,276.74,275.02,273.38,268.96,270.31,,329.8,317.83,,288.16,290.79999999999995,257.47,293.06,314.805,319.69,285.38,329.57,315.27,320.045,285.05,282.59000000000003,281.70500000000004,276.95000000000005,274.18,294.69,292.87,266.075,291.72,276.01,283.96,261.96500000000003,278.40999999999997,299.19,295.56,267.625,250.93999999999997,279.765,264.7,260.58,262.53,299.11,303.69,273.04,279.14,282.115,304.38,263.07,301.44,318.3,299.58,266.27,327.41,277.57,335.98,343.96,296.29,360.13,294.17,329.075,338.53,318.98,303.225,306.715,305.82000000000005,L7
2001-10-20 21:48:09+00:00,,262.99,275.67,236.62,225.13,238.715,256.11,287.78999999999996,267.25,282.18499999999995,287.20000000000005,296.08,280.88,286.755,294.7133333333333,298.03333333333336,292.93666666666667,296.7366666666667,300.49333333333334,297.015,315.53,320.55,308.135,326.3,270.87,295.83000000000004,234.7,260.87,261.68333333333334,276.79333333333335,295.58,302.07,296.53,,318.72,331.02,305.63,261.57,264.29,288.30999999999995,305.595,295.37,288.65,314.36,313.635,284.01,294.355,281.53,276.74,275.02,273.38,268.96,270.31,,329.8,317.83,,288.16,290.79999999999995,257.47,293.06,314.805,319.69,285.38,319.90000000000003,310.49333333333334,317.57,292.81666666666666,288.4433333333333,288.76666666666665,287.24,282.3833333333333,295.75,295.605,266.075,295.79,281.96,287.19666666666666,269.4866666666667,284.01,298.155,296.08500000000004,267.625,250.93999999999997,288.1766666666667,282.53,285.04999999999995,284.22,302.55000000000007,307.37,277.15333333333336,276.49666666666667,282.7633333333333,308.29499999999996,263.07,311.83000000000004,326.70500000000004,301.9166666666667,266.27,323.96500000000003,277.57,331.095,338.02,319.735,351.725,326.685,331.87333333333333,333.5366666666667,318.4533333333333,305.36333333333334,310.6933333333333,300.9866666666667,L7
2001-11-05 21:48:14+00:00,,272.47,264.58,234.47,223.44,228.67666666666665,257.07,284.67333333333335,267.32666666666665,282.2966666666666,291.75333333333333,296.08,280.88,286.755,293.5325,300.815,295.27,303.8275,300.49333333333334,300.1666666666667,310.2825,320.55,308.135,326.3,269.105,302.2766666666667,233.75666666666666,258.1025,259.6775,274.85249999999996,289.03,299.97,315.205,296.57,311.06,322.47,305.69666666666666,269.5,252.555,287.84999999999997,312.18333333333334,300.49,305.62,312.71000000000004,310.96333333333337,288.31333333333333,294.58,288.59666666666664,286.90999999999997,285.865,285.97,269.02,271.32,269.23,298.995,309.26666666666665,244.86,286.14,288.77666666666664,274.43,294.0466666666667,307.56,303.77,284.5,309.40250000000003,300.8725,312.59250000000003,288.53000000000003,286.77,286.61,287.2,282.8375,283.9533333333333,281.4066666666667,261.46,282.58666666666664,278.185,283.7075,269.85,284.3,292.94,285.80333333333334,262.5833333333333,251.19999999999996,283.54499999999996,284.31666666666666,280.28666666666663,278.55333333333334,302.55000000000007,307.37,272.3625,272.58,275.40999999999997,290.52666666666664,263.07,311.83000000000004,326.70500000000004,301.9166666666667,268.91499999999996,311.27666666666664,280.125,317.0466666666667,325.76,321.62,344.98333333333335,325.05,323.15999999999997,321.51,309.385,304.265,300.48749999999995,299.26,L7
2002-01-31 21:54:50+00:00,,263.71999999999997,238.87,234.47,223.44,211.94999999999996,244.12333333333333,273.6933333333333,255.39000000000001,282.79249999999996,287.9725,265.13,279.3933333333334,286.1066666666666,282.84000000000003,292.48333333333335,293.84999999999997,299.5325,302.685,300.1666666666667,289.2625,320.55,308.135,326.3,266.60999999999996,302.2766666666667,233.495,248.71,251.20750000000004,270.4475,284.9325,304.47333333333336,315.205,294.09000000000003,309.54,314.67500000000007,289.04333333333335,265.31,242.21,279.8566666666666,311.14,296.1333333333334,305.62,299.01,297.09999999999997,286.12,282.9866666666666,284.58666666666664,285.09,284.97666666666663,288.23,269.67,271.26,269.135,287.09,296.94666666666666,236.79500000000002,275.12666666666667,271.8866666666667,269.72333333333336,268.77666666666664,285.1433333333334,286.7266666666667,265.175,278.76500000000004,291.8875,303.45000000000005,278.52,277.23,275.655,279.6075,277.18,270.31666666666666,267.08,249.67999999999998,267.4433333333333,267.4425,270.1625,267.8075,275.3325,279.7133333333333,271.63000000000005,249.21,246.00333333333333,272.5075,278.7,272.4375,272.315,305.99,311.05,259.6175,259.85249999999996,258.3125,272.51,258.195,322.22,335.11,284.4533333333333,268.91499999999996,292.5633333333333,277.05,299.6066666666666,306.4266666666667,315.665,325.6933333333333,318.75,308.69,306.76250000000005,294.84000000000003,294.1775,288.30499999999995,296.72999999999996,L7
2002-02-16 21:54:54+00:00,,267.82,237.8775,229.0,220.23666666666668,211.94999999999996,244.12333333333333,278.36,252.69,289.73199999999997,284.884,266.81333333333333,279.43,287.825,285.155,294.46000000000004,296.3825,300.594,302.685,297.09749999999997,290.9,312.525,317.01,323.71,280.0325,302.2766666666667,233.495,248.71,251.20750000000004,270.4475,284.9325,300.32,315.205,294.09000000000003,309.54,314.67500000000007,290.325,264.36,242.21,279.9875,306.25666666666666,293.89,298.7233333333333,295.5325,297.09999999999997,286.12,282.9866666666666,287.1575,289.51,286.35749999999996,284.84749999999997,269.295,270.53999999999996,267.86333333333334,281.295,288.61,235.04666666666665,269.2325,267.0425,264.49,263.3975,276.67,277.4575,259.8533333333333,273.31600000000003,285.11199999999997,295.25200000000007,274.698,273.29200000000003,271.618,275.108,272.604,265.17499999999995,262.0575,248.7475,261.63,263.854,266.158,264.716,271.164,272.72249999999997,266.305,247.87,245.5675,269.02,285.62399999999997,280.56399999999996,280.564,314.285,311.05,259.6175,259.85249999999996,256.866,267.8875,258.25,322.22,335.11,280.2025,266.82,288.25,275.96,295.205,300.8425,311.87600000000003,319.4525,315.52799999999996,304.056,300.47,290.956,288.63800000000003,283.12,287.39,L7
2002-02-25 21:48:47+00:00,,267.82,237.8775,229.0,220.23666666666668,211.94999999999996,244.12333333333333,278.36,252.69,289.73199999999997,284.884,266.81333333333333,279.43,287.825,285.155,294.46000000000004,303.498,306.065,313.43333333333334,304.096,298.23999999999995,320.6466666666667,322.6775,323.71,280.0325,302.2766666666667,233.495,248.71,251.20750000000004,270.4475,297.738,300.32,326.65333333333336,294.09000000000003,309.54,322.5466666666667,299.26599999999996,264.36,242.21,293.258,317.7975,305.66,312.8025,295.5325,308.2525,286.12,282.9866666666666,287.1575,298.522,296.38800000000003,295.306,274.76,276.15,272.94,284.092,289.684,235.04666666666665,272.66999999999996,270.87800000000004,268.088,267.076,278.502,278.562,267.045,276.1016666666667,283.04833333333335,295.12166666666667,277.8433333333333,276.28000000000003,274.29333333333335,276.79333333333335,273.935,267.84399999999994,261.034,255.78999999999996,266.11800000000005,267.36333333333334,269.98,269.1466666666667,274.70166666666665,277.396,266.305,255.22200000000004,252.788,269.1066666666666,286.4916666666667,282.6716666666667,282.9533333333333,314.285,306.225,261.262,259.85249999999996,256.866,266.746,258.25,307.63,318.635,280.2025,278.72749999999996,292.45,275.96,299.704,305.042,315.415,323.212,315.2266666666667,304.056,305.29,296.28000000000003,292.42833333333334,283.12,287.39,L7
2002-08-27 21:54:00+00:00,,,,,,,,,,,,,,,,339.12,342.2,347.55,352.31,347.55,353.87,,,,,343.62,,,,351.64,355.96,361.29,,355.75,362.42,358.26,349.59,,,346.07,365.47,368.61,363.72,,357.32,,,,350.21,348.62,349.6,349.88,,348.12,,343.12,,,,,,,,,,,,,330.22,,,,,,,,,,,,,,,,,,,,350.03,,,,,,,,,,,359.86,,,,,,,,,,,,,L7
2002-10-07 21:47:33+00:00,,,,,,,,,,,,,,,,339.12,342.2,347.55,352.31,347.55,353.87,,,,,343.62,,,,348.595,355.96,357.625,,353.89,357.94,358.26,345.22,,,346.07,365.47,368.61,364.08500000000004,,357.32,,,,350.21,348.62,349.6,349.88,,348.12,335.6,343.12,,,,,,,,,,,,,330.22,,,,,,,,,,,,,,,,,,,,351.89,,,,,,,,,,345.84,359.86,,,,,,,,,,,,,L7
2002-10-23 21:47:39+00:00,,,,,,,,,,316.74,,,,,,339.12,340.21000000000004,344.565,352.31,339.865,353.87,,339.5,337.25,333.5,343.62,,,,345.93333333333334,352.03,353.9633333333333,,353.89,357.94,350.79999999999995,342.59999999999997,,,346.07,358.08000000000004,359.135,361.6766666666667,,352.28999999999996,,,,350.21,340.745,340.44,338.955,328.06,339.125,331.83500000000004,334.71500000000003,,,,,,,,,,,,,330.63,,,,,,,,,,,,,,,,,,,,351.89,,,,,,,,,,345.895,352.28,,,,,372.16,,,,,,,,L7
2002-12-01 21:54:16+00:00,,,,,,243.87,259.82,,,306.46000000000004,,,,295.24,296.59,321.625,328.82666666666665,344.565,352.31,339.865,353.87,,339.5,337.25,333.5,343.62,,269.27,273.81,331.3275,339.45666666666665,353.9633333333333,,353.89,344.06666666666666,350.79999999999995,332.255,,,327.06,358.08000000000004,337.48333333333335,342.8375,290.67,333.06666666666666,283.24,286.61,,350.21,340.745,340.44,328.22999999999996,317.35,327.46666666666664,320.32,334.71500000000003,,258.19,253.89,252.07,254.28,,,,,290.85,,,330.63,,,,,,275.91,293.78,298.45,306.6,,,,,,,,,,,351.89,,,,,,,,,,345.895,352.28,306.3,,320.77,327.45,372.16,,,,334.48,,,,L7
2003-01-11 21:48:14+00:00,,,,,,243.87,259.82,,,306.46000000000004,,284.68,277.37,287.28999999999996,286.745,308.68333333333334,319.52750000000003,344.565,352.31,331.34666666666664,335.075,,339.5,331.675,327.40999999999997,332.395,268.61,267.125,276.35,323.42600000000004,332.38,350.0125,,342.92333333333335,336.0225,337.99,328.944,301.04,,313.73333333333335,349.92333333333335,328.90250000000003,334.108,294.07000000000005,324.3075,292.08000000000004,293.83000000000004,288.15,317.015,321.23,320.18,331.29999999999995,317.35,327.46666666666664,321.83000000000004,331.2166666666667,,274.895,253.89,252.07,254.28,,,311.55,279.06,284.635,278.44,277.8,309.4066666666667,265.84,263.76,257.32,256.93,254.89,264.415,293.78,308.21500000000003,312.685,318.07,,,,,,,,,,351.89,,,,,,275.47,308.47,332.94,,345.09999999999997,347.1333333333334,323.03499999999997,351.71,320.77,327.45,372.16,,,,331.46500000000003,307.01,310.62,,L7
2003-05-03 21:48:37+00:00,,252.27,220.71,,226.99,230.10000000000002,254.07999999999998,267.59,247.36,281.84000000000003,266.28,268.6,267.725,281.53,278.14,281.55,288.79999999999995,,,297.48,316.28,,288.22,307.555,295.025,310.20500000000004,268.61,260.16,266.60999999999996,284.75333333333333,303.78000000000003,320.45000000000005,294.52,317.855,306.53666666666663,306.495,299.3566666666667,282.165,219.21,287.0966666666667,315.815,295.84000000000003,291.8066666666667,291.66,291.4533333333333,287.24,286.30333333333334,280.245,279.34000000000003,278.485,276.63,323.6449999999999,286.9,286.23,305.49666666666667,304.915,237.23,274.62,268.4,260.54499999999996,264.82,276.72,277.15,286.78999999999996,279.36,279.0466666666667,275.485,272.05,263.81,267.015,262.54999999999995,257.095,252.865,251.49,258.72333333333336,293.78,308.21500000000003,293.74666666666667,288.25,269.89,257.82,254.88,250.05,245.63,258.77,261.14,262.16,260.92,,262.77,258.92,260.69,257.94,257.55,269.69000000000005,287.16,332.94,274.95,343.51,336.84,323.03499999999997,351.71,303.32,315.745,309.53,309.03,319.2,316.67,316.29333333333335,300.565,304.565,272.61,L7
