dates,satname,nzd0204-0000,nzd0204-0001,nzd0204-0002,nzd0204-0003,nzd0204-0004,nzd0204-0005,nzd0204-0006,nzd0204-0007,nzd0204-0008,nzd0204-0009,nzd0204-0010,nzd0204-0011,nzd0204-0012,nzd0204-0013,nzd0204-0014,nzd0204-0015,nzd0204-0016,nzd0204-0017,nzd0204-0018,nzd0204-0019,nzd0204-0020,nzd0204-0021,nzd0204-0022,nzd0204-0023,nzd0204-0024,nzd0204-0025,nzd0204-0026,nzd0204-0027,nzd0204-0028,nzd0204-0029,nzd0204-0030,nzd0204-0031,nzd0204-0032,nzd0204-0033,nzd0204-0034,nzd0204-0035,nzd0204-0036,nzd0204-0037,nzd0204-0038,nzd0204-0039,nzd0204-0040,nzd0204-0041,nzd0204-0042,nzd0204-0043,nzd0204-0044,nzd0204-0045,nzd0204-0046,nzd0204-0047,nzd0204-0048,nzd0204-0049,nzd0204-0050,nzd0204-0051,nzd0204-0052,nzd0204-0053,nzd0204-0054,nzd0204-0055,nzd0204-0056,nzd0204-0057,nzd0204-0058,nzd0204-0059,nzd0204-0060,nzd0204-0061,nzd0204-0062,nzd0204-0063,nzd0204-0064,nzd0204-0065,nzd0204-0066,nzd0204-0067,nzd0204-0068,nzd0204-0069,nzd0204-0070,nzd0204-0071,nzd0204-0072,nzd0204-0073,nzd0204-0074,nzd0204-0075,nzd0204-0076,nzd0204-0077,nzd0204-0078,nzd0204-0079,nzd0204-0080,nzd0204-0081,nzd0204-0082,nzd0204-0083,nzd0204-0084,nzd0204-0085,nzd0204-0086,nzd0204-0087,nzd0204-0088,nzd0204-0089,nzd0204-0090,nzd0204-0091,nzd0204-0092,nzd0204-0093,nzd0204-0094,nzd0204-0095,nzd0204-0096,nzd0204-0097,nzd0204-0098,nzd0204-0099,nzd0204-0100,nzd0204-0101,nzd0204-0102,nzd0204-0103,nzd0204-0104,nzd0204-0105,nzd0204-0106,nzd0204-0107,nzd0204-0108,nzd0204-0109,nzd0204-0110,nzd0204-0111
2005-11-15 21:54:26.309000,L5,469.14,289.87,262.02,254.62,250.61,260.59,270.68,263.15,263.14,278.63,276.51,273.07,270.65,268.17,291.14,296.81,294.66,301.32,307.00,310.37,314.43,312.16,287.21,290.27,281.84,283.13,229.34,236.61,245.95,283.02,290.87,301.82,317.09,322.46,332.69,311.21,355.78,278.41,317.29,320.00,325.09,331.43,316.57,308.00,358.03,277.72,293.55,295.48,303.61,282.20,295.63,290.06,291.76,290.38,269.02,268.46,267.01,267.17,265.10,262.29,257.32,254.18,265.10,266.80,273.42,276.34,282.75,274.53,279.98,279.30,263.43,259.72,253.12,257.50,256.96,175.09,,,,,,,,,214.03,288.98,283.41,267.01,268.12,266.93,271.11,265.81,268.55,261.92,261.56,276.51,280.32,286.55,290.33,297.98,298.87,292.49,299.71,312.66,301.57,302.14,292.12,290.46,277.33,277.72,270.88,261.32
2005-11-24 21:48:28.120000,L5,430.42,350.88,332.16,336.30,339.50,335.94,349.66,350.92,343.98,347.50,350.66,341.52,342.96,337.31,338.18,334.24,339.04,342.31,337.46,337.08,333.14,338.30,339.96,340.33,338.83,339.49,332.25,338.20,333.15,331.65,334.47,337.00,341.44,335.82,332.12,326.24,327.18,331.85,338.89,340.96,338.40,343.45,343.69,340.57,336.00,329.76,329.95,332.93,338.12,340.57,339.42,332.02,322.46,320.70,319.08,310.79,313.51,314.36,313.76,311.28,310.62,304.31,309.33,308.19,300.38,306.29,311.46,310.10,305.08,300.76,305.28,301.27,303.00,304.51,301.59,310.21,314.73,318.52,317.50,309.32,311.95,308.58,302.36,298.40,301.84,305.25,310.14,312.55,312.95,315.69,325.30,328.13,330.81,321.04,307.62,297.90,308.52,305.19,310.15,320.83,333.69,331.96,329.67,338.07,346.99,344.95,342.15,337.76,332.41,328.67,336.10,341.70
2006-02-03 21:56:19.035000,L5,476.64,291.25,263.91,265.56,252.75,261.39,279.05,280.93,285.54,297.45,296.88,288.85,292.04,295.27,297.35,297.51,301.66,306.36,304.05,302.75,304.52,307.46,305.08,305.45,302.88,295.77,266.63,263.82,271.15,284.40,290.08,300.03,305.47,304.52,295.23,295.79,286.25,278.15,253.45,287.23,303.41,299.54,296.06,295.80,296.26,288.47,287.98,289.62,290.32,288.79,288.81,287.06,285.72,283.31,283.97,281.41,275.22,275.90,274.69,272.04,272.82,272.62,271.25,268.37,269.72,276.46,276.69,272.64,270.89,270.79,273.32,270.68,261.74,265.95,268.68,267.72,263.06,260.87,262.74,270.18,269.85,259.00,252.70,259.64,271.35,270.19,266.36,274.76,264.38,265.10,235.26,263.01,267.54,265.73,248.07,261.25,262.30,268.65,276.24,282.02,255.30,250.39,201.94,228.46,292.40,209.90,236.53,204.25,266.90,277.70,276.64,277.19
2006-02-19 21:56:39.909000,L5,466.90,316.68,298.46,302.05,286.72,284.24,291.27,291.91,297.90,300.26,302.07,303.37,307.74,312.99,311.89,311.41,318.43,318.03,317.80,318.73,320.93,319.30,317.02,321.81,316.86,316.18,293.02,282.76,289.09,298.47,305.80,318.08,323.07,319.51,313.04,310.86,304.39,294.01,277.01,299.78,314.04,312.33,315.03,315.71,315.07,308.08,304.63,309.41,311.29,308.76,308.14,306.18,307.92,310.93,309.54,303.72,303.07,299.47,294.12,285.59,286.90,286.36,287.94,290.46,291.40,287.88,289.38,287.55,287.30,289.30,288.71,290.48,289.47,288.65,283.92,282.85,289.72,286.02,288.16,288.45,292.22,293.44,286.51,284.08,298.34,303.57,297.36,292.35,291.54,292.15,291.23,290.23,288.62,285.74,283.40,280.38,283.38,290.19,298.29,308.39,303.01,296.67,303.07,310.57,314.24,315.18,308.18,306.59,301.42,301.77,304.22,317.77
2006-02-28 21:50:40.410000,L5,426.72,354.93,325.81,321.05,326.10,319.42,312.17,309.41,318.76,317.00,314.90,319.62,313.45,315.09,319.61,321.94,327.55,325.32,323.97,323.44,325.70,325.69,325.17,329.05,328.02,324.42,312.44,304.89,310.40,318.93,327.28,330.45,328.38,328.93,323.87,317.95,309.21,311.75,312.78,315.90,324.12,324.61,325.93,326.54,334.20,329.42,330.81,320.80,314.88,312.15,316.77,312.62,311.34,308.71,305.27,303.28,304.19,300.48,300.97,304.32,304.44,300.05,296.72,301.15,301.65,306.57,306.83,303.04,298.22,299.07,297.42,288.28,292.85,289.97,288.24,291.75,289.71,305.77,308.72,308.99,304.15,304.68,295.45,295.74,311.82,311.22,301.75,302.24,296.12,299.44,299.87,301.82,308.80,301.65,309.80,308.69,307.82,311.65,322.21,334.94,323.19,320.70,319.95,324.94,325.10,323.99,318.80,322.19,326.99,309.56,314.73,320.85
2006-04-08 21:57:36.601000,L5,338.45,237.26,209.42,,,,,,231.85,253.98,251.96,246.00,248.85,250.83,239.76,,,,,,,,,,237.84,241.65,187.68,212.51,224.17,177.89,262.68,,243.65,267.70,211.78,196.92,236.16,243.04,193.84,,223.76,265.05,259.75,262.94,261.86,256.26,256.86,250.21,254.67,255.41,259.69,253.30,252.14,248.87,,,,,,,,,,,,209.11,242.38,242.18,241.01,241.87,242.70,237.56,231.88,236.48,237.09,236.05,236.39,234.58,232.77,240.61,240.84,231.72,223.67,218.12,233.83,247.92,235.15,241.10,237.46,236.83,240.39,238.33,242.00,235.61,235.84,237.11,235.70,246.84,224.73,172.15,,251.19,250.04,262.43,217.06,271.46,257.22,259.90,251.39,243.50,,
2006-06-27 21:58:48.654000,L5,,,,,,,,,243.42,267.54,266.61,261.19,261.05,257.08,235.31,,,,,,,,,,,,,228.07,230.77,257.63,269.84,,287.44,280.19,209.00,204.50,259.00,258.83,209.38,,224.31,271.12,266.57,267.38,262.93,256.31,256.35,260.05,261.31,260.36,262.42,255.94,252.41,253.48,,,,,,,220.76,212.45,231.28,223.00,,235.44,248.66,244.43,242.92,244.70,244.42,240.23,235.72,243.22,239.36,239.13,240.05,233.78,238.57,244.66,239.11,234.90,228.99,225.58,237.47,246.89,227.91,244.36,243.67,247.00,248.14,245.03,244.60,239.00,238.52,242.45,235.93,,,,244.81,241.29,260.64,268.16,230.60,260.67,251.20,263.51,255.66,257.09,251.87,242.81
2006-07-06 21:52:45.642000,L5,357.08,233.00,220.87,,,,,,,,,,,,,,,,,,,,,,219.42,207.29,193.15,223.35,237.83,251.13,262.05,221.35,231.32,233.28,195.12,186.74,,,,,,,,,,,238.83,249.03,247.93,261.94,271.02,264.45,263.39,259.74,258.47,258.14,231.10,244.26,248.87,239.94,244.20,246.69,242.62,240.09,238.65,245.98,255.24,249.59,248.48,246.14,248.11,241.07,239.61,243.64,231.80,235.20,242.98,244.38,242.07,243.62,248.96,235.79,215.58,209.99,161.73,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-07-13 21:59:02.335000,L5,,,,,,,,,,,,,,,,,,,,268.00,254.70,281.29,270.15,273.58,261.62,271.61,201.10,230.76,236.68,261.78,272.72,286.27,281.72,288.50,271.96,219.25,263.60,258.91,211.30,259.41,271.37,271.49,268.83,271.09,269.23,263.20,263.56,267.24,268.28,268.58,272.35,264.30,264.15,253.22,254.62,252.59,,237.47,231.24,238.75,243.68,242.94,234.25,239.30,,242.29,252.80,250.78,246.33,243.33,247.89,240.86,234.78,242.77,241.54,240.04,244.37,239.90,240.19,245.85,246.89,239.31,232.44,228.86,245.51,253.45,239.05,250.54,251.44,247.18,251.15,250.03,246.27,243.36,244.21,245.03,241.35,252.07,250.17,258.30,260.66,256.29,266.77,269.17,268.28,275.40,262.85,263.89,256.32,256.17,252.98,253.06
2006-07-22 21:52:58.572000,L5,,,,,,,,219.00,178.97,269.52,267.19,261.97,260.94,260.85,251.14,252.08,,,233.49,258.42,236.68,292.23,262.88,262.28,268.32,270.97,203.21,227.76,236.34,261.96,269.68,281.99,290.22,291.19,274.84,210.48,268.03,257.03,203.00,250.63,276.70,272.20,265.12,270.11,269.40,260.98,258.69,262.48,262.54,261.23,266.64,257.52,255.58,256.12,256.41,254.83,166.57,,243.55,243.48,243.15,244.16,242.12,239.70,240.80,239.80,252.76,246.80,239.51,243.73,244.57,221.05,226.32,241.74,233.81,237.20,243.35,236.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.32,250.73,247.95,245.04
2006-08-07 21:53:11.255000,L5,,,,258.29,265.41,261.29,285.61,298.61,283.81,260.98,282.32,298.96,279.36,280.55,308.38,317.46,327.76,313.72,309.68,308.95,311.16,312.87,319.88,313.57,304.30,297.65,240.44,247.22,255.51,277.17,284.15,301.51,326.07,307.61,302.27,305.73,284.69,274.32,251.20,286.69,303.31,302.67,295.95,300.21,301.76,213.69,,,,274.99,302.81,383.95,348.93,308.25,282.87,,,,,,,,,,,,,,180.44,262.96,262.38,268.39,258.73,265.14,268.32,267.65,268.04,263.72,263.53,270.02,269.61,264.28,257.11,253.59,259.08,271.69,259.28,261.67,267.25,260.50,264.39,259.08,257.58,256.74,259.65,257.01,267.47,270.70,282.97,288.63,291.33,287.85,288.89,295.08,299.28,302.23,281.16,267.37,225.35,,,
2006-08-23 21:53:23.469000,L5,357.99,230.89,220.15,,,,,,239.78,260.30,259.69,254.02,256.91,255.48,254.31,255.90,,,,254.46,247.09,279.16,,170.31,262.16,264.48,203.88,228.11,236.76,259.01,267.28,275.64,280.85,279.33,262.12,209.72,257.41,251.73,188.45,,268.74,270.90,266.16,269.59,266.81,257.85,254.45,260.28,256.06,253.27,259.52,250.51,247.84,246.19,,,,244.63,240.86,239.03,243.53,241.40,240.08,239.06,241.93,231.58,244.94,240.71,238.50,239.19,241.28,231.09,226.78,234.11,238.88,235.89,239.14,237.49,236.35,239.31,240.03,233.97,220.50,213.03,229.45,242.68,234.55,244.58,241.54,243.30,246.89,247.94,248.36,240.96,242.42,243.03,241.53,253.06,249.73,256.60,253.49,249.70,250.40,261.82,250.26,256.69,247.54,252.88,255.65,248.69,244.64,248.77
2006-10-10 21:53:56.892000,L5,442.51,312.97,302.27,301.13,299.52,291.10,298.93,301.18,304.57,312.91,311.81,302.88,305.60,310.60,309.98,313.19,316.62,318.04,321.34,318.38,318.14,324.66,327.82,323.72,323.59,318.60,285.98,274.96,290.80,300.52,305.05,318.12,319.44,320.57,312.20,312.77,304.77,295.86,286.23,301.64,315.04,313.99,317.26,310.52,315.92,312.07,302.96,305.05,305.74,306.91,306.77,304.73,301.70,300.65,304.00,295.93,293.78,292.63,287.13,281.48,284.31,284.35,283.96,285.30,283.36,287.01,292.14,288.15,286.37,283.63,282.03,286.27,281.05,279.74,282.54,281.29,281.20,282.11,285.76,286.31,288.87,285.07,282.28,278.94,290.14,292.54,292.59,295.35,292.02,286.76,288.90,290.87,291.26,289.80,290.81,289.35,290.03,292.89,299.06,305.25,314.75,319.01,321.64,321.76,315.35,313.76,305.24,302.00,296.39,290.71,286.99,287.90
2006-12-13 21:54:55.384000,L5,271.38,192.89,172.77,175.45,172.26,197.65,223.75,223.71,224.62,226.31,222.07,218.00,222.25,222.29,227.52,228.54,218.66,228.72,230.28,235.83,241.30,236.48,245.05,255.98,248.57,228.51,182.48,201.19,213.26,226.82,237.17,253.50,256.58,237.37,237.37,230.65,220.76,200.74,209.09,236.61,246.50,255.73,249.73,246.14,241.09,234.38,230.64,232.09,229.72,232.98,227.38,220.97,219.79,213.79,218.49,213.59,209.52,203.62,202.72,233.58,221.65,212.24,211.08,212.40,213.42,219.86,223.08,221.80,219.53,220.17,210.58,203.14,206.34,205.54,202.87,202.02,201.67,203.87,228.02,216.70,216.78,210.44,203.76,201.72,215.71,222.48,220.23,221.36,216.54,220.73,218.65,220.90,215.87,216.34,212.44,211.37,216.62,239.04,237.32,240.38,234.99,236.79,247.42,244.03,249.02,247.17,249.03,232.50,229.45,224.08,226.39,233.63
2007-01-30 21:54:48.635000,L5,,293.69,257.69,251.36,239.89,246.76,264.18,263.33,273.17,279.17,276.16,278.49,278.50,283.94,287.59,290.64,290.05,295.21,296.95,290.54,295.39,305.61,309.85,312.06,301.76,300.43,257.80,255.54,266.17,281.98,290.38,298.54,308.21,311.22,293.55,290.89,281.47,267.51,247.53,287.97,299.41,290.79,296.74,291.85,295.56,291.76,289.93,287.04,288.61,289.68,290.57,277.35,273.11,273.44,271.16,274.66,268.86,263.01,262.03,265.44,267.40,263.11,265.45,265.42,261.80,265.32,271.95,268.87,264.68,264.17,266.24,261.52,255.73,260.41,256.78,251.37,260.22,259.36,263.75,266.39,266.56,262.79,258.25,257.49,266.86,270.52,265.60,266.39,266.72,268.47,265.94,265.38,270.00,274.44,271.44,267.62,271.66,281.23,282.85,286.56,290.88,286.70,283.53,293.81,296.22,293.61,284.15,281.30,271.75,271.86,270.02,272.05
2007-02-15 21:54:49.756000,L5,,,,,,,163.75,232.82,251.26,267.40,265.09,259.45,261.60,261.92,256.32,265.00,240.79,,,,,,,,190.38,257.08,203.35,227.64,234.07,261.61,273.91,284.53,285.80,286.25,273.71,226.25,267.79,250.63,210.75,236.97,271.98,271.78,267.90,272.52,268.97,262.04,264.96,267.69,270.02,266.36,273.29,266.47,260.84,262.16,252.26,255.00,168.37,,239.53,242.76,243.73,238.94,240.37,236.13,,240.10,256.76,254.93,253.08,250.00,253.23,241.79,236.28,239.77,239.11,237.79,240.25,238.40,236.87,242.45,248.49,245.71,232.71,224.76,248.49,255.87,254.01,255.76,248.73,250.95,248.16,250.20,253.97,251.25,246.22,248.74,248.50,259.73,263.62,266.61,268.56,268.40,268.98,280.37,277.90,278.09,259.90,258.40,252.39,257.44,252.30,231.54
2008-02-25 21:56:25.254000,L5,331.20,230.45,210.14,,,,,,,228.90,258.86,257.09,259.84,259.32,250.73,234.82,,,,,,,,,,,,,,,,,,175.99,232.03,222.41,247.44,231.10,,,,221.04,262.51,260.85,230.51,261.54,263.52,265.57,267.48,266.64,273.55,263.87,263.31,257.67,,,,,228.21,238.24,241.34,233.39,,,,210.88,255.56,253.59,253.21,249.69,248.83,242.84,238.12,242.47,241.62,241.46,242.70,241.41,239.36,244.95,247.08,241.72,232.74,232.20,248.23,250.60,246.03,245.56,239.17,233.98,239.40,242.43,245.45,239.74,238.62,234.84,238.51,249.21,249.51,260.20,269.52,272.78,269.72,276.90,267.81,278.32,255.62,249.48,244.52,247.30,244.08,238.68
2009-11-26 21:56:28.873000,L5,449.63,287.66,262.94,268.82,262.12,260.09,279.53,283.34,286.30,298.22,296.67,286.82,286.64,288.92,288.68,300.52,294.54,299.32,309.45,307.53,313.31,321.02,328.12,326.10,321.09,319.11,256.02,259.92,276.02,291.44,298.51,308.98,313.74,313.32,313.09,307.94,295.80,287.25,261.07,284.72,306.23,311.87,301.44,299.08,297.22,288.84,289.82,288.90,289.17,292.82,293.56,291.34,294.07,287.55,286.78,286.47,278.17,275.77,275.39,270.57,267.94,268.82,267.56,266.35,270.93,269.82,278.72,279.38,278.64,276.92,278.25,270.29,265.52,270.77,265.79,262.53,260.25,260.64,267.25,269.04,267.54,267.78,262.15,268.21,279.97,285.90,284.17,284.06,283.61,284.62,279.09,274.06,279.87,276.65,271.76,274.31,279.50,280.84,285.85,295.03,297.52,296.14,298.44,300.54,299.12,298.68,284.15,275.10,266.14,269.60,269.62,268.45
2010-01-13 21:56:49.389000,L5,462.44,245.43,222.67,,201.00,206.91,225.18,252.21,188.98,270.38,273.37,267.62,268.24,252.87,256.00,244.27,210.36,243.53,,,,,,177.60,252.61,260.06,206.89,227.90,247.14,271.41,280.54,276.08,283.84,293.07,273.53,216.58,264.23,261.64,189.62,252.99,281.52,283.79,280.79,283.43,278.34,267.61,267.00,269.21,271.25,272.96,275.58,268.16,269.43,268.18,258.28,268.38,185.16,,250.25,254.75,249.76,243.68,244.69,237.82,,230.53,258.42,256.53,256.39,255.52,256.49,250.96,246.19,250.89,248.52,247.85,248.94,243.97,244.78,249.20,253.10,252.17,240.62,240.48,256.71,259.67,261.70,262.35,261.70,263.36,258.37,257.66,264.98,258.98,249.26,251.73,251.83,262.10,262.96,269.39,273.36,269.17,268.81,276.64,273.05,278.71,257.35,257.06,254.24,255.63,249.50,
2010-10-28 21:55:51.312000,L5,459.87,328.63,316.67,312.19,306.99,298.22,310.45,315.10,311.18,322.55,317.63,318.00,313.40,312.34,307.90,313.26,315.69,320.81,316.25,314.84,324.04,326.60,328.56,328.65,325.50,322.97,300.08,283.30,296.06,304.14,309.95,307.76,318.89,317.62,312.32,310.01,307.40,308.48,296.64,314.28,331.41,323.99,324.32,320.90,315.73,306.68,302.93,303.79,303.59,309.68,305.44,304.17,306.78,305.82,302.58,299.34,296.20,294.88,295.31,289.14,287.81,287.49,286.37,289.58,292.13,295.83,295.96,291.29,288.60,293.71,290.05,287.43,287.56,291.11,286.57,285.92,287.66,283.42,287.87,288.13,288.34,286.25,284.03,280.17,289.52,300.23,299.59,298.27,303.59,304.15,300.09,305.46,306.48,310.37,308.33,300.71,297.37,298.11,305.53,316.44,313.70,319.30,335.02,338.09,343.17,360.15,346.59,348.45,337.38,321.97,313.14,309.60
2010-12-31 21:55:56.533000,L5,447.09,286.63,267.76,266.91,264.99,256.88,278.89,284.14,290.27,297.26,303.05,296.92,293.63,296.26,295.76,303.11,309.85,303.43,306.29,309.31,312.28,318.89,323.33,331.52,322.00,316.89,250.35,254.50,270.82,291.70,301.22,303.65,314.55,310.34,308.22,305.15,295.32,289.24,233.62,288.48,312.47,308.24,310.95,300.64,298.56,293.08,290.40,293.37,295.82,292.91,295.78,294.45,297.60,293.90,292.86,294.32,283.47,286.17,279.71,271.91,268.74,270.00,270.50,267.15,273.48,277.89,279.25,285.12,283.67,281.64,278.52,276.99,275.40,276.73,273.48,271.52,267.16,266.41,268.69,269.54,273.16,273.36,262.86,263.46,283.12,289.54,289.29,287.70,285.32,286.96,283.17,280.48,282.29,275.65,273.29,273.91,276.36,284.73,286.90,292.88,297.17,298.34,298.91,302.00,298.47,305.28,282.56,280.73,272.26,273.99,269.95,271.65
2011-01-09 21:49:46.887000,L5,484.30,253.29,231.22,,212.16,196.31,244.08,255.78,253.62,271.75,273.59,264.33,266.95,261.64,259.59,264.80,255.47,264.25,253.14,266.22,232.69,226.74,268.99,286.16,258.98,262.21,206.40,235.39,244.16,269.90,276.68,223.62,278.57,269.83,275.81,220.83,262.97,238.46,192.45,254.87,288.55,285.12,279.71,279.45,276.16,270.63,266.88,270.24,272.28,270.74,277.54,268.83,269.23,267.21,254.11,264.40,246.58,174.21,250.88,247.70,247.46,245.84,247.19,241.16,246.91,247.67,261.87,261.74,259.19,259.74,258.96,252.55,250.27,251.85,249.81,248.20,246.56,246.95,247.35,251.10,253.72,252.46,244.31,242.78,259.29,264.39,261.20,260.29,262.26,263.68,255.93,255.67,264.22,256.88,251.13,255.76,258.49,265.32,268.63,275.35,275.57,274.48,271.28,275.69,272.62,278.72,256.05,258.08,247.17,252.73,247.59,250.32
2011-01-16 21:55:58.174000,L5,483.24,243.37,221.12,,203.61,191.79,176.98,255.11,246.33,271.75,275.77,270.34,270.11,261.94,260.65,243.27,211.21,250.14,235.56,229.31,,169.41,254.27,295.30,260.55,268.57,213.81,237.92,249.62,271.14,272.46,226.28,276.99,274.69,275.92,208.66,256.71,252.56,193.74,255.93,291.59,289.17,286.60,285.08,284.85,276.22,268.39,268.85,271.09,270.85,273.40,266.75,267.04,262.59,,,,,252.30,256.95,253.40,249.25,242.72,238.41,240.97,241.75,257.98,258.16,255.42,249.91,260.87,255.18,251.88,257.24,254.39,251.71,254.56,252.36,252.79,248.74,252.27,250.21,241.61,240.27,257.26,261.03,258.48,261.55,265.68,265.00,260.24,260.25,264.74,259.24,255.54,255.92,252.36,263.46,263.53,269.57,272.88,268.01,265.31,272.16,276.97,284.06,258.64,260.57,255.73,252.14,252.34,253.20
2011-01-25 21:49:47.233000,L5,495.19,267.76,238.67,,213.63,204.57,243.14,261.09,250.85,276.60,279.01,272.70,275.28,267.13,269.12,264.72,249.40,260.70,235.69,242.34,214.98,270.81,273.36,202.08,250.40,270.15,208.41,233.45,251.11,278.11,286.22,266.29,287.31,278.22,281.31,227.19,267.46,246.79,198.61,270.73,289.90,292.13,287.45,285.78,283.24,278.61,276.19,279.37,279.64,281.93,283.61,277.23,277.48,273.36,260.86,272.19,222.84,250.57,261.52,257.83,252.25,251.58,250.03,251.12,249.19,257.50,266.65,267.63,264.48,263.62,261.90,256.04,252.63,257.55,254.05,252.96,253.71,251.03,254.79,259.52,261.94,257.83,250.99,250.00,265.63,273.18,266.08,265.87,264.19,266.75,262.11,261.27,268.06,263.68,257.43,263.44,262.79,270.17,271.80,277.07,282.67,279.42,274.63,280.49,269.14,280.50,253.40,257.00,250.40,246.62,249.34,252.84
2011-02-17 21:56:00.979000,L5,454.79,369.63,346.43,352.03,345.27,349.54,354.83,348.01,344.94,346.52,338.23,334.06,325.77,322.57,330.59,329.51,330.51,338.33,339.87,340.07,338.19,339.82,340.25,339.79,336.94,328.04,328.87,327.81,325.26,330.81,333.56,336.15,339.90,339.55,334.86,335.20,328.18,329.13,343.60,347.62,352.05,349.65,342.00,342.12,340.63,334.60,326.17,325.71,325.56,329.96,333.80,331.16,329.68,337.15,325.02,320.42,326.13,312.53,306.13,308.28,313.26,311.19,300.23,301.68,314.62,327.03,332.15,323.82,322.71,326.55,310.66,309.89,309.91,307.70,305.17,303.10,300.51,301.29,311.05,306.12,309.10,305.91,310.88,315.33,317.80,333.17,327.97,323.46,323.97,322.48,315.42,313.43,310.63,316.99,319.53,322.55,323.65,332.46,341.27,340.70,344.53,346.25,350.17,364.94,367.89,356.36,348.51,341.49,335.46,331.35,338.26,340.71
2011-10-24 21:47:48.042000,L5,463.74,282.08,260.42,265.03,230.93,251.56,270.13,272.51,277.10,293.69,282.38,281.79,283.37,284.21,287.56,288.43,283.72,290.01,287.55,297.54,310.86,307.26,304.53,318.06,310.80,303.56,235.19,256.33,268.86,287.96,296.36,301.97,314.75,311.10,307.68,300.67,288.51,280.59,233.16,279.86,303.66,301.14,301.28,297.97,299.54,286.74,286.74,288.68,291.58,292.37,292.32,281.00,285.10,282.77,275.11,276.38,268.78,239.46,259.88,223.24,265.68,276.90,264.65,261.75,279.40,274.58,283.61,278.32,273.45,277.13,278.16,275.55,268.16,270.59,267.67,263.96,264.33,266.88,268.14,270.04,270.55,265.38,262.65,263.06,269.86,280.28,275.06,276.79,280.91,278.83,277.19,273.55,275.00,273.45,269.82,270.59,273.80,278.23,284.94,291.11,295.97,294.81,295.88,304.55,296.39,299.34,281.56,275.47,268.01,266.45,269.77,268.52
2013-04-11 22:08:15.067000,L8,,,,,,,,251.06,259.91,274.46,262.63,,,,,,,,,,,,,,,,,,228.09,268.72,278.72,267.03,272.53,,,,270.06,237.51,194.98,273.89,292.10,288.83,285.38,286.64,281.41,274.62,272.63,273.68,273.46,276.14,275.11,267.80,269.19,260.70,,,,,255.66,252.55,256.26,253.87,,,,253.63,265.83,263.57,261.96,261.56,258.44,253.67,249.75,252.56,251.37,250.67,252.10,253.15,251.48,258.33,256.40,252.01,243.38,246.01,256.90,261.17,258.63,256.16,248.65,259.07,261.95,216.78,,,,,,,,,,216.90,276.52,280.65,281.05,277.89,259.77,262.48,246.01,262.09,266.11,
2013-04-27 22:07:47.557000,L8,330.41,269.15,253.56,259.65,242.86,248.15,266.74,266.13,271.19,280.67,278.15,276.39,276.25,276.46,274.87,281.59,251.40,286.74,292.55,294.59,298.81,301.93,291.22,303.07,269.29,295.45,251.65,250.60,261.79,281.58,286.82,296.19,298.92,294.89,294.82,291.75,279.26,267.93,234.81,285.08,298.18,297.52,294.36,292.57,287.89,281.04,277.81,279.34,280.72,265.66,288.10,275.62,274.28,273.51,271.51,267.26,262.20,266.66,265.18,261.22,263.41,262.10,261.01,261.20,263.01,265.41,271.68,270.05,266.01,266.55,263.64,259.75,257.54,259.33,255.81,255.60,257.59,259.74,261.07,263.90,264.17,260.73,252.72,254.87,264.12,270.61,266.16,268.37,266.79,270.94,271.93,270.41,271.36,268.94,270.12,269.49,271.99,277.37,274.41,281.71,263.05,281.07,287.39,291.77,250.33,272.21,283.27,266.34,256.83,282.47,,
2013-05-13 22:07:59.284000,L8,,,,,,,,,251.83,273.43,269.03,262.95,225.12,270.76,221.82,,,,,,,,,,,,,,,,,,,,,,,,,,285.42,286.44,277.74,279.75,279.86,273.24,267.15,271.49,271.48,275.92,272.56,264.88,267.87,260.61,,,,,,,,,,,,224.99,258.64,259.26,258.55,255.79,257.13,250.72,245.93,252.04,247.77,246.65,250.96,253.22,248.36,257.43,253.28,247.49,242.31,243.80,249.87,257.15,221.92,247.83,243.69,237.32,244.12,254.69,249.28,254.87,248.00,257.96,163.10,265.57,211.28,251.40,189.61,209.13,240.66,222.57,227.64,257.86,245.56,258.64,229.80,261.86,267.30,264.45
2013-05-29 22:08:05.425000,L8,313.03,,,,,245.23,262.84,254.36,264.89,278.28,275.15,273.11,273.45,275.45,269.85,255.40,,262.77,256.41,278.88,294.66,217.79,221.27,246.93,263.11,272.39,180.57,249.03,247.39,278.67,239.86,292.57,288.63,267.02,249.30,247.14,279.58,260.93,207.27,279.32,294.83,293.59,288.48,289.56,284.82,277.75,274.02,275.39,276.87,279.35,275.79,271.06,272.92,268.69,266.44,260.13,181.16,260.61,260.11,259.03,261.51,179.23,255.89,256.57,239.28,263.65,266.70,266.49,263.70,263.19,263.12,256.40,251.60,257.33,253.68,251.17,255.09,255.94,254.53,262.35,259.08,254.47,247.86,250.48,258.07,265.43,258.56,263.42,257.21,266.08,264.67,265.22,266.96,262.85,265.46,263.10,258.18,271.57,218.31,270.44,273.43,276.39,280.08,285.71,283.18,282.08,271.65,265.59,261.21,267.50,273.00,268.34
