dates,nzd0211-0000,nzd0211-0001,nzd0211-0002,nzd0211-0004,nzd0211-0005,nzd0211-0006,nzd0211-0007,nzd0211-0008,nzd0211-0009,nzd0211-0010,nzd0211-0011,nzd0211-0065,nzd0211-0066,nzd0211-0067,nzd0211-0068,nzd0211-0069,nzd0211-0072,nzd0211-0073,nzd0211-0074,nzd0211-0075,nzd0211-0076,nzd0211-0077,nzd0211-0003,nzd0211-0012,nzd0211-0013,nzd0211-0014,nzd0211-0015,nzd0211-0016,nzd0211-0017,nzd0211-0018,nzd0211-0019,nzd0211-0020,nzd0211-0021,nzd0211-0022,nzd0211-0023,nzd0211-0024,nzd0211-0025,nzd0211-0026,nzd0211-0027,nzd0211-0028,nzd0211-0029,nzd0211-0030,nzd0211-0031,nzd0211-0032,nzd0211-0036,nzd0211-0037,nzd0211-0038,nzd0211-0039,nzd0211-0040,nzd0211-0041,nzd0211-0042,nzd0211-0043,nzd0211-0044,nzd0211-0045,nzd0211-0046,nzd0211-0047,nzd0211-0048,nzd0211-0049,nzd0211-0050,nzd0211-0051,nzd0211-0052,nzd0211-0053,nzd0211-0054,nzd0211-0055,nzd0211-0056,nzd0211-0057,nzd0211-0058,nzd0211-0059,nzd0211-0060,nzd0211-0061,nzd0211-0062,nzd0211-0063,nzd0211-0064,nzd0211-0070,nzd0211-0071,nzd0211-0078,nzd0211-0033,nzd0211-0034,nzd0211-0035,satname
2023-07-30 21:53:30+00:00,367.005,,,,,370.8,,,,372.59,,,,,,,346.11,342.32,348.555,345.444,370.105,354.115,,,,,,,355.13,340.795,313.03000000000003,300.21,297.195,293.44,252.07,,,248.3,257.68,256.83,261.625,255.07500000000002,337.67,241.68000000000004,285.96500000000003,271.934,293.21999999999997,294.35333333333335,293.015,350.895,,,,,,,,,370.13,,,,,,,,,,,,,,,357.14,,337.60714285714283,,,,L8
2023-08-07 21:53:26+00:00,371.0233333333333,,,,,370.8,,,,372.59,,,,,,,346.11,341.7366666666667,347.0833333333333,345.53833333333336,368.15857142857146,352.08428571428567,,,,,,,355.91999999999996,340.5466666666667,312.5875,299.78,296.1566666666667,303.63,255.27499999999998,249.31,241.7,244.235,255.35000000000002,255.50499999999997,261.7,255.48666666666668,337.52333333333337,241.06000000000003,285.96500000000003,273.48499999999996,292.8375,293.09250000000003,297.6266666666667,350.17333333333335,,,,,,,,,370.13,,,,,,,,,,,,,,,357.14,,335.35875,,,,L9
2023-08-23 21:53:32+00:00,371.0233333333333,,,,,370.8,,,,372.59,,,,,,,346.11,343.61,349.325,346.36571428571426,367.8475,352.27375,,,,,,,355.91999999999996,340.5466666666667,312.5875,299.78,296.1566666666667,319.75333333333333,255.27499999999998,249.31,241.7,244.235,255.35000000000002,255.50499999999997,261.7,255.48666666666668,337.52333333333337,246.9375,285.96500000000003,273.48499999999996,293.85,293.09250000000003,308.53000000000003,350.17333333333335,,,,,,,,,370.13,,,,,,,,,,,,,,,357.14,,335.10777777777776,252.27,,,L9
2023-08-31 21:53:40+00:00,368.2575,,365.89,357.93,359.82,365.23,363.82,361.34,365.33,368.565,,,,,,,346.11,343.524,348.18,345.81714285714287,365.61125000000004,350.735,361.59,,369.68,,,,355.1766666666667,340.6625,313.486,298.1933333333333,298.69,311.39,254.9433333333333,247.32999999999998,239.57,242.45666666666668,253.41,252.78999999999996,261.5975,256.8025,337.94,243.748,285.96500000000003,271.9342857142857,292.5083333333333,290.47400000000005,303.896,349.0825,354.25,,,,,,,,370.13,,,,,,,,,,,,,,,357.14,,332.2911111111111,252.27,,,L8
2023-09-16 21:53:44+00:00,368.2575,,365.89,357.93,359.82,365.23,363.82,361.34,365.33,368.565,,,,,,,346.11,344.5875,349.138,346.73,365.04125,351.065,361.59,,369.68,,,,355.1766666666667,340.6625,313.486,298.1933333333333,299.92,317.3733333333333,256.38,247.32999999999998,239.57,242.45666666666668,253.41,252.78999999999996,261.5975,259.6166666666667,339.7366666666667,244.60750000000002,288.77,273.20166666666665,290.88599999999997,288.994,303.896,349.0825,354.25,,,,,,,,370.13,,,,,,,,,,,,,,,357.14,,331.1844444444444,252.27,,,L8
2023-10-02 21:53:47+00:00,368.2575,,365.89,357.93,359.82,365.23,363.82,361.34,365.33,368.565,,,,,,,346.11,344.5875,349.138,346.73,363.89500000000004,350.74375,361.59,,369.68,,,,355.1766666666667,340.6625,313.486,298.1933333333333,299.92,317.3733333333333,256.38,247.32999999999998,249.73000000000002,242.45666666666668,253.41,252.78999999999996,261.5975,259.6166666666667,339.7366666666667,244.60750000000002,288.77,273.20166666666665,290.88599999999997,288.994,303.896,349.0825,354.25,,,,,,,,370.13,,,,,,,,,,,,,,,357.14,,327.5422222222222,252.27,,,L8
2023-10-18 21:53:49+00:00,368.2575,,365.89,357.93,359.82,365.23,363.82,361.34,365.33,368.565,,,,,,,346.11,344.5875,349.138,349.47999999999996,365.4588888888889,353.1488888888889,361.59,,369.68,,,,355.1766666666667,340.6625,313.486,298.1933333333333,299.92,317.3733333333333,256.38,247.32999999999998,249.73000000000002,242.45666666666668,253.41,252.78999999999996,261.5975,259.6166666666667,339.7366666666667,244.60750000000002,288.77,273.20166666666665,290.88599999999997,288.994,303.896,349.0825,354.25,,,,,,,,370.13,,,,,,,,,,,,,,,357.14,,329.911,252.27,,,L8
2023-11-11 21:53:51+00:00,362.57,358.66,359.85,352.49,353.46000000000004,358.50666666666666,356.11,357.04999999999995,360.52,365.34,356.73,,,,352.11,,341.3833333333334,341.65999999999997,346.0683333333333,348.3514285714286,363.77555555555557,351.12,356.74,361.35,364.22,353.03,332.95,335.07,350.4675,337.656,310.6016666666667,296.1225,297.4625,307.0125,253.13666666666668,246.09333333333333,244.38,241.135,250.66500000000002,249.59249999999997,260.95799999999997,257.58,334.8475,241.4,288.77,271.13142857142856,289.66499999999996,286.44,301.115,347.212,350.8,,,,,,,,370.13,,,,,,,,,,,374.01,,,,357.14,340.58,330.3355555555556,252.27,,,L9
2023-12-13 21:53:58+00:00,361.895,358.66,359.85,352.49,353.46000000000004,358.50666666666666,356.11,357.04999999999995,360.52,365.34,356.73,,,,352.11,,337.96000000000004,340.73249999999996,345.082,349.6775,364.736,352.214,356.74,361.35,364.22,353.03,332.95,335.07,350.4675,337.656,310.6016666666667,296.1225,297.4625,307.0125,253.13666666666668,246.09333333333333,244.38,238.74666666666667,248.32666666666668,247.17999999999998,260.9675,257.58,334.8475,241.4,288.77,270.505,289.66499999999996,286.44,301.115,347.212,350.8,,,,,,,,370.13,,,,,,,,,,,374.01,,,,,340.58,334.0877777777778,252.27,,,L9
2024-02-07 21:53:46+00:00,345.57,356.55,356.90333333333336,350.0333333333333,350.6966666666667,349.66333333333336,352.82,354.97333333333336,357.9666666666667,359.7066666666667,355.02,,,,352.11,,331.93,340.78666666666663,345.3175,351.276,367.88142857142856,356.23,354.48,359.24,364.22,353.03,338.19,334.08,340.87,329.8566666666666,305.91,292.0366666666667,298.18999999999994,304.74333333333334,250.465,244.48499999999999,245.2733333333333,238.03499999999997,245.98000000000002,243.67999999999995,259.84499999999997,256.10999999999996,329.685,241.37666666666664,,260.7233333333333,288.3625,281.265,302.3325,340.54333333333335,350.8,,,,,,,,,,,,,,,,,,,374.01,,,,,340.58,338.83666666666664,252.27,,,L8
2024-02-23 21:53:43+00:00,346.61,356.55,356.90333333333336,350.0333333333333,350.6966666666667,350.675,354.1375,356.3375,359.2875,361.08500000000004,357.59666666666664,,,,352.11,,331.93,336.56499999999994,339.40250000000003,347.558,365.86999999999995,354.44999999999993,354.48,359.24,364.22,353.03,338.19,336.5733333333333,341.15250000000003,330.0425,308.9525,294.13750000000005,302.16333333333336,290.01666666666665,251.95666666666662,246.31000000000003,243.96499999999997,239.2833333333333,245.84,248.64666666666665,260.34666666666664,279.62666666666667,330.76,253.09333333333333,282.48,266.7475,286.865,283.07,292.72249999999997,340.54333333333335,350.8,,,,,,,,,,,,,,,,,,,374.01,,,,,340.58,335.13166666666666,,,,L8
2024-03-18 21:53:49+00:00,342.4325,357.85666666666674,353.55,347.76,349.3500000000001,348.6625,351.2375,354.96750000000003,357.5075,360.19000000000005,357.9725,,,,352.11,,334.895,329.95,331.55500000000006,346.506,364.30333333333334,353.26666666666665,352.18,360.6566666666667,358.71500000000003,353.53499999999997,341.16,336.8425,337.1975,327.015,306.65000000000003,294.88250000000005,300.3633333333333,296.9866666666667,251.25,247.26666666666665,245.62,240.63333333333333,245.49,249.63666666666666,261.5733333333333,303.56,327.49,262.8333333333333,275.545,267.7075,288.435,282.9225,297.47,336.43333333333334,346.85,,,,,,,,,,,,,,,,,,,374.01,,,,,342.66999999999996,332.13,,,,L9
2024-04-27 21:53:04+00:00,348.536,357.85666666666674,353.55,347.76,349.3500000000001,348.6625,351.2375,354.96750000000003,357.5075,360.19000000000005,357.9725,,,,352.11,,334.895,329.95,333.11000000000007,340.342,354.72799999999995,340.416,352.18,360.6566666666667,358.71500000000003,353.53499999999997,341.16,336.8425,337.1975,327.015,306.65000000000003,294.88250000000005,300.3633333333333,296.9866666666667,251.25,247.26666666666665,237.4766666666667,240.63333333333333,245.49,249.63666666666666,261.5733333333333,303.56,327.49,262.8333333333333,275.545,267.7075,288.435,282.9225,297.47,336.43333333333334,346.85,,,,,,,,,,,,,,,,,,,374.01,,,,,342.66999999999996,320.935,,,,L8
2024-05-05 21:53:16+00:00,352.3616666666667,357.85666666666674,353.55,347.76,349.3500000000001,348.6625,351.2375,354.96750000000003,357.5075,360.19000000000005,360.744,,,,352.11,,334.895,329.95,333.11000000000007,342.59833333333336,356.37166666666667,342.78,352.18,360.6566666666667,358.71500000000003,353.53499999999997,341.16,336.8425,337.1975,327.015,306.65000000000003,294.88250000000005,300.3633333333333,296.9866666666667,251.25,247.26666666666665,237.4766666666667,240.63333333333333,245.49,249.63666666666666,261.5733333333333,303.56,327.49,262.8333333333333,275.545,267.7075,288.435,282.9225,301.726,336.43333333333334,346.85,,,,,,,,,,,,,,,,,,,374.01,,,,,342.66999999999996,324.15,,,,L9
2024-05-21 21:53:07+00:00,354.87,357.45500000000004,353.4200000000001,348.115,350.475,349.8633333333334,352.18333333333334,355.7033333333334,358.1066666666666,360.6233333333334,361.7475,,,,,,337.86,,334.30500000000006,344.285,359.6066666666666,344.52833333333336,352.32499999999993,360.31,358.67,354.04,346.2133333333333,338.65999999999997,337.69,327.4766666666667,310.14000000000004,296.54,305.5,303.94,257.06666666666666,250.17333333333332,243.90666666666667,247.09,253.87333333333336,258.3633333333333,264.2633333333333,328.3933333333334,331.14500000000004,279.96500000000003,285.72,275.7125,290.06,286.00666666666666,305.355,334.78499999999997,346.35,,,,,,,,,,,,,,,,,,,,,,,,344.76,322.85166666666663,,,,L9
2024-05-29 21:52:42+00:00,357.34,357.45500000000004,353.4200000000001,348.115,350.475,349.8633333333334,352.18333333333334,355.7033333333334,358.1066666666666,360.6233333333334,361.7475,,,,,,337.86,,336.30333333333334,343.3528571428571,358.1685714285714,342.9171428571429,352.32499999999993,360.31,358.67,354.04,347.59000000000003,339.474,338.822,327.4766666666667,310.14000000000004,296.54,305.5,306.4325,259.175,252.20499999999998,245.60500000000002,248.61,255.69,259.495,265.49,332.345,335.3233333333333,279.96500000000003,287.73,278.768,293.6075,289.53499999999997,307.684,340.1933333333333,346.35,,,,,,,,,,,,,,,,,,,,,,,,344.76,320.2857142857143,226.34,210.89,,L8
2024-07-08 21:53:01+00:00,359.9814285714286,362.39333333333326,358.74666666666667,353.13000000000005,354.94,353.28,355.1275,355.7033333333334,358.1066666666666,360.6233333333334,361.7475,370.58,371.43,369.3,364.65,358.65,341.79,338.17,336.30333333333334,340.7516666666666,355.63333333333327,339.7266666666667,356.82333333333327,360.31,358.67,354.04,347.59000000000003,339.474,338.822,327.4766666666667,310.14000000000004,296.54,305.5,306.4325,259.175,252.20499999999998,245.60500000000002,248.61,255.69,259.495,265.49,332.345,335.3233333333333,279.96500000000003,287.73,278.768,293.6075,289.53499999999997,307.684,340.1933333333333,346.35,,,355.7,,,359.06,,,365.66,366.07,369.29,369.79,371.49,374.11,373.66,377.49,378.63,382.74,381.49,376.77,372.88,374.95,353.33,348.945,314.1816666666667,226.34,210.89,,L9
2024-07-24 21:53:05+00:00,363.79875,362.39333333333326,358.74666666666667,358.3575,354.94,353.28,355.1275,355.7033333333334,358.1066666666666,360.6233333333334,361.7475,370.58,371.43,369.3,363.465,358.835,343.77,340.985,336.30333333333334,340.7516666666666,355.63333333333327,339.7266666666667,361.38,360.31,358.67,354.04,347.59000000000003,339.474,338.822,327.4766666666667,310.14000000000004,296.54,305.5,306.4325,259.175,252.20499999999998,245.60500000000002,248.61,255.69,259.495,265.49,332.345,335.3233333333333,279.96500000000003,287.73,278.768,293.6075,289.53499999999997,307.684,340.1933333333333,346.35,,,355.7,,,359.06,,,365.66,366.07,369.29,369.79,371.49,374.11,373.66,377.49,378.63,382.74,381.49,376.77,372.88,374.95,356.22,348.945,314.1816666666667,226.34,210.89,,L9
2024-09-10 21:53:28+00:00,372.03857142857134,371.4633333333333,366.02,362.3775,361.3066666666667,359.7366666666667,359.6133333333334,360.95500000000004,365.22,367.155,369.98,370.58,371.43,369.3,363.465,358.835,343.25750000000005,340.5733333333333,338.4766666666667,341.82,355.6983333333333,338.77666666666664,365.9325,363.49,358.67,349.505,345.07750000000004,339.0475,338.9075,328.155,310.345,297.15,302.265,307.0375,259.905,252.67749999999998,247.03500000000003,249.8625,257.76250000000005,258.7675,266.5,329.565,337.52,262.495,289.8275,282.07000000000005,297.76,294.64000000000004,312.5525,344.3766666666667,346.35,,,355.7,,,359.06,,364.74,365.15,366.07,367.98,368.71500000000003,371.49,373.82,372.97,377.49,378.63,382.74,381.49,376.77,372.88,374.95,356.22,348.945,314.49833333333333,226.34,210.89,,L9
2024-10-12 21:53:39+00:00,374.61285714285714,374.9166666666667,368.93666666666667,363.425,364.07000000000005,361.0433333333333,362.1066666666666,363.75,370.06,370.67,374.34,370.58,371.43,369.3,363.465,358.835,345.0566666666667,341.1225,339.7325,342.52666666666664,356.0783333333334,339.68333333333334,366.6825,,358.73,335.85,338.08500000000004,335.875,335.8075,325.265,307.71500000000003,293.095,296.32,302.2025,260.05,251.76250000000002,245.6925,249.0625,258.1975,258.85999999999996,265.0525,322.605,338.81666666666666,259.02,296.9,282.5375,297.0,291.99333333333334,310.0525,349.82500000000005,,,,355.7,,,359.06,,364.74,365.15,366.07,367.98,368.71500000000003,371.49,373.82,372.97,377.49,378.63,382.74,381.49,376.77,372.88,374.95,356.22,353.13,317.89000000000004,226.34,210.89,,L9
2024-10-28 21:53:49+00:00,370.5857142857143,370.91499999999996,365.82,360.35,359.8733333333333,357.6975,359.6475,361.08666666666664,366.84666666666664,367.96333333333337,371.28249999999997,370.58,371.43,369.3,363.465,358.835,341.905,341.1225,340.1675,343.99999999999994,355.13166666666666,339.6033333333333,363.554,363.18,357.275,333.90000000000003,334.494,333.76800000000003,334.61,322.02333333333337,306.79,289.95,295.34,298.454,258.816,251.654,245.16799999999998,247.66199999999998,255.622,256.5,263.66600000000005,322.605,337.4425,258.72999999999996,305.7625,282.5375,297.0,291.99333333333334,310.0525,349.82500000000005,339.91,,,355.7,,,359.06,354.51,357.15,361.2833333333333,362.13,363.82666666666665,364.9766666666667,368.90999999999997,373.82,372.97,377.49,378.63,382.74,381.49,376.77,372.88,374.95,356.22,353.13,317.3333333333333,226.34,210.89,,L9
2024-12-23 21:53:43+00:00,370.584,370.91499999999996,365.82,360.35,359.8733333333333,357.6975,359.6475,361.08666666666664,366.84666666666664,367.96333333333337,371.09999999999997,370.58,371.43,369.3,363.465,358.835,341.905,341.1225,340.1233333333334,340.3966666666667,351.7775,338.265,363.554,363.18,357.275,335.0975,325.1425,328.91499999999996,331.8975,323.7825,310.22,289.95,295.34,293.8566666666666,255.76749999999998,250.95,243.585,245.2475,252.4925,253.89249999999996,260.8966666666667,310.125,335.3633333333333,258.72999999999996,306.9766666666667,280.07666666666665,293.375,287.93,302.23,348.64,339.91,,,355.7,,,359.06,354.51,357.15,361.2833333333333,362.13,363.82666666666665,364.9766666666667,368.90999999999997,373.82,372.97,377.49,378.63,382.74,381.49,376.77,372.88,374.95,356.22,353.13,320.48499999999996,,254.84,208.48,L8
2024-12-31 21:53:47+00:00,370.584,370.91499999999996,365.82,360.35,359.8733333333333,357.6975,359.6475,361.08666666666664,366.84666666666664,367.96333333333337,371.09999999999997,370.58,371.43,369.3,363.465,358.835,341.905,341.1225,340.1233333333334,340.3966666666667,353.73199999999997,340.26,363.554,363.18,357.275,335.0975,325.1425,328.91499999999996,331.8975,323.7825,310.22,289.95,295.34,293.8566666666666,255.76749999999998,250.95,243.585,245.2475,252.4925,253.89249999999996,260.8966666666667,310.125,335.3633333333333,258.72999999999996,306.9766666666667,280.07666666666665,293.375,287.93,302.23,348.64,339.91,,,355.7,,,359.06,354.51,357.15,361.2833333333333,362.13,363.82666666666665,364.9766666666667,368.90999999999997,373.82,372.97,377.49,378.63,382.74,381.49,376.77,372.88,374.95,356.22,353.13,323.22999999999996,,254.84,208.48,L9
2025-02-25 21:53:31+00:00,363.65,370.4633333333333,364.6266666666667,354.84999999999997,357.87499999999994,355.75333333333333,358.21,361.08666666666664,366.84666666666664,367.96333333333337,371.09999999999997,,,,,,337.085,341.26,340.1233333333334,339.1125,354.34833333333336,341.83,358.96666666666664,363.795,356.9766666666667,333.898,325.3,329.55,331.962,324.938,310.256,293.905,297.77,297.2725,258.838,251.58800000000002,246.032,245.18800000000002,251.352,252.51999999999998,261.85,317.24,335.075,261.625,299.22,280.2075,292.41333333333336,286.6033333333333,298.6033333333333,348.64,339.91,,,,,,,354.51,357.15,359.0949999999999,358.19,361.095,362.57000000000005,366.33,373.53,372.28,,,,,,,,,,322.1266666666666,,254.84,208.48,L8
2025-03-05 21:53:44+00:00,363.65,370.4633333333333,364.6266666666667,354.84999999999997,357.87499999999994,355.75333333333333,358.21,361.08666666666664,366.84666666666664,367.96333333333337,371.09999999999997,,,,,,339.28000000000003,341.26,340.1233333333334,339.21799999999996,354.0457142857143,341.6542857142857,358.96666666666664,363.795,354.5725,331.665,323.23,327.91333333333336,329.56333333333333,324.32166666666666,309.0933333333333,293.644,298.942,298.322,258.43833333333333,250.98499999999999,245.4766666666667,245.38666666666666,252.81333333333336,253.75666666666666,262.642,320.3725,336.158,261.625,295.246,281.95,293.90250000000003,286.6033333333333,298.6033333333333,348.64,339.91,,,,,,,354.51,357.15,359.0949999999999,358.19,361.095,362.57000000000005,366.33,373.53,372.28,,,,,,,,,,320.84142857142854,249.31,235.10000000000002,220.725,L9
2025-03-21 21:53:32+00:00,359.42499999999995,365.72333333333336,360.525,353.71,351.48,353.77,355.98499999999996,360.6933333333333,364.155,365.27000000000004,368.2866666666667,,,,,,339.3866666666667,339.955,339.8333333333333,336.86400000000003,352.5028571428571,341.15999999999997,355.83666666666664,363.795,354.5725,329.40500000000003,321.2316666666666,327.72166666666664,328.555,324.0833333333333,308.4533333333333,294.31600000000003,299.34000000000003,297.134,258.27333333333337,250.38833333333332,245.15666666666667,244.87666666666667,253.27166666666668,253.85999999999999,262.882,322.795,335.772,261.445,294.93999999999994,282.666,294.1425,288.09999999999997,299.8733333333334,,339.91,,,,,,,354.51,349.56,353.55,358.19,355.52,357.5,366.33,,,,,,,,,,,,319.67857142857144,249.31,235.10000000000002,220.725,L9
2025-04-06 21:53:31+00:00,363.59,365.72333333333336,360.525,353.71,351.48,353.77,355.98499999999996,360.6933333333333,364.155,365.27000000000004,368.2866666666667,,,,,,339.3866666666667,339.955,339.8333333333333,337.125,352.33125,340.83375,355.83666666666664,363.795,353.81399999999996,329.21857142857147,321.8971428571428,327.78285714285715,329.1014285714286,323.55285714285714,308.7142857142857,293.6816666666667,299.45,299.35999999999996,259.8285714285715,251.66857142857143,249.8242857142857,245.88714285714286,253.58428571428573,254.6728571428571,263.2683333333334,322.795,335.67,260.514,294.93999999999994,283.0283333333333,295.066,287.135,300.6675,349.56,339.91,,,,,,,354.51,349.56,353.55,358.19,355.52,357.5,366.33,,,,,,,,,,,,319.34,249.31,235.10000000000002,220.725,L9
