dates,nzd0211-0000,nzd0211-0001,nzd0211-0002,nzd0211-0004,nzd0211-0005,nzd0211-0006,nzd0211-0007,nzd0211-0008,nzd0211-0009,nzd0211-0010,nzd0211-0011,nzd0211-0065,nzd0211-0066,nzd0211-0067,nzd0211-0068,nzd0211-0069,nzd0211-0072,nzd0211-0073,nzd0211-0074,nzd0211-0075,nzd0211-0076,nzd0211-0077,nzd0211-0003,nzd0211-0012,nzd0211-0013,nzd0211-0014,nzd0211-0015,nzd0211-0016,nzd0211-0017,nzd0211-0018,nzd0211-0019,nzd0211-0020,nzd0211-0021,nzd0211-0022,nzd0211-0023,nzd0211-0024,nzd0211-0025,nzd0211-0026,nzd0211-0027,nzd0211-0028,nzd0211-0029,nzd0211-0030,nzd0211-0031,nzd0211-0032,nzd0211-0036,nzd0211-0037,nzd0211-0038,nzd0211-0039,nzd0211-0040,nzd0211-0041,nzd0211-0042,nzd0211-0043,nzd0211-0044,nzd0211-0045,nzd0211-0046,nzd0211-0047,nzd0211-0048,nzd0211-0049,nzd0211-0050,nzd0211-0051,nzd0211-0052,nzd0211-0053,nzd0211-0054,nzd0211-0055,nzd0211-0056,nzd0211-0057,nzd0211-0058,nzd0211-0059,nzd0211-0060,nzd0211-0061,nzd0211-0062,nzd0211-0063,nzd0211-0064,nzd0211-0070,nzd0211-0071,nzd0211-0078,nzd0211-0033,nzd0211-0034,nzd0211-0035,satname
2016-01-16 21:53:45+00:00,335.88000000000005,352.1466666666667,340.08000000000004,329.75,332.25,334.95,336.62,340.145,341.96000000000004,341.47,343.72,,,,,334.75,330.89000000000004,330.02,329.115,335.07500000000005,327.78499999999997,330.1099999999999,331.43,341.88,345.54999999999995,348.04,354.74,344.99,347.57,353.58,350.805,344.71999999999997,343.5466666666666,325.24666666666667,284.81500000000005,276.37,239.0,246.58333333333334,252.01500000000001,255.65,256.33,254.06000000000003,281.8,263.80333333333334,204.09666666666666,280.06333333333333,302.4266666666667,296.6033333333333,304.59999999999997,329.97,334.59000000000003,,,,,,,,,,,,,,,373.1,,,,,,,,330.65,327.88,314.08500000000004,242.08666666666667,234.84333333333333,230.33,L8
2016-02-01 21:53:43+00:00,335.415,350.3425,339.1433333333334,330.375,331.1466666666667,335.78666666666663,336.84999999999997,340.39000000000004,342.48333333333335,342.995,342.9866666666667,,,,,334.75,332.27250000000004,330.61249999999995,329.31333333333333,333.44666666666666,328.37999999999994,330.3066666666666,331.945,344.25,344.97666666666663,347.5133333333333,352.93,345.235,348.765,351.60999999999996,349.1766666666667,343.9525,342.575,323.5375,279.47,279.8066666666667,237.34333333333333,244.005,248.32333333333335,253.115,255.6775,253.775,288.4266666666667,263.2675,204.0725,281.445,301.1775,296.9775,303.7425,329.115,334.7866666666667,,,,,,,,,,,,,,,373.1,,,,,,,,330.65,327.88,315.35,240.64999999999998,234.45499999999998,230.33,L8
2016-03-04 21:53:33+00:00,334.7275,349.66749999999996,337.45,331.4766666666667,331.3925,336.67499999999995,337.3875,341.27750000000003,343.425,344.0733333333333,343.155,,,,,334.75,331.7866666666667,332.9125,326.71666666666664,329.32,328.24,330.9133333333333,333.0133333333333,344.82,345.24,344.4833333333333,348.58666666666664,347.01,351.10999999999996,348.75666666666666,346.50666666666666,341.7075,340.1925,320.1775,280.89750000000004,286.2075,240.54500000000002,255.91750000000002,258.77,258.2525,258.105,253.35750000000002,301.6933333333333,266.0075,201.565,281.51750000000004,303.75,297.9225,303.2375,325.63750000000005,334.7866666666667,,,,,,,,,,,,,369.65,,371.91,375.0,,,,373.74,369.02,,327.6,327.88,315.98333333333335,246.1675,239.86,222.04000000000002,L8
2016-08-27 21:53:50+00:00,337.095,348.45,339.66,333.70000000000005,332.895,339.34,339.0,343.94,346.25,346.23,343.66,,,,,,,338.35,330.57,332.35,342.85,332.53999999999996,335.15,344.30499999999995,346.03,345.38,350.84,349.93,354.42,351.28,348.33500000000004,343.55499999999995,342.82500000000005,322.79,296.435,309.12,263.995,283.29,296.24,282.68,266.09999999999997,257.81,323.885,277.745,218.345,281.985,300.07,294.39,302.575,335.66,345.15,,,,,,,,,,,,,369.65,,371.91,375.0,,,,373.74,369.02,,,,320.6,282.67999999999995,260.31,206.945,L8
2016-09-12 21:53:54+00:00,342.08000000000004,,,335.83000000000004,333.66,,,,,,,,,,,,,342.98,,346.63,350.945,338.66499999999996,,343.815,347.4,345.90999999999997,,351.235,353.04,352.53,350.105,344.955,343.375,322.685,306.99,312.83,267.795,271.155,298.67,282.725,264.62,255.39,334.435,279.77,238.905,277.51,301.72,296.255,303.925,339.395,345.44,,,,,,,,,,,,,,,,,,,,,,,,,322.57,287.72,272.18,208.305,L8
2017-02-03 21:53:41+00:00,339.3866666666667,346.39,338.07,334.94666666666666,333.81,,337.26,,342.83,,,,,,,,347.29,345.27,353.02,347.08500000000004,349.92,333.73333333333335,334.14,343.815,347.4,345.90999999999997,,349.1266666666667,350.68,350.9066666666667,348.98333333333335,344.51666666666665,342.68,322.2266666666667,303.0133333333333,308.955,257.11333333333334,260.1566666666667,279.78000000000003,271.96000000000004,261.0733333333333,253.57666666666668,335.44666666666666,274.21,238.905,279.05333333333334,303.50333333333333,298.35999999999996,304.25666666666666,333.26,345.44,,,,,,,,,,,,,,,,,,,,,,,,341.92,321.35999999999996,278.67,268.9433333333333,210.0666666666667,L8
2017-06-11 21:53:21+00:00,337.03499999999997,351.84000000000003,343.525,337.34000000000003,337.76,,340.91499999999996,,345.735,346.93,349.78,,,,,,350.17,347.575,348.02,345.35,349.22,329.11,339.11,,348.38,346.44,351.97,349.345,353.19,351.69000000000005,346.74,343.64,341.29,321.31,295.06,305.08,235.75,238.16,242.0,250.43,253.98,249.95,337.47,263.09,,282.14,307.07,302.57,304.92,331.83000000000004,,,,,,,,,,,,,,,,,378.94,,,,,,,,348.53499999999997,322.71000000000004,260.57,262.47,213.59,L8
2017-07-29 21:53:37+00:00,337.03499999999997,351.84000000000003,343.525,337.34000000000003,337.76,,340.91499999999996,,345.735,346.93,349.78,,,,,,350.17,347.575,348.02,345.35,360.23333333333335,340.9533333333333,339.11,,348.38,346.44,351.97,349.345,353.19,351.69000000000005,346.74,343.64,341.29,321.31,295.06,305.08,235.75,238.16,242.0,250.43,253.98,249.95,337.47,263.09,,282.14,307.07,302.57,304.92,331.83000000000004,,,,,,,,,,,,,,,,,378.94,,,,,,,,348.53499999999997,338.39000000000004,260.57,262.47,213.59,L8
2017-08-14 21:53:43+00:00,340.07,357.29,348.98,341.5,341.56,,344.57,,348.64,346.93,349.78,,,,,,353.05,349.09,343.02,348.855,364.36999999999995,347.2,344.08,,348.38,346.44,351.97,353.78,358.06,355.72,,,,,,,,,,,,,,,,,,,,342.67,,,,,,,,,,,,,,,,,378.94,,,,,,,,355.15,346.6133333333333,,,,L8
2017-10-01 21:53:54+00:00,341.37,357.29,348.98,341.5,341.56,,344.57,,348.64,346.93,349.78,,,,,,353.05,349.4666666666667,343.02,352.18333333333334,364.6975,348.71500000000003,344.08,,348.38,347.16999999999996,351.97,355.495,358.06,355.72,,,,,303.65,260.24,239.74,244.17,244.43,251.94,254.94,250.64,,236.8,224.38,272.23,,295.3,314.83,342.67,,,,,,,,,,,,,,,,,378.94,,,,,,,,355.15,340.7475,,,195.64,L8
2017-12-04 21:53:49+00:00,341.37,357.29,348.98,341.5,341.56,,344.57,,348.64,346.93,349.78,,,,,,353.05,349.4666666666667,343.02,349.4875,361.994,347.012,344.08,,348.38,347.16999999999996,351.97,355.495,358.06,355.72,,,,,303.65,260.24,239.74,244.17,244.43,251.94,254.94,250.64,,236.8,224.38,272.23,,295.3,314.83,342.67,,,,,,,,,,,,,,,,,378.94,,,,,,,,355.15,339.774,,,195.64,L8
2018-04-11 21:53:01+00:00,,,,,,,,,,,,,,,,,,,343.17,344.115,353.315,341.705,,,,,,,,,,,,,,,,,,,,,,317.91,,,,311.35,320.13,,,,,,,,,,,,,,,,,,,,,,,,,,,337.87,289.49,282.58,,L8
2018-05-29 21:52:29+00:00,,,,,,,,,,,,,,,,,,,343.17,344.115,353.315,341.705,,,,,,,,,,,,,273.31,253.0,241.81,244.94,252.53,,,,,317.91,,,,311.35,320.13,,,,,,,,,,,,,,,,,,,,,,,,,,,337.87,289.49,282.58,,L8
2018-07-16 21:52:51+00:00,345.86,,,,,,,,,,,,,,,354.79,346.18,341.92,339.605,339.54499999999996,347.185,337.37,,,,,,,,,,,,,273.31,253.0,241.81,244.94,252.53,,,,,317.91,,,,311.35,320.13,,,,,,,,,,,,,,,,,,,,,,,,,,,334.155,289.49,282.58,,L8
2018-10-04 21:53:26+00:00,345.86,,,,,,,,,,,,,,,354.79,346.18,341.92,339.605,344.57,354.49333333333334,343.4833333333333,,,,,,,,,,335.65,319.18,320.46,266.06,251.125,240.375,244.94,252.53,,,,,317.91,,,,311.35,320.13,,,,,,,,,,,,,,,,,,,,,,,,,,,338.18666666666667,289.49,282.58,,L8
2018-10-20 21:53:32+00:00,340.4,355.82,344.97,,,,,,346.18,345.14,,,,,357.47,354.79,346.18,341.92,335.70500000000004,340.9766666666667,350.7633333333333,340.82,,352.31,345.65,344.91,351.23,351.72,356.79,350.94,344.76,325.15,309.025,311.83,260.46999999999997,245.99333333333334,236.79,238.755,245.17000000000002,250.2,256.49,254.16,337.86,291.16,229.0,319.59,294.94,301.21,301.6,334.33,,,,,,,,,,,,,,,,,,,,,,,,,,331.84999999999997,290.24,257.37,202.53,L8
2018-11-05 21:53:36+00:00,338.62333333333333,356.65999999999997,345.82500000000005,,,,,,346.18,345.685,350.41,,,,357.47,354.79,346.18,341.92,338.9533333333333,340.4425,349.4125,339.715,,351.235,346.45,345.33000000000004,351.625,351.91,357.81,349.77,344.76,323.07666666666665,309.9666666666667,310.44,257.9075,245.01749999999998,235.73000000000002,236.82000000000002,243.96,250.68,254.64,253.475,337.815,282.1,227.655,320.07,297.51,300.565,301.055,334.29999999999995,340.77,,,,,,,,,,,,,,,,,,,,,,,,,329.46500000000003,285.36,254.35000000000002,203.24,L8
2018-12-07 21:53:34+00:00,338.62333333333333,356.65999999999997,345.82500000000005,,,,,,346.18,345.685,350.41,,,,357.47,354.79,346.18,341.92,338.9533333333333,340.4425,352.97799999999995,343.378,,351.235,346.45,345.33000000000004,351.625,351.91,357.81,349.77,344.76,325.32,313.12,315.6825,259.0425,244.125,233.70333333333338,252.42999999999998,257.63000000000005,262.47999999999996,259.74333333333334,253.475,337.815,282.1,227.655,320.07,297.51,300.565,301.055,334.29999999999995,340.77,,,,,,,,,,,,,,,,,,,,,,,,,331.67600000000004,285.36,254.35000000000002,203.24,L8
2019-02-25 21:53:22+00:00,335.005,356.65999999999997,345.82500000000005,,,,,,346.18,345.685,350.41,,,,357.47,,,,340.40999999999997,345.1125,358.802,349.21799999999996,,351.235,346.45,345.33000000000004,351.625,351.91,357.81,349.77,344.76,325.32,313.12,315.6825,259.0425,244.125,233.70333333333338,252.42999999999998,257.63000000000005,262.47999999999996,259.74333333333334,253.475,337.815,282.1,227.655,320.07,297.51,300.565,301.055,334.29999999999995,340.77,,,,,,,,,,,,,,,,,,,,,,,,,335.508,285.36,254.35000000000002,203.24,L8
2019-04-14 21:53:08+00:00,337.85999999999996,356.6333333333334,347.47,343.65,343.38,344.15,348.86,349.08,349.95500000000004,347.73333333333335,350.165,,,,357.47,,344.3,343.31,343.2033333333333,341.6825,355.66400000000004,344.74,345.93,352.27,347.73,345.33000000000004,351.625,351.91,357.81,349.77,344.76,321.87666666666667,311.09999999999997,314.09,259.12,242.41666666666666,231.08500000000004,252.42999999999998,257.63000000000005,262.47999999999996,259.74333333333334,253.475,337.815,282.1,253.03666666666666,309.58666666666664,301.3233333333333,300.15333333333336,304.76666666666665,335.55333333333334,340.77,,,,,,,,,,,363.84,366.78,369.74,,,,,,,,372.84,,,352.73,330.414,285.36,254.35000000000002,203.24,L8
2019-05-16 21:53:15+00:00,337.345,350.66999999999996,344.375,338.41499999999996,338.245,339.95,343.42,344.24,347.32500000000005,346.90999999999997,345.025,358.8,359.38,353.89,343.14,345.98,338.505,343.31,348.79,345.9200000000001,362.9000000000001,350.6933333333333,341.21000000000004,348.53999999999996,345.52,341.43,347.92,346.15,348.19,,,332.05,322.58,331.41,277.85,249.43,,291.77,293.54,286.08,269.95,,,,303.8,288.62,308.95,299.33,312.19,338.06,,,,,,,,,,325.71,,363.84,366.78,369.74,,355.37,363.29,371.55,373.97,372.94,365.42,367.17999999999995,357.31,343.44,346.47,336.30333333333334,,,,L8
2019-06-17 21:53:30+00:00,340.1666666666667,352.95,347.43666666666667,341.15333333333336,341.4266666666667,342.56666666666666,345.77,347.2166666666667,349.3633333333334,346.90999999999997,345.025,358.8,359.38,360.43,343.14,345.98,342.1566666666667,343.31,348.79,345.9200000000001,360.7300000000001,347.025,344.7833333333333,348.53999999999996,345.52,341.43,347.92,346.15,348.19,,,,,,,,,,,,,,,,303.8,313.44,310.83500000000004,300.65999999999997,313.83000000000004,340.325,,,,,,,,364.35,,345.515,365.69,364.64,367.30999999999995,369.485,373.15,363.59000000000003,369.735,377.315,380.39,378.5,365.42,369.3866666666666,357.31,347.395,348.33,334.195,,,,L8
2019-11-24 21:53:59+00:00,345.81,357.51,353.56,346.63,347.79,347.8,350.47,353.17,353.44,,,,,366.97,,,349.46,,,,377.64,361.14,351.93,,,,,,,,,,,,,,,,,,,,,,,338.26,312.72,301.99,315.47,342.59,,,,,,,,364.35,,365.32,365.69,365.44,367.84,369.23,373.15,371.81,376.18,383.08,386.81,384.06,,373.8,,351.35,352.05,350.36,,,,L8
2020-01-11 21:53:51+00:00,,,,,,,,,,,,,,,,,,,,,369.945,355.96500000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.405,,,,L8
2020-01-27 21:53:47+00:00,,,,,,,,,,,,,,,,,,,,351.93,368.6466666666667,354.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.3966666666667,,,,L8
2020-02-12 21:53:42+00:00,,,,,,,,,,,,,,,,,,,,351.93,368.6466666666667,354.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.5925,,,,L8
2020-03-31 21:53:22+00:00,363.56,,,,,,,,,,,,,,,,,,,344.345,362.2325,351.3325,,,,,,,355.55,341.36,,,,309.49,267.45,256.28,244.56,258.05,268.4,271.36,268.29,260.63,343.22,336.35,342.68,340.09,322.33,305.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.024,329.91,,,L8
2020-05-18 21:53:06+00:00,363.56,,,,,,,,,,,,,,,,,,,344.345,362.2325,351.3325,,,,,,,355.55,341.36,,,,309.49,267.45,256.28,244.56,258.05,268.4,271.36,268.29,260.63,343.22,336.35,342.68,340.09,322.33,304.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.024,329.91,,,L8
2020-12-12 21:54:01+00:00,341.41,354.92,346.83,342.93,,,344.11,344.54,348.45,347.61,,,,,,,,,,344.8,361.06,346.0,345.94,,,,,,348.1,334.41,322.1,307.89,304.69,309.6,253.74,243.66,242.6,239.18,247.47,250.74,259.94,,333.62,312.74,332.15,326.45,297.72,299.36,303.2,332.83,,,,,,,,,,,,,,,,,,,,,,,,,,,294.04,264.75,326.91,L8
2021-04-03 21:53:26+00:00,341.41,354.92,346.83,342.93,,,344.11,344.54,348.45,347.61,,,,,,,,,,344.8,361.06,354.26,345.94,,,,,,348.1,334.41,322.1,307.89,304.69,309.6,253.74,243.66,242.6,239.18,247.47,250.74,259.94,,333.62,312.74,332.15,326.45,297.72,299.36,303.2,332.83,,,,,,,,,,,,,,,,,,,,,,,,,,,294.04,264.75,326.91,L8
2021-05-05 21:53:09+00:00,343.1,359.42,351.97,347.39,351.24,350.84,348.305,349.26,351.58,351.27,356.61,,,,,,,,343.35,343.295,354.21500000000003,351.56,350.46500000000003,,359.73,365.29,361.65,358.59,351.545,338.155,326.59000000000003,309.395,302.69,302.9,259.33500000000004,249.81,242.755,245.36,251.85500000000002,254.875,262.08000000000004,,341.33000000000004,305.08000000000004,340.71,341.515,309.82500000000005,302.655,309.625,336.75,346.79,351.3,,,,356.49,,357.21,362.45,,,,,,,371.9,,,,,,,,,,289.14,295.58000000000004,264.75,328.115,L8
2021-06-22 21:53:32+00:00,344.79,363.92,357.11,351.85,351.24,350.84,352.5,353.98,354.71,354.93,356.61,,,,,,,,343.35,341.79,347.37,354.34000000000003,354.99,,359.73,365.29,361.65,358.59,354.99,341.9,331.08,310.9,300.69,296.2,264.93,255.96,242.91,251.54,256.24,259.01,264.22,,349.04,297.42,349.27,356.58,321.93,305.95,316.05,335.15999999999997,346.79,344.98,338.47,,,356.49,328.85,357.21,362.45,,,,,,,371.9,,,,,,,,,,289.14,297.12,,329.32,L8
2021-07-08 21:53:34+00:00,327.93,363.92,357.11,351.85,351.24,350.84,352.5,353.98,334.225,354.93,356.61,337.38,335.43,324.75,328.61,328.6,,,343.35,341.79,347.37,354.34000000000003,354.99,323.43,359.73,365.29,361.65,358.59,354.99,341.9,331.08,310.9,300.69,296.2,264.93,255.96,242.91,251.54,256.24,259.01,264.22,,349.04,297.42,349.27,356.58,321.93,305.95,316.05,335.15999999999997,346.79,344.98,338.47,,233.99,356.49,328.85,357.21,362.45,325.23,317.59,,,,,371.9,,,,,,,319.76,323.71,318.28,289.14,297.12,,329.32,L8
2021-12-31 21:53:55+00:00,311.07,,,,,,,,313.74,,,337.38,335.43,324.75,328.61,328.6,,,,345.86,370.78,358.65,,323.43,,,,,,,323.32,,,,,,,243.59,242.73,,,,,,307.76,,,,,,,,,,233.99,,,,,325.23,317.59,,,,,,,,,,,,319.76,323.71,318.28,,,235.67,,L8
2022-01-08 21:53:55+00:00,,,,,,,,,,,,,,,,,,,,345.86,377.855,368.275,,,,,,,,,323.32,,,,,,,243.59,242.73,,,,,,325.1,342.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.89,235.67,,L9
2022-02-17 21:53:43+00:00,,,,,,,,,,,,,,,,,,,,345.86,376.9666666666667,367.1466666666667,,,,,,,,,323.32,,,,,,,243.59,242.73,,,,,,325.1,342.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.635,235.67,296.4,L8
2022-04-22 21:53:28+00:00,,,,,,,,,,,,,,,,,,,331.31,337.81,371.16499999999996,360.99,,,,,,,,,318.67499999999995,297.94,292.59,293.33,256.07,248.05,239.5,246.39,251.96999999999997,260.46,255.76,,349.35,313.03,325.1,342.38,358.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.12,295.635,237.875,278.42999999999995,L8
2022-05-16 21:53:14+00:00,341.32,,,344.92,350.12,343.88,345.73,,350.15,350.85,349.89,,,,,,,,330.01,335.0933333333333,366.044,354.496,346.59,349.76,349.86,,,354.73,347.26,327.57,318.67499999999995,297.94,292.59,290.375,253.425,246.27,236.26,243.49666666666667,248.00333333333333,252.57,254.70499999999998,250.15,339.93,313.03,308.5,307.265,325.185,293.36,298.65,333.24,,,,,,,,356.96,,,,,,,,,,,,,,,,,,310.95,295.635,237.875,262.81333333333333,L9
2022-05-24 21:53:36+00:00,345.01,367.67,361.46,347.645,351.21500000000003,347.27,349.45000000000005,358.4,354.765,355.635,349.89,,,,,,,,330.01,338.2475,365.26666666666665,352.07,352.025,354.15999999999997,349.86,,,354.73,347.26,337.06,318.67499999999995,297.94,292.59,291.77666666666664,255.64666666666665,250.08,238.65333333333334,244.68,247.935,252.6833333333333,255.75,253.04000000000002,342.1366666666667,313.03,305.9775,299.21666666666664,317.8666666666667,295.63,305.95,340.045,,,,,,,,361.81,,,,,,,,,,,,,,,,,,314.3633333333333,295.635,237.875,257.1325,L8
2022-06-25 21:53:54+00:00,345.01,367.67,361.46,337.5133333333333,351.21500000000003,336.69666666666666,340.22333333333336,358.4,345.94666666666666,344.6966666666667,330.455,348.12,348.16,342.86,338.06,333.74,,,330.01,338.2475,365.26666666666665,352.07,340.99333333333334,354.15999999999997,335.415,,,354.73,347.26,337.06,318.67499999999995,297.94,292.59,291.77666666666664,255.64666666666665,250.08,238.65333333333334,244.68,247.935,252.6833333333333,255.75,253.04000000000002,342.1366666666667,313.03,305.9775,299.21666666666664,317.8666666666667,295.63,305.95,340.045,,,306.25,,262.56,311.5,323.38,353.09999999999997,329.61,340.98,326.14,,328.65,,346.29,,,,,,342.88,346.28,342.7,328.69,326.66,314.3633333333333,295.635,237.875,257.1325,L8
2022-07-03 21:53:32+00:00,346.28666666666663,366.71000000000004,360.875,341.21500000000003,351.8633333333334,340.46000000000004,343.6225,358.98,349.5775,348.615,330.455,348.12,348.16,342.86,338.06,333.74,,337.22,333.3966666666667,337.0175,362.11833333333334,348.0416666666667,345.0175,355.57666666666665,335.415,,,354.73,347.26,337.06,314.03,297.94,292.59,291.77666666666664,255.64666666666665,250.08,238.65333333333334,245.04333333333332,249.67,252.6833333333333,255.75,253.04000000000002,342.1366666666667,313.03,305.3833333333334,299.21666666666664,317.8666666666667,295.63,305.95,340.045,,,306.25,,262.56,311.5,323.38,353.09999999999997,329.61,340.98,326.14,,328.65,,346.29,,,,,,342.88,346.28,342.7,328.69,326.66,314.925,295.635,240.08,257.1325,L9
2022-08-04 21:53:47+00:00,345.855,364.81666666666666,360.1333333333334,343.752,352.8325,343.024,346.32,359.9433333333333,352.28000000000003,348.615,330.455,348.12,360.88,342.86,338.06,333.74,345.09,340.785,336.6575,338.11,358.7416666666666,343.395,347.14,356.985,335.415,,,354.73,347.26,337.06,314.03,297.94,292.59,291.77666666666664,255.64666666666665,250.08,238.65333333333334,245.04333333333332,249.67,252.6833333333333,255.75,253.04000000000002,342.1366666666667,313.03,291.74666666666667,281.4066666666667,314.24,295.82666666666665,308.63666666666666,343.12000000000006,,,306.25,,262.56,311.5,323.38,353.09999999999997,329.61,340.98,326.14,,328.65,,346.29,,,,,,342.88,346.28,342.7,328.69,340.20000000000005,315.12,303.38,240.08,254.12399999999997,L9
2022-08-12 21:54:11+00:00,345.855,364.81666666666666,360.1333333333334,343.752,352.8325,343.024,346.32,359.9433333333333,352.28000000000003,348.615,330.455,348.12,360.88,342.86,338.06,333.74,345.09,340.785,336.6575,339.56333333333333,360.08142857142855,344.8228571428571,347.14,356.985,335.415,,,354.73,347.26,337.06,314.03,297.94,292.59,296.1575,255.64666666666665,250.08,238.65333333333334,245.04333333333332,249.67,252.6833333333333,255.75,253.04000000000002,342.1366666666667,313.03,293.8175,282.8625,314.24,295.82666666666665,308.63666666666666,343.12000000000006,,,306.25,,262.56,311.5,323.38,353.09999999999997,329.61,340.98,326.14,,328.65,,346.29,,,,,,342.88,346.28,342.7,328.69,340.20000000000005,319.3183333333333,303.38,233.43,251.23166666666665,L8
2022-09-05 21:53:54+00:00,349.892,364.81666666666666,360.1333333333334,343.752,352.8325,343.024,346.32,359.9433333333333,352.28000000000003,348.615,330.455,348.12,360.88,342.86,338.06,333.74,345.09,340.785,336.6575,339.2557142857143,358.49571428571426,341.69714285714286,347.14,356.985,335.415,,,354.73,347.26,337.06,322.44,297.94,292.59,297.43600000000004,255.64666666666665,250.08,238.65333333333334,245.04333333333332,249.67,252.6833333333333,255.75,253.04000000000002,342.1366666666667,313.03,293.8175,282.8625,314.24,295.82666666666665,308.63666666666666,343.12000000000006,,,306.25,,262.56,311.5,323.38,353.09999999999997,329.61,340.98,326.14,,328.65,,346.29,,,,,,342.88,346.28,342.7,328.69,340.20000000000005,320.6271428571428,,233.43,242.19799999999995,L9
2022-10-23 21:54:07+00:00,348.2816666666667,362.855,357.625,343.98499999999996,351.23,343.024,346.32,359.9433333333333,352.28000000000003,348.615,330.455,348.12,360.88,342.86,338.06,333.74,341.14,340.785,338.4875,341.2757142857143,357.8728571428572,340.40142857142854,347.14,356.985,335.415,,,354.73,347.98,333.76,327.645,295.03,291.64,296.17400000000004,252.73999999999998,247.68666666666664,234.76999999999998,239.83333333333334,241.28666666666666,247.36,252.1,250.73000000000002,333.1933333333333,,293.8175,279.118,298.7525,296.0125,307.79499999999996,342.8175,,,306.25,,262.56,311.5,323.38,353.09999999999997,329.61,340.98,326.14,,328.65,,346.29,,,,,,342.88,346.28,342.7,328.69,340.20000000000005,319.0414285714286,,226.78,237.6325,L9
2023-01-19 21:53:58+00:00,350.2766666666667,359.0,354.375,349.5249999999999,350.28000000000003,353.28,357.11,361.87,363.09,,,,373.6,,,,341.14,344.35,342.53499999999997,342.655,365.21799999999996,344.9675,355.63,361.21,,,,,348.7,327.16,327.645,317.08,291.64,299.6233333333334,247.35,240.87,227.85,233.56,236.06,244.49,244.81,246.11,322.52,295.33,300.78,280.1066666666666,313.05333333333334,307.17,309.63999999999993,345.59,,,,,,,,,,,,,,,,,,,,,,,,,353.74,325.846,,226.78,239.42999999999995,L8
2023-02-28 21:53:56+00:00,353.13500000000005,356.97,350.1,345.15,344.82,,,,,,,,,,,,337.19,,338.63,343.2,366.0275,342.6166666666666,,,,,,,348.7,327.16,327.645,317.08,291.64,294.785,247.35,240.87,227.85,233.56,236.06,244.49,244.81,246.11,322.52,295.33,,264.14,317.9,312.645,305.27,341.91,,,,,,,,,,,,,,,,,,,,,,,,,,328.4425,,,,L9
2023-03-08 21:53:38+00:00,340.23,356.97,350.1,345.15,344.82,,,,,,,,,,,,337.19,339.27,342.37,344.1766666666667,369.135,346.04999999999995,,,,,,,348.7,327.16,324.44,317.08,293.32,290.23,249.70999999999998,240.87,227.85,233.56,236.06,244.49,244.81,247.235,327.53499999999997,267.82,283.16,264.235,312.14,309.18333333333334,305.27,341.91,,,,,,,,,,,,,,,,,,,,,,,,,,333.52,,,,L8
2023-03-24 21:53:30+00:00,340.23,356.97,350.1,345.15,344.82,,,,,,,,,,,,337.19,339.27,342.37,344.1766666666667,374.82800000000003,354.71999999999997,,,,,,,348.7,327.16,324.44,317.08,293.32,290.23,249.70999999999998,240.87,227.85,233.56,236.06,244.49,244.81,247.235,327.53499999999997,267.82,283.16,264.235,312.14,309.18333333333334,305.27,341.91,,,,,,,,,,,,,,,,,,,,,,,,,,340.88199999999995,,,,L8
2023-05-11 21:52:58+00:00,,,,,,,,,,,,,,,,,,339.27,346.11,344.06333333333333,376.946,359.015,,,,,,,,,,339.13,295.0,293.44,252.07,,,,,,,248.36,332.55,267.82,283.16,264.33,319.825,315.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.296,,,,L8
2023-06-12 21:53:07+00:00,365.27,,,,,,,,,,,,,,,,348.23,342.32,348.555,344.06333333333333,376.946,359.015,,,,,,,,,,339.13,295.0,293.44,252.07,,,248.3,257.68,256.83,260.92,248.36,332.55,267.82,283.16,269.61,319.825,315.49,,,,,,,,,,,,,,,,,,,,,,,,,,357.14,,339.93666666666667,,,,L8
2023-07-14 21:53:22+00:00,365.27,,,,,370.8,,,,372.59,,,,,,,348.23,342.32,348.555,344.06333333333333,376.946,359.015,,,,,,,,339.62,315.42,319.66999999999996,297.195,293.44,252.07,,,248.3,257.68,256.83,261.625,255.07500000000002,337.67,259.56333333333333,285.96500000000003,272.43,309.9533333333333,306.61666666666673,292.06,349.53,,,,,,,,,370.13,,,,,,,,,,,,,,,357.14,,339.93666666666667,,,,L8
2023-07-22 21:53:15+00:00,365.27,,,,,370.8,,,,372.59,,,,,,,346.11,342.32,348.555,344.58000000000004,371.26800000000003,356.126,,,,,,,,339.62,312.96000000000004,300.21,297.195,293.44,252.07,,,248.3,257.68,256.83,261.625,255.07500000000002,337.67,241.68000000000004,285.96500000000003,275.07,295.41499999999996,295.56500000000005,292.06,349.53,,,,,,,,,370.13,,,,,,,,,,,,,,,357.14,,340.1566666666667,,,,L9
