dates,satname,nzd0211-0000,nzd0211-0001,nzd0211-0002,nzd0211-0003,nzd0211-0004,nzd0211-0005,nzd0211-0006,nzd0211-0007,nzd0211-0008,nzd0211-0009,nzd0211-0010,nzd0211-0011,nzd0211-0012,nzd0211-0013,nzd0211-0014,nzd0211-0015,nzd0211-0016,nzd0211-0017,nzd0211-0018,nzd0211-0019,nzd0211-0020,nzd0211-0021,nzd0211-0022,nzd0211-0023,nzd0211-0024,nzd0211-0025,nzd0211-0026,nzd0211-0027,nzd0211-0028,nzd0211-0029,nzd0211-0030,nzd0211-0031,nzd0211-0037,nzd0211-0038,nzd0211-0039,nzd0211-0040,nzd0211-0041,nzd0211-0042,nzd0211-0043,nzd0211-0044,nzd0211-0045,nzd0211-0046,nzd0211-0052,nzd0211-0053,nzd0211-0054,nzd0211-0055,nzd0211-0056,nzd0211-0057,nzd0211-0058,nzd0211-0059,nzd0211-0068,nzd0211-0069,nzd0211-0070,nzd0211-0071,nzd0211-0072,nzd0211-0073,nzd0211-0074,nzd0211-0075,nzd0211-0076,nzd0211-0077,nzd0211-0078,nzd0211-0047,nzd0211-0048,nzd0211-0060,nzd0211-0062,nzd0211-0063,nzd0211-0064,nzd0211-0065,nzd0211-0066,nzd0211-0067,nzd0211-0032,nzd0211-0061,nzd0211-0049,nzd0211-0050,nzd0211-0051,nzd0211-0033,nzd0211-0034,nzd0211-0035,nzd0211-0036
2004-12-16 21:39:23.215000,L5,343.62,343.53,339.77,336.48,319.39,326.10,330.84,332.48,337.84,335.62,336.79,338.67,338.31,341.32,348.54,356.33,356.10,362.05,359.16,359.06,354.93,348.76,328.72,252.80,251.62,234.61,236.36,236.28,243.19,246.89,245.47,252.29,328.94,341.74,352.19,359.87,362.55,362.62,362.68,360.97,360.90,360.23,363.04,364.12,368.45,372.23,373.60,371.53,376.22,381.69,365.43,358.71,363.17,358.52,358.32,357.37,358.26,357.96,362.31,332.31,317.49,365.88,365.16,384.64,377.91,371.84,371.20,370.04,370.53,366.47,,380.66,368.56,371.40,371.68,,,,
2005-02-18 21:40:18.476000,L5,320.45,342.86,328.96,327.49,320.24,323.16,335.00,337.58,345.83,353.90,350.71,346.26,353.71,348.67,355.51,360.71,354.62,360.47,358.45,353.79,351.95,348.11,321.46,262.95,256.79,238.24,243.55,246.78,249.56,249.56,243.03,250.20,350.77,341.20,329.45,342.23,361.50,356.94,356.00,355.03,359.61,365.71,369.51,372.33,376.65,378.60,381.71,385.75,,,381.88,373.55,369.08,365.36,365.87,362.07,364.62,370.28,373.79,334.75,313.43,363.49,370.09,,395.24,392.14,397.38,388.37,381.67,380.78,,411.94,369.64,374.12,372.45,,,,
2005-03-22 21:40:41.327000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.71,300.84,304.32,320.48,322.10,324.03,324.55,324.67,323.89,328.66,338.43,339.77,345.70,346.11,346.97,345.34,353.11,358.07,341.69,338.54,335.75,340.41,333.51,333.25,327.12,325.53,330.58,300.95,287.91,331.26,333.71,357.20,353.95,347.56,349.66,349.55,352.91,349.73,,363.36,336.27,338.60,339.38,,,,
2005-05-09 21:40:56.205000,L5,330.06,334.13,322.28,318.15,325.41,326.62,329.28,334.62,336.55,339.93,346.93,340.33,348.23,342.51,341.87,348.60,349.42,357.25,348.81,350.28,344.51,343.11,318.52,270.85,257.74,246.96,242.06,248.78,249.50,254.03,250.66,259.26,324.12,343.76,346.03,353.74,355.62,358.75,357.66,357.71,358.67,358.09,371.82,373.87,374.71,374.88,375.55,379.33,380.93,384.06,367.96,362.34,363.43,364.08,361.17,358.00,356.56,354.81,358.47,327.56,312.17,363.76,364.67,389.40,384.73,382.56,381.09,375.34,377.23,371.87,239.55,390.57,373.51,371.32,369.50,258.12,,,
2005-06-10 21:41:12.271000,L5,336.77,332.33,331.18,317.65,325.04,324.20,333.24,331.29,339.43,341.10,343.18,346.55,345.60,348.68,340.87,353.30,347.69,357.33,350.73,353.11,344.30,338.98,321.62,282.56,278.85,281.86,286.04,268.67,257.52,255.18,260.43,281.10,319.20,341.86,346.14,356.49,361.74,359.03,356.04,361.94,360.80,356.36,367.57,369.49,371.22,375.08,377.04,375.17,380.21,383.38,368.01,365.60,365.06,363.52,359.53,362.60,359.31,353.38,361.02,326.72,315.25,361.60,363.42,386.94,385.12,380.11,382.29,374.48,376.31,375.78,265.75,390.07,364.80,367.25,366.60,259.72,,,
2005-06-26 21:41:16.724000,L5,345.04,340.61,337.04,330.75,335.42,330.07,332.36,331.99,344.97,347.55,345.50,343.41,347.74,344.00,349.06,354.71,356.36,363.62,359.29,358.21,341.76,347.84,324.92,272.51,266.90,244.80,245.95,255.78,255.08,263.17,258.03,265.93,318.40,341.81,343.33,356.50,358.90,358.28,359.49,355.80,360.74,362.80,370.21,376.34,372.73,376.23,377.51,374.84,379.57,384.98,371.83,369.30,368.66,366.53,363.66,366.08,364.77,359.87,363.11,330.89,317.79,365.96,366.83,390.85,386.92,384.70,380.87,379.18,382.32,378.81,248.02,393.27,373.25,370.30,373.20,257.84,,,267.38
2005-07-12 21:41:23.560000,L5,358.42,336.26,338.29,330.80,336.08,336.14,344.42,340.58,347.52,349.22,350.23,352.57,353.85,358.02,349.18,361.44,359.93,362.90,359.01,361.65,344.30,346.73,326.64,260.63,246.24,243.88,246.28,251.09,253.28,253.37,254.26,255.87,334.57,348.60,359.83,362.44,361.14,358.71,358.40,359.19,358.72,362.55,372.56,375.00,373.29,374.40,379.65,380.58,386.04,393.87,382.12,373.37,370.88,367.43,365.83,368.47,359.27,355.41,364.41,331.40,320.54,367.88,367.75,395.04,396.17,390.89,392.98,382.57,383.51,380.61,238.76,394.98,369.99,373.88,370.87,266.81,,,
2005-08-29 21:41:46.875000,L5,314.78,320.46,318.06,314.56,320.42,323.45,329.97,327.91,334.37,336.39,339.30,337.39,339.91,332.09,337.38,339.89,346.50,349.51,339.87,341.56,325.65,328.88,310.19,269.14,263.72,240.06,243.98,252.22,253.28,252.04,248.43,251.80,313.34,330.60,337.54,351.24,352.00,347.82,346.79,350.71,348.83,353.48,363.98,369.31,372.69,375.10,378.14,376.12,375.91,383.87,363.99,365.77,360.88,365.57,357.14,358.46,356.47,349.31,360.96,328.45,314.38,353.33,354.35,388.13,384.54,379.40,374.14,374.55,376.07,375.92,238.07,387.52,358.96,364.11,366.32,251.73,,,
2005-11-01 21:41:44.104000,L5,314.27,325.83,326.11,314.37,315.30,318.68,327.87,326.92,331.50,334.10,324.82,325.54,327.44,328.61,333.31,331.65,339.41,343.26,335.62,331.75,326.40,334.07,319.69,257.56,246.20,232.61,237.26,240.46,245.33,251.30,240.72,247.58,309.65,326.52,336.18,346.40,347.69,343.77,342.84,344.55,348.63,357.57,367.47,368.91,372.94,375.87,377.24,373.59,377.54,379.36,360.17,360.24,355.77,352.68,350.53,348.65,351.01,344.36,358.91,328.50,302.76,358.98,363.12,388.40,383.05,379.95,373.57,374.19,371.36,368.99,,386.07,365.68,369.50,367.02,,,,
2006-01-20 21:43:37.291000,L5,272.39,284.49,282.24,281.21,282.03,284.98,296.48,297.84,307.75,312.61,315.46,308.86,312.53,322.75,315.21,322.06,320.49,322.47,320.48,313.20,301.01,307.54,268.53,242.22,244.66,232.69,231.89,231.64,239.46,251.36,245.47,251.15,309.45,304.34,302.05,319.53,326.73,319.07,323.77,325.71,325.71,331.05,335.00,341.51,343.38,343.82,344.67,346.98,350.65,352.74,326.69,329.87,292.22,,287.07,308.45,307.04,322.44,324.47,299.78,286.85,332.55,335.00,360.25,,,,,348.29,345.38,230.90,,337.49,340.84,339.50,,,,
2006-06-13 21:46:13.914000,L5,356.01,353.94,355.05,334.32,338.81,343.97,348.16,337.80,347.86,352.70,354.40,352.61,353.56,349.02,354.39,354.25,355.03,361.80,357.95,353.73,347.53,344.59,322.67,258.02,253.84,235.01,239.73,245.41,247.83,255.22,249.24,260.57,313.99,343.35,348.17,363.47,362.54,362.80,361.20,362.61,358.05,361.86,370.02,371.48,376.52,375.00,381.28,382.59,385.92,391.80,369.29,367.16,361.48,362.68,356.63,353.60,358.28,354.57,360.43,332.74,318.34,365.25,368.49,394.37,389.44,385.11,379.16,378.66,380.22,376.53,244.51,393.85,371.54,369.18,369.03,,,,
2006-06-29 21:46:28.892000,L5,257.58,264.05,276.81,280.32,283.35,282.25,289.69,296.59,290.85,294.50,297.73,308.84,305.99,305.81,302.15,302.81,319.29,321.18,318.75,301.95,283.27,244.26,,,,,,,,,,,,,,,,,,,,,320.53,322.66,333.31,322.62,342.50,339.95,346.96,340.46,,,,,309.85,324.26,336.80,328.91,334.68,302.21,,,,354.21,331.56,320.50,332.26,335.42,343.51,317.33,,352.46,,,313.29,,,,
2006-09-01 21:47:19.401000,L5,355.21,344.60,340.85,330.89,334.71,334.69,337.01,336.63,340.73,341.96,346.88,343.62,348.93,344.64,349.35,345.29,353.01,355.69,352.86,351.57,343.21,342.66,321.53,262.90,261.53,241.60,254.61,271.43,252.54,250.88,247.55,263.39,307.60,336.24,341.69,365.20,361.59,363.55,361.16,361.45,361.60,365.94,371.83,377.42,376.97,380.23,377.73,376.10,379.69,383.12,367.07,364.29,357.36,361.43,354.25,357.55,359.56,359.62,365.60,342.10,317.99,369.27,369.35,386.91,377.85,378.05,372.73,370.87,373.83,373.65,246.91,387.28,374.24,375.67,374.85,,,,
2006-09-17 21:47:31.164000,L5,321.62,329.78,329.83,318.62,321.14,322.99,324.97,323.46,330.24,330.72,333.59,334.68,338.13,338.57,336.94,338.54,346.53,354.82,350.96,343.59,338.08,335.83,318.22,268.50,261.94,241.35,254.80,257.86,246.93,243.23,249.16,258.68,304.64,327.79,336.60,355.67,364.62,362.74,361.85,360.32,357.99,362.23,369.32,370.14,374.18,377.66,373.74,371.97,380.03,382.20,363.64,363.06,359.26,359.21,352.58,354.28,353.78,353.16,360.37,331.14,311.61,361.05,369.75,386.80,377.79,378.18,370.43,374.03,372.52,371.94,235.76,384.44,368.29,372.29,368.20,,,,
2006-10-03 21:47:41.787000,L5,,,,,,,,,,,,353.84,357.73,355.66,354.31,354.09,356.36,360.70,355.30,355.31,349.38,343.31,323.12,297.97,306.18,250.06,251.53,272.09,261.83,257.77,255.86,301.87,308.40,344.51,360.98,369.91,367.03,365.49,365.88,364.96,365.36,364.00,377.81,381.85,379.02,383.71,383.45,385.87,385.92,392.16,373.33,373.32,369.35,366.23,361.39,355.79,356.04,361.67,365.44,339.01,321.51,370.05,371.17,393.35,384.69,385.53,380.10,380.45,382.88,379.34,305.38,393.25,376.71,376.52,379.07,242.41,,,
2006-12-06 21:48:41.029000,L5,288.26,285.85,266.35,271.35,271.27,274.11,275.52,282.05,289.42,290.95,288.67,294.87,297.06,298.41,304.23,305.58,309.15,311.40,305.93,305.39,297.69,285.05,238.54,,,,,,,,,,299.47,329.29,325.13,329.90,327.02,330.76,324.31,327.98,326.87,329.97,342.19,347.80,352.37,348.73,357.54,361.49,365.07,367.77,352.24,349.51,350.58,354.66,356.78,364.32,366.82,374.72,398.45,376.44,360.01,328.35,334.84,363.88,359.92,357.92,355.55,360.26,359.25,357.05,,361.56,337.59,341.66,338.20,,,,
2007-01-07 21:48:55.368000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.85,298.05,299.15,305.67,308.87,301.76,304.45,307.47,305.46,325.44,324.05,324.30,326.17,327.79,330.37,334.41,334.23,329.10,322.63,323.03,316.99,315.80,320.19,324.50,325.82,339.36,316.74,301.97,309.03,310.79,338.38,328.53,327.04,324.75,326.46,330.88,330.07,,329.89,314.01,316.32,324.78,,,,
2011-01-02 21:43:35.332000,L5,,,,,,,,323.57,337.93,335.94,347.24,354.32,350.29,350.52,331.95,324.18,331.07,349.94,339.90,340.84,339.14,332.65,311.91,264.77,250.77,239.13,241.95,247.22,248.98,251.82,250.07,257.43,,302.74,307.37,315.66,328.51,343.13,351.80,352.47,351.43,355.98,364.47,369.32,372.50,372.95,374.88,373.45,377.78,379.69,361.62,357.22,360.01,353.03,347.38,342.93,337.02,326.88,321.59,,,357.89,355.80,383.58,379.51,370.49,371.49,368.33,369.29,363.65,238.23,382.18,361.66,363.83,362.06,,,,
2011-03-07 21:43:36.874000,L5,357.65,358.34,350.61,346.20,345.64,346.18,345.78,346.85,351.95,355.94,355.02,351.59,353.08,353.37,349.90,356.26,354.64,359.53,357.08,354.51,352.48,342.83,332.66,311.63,320.63,251.29,245.80,258.51,262.87,262.30,321.87,319.45,292.29,313.93,318.58,321.16,344.86,352.22,363.52,364.61,366.23,369.08,368.92,375.07,376.20,379.10,378.88,380.92,383.97,382.72,358.18,353.81,355.40,357.16,355.13,353.80,349.53,345.27,351.17,319.32,303.54,372.01,370.42,382.95,378.22,377.48,371.09,369.85,370.58,362.95,308.72,385.08,373.82,371.97,370.96,,,,279.57
2013-05-31 21:55:43.729000,L8,341.62,352.80,344.50,337.09,332.99,336.33,341.04,337.90,343.11,345.32,345.54,345.87,347.91,348.31,349.89,351.37,354.11,357.96,352.54,347.71,344.33,340.24,318.07,303.63,313.96,238.48,242.85,248.03,256.78,258.01,303.20,313.63,,,282.05,320.97,343.33,349.70,358.69,358.21,357.42,358.96,364.35,366.26,370.97,373.62,373.66,374.48,377.21,379.70,362.92,359.55,359.45,352.30,349.86,348.24,344.83,344.49,355.67,326.18,316.24,359.75,363.52,383.11,376.55,371.82,368.09,366.28,367.74,361.36,298.76,382.98,367.00,364.87,363.21,,,,
2013-08-19 21:55:42.209000,L8,326.54,336.99,325.95,326.17,328.65,331.84,335.38,333.07,339.37,342.75,341.11,340.62,343.57,343.17,340.13,344.17,346.32,346.26,345.74,342.38,341.20,337.45,314.09,263.79,279.34,233.67,235.30,240.39,241.66,244.27,287.52,313.35,,,,281.32,334.25,343.44,352.27,351.69,352.66,352.39,356.41,360.21,363.03,369.21,368.34,371.01,373.78,373.87,356.53,348.74,352.34,346.41,328.92,326.70,331.32,335.20,341.84,320.96,309.44,352.18,355.67,376.51,369.82,372.38,360.04,364.36,361.66,358.31,,376.64,359.00,358.91,358.48,,,,
2013-09-04 21:55:42.619000,L8,332.86,344.37,334.77,329.18,326.64,329.63,333.02,330.43,336.96,338.17,338.50,340.28,343.88,342.01,341.45,342.78,343.50,348.24,345.95,340.87,338.73,333.24,311.60,281.32,296.03,237.72,231.07,239.12,243.67,248.36,305.73,306.78,,,,313.29,332.36,342.15,353.81,351.79,353.77,345.73,359.61,364.03,364.79,368.35,368.08,369.73,371.99,354.81,356.71,354.93,351.93,346.29,343.92,328.83,318.04,316.40,343.09,320.56,306.47,342.86,345.06,382.43,371.13,370.78,378.54,360.49,383.88,357.20,243.68,376.56,350.10,351.78,357.61,,,,
2013-10-06 21:55:33.702000,L8,331.04,344.65,335.61,329.99,327.81,332.82,334.00,332.04,338.75,342.84,342.01,342.49,344.99,350.98,344.08,347.42,345.03,350.04,346.65,344.71,341.47,334.18,312.64,269.03,266.73,234.47,229.28,236.36,237.07,243.72,243.81,252.96,,,283.24,298.86,330.03,341.61,354.23,351.87,353.76,353.11,360.04,362.16,363.99,372.74,369.80,373.54,374.76,379.99,353.69,352.68,350.86,340.78,326.44,328.04,327.62,326.25,338.67,317.60,309.22,353.65,357.60,380.16,375.02,374.10,365.10,368.01,365.41,359.88,,377.29,362.13,360.24,358.78,,,,
2013-12-09 21:55:16.438000,L8,336.01,347.21,338.76,333.37,330.73,332.08,334.06,333.64,339.36,341.79,343.15,340.30,344.35,343.15,343.26,347.86,346.54,350.63,347.55,346.50,341.57,335.41,318.45,290.82,305.13,250.79,256.54,257.00,258.31,261.59,272.66,298.56,,,303.00,308.15,325.47,339.98,353.24,354.36,368.34,354.12,357.95,361.07,371.14,386.96,383.59,371.78,373.32,385.79,357.76,354.19,351.08,348.73,340.39,343.52,338.91,330.27,340.70,322.15,314.70,374.32,356.93,382.41,371.04,376.80,366.47,368.33,367.99,358.82,,379.04,362.45,363.30,359.98,,,,
2014-01-10 21:54:55.235000,L8,338.71,350.85,344.82,335.74,333.23,334.80,337.14,335.53,341.71,342.48,345.63,339.67,343.80,344.78,343.67,348.41,346.50,351.97,348.26,348.57,342.91,338.64,322.93,283.17,306.44,297.45,297.64,255.77,256.65,263.78,263.67,300.51,,,279.08,304.16,329.83,340.08,353.28,356.08,353.30,356.18,,,373.87,369.75,370.13,370.60,372.72,378.39,354.19,356.48,348.86,353.80,357.70,334.86,329.76,328.42,340.28,322.03,312.73,354.38,358.50,387.08,373.10,368.62,365.83,380.13,362.95,357.55,263.52,380.30,361.92,365.74,359.72,,,,
2014-02-11 21:54:32.873000,L8,335.99,344.63,339.91,331.34,330.68,334.49,337.23,336.91,341.94,342.59,345.40,340.72,345.13,344.36,344.31,348.35,346.60,352.24,347.95,347.60,343.36,338.79,321.37,295.81,304.23,230.53,235.81,252.78,250.32,249.84,257.36,295.82,282.32,287.59,299.65,312.05,326.57,340.37,352.46,375.97,355.27,354.30,358.13,384.88,388.26,372.96,384.03,400.31,372.73,375.91,367.40,361.36,362.50,353.12,344.45,340.05,331.82,334.77,340.90,321.50,312.28,353.25,359.08,383.94,375.77,380.56,386.71,378.84,376.12,366.29,245.93,380.48,359.32,389.38,387.59,,,,
2014-03-15 21:54:10.286000,L8,322.87,314.43,319.97,,,331.37,330.32,348.02,345.15,343.16,342.41,347.22,354.14,351.08,346.16,350.72,352.98,358.42,353.42,353.51,347.43,348.21,337.21,284.08,302.46,236.63,247.41,256.40,257.28,261.97,245.03,245.53,,,,287.89,338.02,368.05,373.98,365.34,374.48,371.51,383.07,387.50,369.78,365.58,397.43,363.94,364.52,371.48,362.04,353.57,350.87,353.40,343.96,341.08,341.14,335.51,337.74,327.44,306.86,369.25,370.49,393.40,385.58,384.56,371.40,368.53,373.54,362.47,246.29,399.41,376.11,380.35,375.92,,,,
2014-03-31 21:53:53.631000,L8,335.58,347.61,342.94,333.31,334.07,336.70,338.65,337.92,342.51,344.51,340.49,327.38,236.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.15,361.92,363.75,367.72,369.06,371.59,381.77,372.80,375.75,356.56,352.03,342.31,340.99,343.07,331.15,331.27,328.51,341.11,319.69,311.78,353.03,356.85,381.60,372.65,366.61,369.12,361.70,366.66,356.49,,378.78,367.86,361.97,360.06,,,,
2014-05-18 21:53:11.680000,L8,338.42,352.32,347.95,336.10,338.25,339.48,343.31,341.78,344.11,345.81,346.59,345.98,348.56,349.27,346.83,352.41,353.31,358.99,355.38,351.24,346.18,341.20,321.16,263.88,246.76,236.60,234.38,242.28,239.80,250.67,246.96,261.66,,292.06,285.19,316.70,334.06,347.08,355.60,357.29,356.57,358.90,364.19,366.22,368.57,372.38,373.84,375.25,378.32,381.21,355.56,351.64,346.13,344.22,337.83,329.82,332.91,331.32,344.41,323.25,314.17,358.72,359.77,384.09,377.57,373.85,369.20,365.11,364.63,360.70,240.22,383.14,365.66,363.96,364.07,,,,
2014-06-19 21:53:23.387000,L8,274.49,324.22,312.37,296.92,296.44,306.50,317.52,312.29,316.29,320.53,317.83,315.83,313.11,320.81,322.45,324.65,322.46,324.60,324.78,322.90,318.12,310.38,250.20,,,,,,,,,,,,,269.42,303.00,316.31,331.35,328.88,330.85,323.70,338.04,330.59,341.00,339.53,341.95,348.97,349.60,357.20,336.53,335.33,326.94,327.39,288.61,304.57,301.86,306.45,323.83,301.92,291.99,316.88,324.11,355.89,341.06,341.53,346.31,348.87,346.26,341.53,,354.41,332.24,332.42,336.97,,,,
2014-07-05 21:53:29.728000,L8,338.35,349.56,343.94,341.19,341.00,342.97,346.06,346.97,347.57,351.60,353.69,351.03,353.42,352.29,351.39,355.50,355.08,361.06,356.55,355.04,350.89,346.51,325.94,314.41,318.43,297.82,273.32,267.94,262.61,263.59,262.16,278.53,290.75,310.74,287.80,307.97,339.78,351.46,357.76,358.73,358.67,358.36,365.85,366.62,368.82,372.39,374.00,377.34,381.50,389.60,355.20,352.41,345.24,346.72,341.83,339.30,339.83,338.03,345.24,328.06,317.32,360.60,357.80,386.51,383.74,375.43,370.69,366.95,371.04,360.34,251.25,389.63,365.51,365.88,363.94,,,,
2014-07-21 21:53:33.067000,L8,279.68,326.50,319.45,304.95,301.85,312.58,322.10,318.36,325.57,327.20,328.97,322.96,318.46,329.82,326.08,330.13,329.86,330.19,329.88,330.55,324.02,316.84,235.55,,,,,,,,,,,,,,,315.24,334.15,322.08,334.81,322.94,336.70,335.23,348.80,347.28,348.46,351.19,352.48,358.54,333.41,326.59,319.57,,,,,,,,,315.62,327.01,360.94,343.42,339.11,341.86,347.30,344.46,340.46,,364.34,341.65,336.20,340.22,,,,
2014-08-06 21:53:41.801000,L8,349.96,357.50,351.04,346.53,344.98,345.18,348.04,346.81,350.59,351.24,350.36,352.78,356.45,353.79,353.93,355.75,357.03,361.14,357.14,354.34,351.73,349.10,337.75,323.84,322.49,242.34,261.00,259.54,257.75,252.81,252.91,265.96,,,289.34,318.63,342.79,354.26,357.07,358.50,358.64,360.05,362.28,366.68,369.88,377.69,389.96,377.87,381.74,383.09,351.48,348.51,344.75,339.07,332.54,328.14,325.47,331.32,343.94,331.68,320.67,359.60,362.90,386.92,394.22,377.99,369.13,364.97,366.04,363.04,,398.85,367.05,,362.90,,,,
2014-09-07 21:53:48.789000,L8,340.43,355.72,346.57,341.79,338.60,340.34,341.03,341.46,343.57,345.32,346.47,347.80,349.07,348.94,348.38,351.05,352.71,355.39,354.01,348.87,345.91,342.88,326.88,309.09,317.39,242.87,254.25,255.61,258.56,251.40,249.80,269.25,,,279.26,312.26,335.36,347.21,356.48,356.16,356.01,354.46,361.26,365.02,367.87,369.88,371.23,374.16,374.89,380.98,351.65,345.74,343.71,337.03,326.42,324.27,324.08,328.28,339.64,323.18,318.98,355.44,357.25,385.48,375.83,375.29,371.99,374.88,373.51,357.96,,381.32,361.29,360.75,358.96,,,,
2014-09-23 21:53:45.463000,L8,341.29,355.37,342.44,341.83,337.87,338.95,340.93,340.03,343.27,345.09,345.09,348.10,348.73,349.99,347.92,351.07,352.34,356.22,354.73,348.67,346.45,342.82,324.12,306.12,269.55,229.18,231.24,237.22,239.65,243.39,249.84,264.85,,,282.14,311.19,338.19,349.06,354.58,354.08,356.10,354.42,360.19,363.96,365.21,369.29,371.44,373.49,373.17,379.30,349.89,344.19,339.00,338.89,327.01,326.84,326.08,329.05,345.05,322.92,322.44,355.01,357.60,381.91,375.00,369.59,364.99,362.31,363.56,356.78,,379.94,360.52,361.20,359.00,,,,
2014-10-25 21:53:52.818000,L8,340.96,348.89,337.32,330.95,325.62,325.18,336.62,338.41,340.61,341.78,341.23,347.77,351.59,346.18,348.42,352.00,350.43,348.51,352.64,348.79,345.17,339.38,316.95,297.82,302.59,227.43,231.46,241.10,241.81,241.66,253.45,279.50,,,301.08,308.72,333.47,345.05,354.20,354.18,354.97,354.59,364.68,365.83,366.50,370.78,370.08,372.51,374.36,379.08,342.59,335.29,331.07,326.24,318.47,324.17,322.35,331.72,345.14,325.88,319.01,355.31,357.73,381.90,373.57,367.99,361.06,358.71,360.41,355.22,,378.62,360.14,360.78,360.61,,,,
2014-11-10 21:53:54.574000,L8,342.76,351.07,337.84,333.59,327.79,327.92,339.16,339.26,342.44,342.76,345.22,348.01,353.09,348.91,,,,,,350.79,347.11,342.63,319.43,305.44,307.03,228.96,232.38,243.73,242.64,244.32,252.76,290.31,,,300.99,314.32,333.96,358.37,360.39,356.34,355.44,355.09,362.20,364.80,368.44,371.71,375.06,373.23,373.93,382.14,342.10,335.31,334.17,327.39,322.11,332.84,328.10,334.03,342.83,325.47,322.25,355.66,357.16,384.42,373.01,368.02,366.10,360.57,358.62,354.66,,380.21,361.66,361.33,360.55,,,,
2015-01-29 21:53:37.750000,L8,338.76,346.00,338.83,335.36,333.93,333.64,343.88,339.24,343.75,344.71,347.67,343.20,363.17,346.44,345.90,352.17,348.70,355.62,349.86,351.04,346.05,343.28,321.24,307.79,310.74,291.36,298.10,298.68,287.65,260.35,260.41,298.86,321.47,317.86,305.57,314.53,321.68,338.25,349.77,352.87,365.50,370.06,365.01,366.52,361.97,375.52,389.08,369.28,372.44,381.27,365.67,367.85,364.45,353.22,358.24,339.77,323.35,325.76,341.25,323.65,315.67,379.45,365.81,386.12,390.31,383.34,372.69,364.59,370.71,379.90,278.81,380.46,385.52,359.00,356.13,246.77,,,
2015-02-14 21:53:28.679000,L8,335.69,345.04,336.38,333.73,331.27,330.58,338.22,335.19,340.53,342.63,342.00,342.14,344.66,345.49,343.31,349.70,346.86,350.50,348.61,347.28,344.19,345.93,313.34,286.16,306.18,225.22,224.83,232.99,244.22,250.03,247.37,295.68,,,,,,,,386.56,378.81,378.82,389.80,387.99,360.88,368.89,366.03,367.04,372.45,376.81,356.71,343.65,340.11,351.48,335.48,327.52,324.01,325.79,334.05,319.98,311.90,352.04,353.31,400.34,368.20,374.67,367.15,372.84,372.26,369.02,247.49,380.13,381.02,384.29,380.34,,,,
2015-04-03 21:53:02.921000,L8,352.63,352.24,346.63,339.69,336.88,334.42,340.66,341.40,345.31,344.63,347.91,366.91,337.88,343.25,345.45,349.90,349.77,352.31,349.02,350.12,345.64,346.19,324.32,314.60,316.86,230.18,232.38,240.94,242.80,246.89,251.90,295.67,,,304.46,314.19,329.18,344.59,348.58,351.32,351.10,351.91,356.15,361.78,370.39,377.12,372.01,371.58,373.61,379.46,330.01,324.44,322.39,314.24,309.55,317.14,313.90,316.08,312.26,315.62,305.07,352.21,353.76,382.26,368.59,359.60,359.56,349.99,346.98,341.96,245.24,376.52,370.64,365.09,359.77,,,,
2015-04-19 21:53:02.761000,L8,351.38,352.15,343.77,336.34,327.02,,,,,,,,359.15,352.17,343.24,348.25,349.06,348.57,351.62,349.96,347.68,344.53,319.67,252.76,271.18,227.25,234.65,241.88,245.07,249.91,250.41,262.23,,318.26,289.01,311.15,332.25,346.40,356.30,368.69,359.98,363.30,364.92,371.06,381.97,374.16,392.36,397.19,375.10,382.41,334.11,350.48,325.38,333.97,328.00,315.29,327.97,324.50,312.98,315.69,303.14,361.47,368.45,384.33,382.79,390.13,367.04,357.80,350.99,341.21,248.56,395.39,362.08,361.88,362.91,,,,
2015-05-21 21:52:43.676000,L8,342.37,348.94,342.70,335.64,334.15,335.45,341.95,343.71,345.14,346.34,347.62,350.40,348.26,345.15,347.08,356.22,354.23,357.85,,355.39,346.74,345.96,322.90,305.76,315.16,237.54,239.08,255.05,252.71,253.53,259.02,303.44,290.81,302.25,302.54,315.67,340.90,375.24,367.35,369.29,367.50,370.87,367.13,371.57,377.53,387.01,390.06,378.47,384.96,388.11,361.96,344.39,347.17,347.00,329.92,325.87,325.43,332.89,336.39,322.99,312.47,367.90,378.77,402.21,400.30,380.37,371.59,370.92,370.69,365.87,251.53,398.40,382.05,380.86,371.22,246.87,,,
2015-06-06 21:52:52.670000,L8,,,,,,,,,,,,,,,,,,,,,,,,,276.66,239.09,330.11,341.63,254.55,253.51,257.43,309.53,399.89,397.95,387.47,382.18,376.95,374.14,373.98,370.39,372.76,378.03,378.92,383.72,385.94,391.68,394.35,397.02,401.71,403.94,365.38,350.97,358.38,357.11,339.45,342.70,346.45,340.06,342.49,331.03,329.95,373.19,377.51,403.78,397.92,388.58,378.43,376.74,378.00,369.47,256.75,402.44,383.93,383.60,382.54,257.42,368.32,359.53,400.88
