dates,satname,nzd0420-0000,nzd0420-0001,nzd0420-0002,nzd0420-0003,nzd0420-0004,nzd0420-0005,nzd0420-0006,nzd0420-0007,nzd0420-0008,nzd0420-0009,nzd0420-0010,nzd0420-0011,nzd0420-0012
1999-09-27 22:06:48.795000,L7,303.22,321.35,338.22,323.09,333.89,322.50,324.47,326.40,333.19,340.30,329.81,310.49,312.76
1999-10-22 22:00:28.631000,L7,,,351.63,345.40,351.48,360.12,351.66,346.96,347.05,344.81,340.45,332.13,327.58
2000-01-26 22:00:26.187000,L7,314.71,318.91,307.51,312.60,,,,,,,,,
2000-02-11 22:00:21.827000,L7,321.67,311.62,309.52,308.27,263.30,314.16,292.09,,,,,,
2000-02-27 22:00:16.353000,L7,311.60,306.51,298.19,295.27,240.13,,,333.25,338.72,332.81,322.51,259.63,291.85
2000-03-30 22:00:09.363000,L7,274.89,271.95,292.67,294.13,262.79,,,,,,,,
2000-04-15 21:59:55.745000,L7,245.32,262.24,291.91,285.84,242.21,,,,,,,,
2000-08-05 21:58:44.520000,L7,,,,,,,,315.38,327.93,359.01,322.09,,
2000-09-06 21:58:22.821000,L7,312.79,,,,,,,,,,,,
2000-10-08 21:58:00.300000,L7,313.39,308.65,312.97,320.58,306.58,321.88,309.17,318.94,327.02,333.93,321.54,290.03,302.22
2000-11-09 21:57:57.236000,L7,342.89,334.29,335.98,340.90,337.86,340.52,336.74,340.67,353.10,343.95,332.30,326.95,327.49
2000-11-25 21:57:58.896000,L7,345.88,332.25,332.95,346.65,343.90,342.30,332.36,338.44,347.13,348.72,340.39,333.55,326.68
2001-09-25 21:56:04.528000,L7,,,,,336.78,350.14,338.62,345.36,346.55,343.48,332.27,327.79,338.99
2001-10-02 22:02:04.420000,L7,311.50,306.74,301.78,307.30,297.67,306.53,309.11,319.94,321.70,332.41,321.44,274.22,302.87
2002-03-11 22:02:43.421000,L7,328.30,306.39,313.45,313.86,301.98,313.80,306.36,312.42,327.75,339.39,325.03,298.56,307.80
2002-09-03 22:01:48.053000,L7,281.34,283.34,297.15,328.10,302.02,349.60,304.78,297.64,310.32,331.96,298.93,285.04,304.25
2002-10-14 21:55:19.836000,L7,305.51,308.08,312.99,329.40,284.92,320.37,300.52,308.89,331.02,336.39,327.35,,
2002-10-21 22:01:36.247000,L7,,,344.64,348.74,350.15,339.51,337.88,337.64,354.59,350.75,348.45,340.69,327.29
2002-10-30 21:55:25.430000,L7,324.33,333.11,327.66,327.88,332.03,333.51,336.70,338.94,349.65,326.00,331.95,328.44,321.61
2002-12-08 22:02:03.591000,L7,288.73,271.58,276.32,272.41,,,,,,,,,
2002-12-24 22:02:09.084000,L7,309.76,304.60,298.83,285.92,,,,,,,,,
2003-01-18 21:56:06.129000,L7,338.96,314.73,282.29,291.81,,,,,,,,,
2003-01-25 22:02:18.613000,L7,317.91,313.62,255.03,288.96,,,,,,,,252.28,286.21
2003-09-14 21:51:18.345000,L5,294.31,279.54,282.49,280.49,275.98,,,,,,,,
2003-10-16 21:51:43.799000,L5,319.65,302.47,292.61,290.79,281.87,246.65,246.22,,,,,,
2003-12-03 21:52:19.254000,L5,329.22,312.33,310.39,310.00,292.20,257.14,251.01,,,,,,
2004-02-05 21:52:40.789000,L5,324.04,303.98,297.16,297.97,267.88,,,,,,,,
2004-04-02 21:46:54.575000,L5,303.95,295.12,294.78,290.17,270.80,,,,,,,,
2004-09-25 21:51:43.061000,L5,304.05,292.87,290.88,283.69,269.00,,,,,,,,
2004-10-02 21:58:02.684000,L5,314.20,303.71,307.10,306.43,300.84,313.08,262.70,318.08,327.91,330.24,317.23,278.08,294.26
2004-10-27 21:52:23.346000,L5,304.62,287.20,283.66,281.07,267.25,,,,,,,,
2005-01-15 21:53:45.186000,L5,316.99,297.37,300.48,301.41,273.34,,,,,,,,
2005-02-07 22:00:14.931000,L5,325.06,306.57,296.68,288.36,265.06,244.78,,,,,,,
2005-02-23 22:00:31.200000,L5,315.94,298.33,289.42,292.96,262.09,,,,,,,,
2005-03-04 21:54:27.824000,L5,310.75,294.27,290.98,290.04,259.40,,,,,,,,
2005-03-27 22:00:51.055000,L5,303.42,293.57,292.40,289.14,268.58,,,,,,,,
2005-04-05 21:54:42.889000,L5,286.66,280.18,288.98,279.44,268.51,,,,,,,,
2005-08-27 21:55:43.837000,L5,284.08,279.32,285.33,283.77,273.69,,,,,,,,
