dates,nzd0420-0000,nzd0420-0001,nzd0420-0002,nzd0420-0003,nzd0420-0004,nzd0420-0005,nzd0420-0006,nzd0420-0007,nzd0420-0008,nzd0420-0009,nzd0420-0010,nzd0420-0011,nzd0420-0012
2021-11-18 22:14:08+00:00,223.72000000000003,267.00999999999993,248.38666666666663,283.2683333333334,258.62,232.30428571428573,269.04599999999994,255.40333333333334,296.92499999999995,295.895,293.3533333333333,233.15166666666664,220.3233333333333
2021-12-20 22:14:08+00:00,223.72000000000003,281.59,256.27,280.625,259.06333333333333,230.16142857142856,257.63800000000003,260.38,296.92499999999995,295.895,294.855,236.2342857142857,228.82999999999998
2021-12-21 22:07:55+00:00,249.4366666666667,286.83,256.412,281.25857142857143,257.5257142857143,228.84625,254.295,259.76375,299.17,298.6933333333333,294.855,237.83124999999998,234.81124999999997
2021-12-29 22:07:53+00:00,261.1625,286.79333333333335,257.145,281.09000000000003,255.79874999999998,227.87666666666667,251.09,258.3255555555556,298.005,298.6925,292.31399999999996,237.83124999999998,234.81124999999997
2022-01-13 22:14:02+00:00,266.422,285.985,255.4257142857143,280.0877777777778,254.52333333333334,225.71222222222224,241.3,254.29333333333332,297.332,297.986,290.07,238.66285714285712,242.83714285714285
2022-01-21 22:13:59+00:00,269.86333333333334,285.0,253.67875,278.2622222222222,250.45111111111112,224.77555555555557,241.3,251.43333333333334,292.06666666666666,297.2816666666667,287.6842857142857,241.57166666666663,256.92
2022-01-30 22:07:46+00:00,273.4585714285714,285.3833333333333,253.0566666666667,278.245,249.756,224.006,240.0525,250.862,292.9214285714285,297.5785714285715,287.255,241.57166666666663,256.92
2022-02-14 22:14:00+00:00,285.6742857142857,284.8857142857143,253.12888888888892,278.148,246.43200000000002,223.99,234.73142857142855,254.64499999999998,292.0675,297.20875,285.41499999999996,245.52599999999998,275.88599999999997
2022-03-02 22:13:49+00:00,285.6742857142857,284.8857142857143,256.596,278.9381818181818,247.83272727272725,225.4409090909091,235.50124999999997,254.64499999999998,293.6122222222223,298.74,287.1033333333333,246.5333333333333,276.88
2022-03-11 22:07:39+00:00,286.64625,284.70375,255.91454545454545,278.53916666666663,247.28666666666666,225.69499999999996,235.50124999999997,254.64499999999998,290.364,298.45799999999997,286.804,244.39000000000001,276.0157142857143
2022-03-26 22:13:35+00:00,287.06555555555553,284.81,258.8018181818182,278.87333333333333,248.49166666666665,225.905,235.50124999999997,255.669,290.19500000000005,298.726,286.24363636363637,247.91166666666666,277.0728571428571
2022-04-12 22:07:30+00:00,278.781,281.0155555555555,257.77500000000003,277.15153846153845,247.19076923076923,225.1623076923077,235.50124999999997,255.669,290.19500000000005,298.726,286.24363636363637,247.91166666666666,277.0728571428571
2022-04-28 22:07:22+00:00,275.31100000000004,278.136,256.4041666666667,276.47923076923075,248.44,224.10615384615386,237.4985714285714,255.98444444444445,289.15,298.315,286.59363636363634,243.94500000000002,277.6066666666666
2022-05-05 22:13:30+00:00,269.16181818181815,276.25636363636363,255.37615384615387,276.3464285714286,249.67142857142855,223.86999999999998,237.4985714285714,255.98444444444445,289.15,297.88272727272727,286.88416666666666,240.40714285714287,277.6066666666666
2022-05-21 22:13:19+00:00,269.16181818181815,276.25636363636363,257.37,276.48857142857145,251.81285714285715,224.18,242.98857142857145,255.51333333333332,290.1272727272727,298.27416666666664,286.76916666666665,239.1914285714286,277.27500000000003
2022-05-22 22:07:34+00:00,265.53916666666663,276.25636363636363,257.37,277.6573333333333,254.636,225.04799999999997,249.12,258.394,291.6816666666667,299.21,288.32076923076926,237.63625000000002,262.1557142857143
2022-06-07 22:07:43+00:00,265.53916666666663,272.7366666666667,258.396,278.145,255.964375,224.7475,249.12,259.4763636363636,291.6816666666667,299.73357142857145,288.32076923076926,236.58000000000004,250.01500000000001
2022-06-30 22:14:03+00:00,258.926,262.98818181818183,256.51916666666665,276.6807692307692,259.71285714285716,225.60999999999999,260.21999999999997,259.7022222222222,290.201,299.4408333333334,287.8781818181818,231.5275,230.89857142857142
2022-07-01 22:07:30+00:00,258.926,262.98818181818183,256.51916666666665,276.6807692307692,259.71285714285716,225.60999999999999,260.21999999999997,259.7022222222222,290.201,299.4408333333334,287.8781818181818,229.8211111111111,221.25375000000003
2022-08-02 22:07:43+00:00,245.67142857142855,255.11874999999998,262.168,278.24,265.8408333333333,228.2975,276.055,266.3014285714286,293.11375,301.373,292.6677777777778,229.221,214.69333333333333
2022-08-09 22:13:58+00:00,239.8425,245.76777777777775,260.0709090909091,277.43666666666667,265.8408333333333,228.2975,276.055,266.3014285714286,293.11375,300.5609090909091,292.508,228.1090909090909,208.61800000000002
2022-08-26 22:08:10+00:00,232.15714285714287,241.25124999999997,259.67090909090905,277.2125,268.1581818181818,228.23272727272726,276.055,268.83714285714285,294.16125,300.64090909090913,293.52700000000004,227.16583333333335,208.61800000000002
2022-09-03 22:07:51+00:00,232.15714285714287,246.3022222222222,258.60818181818183,276.69416666666666,266.9490909090909,227.55545454545455,287.7766666666667,266.90250000000003,293.47875,299.9709090909091,292.86800000000005,225.33916666666664,200.221
2022-11-22 22:08:05+00:00,199.04,222.62749999999997,267.78,279.5783333333333,272.51800000000003,228.26999999999998,283.375,268.455,298.77,301.36400000000003,295.01599999999996,226.80374999999998,183.7757142857143
2023-02-17 22:14:13+00:00,297.47,285.37,267.36,277.8125,250.31666666666663,231.40333333333334,286.11,266.65333333333336,297.0266666666667,299.24,290.7825,234.11,249.86000000000004
2023-02-18 22:07:49+00:00,297.47,285.37,267.36,279.91999999999996,253.97249999999997,231.40333333333334,280.875,274.5475,297.0266666666667,304.0425,293.61800000000005,238.148,258.64750000000004
2023-03-05 22:14:01+00:00,296.925,284.505,264.74333333333334,279.6425,250.15499999999997,231.50333333333333,280.875,294.57000000000005,294.525,304.6566666666667,296.5466666666667,243.2575,278.02500000000003
2023-03-06 22:07:38+00:00,298.43333333333334,285.22333333333336,260.38,278.12399999999997,247.128,231.7575,280.875,294.57000000000005,295.48,303.71500000000003,293.935,240.38399999999996,277.35600000000005
2023-03-13 22:13:46+00:00,298.1675,284.6575,263.77,277.6516666666667,243.63333333333333,231.7575,280.875,294.57000000000005,294.295,302.584,292.546,239.23666666666665,276.96333333333337
2023-03-14 22:07:47+00:00,297.928,284.628,259.56666666666666,273.3,243.63333333333333,231.7575,280.875,294.57000000000005,294.12,301.3433333333333,289.54333333333335,239.23666666666665,276.96333333333337
2023-03-22 22:07:28+00:00,297.815,284.5366666666667,257.85857142857145,272.74375,243.63333333333333,231.7575,280.875,274.83,294.75333333333333,300.86285714285714,289.07,239.23666666666665,276.96333333333337
2023-04-15 22:07:28+00:00,294.58,284.37285714285713,260.115,272.69666666666666,246.67428571428567,231.152,280.875,273.1075,295.79,301.2575,289.39625,237.89714285714285,261.3285714285715
2023-04-22 22:13:38+00:00,294.58,283.15625,259.1077777777778,272.478,248.69375,229.94333333333336,280.875,273.1075,295.79,300.47333333333336,288.88,235.74875,248.655
2023-04-23 22:07:09+00:00,291.92375,283.16,261.747,273.19545454545454,251.33555555555554,229.78285714285715,280.875,271.65,295.9325,300.923,290.01,234.24333333333334,239.13444444444445
2023-05-01 22:07:20+00:00,287.2077777777778,283.16,260.77727272727276,273.46750000000003,252.62999999999997,229.765,280.875,271.86333333333334,295.8411111111111,300.8718181818182,290.0327272727273,234.433,232.3
2023-06-01 22:13:07+00:00,287.2077777777778,283.16,257.70500000000004,271.9790909090909,255.64500000000004,230.745,285.29499999999996,270.1483333333333,295.744,301.6616666666667,288.86199999999997,233.664,222.029
2023-06-02 22:07:05+00:00,287.2077777777778,283.16,257.70500000000004,272.9216666666667,257.6963636363636,230.48555555555555,285.29499999999996,271.1771428571429,295.5618181818182,301.8961538461539,290.1572727272727,233.67363636363635,217.28545454545454
2023-07-03 22:13:27+00:00,287.2077777777778,283.16,257.70500000000004,274.4246153846154,257.6963636363636,230.94500000000002,286.71666666666664,272.09125,295.5618181818182,301.8961538461539,290.1572727272727,233.23416666666665,213.86916666666664
2023-08-12 22:13:35+00:00,279.332,283.16,258.0163636363637,274.7,256.09583333333336,229.91454545454545,286.71666666666664,272.09125,295.3541666666667,301.46857142857147,290.1572727272727,232.23538461538462,209.67000000000002
2023-08-13 22:07:31+00:00,273.1227272727273,283.16,259.875,274.8226666666667,256.7992307692308,229.53333333333333,286.71666666666664,272.0733333333333,295.66153846153844,301.42466666666667,290.4425,231.56285714285715,206.19571428571427
2023-08-21 22:07:27+00:00,265.05,283.05125,262.3958333333333,274.67785714285714,258.63916666666665,228.99333333333334,292.255,269.6477777777778,295.9630769230769,300.4107142857143,289.83181818181816,229.51923076923077,192.21923076923076
2023-08-28 22:13:44+00:00,265.05,283.05125,261.58923076923077,274.636,258.63916666666665,228.99333333333334,292.255,269.6477777777778,295.9630769230769,300.4107142857143,289.83181818181816,229.51923076923077,192.21923076923076
2023-08-29 22:07:37+00:00,265.05,283.05125,262.97285714285715,274.91375,257.28615384615387,228.98846153846156,292.255,269.863,296.26785714285717,300.4626666666666,290.0366666666667,229.37857142857143,190.345
2023-10-08 22:07:46+00:00,237.6883333333333,282.1325,269.893,278.53166666666664,261.97,228.68416666666667,292.255,270.687,297.29,301.28636363636366,293.32375,229.975,175.96
2023-11-25 22:07:56+00:00,209.38333333333333,287.31,276.15,281.4144444444444,260.3325,235.86555555555555,291.12666666666667,274.0125,299.5275,303.465,297.21,234.3311111111111,193.00444444444443
2024-01-03 22:14:03+00:00,209.38333333333333,287.31,279.58875,282.65,258.9771428571429,247.8757142857143,300.06,277.62833333333333,301.2683333333333,302.10999999999996,295.735,233.06000000000003,202.11666666666665
2024-01-11 22:13:56+00:00,209.38333333333333,282.32,279.58875,282.65,258.9771428571429,247.8757142857143,300.06,277.62833333333333,301.2683333333333,302.10999999999996,295.735,231.41428571428574,210.72142857142856
2024-01-12 22:07:54+00:00,209.38333333333333,282.32,280.22777777777776,282.8855555555555,259.055,253.38875000000002,300.06,279.10714285714283,302.5357142857143,303.2371428571428,296.582,234.32625000000002,219.37125
2024-01-20 22:07:43+00:00,234.2825,286.4266666666667,280.74699999999996,283.137,258.8988888888889,255.29555555555555,300.06,279.10714285714283,303.51125,303.99375,297.06166666666667,236.60111111111115,226.15888888888887
2024-02-04 22:14:07+00:00,234.2825,290.4625,281.7936363636364,283.6218181818182,259.444,259.07800000000003,302.45666666666665,280.97249999999997,304.7422222222222,305.54999999999995,298.49142857142857,238.8,232.423
2024-02-12 22:13:54+00:00,258.825,290.4625,284.303,284.796,259.90555555555557,268.22875,287.1825,279.4375,307.5725,308.32000000000005,299.2257142857143,244.11777777777777,254.11111111111111
2024-02-20 22:13:55+00:00,308.98,291.37399999999997,284.83299999999997,285.01300000000003,258.1388888888889,274.53000000000003,277.748,280.635,308.63124999999997,309.46999999999997,300.57428571428574,246.64555555555555,267.0055555555556
2024-02-21 22:07:41+00:00,305.995,290.57666666666665,284.83299999999997,285.01300000000003,258.1388888888889,274.53000000000003,277.748,280.635,304.97444444444443,308.2033333333333,297.54,246.64555555555555,267.0055555555556
2024-02-29 22:07:47+00:00,306.16,291.3071428571428,288.9511111111112,286.9211111111111,258.3233333333333,282.37428571428575,271.6566666666667,282.66749999999996,306.00444444444446,309.5755555555555,298.9275,249.0888888888889,280.25444444444446
2024-03-15 22:13:37+00:00,304.7575,290.70375,287.70500000000004,286.9211111111111,258.3233333333333,282.37428571428575,271.6566666666667,279.75777777777773,305.08,308.66700000000003,298.37,247.473,280.309
2024-04-17 22:07:27+00:00,304.7575,291.18857142857144,288.384,287.48555555555555,262.19888888888886,282.21999999999997,275.34714285714284,284.12000000000006,306.099,310.05222222222227,298.855,246.712,281.25888888888886
2024-04-25 22:07:04+00:00,304.7575,291.18857142857144,287.5872727272727,287.006,262.97799999999995,275.50625,277.74375,284.12000000000006,305.86818181818177,309.983,299.1090909090909,245.17363636363635,281.883
2024-05-02 22:13:08+00:00,304.7575,291.18857142857144,288.1308333333333,287.7236363636364,265.9563636363636,272.04555555555555,277.74375,284.12000000000006,305.86818181818177,309.983,299.1090909090909,245.9075,281.883
2024-05-03 22:07:13+00:00,304.7575,288.695,288.1308333333333,287.045,265.96999999999997,266.229,278.8088888888889,283.509,305.6683333333333,309.9472727272727,299.09,244.10923076923078,270.61727272727273
2024-05-10 22:13:24+00:00,304.7575,288.695,288.1308333333333,287.045,265.96999999999997,266.229,278.8088888888889,283.509,305.6683333333333,309.45,298.9392307692308,242.29857142857142,260.80916666666667
2024-05-11 22:06:51+00:00,304.7575,288.695,288.1308333333333,287.045,265.96999999999997,266.229,277.479,283.509,305.6683333333333,309.25615384615384,298.9607142857143,240.75733333333335,252.69
2024-05-26 22:13:12+00:00,304.7575,288.695,287.2645454545455,286.7754545454545,266.01363636363635,261.38,278.262,282.74100000000004,304.6045454545454,308.60083333333336,298.39384615384614,238.94733333333335,244.99307692307696
2024-06-03 22:12:53+00:00,304.7575,288.695,287.2645454545455,286.7754545454545,265.23833333333334,261.38,278.262,282.74100000000004,304.6045454545454,308.60083333333336,298.39384615384614,238.94733333333335,244.99307692307696
2024-07-06 22:06:56+00:00,304.7575,288.695,285.625,285.031,261.78363636363633,255.44666666666666,274.59666666666664,279.6977777777778,304.6045454545454,308.60083333333336,297.9564285714286,237.589375,238.27928571428575
2024-08-06 22:13:21+00:00,303.34999999999997,287.004,284.7471428571429,284.52428571428567,262.2525,240.56166666666664,270.515,276.4671428571429,301.9475,307.32444444444445,295.5425,233.1346153846154,216.4709090909091
2024-09-07 22:13:42+00:00,299.885,279.82666666666665,283.78000000000003,282.55,270.96799999999996,231.90599999999995,288.30999999999995,275.39500000000004,302.88749999999993,306.07,295.99,227.62999999999997,191.11499999999998
2024-09-23 22:13:42+00:00,299.22,282.42,286.985,284.2,272.26,240.11333333333332,291.5433333333333,284.41999999999996,306.6425,308.858,297.50375,230.295,192.9075
2024-09-24 22:07:25+00:00,298.81500000000005,282.9125,286.985,280.9142857142857,272.26,240.11333333333332,291.5433333333333,284.41999999999996,306.6425,308.858,297.50375,230.295,200.1211111111111
2024-10-10 22:07:34+00:00,300.7966666666667,285.44,287.58000000000004,281.96999999999997,270.7185714285714,244.65714285714284,291.7257142857143,285.36199999999997,307.544,309.14166666666665,297.7377777777778,232.40545454545455,208.711
2024-10-18 22:07:42+00:00,304.19,286.93833333333333,287.20599999999996,281.75124999999997,268.31142857142856,244.78428571428572,283.78714285714284,280.582,307.352,308.9414285714286,296.46333333333337,234.00727272727272,215.27181818181816
2024-10-26 22:07:48+00:00,304.19,286.93833333333333,289.10249999999996,285.0225,268.0316666666667,247.49666666666667,281.9983333333333,284.8866666666667,308.3,308.87166666666667,295.815,234.429,208.04899999999998
2024-11-03 22:07:36+00:00,304.19,291.09999999999997,286.825,284.5928571428571,258.934,251.57000000000002,274.60999999999996,284.87166666666667,309.2625,308.6766666666667,295.24,235.59444444444443,220.37599999999998
2024-12-04 22:14:00+00:00,304.19,291.09999999999997,286.846,284.51124999999996,259.912,254.16750000000002,266.604,283.67833333333334,309.2625,310.2875,294.75999999999993,244.11142857142855,249.08
2024-12-20 22:13:58+00:00,304.19,291.09999999999997,288.05333333333334,285.57,266.27833333333336,254.16750000000002,266.604,286.84857142857146,309.546,310.2875,296.075,249.45125,253.8122222222222
2024-12-21 22:07:40+00:00,302.61800000000005,290.2314285714286,282.0028571428571,284.149,266.27833333333336,254.16750000000002,266.604,281.15625,307.265,307.42600000000004,296.075,249.45125,253.8122222222222
2025-02-23 22:07:31+00:00,302.61800000000005,290.2314285714286,282.0028571428571,284.149,270.6985714285714,254.16750000000002,266.604,281.15625,307.265,307.42600000000004,299.11833333333334,259.90500000000003,282.3585714285714
2025-04-03 22:13:28+00:00,301.46,290.154,279.76142857142855,286.45375,264.35714285714283,241.6125,256.3275,273.90250000000003,303.96999999999997,303.79800000000006,295.055,254.10666666666665,265.3883333333334
2025-04-11 22:13:41+00:00,291.9975,285.914,272.5,286.0385714285714,264.8383333333333,231.51,244.16333333333333,271.7271428571429,302.534,302.1075000000001,294.14399999999995,254.22600000000003,261.26200000000006
2025-04-12 22:07:12+00:00,286.346,285.914,268.19375,286.0385714285714,264.8383333333333,231.51,244.16333333333333,271.7271428571429,302.534,302.1075000000001,294.14399999999995,254.22600000000003,261.26200000000006
2025-05-06 22:07:18+00:00,279.34000000000003,276.995,262.92,280.352,272.54,225.175,247.57,264.70250000000004,299.51666666666665,298.90333333333336,294.5225,246.9175,225.82999999999998
