dates,satname,nzd0358-0000,nzd0358-0001,nzd0358-0002,nzd0358-0003,nzd0358-0004,nzd0358-0005,nzd0358-0006,nzd0358-0007,nzd0358-0008,nzd0358-0009,nzd0358-0010,nzd0358-0011,nzd0358-0012,nzd0358-0013,nzd0358-0014,nzd0358-0015,nzd0358-0016,nzd0358-0017,nzd0358-0018,nzd0358-0019,nzd0358-0020,nzd0358-0021,nzd0358-0022,nzd0358-0023,nzd0358-0024,nzd0358-0025,nzd0358-0026,nzd0358-0027,nzd0358-0028,nzd0358-0029,nzd0358-0030,nzd0358-0031,nzd0358-0033,nzd0358-0034,nzd0358-0035,nzd0358-0036,nzd0358-0037,nzd0358-0038,nzd0358-0039,nzd0358-0040,nzd0358-0041,nzd0358-0042,nzd0358-0043,nzd0358-0044,nzd0358-0045,nzd0358-0046,nzd0358-0047,nzd0358-0048,nzd0358-0049,nzd0358-0050,nzd0358-0051,nzd0358-0052,nzd0358-0053,nzd0358-0054,nzd0358-0055,nzd0358-0056,nzd0358-0057,nzd0358-0058,nzd0358-0059,nzd0358-0060,nzd0358-0061,nzd0358-0062,nzd0358-0063,nzd0358-0064,nzd0358-0065,nzd0358-0066,nzd0358-0067,nzd0358-0068,nzd0358-0069,nzd0358-0070,nzd0358-0071,nzd0358-0072,nzd0358-0032
2004-10-04 21:45:19.602000,L5,,,,,,,,,,,,,203.21,210.46,249.55,193.60,206.28,,,,,,,,,,,245.66,273.34,295.30,313.74,368.07,391.75,383.07,363.81,336.87,323.64,323.42,319.15,315.61,296.63,305.48,324.33,317.73,290.59,312.83,326.73,331.68,328.88,333.33,326.34,331.48,321.82,345.97,356.01,360.96,363.18,367.38,316.34,378.10,373.61,364.46,329.17,333.71,351.75,354.06,376.78,379.45,390.84,387.06,374.29,370.29,404.13
2004-10-20 21:45:40.625000,L5,,201.90,271.24,315.18,325.34,306.94,315.09,338.55,346.53,344.87,336.75,339.67,341.94,345.76,352.47,348.79,348.18,343.29,355.61,337.40,316.89,297.24,292.32,291.98,227.37,151.95,257.14,289.06,306.33,315.12,333.33,386.28,430.66,405.74,387.03,355.16,345.90,346.98,353.40,335.35,320.04,329.53,345.25,341.63,317.22,338.56,354.08,354.94,353.99,362.57,375.00,369.49,370.28,380.55,372.95,367.50,388.88,391.64,374.35,395.20,379.65,376.20,367.23,356.01,369.93,374.33,391.72,402.33,405.78,396.64,389.65,394.54,437.64
2005-02-09 21:47:31.401000,L5,,173.72,257.46,311.43,327.58,306.44,312.49,336.12,349.10,345.54,333.43,334.53,345.21,345.43,352.58,341.96,346.81,342.30,357.39,343.16,313.64,302.70,303.39,294.14,224.56,,268.17,309.06,321.28,324.88,347.99,398.86,445.65,417.48,387.62,356.89,341.25,351.93,354.19,332.61,327.81,329.48,339.99,344.03,320.45,334.08,351.49,349.73,351.99,358.47,375.94,383.02,378.98,386.50,379.92,373.64,402.40,406.25,396.57,402.05,388.94,379.44,367.85,358.90,377.77,376.43,395.35,396.14,389.49,385.32,370.54,382.78,446.76
2005-03-13 21:47:59.531000,L5,,158.78,256.47,299.44,315.81,298.75,300.69,326.41,338.33,337.62,324.52,330.90,333.49,336.56,344.79,338.66,340.87,336.60,352.74,331.74,304.14,297.26,290.06,288.06,187.55,,206.47,281.74,303.63,308.63,324.72,380.86,283.29,254.76,379.11,334.92,327.74,,,,,323.61,332.67,325.41,310.35,328.86,340.28,342.74,341.02,361.13,,,379.12,437.45,405.79,378.09,332.44,293.13,241.29,228.92,212.19,226.75,281.68,358.58,369.34,303.92,442.19,378.50,375.92,379.78,374.71,414.52,303.08
2005-04-30 21:48:14.979000,L5,,196.88,276.33,326.54,326.56,313.52,327.57,347.08,362.08,356.94,347.81,347.18,354.69,357.22,358.69,357.64,355.60,351.86,360.98,340.68,315.89,305.79,307.15,301.33,211.10,,264.76,299.85,307.42,314.27,333.30,372.01,435.57,419.26,394.78,365.03,332.93,324.22,317.05,314.46,292.94,295.90,325.87,318.46,320.87,352.35,356.74,360.58,359.96,375.41,387.76,395.13,388.43,412.17,376.64,382.54,404.11,407.65,386.03,400.91,384.32,380.13,370.75,358.50,414.30,357.58,362.99,363.92,374.19,369.38,377.55,371.09,435.21
2005-06-01 21:48:30.637000,L5,,200.58,267.24,314.69,318.36,306.95,316.35,336.59,351.87,345.77,338.91,335.50,348.37,347.25,357.36,353.50,348.53,349.69,354.52,341.15,306.53,302.16,301.96,293.23,205.46,,259.69,301.25,308.87,316.83,337.07,384.57,427.65,419.57,391.14,353.03,340.85,338.82,354.32,335.39,325.62,333.47,335.52,326.73,323.27,355.33,361.86,357.92,356.84,367.85,384.54,389.20,390.88,388.20,381.78,381.39,402.00,399.94,378.34,397.33,391.80,384.19,362.78,367.41,379.65,366.86,393.03,402.93,398.55,398.67,383.42,387.61,445.99
2005-08-20 21:49:06.970000,L5,,,256.36,318.02,321.36,307.74,317.13,335.68,349.13,343.35,343.95,340.73,342.26,350.00,352.18,352.16,349.97,346.26,359.23,337.53,313.12,305.83,297.22,290.05,215.84,,263.83,304.76,311.37,318.93,335.01,383.08,428.88,416.87,392.80,362.86,345.39,341.61,352.37,340.27,321.97,331.86,344.56,337.78,325.81,347.17,352.44,357.25,354.17,359.45,372.18,380.08,376.19,389.06,382.42,379.64,391.98,396.54,383.84,396.74,391.48,382.68,367.24,366.02,369.75,367.44,384.65,389.41,394.69,394.67,383.86,382.98,436.74
2005-10-07 21:49:06.876000,L5,,202.82,269.75,312.32,324.70,305.39,311.21,330.63,344.46,344.63,338.20,337.44,341.99,346.72,348.31,352.66,350.46,342.44,356.79,341.55,320.36,296.75,295.55,292.14,216.96,,252.75,294.24,307.40,320.11,343.49,387.51,432.00,413.69,399.69,358.69,346.65,346.02,353.18,336.21,320.70,333.74,348.82,332.95,321.88,347.76,359.97,360.03,358.37,358.48,368.71,374.51,372.63,386.78,378.52,367.66,390.94,395.43,382.40,394.42,380.93,379.45,367.90,367.21,378.64,364.81,391.59,401.15,402.93,399.21,390.10,383.22,440.56
2005-11-08 21:49:16.532000,L5,,207.23,254.86,310.97,323.65,302.25,308.36,330.45,342.28,342.90,331.39,332.73,335.33,340.24,347.05,343.40,347.37,339.53,352.68,336.63,308.18,297.32,289.51,288.23,213.91,,226.73,296.50,312.87,318.73,342.76,387.89,432.35,412.16,390.06,354.58,341.90,343.82,352.34,331.57,318.37,325.27,345.56,333.68,323.60,345.76,350.34,349.29,348.96,355.10,368.59,370.50,370.78,383.05,376.68,372.09,384.03,391.80,374.33,393.60,387.05,378.58,355.03,358.34,379.58,371.55,391.64,396.29,404.57,394.55,377.18,381.55,435.25
2006-01-27 21:51:10.462000,L5,,,,,,,,,,,,,,,217.26,257.52,286.47,280.59,284.96,278.30,277.90,271.55,270.60,261.68,161.17,,189.70,266.47,289.07,301.60,318.86,357.15,407.44,390.25,366.50,324.86,325.20,326.44,329.97,308.74,295.55,302.06,324.98,298.63,297.53,321.50,328.81,333.47,338.30,343.90,344.64,345.39,352.53,371.18,358.87,351.29,368.28,367.92,349.15,381.65,369.55,362.70,193.78,318.54,351.33,357.11,372.29,380.31,383.59,374.23,362.69,373.00,415.01
2006-02-28 21:51:52.186000,L5,,197.92,269.97,329.45,327.53,311.18,318.66,337.60,349.07,353.20,343.89,343.21,348.25,352.64,355.34,359.82,356.68,346.87,365.33,351.59,330.74,330.46,307.11,302.73,236.84,166.36,264.90,302.67,310.50,318.84,337.89,381.64,450.42,419.47,385.04,353.45,340.22,351.83,360.73,342.76,323.46,332.70,349.18,338.59,325.18,345.06,359.83,361.40,360.26,368.07,384.77,390.55,392.51,398.71,388.04,384.27,398.67,405.93,389.44,401.31,386.39,384.23,360.42,361.72,377.50,376.22,391.96,405.03,401.64,395.20,385.41,391.61,445.20
2006-07-22 21:54:10.491000,L5,,209.95,268.22,317.60,329.05,306.61,317.78,329.11,341.16,335.49,323.82,329.89,327.31,338.13,335.93,340.08,347.47,345.41,358.11,344.30,327.24,304.92,305.48,297.73,218.50,,216.95,289.57,313.21,317.32,343.09,389.18,412.78,410.94,399.16,349.29,338.56,345.86,353.61,334.25,328.58,319.86,338.07,319.24,313.66,363.75,358.78,359.08,350.20,356.44,375.72,384.36,370.37,384.09,351.95,360.52,386.51,380.72,322.19,385.06,376.56,381.78,268.64,311.28,369.30,352.02,389.70,405.35,404.01,397.09,385.18,384.55,429.97
2006-10-10 21:55:08.811000,L5,,207.41,272.05,315.22,329.30,309.85,318.46,338.03,349.82,353.77,344.71,343.32,343.10,349.80,354.55,357.13,350.99,342.99,357.02,341.90,325.44,299.85,300.83,297.78,206.60,,236.55,293.28,310.60,321.52,345.34,387.31,426.34,408.99,402.21,360.96,346.33,347.75,356.17,335.64,319.49,325.06,340.57,321.35,324.52,344.86,355.83,356.84,356.28,362.52,369.13,371.29,372.64,381.49,377.17,372.55,390.13,381.70,363.08,392.95,378.55,380.87,337.66,326.74,376.76,362.68,396.23,398.38,402.58,402.84,385.36,383.79,437.29
2006-11-27 21:55:35.233000,L5,,209.57,272.83,327.32,323.82,309.84,316.93,338.46,349.87,346.68,344.10,339.66,349.59,354.04,361.18,364.34,349.59,338.96,356.06,345.89,320.95,302.62,292.79,294.76,235.16,,220.09,295.42,312.77,315.39,334.45,376.19,435.41,421.30,410.07,371.81,352.91,347.25,350.50,333.76,319.74,332.68,350.99,327.55,324.81,350.36,362.09,364.36,362.65,368.54,384.69,387.90,386.35,392.61,386.30,377.07,387.89,390.71,376.44,393.90,382.32,380.51,335.22,310.02,373.04,365.12,388.61,398.56,404.25,396.45,386.31,390.22,438.37
2007-01-30 21:56:00.553000,L5,,203.68,262.92,321.80,329.92,314.75,315.69,341.88,348.31,352.52,342.70,344.42,351.70,354.70,358.57,365.35,355.03,344.97,367.70,351.37,331.23,310.26,303.61,300.78,284.58,224.08,270.01,311.24,322.63,323.92,341.80,378.94,439.19,411.60,396.20,352.40,347.12,353.62,358.17,338.95,327.94,339.46,344.67,325.01,327.23,346.86,356.84,357.06,353.41,360.02,381.26,391.90,390.79,395.32,389.37,387.24,401.21,413.24,388.97,399.02,389.10,384.14,268.87,326.42,379.44,374.31,387.86,394.05,390.83,392.40,375.60,383.20,446.24
2011-01-09 21:50:58.806000,L5,,,232.35,295.21,302.45,276.08,285.82,304.96,311.97,314.41,308.37,311.31,314.11,320.45,323.75,321.26,324.35,318.29,331.80,270.86,247.12,274.22,281.36,271.60,,,160.57,252.82,288.08,293.05,303.09,337.21,396.91,378.67,302.36,243.39,318.59,317.14,306.04,294.35,276.99,274.14,304.32,284.06,244.07,288.60,332.20,325.09,332.20,342.75,344.53,335.42,347.80,353.43,336.23,339.95,365.16,355.14,188.66,362.32,353.67,333.90,,253.51,320.79,319.57,225.83,216.62,360.17,364.31,351.48,367.69,398.18
2011-01-25 21:50:59.151000,L5,424.72,412.98,366.06,341.26,338.98,331.43,342.38,351.52,341.98,349.26,343.73,351.71,351.58,354.39,356.15,350.44,349.16,343.08,364.89,341.90,327.89,312.65,306.11,308.78,285.65,255.30,258.24,312.33,322.83,323.17,343.17,391.42,445.81,427.33,394.90,356.19,341.87,355.04,357.91,347.96,331.27,339.05,333.58,315.08,324.03,346.00,369.72,361.38,357.59,368.12,391.02,399.00,397.98,398.77,389.32,392.78,397.20,412.51,395.67,397.68,382.41,382.92,260.53,336.51,387.24,353.27,386.98,393.45,395.57,385.38,379.70,415.77,451.69
2013-07-25 22:03:01.828000,L8,,,320.68,348.15,519.13,497.39,505.67,509.45,514.62,519.10,502.68,520.70,492.69,494.64,498.38,526.98,520.25,492.44,493.29,487.05,490.27,489.40,475.93,467.51,475.28,453.09,456.97,299.30,312.84,312.02,321.37,363.78,444.64,413.13,367.35,344.22,331.47,518.87,490.86,472.48,452.32,333.39,330.35,447.53,473.75,486.00,364.52,358.02,349.21,355.26,377.77,349.96,387.78,407.99,328.64,346.49,393.10,391.00,381.94,395.97,373.50,325.01,264.40,318.18,378.39,339.82,377.66,379.77,382.49,373.49,377.94,367.72,459.15
2013-10-29 22:02:46.185000,L8,,,243.15,328.16,329.32,305.89,304.20,322.57,333.86,341.87,341.89,352.84,355.93,359.50,360.30,347.30,337.74,330.61,345.01,291.96,312.38,300.49,212.62,294.05,278.35,181.52,160.40,290.01,308.19,308.66,322.72,353.40,437.30,405.26,384.54,357.22,332.21,346.20,354.69,339.96,321.11,325.01,333.83,316.15,287.67,307.93,353.69,351.37,344.45,357.98,369.21,379.34,369.54,374.71,361.29,363.86,376.60,386.88,368.32,381.52,368.23,353.39,303.41,325.24,361.52,356.74,369.19,371.42,375.21,371.49,369.78,386.33,424.99
2013-11-14 22:02:45.355000,L8,,,243.16,330.93,329.93,309.50,304.98,325.33,334.92,342.39,342.96,352.16,363.82,359.55,358.85,348.27,337.07,329.84,346.64,293.63,317.39,312.31,215.11,293.20,279.65,170.36,160.16,281.54,308.71,307.75,323.14,353.56,434.50,407.32,384.34,357.48,332.46,349.33,354.51,337.81,318.84,323.64,333.21,317.06,286.26,307.24,352.20,349.05,344.15,357.35,371.32,378.13,372.41,377.87,366.78,366.24,377.37,391.22,409.66,383.73,367.83,357.43,309.52,329.35,362.76,347.25,371.22,377.37,380.72,400.68,395.12,380.13,426.61
2013-11-30 22:02:40.518000,L8,528.38,518.65,502.71,493.54,326.93,305.91,302.66,323.92,496.72,491.09,508.58,504.64,491.60,523.92,481.38,510.90,502.04,328.15,343.12,349.09,354.56,338.20,280.64,301.97,312.09,,161.96,327.75,311.42,304.74,322.59,355.95,446.91,406.74,384.97,355.76,333.19,496.41,481.29,453.89,476.39,477.36,474.67,462.46,466.60,470.03,458.99,351.02,347.80,358.42,369.03,381.98,377.81,380.51,369.39,366.63,376.84,393.85,375.08,384.86,367.13,360.56,310.35,325.64,357.74,338.45,373.61,378.31,378.29,374.47,402.29,396.26,501.43
2014-02-02 22:02:05.518000,L8,,385.04,345.64,341.34,331.74,316.78,308.01,326.37,338.01,343.22,344.65,346.57,357.77,360.95,360.01,354.59,343.20,336.66,349.39,341.00,324.54,301.84,299.95,298.23,295.38,223.21,276.76,286.79,309.32,309.92,321.84,361.55,448.15,435.12,375.53,360.17,334.09,357.46,363.14,347.82,334.33,331.30,340.58,329.29,287.80,342.15,356.46,355.98,352.22,363.55,388.09,398.50,411.61,420.26,378.17,372.94,429.42,406.58,407.54,397.86,367.34,363.69,318.04,334.20,373.87,379.07,379.08,404.96,396.37,385.47,376.07,384.69,454.42
2014-02-18 22:01:51.922000,L8,216.17,382.20,336.92,336.93,330.58,310.22,307.19,324.30,335.69,342.63,343.17,348.87,357.89,355.23,362.66,348.73,341.26,488.80,487.71,484.10,477.60,307.93,297.84,298.69,287.54,231.02,276.41,280.34,308.42,306.48,318.94,358.02,451.76,411.98,378.49,348.04,333.50,353.40,360.76,342.71,330.26,328.83,333.56,321.86,314.21,336.82,353.84,352.67,350.92,363.47,381.74,386.06,382.44,383.03,375.44,372.61,382.50,399.94,370.85,392.28,366.59,364.96,309.94,337.89,367.51,372.56,377.49,382.68,382.80,379.95,377.18,388.88,434.12
2014-03-06 22:01:37.193000,L8,,204.41,495.20,486.98,480.57,478.59,307.21,331.04,337.40,515.16,491.65,495.76,499.26,504.85,509.45,508.39,341.72,330.08,347.82,335.22,527.87,499.70,480.79,294.43,300.59,233.70,248.26,270.99,307.33,308.60,317.71,357.05,432.20,424.32,380.82,364.06,341.55,348.40,356.10,341.79,422.29,461.82,461.83,317.47,284.62,353.02,369.43,358.51,358.99,378.31,371.18,392.96,398.57,378.05,351.84,364.31,413.24,403.87,391.00,379.04,395.23,370.08,331.22,333.10,359.74,380.54,391.50,381.07,381.71,367.61,362.69,355.28,435.46
2014-04-23 22:00:54.879000,L8,,,235.03,319.22,283.25,274.99,283.24,297.52,312.58,327.08,315.99,314.86,320.57,314.03,299.67,300.75,295.33,311.61,310.89,271.31,254.24,210.56,185.96,266.61,,,,232.59,270.70,279.40,295.90,338.04,391.35,372.08,353.55,230.65,286.55,319.24,329.83,297.65,286.48,272.50,275.35,270.10,226.92,283.29,304.56,325.92,314.73,338.03,305.35,314.89,314.80,402.56,326.50,343.40,369.18,380.16,413.28,352.37,319.82,290.92,279.88,251.46,342.20,421.27,330.56,358.19,412.30,389.64,360.91,390.77,390.48
2014-05-25 22:00:34.672000,L8,,,232.71,316.69,313.02,294.34,296.63,309.20,320.42,328.55,316.64,315.42,320.77,322.61,331.00,329.15,323.27,317.00,334.08,313.19,222.60,255.50,285.24,285.44,213.43,,173.87,257.87,293.05,292.62,310.57,344.89,412.35,386.40,356.62,338.02,324.84,337.36,345.72,329.78,318.93,319.69,324.67,308.65,251.62,290.13,343.00,342.23,338.95,346.55,365.48,378.64,362.29,374.52,349.11,351.88,372.97,383.53,357.48,373.64,355.40,346.11,375.76,417.43,426.75,441.78,412.90,,,,,,419.58
2014-08-13 22:01:06.684000,L8,,516.64,501.49,503.51,490.73,306.63,307.80,328.71,336.69,343.14,333.74,330.59,337.33,341.86,350.11,340.94,340.35,329.85,342.48,337.28,306.76,255.53,300.05,311.40,274.68,,226.88,265.84,307.63,304.91,319.41,353.38,434.83,410.19,371.04,348.56,335.65,343.18,353.86,336.85,330.89,328.35,330.88,316.84,260.33,304.01,353.13,350.74,345.14,354.06,369.31,390.06,397.67,383.24,369.17,363.89,380.48,424.97,389.59,415.45,370.10,363.23,240.26,276.82,366.40,322.44,374.06,397.92,394.18,392.69,380.49,379.13,465.21
2014-09-30 22:01:12.529000,L8,,,239.16,306.94,325.79,331.51,384.33,417.62,424.83,427.20,486.47,429.56,440.12,421.50,450.07,370.05,332.80,322.72,339.67,320.34,324.43,284.75,295.46,292.57,226.21,,172.83,255.18,295.57,300.39,319.25,352.37,398.23,385.57,373.56,345.91,330.73,328.14,353.26,346.61,332.03,335.50,329.00,314.28,271.80,304.11,348.77,351.12,344.77,349.06,326.09,328.35,317.17,357.01,350.43,341.06,367.69,404.31,361.98,394.40,347.88,321.19,219.64,257.33,331.95,325.17,352.25,360.73,389.35,366.70,364.70,364.31,422.12
2014-11-01 22:01:14.483000,L8,,,245.73,322.23,330.85,306.29,303.60,319.44,332.95,341.75,329.46,330.44,333.49,341.74,345.13,343.77,339.44,330.71,339.90,330.85,316.95,288.36,301.18,299.35,273.40,,199.13,263.02,297.82,304.20,320.22,358.91,434.35,392.79,376.90,351.20,330.15,336.15,352.01,338.80,328.82,329.65,329.55,317.07,297.50,338.53,353.51,353.03,351.81,356.69,370.16,377.22,369.11,374.42,352.99,359.01,373.46,378.68,358.32,373.57,360.09,349.44,237.93,277.03,350.65,319.82,362.18,372.18,377.28,367.83,378.58,379.96,458.45
2014-11-17 22:01:14.600000,L8,,,235.73,311.70,327.23,301.57,301.23,314.08,331.86,338.47,326.68,494.32,509.18,524.01,525.65,530.48,509.47,327.15,334.74,323.91,298.18,283.29,296.86,295.69,270.18,,196.81,255.20,295.55,303.56,317.16,363.47,447.34,390.92,373.14,346.71,329.34,334.90,350.91,336.09,323.43,326.38,329.09,315.94,293.71,323.65,351.35,349.97,344.76,352.78,370.13,374.23,364.69,372.84,351.68,353.20,372.13,380.57,356.48,388.63,358.02,348.02,233.99,267.39,346.34,325.80,360.98,369.99,374.11,364.25,374.88,375.37,428.02
2015-01-04 22:01:05.828000,L8,362.17,148.56,247.95,324.61,330.06,304.78,305.20,323.28,331.61,342.65,330.56,332.50,338.33,342.38,349.95,342.94,342.34,331.40,342.68,334.05,313.20,294.59,297.11,293.64,307.17,222.73,237.31,265.68,303.12,305.06,320.95,352.49,457.65,395.02,383.38,353.25,334.11,350.56,354.43,341.86,331.91,330.88,334.41,331.72,324.45,338.97,355.18,352.98,350.11,361.69,375.43,380.20,374.17,378.69,363.33,364.95,375.70,427.45,411.56,401.59,401.77,382.77,232.64,297.95,357.87,398.84,370.65,402.89,397.88,370.83,386.05,385.83,492.12
2015-03-09 22:00:42.428000,L8,,,246.70,331.01,333.30,309.87,307.46,327.81,334.95,345.14,335.19,332.87,342.73,343.35,353.37,346.71,344.78,333.56,347.66,336.67,318.64,297.34,302.51,311.36,304.39,233.86,242.55,262.15,309.46,309.84,328.32,383.03,449.43,418.89,383.13,503.53,497.95,489.49,475.55,461.37,454.29,473.28,471.61,466.94,483.17,481.24,470.57,476.54,358.69,365.41,413.58,407.35,414.81,417.86,376.27,371.61,382.77,408.83,399.24,398.57,400.83,397.03,235.05,286.22,366.20,395.73,386.84,385.71,393.63,379.03,385.93,377.40,488.48
2015-05-12 22:00:04.946000,L8,,,243.48,324.34,327.54,303.65,304.18,320.65,325.38,339.49,324.85,326.33,333.53,334.74,345.68,333.87,339.04,329.72,337.69,328.56,302.04,287.69,301.86,296.18,227.92,216.36,194.47,248.02,296.81,299.85,313.85,351.20,436.50,401.83,374.96,341.51,326.40,340.40,352.03,341.27,332.64,332.35,326.73,305.89,292.99,336.17,356.20,353.59,353.93,354.14,378.83,386.04,376.27,381.02,361.31,348.13,376.05,380.46,364.84,387.22,359.65,348.72,235.15,280.16,352.58,339.27,359.88,370.22,370.17,365.01,374.49,375.13,469.28
2015-05-28 22:00:07.580000,L8,,,246.97,322.08,325.43,309.27,227.02,230.14,237.64,243.52,328.55,322.76,337.71,337.01,342.16,339.16,336.96,326.66,340.82,266.84,229.77,193.25,508.80,501.10,487.93,441.35,189.77,243.67,288.39,300.32,305.97,348.34,422.98,402.44,371.84,340.65,320.85,325.40,349.97,337.14,331.42,329.46,324.80,296.24,272.58,346.64,357.40,355.39,347.20,344.55,368.10,384.90,292.79,379.01,314.03,334.43,409.56,412.59,405.93,401.63,401.06,341.94,222.18,259.78,347.40,319.16,366.30,369.23,361.98,362.16,361.79,367.12,467.75
2015-06-13 22:00:19.815000,L8,,,236.92,318.07,313.26,293.33,288.71,307.11,310.37,336.49,317.54,315.24,321.22,326.77,330.25,327.43,325.06,321.40,322.10,259.90,229.71,271.20,289.72,293.90,220.97,,179.86,240.61,293.02,302.76,300.38,347.18,432.38,404.24,365.87,341.93,310.12,318.60,347.81,344.14,321.62,331.45,327.14,301.46,273.42,346.57,357.76,355.58,354.75,340.92,368.74,384.16,350.09,370.04,343.96,396.11,390.18,390.68,379.92,373.22,358.81,337.01,217.91,245.18,316.51,290.05,331.02,340.32,340.67,348.07,353.81,362.67,456.17
2015-06-29 22:00:26.396000,L8,,,243.65,520.27,505.62,494.19,494.52,509.39,491.29,493.80,499.19,499.85,499.58,328.52,337.14,328.01,332.02,325.59,329.89,524.47,518.71,494.11,484.19,442.91,479.07,,183.42,238.77,288.38,291.07,300.50,352.80,446.02,390.73,372.00,339.54,319.60,321.67,345.77,333.84,321.83,327.81,323.05,292.64,269.16,312.39,357.17,353.41,342.46,339.26,322.32,378.26,363.36,377.19,340.95,344.67,376.00,373.67,363.04,375.63,358.44,340.78,230.46,282.40,344.50,328.74,357.60,365.98,357.03,367.28,364.48,367.22,452.64
2015-07-15 22:00:36.323000,L8,,,243.66,317.72,321.77,299.76,295.91,311.39,314.22,330.06,324.09,319.41,333.10,334.16,338.73,334.84,333.05,326.48,333.59,266.45,234.93,245.70,292.05,295.23,239.73,,187.57,259.95,291.62,301.35,302.86,352.31,425.81,392.47,369.11,342.31,321.63,325.56,348.83,339.46,324.71,328.07,324.60,299.31,274.10,333.00,354.98,352.96,342.76,343.26,367.64,383.03,364.66,380.98,344.14,345.43,375.04,379.71,363.51,369.67,358.28,341.86,229.38,277.54,347.91,327.91,356.84,369.25,357.69,355.40,370.44,368.46,448.82
2015-07-31 22:00:40.324000,L8,,,253.10,302.68,495.94,509.01,480.11,485.83,308.86,330.15,316.90,324.16,323.32,331.71,334.94,327.32,332.56,326.29,327.17,323.95,291.93,289.21,291.41,296.02,230.35,,171.13,288.51,292.02,301.61,310.52,362.26,445.81,390.18,374.66,342.13,323.66,323.47,350.41,336.20,389.77,331.56,318.57,306.37,277.62,296.07,355.77,349.80,346.58,342.80,329.52,372.99,369.11,374.93,339.70,343.18,378.06,377.57,394.46,382.88,391.40,342.62,276.69,316.02,353.26,342.96,358.63,371.39,388.48,374.61,373.50,377.75,446.41
2015-08-16 22:00:46.699000,L8,,,498.73,517.80,504.60,296.81,284.05,304.69,501.66,523.16,499.45,501.77,322.26,330.31,335.03,329.06,330.94,323.31,332.44,268.12,230.52,249.74,295.99,295.26,255.37,,179.63,241.11,288.76,298.22,303.70,348.39,413.85,394.28,377.88,343.75,324.02,324.07,346.69,334.91,323.56,325.28,317.87,310.15,277.76,469.83,473.28,473.39,518.24,336.47,326.02,376.00,361.23,371.07,330.01,341.02,373.06,364.84,360.63,378.98,353.22,331.37,232.56,272.28,345.18,336.75,358.32,373.97,362.75,365.90,357.75,363.03,440.47
2015-09-17 22:01:00.336000,L8,,,239.42,297.47,323.80,298.87,287.50,303.68,311.01,326.73,321.87,317.98,324.22,335.06,336.97,335.39,331.75,324.16,330.51,274.67,238.65,263.71,291.99,297.52,253.59,,173.74,231.38,283.71,299.69,302.24,346.77,405.25,391.79,375.10,347.39,329.20,324.86,348.05,329.83,305.93,322.79,313.93,289.12,276.55,299.40,348.30,343.43,334.18,334.00,326.17,330.79,325.96,370.34,343.35,344.09,369.15,364.90,350.30,371.07,357.35,337.34,235.71,259.86,340.35,335.93,380.47,374.17,357.60,366.30,365.45,365.46,424.09
2015-10-19 22:01:05.887000,L8,,,239.69,508.27,517.33,528.93,504.82,514.63,513.44,502.96,319.48,318.07,325.69,331.51,340.60,333.37,333.94,325.22,325.36,277.91,239.41,212.39,197.02,292.72,237.49,,182.53,245.50,289.02,302.31,306.05,351.75,430.90,394.33,381.10,345.39,330.31,326.57,350.31,338.86,320.13,324.47,325.75,315.63,280.71,298.96,358.03,350.30,340.82,344.71,362.40,380.89,361.05,374.80,352.59,348.47,372.05,373.42,393.86,384.80,361.38,345.42,244.18,265.00,345.30,338.60,382.82,380.31,372.51,371.91,357.19,352.23,426.47
2015-12-06 22:01:10.909000,L8,,,237.71,312.94,324.55,300.35,291.55,308.52,315.74,332.73,321.37,319.17,328.56,331.92,339.60,333.19,333.62,329.25,332.92,321.58,317.58,347.46,333.24,301.85,233.93,,187.90,260.11,293.60,305.17,310.67,352.98,439.17,403.65,375.59,348.36,328.83,331.95,353.16,342.50,327.86,330.68,462.93,469.04,484.05,493.48,361.90,355.11,355.54,352.53,368.70,382.43,374.96,378.71,358.41,357.73,377.88,388.56,364.73,396.83,364.38,352.97,245.95,278.89,354.41,343.27,361.82,375.83,388.77,370.76,366.72,365.64,430.96
2016-02-08 22:01:03.169000,L8,,154.06,244.13,324.05,332.59,305.00,303.02,319.84,328.08,341.62,327.78,329.40,334.99,338.93,347.04,337.25,340.32,331.34,339.41,333.09,339.04,357.34,336.70,312.45,250.07,157.64,198.96,264.15,296.26,300.93,309.77,352.09,450.32,403.82,378.61,343.78,328.41,333.44,354.63,342.28,332.13,330.32,327.70,321.19,312.38,337.16,355.60,351.97,351.15,356.18,376.65,382.81,379.03,379.06,363.77,365.71,379.43,406.65,412.14,396.55,382.97,364.03,237.03,277.51,360.28,363.52,383.98,374.04,372.05,376.23,373.77,373.58,438.91
2016-02-24 22:00:56.902000,L8,219.56,301.18,498.69,497.96,500.34,432.71,432.95,435.88,437.97,447.34,439.59,329.13,333.61,446.15,457.75,455.04,446.15,431.52,341.91,333.58,341.73,346.84,331.76,297.39,263.03,,198.09,262.27,296.60,305.04,312.04,352.73,447.71,405.67,378.21,346.29,330.20,335.42,354.88,344.11,331.29,331.14,331.34,319.23,315.70,340.23,355.47,478.86,480.37,463.96,499.52,473.38,376.58,381.90,367.25,367.78,382.63,420.88,413.07,404.47,385.02,359.44,238.57,287.60,364.47,385.80,376.16,377.35,379.41,381.51,377.86,379.63,488.16
