dates,nzd0358-0000,nzd0358-0001,nzd0358-0002,nzd0358-0003,nzd0358-0004,nzd0358-0005,nzd0358-0006,nzd0358-0007,nzd0358-0008,nzd0358-0009,nzd0358-0010,nzd0358-0011,nzd0358-0012,nzd0358-0013,nzd0358-0014,nzd0358-0015,nzd0358-0016,nzd0358-0017,nzd0358-0018,nzd0358-0019,nzd0358-0020,nzd0358-0021,nzd0358-0022,nzd0358-0023,nzd0358-0024,nzd0358-0025,nzd0358-0026,nzd0358-0027,nzd0358-0028,nzd0358-0029,nzd0358-0030,nzd0358-0031,nzd0358-0032,nzd0358-0033,nzd0358-0034,nzd0358-0035,nzd0358-0036,nzd0358-0037,nzd0358-0038,nzd0358-0039,nzd0358-0040,nzd0358-0041,nzd0358-0042,nzd0358-0043,nzd0358-0044,nzd0358-0045,nzd0358-0046,nzd0358-0047,nzd0358-0048,nzd0358-0049,nzd0358-0050,nzd0358-0051,nzd0358-0052,nzd0358-0053,nzd0358-0054,nzd0358-0055,nzd0358-0056,nzd0358-0057,nzd0358-0058,nzd0358-0059,nzd0358-0060,nzd0358-0061,nzd0358-0062,nzd0358-0063,nzd0358-0064,nzd0358-0065,nzd0358-0066,nzd0358-0067,nzd0358-0068,nzd0358-0069,nzd0358-0070,nzd0358-0071,nzd0358-0072
2018-06-21 22:00:01+00:00,,,,,,,,,,,293.74,292.84,,295.83,312.88,308.01,,,,240.53,,,,,,,,,,,,317.85,353.88,,335.0,252.18,,,,295.28,273.6,259.85,231.21,225.9,,,257.17,292.51,266.91,284.39,289.18,285.79,249.06,239.5,250.15,307.4,307.53,,251.84,,,,247.68,,,,,,,,,,
2018-08-24 22:00:33+00:00,,,245.49,,,305.37,304.67,,,,293.74,292.84,,295.83,312.88,324.555,,,,240.53,254.71,239.86,285.08,,216.57,,206.59,264.45,,293.81,304.44,332.495,353.88,,335.0,252.18,341.92,327.1,,295.28,273.6,259.85,231.21,225.9,,,257.17,292.51,266.91,284.39,289.18,285.79,249.06,239.5,250.15,307.4,307.53,,251.84,,,,247.68,245.51,281.63,,,,,,,,
2018-10-27 22:00:57+00:00,,,243.36,,,305.37,304.67,,,,293.74,292.84,340.95,295.83,312.88,324.555,,,,240.53,254.71,239.86,285.08,,224.45499999999998,,208.485,268.88,,293.81,304.44,339.31,353.88,,335.0,252.18,343.915,329.58000000000004,,295.28,273.6,259.85,231.21,225.9,,,257.17,292.51,266.91,284.39,289.18,285.79,249.06,239.5,250.15,307.4,307.53,,251.84,,,,247.68,243.26999999999998,289.74,,,,,,,,
2019-02-16 22:00:47+00:00,228.3,266.34,262.34999999999997,,,309.22,306.375,,,,,334.21,340.95,,,341.1,,,,,254.71,239.86,285.08,,224.45499999999998,268.68,207.72333333333333,273.90000000000003,,297.12,304.44,350.93,,,,,350.00333333333333,331.91,,,,,,,,,,,,,,,,,,,,,,,,,,252.32666666666668,283.45,,,,,,,,
2019-03-04 22:00:42+00:00,228.3,266.34,270.78,,,314.04499999999996,309.195,,,,,334.21,341.155,,,349.49,342.77,338.69,,,260.31,244.74,283.61,261.32,216.54500000000002,248.985,213.68666666666664,279.4866666666666,,300.43,,352.825,,,,,353.7,334.38666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,260.3,281.28000000000003,,,,,,,,
2019-05-07 22:00:32+00:00,228.3,266.34,300.33,,,314.04499999999996,309.195,,,,,334.21,341.36,,,349.49,342.77,338.69,,,246.76,233.93,274.775,248.31,195.60500000000002,248.985,231.17666666666665,279.63,,300.43,,355.14,,,,,357.59499999999997,335.54999999999995,,,,,,,,,,,,,,,,,,,,,,,,,,272.90000000000003,272.995,,,,,,,,
2019-05-23 22:00:42+00:00,228.3,266.34,285.7049999999999,,,314.04499999999996,309.195,,,,,334.21,341.36,,,349.49,342.77,338.69,,,246.60333333333332,236.11333333333334,279.5833333333333,253.02666666666664,195.3166666666667,232.54999999999998,225.4725,277.775,,300.43,,354.56666666666666,,,,,350.9433333333333,332.59666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,271.1575,283.5733333333333,,,,,,,,
2019-06-08 22:00:50+00:00,228.3,266.34,274.4733333333333,,,314.04499999999996,309.195,,,,,334.21,341.36,,,349.49,342.77,338.69,,,246.60333333333332,236.11333333333334,274.7025,248.5975,193.1825,232.54999999999998,219.72600000000003,277.775,,300.43,,353.6825,,,,,350.9433333333333,332.59666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,263.87800000000004,280.105,,,,,,,,
2019-07-10 22:00:59+00:00,228.3,266.34,268.29499999999996,,,314.04499999999996,309.195,,,,,334.21,341.36,,,349.49,342.77,338.69,,,246.73250000000002,235.69,275.122,249.452,192.352,232.54999999999998,217.66166666666666,277.775,,300.43,,353.022,,,,,350.9433333333333,331.655,,,,,,,,279.59,,,,,,,,,,319.31,,,,,,,,259.39000000000004,276.622,,,,,,,,
2019-07-26 22:01:04+00:00,228.3,266.34,264.32599999999996,,,314.04499999999996,308.3233333333333,,,,,334.21,341.36,,,349.49,342.77,338.69,,,246.73250000000002,235.69,275.122,249.452,192.352,232.54999999999998,217.66166666666666,277.775,,300.43,302.72,352.945,,,,,350.9433333333333,330.954,338.33,,,,,,,281.01,,,,,,,,,,319.31,,,,,,,,259.8457142857143,275.27833333333336,,,,,,,,
2019-08-27 22:01:14+00:00,,,255.325,,,315.02,308.44500000000005,,,,,,341.36,,,348.07,341.345,336.06,,,249.42200000000003,238.86999999999998,276.425,249.99,194.17499999999998,214.48499999999999,217.39499999999998,270.1425,294.47,294.53,304.225,352.27666666666664,,,,,345.32499999999993,329.912,338.33,,,,,,,282.59,,,,,,,,,,319.31,,,,,,,,261.5571428571429,275.27833333333336,,,,,,,,
2019-10-30 22:01:26+00:00,,,255.325,,,302.78,303.985,,,,,318.11,328.05,333.62,338.85,340.28,336.47,333.43,,,250.24200000000002,240.6,276.37166666666667,249.32833333333335,193.75833333333333,199.68,212.68999999999997,261.83,294.47,294.53,304.225,351.3985714285714,,,,,337.64,328.914,338.33,,,,,,,284.815,,,,,,,,,,319.31,,,,,,,,260.245,275.31,,,,,,,,
2020-02-03 22:01:07+00:00,,,250.44,,,307.17999999999995,304.055,,,,,318.11,328.05,333.62,338.85,340.28,336.47,333.43,,,270.89,259.29333333333335,283.11499999999995,255.015,207.89000000000001,206.58,201.98333333333332,255.79,294.47,294.53,305.73,347.415,,,,,348.03,330.93666666666667,,,,,,,,288.62,,,,,,,,,,,,,,,,,,282.42,275.03499999999997,,,,,,,,
2020-03-06 22:00:58+00:00,,300.26,249.725,327.03,,310.39,305.80333333333334,,,,,326.18,328.05,333.62,338.85,333.91,333.02,,,,271.20666666666665,256.91333333333336,281.495,257.35,213.50666666666666,214.22000000000003,210.26333333333332,256.98,,,,348.28999999999996,,,,,350.63,331.7366666666667,,,,,,,,291.49,,,,,,,,,,,,,,,,,,288.84,285.875,,,,,,,,
2020-04-23 22:00:35+00:00,,300.26,249.0666666666667,327.195,,311.15,306.2425,327.45,,,,326.18,328.05,337.52,338.85,343.81500000000005,336.42999999999995,333.07,,,271.20666666666665,256.91333333333336,281.495,257.35,210.685,219.32666666666668,212.6125,260.24,,,,349.11999999999995,,,,,348.3666666666666,331.7125,,,,,,,,293.395,,,,,,,,,,,,,,,,,,289.92499999999995,281.66333333333336,,,,,,,,
2020-05-09 22:00:26+00:00,,300.26,247.1375,327.195,,312.65999999999997,308.415,327.45,,,,334.25,,341.725,,350.58500000000004,340.78999999999996,333.07,,,274.605,258.675,279.7,,214.83,219.32666666666668,218.0666666666667,266.38,,,,350.3866666666666,,,,,347.73249999999996,332.64,,,,,,,,286.09000000000003,,,,,,,,,,,,,,,,,,288.3,280.6625,,,,,,,,
2020-06-10 22:00:39+00:00,,300.26,247.1375,327.195,,312.65999999999997,308.415,327.45,,,,334.25,,341.725,,350.58500000000004,340.78999999999996,333.07,,,274.605,258.675,279.7,,214.83,219.32666666666668,218.0666666666667,266.38,,,,349.7975,,,,,347.73249999999996,330.874,,,,,,,,282.76,,,,,,,,,,,,,,,,,,286.7675,276.764,,,,,,,,
2020-08-29 22:01:11+00:00,,300.26,243.82999999999998,324.52,,310.96000000000004,308.0775,323.86,,,326.6,326.255,332.21,340.22333333333336,344.4,348.8933333333334,338.99666666666667,330.94,,,247.04500000000002,227.64999999999998,271.1,253.24,205.04999999999998,225.7,216.58333333333334,260.48,,285.67,,349.686,,,,,346.8225,329.974,,,,,,,,282.76,,,,,,,,,,,,,,,,,,287.916,272.172,,,,,,,,
2020-09-14 22:01:17+00:00,,,240.7525,321.74666666666667,323.5,307.89,307.02750000000003,323.7733333333333,324.73,,325.25,318.96000000000004,332.66999999999996,338.37,344.655,345.87,337.865,329.92,,,232.96,210.85,262.5,248.195,198.34,229.54,209.60666666666668,258.02666666666664,,285.22,,349.33,,,,,343.7425,328.95799999999997,,,,,,,,282.945,279.9,,,,,,,,,,,,,,,,,287.685,271.04200000000003,,,,,,,,
2020-09-30 22:01:21+00:00,,,238.962,322.2625,323.5,307.89,307.02750000000003,323.7733333333333,324.73,,325.25,322.76,332.19,337.38,344.655,345.87,337.865,329.92,,,232.305,210.85,262.5,248.195,198.34,229.54,209.60666666666668,258.705,,285.22,,350.28833333333336,,,,,343.7425,329.00333333333333,,,,,,,,282.86,278.5,,,,,,,,,,,,,,,,,289.844,271.41,,,,,,,,
2021-01-04 22:01:18+00:00,,,236.91250000000002,322.15999999999997,326.75,308.33666666666664,305.8066666666667,323.55333333333334,329.65999999999997,341.68,329.27666666666664,323.385,333.825,336.495,345.62999999999994,341.15,336.42,329.7033333333334,,,232.305,210.85,262.5,248.195,196.39999999999998,,204.58,256.02,,285.22,,350.9966666666667,,,,,343.74666666666667,329.22249999999997,,,,,,,,283.01,278.5,,,,,,,,,,,,,,,,,295.495,282.95,,,,,,,,
2021-02-21 22:01:05+00:00,,,238.452,322.598,326.75,311.1425,306.465,323.55333333333334,329.65999999999997,341.68,329.27666666666664,325.04200000000003,335.53000000000003,336.495,345.62999999999994,341.15,337.795,329.7033333333334,,,242.16,210.85,269.815,250.24666666666667,189.09333333333333,223.7,204.95666666666668,258.8275,,285.22,,350.93000000000006,,,,,343.6575,329.688,,,,,,,,283.01,278.5,,,,,,,,,,,,,,,,,295.495,282.95,,,,,,,,
2021-03-25 22:00:51+00:00,,,242.42249999999999,325.0366666666667,330.0,317.63,307.69499999999994,326.79,334.59,341.68,337.33,329.09666666666664,337.4366666666667,337.975,347.58,341.14,340.65,332.42,,,244.27666666666664,206.49,277.13,254.35,171.325,216.32,229.775,263.995,,,,355.2266666666667,,,,,344.6650000000001,331.1625,,,,,,,,282.52,277.1,,,,,,,,,,,,,,,,,298.48,294.33,,,,,,,,
2021-07-31 22:01:06+00:00,,,248.0,324.35,,319.56,308.44,,,,,331.67,342.35,,,,341.395,333.31,,,250.49,221.615,277.13,244.64499999999998,173.66666666666666,219.73333333333335,227.04333333333332,265.45500000000004,297.56,292.56,303.63,352.91,,,,,343.39,331.925,,,,,,,,285.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-01 22:01:17+00:00,,,246.77333333333334,,,,,,,,,,,,347.9,340.76,339.71500000000003,332.22,,,244.76333333333332,224.82333333333335,,236.685,174.68999999999997,213.16666666666666,227.43666666666664,258.65,298.03,290.57,302.66499999999996,353.31333333333333,,,,,343.02,332.3,,,,,,,,287.755,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-17 22:01:20+00:00,,,246.77333333333334,,,,,,,,,,,,347.9,343.2,339.71500000000003,332.22,,,244.76333333333332,224.82333333333335,,236.685,174.68999999999997,214.8625,223.5425,259.18,297.43,291.85999999999996,302.2,352.7125,,,,,343.02,332.3,,,,,,,,287.755,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-18 22:00:34+00:00,,,243.63333333333333,,,,,,,243.9,,,329.36,,347.9,341.7166666666667,337.28000000000003,331.18666666666667,,,249.76333333333332,239.12,290.41,241.34,176.25333333333333,213.04749999999999,209.4325,259.4625,296.79,292.205,301.65749999999997,350.32666666666665,,,,,342.51,328.14,,,,,,,,287.755,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-07 22:01:17+00:00,,,243.63333333333333,,,,305.27,,,243.9,,320.98,329.36,,344.53,340.97,336.545,331.18666666666667,,,249.76333333333332,239.12,290.41,241.34,176.25333333333333,211.50799999999998,209.4325,259.4625,296.79,292.205,301.65749999999997,349.2875,,,,,342.3333333333333,328.44,,,,,,,,287.755,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-16 22:01:14+00:00,,,240.84666666666666,,,306.18,304.85,,,243.515,,320.98,329.36,333.43,344.53,339.392,334.5325,329.48333333333335,,,253.76666666666668,243.31000000000003,277.84000000000003,243.6,174.96,199.51399999999998,203.6825,257.86,296.53333333333336,290.78000000000003,300.99999999999994,349.40250000000003,,,,,342.22249999999997,329.71,,,,,,,,289.71000000000004,305.55,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-04 22:01:04+00:00,,,242.23333333333332,,,306.18,304.85,,,243.515,,320.98,329.36,333.43,341.16,339.05,333.19000000000005,328.65999999999997,,,258.8333333333333,250.87666666666667,275.56,252.9433333333333,174.4666666666667,199.994,202.8075,259.485,295.55000000000007,291.5133333333334,300.65,348.5566666666667,,,,,343.56,330.085,,,,,,,,288.44,305.55,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-12 22:01:00+00:00,,,238.6825,303.2,,303.945,298.75666666666666,,,243.515,,319.68,329.36,333.43,341.16,337.726,333.19000000000005,328.65999999999997,,,258.705,251.1725,274.675,253.2325,175.63750000000002,199.86166666666668,203.43,258.42600000000004,295.55000000000007,291.5133333333334,300.65,348.0875,,,,,343.49,330.304,,,,,,,,288.44,305.55,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-29 22:00:49+00:00,,,238.6825,303.2,,303.945,298.75666666666666,,,243.515,,319.68,329.36,333.43,341.16,335.74750000000006,333.19000000000005,328.65999999999997,,,257.714,250.72199999999998,273.14,244.708,175.87800000000001,201.87166666666667,201.32250000000002,257.9725,294.87,290.05000000000007,303.705,348.76750000000004,,,,,343.49,330.304,,,,,,,,288.0733333333333,305.55,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-23 22:00:33+00:00,,,237.60333333333335,303.2,,303.945,298.75666666666666,,,243.13,,319.68,,333.43,341.16,334.7466666666667,333.58000000000004,328.2,,,254.638,247.04000000000002,267.84399999999994,238.032,178.142,208.68833333333336,206.6425,260.6925,,289.435,308.88,349.75600000000003,,,,,343.8625,330.845,,,,,,,,286.945,305.55,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-02 22:01:17+00:00,,,238.1275,303.2,,303.945,298.75666666666666,,,243.13,,319.68,,333.43,341.16,334.7466666666667,335.26666666666665,328.2,,,250.65666666666667,247.04000000000002,265.99,235.98833333333334,179.155,212.50285714285715,211.51800000000003,261.662,,290.71666666666664,307.45,350.07500000000005,,,,,343.8625,330.845,,,,,,,,285.654,305.55,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-03 22:01:30+00:00,,,237.48000000000002,303.2,,303.945,295.5,,,243.13,316.78,311.43,315.37,328.76,336.99,331.79,330.31333333333333,327.525,337.86,,250.65666666666667,252.4416666666667,268.5028571428571,238.14857142857142,180.04142857142855,213.69500000000002,209.82000000000002,259.35833333333335,289.63,288.1775,305.5175,350.86833333333334,,,,,344.49,329.625,,,,,,,,284.935,305.55,,,,,324.17,,,,322.23,,,,,,,,,,,,,,,,,
2022-09-12 22:01:19+00:00,,,235.95333333333335,300.45,,,,,,,316.78,312.45500000000004,322.345,327.64,339.845,334.055,328.28000000000003,326.85,337.86,,250.73250000000002,257.63,269.43199999999996,227.36400000000003,182.51399999999998,236.66,213.12,258.1875,291.31,287.0625,304.828,351.692,,,,,,324.925,,,,,,,,281.696,271.4,,,,,322.83500000000004,,,,322.23,,,,,,,,,,,,,,,,,
2022-10-22 22:01:39+00:00,,,235.95333333333335,300.45,,,,,,,316.78,312.45500000000004,322.345,327.64,339.845,334.055,328.28000000000003,326.85,337.86,,250.73250000000002,257.63,269.43199999999996,227.36400000000003,182.51399999999998,236.66,212.054,257.738,291.31,287.0625,304.828,351.692,,,,,,326.95666666666665,,,,,,,,281.75333333333333,271.4,,,,,322.83500000000004,,,,322.23,,,,,,,,,,,,,,,,,
2022-11-15 22:01:31+00:00,,,236.965,304.56,,307.69,307.28,,,,316.78,319.75666666666666,327.1766666666667,331.95,343.1033333333333,335.29,330.3375,329.655,337.86,,251.755,261.71,270.27799999999996,234.946,183.96,233.95666666666668,212.36166666666668,257.68333333333334,294.09999999999997,288.794,304.49799999999993,350.63800000000003,,,,,343.69,328.2925,,,,,,,,280.63599999999997,271.4,,,,,322.83500000000004,,,,322.23,,,,,,,,,,,,,,,,,
2022-11-23 22:01:36+00:00,,266.37,237.098,303.9766666666667,,309.28999999999996,302.96,,,,316.78,323.7625,329.5925,334.3625,344.765,335.61,331.72200000000004,330.55333333333334,337.86,,254.96249999999998,262.15749999999997,276.31600000000003,241.10800000000003,183.46800000000002,228.82000000000002,211.72500000000002,255.40833333333333,295.9475,289.554,303.636,349.40199999999993,,,,,338.38,329.228,,,,,,,,284.758,271.4,,,,,322.83500000000004,,,,322.23,,,,,,,,,,,,,,,,,
2022-12-25 22:01:26+00:00,205.25,266.37,237.84166666666667,307.8625,,309.28999999999996,304.32666666666665,,,,316.78,325.56399999999996,331.308,336.588,345.568,337.386,332.90000000000003,330.995,337.86,,254.96249999999998,262.15749999999997,279.46500000000003,236.995,182.65166666666667,224.95499999999998,211.62285714285716,256.47857142857146,296.026,291.24,303.3833333333333,349.2,,,,,338.38,329.228,,,,,,,,284.758,271.4,,,,,322.83500000000004,,,,322.23,,,,,,,,,,,,,,,,,
2023-02-03 22:01:32+00:00,205.25,266.37,238.41600000000003,307.8625,,309.28999999999996,304.5375,,,,,330.894,335.64,339.00600000000003,347.86199999999997,338.83000000000004,335.336,332.1475,,,263.0333333333333,256.3933333333333,286.65999999999997,236.27249999999998,181.5825,221.47666666666666,219.9416666666667,259.7916666666667,297.628,293.05600000000004,303.334,348.04,,,,,338.38,331.264,,,,,,,,287.32,271.4,,,,,321.5,,,,,,,,,,,,,321.28,,,,,,,,
2023-02-19 22:01:25+00:00,205.25,266.37,238.41600000000003,307.8625,,309.28999999999996,304.64,,,,,330.75333333333333,336.0916666666667,338.79333333333335,347.8566666666666,338.5466666666667,335.3666666666667,331.498,,,263.495,252.3,282.87333333333333,225.59,176.82999999999998,221.47666666666666,230.27857142857144,265.19142857142856,297.78,292.99666666666667,303.1,348.02666666666664,,,,,338.7966666666667,330.24,,,,,,,,287.32,271.4,,,,,321.5,,,,,,,,,,,,301.07,320.525,,,,,,,,
2023-03-15 22:01:00+00:00,205.25,266.37,240.13199999999998,310.3333333333333,,309.28999999999996,304.64,,,,,332.818,337.446,340.314,348.888,338.60600000000005,337.096,331.498,,,261.09499999999997,247.21499999999997,283.935,218.22000000000003,172.494,221.47666666666666,240.0642857142857,270.1571428571429,298.6233333333334,295.37166666666667,303.06666666666666,347.70166666666665,,,,,339.81,331.10166666666663,,,,,,,,289.9266666666667,,,,,,,,,,,,,,,,,,301.07,320.525,,,,,,,,
2023-04-16 22:00:35+00:00,205.25,266.37,241.59166666666667,309.305,,308.04333333333335,304.64,,,,,332.818,337.446,340.314,348.888,339.12166666666667,337.096,332.02833333333336,,,262.57,247.82,283.19,214.9766666666667,171.03666666666666,221.47666666666666,237.7025,269.84250000000003,297.88000000000005,295.83714285714285,303.21000000000004,348.03428571428566,,,,,339.81,330.94,,,,,,,,288.8475,,,,,,,,,,,,,,,,,,301.07,320.525,,,,,,,,
2023-04-24 22:00:52+00:00,205.25,266.37,241.9185714285714,309.7,,307.555,304.64,,,,,332.818,337.446,340.314,348.888,338.9414285714286,337.096,332.02833333333336,,,262.91,249.35999999999999,283.05,213.02,170.98857142857145,221.47666666666666,241.32874999999999,269.845,297.70375,295.6975,303.72375,348.055,,,,,339.81,330.9266666666667,,,,,,,,285.0825,,,,,,,,,,,,,,,,,,304.52,320.525,,,,,,,,
2023-06-11 22:00:25+00:00,205.25,,243.16,312.34,,305.82000000000005,305.76000000000005,,,,,331.31666666666666,337.8500000000001,339.8,348.3566666666666,339.652,337.2366666666666,331.84000000000003,,240.49,266.96500000000003,249.53999999999996,283.175,198.90800000000002,166.226,213.36,250.31166666666664,273.96833333333336,296.74333333333334,295.675,302.9983333333333,348.0916666666667,,,,,341.24,330.0725,289.38,201.53,266.69,258.0,224.94,214.36,,278.71999999999997,,294.34,278.3,283.55,295.16,298.45,259.06,241.16,277.98,305.8,311.66,,256.2,,253.92,,250.63,304.52,320.525,,,,318.96,,,,
2023-07-13 22:00:39+00:00,,,243.55999999999997,308.75,,305.82000000000005,305.11,,,,,330.59000000000003,337.69000000000005,336.95500000000004,348.145,338.4425,336.4599999999999,331.68,,240.49,260.162,248.304,279.97666666666663,195.94400000000002,165.57999999999998,213.78,252.83333333333334,274.94166666666666,296.4116666666667,294.52166666666665,303.60833333333335,348.32666666666665,,,,,341.24,330.0725,289.38,201.53,266.69,258.0,224.94,214.36,,276.1325,,294.34,278.3,283.55,295.16,298.45,259.06,241.16,277.98,305.8,311.66,,256.2,,253.92,,250.63,308.11333333333334,320.525,,,,318.96,,,,
2023-07-29 22:00:43+00:00,,,243.55999999999997,308.75,,305.82000000000005,305.11,,,,,330.59000000000003,337.69000000000005,336.95500000000004,348.145,338.4425,336.4599999999999,331.68,,240.49,256.44,248.304,280.5657142857143,197.67166666666665,169.005,213.78,246.18142857142857,265.9885714285714,296.84142857142854,294.34000000000003,304.36285714285714,348.8471428571429,,,,,341.24,330.0725,289.38,201.53,266.69,258.0,224.94,214.36,,276.1325,,294.34,278.3,283.55,295.16,298.45,259.06,241.16,277.98,305.8,311.66,,256.2,,253.92,,250.63,308.11333333333334,320.525,,,,318.96,,,,
2023-08-14 22:00:49+00:00,,,244.4425,308.75,,305.82000000000005,305.05,,,,,330.05,338.35,337.73,347.83,338.8966666666667,335.52,331.7900000000001,,240.49,254.08285714285716,243.41333333333333,275.3642857142857,197.83285714285714,171.18285714285713,213.78,238.73428571428573,259.87142857142857,296.33571428571435,294.70428571428573,304.7128571428571,349.2742857142857,,,,,341.24,328.925,289.38,201.53,266.69,258.0,224.94,214.36,,276.378,,294.34,278.3,283.55,295.16,298.45,259.06,241.16,277.98,305.8,311.66,,256.2,,253.92,,250.63,309.0925,319.77,,,,318.96,,,,
2023-08-30 22:00:59+00:00,,,244.55,309.89,,305.82000000000005,,,,,,,,,,339.78000000000003,,334.68,,240.49,250.58571428571426,244.16666666666666,277.50857142857143,200.8,175.67857142857142,213.78,228.4528571428571,255.02714285714288,295.9771428571429,294.5614285714286,305.4,349.9157142857143,,,,,342.85,330.1933333333333,289.38,201.53,266.69,258.0,224.94,214.36,,276.378,,294.34,278.3,283.55,295.16,298.45,259.06,241.16,277.98,305.8,311.66,,256.2,,253.92,,250.63,311.76666666666665,,,,,318.96,,,,
2023-09-07 22:01:01+00:00,,,244.74333333333334,309.89,,305.82000000000005,,,,,,,,,,339.78000000000003,,334.68,332.38,240.49,250.58571428571426,244.16666666666666,278.05125,200.8,175.67857142857142,213.78,228.4528571428571,258.20625,295.78125,294.95875,305.16625,350.1675,,,,,342.85,330.23,289.38,201.53,266.69,258.0,224.94,214.36,,276.378,,294.34,278.3,283.55,295.16,298.45,259.06,241.16,277.98,305.8,311.66,,256.2,,253.92,,250.63,311.76666666666665,,,,,318.96,,,,
2023-09-15 22:01:08+00:00,,,245.41833333333338,308.11249999999995,,305.4433333333333,,,,,,,,,,340.12666666666667,,332.395,332.38,240.49,245.1042857142857,242.38000000000002,277.79375,201.73166666666668,178.57285714285717,213.78,218.5342857142857,257.49875,295.4175,294.675,305.55125,350.83125,,,,,,329.92,289.38,201.53,266.69,258.0,224.94,214.36,,274.58,275.66,294.34,278.3,283.55,295.16,298.45,259.06,241.16,277.98,305.8,311.66,,256.2,,253.92,,250.63,312.42,322.27,,,,318.96,,,,
2023-11-10 22:01:11+00:00,,,243.776,305.8066666666667,,304.63,304.41,,,,,,331.16,335.23,,339.33,337.82,331.665,332.38,240.49,235.8133333333333,232.52399999999997,275.60285714285715,202.398,188.06000000000003,213.78,211.74,258.6114285714286,295.6928571428571,294.32714285714286,305.19999999999993,351.1842857142857,,,,,,329.895,289.38,201.53,266.69,258.0,224.94,214.36,,272.86499999999995,275.66,294.34,278.3,283.55,295.16,298.45,259.06,241.16,277.98,305.8,311.66,,256.2,,253.92,,250.63,313.90333333333336,320.745,,,,318.96,,,,
2023-11-26 22:01:17+00:00,215.69,,243.776,305.8066666666667,,304.63,304.755,,,,,,331.16,335.23,,339.33,337.82,331.665,332.38,240.49,235.84285714285713,229.2266666666667,274.59375,208.46333333333334,188.06000000000003,213.78,209.61285714285714,260.45875,295.76375,294.74875000000003,305.19999999999993,351.09125,,,,,,329.895,289.38,201.53,266.69,258.0,224.94,214.36,,272.86499999999995,275.66,294.34,278.3,283.55,295.16,298.45,259.06,241.16,277.98,305.8,311.66,,256.2,,253.92,,250.63,313.90333333333336,320.745,,,,318.96,,,,
2023-12-20 22:01:23+00:00,215.69,,244.84,307.7725,,305.4266666666667,305.79,,,,,,332.53,338.55,349.4,340.25333333333333,338.51,332.1333333333334,332.38,,235.84285714285713,229.2266666666667,274.59375,208.46333333333334,188.06000000000003,225.34,213.38750000000002,262.64,295.9688888888889,295.21333333333337,305.19999999999993,350.97,,,,,,330.67333333333335,,,,,,,,272.86499999999995,275.66,,,,,,,,,,,,,,,,,313.90333333333336,320.745,,,,,,,,
2024-02-06 22:01:22+00:00,215.69,,241.32285714285715,307.7725,299.46,301.18,305.79,299.52,304.27,278.29,304.85,,332.53,338.55,349.4,340.25333333333333,329.9266666666667,326.0825,314.81,249.94,235.23,224.7033333333333,267.9757142857143,210.715,191.72250000000003,236.9,212.44833333333335,268.96428571428567,295.7071428571429,295.8457142857143,304.34599999999995,351.0228571428571,359.34,,,251.61,,330.67333333333335,,172.41,,262.31,256.26,270.2,278.6,260.685,258.54,,225.62,282.99,307.38,,286.03,279.78,291.55,286.7,302.75,,,,,,,313.205,320.745,307.83,,,,,,,
2024-02-14 22:01:07+00:00,215.69,,242.70714285714283,307.7725,299.46,301.18,305.79,299.52,304.27,278.29,304.85,,333.93,338.55,348.96,342.17,333.2,328.21000000000004,314.81,249.94,234.28799999999995,225.852,269.23833333333334,214.68666666666664,204.22750000000002,239.695,218.38666666666666,275.2142857142857,295.975,296.115,304.6499999999999,350.95428571428573,359.34,,,251.61,,331.285,,172.41,,262.31,256.26,270.2,278.6,244.01,258.54,,225.62,282.99,307.38,,286.03,279.78,291.55,286.7,302.75,,,,,,,314.38,320.745,307.83,,,,,,,
2024-04-02 22:00:39+00:00,215.69,,243.71999999999997,313.3766666666667,299.46,304.1775,307.90500000000003,299.52,304.27,278.29,304.85,,336.83,338.55,348.96,344.315,333.2,327.735,297.24,249.94,233.16999999999996,214.86666666666665,258.13,228.0333333333333,229.39000000000001,242.46333333333334,227.32399999999998,274.888,296.7566666666667,297.62333333333333,303.38,350.6,359.34,,,251.61,342.34,332.23,,172.41,,262.31,256.26,270.2,278.6,244.01,241.42,,225.62,282.99,307.38,,286.03,279.78,291.55,286.7,302.75,,,,,,,,319.22,307.83,,,,,,,
